Hybridization REF	TCGA-B6-A0RG-01A-11R-A056-07
BRD9	-0.418
tcag7.350	-1.673
OR2M5	0.147
OGT	-1.0755
SYT1	3.9735
ACRV1	-1.1335
CMPK	0.402
BHLHB5	1.58966666666667
MARCH2	1.82278571428571
ASXL3	-2.37057142857143
RPIA	-0.271
RFXDC1	0.01525
HIST1H1B	-0.78175
ZNF701	1.32825
KCNT2	0.497
CCDC36	-1.495125
SLC11A2	-0.9375
NBEAL2	0.582
RP4-691N24.1	-1.0855
TYROBP	3.361
PLA2G2F	0.0124285714285714
TCP11	-0.00175000000000002
OR4K13	0.349
C15orf21	-0.4835
OR4F15	-0.6485
FAM108C1	0.8473
ASAM	-3.23125
NPHP4	-1.04816666666667
SFRP5	0.148333333333333
OR56A3	0.393
EBAG9	0.691
LOC100101267	-0.3105
UROD	-0.922333333333333
ARL9	0.5045
PDE2A	-1.94833333333333
TUBB2A	-0.228666666666667
RPL36	-0.756166666666667
ASPM	-2.05376923076923
RBCK1	-0.592333333333333
AFF2	-1.10116666666667
STARD6	0.139833333333333
ZDHHC8	0.4165
EXOD1	-1.958
PLXNA2	0.885333333333333
ACTL6B	-0.1015
ANKRD41	-1.23833333333333
IL2RA	1.316625
PNRC2	0.138
DENND2C	-1.29233333333333
STXBP5L	-1.9685
TBCC	0.465875
NSF	0.418833333333333
KCNJ1	-0.955666666666667
KIF2B	0.07275
KRT73	-0.0515
C7orf47	-0.01075
NFASC	0.332166666666667
SFRS15	0.3915
CLCA4	-0.161
ZNF597	0.413666666666667
SCGB1D1	4.3615
LONRF3	-3.34425
OR2J3	0.5515
SMURF1	0.4425
C14orf102	1.07775
HNRPDL	0.3045
ANKRD39	0.28325
BTNL8	-0.748
CSTF2	-0.654
CABP4	-0.122
TMEM95	0.83225
HTR1F	-1.511
SCPEP1	0.61625
PRSS12	-2.2395
SLC28A2	-0.567
INHBA	2.61566666666667
RP11-298P3.3	-0.439
UGDH	-1.3005
SLC36A1	-0.095
PLCB1	-0.2085
SEPP1	-0.766166666666667
SRXN1	0.607625
LOXL2	-1.10575
SERPINA7	-5.65566666666667
LOC201229	0.98425
CHRNA1	0.9385
DENR	-1.744
RARRES2	-0.36425
SENP2	0.371125
XPNPEP1	-0.252625
PCGF5	-0.432
HIST1H1T	1.2035
CDK5RAP1	-0.055
PRKG1	0.892857142857143
RASGRP1	1.0419
CFI	-3.41016666666667
KIR2DL3	1.4515
FOXRED2	-1.79578571428571
FABP1	-7.14475
TRIM7	-1.66725
CYP20A1	-0.0516818181818182
CYTL1	-4.13775
SORBS1	-0.445166666666667
PEA15	1.07057142857143
GUCY1A2	0.814666666666667
ZSWIM2	0.377
PH-4	2.08575
PACSIN1	-0.258125
LOC152586	0.7915
UMODL1	-2.015
KREMEN1	-0.424125
FLJ35773	3.76575
RFPL4B	0.5465
SNAP23	-0.045
STXBP6	-3.424
C6orf115	-0.274
ZBTB33	0.624
CHST9	-2.1886
MGA	0.1186875
FAM128B	0.2765
GPR4	3.64916666666667
KIAA1957	2.6445
GSTK1	1.38733333333333
CLCN5	-0.125
FBXW5	0.16325
FUSIP1	-0.612142857142857
MAG	-0.352
FLT3	5.62266666666667
STRA8	1.17
SERPINB4	-4.269
JMY	-0.550166666666667
DLK2	-1.38466666666667
ZNF451	-0.4985
HES6	-1.52125
FGF9	-1.7255
VNN1	-1.399
SRPK2	0.4408
ALDH3A1	-1.8646
CDX4	0.857
SPG21	0.095
ZNF302	-0.6448
DOK3	-0.150375
GRIN1	0.737571428571428
OR1A1	0.187833333333333
CALU	-0.1575
ANKFY1	-0.851
C9orf84	-0.094
CLEC2L	-1.029
LIMCH1	-2.53775
RWDD1	-0.0975
VHLL	0.121
SLC18A2	0.682
UPK3A	2.20133333333333
FIP1L1	-0.3195
LENEP	0.0264
RHOB	3.25833333333333
RIBC2	0.7
GNPNAT1	-0.65425
TBC1D10C	-3.09075
MMAA	1.263
INTS9	-0.3775
HOOK2	-0.001125
CCNG1	-1.98733333333333
CCDC144B	-2.3435
MTMR7	0.058
NEU4	-3.242
HADH	-0.074
CCKAR	0.1435
TMEM173	0.9985
AFAR3	1.06625
PTH2R	0.745125
IFI30	0.8115
GLUL	3.7435
TMEM71	-1.73783333333333
C20orf165	-0.44025
BFAR	-0.545125
ZNF14	0.5815
KLHL8	-0.134692307692308
PPIL2	-0.0563333333333333
CTA-126B4.3	-0.480666666666667
C5orf37	-0.7515
SLC27A4	2.03933333333333
KLHL22	0.257375
GJB2	1.8762
HSPBP1	0.3915
PRKD1	-1.39
SOX8	-0.408875
KIAA0195	0.908666666666667
MICALCL	2.24516666666667
ICAM1	-1.3285
C10orf126	0.582
SIX4	-0.152375
BCL2L1	0.1563
CD19	-2.174
RAPGEF3	1.003
KIAA0974	-0.071
MAPK3	0.0658333333333333
OR10A3	0.994
MAP2K1IP1	0.8755
STK4	-0.537611111111111
CHIC2	0.5026
DLX5	-0.617333333333333
ZNF367	-1.806
FBXO41	-0.72125
ADK	-0.647875
hCG_1995786	-0.294833333333333
GTPBP10	-0.384
TGOLN2	0.528875
CTBS	0.5975
FGD1	-0.21525
ETS1	-0.619
EDC4	-0.422625
GSTA3	-1.283
HOXB6	-1.23133333333333
C9orf131	0.1025
BCAS1	-0.34225
U2AF1L4	0.399
PDHA2	0.2915
SORD	1.439125
SLC25A33	-1.279
WDHD1	-2.183
OR8K5	-0.417
RNASE11	0.7575
STAP2	1.77275
TRIM44	0.3467
CHCHD8	-0.89825
SIDT2	0.273666666666667
OR2B3	0.7165
TRRAP	-0.3665
TRAF1	-1.13833333333333
RYR2	-2.49725
FAM71B	0.420333333333333
SLC45A4	1.268
TRIM32	0.682125
ATP6V1G1	1.331
TRA16	-0.02575
SERHL2	0.684
PRKY	-1.3675
NPR2	-0.352
TAS2R40	0.077
OR5I1	0.100666666666667
ZFYVE26	-0.0933333333333333
WFDC11	2.854
CSH2	0.38275
OR2T8	-0.25425
TBX20	-0.23
LYPD5	2.19233333333333
STOML2	-1.71066666666667
ALPI	-0.215125
FAT3	0.086
ZNF273	-0.0904375
NPSR1	0.778
FLAD1	1.01316666666667
RAB5C	0.714875
TTLL3	-1.48125
KIAA1618	0.003
NPPC	1.7895
ZEB2	-0.0919
MRP63	-0.185625
WSCD2	-0.03575
NEUROD4	-0.77525
SNAPAP	0.6525
MTMR2	-1.02111764705882
STK35	-0.4845
USP48	-0.506
NR1H4	-3.4425
RASL10A	-0.6225
SSTR1	-4.05575
C1orf35	0.03425
APOBEC3C	-2.49425
RUSC2	0.126666666666667
SALL4	-1.799
ZCCHC8	-0.39675
RAD17	-0.012
ZNF708	-0.519166666666667
LILRB5	0.6885
TEX12	-0.0525
C9orf79	-0.41675
ARHGEF1	0.596166666666667
ABCA4	1.7145
RNF214	-1.031
PPAPDC2	1.14525
ARID4A	0.0185
SYCP2	-0.84725
OPRM1	-0.10025
RP13-102H20.1	3.2935
CYP26B1	-0.951
APCDD1	1.07716666666667
PCCA	-0.262
ALS2CR7	-0.125
AQP5	0.761833333333333
YLPM1	-0.3795
PRKAR1B	-0.7194
IL16	0.00659999999999999
TCF3	-0.88275
ZSWIM7	-0.22125
SERPINE1	-0.4055
BAI2	2.3895
SMC5	-0.783285714285714
SMN1	-1.15866666666667
SLC13A5	-2.595125
POU2F3	1.06725
BACH1	-0.0731666666666667
GMCL1L	0.473833333333333
PPP2R2D	0.525
LRRC51	1.49166666666667
EDARADD	0.4105
LRRC3	0.0015
FAM124B	-0.8645
C20orf70	-0.481
LOC285735	-1.6725
CTBP2	1.7353
ZMYND11	1.434
CDH23	0.520583333333333
OR1N1	0.2865
LOC400590	-0.56025
PDK1	-3.32725
LMTK3	1.837
USHBP1	0.8380625
ZFYVE21	1.30475
hCG_21078	-1.05425
OAF	-1.124625
WDR41	-0.7555
SPINK6	-1.6715
GDEP	-0.093
MEG3	-1.4947
OXSR1	-0.0519285714285714
RAD51	-1.37066666666667
RPL13A	0.08025
DYRK1A	0.6992
FLJ25791	1.21125
SARDH	0.1014
RBBP5	0.533833333333333
ORC2L	-0.97075
NCAPH2	-0.7655
RNASET2	0.354
WDR79	-0.798333333333333
FLJ39779	-0.44825
C3orf1	-0.18075
DDX23	0.1105
MGC40574	0.8115
MORC4	0.366
MYRIP	2.67645454545455
LY6E	-0.3315
SLC39A11	2.50625
ATP12A	0.3885
AUP1	0.06725
PIP	5.11275
CORO7	0.55
PITPNM3	-0.027
ENPP1	-0.695333333333333
PPP1R1C	-2.297
NRBP2	0.454625
KCNE2	1.2225
P2RX4	2.43475
CCND2	-2.75214285714286
OR5T3	0.1985
CUL4A	0.762166666666667
CFB	1.333625
PCP4	-3.27683333333333
HEMGN	-5.4335
UBIAD1	-1.3335
CDC42BPB	-0.2464
CYB561D1	1.3695
RIMS2	1.442
ZNF488	-0.91325
RNMTL1	-0.05075
SART3	-0.0916666666666667
CAPN10	-0.776142857142857
CCR5	1.91716666666667
APOA1BP	0.858666666666667
NDUFS5	-0.356
PDLIM3	-0.24
VPS24	0.4755
SCN8A	-1.31475
C1orf67	-1.53033333333333
MRCL3	1.50416666666667
TMEM145	-1.9255
KCTD16	-0.6282
RNF149	0.31775
FDXR	0.468
CDCP1	1.53816666666667
PAX3	-2.6069
LASS4	2.7555
HSD17B8	0.3055
YAP1	-0.26925
NNT	-1.28125
SC5DL	-0.714625
DKFZp566H0824	-1.3525
KSR2	-0.441833333333333
RAD21	0.5372
ST8SIA2	0.63525
L3MBTL3	-0.149625
SNRPB	-1.32325
MGC14425	0.133
MIF	0.287125
TAPT1	0.99225
IRF8	0.9276
PRO0132	2.512
HERV-FRD	-0.238
ACD	-1.62966666666667
BCL3	1.665
SPATA13	1.87325
MRLC2	1.350375
F2RL3	0.79525
CFHR3	0.7135
DUSP15	0.7965
TMEM46	-1.28033333333333
SF3B4	0.638833333333333
MAP7D3	-1.534
STELLAR	-1.24
SEMA5A	0.7855
H2BFS	0.9085
LRRC28	-0.896166666666666
MORN2	1.0405
XYLB	-0.76225
WDR21C	0.195
HIATL1	0.033875
ADAMTS10	0.788833333333333
WDR55	-0.2775
MFSD5	1.1695
OR4N2	0.5845
DUSP16	0.834555555555556
NLGN4Y	-2.55833333333333
INHBC	0.0374166666666668
NUMA1	1.22675
DEFB123	0.719
GIPC1	0.82825
MGC27348	-0.687
FLJ33590	-0.465
FZD1	1.4792
MKL1	0.698666666666667
SAA2	0.67625
C1orf94	-1.758
C7orf28B	-0.2715
TMEM185A	1.32005
ZZZ3	-0.568
C16orf5	-1.86816666666667
GALNAC4S-6ST	1.3565
C1orf186	1.70425
IGFBP4	1.50233333333333
NDUFA10	0.0876666666666667
CLIC2	-1.079
RNF13	1.3625
GPR103	-0.97875
CD69	-3.84225
MYOZ1	0.95925
IFNB1	-0.3115
CLNS1A	-1.065
CXorf45	-1.581
ZXDB	0.5665
FUNDC2	0.5865
GPA33	-0.783
C9orf70	0.118
SLC2A9	-1.5355
LOC126520	-0.5745
MAGEB1	-1.39825
LCE2A	-0.142
C18orf34	0.351
FMNL2	-2.23225
KRT85	0.57125
CRYGA	0.0475
GEM	1.12275
THAP6	0.1485
ALKBH3	-0.688
TM6SF2	0.1245
C20orf82	2.17175
RANBP2	-0.0683333333333334
LIG3	0.817
RETSAT	1.22325
OR8S1	1.5735
CAST	-0.6285
TGFBI	-0.9448
C15orf37	-0.784875
PGM3	-1.1415
SLC4A11	-1.0245
FAM123C	0.351
TAOK1	1.81675
CISH	3.24325
OGDHL	-3.179
SPINT2	2.27233333333333
ZNF33A	0.356
CLDN18	-0.335833333333333
RNF128	-0.504375
CCDC71	-0.2265
RASSF6	0.2355
HSPG2	0.506
ATP6V0E1	1.317125
ABHD6	-0.58
CD274	-0.644
GCNT1	1.19375
NT5C1A	-0.0196666666666667
TM4SF5	-4.09825
C21orf58	-1.26283333333333
SUCLA2	-0.5505
RFTN2	1.46425
SCNM1	0.22075
SLC9A10	1.4125
FUNDC1	-0.269
SLC35F4	-2.07625
AMD1	-1.12225
COL6A6	1.0975
OR4K2	0.195
TRIB2	-2.11466666666667
LOC91461	-2.94825
GHSR	0.67
ATP8B1	2.18575
C1orf78	3.418
RNF183	-0.808666666666667
STX4	0.2567
TPPP2	-0.737875
MYBPHL	-2.514
TXNDC6	-0.2209
C9orf47	1.6965
FAM137B	0.161
FANCB	-1.76875
C11orf9	-1.91625
DPY19L1	-0.279875
VDAC2	-0.7465
VHL	-0.6685
LMBR1	-0.32325
C8orf44	-0.11775
ZPBP	-0.249
FGF23	-1.43875
C21orf67	0.6235
PCNT	-0.5695
BCKDHB	-0.3352
GALNTL5	0.8005
BET1	-1.007875
ARL13A	-0.227
HDAC6	-0.520125
N4BP3	2.1675
OTOP1	-0.104166666666667
TTC30A	2.044625
CRISP1	-0.149
KRT32	3.889
VSTM1	0.053
ZNF622	-0.1965
POLR3B	0.1417
DNAJC10	0.044125
C12orf54	1.795
ADIPOQ	0.1825
RIT2	-0.17175
CD44	1.1444
ABCA3	2.63275
RPS17	-1.44625
FEZF1	-0.3605
PCDHB15	-0.95275
KCNMA1	-1.63859090909091
CCDC116	-2.445
C15orf27	-2.348
NARG2	-0.0816875
ITGA5	-0.67075
MEFV	0.4195
TUT1	-0.1515
LOC541473	-0.38975
NMBR	0.011
GLT1D1	-3.29916666666667
ABCB7	-0.82125
PFKP	-3.36245454545455
C9orf91	1.181
LRRC41	0.7115
C1orf85	0.358333333333333
ATP5F1	-0.63175
STOX1	0.545625
GFOD2	0.27225
SLC25A3	-0.427875
ZNF646	0.0381
ZAR1	-1.1225
OSTbeta	-2.92625
GALNT3	2.767
IFT122	0.769166666666667
LDB3	0.2148
GARNL1	0.686285714285714
HOMEZ	0.515166666666667
LRRC6	4.64475
ANGPTL5	-2.36975
UBAC1	-0.8545
DLEU7	-0.69825
RPL19	-0.00687500000000003
TOP1MT	-0.283666666666667
LOC643641	0.019
MBD3L2	1.288
NTSR1	-0.0701666666666666
WISP2	-3.30425
GPSM2	-0.927375
RDH10	1.3753
PRKCG	0.9085
HIST1H4J	3.0075
MON1B	0.0947
MLF1IP	-1.1975
ZNF446	0.927625
COL4A5	0.1628
SLC26A1	0.816357142857143
RGN	-2.6195
CCNB1	-1.94775
C9orf165	1.342
CCDC28B	-0.969
CCDC97	0.889
FGR	1.344125
MSRB3	0.0111
EPN2	0.48475
COX15	-0.591
KCNK6	1.3438
XK	-5.944
GDA	-5.07025
HEPH	-0.947625
THRAP3	0.947125
MET	-1.49457142857143
PHYHIP	-0.49825
LYAR	-2.15466666666667
ING3	-1.47325
AK7	-3.2695
CCT8L2	-0.0995
COPS7A	0.120666666666667
WSCD1	-0.82025
RNF185	0.883375
TNS3	0.68775
KNDC1	-1.73433333333333
RWDD4A	0.746333333333333
MED13L	1.5268
ZFYVE1	0.817375
C7orf44	-1.41716666666667
MRPL1	-0.7015
STGC3	-1.65275
TEAD1	-0.529666666666667
RPL7A	-0.446428571428571
ARL6IP1	0.628
C1orf178	-0.821
CTAGE5	0.858833333333333
TMEM184A	-0.439
SLC25A14	0.861
CACNG5	0.13875
ATXN10	-0.0137
ECH1	0.4192
CCL22	0.7345
CYP2F1	-1.80833333333333
GADL1	-0.0695
TMEM19	0.2216
RUNX3	-1.77725
EFNB1	-0.525666666666667
LIPN	0.39
ACSM3	-4.8205
SIGLEC8	0.8465
ASCC3L1	0.085
NOL8	-0.20325
RELT	-1.53966666666667
Magmas	0.30375
PPP1R15B	0.5688
C11orf2	-0.073
VKORC1	-0.682666666666667
MGC26647	0.7575
TRPM6	-0.0165833333333333
UGT2B7	-5.24316666666667
FEV	-0.13275
FOXK2	0.7846
PDCD5	-1.38566666666667
SLC8A1	1.0367
DGUOK	-0.944166666666667
CLDN16	1.8435
GAGE1	-1.942
RBM17	-0.0234
C1QTNF3	0.845625
VGLL3	-0.966833333333333
UNQ5830	0.322
CD1A	-2.29866666666667
SCGB1C1	3.933
SUPT4H1	0.51475
TRAF5	0.08975
ASAHL	0.58625
FAM73A	1.79716666666667
OR6B1	0.217
WHSC1	-1.63365
GFPT2	-0.25875
LOC339809	1.3175
STARD5	0.998
SIP1	-1.523
DNAJC15	-3.05075
STAU2	1.0229375
FAM98A	-0.017875
RAD23B	0.1524375
LRRC33	-1.74925
CHRAC1	-0.68925
C21orf89	0.49325
C19orf43	0.344166666666667
KLK8	-1.72016666666667
CCNE1	-2.0175
PKDREJ	-0.437
SSU72	-0.3545
C17orf73	0.1005
GPR78	1.586
WHSC1L1	-0.1066
GSTA2	-1.75575
SMUG1	0.5365
UFM1	0.809
AP3M2	0.237
USP14	-0.37475
FBXL14	0.0718333333333333
DSTN	0.5625
SFRS14	-0.29525
FBXO31	-1.03633333333333
C12orf40	-0.546
FRS2	1.24525
NR2E3	1.1425
TUBB2C	0.33075
GMPR	-1.3015
C9orf139	0.397
ING5	-0.571714285714286
LOC730092	-0.915666666666667
ORM1	-4.4605
RP11-11C5.2	-1.2115
HSPD1	-0.8851
PIWIL3	-1.185
C5orf13	-0.3887
OR5R1	0.5495
LCOR	0.83125
PLEKHA9	-0.875
CCDC43	0.36325
ZNF232	-0.89225
SLC6A7	0.085
ADH5	-0.16975
SHBG	-1.491
CROCCL2	-0.551
PANX3	0.377
CDIPT	0.232
SLC16A5	0.9605
TUBB	0.07
TOR3A	0.1222
PREP	-0.303333333333333
ENTPD8	-0.149
CHMP1B	0.5755
SYT12	0.9552
MYH6	-2.0688
MAP3K13	1.2295
KLHL30	0.0698
LCMT1	0.078875
EIF1AX	0.231416666666667
FOXD4L1	1.389
SLC24A5	-0.826
RNF166	-1.1288
TJAP1	0.05275
TMEM156	-0.959333333333333
ZNF239	0.85775
SNX19	0.0744
GKN1	0.148
FCN1	1.6697
C1QL1	-1.07525
ATP11C	0.07275
ZNF35	1.4985
CARD8	-0.15525
LIMD1	0.149666666666667
KIAA0286	-1.16925
XRN2	-0.768166666666667
CD6	-1.388
TOX3	-0.000624999999999973
ZSCAN4	-0.434833333333333
RSRC1	0.386375
COG1	1.015
PTRF	-0.2024
C16orf35	0.106375
FBXO24	0.61425
CHST11	-1.20425
THRB	0.7301
MYBPC1	0.18975
RNF39	1.811
PSMD11	0.27675
ALAD	0.764166666666667
EN1	0.4555
SLC9A9	-0.3845
GSTM4	1.4964
CDC42BPA	0.442052631578947
RCSD1	-2.60575
LUC7L2	-0.3191
SPTBN1	-0.1839
LOC146167	-0.2265
BAT5	0.9229
ZNF452	-1.99785714285714
LSM4	-0.2845
SRP72	0.0817
SGK269	-0.0343333333333333
MTX1	0.673
CENTA1	0.72425
UNQ9433	0.3045
ATR	0.144333333333333
DDX49	0.277833333333333
PAQR8	-2.00283333333333
C14orf174	-0.015
GBGT1	-0.26825
THAP1	0.02425
OR10K1	0.539
RASIP1	-1.628
DPYD	-1.1569
DOHH	0.37275
C18orf45	1.845
POF1B	1.8029
ZNF552	3.29575
USP32	0.9055
MED27	-0.553666666666667
C14orf149	-1.72016666666667
PRDX4	-1.21666666666667
ABHD12	-0.4607
AGT	-5.2655
SLC22A14	-0.2595
C1orf58	0.587
PILRA	-0.642
ABCF2	-0.294625
C17orf85	-0.1891
TKTL1	-1.10125
FGF1	1.4216
IL6R	-1.58583333333333
VPS25	0.42925
CHRNB2	-0.336375
COL7A1	-1.2355
LRRC48	4.268
SPG20	-0.5275
COX10	-0.21375
GCA	-0.1945
ECEL1	-1.5385
GLG1	-0.808
SRD5A2L2	0.5075
MUTYH	-0.859125
ZNF70	-0.02925
L2HGDH	-1.14225
GPATCH2	1.22525
ZNF655	-0.168125
ZNF227	-0.773833333333333
MCOLN2	-1.238
NQO2	0.55075
KCNQ5	-0.075
NEU1	0.827
QRICH1	0.48425
ZBTB20	0.446
RPUSD3	-0.646
EPGN	-1.58183333333333
TSN	0.126083333333333
SPRY2	-2.90183333333333
LZTFL1	1.274125
GMFB	-0.127375
PBEF1	-1.499
HBG2	-1.895
TMEM8	0.32325
PALM2-AKAP2	-1.196
NFYA	0.8075
FAM108A1	0.78025
PBLD	1.159875
NRG4	-2.02533333333333
PIGF	-0.00775
PTGER1	1.71875
NOS2A	-0.632166666666667
C21orf34	-0.675666666666667
C21orf51	-0.346583333333333
IL17C	-1.3005
TRMT6	-0.72
ETV2	-0.110166666666667
CCDC109A	0.127
MYLK2	-1.929
ATP10A	1.5719
DPH4	0.154
C5orf5	-1.15666666666667
KCNA4	0.0561666666666666
NMNAT2	-1.29516666666667
GLYATL2	-0.4755
LSMD1	0.152375
IL23R	-2.51875
NRF1	0.42425
MUC15	2.43283333333333
PRDM12	-4.7745
PAQR4	0.236142857142857
RBBP6	-1.43075
IFI27	3.75675
SKAP2	-0.0585
TAGAP	0.608875
TJP3	2.71
C9orf61	0.83575
IDS	0.131571428571429
PARG	-0.0475
LOC131149	0.0355
DYRK4	-0.112333333333333
MICALL1	0.0635
GALR2	-0.4015
GPBP1L1	0.374625
TBX21	1.00325
KCNJ6	-1.06366666666667
GGN	0.04425
CASP5	-0.665
RNF182	-3.981
BRD4	1.019
DOK4	-1.2975
SLC46A2	1.68283333333333
SOX9	-0.8305
ZNRD1	-0.147666666666667
PRR6	-3.68975
FAU	-0.359875
DTNB	1.15766666666667
CARD9	-1.5585
STS-1	-1.31333333333333
SLC4A5	0.344625
NSBP1	-1.9535
UGCGL2	-0.367333333333333
POTE15	-1.3385
NOXA1	1.14325
RP13-347D8.3	0.42375
SAMD10	-0.600333333333333
EP400NL	-1.25075
TCF21	-0.294
AMELX	0.405
JPH2	0.291
SLA	0.34775
DLST	-1.25133333333333
SEPT12	1.138
RGS20	-4.42575
LXN	-1.8165
ZNF419	0.089125
UPK3B	-0.147333333333333
RELL1	1.83
ESPNL	-0.002
KLHL21	-0.944
PI15	-0.1
C2orf61	-2.171
LOC407835	0.2205
RER1	-0.158083333333333
ELAVL2	0.6605
MGC26718	-0.2605
KLF2	2.21875
TNFAIP8L3	0.4365
TFE3	0.48275
C11orf17	-0.7855
15E1.2	-1.2455
SNRPC	-0.97025
DLGAP1	0.39825
PGLYRP1	0.106
OVCH2	0.2225
IRF7	1.239
SET	-0.1349
NAB2	1.05766666666667
LRP5L	-0.8585
FAM120A	1.265875
ASCL2	-0.874833333333333
SHH	0.162
ATP5H	0.639666666666667
THPO	-1.0156
TYRP1	-0.478166666666667
HIST1H3E	1.26916666666667
EIF2S1	-0.384166666666667
TNFRSF17	-3.07516666666667
TARSL2	-0.064
NKX2-8	0.659625
C1orf115	-1.30025
LOC56964	0.8665
KIAA0841	-1.32325
ISCU	-0.0425
TTMA	-0.058
ZNF414	1.0095
LOC441150	0.897
RAB15	1.0065
HBP1	0.797
TNNT2	-0.167666666666667
CECR5	-1.449
PHGDH	-3.890875
JRK	-0.2295
XPO4	-0.878
FAM131C	1.406
ARHGAP25	0.323666666666667
CA9	-3.409
GPR62	0.578166666666667
TLX1	-0.189
GPS1	0.68025
OR2M2	0.525
BDP1	0.490571428571429
FAM70B	0.844
RPS29	-0.792333333333333
MKLN1	-0.4113
TSPAN19	-1.984
SLC29A3	0.2563
LGALS4	-0.927666666666667
USH2A	0.0595
NF1	0.521333333333333
APOBEC3A	1.09583333333333
IMPAD1	0.2735
OLR1	2.40283333333333
NRAP	0.5815
HCFC1R1	0.841
TAOK2	0.294666666666667
MCM10	-2.3125
MAP4K3	0.141583333333333
CBS	-2.956125
CLK3	0.0577
PCDHGA5	0.664
ELF4	0.63075
FAM71A	-0.1895
C11orf49	1.153
CLIP2	-0.75075
BTBD9	1.5203
ZNF524	1.44975
KDELR1	0.766
ZNF509	-0.4475
NCSTN	1.163
ZNF533	3.0145
PARP4	0.1665
GALNT9	-0.643833333333333
NPY	-2.792
BEGAIN	-2.781
TMEM77	0.441
FOXRED1	-1.48916666666667
SLC16A2	1.76133333333333
SLC35B1	0.543
GK5	-0.3775
SDCCAG10	-0.70025
C4orf20	0.231
SLC9A2	-2.3915
ADD1	1.25192857142857
TAL2	-0.586166666666667
ACLY	0.67125
DNAJC1	0.3705
SOST	-2.17475
USP43	1.68533333333333
CYP4F12	-0.59625
FKBP5	-0.13675
CHCHD5	1.057
NUDT22	-0.2105
CCDC85B	-0.859
OR51G2	0.816
STRN3	0.645571428571429
TMOD2	-0.378
FLI1	-0.90675
MAB21L2	-1.18233333333333
DGKQ	0.98675
VPRBP	1.20633333333333
SCNN1B	1.5997
ECHDC3	-0.059
TMEM106C	-0.148
CSNK2A2	-0.7295
RPL39	0.4368
HERC3	-0.123555555555556
ZBTB47	0.5305
ZNF681	0.486
PAGE2	-2.01075
CLIC5	1.66342857142857
RABAC1	1.2925
ZFHX2	0.872
YPEL1	0.657833333333333
KIAA0776	0.34125
NR1D2	0.3795
DNAJC4	0.969625
NPNT	4.619
ZNF677	-0.19
ZNF536	-0.28325
MEF2B	0.214916666666667
PTPN4	-0.543375
CTCFL	-4.517
STX5	0.728833333333333
CD72	0.61575
VEGFA	-0.719631578947369
XRCC1	-0.4296
MAS1L	0.7595
ELL	0.373
SETBP1	1.3585
CDH11	2.46916666666667
NDC80	-1.77292307692308
DMBX1	-3.14725
NRSN1	0.399833333333333
BAT2D1	0.375125
CDS2	1.8865
C1orf212	0.259333333333333
SENP3	-0.346625
IL1F9	-0.4685
EEF2K	-0.296375
COG8	0.1325
CEP72	-1.82
OR1L8	0.249
MUS81	-0.409583333333333
PHYH	0.750375
GGT6	2.09833333333333
C22orf23	-0.793
C13orf33	1.239875
MAPK8IP2	1.9225
NELL2	3.13525
POU3F2	-3.8112
ALPK1	1.48975
MRPS18C	-1.17025
RPLP2	-1.0075
FGF22	-0.123
SPNS1	0.0716666666666667
ZFP1	-0.64375
IL1RAPL1	-1.48075
PCSK9	-3.15483333333333
NKX2-1	-0.0285
C6orf189	0.30475
SP4	-0.5535
SLC11A1	1.1957
C21orf25	-1.07316666666667
ICAM2	-0.650875
SH3GL1	0.104666666666667
GSK3B	0.416166666666667
RALB	0.69925
PDXP	-1.3695
GNGT1	3.087875
KIR2DL1	0.357
TNFAIP3	0.178166666666667
C6orf32	-0.5304
CBLN2	-1.8445
PANK3	0.939
TAAR9	0.028
WDR82	0.676928571428571
APOM	-3.859875
TRIP10	-0.51525
SPATA16	-0.0453333333333333
C1orf135	-1.76925
USP51	-0.51275
TESK1	1.14425
C11orf64	0.0445
ZNF611	-0.023
PDE6G	0.0738333333333333
HLA-DQA1	3.261
GCLC	0.702875
SEC61A1	0.380785714285714
TWSG1	0.5985
ZMYND10	3.5645
CTDP1	0.347125
ADAMTS6	-0.328166666666667
SLIT1	-1.95475
KRT86	0.9265
KIAA0574	-1.45525
GTPBP2	-0.3182
PQLC3	2.307
PRRX2	0.237166666666667
C15orf44	0.3365
MKKS	-0.868125
C11orf10	-0.54375
GPR110	-0.421428571428571
CD109	-0.5095
ADCY1	1.0505
RHBG	-0.578
TP53I3	-0.037125
SLC22A3	-1.7367
UCP2	-0.80325
FOXG1	-3.232
OR2AG1	0.4635
TRIM24	0.57125
PROC	-3.375375
TAAR6	0.33925
AMTN	-1.413
C10orf47	1.10783333333333
DEPDC1	-1.607
FLJ45557	1.08375
ZDHHC17	0.077375
KIAA1429	0.832666666666667
KCNH1	2.32575
VNN3	0.1685
PSMAL	0.58975
PPARD	0.063875
HFM1	-1.197
YBX1	-1.85533333333333
ZNF695	-2.615
SCTR	-0.731833333333333
DCDC1	-0.2885
VPS26B	0.2503
MTF2	-0.960166666666667
ATP6V1F	0.133
CCDC94	-0.139
PERF15	-0.501
CCL11	1.4295
LMO7	-1.547125
DCST1	-0.1095
ADRBK1	0.30575
CDRT4	-0.1395
ZNF84	-0.73025
HOXD8	0.042
STARD8	-0.387166666666667
FOXP2	-0.929
CCDC103	1.46725
POLR3A	-0.3797
GSC	-1.138
ZNF114	-3.2475
