Hybridization REF	TCGA-AO-A0JE-01A-11R-A056-07
NRBP1	0.23425
SLC25A22	0.82975
ILK	0.28025
SLC22A8	0.741333333333333
MRPS7	-0.099
PITX2	-0.0185
FABP3	0.481625
OR1L1	0.7335
LOC728215	-0.426
BLID	-2.29
KIAA1217	2.93888235294118
TFPT	-0.1755
AP4B1	0.0645
VBP1	-1.20525
OR1K1	0.5935
MORC3	-0.02975
BHMT2	-0.0121666666666667
C3orf10	0.187625
FZD7	1.55333333333333
WFDC10A	0.204
PMS2CL	-0.897375
CCDC32	0.798
FA2H	0.568
ALG13	-0.575
TTLL7	0.0644
SPOCK3	-0.25125
SLC13A2	0.735
AIM1	1.336
GPRC6A	1.1325
EGR2	4.22475
MED11	0.2535
WWC1	1.80375
SH3GL3	-2.93125
RIF1	-0.876
PRLH	-0.0755
VLDLR	-1.5525
DBT	0.0875625
C21orf63	0.3735
CGGBP1	-0.61375
KRTAP12-2	1.1235
TADA3L	-0.481625
ZBTB16	2.8875
PDGFB	1.3765
RFX1	0.400375
UQCRB	-0.5096
LOC133874	-0.3375
HPS3	1.184
LGALS3BP	0.7536
DKFZP564O0823	2.67521428571429
MRFAP1L1	0.1535
HOXA10	-0.281166666666667
NGB	0.2065
KIF21A	0.295076923076923
IFLTD1	-0.149
LZTS1	0.08925
ARHGEF3	1.239
RHBDL3	1.49
CSNK1G2	-0.282083333333333
ChGn	-0.65375
KIAA1244	1.55466666666667
GABRB2	0.5585
MGC72080	-0.6845
CD27	4.35225
EGLN1	-0.6198
PEX13	1.639
RWDD3	-0.30525
RNF12	0.0583333333333333
GRIN2B	0.7355
ADAMTS14	-0.698375
DYDC2	0.742833333333333
ATP6AP1	0.2385
NR1H2	0.103833333333333
PDK2	0.242
C3orf17	-0.304166666666667
SLC38A2	-0.310857142857143
SLC25A29	0.153
C15orf29	-0.4555
ADAM9	-0.110416666666667
TMUB2	0.175125
GPR176	0.09875
AGK	-0.904
MCCD1	0.4065
NDUFA4	-0.28375
TMEM146	-0.4345
DUSP1	0.69825
UNQ6975	0.797
EMX2OS	4.82225
INSM2	0.317
LUZP4	-0.66625
SETD6	-1.26275
P2RY2	3.62625
SLC45A2	-1.9455
RABGAP1	0.0831666666666667
UBXD5	-0.235875
GPRC5A	2.2586
PAK3	-0.1825
LOC63920	-0.72275
TGFBR1	2.8648
KRTAP6-3	0.3745
SFMBT2	0.06825
CDC42	-0.046375
C11orf35	0.6985
TTLL2	0.18175
UACA	0.117833333333333
CD97	0.044
SETD5	-0.6825
NINJ2	0.587
PTER	-0.096
POMGNT1	0.18375
KRTAP4-2	0.151
ECGF1	3.127375
HRB	0.104727272727273
ATP1B2	-0.434
LOC400506	2.107
COL4A3BP	0.57475
C6orf97	-1.049
GRHPR	-0.092875
TAS2R1	-0.2925
SEMA7A	-0.14525
EDF1	0.24225
ODF2L	0.572666666666667
PCID2	-1.017
GTF2H4	-0.0348333333333333
ZCCHC3	-0.60575
CGB2	-0.0555
NEUROD1	0.05175
C20orf75	-0.3395
RP5-1054A22.3	1.967
IFNA5	0.1235
ZNF134	0.930166666666667
MGC119295	-0.8316
ZSWIM6	-0.53725
SMEK1	0.4125
PCGF2	0.253
C1orf102	2.39925
CYP2A13	0.5405
KCNH6	-1.2739
MDM1	0.3454
ALDH7A1	0.3235
C9orf75	0.68275
VDAC3	-1.062625
OR51T1	0.355
EIF3F	-0.58975
KCNJ10	0.142
LENG8	0.263
EDEM2	0.905333333333334
CCNJL	-0.467
DHX37	-0.4625
CRYGN	0.1075
AATF	0.06625
ZNF630	0.438125
E2F5	-1.1065
WFDC13	-1.06925
FTSJ3	-0.469333333333333
C4orf33	1.12425
LHFPL4	-2.53
C19orf56	-0.593666666666667
SMAD4	0.07125
AFM	0.367833333333333
G0S2	-0.8445
FCHSD2	0.6568
RRP1B	-0.604
EEF1B2	-0.0233333333333334
STAT6	-0.244166666666667
ZNF195	-0.883
GNL1	-0.7655
ZNRF2	1.82983333333333
PER3	0.08175
ASB16	0.3665
C10orf10	1.88071428571429
ADCY8	-2.7955
C9orf58	-1.27116666666667
ARMC10	-1.22333333333333
PSG1	-1.344
DHX34	-0.42175
VARS2	-0.088875
NFIC	0.28625
ITPR2	0.23075
AGXT2	0.340333333333333
OR6K3	0.3255
H2AFZ	-1.20791666666667
MLLT3	0.00691666666666665
COX4I2	2.359
CCNT2	-0.477375
PLK4	-1.294375
NUMBL	-0.2195
MED16	0.16575
PLEKHQ1	1.834
GOSR1	0.513166666666667
BTG4	-0.07025
RPL30	-0.0990833333333334
IGSF5	0.13025
IGFL2	4.70383333333333
ELMOD2	1.80133333333333
SHC3	-1.08116666666667
HAVCR1	-0.8015
DYNC2H1	-0.634625
RNF5	-0.715
C2orf7	0.47225
NLF1	1.077
KLHL25	0.4175
LRP10	1.4215
KRI1	-0.4175
PUS7L	0.1755
MGMT	1.123
HOXD1	0.660666666666667
CSH1	0.2608
ATG16L2	-0.93825
FLJ44635	-0.0265
CHODL	-0.1035
EXOSC8	-1.84225
SLC28A1	-0.073
MYO7B	-1.058
SEH1L	-0.1039
MTNR1A	-0.1055
TSPAN5	0.173833333333333
CDC45L	-2.4075
AMIGO1	0.3215
ATAD3A	-1.759125
OSGIN2	0.482166666666667
PDIK1L	0.0601666666666666
DARC	2.156875
PIPSL	0.618
SHMT1	-1.57375
CRISP3	0.3075
POPDC2	2.14083333333333
ZRANB2	-0.691333333333333
FBXL8	1.23475
TRIP13	-1.05463636363636
EIF5AL1	-0.812
POU5F1P3	-4.407
IL6	-1.45833333333333
CXorf38	0.1725
IFNA16	0.814
FBXL2	0.833166666666667
BRD1	0.39675
STATH	0.013
FBXO44	-0.0543333333333333
MCCC2	1.91575
CDC2	-1.5043
C5orf23	1.3315
IVD	0.681
C10orf122	-1.05975
MSL3L1	0.7956
MVP	1.24525
EPOR	-1.0606
ZMYM1	-0.5125
BCL7C	0.405
PSTPIP2	1.2783
LYPD1	-0.5815
OR8G5	-0.152
ZP3	-0.395833333333333
BCAS4	-0.398916666666667
EDG6	3.43225
ISY1	-0.0565
PRAMEF2	-1.497
CUL1	-1.12775
RNF213	0.9789
CCRK	0.655
DHX9	-0.084
C13orf29	1.892
NCKAP1	0.319
MRPL43	0.586642857142857
XPR1	0.659
PKN2	0.0135
PODNL1	1.4545
ZNF333	0.143375
DALRD3	0.6995
OPN1SW	0.27
BTBD6	0.51
C11orf82	-0.6145
OR5P3	0.554
DUSP11	0.24125
L1CAM	-1.4763
NEK11	1.945
OR7E91P	1.2665
CNTN3	2.5524
CREB3L2	0.863
ZBTB37	0.5705
KIAA1324L	-1.01825
NDUFB10	0.974333333333333
NUDT2	-0.2965
GTPBP8	-0.34475
CACNA1D	-0.34375
PRKAA2	-1.52466666666667
PRDM8	0.838
MGC16075	0.4735
KRT14	-1.00621428571429
PP8961	0.709875
MRPL18	0.0335
ABCG2	-2.9245
PACRG	1.36375
BBS2	-0.4765
KREMEN2	-3.436
FBXO21	0.5135
HNRPUL1	-0.693916666666667
GRB10	-0.71125
CLSTN1	0.9425
LMAN2	0.1482
C17orf61	-0.34675
NIPSNAP3A	0.42475
INSIG2	0.2785
PCDHB7	0.9395
STXBP2	0.475875
CMAH	3.18966666666667
SEMA5B	-0.145
ZNF155	-0.200166666666667
COQ6	-0.065
PRPF4	-0.33325
TSPAN15	2.8051
VN1R5	0.59875
LATS2	1.0775
SELK	0.075
PGK2	0.004
MS4A1	-0.42175
TYW3	-0.7742
KRTAP5-1	1.27925
RCCD1	-1.09716666666667
BTN1A1	1.22075
DDX28	0.5965
TMEM65	1.451875
LOC92345	0.04325
TTC31	-0.285
WDR46	-0.297666666666667
CHP2	-1.28366666666667
LSP1	0.9835
ZNF542	-0.18475
EXOSC1	0.22275
ARHGAP18	0.0113333333333333
LRRTM4	-0.64475
MAOB	2.29883333333333
CACNB4	-0.9725
MGC33846	0.318625
RANBP3L	2.068125
ATP5L	-0.863375
ONECUT1	-2.582
NUDT9	0.153
TMEM149	1.5135
STX17	1.57525
IGSF10	-3.064
TMPRSS9	-0.021
BMPR2	1.1755
ALLC	-0.179
KLF7	1.42325
GCC1	0.3408
TIMM9	-0.2435
CDO1	0.790666666666667
MGC10701	-0.5845
IFI6	3.78116666666667
FRMD8	0.491
MGAT2	0.76275
WBP5	-0.256666666666667
CNIH2	0.357
KIAA0907	-1.5981
KCNH8	-1.024
CTSG	-1.4925
GRIK1	-0.298333333333333
CUL5	0.292875
FRMD1	2.249
OR9A4	-0.467
SYT6	-0.37375
FOXD4L2	-0.34725
ANAPC2	-0.4135
OPN5	0.321
TAF13	0.259
LYG2	0.05125
GGNBP1	0.295
C11orf40	0.017
OTX2	-0.836
REG4	-0.1474
EIF5	-0.54225
PALB2	0.436
SEPSECS	0.1543
RNASE3	-0.0045
TRIM49	-2.206
POLR2K	-0.3493
GPR42	-0.131
C8B	-0.992
SASS6	0.28975
PREB	-0.6195
OR3A3	0.7465
TUBA8	0.82025
IGLV2-14	2.95275
STIL	-1.938
ANKFN1	-0.828666666666667
NME7	0.4145
HOXC12	-1.672
UBE2C	-1.040125
FHOD1	0.977625
CDK2AP1	0.90225
OR6K2	0.0265
DHPS	-1.119
RPL5	-0.538833333333333
TRGV5	0.7395
LOC541472	0.190875
HCCS	0.4049
DENND1B	1.725
LHX3	0.172
OR5D16	0.318
CXorf57	-2.24283333333333
IRF2BP1	0.21925
NDST2	0.644166666666667
LCE3D	0.158
BOLL	0.274285714285714
SYT3	-0.611
PIH1D2	0.36975
C20orf7	0.347833333333333
IL1R2	1.29733333333333
SLAMF9	2.0285
PPME1	0.225625
PIK3CA	-0.0895
TRAPPC1	-0.433375
COLEC10	-1.18425
SLC9A6	-0.172833333333333
PDDC1	-0.855416666666667
CCDC53	0.69525
GK3P	0.0915
DAZL	-0.54175
BRI3	-0.315
SDK1	0.084125
CYP2C18	1.026
IFI44L	5.3705
RPL3L	0.512
FUT9	-1.38383333333333
KIFC2	-0.4705
PMP2	-0.100375
SLC4A9	0.2705
PLAG1	-2.00416666666667
MYCBP2	-0.2315
OR4E2	0.2595
CCDC65	1.22525
C16orf82	0.266625
ENTPD4	-0.4095
BRP44L	1.024875
PMP22CD	0.23325
TMCO4	0.246833333333333
KCNN1	-1.392
WDR35	0.70775
CCDC80	2.26275
C3orf31	-0.48175
SLC7A9	-2.2645
TMEM190	0.91125
DBC1	-1.61466666666667
FADS3	0.977833333333333
PDZD8	0.998
GRM5	-0.054875
AZGP1	3.3039
PEX3	-0.48
MED1	0.918714285714286
ATG4C	-0.309666666666667
HNRPH3	-1.179125
FAM109B	2.57525
C4orf17	0.168
CA10	-0.1235
OPRD1	0.0965
CCL16	-1.58725
SACM1L	-1.76675
CST6	5.46375
CD63	1.134
LGI1	-2.06925
ZNF784	0.79975
CRYBB1	-0.645
CX3CL1	1.7176
TOP2A	-3.142875
GYPB	-3.39916666666667
GADD45GIP1	-0.4375
FEN1	-0.586125
IGF1R	-1.713375
WDR72	-2.55333333333333
PURG	-0.847333333333333
DEFB126	1.41725
PKD1L1	0.3385
CAV1	-2.1927
GNPDA2	0.1339
DGAT2	1.149
NLGN1	-3.70925
STRBP	-0.611625
HPRT1	-1.50433333333333
FANCI	-1.52575
PSMA7	0.74025
DBF4B	-1.219
TTF1	-0.67675
RAD54L	-2.2765
ELOF1	-0.267
PLAGL2	-0.812875
ZNF256	1.825
HMGCL	-0.47425
MSI2	0.455833333333333
RPESP	3.79766666666667
C11orf60	0.03375
ABCD1	1.1295
ACAA1	-0.4719
SPARCL1	5.12914285714286
IL6ST	-0.0736
ZNF319	0.66575
TMEM109	0.4425
FAM90A1	0.546666666666667
IL22RA1	-1.5825
ATP4B	-0.0295
TEC	-0.0903333333333333
C7orf30	-0.89475
TXNDC2	0.091
ABCB4	-0.0075
KIAA1191	-0.138
C9orf38	-0.222
SFTPB	0.181125
CNTNAP2	-1.25791666666667
FRK	2.9755
TBX19	0.36275
CHD4	-0.508
C6orf26	-2.25183333333333
MOSC2	2.16
IKBKE	0.457
HIF1A	-0.575666666666667
LOC595101	0.1325
RELA	-0.0148333333333333
TMEM16B	0.798166666666667
ABHD12B	-2.52325
TSEN34	-0.33875
KIF18A	-1.652
TXNDC9	0.463333333333333
SPATA2L	0.44
SEMA4G	-1.2
C21orf91	-0.08725
MATN1	-0.616
KCNIP4	0.0686666666666667
TUSC1	1.043375
OR4C15	0.792
ARMCX6	0.76325
WBSCR27	1.23766666666667
OR52I2	0.3655
KIAA1604	-0.17575
DYNC1I1	-0.2285
PPP4C	0.32825
SLC47A2	-1.293
TREH	0.090625
CD48	2.5615
ST14	1.5675
PKN1	-0.764
SPON2	3.151
XBP1	1.30808333333333
SFRS12	-0.0531666666666667
EFCAB6	2.64025
SELT	-0.16325
SLC39A2	0.9875
ERF	-0.9275
ARL3	0.299375
SURF6	-1.0071
MLLT10	-0.824380952380952
FLJ11171	0.854833333333333
TDGF1	-4.49383333333333
ERCC6	0.5885
EIF2AK4	0.18475
BAZ1A	0.276166666666667
LRRN3	0.3495
TMC3	0.6085
EFTUD1	-0.02325
PTPRO	1.844
CLEC12A	0.873625
ACBD4	0.5305
ZDHHC14	-0.69675
OTUD7B	1.236375
ACTB	0.552125
MSRA	-0.23525
LCE5A	1.1875
IFI35	2.01175
BSCL2	1.34383333333333
ANKRD12	0.0373333333333333
CFHR2	0.74675
RGAG1	1.435
HSFY1	0.4225
SLC30A5	0.146666666666667
IMPG1	0.245
GPR109A	0.356
ZNF185	-0.38375
IYD	3.38875
NPCDR1	0.0935
SERPINA13	0.303
HMGCLL1	-1.944
NEUROG1	1.114
UBQLN1	0.35775
LIN37	0.13375
SOCS2	-1.55625
DSCR4	-2.15185714285714
XKR6	-1.8405
GPR142	1.315
KRTAP13-3	-0.3775
CCDC15	-1.23566666666667
MOS	0.447
CD1E	0.083
OFCC1	-0.390166666666667
FAM83D	-1.3495
SRFBP1	0.1175
C9orf96	0.095
DHDH	-1.7075
CCDC90A	-0.697
RABL3	0.42985
CD320	-1.96416666666667
ANGEL2	0.270083333333333
MRPL21	0.67975
SMG6	0.124166666666667
INSR	1.159625
FLJ14816	-0.58
GLRB	-0.461333333333333
C9orf89	0.548
CIZ1	-0.71275
URG4	-0.732
LRDD	-1.6765
CBY1	1.07816666666667
NFX1	-0.820125
MTERFD2	-0.421714285714286
C19orf23	1.2935
PGC	-2.120625
IER3IP1	-0.076
RASAL2	1.66716666666667
C1orf89	-0.5605
SYNJ1	-0.59325
NFKBIE	0.74675
FLJ40125	-0.926666666666667
TCEB2	0.7236
NOG	-1.753
POLR2J2	-1.055
HLA-B	3.44375
PCDHA1	0.1875
PPP2R2B	-0.0705
ARHGEF17	1.03766666666667
TCF7L2	1.83421428571429
CHD5	-0.267166666666667
ZNF431	-0.882
TBC1D25	-0.705
ZNF800	-1.423
SCUBE2	2.42072727272727
MYCBP	0.0721666666666667
GPX5	0.439
C6orf129	0.2095
QSER1	0.1985
ULK2	0.60825
PIGO	-0.0435
NRCAM	-1.99657142857143
SLC35E3	0.2645
CSRP2	-0.468
HYPE	0.135
MAPK15	0.0791666666666666
MGC14327	0.1065
TIMM13	-0.577333333333333
ZNF462	-0.88525
GBA3	0.74925
TEX13A	-0.82
MCM6	-0.648111111111111
MTRF1	-1.14875
ABCA7	-0.86375
EIF4A2	-0.29425
ZC3H10	1.0887
RPGR	-0.362666666666667
C20orf94	0.10775
RP1L1	0.13
GPR125	-1.217
USP22	-0.642357142857143
OR1L4	0.5935
MLZE	5.15075
FLJ32065	-0.11975
PTCD1	-0.6715
CRTAC1	0.580833333333333
BXDC2	-1.0075
C18orf1	2.61
FAM107A	0.748357142857143
EFNA3	0.6565
P18SRP	-0.6499
CAMKK2	0.477166666666667
KIAA0649	-1.16275
NES	-2.061
HS6ST3	-1.58475
PON2	-0.82625
TCP11L2	0.42875
CLEC4A	3.21475
PRR12	-0.1
MLXIPL	-1.6647
C2orf50	-0.06
ZNF28	1.028
ENC1	0.798
MAP2K1	-0.269375
FKSG2	0.73
KIAA0430	1.13825
PTP4A1	-1.55122222222222
GPR156	1.4655
GTF3C6	0.2545
UBR2	-0.0284
LOC388272	0.223
MAK	2.20433333333333
ACOT4	2.71475
STC2	-3.0135
PIGW	-0.24075
SAE1	-0.996125
COL6A1	1.57413636363636
OAZ1	0.0956666666666667
STMN4	0.151333333333333
EDG3	0.365666666666667
SGCE	-0.836166666666667
IL11	-1.9315
PRSS8	2.477375
YIPF5	0.83325
WNT4	2.323625
CSN2	0.0683333333333333
TCF7	-2.732125
TDO2	4.0575
SAMD9	1.6686875
S100A7A	6.6015
MMRN1	0.961833333333333
GKAP1	-0.99525
AKR1C3	-0.22075
RNF19A	0.301625
GMDS	1.28
YKT6	-0.201
SPARC	2.8225
C12orf31	0.0395
UBE2V2	-1.57916666666667
FBXL18	-1.32533333333333
KIAA0460	0.42
ADAM22	-0.065875
SERPINC1	-4.12725
KCTD21	0.62375
MYOHD1	-0.421
ZNF37A	-0.306833333333333
GTF3C1	0.708333333333333
CTSZ	2.92325
PRNPIP	-0.618125
DRD1IP	0.311
NR1I2	-2.168
ZNF266	-0.7871
SPAG4L	0.38
COX4NB	-0.32875
SAPS1	0.474
APOA1	-3.443125
TATDN1	0.186166666666667
C10orf82	-2.4025
KPNB1	-0.87025
FOXO3	0.957666666666667
CRYBB2	-0.1665
ZBTB5	-1.12966666666667
SLC25A38	-0.616
DCTN2	-0.0945
IFT20	1.806
CTHRC1	4.124
C1orf31	-0.2145
UHRF1	-0.47
GPC6	0.355
C10orf54	2.13575
MCF2L2	-0.2126
WNT9B	0.126375
OLA1	-1.3665
FAM120B	0.16675
TTLL10	-1.506
CYorf15A	-4.37875
RELN	-2.3132
SCN2B	0.266727272727273
MFHAS1	-0.492
NKX3-2	0.0915
RASGRF2	1.083
SSBP1	-1.3705
KPNA6	0.667071428571429
LOC389118	-0.3475
HS3ST4	-1.2291
SUPT7L	-0.59975
FLJ32658	2.58925
IGFBPL1	-0.205
KIAA1641	-0.7522
SHKBP1	-0.140333333333333
CSF1R	4.81325
NAGK	1.232
MYL2	1.12725
HIST1H4C	-2.63133333333333
TOMM7	-0.687375
ADAMTSL3	2.1646
TNFSF14	-0.47175
PRRT2	-2.7775
VTA1	0.080375
AOAH	3.92833333333333
CRISPLD2	2.288
PNN	-0.8365
TA-NFKBH	-0.39725
ESPN	0.21475
RBM43	0.4485
KIAA1267	0.490375
DDX3X	0.4195
KIAA1576	-4.511
PLXDC1	5.36083333333333
FLJ25801	-1.817
HNRNPL	0.30625
RUNDC3A	0.0263333333333333
CASP12	0.5715
SH2D5	-1.141875
RPL26L1	-0.055
OR51A7	0.21425
HDC	4.658
C2orf16	0.376166666666667
SYTL3	2.679375
GOLGA4	-0.5539375
NOTCH1	-0.694
ATPAF2	-0.119
ECD	0.3445
SSX5	-1.948
SNAP91	0.42475
OCA2	-4.977
PNPO	0.782166666666667
DAPK1	0.103666666666667
PINX1	-0.751666666666667
SELENBP1	2.015875
NEK3	-0.92825
TMED4	-0.0565714285714286
SSTR4	0.369
FOSL1	-2.1202
CD40LG	1.347
CES1	-1.337
DCI	0.7905
B3GAT3	0.525666666666667
STK17B	0.7645
CNTN6	0.188
CYP3A4	-1.82816666666667
MBOAT2	1.19457142857143
PISD	0.502125
USP1	-1.491
PYDC1	1.51716666666667
CENPM	-1.468
SAR1B	1.48325
TTC7B	-0.683
DP58	0.062
GPC1	0.21625
RBL1	-1.18175
TMEM137	-2.8695
TOB1	0.864833333333333
TCEAL1	1.0585
CENPF	-1.50518181818182
C6	-0.00150000000000002
PRSS1	-3.76875
PPIL6	1.51666666666667
C6orf124	-0.111
ODZ4	1.39166666666667
SNCB	0.121
NDUFB9	1.361625
CNOT6L	0.306
S100A9	4.73066666666667
TRIM50	-0.263
KCTD1	2.0353
WDR63	0.53675
SPEF2	2.57825
RNGTT	-0.183166666666667
CXorf22	1.4755
KCNK16	-0.14575
CEP250	-1.627125
ATPBD1B	-0.7
KCNJ2	3.7985
MT1B	-0.0625
ZNF684	-0.3535
SLC4A1	-0.28025
PDHA1	-0.7445
ZNF492	-0.5585
TKT	-1.3485
BYSL	-0.09325
RNF38	-0.2075
AHDC1	0.7235
KLHL2	0.845125
CMTM8	-0.293
DMP1	-0.54
HERPUD2	-0.099375
CRTAM	3.631
ZNF572	-1.17325
TMEM16J	-1.2965
HSD17B2	3.68575
UBE2G1	-0.703625
AHSA2	-2.69025
PELI2	-0.624
TPX2	-1.67525
ATP9B	1.12516666666667
DAZAP1	-0.03675
HMGCS2	0.218333333333333
C17orf38	0.493
B9D1	0.432
NKX2-5	-1.02933333333333
KIAA1276	0.15625
LILRB2	3.793
CSTF1	-0.0113333333333333
BTN2A1	-0.0808333333333333
C15orf48	5.177
IGF2BP3	-4.112
FAM113B	1.80216666666667
HRG	0.094875
ZNF131	-0.35575
USP47	-0.611285714285714
CCDC88B	-0.176125
HCN1	-0.6812
HTN1	0.0631666666666666
SYCP3	-0.142
C13orf23	-0.647
PAPOLA	0.41
AATK	0.00620000000000002
MSH3	-0.732166666666667
NDUFAB1	0.46425
ITLN2	-1.21583333333333
BAK1	-0.0276666666666667
MRPL45	-0.0408333333333333
MTNR1B	0.2775
LOC645843	0.358
SPECC1L	0.141375
PGCP	1.28575
SPN	-0.255125
GPR143	0.908
ZNF576	-0.352333333333333
TMEM39A	0.5908
ATP5D	-0.512666666666667
MAGEB3	-1.3365
RPS5	0.472833333333333
ANP32E	-1.73035714285714
MTMR1	-0.19825
YEATS4	-1.33875
SYNGAP1	-0.33325
PCOLCE	0.435
MNS1	0.096
PCYT2	-0.0875
ZNF182	-0.34125
LAX1	2.328625
SPPL2B	0.8182
ELOVL5	1.0737
PCDHAC1	0.762
B4GALNT1	-1.12
BLOC1S2	0.742875
ZNF673	-1.0167
ARHGAP21	-0.450166666666667
IRX5	2.621875
LRFN5	-0.682333333333333
FAM7A1	-1.6335
RAB19	0.207
GINS1	-1.12225
ITM2B	1.4031
PAPSS2	2.15158333333333
OR5BF1	0.734
ACSL3	-0.113875
KIAA1919	-0.467166666666667
GLT8D2	3.344
UTRN	1.07614285714286
CNN1	2.0245
HISPPD2A	-0.212666666666667
SDAD1	0.13975
SIGLEC9	1.51716666666667
RPL35	-0.262357142857143
C22orf26	0.658
IMPDH2	-0.99775
WDR69	1.69
SEC14L5	-0.501833333333333
CLTA	-0.217
RP11-529I10.4	0.352
GPR37L1	0.2935
OGDH	-0.408583333333333
ASB13	-0.584333333333333
ZFP14	-0.77
ZCRB1	-0.263
KPNA3	-0.06325
HSPA1L	1.159
RHOC	0.883125
LOC554175	0.10125
PPP3CA	1.4224
SLC1A7	-0.7012
ZNF529	-0.6375
RBED1	0.70125
DDB2	-1.247
FLJ11286	1.5115
SPATA1	0.5475
MKNK1	0.680166666666667
DYSF	1.866
ALKBH2	0.02625
NKD1	-1.2735
C1orf174	-0.19375
PLEKHO1	0.954
ASB10	0.112
RING1	-0.0158333333333333
NPC2	1.507
AVPR1B	0.6685
YTHDF1	0.37175
LMAN1L	0.629
GSG2	-1.6125
CEP170	0.1616
RPS4Y2	-5.6445
MSH6	-1
HECTD2	-0.0856666666666667
ZNF556	-2.8495
PLEKHC1	-0.1284
AIRE	0.462833333333333
BCL2L10	0.091
LMOD3	-0.0138333333333333
ZBTB8	0.4166
FOXA2	-3.376
SLCO2A1	4.01025
C3orf46	0.1495
PRDM16	-0.714333333333333
TMEM98	0.12325
FRMD5	-1.6595
PDE6C	-1.559
C1orf216	0.0498333333333333
EP400	-0.369428571428571
PTK2	-0.162666666666667
RNF217	1.56975
NDUFA8	0.732
ZFAT1	1.951
LAMP3	3.677
GLTSCR2	-0.601625
NPW	-0.5785
LLGL2	-0.4675
PPM1K	-0.8035
C20orf177	-1.3665
KIR2DL4	0.8043
NFKB2	0.67075
C21orf122	-0.157833333333333
HESX1	0.466
GPR114	1.53033333333333
SLC25A35	-0.766833333333333
GNAT1	0.373
ORAI3	-0.05125
FAM76B	0.017375
TMEM99	-0.011
TRIM29	0.1788
CDS1	0.7765
RHEB	-0.5628
C4orf27	-0.4
RAB3A	-0.23825
OTUD6B	0.312
GPD1	-0.726875
CDH15	0.827166666666666
NPM1	-0.386142857142857
TMEM117	-0.34925
PRPS2	-0.4505
GCK	-0.6435
ADRA2A	4.40483333333333
TSPYL4	0.426666666666667
TASP1	0.289
WDR19	-0.280166666666667
C10orf38	-1.3155
PDE4C	-0.8545
FYB	1.3
C1orf55	0.701666666666667
PPFIA3	-0.03375
RAD18	-1.319
C12orf44	0.00116666666666667
CRYBA4	-0.2405
HVCN1	1.5625
TAF10	0.0596666666666667
C16orf48	-0.390333333333333
DEPDC5	1.14883333333333
LTBP1	-1.117
MAPRE1	0.3895
FGF8	-0.653
C3orf52	0.3695
SENP7	-0.2135
LRRK2	2.915
RUNDC2A	0.8815
KIAA0355	0.154833333333333
CPEB1	-1.56375
PPEF2	0.2065
ABI2	-0.430333333333333
KIAA0317	0.145125
ATF1	-0.1385
DYNC1H1	0.780125
DIP	0.5695
TMEM33	-0.0018888888888889
POLDIP3	-0.29525
C7orf24	1.35775
GPR171	3.816
CDC6	-2.15016666666667
PLD1	-0.254
ITFG2	-0.7413
NDUFC1	0.323
AKNA	-0.85625
NBR1	0.71475
PKHD1	1.44242857142857
HPS4	-0.5293
MAFA	1.11025
ULBP3	-0.5745
DIRC1	0.0025
IMMT	-0.354125
C22orf13	-0.340333333333333
CEL	0.3505
MARK3	-0.401
ADAMTS2	1.59166666666667
ARPC3	0.361333333333333
TMEM10	0.0198571428571429
NPHS1	-0.563
BRD8	-0.352333333333333
WDR12	-0.8845
IDI2	-0.379
HOXD13	-2.2715
OR8G2	-0.7675
SLAIN1	-1.773
GABRQ	-0.3515
NR2C2	0.22625
NKTR	-1.694
TLE2	-0.7795
KIAA0892	-1.233
AURKA	-2.09
GPRC5C	-0.223833333333333
TBC1D9B	-0.237
PNPLA6	0.249333333333333
AP3B1	0.13325
NAG	-0.18525
C11orf68	-0.50925
AKR7A3	0.6115
AHCYL1	0.229083333333333
COP1	0.714666666666667
RPP14	-0.4765
PCDHB18	-0.16025
CDH24	1.2825
KRT17	-2.1452
LACTB2	-0.224
DDX24	0.2027
PHACTR1	-2.251
SLC35E2	-0.57175
LOXL1	0.7885
IQSEC2	0.443
RGSL1	0.528
PCDHGC5	-0.0565
MEGF10	-0.2635
PRRX1	2.2895
ASTE1	0.523
C6orf159	-1.2565
MYOD1	1.29925
GAA	1.45075
ZNF747	0.8535
KLRC1	-0.0892499999999999
IL1RL2	0.212
GDF9	1.65825
GPR119	0.7885
TRAF2	-0.364666666666667
HCK	4.1645
BMP6	-1.78625
IL8RA	1.57
FLJ35848	-0.769
EFHA1	-0.74175
CDSN	2.80633333333333
C14orf54	-0.288166666666667
LSM3	-0.605125
ZFP41	0.3785
C9orf126	-0.835833333333333
VIT	0.324
SPCS3	0.527
DEF8	-1.0228
CHAF1A	-1.256
C1orf165	-1.01116666666667
ZFPM2	1.90683333333333
FTH1	1.16475
SLC35F1	-1.12875
YWHAH	1.828
C17orf66	0.257
ADRB1	-0.633
FOXL1	-0.3495
RG9MTD3	-1.4265
UMPS	0.14025
MGC13008	-0.4735
KIAA1161	0.894
CCDC77	-1.5625
C12orf65	-1.0644
COG4	-1.1625
RCP9	-0.656333333333333
RP4-692D3.1	3.33633333333333
CDC2L5	0.36425
MGC7036	1.13516666666667
DNAJC11	-0.6035
GDF2	-0.1995
TIMM17A	0.0185
HNRNPA0	-0.4753
OR2H1	0.1335
PCBP1	-0.064
COL23A1	-0.6125
LRRC2	-0.278642857142857
NSD1	-0.0685714285714286
FLJ37078	-1.58675
WDR91	-0.292666666666667
TMEM179	0.35575
