Hybridization REF	TCGA-A2-A0EU-01A-22R-A056-07
SOX9	0.504583333333333
ZNRD1	-0.394
PRR6	-0.7565
FAU	0.1415
DTNB	0.0136666666666667
CARD9	-1.5705
STS-1	-1.751
SLC4A5	0.312875
NSBP1	-3.435
UGCGL2	-0.0979166666666666
POTE15	1.0145
NOXA1	-0.906
RP13-347D8.3	1.29766666666667
SAMD10	-0.320333333333333
EP400NL	-0.62675
TCF21	-0.317
AMELX	-0.495
JPH2	-0.0879
SLA	0.75625
DLST	-1.44833333333333
SEPT12	1.582
RGS20	-4.449
LXN	1.168
ZNF419	1.079125
UPK3B	-0.253333333333333
RELL1	1.4905
ESPNL	0.154
KLHL21	0.11225
PI15	5.073
C2orf61	-0.568
LOC407835	-0.349666666666667
RER1	0.425333333333333
ELAVL2	0.738
MGC26718	1.2295
KLF2	2.54475
TNFAIP8L3	2.37216666666667
TFE3	0.41775
C11orf17	-0.152
15E1.2	-1.38575
SNRPC	-0.909
DLGAP1	0.40975
PGLYRP1	0.488875
OVCH2	-1.823
IRF7	1.5038
SET	-0.7135
NAB2	-0.470666666666667
LRP5L	-1.227
FAM120A	1.2304375
ASCL2	0.624166666666667
SHH	-0.621
ATP5H	0.0593333333333333
THPO	-0.862666666666667
TYRP1	-4.78366666666667
HIST1H3E	0.0728333333333333
EIF2S1	-0.4785
TNFRSF17	-3.7022
TARSL2	1.172
NKX2-8	-0.544375
C1orf115	-0.18925
LOC56964	0.4515
KIAA0841	-0.0875
ISCU	1.0675
TTMA	-0.1955
ZNF414	0.696
LOC441150	1.60625
RAB15	0.09625
HBP1	1.08366666666667
TNNT2	-2.07966666666667
CECR5	-0.91875
PHGDH	-3.760375
JRK	-0.2446
XPO4	-1.433125
FAM131C	0.369
ARHGAP25	0.766
CA9	-3.83744444444444
GPR62	1.11883333333333
TLX1	-0.3465
GPS1	-0.09225
OR2M2	-0.5795
BDP1	0.388571428571429
FAM70B	-0.3115
RPS29	-0.644583333333333
MKLN1	-0.5214
TSPAN19	-5.0565
SLC29A3	0.864
LGALS4	-0.346
USH2A	0.224833333333333
NF1	0.431666666666667
APOBEC3A	2.1855
IMPAD1	0.708666666666667
OLR1	3.16333333333333
NRAP	-0.4215
HCFC1R1	0.848666666666667
TAOK2	0.586833333333333
MCM10	-2.507
MAP4K3	0.354
CBS	-3.054
CLK3	-0.6489
PCDHGA5	0.942
ELF4	0.467625
FAM71A	0.08975
C11orf49	0.44525
CLIP2	-1.07075
BTBD9	0.8407
ZNF524	1.112
KDELR1	0.3405
ZNF509	0.8
NCSTN	0.093
ZNF533	2.25992857142857
PARP4	0.066375
GALNT9	-0.917333333333334
NPY	-3.223
BEGAIN	-3.31416666666667
TMEM77	-0.0386666666666667
FOXRED1	-0.881166666666667
SLC16A2	1.6835
SLC35B1	0.0585
GK5	-0.280666666666667
SDCCAG10	-0.49825
C4orf20	0.653
SLC9A2	1.29475
ADD1	0.445785714285714
TAL2	-0.745833333333333
ACLY	-0.010875
DNAJC1	0.7755
SOST	-2.28575
USP43	2.00633333333333
CYP4F12	0.57525
FKBP5	-0.146125
CHCHD5	0.398
NUDT22	-0.4835
CCDC85B	-0.966
OR51G2	0.3845
STRN3	0.6685
TMOD2	0.916
FLI1	-0.2875
MAB21L2	-0.424833333333333
DGKQ	0.11075
VPRBP	0.446666666666667
SCNN1B	0.7174
ECHDC3	1.9599
TMEM106C	0.0665
CSNK2A2	-0.54
RPL39	-0.4412
HERC3	0.739
ZBTB47	0.304833333333333
ZNF681	0.781
PAGE2	-2.453
CLIC5	2.45985714285714
RABAC1	1.05525
ZFHX2	0.05525
YPEL1	-0.672
KIAA0776	1.1895
NR1D2	0.821
DNAJC4	-0.043875
NPNT	5.6931
ZNF677	-0.1865
ZNF536	-0.731
MEF2B	0.426833333333333
PTPN4	-0.40125
CTCFL	-5.1765
STX5	0.575833333333333
CD72	0.89725
VEGFA	-1.11205263157895
XRCC1	-0.3348
MAS1L	0.1935
ELL	0.2127
SETBP1	-1.198
CDH11	3.0405
NDC80	-2.31015384615385
DMBX1	-3.8185
NRSN1	-0.1688
BAT2D1	-0.0385
CDS2	1.31166666666667
C1orf212	-0.0735
SENP3	-0.31325
IL1F9	-0.246
EEF2K	1.196375
COG8	-0.30675
CEP72	-0.934
OR1L8	0.17
MUS81	-0.389166666666667
PHYH	0.8725
GGT6	1.75833333333333
C22orf23	0.0399166666666667
C13orf33	3.86375
MAPK8IP2	1.712
NELL2	4.775
POU3F2	-2.967
ALPK1	1.095625
MRPS18C	-0.58275
RPLP2	-0.297
FGF22	2.081
SPNS1	-0.119333333333333
ZFP1	0.1695
IL1RAPL1	-1.25075
PCSK9	-3.621
NKX2-1	-0.216714285714286
C6orf189	1.5495
SP4	-0.169
SLC11A1	0.6727
C21orf25	-0.398
ICAM2	-0.91575
SH3GL1	-0.498
GSK3B	-0.5335
RALB	0.104
PDXP	-2.052
GNGT1	-3.081875
KIR2DL1	-0.1365
TNFAIP3	0.702166666666667
C6orf32	0.1614
CBLN2	-1.18775
PANK3	1.79425
TAAR9	1.127
WDR82	0.667785714285714
APOM	-3.764875
TRIP10	0.3375
SPATA16	1.62233333333333
C1orf135	-0.83025
USP51	-0.63925
TESK1	0.5695
C11orf64	0.32025
ZNF611	1.0445
PDE6G	0.352833333333333
HLA-DQA1	3.289
GCLC	0.65825
SEC61A1	-0.152857142857143
TWSG1	0.17475
ZMYND10	2.951
CTDP1	0.198625
ADAMTS6	0.401666666666667
SLIT1	-1.6995
KRT86	-0.2345
KIAA0574	2.21975
GTPBP2	-0.5313
PQLC3	2.2665
PRRX2	-0.2315
C15orf44	0.5765
MKKS	-0.2155
C11orf10	-0.55225
GPR110	-0.352714285714286
CD109	1.0135
ADCY1	-0.243666666666667
RHBG	-3.3065
TP53I3	-0.662875
SLC22A3	-1.6324
UCP2	-0.14
FOXG1	-2.57016666666667
OR2AG1	0.0395
TRIM24	-0.82625
PROC	-3.547875
TAAR6	-0.169666666666667
AMTN	-4.811
C10orf47	-0.0658333333333333
DEPDC1	-1.7305
FLJ45557	7.47075
ZDHHC17	0.52
KIAA1429	1.29666666666667
KCNH1	0.83375
VNN3	1.08528571428571
PSMAL	1.15575
PPARD	-0.424625
HFM1	-2.3995
YBX1	-1.5505
ZNF695	-1.7125
SCTR	-0.251833333333333
DCDC1	-0.281
VPS26B	0.2081
MTF2	-1.10016666666667
ATP6V1F	0.29575
CCDC94	-0.14225
PERF15	0.28
CCL11	3.84225
LMO7	-1.472875
DCST1	-0.242
ADRBK1	-0.13675
CDRT4	-0.0915
ZNF84	-0.356
HOXD8	0.6405
STARD8	-0.553666666666667
FOXP2	-0.779125
CCDC103	0.34875
POLR3A	-0.6913
GSC	-1.79266666666667
ZNF114	-3.9065
HTR7P	0.188
LALBA	0.3665
RMND5A	0.349166666666667
PSCD2	0.94775
ZNF409	-0.0175
KRTAP1-3	0.338
MAF1	0.02
LOC201725	-0.0503333333333333
NRN1	-2.450375
SPAG5	-2.79733333333333
DNAH7	2.51783333333333
FLJ43860	-0.723
BRCA2	-0.67325
ACADM	0.171375
CXXC6	-4.09475
RAGE	-1.635625
CHMP2A	1.3305
FAM8A1	0.5258
GPR21	-0.6095
SLC12A3	-3.18966666666667
FVT1	0.879142857142857
ZDHHC7	-0.19025
FLJ44048	1.0465
SLC44A3	2.2915
SDSL	1.5505
MMP8	-1.41425
PLA2G12B	-3.74716666666667
ACY1	-0.62275
MT1E	1.2185
OR4K15	-0.441
TECTB	1.388
GPR20	-0.377375
IRAK2	0.24725
RFPL3	-0.075625
MYO9A	0.18
NARG1L	0.209166666666667
BLMH	0.002625
CCDC3	2.197
C9orf21	-0.986
KIAA0513	0.990666666666667
MIER2	0.40525
PNMA2	-1.81945454545455
SH3BP2	0.3014
ANXA10	-1.94225
RTN2	-0.651666666666667
TFB1M	-0.9745
PRPH2	4.15275
C14orf133	-0.48125
GOLGB1	1.23625
IRX4	-0.930125
NFKBIL1	-0.285833333333333
C10orf62	0.26525
APBB3	-0.9915
RPS10	-0.3851
LOC728378	0.844
TLE3	1.2615
PSMB7	-1.264875
MESDC1	0.4155
SLC6A1	0.417166666666667
OCLN	2.4965
PTTG3	-2.47583333333333
NAGLU	-0.451
SERTAD4	2.3085
SPRY1	0.55925
FLJ10781	0.286333333333333
MYSM1	-0.22275
TRIM4	1.19207142857143
SH3YL1	0.84125
TREM2	2.95083333333333
SERPINI1	3.119
HDHD3	-0.156125
TMEM38A	0.286625
EID2B	0.553
TDRD3	-0.2685
SEDLP	1.09325
THSD7A	3.19183333333333
NDST3	-1.98625
KLHL15	-0.952916666666667
DHRS12	1.569
FBXO9	0.261357142857143
TNPO1	-0.510083333333333
MRPL13	0.361166666666667
SNX5	-1.6195
METTL6	-0.45825
SOD1	0.376
CHML	-0.845
PACS1	1.162875
SIRT5	-0.6539
CAPN2	-1.315
FXYD5	-1.56683333333333
TWISTNB	-0.46425
LRFN1	-0.198833333333333
UBE1L	0.529
UBE1C	0.57425
OR51B2	-0.761
OR4D11	-0.1805
C15orf2	-0.2045
NR4A1	0.432666666666667
LOC339047	-1.5915
TRIM17	1.7805
ATP5G3	-0.268071428571429
RPL15	-0.505416666666667
ADAMTS8	-0.38575
HOXC4	-0.6195
C14orf37	2.1405
CEACAM5	-2.03525
MYT1L	-0.0638
RASA2	0.407
OSBPL7	-0.4285
STAG1	-0.168
GIMAP4	4.26383333333333
FUT3	-2.81166666666667
PIF1	-3.2335
LPIN2	0.3884
SH3PX3	1.3765
PDP2	0.1135
PAPD1	-0.422375
ERP27	1.78375
APOOL	-0.3402
DIABLO	0.62175
TRHR	0.123428571428571
ARMC9	0.290375
RNF152	4.0935
SLITRK3	0.287833333333333
ZNF211	0.5542
PFDN1	0.283875
RGS11	0.102625
HS6ST1	0.741
AKR1D1	-1.803
TNP2	0.188
STK31	1.9805
EML4	-1.36641666666667
SGTA	-0.0138333333333333
HIST1H2BI	-0.776333333333333
PSMD6	-0.802666666666667
KIAA1257	2.1495
C18orf55	-0.239
FLJ20273	3.60975
RPL28	-0.345666666666667
EPYC	3.991
NOX3	-0.5215
ELAC1	-1.4835
METT11D1	-0.911
BIN2	-1.06383333333333
NACA2	0.5925
CCDC17	-1.14575
HM13	-0.0174
UBOX5	-0.341875
UBE2O	-0.30975
UBL5	0.87225
APOLD1	0.4505
C9orf31	0.099
TNFSF8	1.077
ARHGAP29	1.060125
PROKR2	0.5875
PDE5A	2.94716666666667
C6orf12	-0.508
TOM1L1	0.625
WHDC1	0.199875
FOXI1	0.866166666666667
RAB4A	0.2418
TMEM39B	-1.0985
ATPBD1C	-0.087
FARSA	-0.183
PLEKHG5	0.1225
CMAS	0.397333333333333
OR7E24	0.251
SLC30A1	-1.03
CDC42EP5	0.509666666666667
PLAC1	-0.5795
KLHL18	0.145333333333333
LBA1	1.6719
TAZ	-0.8765
CRIP2	1.171125
BTBD11	-1.35216666666667
C16orf72	1.076
DIO2	1.7006
LRRCC1	1.56866666666667
CCDC136	-2.699
PRX	0.169
RBM5	-0.751
TMEM85	0.291
TUBGCP4	-1.32966666666667
APLN	1.295625
CDK7	0.910333333333333
SSR2	0.17825
CRELD1	-0.9945
C19orf46	2.68375
GAL3ST4	0.0718333333333333
KBTBD10	0.67075
IL28A	0.7855
WDR27	-0.7355
MCM2	-0.993333333333333
SOX14	-1.3205
FLJ39743	-0.7725
KIAA0922	0.138625
HIPK4	0.3355
FLJ25758	-0.162
C16orf57	-1.19433333333333
PDZD2	1.603375
MCC	-0.40625
HHLA3	-0.4023
ID2	-0.16275
C20orf23	3.097
ZNF688	1.746
APOC2	-3.0955
LOC440093	0.779
FAM50B	2.46116666666667
PWP1	-0.388
DNAH10	-0.91875
HIST1H2BA	0.918
GPR56	0.9805
METAP2	0.028625
PAN3	1.01283333333333
STXBP4	0.4815
PDHX	0.949
MTA1	-0.340083333333333
ZBED4	-0.355875
ZNF720	1.174
CDK2	-0.631125
RHOJ	0.879375
CDC37	-0.651333333333333
ZER1	0.06025
GRK4	0.2065
PRPH	-0.684
POLR2A	0.638875
OGFOD1	-0.6975
NOL5A	-0.88325
PHEX	0.841
FLJ16478	-0.27225
C20orf117	-0.247625
CAMTA2	0.10475
C11orf74	-0.141666666666667
DDX17	-0.0749166666666667
C5orf27	-0.17225
PLEKHA2	-2.2157
PDE4DIP	-1.749
SCN7A	0.77
ZNF559	-1.63716666666667
CXCL10	3.618
ZMYM4	0.220833333333333
STK32B	1.02693333333333
KIAA0888	-3.2962
TACR3	0.689
CKAP2L	-1.0515
KIF1A	-1.58433333333333
RSPRY1	0.7595
VCAN	1.80525
CYP27C1	-0.173
SYDE1	-1.69983333333333
MED12L	-0.20225
ZDHHC21	1.46
NHS	-0.0295
TM9SF3	0.757666666666667
DDHD1	0.16375
MAFG	-0.279
BICD2	-0.5028
C14orf119	-0.568166666666667
C14orf43	0.278928571428571
CDH7	-2.7615
ALKBH5	0.616428571428571
JUP	1.67075
TMEM41A	0.276833333333333
MAMDC4	-1.90516666666667
CBX3	0.173125
LRRC18	-0.46625
RBMXL2	-0.477
PLA2G4D	0.48
FGF13	-2.102125
KIF3A	1.70566666666667
PDIA6	-0.9635
DCXR	0.51825
CASKIN2	0.385666666666667
EHD1	0.913166666666667
MARCKSL1	0.958
ZNF496	-1.04916666666667
SCAF1	0.694333333333333
KCTD8	-2.268
TRAF3IP3	-0.0924285714285714
LSR	1.365
CXorf1	0.2925
C14orf112	0.0718333333333333
EIF2B1	0.34775
OMP	0.1415
GSTZ1	-0.99975
LOC92017	1.49
ISLR2	1.379
C12orf36	0.3005
GATA2	1.0825
GABRA5	-3.226
CELSR2	0.387214285714286
STAM2	0.6694
TNAP	-0.4575
PTPMT1	0.0348333333333333
GRP	6.3745
SV2A	-2.05266666666667
MAGEA12	-4.604
CACNG1	4.236
C18orf19	-0.792
GSG1	-0.695833333333333
PTPRJ	-0.3505
FRMPD1	0.528
ZNF668	0.3135
PLEKHJ1	-0.66125
ADAT1	-0.8552
TMEM50A	0.9822
UCN3	0.079
HOOK1	2.2075
IL17B	-0.6005
MLKL	-1.579
TTC14	0.377333333333333
KLHL5	0.3755
CRYL1	0.523833333333333
FOXH1	-0.5925
NFYB	0.11425
PPM1G	-0.71075
GOLGA2LY1	-1.448
NMT1	-0.514875
HADHA	-0.8335
CHSY-2	2.80975
PLEKHF1	1.71571428571429
SAGE1	-2.788
MUSTN1	-0.369
SUHW4	0.67475
TFEB	0.641166666666667
ZFYVE27	0.7585
ATG12	-0.3815
BMI1	0.818428571428571
ZIM3	-0.27275
MYH4	0.164666666666667
MASP1	-1.76058333333333
KIAA0984	1.2545
RPAP2	0.03875
ASB5	-0.022
BOLA3	-1.0115
MIA3	0.7825
KRT35	3.6125
KIR3DL3	-0.736
MRPL51	0.06375
SEMA3F	1.04883333333333
NDUFB2	0.094
LOC253012	1.80175
FAM46C	0.075
G6PC	-2.527125
CSAG3A	-4.78283333333333
PREX1	2.3705
SLC25A45	0.000375
MAPKBP1	0.3568
CPE	-0.0433
GNB1	-0.34275
CXCR6	3.355
TRIM46	-0.3525
C16orf3	-0.0813333333333334
HPSE	-0.906875
TIGD3	1.402
SPG3A	2.3245
LCAT	-2.12133333333333
ST6GAL1	-2.04622222222222
POMC	-0.30475
FLJ36031	-1.61766666666667
NSMAF	-0.0423333333333333
SKIL	2.217
ADSS	0.6965
HMGCS1	-1.7084
POLR3F	0.608833333333333
RAB10	-0.1375
ZNF277P	-0.27425
ZBTB7B	0.43825
DHRS1	1.025875
ABCC13	-0.16775
CNOT3	-0.01475
NFKBIA	1.59125
GAK	0.256333333333333
SFT2D2	-0.115333333333333
HOXA6	0.3245
CRTC1	0.140875
LY6D	-1.202
C20orf72	-0.166166666666667
CPT1A	0.0225
LMO1	-1.1785
EIF3I	-0.02525
PRB4	-0.83625
MCM3APAS	-2.102875
C20orf132	-0.0782
FOXF2	-2.297
S100A12	0.43725
MLH1	-0.264
ACTN1	0.7894
MRPL36	-0.0413333333333333
C20orf106	1.3725
FBXO6	1.81433333333333
MKS1	0.220166666666667
CX3CR1	-2.906625
PDE1B	1.017
PLP1	-0.70575
KISS1	-0.5538
C14orf2	-1.13383333333333
TBC1D3P2	-0.33725
COMMD6	0.226
ANKRD7	-1.5245
PTCHD1	-2.09175
NARS2	-0.0575
DOCK7	-0.386625
FAM127B	-0.086
LOC390243	-0.3625
N6AMT2	0.53675
ZNF391	-1.6035
DNAJB14	0.763
WRB	0.440375
BPI	-0.2785
TTC4	-0.279833333333333
FAM10A5	0.000249999999999986
GOT1L1	0.0878
MAGED1	0.106875
RESP18	-0.197
WFDC6	0.419
MT2A	-0.628
C11orf56	-0.00725
KIAA1432	0.1135
ROR1	-1.59225
HSD17B14	0.781666666666667
ZFAND2B	-0.312875
SAMD4B	0.5
HEXA	-0.444
HNRNPU	0.0545
USP39	-0.573875
NRD1	-0.357
R3HDML	-0.027
FLT4	0.352833333333333
OMG	0.142
OR52N4	0.681
LOC399818	0.2215
ELA2	-2.75125
VENTXP1	1.31
RFC5	-0.4825
OR52L1	0.4835
PAX5	0.1475
FBXO2	2.02925
GMEB1	0.5365
AKT3	-0.991333333333333
CRB1	-0.839666666666667
CTTN	0.497833333333333
UTP15	0.233
HSBP1	0.766416666666667
PHF11	2.004
NDEL1	0.337
USP8	0.489
BAIAP2	0.686875
SI	0.385833333333333
ARSJ	-0.647333333333333
BAAT	-3.95675
KCNS3	2.44
LOC126147	-0.2415
TMEM37	0.673
C1orf162	2.42966666666667
MBD1	-0.4641
ITGAL	0.44
WDR73	0.337
GKN2	0.166833333333333
ARFGAP1	-0.65775
SLC5A8	-1.0578
ZBTB40	-0.2442
CYP4B1	6.5265
LYPLAL1	-0.86725
CHST3	-1.555
MAP3K9	-0.004
BTAF1	-1.0085
TFAP2E	0.8645
RBM35B	0.3435
LOC441251	-0.826
ANKRD25	-0.518722222222222
UQCRC2	0.8
MAEA	0.413916666666667
HYAL1	-3.1744
RNPEPL1	-0.885
CPSF2	-0.359625
PSD3	-2.3292
ABCA13	-0.223833333333333
AGR2	3.595375
GBX1	-0.4285
HDLBP	-0.0610714285714286
ACY3	-1.49275
HECW1	-0.10175
ZNF519	-1.9015
HOPX	4.452125
ZNF304	1.727375
OR12D3	0.3815
FKSG43	0.5095
METTL1	0.27325
MFSD3	1.0171
PSPH	-0.96
CLCA3	0.0595
DARS2	-1.5695
CDC25A	-2.04233333333333
BAIAP2L1	-1.333
B3GNT5	-0.921625
USP29	-0.14275
ARHGEF10L	1.3726
ATOX1	-0.241625
ADAM30	0.13075
DNASE1	0.92575
STT3A	0.0451666666666667
RAB6IP1	-0.07525
PTN	-0.0974
C1orf106	-1.69523076923077
HECA	1.97675
RNF122	-0.521
SLC22A18AS	-0.261
GNG8	0.0258333333333333
ELP4	-0.69275
FAM65A	0.0101666666666667
RPL10A	-0.459333333333333
IRS4	1.245
MACF1	1.4916
SEC24D	0.73075
LOC374395	0.922
TGFB2	-1.15
MDFIC	0.305125
CHRNE	0.409166666666667
PCMTD2	0.898833333333333
ATP6V0D1	0.234666666666667
MTA2	0.107
LZTR1	-1.285
RAP1A	0.143333333333333
AXIN1	0.626375
POLR1C	0.062
TRIO	-0.4095
PLXNA4A	-0.723583333333333
C5orf33	0.50225
DEPDC1B	-3.371625
ZNF473	0.0308333333333333
MTM1	2.002375
GPR107	-0.1065
CSNK1A1L	1.685
FLJ14154	0.86075
NLRC4	3.03775
ENPP4	1.67933333333333
PADI3	-1.67
RNF170	0.543625
CG018	1.43133333333333
C16orf7	-0.4765
KCNE1	0.0125
NRM	-1.39283333333333
SLC37A3	-0.805214285714286
TPD52L2	-0.945333333333333
UNC5B	1.50975
C12orf12	1.15825
SDHB	0.0265
CLRN1	0.471625
NUDT10	1.73716666666667
UGT3A1	0.51325
FBXW8	0.4085
RHOF	-1.230625
PTPLAD1	1.136875
MYO3B	-1.44925
DERA	-0.3495
TPP2	-0.7775
C19orf53	0.225166666666667
GINS3	-1.686375
ST6GALNAC5	-0.3095
CHSY1	0.2405
MGC15705	-0.546
GPR83	0.3505
EXT2	-0.3235
DOLK	0.56925
TUBAL3	1.0795
ACVRL1	1.9904
ABL2	-0.642166666666667
C14orf156	-1.396
PTPRZ1	-4.77342857142857
DIP2C	1.516125
LAMP1	1.194
RXRA	-0.6181
MAP3K5	-1.44925
ALKBH1	0.063
PDLIM7	-0.36625
ARL14	-4.0035
SNIP1	0.395
TIMP3	2.59866666666667
RGS3	0.423166666666667
SPAG16	0.67
ABHD4	-0.74025
ARHGEF12	1.58436363636364
GLUD2	0.969
RAC2	-2.2532
UAP1L1	-0.783
SLC18A3	1.081
YOD1	-1.33791666666667
RALY	-0.00575000000000001
HMOX2	1.1485
DGKH	-0.7945
DBNDD2	2.95116666666667
YIPF4	-0.134625
THAP10	-0.38825
ZNF513	0.0455
HAGHL	-0.721333333333333
ITGB4	0.0171666666666667
CCDC141	-3.335
YTHDF3	1.1495
C5orf28	1.0675
RPL7L1	-0.786375
TMEM30B	1.67835714285714
ANKRD35	0.1035
DUOXA2	-0.13525
TBC1D5	-0.16075
DFNB59	0.0455
HRH4	0.642
MYO6	3.3103
DNAJA4	2.371125
RBM24	4.14725
CEACAM20	-1.6695
RBM23	-0.450357142857143
NGFB	0.321
C1orf63	-0.646
KRTAP7-1	-0.6575
PERLD1	1.55875
NPB	-0.5115
C17orf59	1.5341
HSPBAP1	-0.7875
SLC15A4	0.2915
PRTFDC1	-1.02175
OSMR	-0.135357142857143
CYSLTR2	-0.166
C19orf25	0.6103
KIAA1797	-0.679
NLRP6	0.837
FAM105B	0.2681
SCRN2	-0.515166666666667
LRRC58	0.0692
RNF17	0.637625
NEIL3	-2.4875
FAM137A	-0.57875
SKP2	-3.21925
PARVA	1.06933333333333
PKLR	-2.0375
RNF34	1.318
A3GALT2	0.3435
C12orf50	0.178166666666667
SUNC1	-2.52525
FAM102B	0.151666666666667
CCT2	0.11575
LRRC37A2	-0.668
ARF4	0.9725
SIKE	-0.242
C8orf48	0.267
MBTPS1	0.883714285714286
GPSN2	0.6525
NCF2	2.11975
SLC12A6	-0.5705
MRPL48	-0.0615
HMGN3	-0.23
LRRC62	-1.3445
PAX9	0.106875
FAM55A	-0.81
C20orf42	-4.17566666666667
SCML2	-1.17533333333333
BCL9	0.23
FAM40A	-0.7135
C9orf41	-1.04433333333333
ZNF774	0.0715
LETM1	0.152
PLXNB1	-0.313833333333333
NIPSNAP1	-0.533
USP10	-0.82
F9	-0.261
LIPE	0.55825
CNGB3	0.0305
C12orf52	-0.00449999999999999
PI4K2A	0.247
MED8	0.052875
STAT4	0.7734
FGD4	1.09716666666667
RNF145	-2.2095
WDR32	0.2873
CLDN2	-0.814333333333333
TCEAL8	0.1945
ZMYND8	0.647333333333333
PDXK	-1.1234375
GATAD2A	-0.1225
PTGES3	-0.2145
CCM2	-0.674
TAP1	1.090125
ZNF670	0.70325
ETS2	-0.5935
C6orf166	0.0451666666666667
PRMT2	-0.0969285714285714
OR4B1	0.1365
INTS8	-0.8295
CCDC102A	-1.665
CCDC83	-0.4055
ITGA1	-0.5539
EPHA5	-3.05866666666667
FAM24B	-1.42
TSGA10	3.3835
HAL	1.65683333333333
MYOT	1.21225
SPACA3	0.20875
BCL2L2	-0.489166666666667
CUGBP2	0.0113333333333333
CCNB3	2.62
RNF113B	0.32425
MERTK	0.0535
BAG1	0.5205
VPS36	-0.47825
ORMDL3	1.4993
C1orf190	-0.27275
ZNF625	0.34075
CORO2B	-2.14825
ALOX15	-0.539
CST1	1.944
NUPR1	2.8425
CCL7	1.546
SMCR5	-3.047
DSC2	1.3505
RBMS2	0.352
GRIK4	1.3325
TRIM65	-0.6613
TMPRSS6	1.4675
TP53INP2	-0.25475
GLB1L	-0.146
LOC388284	0.403333333333333
PUS1	-0.278928571428571
BCL9L	0.14
OLFM1	-0.0303333333333333
RET	0.66425
MASTL	-1.647
ALX3	0.53975
IL1RL1	0.8314
ZNF765	0.3955
C14orf138	-1.2465
SNX10	-0.015
TAC4	-0.3325
C1orf64	3.2615
POGK	0.0375
MAPK9	-0.10075
ZNF366	3.3475
C8orf79	-0.1823
CLDN7	2.9255
OR5AT1	-0.1305
TRIM37	-1.312
LRRC25	1.61375
GRHL2	3.3437
TEKT3	2.31525
LASS5	0.6555
ABCC4	-2.07791666666667
DLG3	1.41725
VGLL1	-0.1395
ZFP36L2	0.719333333333333
MFRP	0.164166666666667
KIAA1799	1.14
FLJ44379	1.3895
PCNX	-0.6665
ANXA9	2.439
CYP4V2	1.0951
PIK3C2A	1.40925
SRR	0.911
NOL3	-0.848
IFITM2	0.987
ARNTL2	-1.94225
ZNF595	0.55875
NLRP13	0.1995
ASPH	-0.155125
CPA2	0.66
PVRIG	-2.14033333333333
LEPR	-1.08533333333333
C16orf42	0.619166666666667
SH3BGRL	-0.595
FAM77D	-1.1346
FNDC7	-1.0555
C9orf6	-0.7865
NOTCH2NL	0.691833333333333
PGBD1	0.521
SYNGR2	0.553
PITPNA	-0.59425
PRPF4B	-0.4603
SLC43A3	-1.92585714285714
NRBP1	-0.33975
SLC25A22	0.50975
ILK	-0.171
SLC22A8	-0.145
MRPS7	0.30475
PITX2	-1.05625
FABP3	0.672125
OR1L1	0.548
LOC728215	-0.581875
BLID	-2.948
KIAA1217	3.69847058823529
TFPT	0.2575
AP4B1	-0.78925
VBP1	-0.34425
OR1K1	0.7785
MORC3	-0.003
BHMT2	0.391
C3orf10	0.92125
FZD7	1.44133333333333
WFDC10A	0.149
PMS2CL	-0.489375
CCDC32	0.432666666666667
FA2H	-1.85125
ALG13	0.7425
TTLL7	-1.9027
SPOCK3	-0.05775
SLC13A2	0.245
AIM1	1.68275
GPRC6A	1.403
EGR2	4.129
MED11	0.4455
WWC1	2.523
SH3GL3	-4.0505
RIF1	-0.121785714285714
PRLH	-0.132
VLDLR	-1.2065
DBT	0.4426
C21orf63	0.71175
CGGBP1	-0.151875
KRTAP12-2	1.873
TADA3L	-0.182375
ZBTB16	2.358
PDGFB	1.554125
RFX1	-0.00575000000000003
UQCRB	-0.0834
LOC133874	-0.2595
HPS3	-2.56625
LGALS3BP	0.2464
DKFZP564O0823	1.262
MRFAP1L1	0.87525
HOXA10	-1.3975
NGB	-0.9105
KIF21A	1.37084615384615
IFLTD1	0.585
LZTS1	-0.7965
ARHGEF3	2.4285
RHBDL3	-2.457
CSNK1G2	-0.108666666666667
ChGn	-1.627625
KIAA1244	2.60633333333333
GABRB2	0.1655
MGC72080	-0.647
CD27	2.72075
EGLN1	-2.2126
PEX13	0.34475
RWDD3	0.09025
RNF12	-0.252333333333333
GRIN2B	0.3905
ADAMTS14	-0.5595
DYDC2	2.99833333333333
ATP6AP1	1.0842
NR1H2	0.0593333333333333
PDK2	0.429
C3orf17	-0.191166666666667
SLC38A2	1.23692857142857
SLC25A29	-0.293666666666667
C15orf29	0.88925
ADAM9	-0.162083333333333
TMUB2	0.35425
GPR176	-0.4975
AGK	-0.113
MCCD1	4.1745
NDUFA4	-0.17325
TMEM146	-0.11675
DUSP1	1.826625
UNQ6975	0.236
EMX2OS	4.63775
INSM2	-0.1235
LUZP4	-0.50375
SETD6	0.524
P2RY2	3.0795
SLC45A2	-1.6435
RABGAP1	0.36
UBXD5	0.1145
GPRC5A	-0.6002
PAK3	-0.317166666666667
LOC63920	-0.31625
TGFBR1	-0.3818
KRTAP6-3	0.147
SFMBT2	-0.69975
CDC42	0.4341875
C11orf35	1.1475
TTLL2	1.16225
UACA	0.785583333333333
CD97	-1.3807
SETD5	-0.34975
NINJ2	-0.532
PTER	1.20166666666667
POMGNT1	0.0984999999999999
KRTAP4-2	-0.235
ECGF1	1.57225
HRB	-0.254636363636364
