Hybridization REF	TCGA-AO-A0JI-01A-21R-A056-07
NARG2	-0.5515625
ITGA5	-2.258
MEFV	-0.1745
TUT1	-0.526375
LOC541473	0.01175
NMBR	-0.204
GLT1D1	-2.4952
ABCB7	-0.0425
PFKP	-2.19981818181818
C9orf91	1.6252
LRRC41	-0.980666666666667
C1orf85	-0.526
ATP5F1	0.10275
STOX1	3.91025
GFOD2	-1.08525
SLC25A3	0.282625
ZNF646	-0.7332
ZAR1	-1.1675
OSTbeta	-1.18125
GALNT3	1.877
IFT122	-0.417166666666667
LDB3	1.65525
GARNL1	0.953142857142857
HOMEZ	0.543666666666667
LRRC6	2.41575
ANGPTL5	-1.42033333333333
UBAC1	-0.814
DLEU7	-0.18425
RPL19	0.5115
TOP1MT	-0.7115
LOC643641	0.48925
MBD3L2	0.681
NTSR1	-0.491333333333333
WISP2	-1.8545
GPSM2	-1.754625
RDH10	-0.0229
PRKCG	-0.382
HIST1H4J	3.148
MON1B	-0.1379
MLF1IP	-0.013
ZNF446	0.498875
COL4A5	-1.1743
SLC26A1	0.0475
RGN	-2.10425
CCNB1	-1.6625
C9orf165	0.648
CCDC28B	0.1835
CCDC97	1.3015
FGR	1.38825
MSRB3	-0.6467
EPN2	-0.0745
COX15	-0.129666666666667
KCNK6	-0.2678
XK	-0.8745
GDA	-4.358625
HEPH	-2.365125
THRAP3	0.358125
MET	-2.05607692307692
PHYHIP	-1.55475
LYAR	-0.983
ING3	0.4085
AK7	1.0375
CCT8L2	0.663428571428571
COPS7A	-0.705666666666667
WSCD1	-0.205
RNF185	0.96875
TNS3	-0.992
KNDC1	0.190333333333333
RWDD4A	0.994
MED13L	2.1231
ZFYVE1	0.398
C7orf44	-0.836333333333333
MRPL1	-0.032
STGC3	-1.4505
TEAD1	-1.05366666666667
RPL7A	0.825214285714286
ARL6IP1	0.9626
C1orf178	-1.713
CTAGE5	0.3042
TMEM184A	1.26933333333333
SLC25A14	0.6745
CACNG5	0.858
ATXN10	1.5927
ECH1	0.4373
CCL22	0.751
CYP2F1	-0.613333333333333
GADL1	-0.33
TMEM19	-0.3082
RUNX3	-0.34125
EFNB1	0.654833333333333
LIPN	-0.0145
ACSM3	-4.4165
SIGLEC8	1.2095
ASCC3L1	-0.148
NOL8	0.3645
RELT	-1.74233333333333
Magmas	-0.67375
PPP1R15B	-0.1676
C11orf2	-0.1375
VKORC1	-1.447
MGC26647	1.33433333333333
TRPM6	0.6484
UGT2B7	-2.17583333333333
FEV	-0.938333333333333
FOXK2	-0.2985
PDCD5	-0.071
SLC8A1	0.486555555555556
DGUOK	-0.163166666666667
CLDN16	0.268
GAGE1	-1.103
RBM17	0.3726
C1QTNF3	-0.851375
VGLL3	0.0861666666666667
UNQ5830	-1.306
CD1A	-2.42316666666667
SCGB1C1	1.252
SUPT4H1	0.257625
TRAF5	0.0375
ASAHL	0.165375
FAM73A	0.091
OR6B1	-0.2135
WHSC1	-0.7852
GFPT2	-1.4815
LOC339809	0.1175
STARD5	-1.22683333333333
SIP1	-0.15825
DNAJC15	-0.1845
STAU2	1.6615625
FAM98A	0.123875
RAD23B	0.5188125
LRRC33	-1.77425
CHRAC1	-0.55975
C21orf89	0.18025
C19orf43	-0.577
KLK8	-1.87783333333333
CCNE1	-1.70175
PKDREJ	-0.409666666666667
SSU72	-0.872
C17orf73	0.0485
GPR78	-0.8515
WHSC1L1	3.1691
GSTA2	-1.70175
SMUG1	0.263333333333333
UFM1	0.8326
AP3M2	0.869916666666667
USP14	0.389125
FBXL14	1.67933333333333
DSTN	2.047
SFRS14	-1.25125
FBXO31	-1.04483333333333
C12orf40	0.10625
FRS2	1.01425
NR2E3	0.23225
TUBB2C	-1.3635
GMPR	0.707
C9orf139	0.376
ING5	-1.46992307692308
LOC730092	-0.146666666666667
ORM1	-4.709
RP11-11C5.2	-0.83575
HSPD1	0.3692
PIWIL3	0.24675
C5orf13	-1.6512
OR5R1	0.649
LCOR	0.793
PLEKHA9	-1.862
CCDC43	0.0245
ZNF232	0.3405
SLC6A7	2.4655
ADH5	-0.254666666666667
SHBG	-0.548
CROCCL2	-0.408333333333333
PANX3	-0.053
CDIPT	-0.9045
SLC16A5	-1.685
TUBB	-1.4458125
TOR3A	-0.3677
PREP	-0.786833333333333
ENTPD8	-0.1605
CHMP1B	0.773
SYT12	0.1026
MYH6	-1.87388888888889
MAP3K13	-0.205
KLHL30	-0.0161666666666667
LCMT1	0.752875
EIF1AX	0.9445
FOXD4L1	-0.5635
SLC24A5	0.131
RNF166	-2.7429
TJAP1	-1.58075
TMEM156	-0.722833333333333
ZNF239	2.58275
SNX19	0.7647
GKN1	-0.5385
FCN1	1.01
C1QL1	-1.82675
ATP11C	0.1845
ZNF35	-1.09325
CARD8	1.178875
LIMD1	-1.62833333333333
KIAA0286	-0.452
XRN2	0.168833333333333
CD6	-0.948333333333333
TOX3	1.003375
ZSCAN4	-0.292833333333333
RSRC1	0.240375
COG1	0.574
PTRF	-1.3467
C16orf35	-0.45825
FBXO24	0.87825
CHST11	-1.5225
THRB	-0.0865
MYBPC1	0.6285
RNF39	0.3575
PSMD11	-0.4375
ALAD	1.0455
EN1	-1.0405
SLC9A9	-0.3545
GSTM4	-1.3923
CDC42BPA	0.200315789473684
RCSD1	-0.67075
LUC7L2	0.0693
SPTBN1	0.0969
LOC146167	0.019
BAT5	0.6516
ZNF452	1.827
LSM4	-0.847125
SRP72	0.077
SGK269	-0.710333333333333
MTX1	-0.50825
CENTA1	-1.0595
UNQ9433	0.845
ATR	0.648583333333333
DDX49	-0.630833333333333
PAQR8	-1.68483333333333
C14orf174	-0.26475
GBGT1	-0.5645
THAP1	0.71975
OR10K1	0.2525
RASIP1	-1.97016666666667
DPYD	-0.9517
DOHH	-1.51325
C18orf45	1.31625
POF1B	-0.833571428571429
ZNF552	5.09975
USP32	0.142875
MED27	-0.212166666666667
C14orf149	-0.8005
PRDX4	-0.142166666666667
ABHD12	0.5462
AGT	-2.65275
SLC22A14	-1.479
C1orf58	0.1255
PILRA	-2.223
ABCF2	-1.416375
C17orf85	0.1939
TKTL1	-1.36125
FGF1	0.0359999999999999
IL6R	-1.277
VPS25	0.13975
CHRNB2	0.865375
COL7A1	-3.3681
LRRC48	2.30233333333333
SPG20	0.78925
COX10	-0.773
GCA	1.06225
ECEL1	-1.81566666666667
GLG1	-1.3705
SRD5A2L2	0.69675
MUTYH	-2.00325
ZNF70	0.015
L2HGDH	-0.06775
GPATCH2	4.95825
ZNF655	-0.25775
ZNF227	-0.1345
MCOLN2	0.275166666666667
NQO2	-0.02425
KCNQ5	-1.1775
NEU1	0.996833333333333
QRICH1	-0.12525
ZBTB20	0.205333333333333
RPUSD3	-1.19575
EPGN	-1.7972
TSN	-0.05625
SPRY2	-1.20333333333333
LZTFL1	0.981125
GMFB	0.90025
PBEF1	-0.6527
HBG2	-3.076
TMEM8	-1.5225
PALM2-AKAP2	2.383
NFYA	1.2005
FAM108A1	-0.49275
PBLD	2.251375
NRG4	-1.223
PIGF	1.3345
PTGER1	-0.868666666666666
NOS2A	-0.406
C21orf34	-1.53
C21orf51	1.01466666666667
IL17C	0.702
TRMT6	0.403333333333333
ETV2	1.0642
CCDC109A	-0.35125
MYLK2	-2.725
ATP10A	0.319333333333333
DPH4	0.3835
C5orf5	0.314333333333333
KCNA4	0.368
NMNAT2	-1.5275
GLYATL2	-1.3635
LSMD1	1.92125
IL23R	-1.75266666666667
NRF1	-0.3155
MUC15	-1.074
PRDM12	-0.616
PAQR4	-0.164428571428571
RBBP6	-1.1896875
IFI27	4.763
SKAP2	-0.920666666666667
TAGAP	0.629
TJP3	1.053
C9orf61	1.094
IDS	-0.691642857142857
PARG	1.128
LOC131149	0.4805
DYRK4	0.316333333333333
MICALL1	-1.3635
GALR2	-0.9395
GPBP1L1	-0.480625
TBX21	2.7765
KCNJ6	-0.577
GGN	0.6585
CASP5	-0.149
RNF182	-4.023
BRD4	-0.995
DOK4	-2.19325
SLC46A2	0.2278
SOX9	1.11025
ZNRD1	-0.0876666666666667
PRR6	-3.79525
FAU	0.202375
DTNB	0.429
CARD9	-1.7855
STS-1	-1.91666666666667
SLC4A5	-0.39525
NSBP1	-2.18133333333333
UGCGL2	-0.898166666666667
POTE15	0.2905
NOXA1	0.61025
RP13-347D8.3	0.635
SAMD10	-0.323333333333333
EP400NL	-0.62775
TCF21	-0.0673333333333333
AMELX	-0.452333333333333
JPH2	-0.2476
SLA	1.842375
DLST	-2.1855
SEPT12	-0.489
RGS20	-3.14925
LXN	2.51933333333333
ZNF419	1.02825
UPK3B	-0.0591666666666666
RELL1	1.7325
ESPNL	-1.7375
KLHL21	-0.54175
PI15	5.788
C2orf61	-1.1775
LOC407835	-2.11883333333333
RER1	-0.289666666666667
ELAVL2	0.6955
MGC26718	0.27725
KLF2	1.74825
TNFAIP8L3	-0.205166666666667
TFE3	-0.57075
C11orf17	0.735625
15E1.2	-0.24275
SNRPC	-0.34975
DLGAP1	3.684
PGLYRP1	-0.056
OVCH2	0.0305
IRF7	0.5717
SET	-0.4532
NAB2	-1.7425
LRP5L	-0.76525
FAM120A	0.971375
ASCL2	-1.381
SHH	0.528
ATP5H	0.2075
THPO	-0.6485
TYRP1	-3.961
HIST1H3E	0.864666666666667
EIF2S1	-0.188823529411765
TNFRSF17	-0.9488
TARSL2	1.058
NKX2-8	0.46575
C1orf115	1.305875
LOC56964	0.1275
KIAA0841	-0.70425
ISCU	0.3665
TTMA	-1.1715
ZNF414	-0.636
LOC441150	2.07075
RAB15	1.34725
HBP1	1.47916666666667
TNNT2	-1.359
CECR5	-1.27275
PHGDH	-4.44825
JRK	0.1404
XPO4	-1.196
FAM131C	-0.113
ARHGAP25	1.2245
CA9	-3.58366666666667
GPR62	-0.477666666666667
TLX1	-0.8475
GPS1	-1.12525
OR2M2	-0.66
BDP1	0.192461538461538
FAM70B	-0.27275
RPS29	1.06066666666667
MKLN1	0.1017
TSPAN19	-1.77925
SLC29A3	-0.3751
LGALS4	-0.7958
USH2A	-0.2562
NF1	-0.5605
APOBEC3A	0.171333333333333
IMPAD1	0.754666666666667
OLR1	-0.943
NRAP	-0.4745
HCFC1R1	-0.1215
TAOK2	-0.672666666666667
MCM10	-1.9605
MAP4K3	0.4455
CBS	-2.815125
CLK3	-0.8504
PCDHGA5	1.8855
ELF4	-0.45175
FAM71A	-0.262
C11orf49	-0.33275
CLIP2	-1.4525
BTBD9	1.1751
ZNF524	0.693
KDELR1	-0.729833333333333
ZNF509	-0.2775
NCSTN	1.1215
ZNF533	-0.372230769230769
PARP4	0.118
GALNT9	-1.025
NPY	-2.18625
BEGAIN	-0.576166666666667
TMEM77	-0.171
FOXRED1	-1.56316666666667
SLC16A2	-0.633166666666667
SLC35B1	0.1245
GK5	0.590916666666667
SDCCAG10	0.11675
C4orf20	1.20325
SLC9A2	1.03475
ADD1	-0.179285714285714
TAL2	-1.24066666666667
ACLY	-0.387375
DNAJC1	2.126
SOST	-1.61166666666667
USP43	2.13116666666667
CYP4F12	-0.92
FKBP5	0.3155
CHCHD5	1.6223
NUDT22	-0.08575
CCDC85B	-0.42075
OR51G2	-0.207
STRN3	0.217142857142857
TMOD2	0.67175
FLI1	0.3435
MAB21L2	-0.7655
DGKQ	-0.35525
VPRBP	-0.563833333333333
SCNN1B	0.0802
ECHDC3	2.2404
TMEM106C	0.951
CSNK2A2	-0.7935
RPL39	-0.1465
HERC3	1.07933333333333
ZBTB47	0.572833333333333
ZNF681	-0.0285
PAGE2	-3.2655
CLIC5	1.52692857142857
RABAC1	1.5175
ZFHX2	2.46825
YPEL1	1.0475
KIAA0776	0.869
NR1D2	1.56525
DNAJC4	-0.021
NPNT	5.3948
ZNF677	-1.332
ZNF536	-0.18625
MEF2B	0.0115
PTPN4	-1.186875
CTCFL	-3.755
STX5	-0.111166666666667
CD72	1.06725
VEGFA	-2.09426315789474
XRCC1	-1.0113
MAS1L	0.298666666666667
ELL	-0.2914
SETBP1	2.31
CDH11	1.539
NDC80	-1.38661538461538
DMBX1	-3.0205
NRSN1	0.3645
BAT2D1	-0.369625
CDS2	1.57
C1orf212	-0.297
SENP3	-1.53075
IL1F9	0.733
EEF2K	-1.16525
COG8	-0.46725
CEP72	-1.08975
OR1L8	0.044
MUS81	-1.03991666666667
PHYH	1.727375
GGT6	0.247166666666667
C22orf23	-0.0960833333333333
C13orf33	2.509
MAPK8IP2	1.86
NELL2	2.827
POU3F2	-1.83225
ALPK1	0.545375
MRPS18C	0.68875
RPLP2	0.32225
FGF22	0.4925
SPNS1	-1.07083333333333
ZFP1	-0.2285
IL1RAPL1	-0.65325
PCSK9	-2.78816666666667
NKX2-1	0.079
C6orf189	2.45325
SP4	-1.303
SLC11A1	0.855111111111111
C21orf25	-0.779
ICAM2	-0.49975
SH3GL1	-1.063
GSK3B	-0.811333333333333
RALB	0.180625
PDXP	-1.9695
GNGT1	-2.193125
KIR2DL1	0.495
TNFAIP3	-0.390083333333333
C6orf32	0.384375
CBLN2	-0.0765
PANK3	2.630125
TAAR9	1.331
WDR82	-0.116928571428571
APOM	-3.77275
TRIP10	-1.87275
SPATA16	1.10216666666667
C1orf135	-2.8715
USP51	0.60125
TESK1	0.31225
C11orf64	0.689875
ZNF611	0.1305
PDE6G	-0.0295
HLA-DQA1	1.7956
GCLC	0.69
SEC61A1	0.257285714285714
TWSG1	1.75666666666667
ZMYND10	1.453
CTDP1	-0.55475
ADAMTS6	-1.17033333333333
SLIT1	-0.1075
KRT86	-2.9045
KIAA0574	2.313
GTPBP2	-0.8213
PQLC3	2.1195
PRRX2	-1.67616666666667
C15orf44	0.848
MKKS	0.627875
C11orf10	-0.5595
GPR110	-0.49
CD109	-2.00025
ADCY1	-0.573666666666667
RHBG	-1.06675
TP53I3	-1.232375
SLC22A3	-0.820111111111111
UCP2	-1.7595
FOXG1	-2.31366666666667
OR2AG1	0.4735
TRIM24	-0.0295
PROC	-3.50175
TAAR6	0.416
AMTN	-1.6695
C10orf47	-0.593833333333333
DEPDC1	-2.5
FLJ45557	8.79075
ZDHHC17	0.3948125
KIAA1429	0.6685
KCNH1	0.9655
VNN3	0.952
PSMAL	0.87825
PPARD	-0.23425
HFM1	-1.4415
YBX1	-2.08216666666667
ZNF695	-2.00775
SCTR	-0.1792
DCDC1	-0.868
VPS26B	-0.3996
MTF2	-1.845
ATP6V1F	0.4775
CCDC94	-0.5275
PERF15	0.133
CCL11	1.34825
LMO7	-1.98314285714286
DCST1	0.6935
ADRBK1	-0.283
CDRT4	0.037625
ZNF84	-0.0695
HOXD8	0.36475
STARD8	-0.821833333333333
FOXP2	-0.6375
CCDC103	0.765666666666667
POLR3A	-1.2937
GSC	1.19266666666667
ZNF114	-2.596
HTR7P	0.651
LALBA	-0.252
RMND5A	1.09966666666667
PSCD2	-0.6965
ZNF409	1.1725
KRTAP1-3	0.168166666666667
MAF1	-0.6965
LOC201725	-1.0785
NRN1	-2.285125
SPAG5	-2.00366666666667
DNAH7	1.66966666666667
FLJ43860	-0.7205
BRCA2	-2.0785
ACADM	-0.083
CXXC6	-2.1995
RAGE	-1.588375
CHMP2A	0.93025
FAM8A1	0.8563
GPR21	1.22
SLC12A3	-2.40916666666667
FVT1	1.01185714285714
ZDHHC7	-0.721125
FLJ44048	0.77625
SLC44A3	1.13416666666667
SDSL	1.01866666666667
MMP8	-1.519
PLA2G12B	-3.38466666666667
ACY1	-0.61375
MT1E	-1.30883333333333
OR4K15	0.913
TECTB	-0.4625
GPR20	-0.353125
IRAK2	-0.86875
RFPL3	-0.637
MYO9A	-0.09375
NARG1L	-0.525583333333333
BLMH	-0.19675
CCDC3	2.22383333333333
C9orf21	-0.1145
KIAA0513	-0.498833333333333
MIER2	-0.111666666666667
PNMA2	-1.60008333333333
SH3BP2	0.3045
ANXA10	2.947
RTN2	-0.876166666666667
TFB1M	-2.035
PRPH2	4.96025
C14orf133	-0.337
GOLGB1	0.932333333333333
IRX4	0.151125
NFKBIL1	-0.900166666666666
C10orf62	0.38025
APBB3	-0.94775
RPS10	0.8215
LOC728378	0.12575
TLE3	1.894
PSMB7	0.113
MESDC1	-0.1725
SLC6A1	0.314
OCLN	2.37125
PTTG3	-1.65366666666667
NAGLU	-0.242
SERTAD4	-0.7175
SPRY1	1.11875
FLJ10781	-0.733833333333333
MYSM1	-0.3315
TRIM4	1.0825
SH3YL1	2.11775
TREM2	2.26133333333333
SERPINI1	4.44625
HDHD3	0.061625
TMEM38A	0.128625
EID2B	0.161
TDRD3	1.22533333333333
SEDLP	1.6785
THSD7A	-0.0451666666666666
NDST3	-1.5485
KLHL15	-0.0253333333333333
DHRS12	1.6435
FBXO9	-0.892571428571428
TNPO1	-0.541583333333333
MRPL13	0.746833333333333
SNX5	-1.30916666666667
METTL6	0.38825
SOD1	1.03075
CHML	-1.81383333333333
PACS1	0.0255
SIRT5	-0.8178
CAPN2	-1.7775
FXYD5	-1.6515
TWISTNB	-0.407125
LRFN1	0.219833333333333
UBE1L	1.198
UBE1C	1.32825
OR51B2	-0.0363333333333333
OR4D11	-0.496
C15orf2	-0.091
NR4A1	0.671333333333333
LOC339047	-2.83675
TRIM17	2.263125
ATP5G3	-0.321428571428571
RPL15	0.01325
ADAMTS8	0.36025
HOXC4	0.6945
C14orf37	0.27
CEACAM5	-2.390125
MYT1L	0.755
RASA2	-0.269625
OSBPL7	-0.4025
STAG1	0.8115
GIMAP4	4.698
FUT3	-1.70533333333333
PIF1	-2.7835
LPIN2	-0.5459
SH3PX3	0.1395
PDP2	-0.56925
PAPD1	0.148875
ERP27	2.88075
APOOL	-0.1105
DIABLO	-0.664
TRHR	0.853625
ARMC9	-0.81675
RNF152	2.85225
SLITRK3	0.8175
ZNF211	0.4013
PFDN1	0.168625
RGS11	1.507875
HS6ST1	0.0225000000000001
AKR1D1	-0.445
TNP2	0.523333333333333
STK31	0.0763333333333335
EML4	-1.29141666666667
SGTA	-1.20066666666667
HIST1H2BI	1.93533333333333
PSMD6	-0.22
KIAA1257	3.2555
C18orf55	-0.0148333333333333
FLJ20273	3.0405
RPL28	-1.25083333333333
EPYC	0.0871428571428572
NOX3	1.184
ELAC1	1.758
METT11D1	-0.95475
BIN2	-1.20116666666667
NACA2	0.92325
CCDC17	-2.619
HM13	-0.703
UBOX5	-0.2565
UBE2O	-0.5085
UBL5	1.01675
APOLD1	1.304625
C9orf31	0.13575
TNFSF8	0.3835
ARHGAP29	-1.676
PROKR2	-0.255
PDE5A	0.6035
C6orf12	0.07
TOM1L1	1.226
WHDC1	0.423125
FOXI1	-0.585166666666667
RAB4A	1.2895
TMEM39B	-1.60775
ATPBD1C	0.253
FARSA	-0.843333333333333
PLEKHG5	-0.197
CMAS	0.502
OR7E24	-0.753
SLC30A1	-0.936
CDC42EP5	-1.53733333333333
PLAC1	2.15775
KLHL18	-0.654583333333333
LBA1	0.6906
TAZ	-1.94825
CRIP2	0.154375
BTBD11	-1.56
C16orf72	1.54275
DIO2	1.5575
LRRCC1	1.349
CCDC136	-1.7985
PRX	0.1475
RBM5	-0.9134
TMEM85	0.961625
TUBGCP4	-0.222
APLN	1.12175
CDK7	0.323
SSR2	0.97075
CRELD1	-0.662
C19orf46	3.53775
GAL3ST4	-1.2318
KBTBD10	1.00325
IL28A	-0.17875
WDR27	-0.6135
MCM2	-1.52133333333333
SOX14	1.071
FLJ39743	-0.2385
KIAA0922	0.241625
HIPK4	0.237
FLJ25758	0.3425
C16orf57	-1.59058333333333
PDZD2	-0.2735
MCC	1.33825
HHLA3	-1.21377777777778
ID2	-0.0505
C20orf23	2.7135
ZNF688	1.34
APOC2	-3.2614
LOC440093	1.06925
FAM50B	2.599
PWP1	-0.0745
DNAH10	-0.3675
HIST1H2BA	0.50825
GPR56	0.0648333333333333
METAP2	0.266
PAN3	0.806666666666667
STXBP4	0.25625
PDHX	1.515
MTA1	-1.30483333333333
ZBED4	0.151125
ZNF720	1.2905
CDK2	-1.829875
RHOJ	0.1105
CDC37	-1.666
ZER1	-0.337875
GRK4	1.3135
PRPH	-1.048
POLR2A	0.419
OGFOD1	-1.0755
NOL5A	-1.07575
PHEX	2.911
FLJ16478	0.27925
C20orf117	-0.310666666666667
CAMTA2	-1.268
C11orf74	1.64733333333333
DDX17	0.142333333333333
C5orf27	-0.383375
PLEKHA2	-1.46255555555556
PDE4DIP	-2.2345
SCN7A	1.17475
ZNF559	0.7145
CXCL10	4.62025
ZMYM4	0.083
STK32B	-2.05007142857143
KIAA0888	1.1546
TACR3	1.603
CKAP2L	-0.68775
KIF1A	1.065
RSPRY1	-0.042
VCAN	-0.93525
CYP27C1	-1.1215
SYDE1	-3.1795
MED12L	-0.0866666666666667
ZDHHC21	1.581875
NHS	2.8705
TM9SF3	1.36083333333333
DDHD1	-0.49025
MAFG	-1.34175
BICD2	-1.755
C14orf119	0.3362
C14orf43	0.999142857142857
CDH7	-2.448
ALKBH5	-0.362
JUP	0.002
TMEM41A	-0.600333333333333
MAMDC4	-1.31166666666667
CBX3	0.873
LRRC18	-0.26425
RBMXL2	-0.58425
PLA2G4D	0.623666666666667
FGF13	1.761125
KIF3A	1.56133333333333
PDIA6	-0.42075
DCXR	-0.08675
CASKIN2	0.0291666666666667
EHD1	0.109333333333333
MARCKSL1	-0.264166666666667
ZNF496	-1.61083333333333
SCAF1	-0.163666666666667
KCTD8	-0.5385
TRAF3IP3	0.539642857142857
LSR	-0.5625
CXorf1	1.45733333333333
C14orf112	1.516
EIF2B1	-0.31475
OMP	0.115
GSTZ1	1.119
LOC92017	0.868
ISLR2	-0.1365
C12orf36	0.1805
GATA2	-0.333
GABRA5	-1.689
CELSR2	-1.09557142857143
STAM2	0.4034
TNAP	-0.4355
PTPMT1	0.531833333333333
GRP	3.13425
SV2A	-2.29816666666667
MAGEA12	-4.0715
CACNG1	0.347
C18orf19	0.16125
GSG1	-0.1505
PTPRJ	-0.632384615384615
FRMPD1	-0.609
ZNF668	-1.0135
PLEKHJ1	-0.727
ADAT1	-1.5353
TMEM50A	0.8634
UCN3	0.272
HOOK1	1.001875
IL17B	-0.5085
MLKL	-1.62333333333333
TTC14	0.5545
KLHL5	-0.966875
CRYL1	1.19766666666667
FOXH1	-0.685
NFYB	0.912875
PPM1G	-1.10275
GOLGA2LY1	-1.728
NMT1	-0.498625
HADHA	-0.877
CHSY-2	-0.456
PLEKHF1	0.415714285714286
SAGE1	-2.143
MUSTN1	-0.3445
SUHW4	1.28625
TFEB	0.77
ZFYVE27	0.631
ATG12	0.0106666666666667
BMI1	2.198
ZIM3	0.377333333333333
MYH4	0.386
MASP1	-0.590166666666667
KIAA0984	0.797666666666667
RPAP2	0.51725
ASB5	0.679
BOLA3	0.380666666666667
MIA3	0.948833333333333
KRT35	0.091
KIR3DL3	-1.597
MRPL51	0.20575
SEMA3F	1.13866666666667
NDUFB2	0.962833333333333
LOC253012	4.91825
FAM46C	-1.0085
G6PC	-1.14471428571429
CSAG3A	-4.45566666666667
PREX1	-0.403
SLC25A45	-0.011875
MAPKBP1	0.9193
CPE	1.4197
GNB1	-1.389375
CXCR6	1.1955
TRIM46	-0.695
C16orf3	0.136666666666667
HPSE	-0.95975
TIGD3	0.6495
SPG3A	1.84375
LCAT	-1.43166666666667
ST6GAL1	-1.84522222222222
POMC	-0.292
FLJ36031	-1.44583333333333
NSMAF	-2.14033333333333
SKIL	0.6595
ADSS	0.5745
HMGCS1	-1.0404
POLR3F	0.443333333333333
RAB10	0.27525
ZNF277P	-0.073125
ZBTB7B	0.178
DHRS1	-0.197
ABCC13	0.0222
CNOT3	-0.58775
NFKBIA	1.883
GAK	-0.7195
SFT2D2	1.7575
HOXA6	0.7385
CRTC1	-0.87925
LY6D	-1.17116666666667
C20orf72	-0.667833333333333
CPT1A	-0.31475
LMO1	-1.541
EIF3I	-1.3925
PRB4	0.72225
MCM3APAS	-0.950875
C20orf132	1.4099
FOXF2	-2.77025
S100A12	-0.31975
MLH1	0.818666666666667
ACTN1	-0.8078
MRPL36	0.34
C20orf106	-0.6435
FBXO6	1.22633333333333
MKS1	-0.772166666666666
CX3CR1	-2.334625
PDE1B	-0.15
PLP1	-3.2015
KISS1	0.195333333333333
C14orf2	0.5065
TBC1D3P2	-1.9605
COMMD6	0.3435
ANKRD7	-2.68925
PTCHD1	-2.21516666666667
NARS2	-0.43975
DOCK7	-0.9705
FAM127B	-0.9385
LOC390243	0.4008
N6AMT2	1.10575
ZNF391	-0.3375
DNAJB14	1.03383333333333
WRB	1.682625
BPI	1.74227272727273
TTC4	-1.23333333333333
FAM10A5	0.48025
GOT1L1	0.7173
MAGED1	-0.25175
RESP18	0.81675
WFDC6	1.4375
MT2A	-2.318
C11orf56	-0.1045
KIAA1432	-0.9765
ROR1	-2.164875
HSD17B14	1.6895
ZFAND2B	-0.93975
SAMD4B	-0.87725
HEXA	0.446875
HNRNPU	0.295954545454545
USP39	-0.3025
NRD1	-1.38225
R3HDML	1.03025
FLT4	-0.550833333333333
OMG	0.0606666666666666
OR52N4	0.742
LOC399818	0.94125
ELA2	-2.44133333333333
VENTXP1	-1.173
RFC5	-0.488
OR52L1	1.1825
PAX5	0.823
FBXO2	1.1185
GMEB1	-0.3585
AKT3	-1.1196
CRB1	-0.388
CTTN	0.1415
UTP15	0.0506666666666667
HSBP1	0.543583333333333
PHF11	2.2955
NDEL1	-0.392333333333333
USP8	0.488
BAIAP2	0.536333333333333
SI	0.0685
ARSJ	-1.99883333333333
BAAT	-2.5205
KCNS3	1.7255
LOC126147	-1.11466666666667
TMEM37	-1.25225
C1orf162	2.442
MBD1	-0.8513
ITGAL	-1.55433333333333
WDR73	0.0505
GKN2	-0.168
ARFGAP1	-1.8765
SLC5A8	-0.2015
ZBTB40	-0.8411
CYP4B1	3.53966666666667
LYPLAL1	0.28975
CHST3	-2.7615
MAP3K9	-0.123
BTAF1	-0.966333333333333
TFAP2E	-0.613
RBM35B	1.42475
LOC441251	-0.177833333333333
ANKRD25	-1.12744444444444
UQCRC2	0.405
MAEA	-0.012
HYAL1	-2.2373
RNPEPL1	-1.5205
CPSF2	0.0015
PSD3	-0.1441
ABCA13	-0.0281666666666667
AGR2	4.5655
GBX1	-1.8015
HDLBP	0.261071428571429
ACY3	-1.77333333333333
HECW1	0.46875
ZNF519	-1.08625
HOPX	3.38375
ZNF304	1.416125
OR12D3	0.503
FKSG43	-0.30475
METTL1	-0.045375
MFSD3	1.3151
PSPH	-0.2425
CLCA3	0.505
DARS2	-0.0885
CDC25A	-2.06216666666667
BAIAP2L1	0.96175
B3GNT5	-1.220625
USP29	0.63325
ARHGEF10L	-0.3495
ATOX1	0.12625
ADAM30	0.25025
DNASE1	-1.232
STT3A	0.786
RAB6IP1	-0.10925
PTN	1.1105
C1orf106	-2.75525
HECA	0.98475
RNF122	2.60325
SLC22A18AS	-0.696
GNG8	-0.340333333333333
ELP4	-0.00174999999999999
FAM65A	-0.607333333333333
RPL10A	0.0515
IRS4	0.748
MACF1	0.5434
SEC24D	0.41225
LOC374395	0.90175
TGFB2	-0.436375
MDFIC	0.117875
CHRNE	0.281833333333333
PCMTD2	1.525
ATP6V0D1	-1.22866666666667
MTA2	0.17975
LZTR1	-0.695666666666667
RAP1A	0.207
AXIN1	-1.053375
POLR1C	0.10725
TRIO	-0.8485
PLXNA4A	-0.403666666666667
C5orf33	0.96875
DEPDC1B	-2.150625
ZNF473	-0.778666666666667
MTM1	1.759375
GPR107	0.296166666666667
CSNK1A1L	0.903666666666667
FLJ14154	-2.0875
NLRC4	1.86975
ENPP4	2.8355
PADI3	-0.6455
RNF170	1.21875
CG018	1.61283333333333
C16orf7	-0.358
KCNE1	0.87475
NRM	-1.46033333333333
SLC37A3	-0.089
TPD52L2	-1.3945
UNC5B	-0.057
