Hybridization REF	TCGA-BH-A0HB-01A-11R-A056-07
PLEKHF1	0.598928571428571
SAGE1	-2.074
MUSTN1	0.087
SUHW4	0.048
TFEB	1.36033333333333
ZFYVE27	0.09925
ATG12	-1.1515
BMI1	1.147
ZIM3	0.3705
MYH4	-0.0183333333333333
MASP1	-0.832818181818182
KIAA0984	1
RPAP2	-0.41875
ASB5	-1.272
BOLA3	-0.854666666666667
MIA3	1.78433333333333
KRT35	0.945
KIR3DL3	-1.7735
MRPL51	-1.33675
SEMA3F	2.18933333333333
NDUFB2	0.335166666666667
LOC253012	-0.76625
FAM46C	-1.0382
G6PC	-2.34325
CSAG3A	-4.60633333333333
PREX1	4.6385
SLC25A45	-0.00262499999999999
MAPKBP1	0.4583
CPE	-0.3128
GNB1	-0.265375
CXCR6	1.081
TRIM46	0.4615
C16orf3	0.69
HPSE	0.661375
TIGD3	0.9985
SPG3A	0.75525
LCAT	-1.859
ST6GAL1	-1.025
POMC	0.607
FLJ36031	-0.607166666666667
NSMAF	0.000999999999999973
SKIL	0.819
ADSS	-0.413833333333333
HMGCS1	-1.9921
POLR3F	0.3615
RAB10	0.661875
ZNF277P	-1.269
ZBTB7B	1.0285
DHRS1	0.632125
ABCC13	1.96828571428571
CNOT3	0.39525
NFKBIA	1.4045
GAK	0.529166666666667
SFT2D2	0.583166666666667
HOXA6	-0.033
CRTC1	0.769625
LY6D	0.834
C20orf72	-0.244
CPT1A	0.3765
LMO1	-1.223
EIF3I	-0.35825
PRB4	0.036
MCM3APAS	-1.163
C20orf132	-1.2098
FOXF2	-2.7955
S100A12	0.27875
MLH1	-0.8715
ACTN1	0.7451
MRPL36	-0.250166666666667
C20orf106	-0.9985
FBXO6	1.36666666666667
MKS1	1.02516666666667
CX3CR1	-2.851625
PDE1B	0.3495
PLP1	-2.592
KISS1	0.2554
C14orf2	-0.296833333333333
TBC1D3P2	-0.80375
COMMD6	-0.3875
ANKRD7	-1.42475
PTCHD1	-1.33657142857143
NARS2	-1.50875
DOCK7	-0.18025
FAM127B	0.27275
LOC390243	-0.0928333333333333
N6AMT2	-0.0265
ZNF391	-2.1375
DNAJB14	0.764833333333333
WRB	0.632875
BPI	-0.187
TTC4	-0.719333333333333
FAM10A5	-0.8915
GOT1L1	0.1501
MAGED1	0.577875
RESP18	0.35025
WFDC6	0.616
MT2A	-0.4725
C11orf56	-0.56025
KIAA1432	-0.361
ROR1	-1.26875
HSD17B14	1.665
ZFAND2B	0.00375
SAMD4B	0.3135
HEXA	-0.145
HNRNPU	0.0364545454545455
USP39	-0.32175
NRD1	-0.28225
R3HDML	0.42925
FLT4	0.442666666666667
OMG	-0.047
OR52N4	0.4455
LOC399818	0.10575
ELA2	-2.381
VENTXP1	1.377
RFC5	-0.7565
OR52L1	-0.0355
PAX5	-0.828
FBXO2	-0.23825
GMEB1	0.555
AKT3	-0.774666666666667
CRB1	-1.545
CTTN	0.779166666666667
UTP15	0.192
HSBP1	0.83675
PHF11	0.88375
NDEL1	-0.604166666666667
USP8	0.82525
BAIAP2	0.40125
SI	0.43
ARSJ	-2.69316666666667
BAAT	-3.12675
KCNS3	0.571666666666667
LOC126147	-0.776833333333333
TMEM37	0.34875
C1orf162	3.18266666666667
MBD1	-0.1197
ITGAL	0.488
WDR73	-0.0218333333333333
GKN2	0.646166666666667
ARFGAP1	-0.3415
SLC5A8	0.0733333333333333
ZBTB40	-0.363
CYP4B1	1.89133333333333
LYPLAL1	0.559
CHST3	-1.903
MAP3K9	0.397
BTAF1	-1.5095
TFAP2E	-0.6195
RBM35B	1.329
LOC441251	-0.743
ANKRD25	-0.776222222222222
UQCRC2	-0.5205
MAEA	0.0689166666666667
HYAL1	-2.8621
RNPEPL1	0.261333333333333
CPSF2	-0.036
PSD3	-1.3687
ABCA13	-0.357428571428571
AGR2	3.337625
GBX1	-0.761
HDLBP	1.05892857142857
ACY3	-0.7115
HECW1	-0.36
ZNF519	-2.0835
HOPX	3.3425
ZNF304	1.764625
OR12D3	-1.1
FKSG43	0.08225
METTL1	0.437625
MFSD3	1.3642
PSPH	-0.9375
CLCA3	1.1955
DARS2	-1.28816666666667
CDC25A	-1.61533333333333
BAIAP2L1	-0.4475
B3GNT5	-0.40075
USP29	0.837
ARHGEF10L	1.5674
ATOX1	0.44
ADAM30	-0.25925
DNASE1	0.29225
STT3A	-0.329083333333333
RAB6IP1	-0.8885
PTN	1.5827
C1orf106	-0.445230769230769
HECA	1.274
RNF122	1.041
SLC22A18AS	0.366166666666667
GNG8	0.560833333333333
ELP4	-0.81075
FAM65A	0.432166666666667
RPL10A	-0.6855
IRS4	0.7035
MACF1	1.784
SEC24D	0.23975
LOC374395	0.599
TGFB2	-1.1125
MDFIC	-0.21475
CHRNE	0.563333333333333
PCMTD2	0.0903333333333333
ATP6V0D1	-0.00466666666666668
MTA2	1.057
LZTR1	-1.0115
RAP1A	0.235333333333333
AXIN1	-0.000500000000000008
POLR1C	-1.18775
TRIO	0.4255
PLXNA4A	-0.038
C5orf33	-0.6365
DEPDC1B	-2.333875
ZNF473	-0.0861666666666667
MTM1	0.053875
GPR107	0.376833333333333
CSNK1A1L	0.680333333333333
FLJ14154	0.21375
NLRC4	4.1665
ENPP4	1.40183333333333
PADI3	-0.505
RNF170	-0.045625
CG018	-0.145
C16orf7	-0.3565
KCNE1	-0.56025
NRM	-1.30266666666667
SLC37A3	-0.887071428571429
TPD52L2	-1.1965
UNC5B	1.43525
C12orf12	0.0391999999999999
SDHB	-0.869
CLRN1	0.178625
NUDT10	0.146333333333333
UGT3A1	0.423
FBXW8	0.797125
RHOF	-0.91225
PTPLAD1	1.1835
MYO3B	-0.56725
DERA	-1.67375
TPP2	-0.654
C19orf53	0.532
GINS3	-0.7735
ST6GALNAC5	-0.249
CHSY1	0.172
MGC15705	-2.3615
GPR83	0.789666666666667
EXT2	-0.624
DOLK	0.78925
TUBAL3	0.9005
ACVRL1	1.5019
ABL2	-0.08975
C14orf156	-0.635833333333333
PTPRZ1	-2.897125
DIP2C	0.58375
LAMP1	0.014875
RXRA	0.3457
MAP3K5	0.263
ALKBH1	0.133333333333333
PDLIM7	-0.471375
ARL14	-2.724
SNIP1	0.0411666666666667
TIMP3	1.62791666666667
RGS3	0.1255
SPAG16	0.2475
ABHD4	0.53825
ARHGEF12	0.274333333333333
GLUD2	0.1505
RAC2	-0.6015
UAP1L1	-0.449
SLC18A3	-0.111
YOD1	-0.822833333333333
RALY	-0.3055
HMOX2	0.731875
DGKH	-1.66275
DBNDD2	1.63433333333333
YIPF4	0.74025
THAP10	0.12025
ZNF513	-0.1035
HAGHL	0.0638333333333334
ITGB4	-0.580166666666667
CCDC141	-1.2315
YTHDF3	1.0935
C5orf28	0.36275
RPL7L1	-1.644125
TMEM30B	1.61685714285714
ANKRD35	0.7775
DUOXA2	-0.283
TBC1D5	0.052625
DFNB59	-0.357
HRH4	0.49625
MYO6	1.7127
DNAJA4	3.52275
RBM24	2.563375
CEACAM20	-1.24075
RBM23	-0.423142857142857
NGFB	-0.418
C1orf63	-1.4547
KRTAP7-1	0.0475
PERLD1	1.583
NPB	0.224
C17orf59	0.3422
HSPBAP1	-0.55525
SLC15A4	0.259125
PRTFDC1	-1.53125
OSMR	-1.21692857142857
CYSLTR2	-0.769
C19orf25	0.8074
KIAA1797	-0.708
NLRP6	-0.572
FAM105B	0.0653
SCRN2	-0.257666666666667
LRRC58	-0.1954
RNF17	1.048
NEIL3	-1.8055
FAM137A	-1.31225
SKP2	-3.01925
PARVA	0.570833333333333
PKLR	-2.1045
RNF34	-0.2835
A3GALT2	-0.40225
C12orf50	0.0503333333333333
SUNC1	-1.935
FAM102B	0.172666666666667
CCT2	-0.5315
LRRC37A2	-1.068
ARF4	-0.202
SIKE	0.36875
C8orf48	-0.278
MBTPS1	0.599285714285714
GPSN2	0.358
NCF2	4.06425
SLC12A6	-0.457
MRPL48	-0.9745
HMGN3	-0.7435
LRRC62	-0.834
PAX9	2.0045
FAM55A	1.105
C20orf42	-2.43016666666667
SCML2	-1.6918
BCL9	0.946
FAM40A	-0.52225
C9orf41	-1.21133333333333
ZNF774	-0.529
LETM1	1.094
PLXNB1	-0.14
NIPSNAP1	-0.372375
USP10	-0.5865
F9	0.876
LIPE	2.862
CNGB3	0.8055
C12orf52	-0.123375
PI4K2A	0.00299999999999999
MED8	-0.2615
STAT4	1.6751
FGD4	0.853333333333333
RNF145	-2.33833333333333
WDR32	0.7125
CLDN2	-0.00249999999999995
TCEAL8	0.075
ZMYND8	-0.1351
PDXK	-0.41259375
GATAD2A	0.361
PTGES3	-0.317
CCM2	-0.406
TAP1	1.33975
ZNF670	-0.998
ETS2	-0.233
C6orf166	-0.188833333333333
PRMT2	-0.0683571428571429
OR4B1	-0.2175
INTS8	0.1005
CCDC102A	-0.33025
CCDC83	-1.8064
ITGA1	-0.3342
EPHA5	-1.633
FAM24B	-0.670166666666667
TSGA10	0.62675
HAL	-1.896
MYOT	-0.49025
SPACA3	-0.67325
BCL2L2	-0.362166666666667
CUGBP2	0.118833333333333
CCNB3	2.2745
RNF113B	0.085
MERTK	-0.406
BAG1	-0.03925
VPS36	0.21575
ORMDL3	0.8296
C1orf190	-0.113
ZNF625	0.123
CORO2B	-1.76075
ALOX15	-2.4635
CST1	0.1395
NUPR1	1.87066666666667
CCL7	2.573
SMCR5	-2.846
DSC2	1.8705
RBMS2	0.12675
GRIK4	0.6535
TRIM65	-0.3525
TMPRSS6	-0.231857142857143
TP53INP2	-0.18475
GLB1L	0.105833333333333
LOC388284	-0.286166666666667
PUS1	-0.918214285714286
BCL9L	-1.062
OLFM1	-1.26816666666667
RET	1.402375
MASTL	-2.24633333333333
ALX3	-0.14225
IL1RL1	0.2995
ZNF765	-0.9402
C14orf138	-0.84325
SNX10	0.986166666666667
TAC4	-0.5465
C1orf64	4.501125
POGK	0.05525
MAPK9	-0.82175
ZNF366	1.7135
C8orf79	-0.2547
CLDN7	1.40625
OR5AT1	0.124
TRIM37	-0.929
LRRC25	2.93225
GRHL2	4.2985
TEKT3	-0.36625
LASS5	-1.13116666666667
ABCC4	-1.91991666666667
DLG3	0.94175
VGLL1	-0.154875
ZFP36L2	1.74766666666667
MFRP	-0.2654
KIAA1799	-0.00475
FLJ44379	0.122
PCNX	0.07225
ANXA9	2.7355
CYP4V2	1.6863
PIK3C2A	0.0365
SRR	-0.1435
NOL3	-0.5965
IFITM2	0.1625
ARNTL2	-1.8835
ZNF595	-0.34375
NLRP13	0.324
ASPH	2.281125
CPA2	0.2575
PVRIG	-0.474833333333333
LEPR	-1.29783333333333
C16orf42	-0.0185
SH3BGRL	1.68175
FAM77D	0.210833333333333
FNDC7	0.263
C9orf6	-0.2455
NOTCH2NL	1.365
PGBD1	-0.562
SYNGR2	0.987833333333333
PITPNA	-1.0843125
PRPF4B	-0.051
SLC43A3	-2.41328571428571
NRBP1	0.1445
SLC25A22	0.02375
ILK	-0.90725
SLC22A8	0.9295
MRPS7	-0.27625
PITX2	-2.51525
FABP3	-0.331875
OR1L1	0.343
LOC728215	-0.37325
BLID	-1.8345
KIAA1217	3.09611764705882
TFPT	0.99325
AP4B1	-0.539
VBP1	-1.5855
OR1K1	0.615
MORC3	0.3685
BHMT2	-0.405
C3orf10	0.573625
FZD7	0.491833333333333
WFDC10A	-0.69
PMS2CL	-0.772375
CCDC32	0.5095
FA2H	-0.2775
ALG13	0.3515
TTLL7	0.1526
SPOCK3	0.82125
SLC13A2	0.146
AIM1	1.257
GPRC6A	0.6395
EGR2	4.54425
MED11	-0.33375
WWC1	2.401
SH3GL3	-3.02
RIF1	0.0760714285714286
PRLH	0.072
VLDLR	-3.531
DBT	0.136625
C21orf63	-0.152
CGGBP1	-0.284875
KRTAP12-2	0.4385
TADA3L	-0.1565
ZBTB16	1.42175
PDGFB	1.851625
RFX1	0.2885
UQCRB	0.8925
LOC133874	0.952
HPS3	-2.2565
LGALS3BP	0.0821
DKFZP564O0823	1.68957142857143
MRFAP1L1	0.330875
HOXA10	-1.345
NGB	0.4335
KIF21A	0.941230769230769
IFLTD1	-0.9805
LZTS1	-0.902
ARHGEF3	0.648
RHBDL3	-1.994
CSNK1G2	0.0768333333333333
ChGn	-1.611375
KIAA1244	2.57016666666667
GABRB2	-0.0265
MGC72080	-0.7685
CD27	4.1175
EGLN1	-1.8719
PEX13	1.134
RWDD3	0.2305
RNF12	-0.230333333333333
GRIN2B	0.4855
ADAMTS14	-0.118125
DYDC2	-0.5195
ATP6AP1	0.9044
NR1H2	0.316166666666667
PDK2	-0.80525
C3orf17	-0.434166666666667
SLC38A2	0.109785714285714
SLC25A29	-0.558
C15orf29	0.2
ADAM9	-0.8195
TMUB2	-0.63875
GPR176	-0.9985
AGK	-0.54025
MCCD1	1.14225
NDUFA4	-0.05325
TMEM146	-0.67525
DUSP1	0.547125
UNQ6975	1.053
EMX2OS	2.22475
INSM2	-0.1845
LUZP4	-0.2345
SETD6	-0.8875
P2RY2	3.502
SLC45A2	-1.507
RABGAP1	0.834
UBXD5	-0.12125
GPRC5A	0.8794
PAK3	-0.732333333333334
LOC63920	-0.87475
TGFBR1	0.2364
KRTAP6-3	0.01725
SFMBT2	0.437
CDC42	0.832125
C11orf35	0.184
TTLL2	-0.42225
UACA	-0.0375454545454545
CD97	-0.7591
SETD5	-0.130125
NINJ2	-0.946
PTER	1.03716666666667
POMGNT1	0.77475
KRTAP4-2	-0.673
ECGF1	2.64575
HRB	0.181818181818182
ATP1B2	-0.0528
LOC400506	0.004
COL4A3BP	1.6105
C6orf97	2.7025
GRHPR	-0.050625
TAS2R1	0.7945
SEMA7A	-1.23775
EDF1	-0.09725
ODF2L	0.30675
PCID2	-1.5978
GTF2H4	-1.48766666666667
ZCCHC3	-1.0575
CGB2	-0.321
NEUROD1	-0.12625
C20orf75	-0.6275
RP5-1054A22.3	0.7115
IFNA5	0.1705
ZNF134	0.153416666666667
MGC119295	-1.2589
ZSWIM6	0.90525
SMEK1	0.843333333333333
PCGF2	0.506875
C1orf102	2.66875
CYP2A13	0.672
KCNH6	-0.915625
MDM1	-0.2308
ALDH7A1	-0.00916666666666668
C9orf75	0.54325
VDAC3	0.00562499999999999
OR51T1	0.2915
EIF3F	-1.58583333333333
KCNJ10	-0.631
LENG8	0.08
EDEM2	0.181416666666667
CCNJL	-0.960666666666667
DHX37	0.009
CRYGN	-0.6335
AATF	-1.2625
ZNF630	0.90675
E2F5	1.165
WFDC13	-0.542
FTSJ3	-1.30916666666667
C4orf33	-0.03925
LHFPL4	-3.1645
C19orf56	-0.108916666666667
SMAD4	0.34975
AFM	-0.2545
G0S2	1.8865
FCHSD2	0.2437
RRP1B	-0.2606
EEF1B2	-1.134
STAT6	0.933333333333333
ZNF195	-0.60275
GNL1	-1.52983333333333
ZNRF2	1.39316666666667
PER3	-0.951375
ASB16	0.24975
C10orf10	1.94171428571429
ADCY8	-3.09483333333333
C9orf58	-0.4575
ARMC10	-0.085
PSG1	-0.9545
DHX34	-0.19075
VARS2	-0.578875
NFIC	0.44125
ITPR2	0.44075
AGXT2	0.2996
OR6K3	-0.3895
H2AFZ	-0.810583333333333
MLLT3	0.72525
COX4I2	1.0345
CCNT2	-0.512625
PLK4	-1.493375
NUMBL	-0.657333333333333
MED16	0.799
PLEKHQ1	1.84825
GOSR1	1.08361111111111
BTG4	-0.224333333333333
RPL30	0.807416666666667
IGSF5	-0.41725
IGFL2	3.508
ELMOD2	1.62633333333333
SHC3	-2.91083333333333
HAVCR1	-0.892
DYNC2H1	-1.0985
RNF5	-1.07666666666667
C2orf7	-0.5075
NLF1	2.143
KLHL25	0.31
LRP10	0.5832
KRI1	-0.05775
PUS7L	-0.765
MGMT	1.72425
HOXD1	0.743666666666667
CSH1	0.166
ATG16L2	-1.6455
FLJ44635	-0.0165
CHODL	-1.14566666666667
EXOSC8	-2.607
SLC28A1	-0.03075
MYO7B	-0.344833333333333
SEH1L	-0.2864
MTNR1A	-0.246666666666667
TSPAN5	1.1055
CDC45L	-3.44016666666667
AMIGO1	-0.5055
ATAD3A	-0.4035
OSGIN2	1.6735
PDIK1L	1.1795
DARC	3.174625
PIPSL	0.4645
SHMT1	-1.0675
CRISP3	1.792
POPDC2	1.3825
ZRANB2	-1.0955
FBXL8	1.204
TRIP13	-1.51854545454545
EIF5AL1	-1.0685
POU5F1P3	-4.7165
IL6	-2.02466666666667
CXorf38	0.739666666666667
IFNA16	0.224
FBXL2	1.27116666666667
BRD1	0.30075
STATH	0.66475
FBXO44	-0.0976666666666667
MCCC2	1.23125
CDC2	-1.2028
C5orf23	-0.8875
IVD	-0.0103333333333333
C10orf122	-0.31425
MSL3L1	0.0755
MVP	0.047
EPOR	-1.4048
ZMYM1	-0.272
BCL7C	0.396166666666667
PSTPIP2	0.8445
LYPD1	-1.327875
OR8G5	-2.2125
ZP3	0.061
BCAS4	1.39691666666667
EDG6	3.337
ISY1	-0.31775
PRAMEF2	-0.52225
CUL1	-0.848125
RNF213	0.9488
CCRK	1.5705
DHX9	-0.379875
C13orf29	-1.15175
NCKAP1	0.477666666666667
MRPL43	1.08442857142857
XPR1	-0.5885
PKN2	1.5018
PODNL1	-0.0225
ZNF333	0.28575
DALRD3	0.14
OPN1SW	0.664
BTBD6	0.70175
C11orf82	-2.046
OR5P3	1.08
DUSP11	0.089
L1CAM	-1.520625
NEK11	0.434666666666667
OR7E91P	1.253
CNTN3	1.7935
CREB3L2	0.24675
ZBTB37	1.231
KIAA1324L	0.09275
NDUFB10	0.143666666666667
NUDT2	-0.30775
GTPBP8	0.195
CACNA1D	0.27075
PRKAA2	-1.7698
PRDM8	-0.386
MGC16075	-0.852833333333333
KRT14	0.718785714285714
PP8961	0.756
MRPL18	0.47675
ABCG2	-3.057
PACRG	0.498
BBS2	-0.107
KREMEN2	-2.124
FBXO21	0.58525
HNRPUL1	0.227083333333333
GRB10	-0.1365
CLSTN1	1.318125
LMAN2	-0.3849
C17orf61	-1.281
NIPSNAP3A	0.5065
INSIG2	-1.35116666666667
PCDHB7	0.276
STXBP2	0.78225
CMAH	0.3715
SEMA5B	-0.95725
ZNF155	0.0663333333333333
COQ6	-0.520166666666667
PRPF4	0.14425
TSPAN15	2.9008
VN1R5	-0.14975
LATS2	0.34025
SELK	0.05175
PGK2	0.9325
MS4A1	0.242625
TYW3	-0.1598
KRTAP5-1	1.345
RCCD1	-1.02
BTN1A1	-0.158333333333333
DDX28	0.247
TMEM65	1.398625
LOC92345	0.626
TTC31	-0.309
WDR46	-1.461
CHP2	-1.07133333333333
LSP1	0.6695
ZNF542	0.2375
EXOSC1	-0.28475
ARHGAP18	0.253
LRRTM4	-1.29057142857143
MAOB	-0.457666666666667
CACNB4	0.24575
MGC33846	0.9375
RANBP3L	-0.3698
ATP5L	-0.426625
ONECUT1	-2.4445
NUDT9	0.48225
TMEM149	0.3675
STX17	0.82675
IGSF10	-3.94925
TMPRSS9	-0.4275
BMPR2	1.34575
ALLC	-0.349
KLF7	1.277125
GCC1	0.6333
TIMM9	-0.50175
CDO1	0.332166666666667
MGC10701	-0.5675
IFI6	3.83616666666667
FRMD8	0.91475
MGAT2	0.38225
WBP5	0.203166666666667
CNIH2	0.6725
KIAA0907	-2.0076
KCNH8	-0.174
CTSG	-0.922
GRIK1	-0.4074
CUL5	1.07725
FRMD1	0.2475
OR9A4	1.4615
SYT6	-1.5435
FOXD4L2	-0.4985
ANAPC2	-0.216833333333333
OPN5	0.8405
TAF13	-0.0725
LYG2	-0.35925
GGNBP1	0.6605
C11orf40	0.0685
OTX2	-0.9155
REG4	-0.808166666666667
EIF5	-0.4103125
PALB2	-0.72125
SEPSECS	0.2314
RNASE3	-0.04
TRIM49	-1.477
POLR2K	1.4708
GPR42	-0.0565
C8B	-3.3855
SASS6	0.183
PREB	-0.6715
OR3A3	0.1755
TUBA8	1.0925
IGLV2-14	-0.5535
STIL	-1.77525
ANKFN1	-1.20266666666667
NME7	-1.43175
HOXC12	0.11425
UBE2C	0.02925
FHOD1	-1.255375
CDK2AP1	0.146666666666667
OR6K2	0.2475
DHPS	-0.15525
RPL5	-1.15316666666667
TRGV5	0.949
LOC541472	0.341
HCCS	-0.0861
DENND1B	1.4925
LHX3	0.794
OR5D16	0.316
CXorf57	-1.384
IRF2BP1	1.358
NDST2	0.5935
LCE3D	-0.02
BOLL	0.6725
SYT3	-0.7825
PIH1D2	0.035
C20orf7	-0.301166666666667
IL1R2	0.413333333333333
SLAMF9	1.048
PPME1	-0.157
PIK3CA	0.20675
TRAPPC1	-0.4035
COLEC10	-1.488
SLC9A6	-1.357
PDDC1	-0.898916666666667
CCDC53	0.02075
GK3P	-0.91975
DAZL	-0.41125
BRI3	-0.35475
SDK1	-0.594375
CYP2C18	-0.5845
IFI44L	3.162125
RPL3L	0.345
FUT9	-1.98533333333333
KIFC2	-0.1275
PMP2	0.0754285714285714
SLC4A9	0.0455
PLAG1	-1.19833333333333
MYCBP2	-0.172
OR4E2	-0.551
CCDC65	0.88825
C16orf82	-0.130375
ENTPD4	-0.084
BRP44L	0.2615
PMP22CD	-0.0475
TMCO4	1.889
KCNN1	-0.731833333333333
WDR35	0.676
CCDC80	1.963375
C3orf31	-1.06975
SLC7A9	-1.47475
TMEM190	-1.2425
DBC1	-0.796666666666667
FADS3	-1.15066666666667
PDZD8	-0.253666666666667
GRM5	0.385625
AZGP1	3.2759
PEX3	0.905
MED1	-0.104428571428571
ATG4C	-1.47733333333333
HNRPH3	-0.714125
FAM109B	1.4285
C4orf17	-0.488
CA10	-0.717
OPRD1	-0.9095
CCL16	-0.61725
SACM1L	-1.068
CST6	6.0745
CD63	0.7515
LGI1	4.4715
ZNF784	1.42875
CRYBB1	-1.5115
CX3CL1	0.553
TOP2A	-2.0915
GYPB	-2.75083333333333
GADD45GIP1	0.3625
FEN1	-1.15825
IGF1R	1.3534375
WDR72	-2.8536
PURG	-2.3185
DEFB126	-0.03825
PKD1L1	0.534
CAV1	-2.2183
GNPDA2	1.066
DGAT2	0.719
NLGN1	-3.904
STRBP	0.086875
HPRT1	-0.1435
FANCI	-0.986
PSMA7	1.07675
DBF4B	-0.832
TTF1	-0.9655
RAD54L	-1.96025
ELOF1	-0.288
PLAGL2	0.64675
ZNF256	0.52175
HMGCL	0.257
MSI2	0.6175
RPESP	1.04016666666667
C11orf60	-0.36975
ABCD1	0.4545
ACAA1	-0.2839
SPARCL1	4.81471428571429
IL6ST	1.2828
ZNF319	0.36825
TMEM109	0.4384
FAM90A1	-1.24116666666667
IL22RA1	-1.1205
ATP4B	-0.016
TEC	-1.04833333333333
C7orf30	-1.081
TXNDC2	0.240333333333333
ABCB4	-0.16125
KIAA1191	0.655
C9orf38	-0.0535
SFTPB	0.260125
CNTNAP2	1.6495
FRK	1.659
TBX19	-0.21775
CHD4	-0.37675
C6orf26	-2.55466666666667
MOSC2	2.29225
IKBKE	0.3445
HIF1A	-2.24566666666667
LOC595101	-0.663
RELA	0.619666666666667
TMEM16B	1.959
ABHD12B	-2.8285
TSEN34	0.90175
KIF18A	-1.68775
TXNDC9	-0.141666666666667
SPATA2L	0.754
SEMA4G	-1.089
C21orf91	-0.20975
MATN1	-2.041
KCNIP4	-0.00999999999999998
TUSC1	2.702375
OR4C15	0.34725
ARMCX6	0.558333333333333
WBSCR27	0.353833333333333
OR52I2	0.7195
KIAA1604	-0.4125
DYNC1I1	-2.6895
PPP4C	0.22425
SLC47A2	-1.76183333333333
TREH	-0.2065
CD48	2.334
ST14	1.1345
PKN1	-0.586
SPON2	1.95825
XBP1	2.198
SFRS12	-0.9345
EFCAB6	0.42225
SELT	-0.35075
SLC39A2	-0.3335
ERF	-0.552333333333333
ARL3	0.69275
SURF6	-0.7725
MLLT10	-0.664238095238095
FLJ11171	0.5235
TDGF1	-4.5655
ERCC6	-0.294
EIF2AK4	1.00875
BAZ1A	0.381
LRRN3	-0.135
TMC3	0.678
EFTUD1	-0.11175
PTPRO	0.919
CLEC12A	0.692125
ACBD4	-0.03925
ZDHHC14	0.18725
OTUD7B	1.537
ACTB	0.4186875
MSRA	0.46025
LCE5A	2.2095
IFI35	-0.00900000000000002
BSCL2	0.410666666666667
ANKRD12	-0.23725
CFHR2	0.0720000000000001
RGAG1	-0.239666666666667
HSFY1	0.322
SLC30A5	-0.083
IMPG1	0.903
GPR109A	0.4925
ZNF185	0.25825
IYD	0.73975
NPCDR1	0.4335
SERPINA13	-0.365
HMGCLL1	-2.781
NEUROG1	1.5855
UBQLN1	0.4743125
LIN37	0.75975
SOCS2	-0.086375
DSCR4	-2.22785714285714
XKR6	1.55175
GPR142	0.705
KRTAP13-3	0.978
CCDC15	-1.63166666666667
MOS	0.1815
CD1E	-0.513
OFCC1	-0.618666666666667
FAM83D	-1.8475
SRFBP1	0.44
C9orf96	0.424
DHDH	-0.5325
CCDC90A	-0.096
RABL3	1.20745
CD320	-1.127
ANGEL2	0.604333333333333
MRPL21	-0.089
SMG6	0.0791666666666667
INSR	1.2533125
FLJ14816	-3.055
GLRB	-1.14466666666667
C9orf89	1.8905
CIZ1	-0.738625
URG4	-0.5755
LRDD	-1.566
CBY1	-0.323
NFX1	-0.263125
MTERFD2	-0.361071428571429
C19orf23	0.3205
PGC	-2.66725
IER3IP1	1.3852
RASAL2	0.871333333333333
C1orf89	-0.66925
SYNJ1	-0.81275
NFKBIE	0.59025
FLJ40125	-0.25
TCEB2	0.0098
NOG	-1.1665
POLR2J2	-0.651166666666667
HLA-B	1.964
PCDHA1	2.64
PPP2R2B	-0.90175
ARHGEF17	0.161166666666667
TCF7L2	1.09821428571429
CHD5	-0.556833333333333
ZNF431	-0.4825
TBC1D25	0.24225
ZNF800	0.921
SCUBE2	3.23018181818182
MYCBP	0.282666666666667
GPX5	0.428
C6orf129	-0.00916666666666667
QSER1	-0.242166666666667
ULK2	1.55525
PIGO	0.451
NRCAM	0.415428571428571
SLC35E3	0.786125
CSRP2	-1.526
HYPE	0.4475
MAPK15	0.346333333333333
MGC14327	0.02325
TIMM13	-0.187333333333333
ZNF462	-1.59925
GBA3	-1.6205
TEX13A	-0.75
MCM6	-0.774666666666667
MTRF1	-1.625375
ABCA7	-1.3805
EIF4A2	-0.54825
ZC3H10	0.512
RPGR	0.0165
C20orf94	0.85575
RP1L1	0.076
GPR125	-0.435125
USP22	-0.601142857142857
OR1L4	-1.2715
MLZE	-0.1985
FLJ32065	-0.62625
PTCD1	0.114
CRTAC1	-0.0418333333333333
BXDC2	-1.256
C18orf1	2.50966666666667
FAM107A	1.05221428571429
EFNA3	-0.71625
P18SRP	-0.0713
CAMKK2	0.40075
KIAA0649	-1.0005
NES	-1.19983333333333
HS6ST3	2.178375
PON2	-0.671
TCP11L2	0.366
CLEC4A	2.2525
PRR12	0.9275
MLXIPL	-1.3169
C2orf50	-0.0825
ZNF28	0.39175
ENC1	-0.239166666666667
MAP2K1	-0.6905
FKSG2	0.373
KIAA0430	0.69725
PTP4A1	-1.59416666666667
GPR156	1.815
GTF3C6	-0.64325
UBR2	-0.4954
LOC388272	-0.606
MAK	0.8086
ACOT4	3.538
STC2	0.305833333333333
PIGW	-1.774375
SAE1	-0.10775
COL6A1	1.34418181818182
OAZ1	-0.25
STMN4	0.311333333333333
EDG3	0.181333333333333
SGCE	-0.1495
IL11	-1.7785
PRSS8	2.2345
YIPF5	0.131666666666667
WNT4	4.865
CSN2	0.141333333333333
TCF7	-2.55225
TDO2	2.88925
SAMD9	0.505125
S100A7A	0.663
MMRN1	0.9745
GKAP1	-0.1385
AKR1C3	-2.492375
RNF19A	1.21925
GMDS	-1.345
YKT6	-0.524875
SPARC	1.0977
C12orf31	-0.22625
UBE2V2	0.0615
FBXL18	-0.714666666666667
KIAA0460	1.2215
ADAM22	-0.831375
