Hybridization REF	TCGA-AO-A03L-01A-41R-A056-07
DSC2	2.7055
RBMS2	0.29975
GRIK4	1.3735
TRIM65	-0.0055
TMPRSS6	-0.384571428571429
TP53INP2	0.3495
GLB1L	0.598
LOC388284	-0.2805
PUS1	0.0195
BCL9L	0.139
OLFM1	-0.636916666666667
RET	3.78525
MASTL	-0.663833333333333
ALX3	-0.17175
IL1RL1	0.0468333333333333
ZNF765	-0.7539
C14orf138	-0.5085
SNX10	-0.459666666666667
TAC4	0.1185
C1orf64	4.150125
POGK	0.560875
MAPK9	0.66075
ZNF366	2.869
C8orf79	0.3663
CLDN7	2.91325
OR5AT1	0.71
TRIM37	-1.94775
LRRC25	2.6145
GRHL2	2.6652
TEKT3	1.646
LASS5	-0.363333333333333
ABCC4	-1.47683333333333
DLG3	1.661875
VGLL1	0.596125
ZFP36L2	0.875166666666667
MFRP	0.2235
KIAA1799	-0.45575
FLJ44379	0.6225
PCNX	-0.045
ANXA9	1.3545
CYP4V2	-0.45
PIK3C2A	0.22275
SRR	-0.001
NOL3	-0.5205
IFITM2	1.822
ARNTL2	-2.4675
ZNF595	0.64125
NLRP13	-1.3805
ASPH	-1.559625
CPA2	0.628
PVRIG	-0.705666666666667
LEPR	-1.0245
C16orf42	0.8235
SH3BGRL	1.10775
FAM77D	-0.8875
FNDC7	-0.4685
C9orf6	0.0278333333333333
NOTCH2NL	1.0865
PGBD1	-1.2425
SYNGR2	2.03466666666667
PITPNA	-0.6683125
PRPF4B	-0.362
SLC43A3	-1.89814285714286
NRBP1	0.68325
SLC25A22	0.5515
ILK	0.826
SLC22A8	0.425333333333333
MRPS7	0.782
PITX2	-2.1
FABP3	-1.391625
OR1L1	0.22
LOC728215	-0.357375
BLID	-2.426
KIAA1217	2.57770588235294
TFPT	-0.43225
AP4B1	-0.71125
VBP1	-0.82275
OR1K1	0.3745
MORC3	-0.10725
BHMT2	0.596
C3orf10	-0.07675
FZD7	0.724333333333333
WFDC10A	0.859
PMS2CL	-1.203375
CCDC32	1.13816666666667
FA2H	1.2585
ALG13	0.3285
TTLL7	-0.0855
SPOCK3	0.13875
SLC13A2	0.2145
AIM1	0.73725
GPRC6A	0.269
EGR2	4.74575
MED11	0.2575
WWC1	1.9125
SH3GL3	-3.9595
RIF1	-1.11414285714286
PRLH	0.074
VLDLR	-2.8705
DBT	0.091875
C21orf63	0.4195
CGGBP1	-0.536125
KRTAP12-2	-0.1635
TADA3L	-0.243375
ZBTB16	1.10775
PDGFB	2.225125
RFX1	0.516
UQCRB	-0.0519
LOC133874	-0.607
HPS3	-1.9695
LGALS3BP	2.3149
DKFZP564O0823	4.0385
MRFAP1L1	0.661875
HOXA10	-0.8185
NGB	-0.1175
KIF21A	0.637923076923077
IFLTD1	-0.011
LZTS1	0.0745
ARHGEF3	1.14775
RHBDL3	-1.715
CSNK1G2	-0.0713333333333333
ChGn	-1.531
KIAA1244	1.8155
GABRB2	-0.0475
MGC72080	-0.4745
CD27	3.67
EGLN1	-1.5333
PEX13	0.4975
RWDD3	-0.845
RNF12	-0.384666666666667
GRIN2B	-0.1785
ADAMTS14	-0.483125
DYDC2	0.539666666666667
ATP6AP1	0.7188
NR1H2	0.263333333333333
PDK2	0.1285
C3orf17	-0.2015
SLC38A2	-0.463428571428571
SLC25A29	1.00366666666667
C15orf29	0.613375
ADAM9	-0.504833333333333
TMUB2	0.50525
GPR176	-1.0365
AGK	-0.973
MCCD1	1.028
NDUFA4	-0.87975
TMEM146	0.56525
DUSP1	2.019625
UNQ6975	0.9145
EMX2OS	1.91175
INSM2	0.24425
LUZP4	-1.19075
SETD6	-1.13825
P2RY2	1.957
SLC45A2	-1.2115
RABGAP1	-0.0865
UBXD5	0.023875
GPRC5A	0.2832
PAK3	0.198666666666667
LOC63920	-0.6465
TGFBR1	0.1471
KRTAP6-3	0.44525
SFMBT2	-0.14775
CDC42	0.3555
C11orf35	0.9295
TTLL2	0.8825
UACA	0.491181818181818
CD97	-0.8876
SETD5	-0.352125
NINJ2	0.111
PTER	0.140166666666667
POMGNT1	-0.488
KRTAP4-2	0.155
ECGF1	3.055625
HRB	0.345272727272727
ATP1B2	-0.1907
LOC400506	0.51075
COL4A3BP	0.19875
C6orf97	-0.05375
GRHPR	0.602625
TAS2R1	-0.044
SEMA7A	-0.37525
EDF1	0.15475
ODF2L	0.2288
PCID2	-0.958
GTF2H4	0.034
ZCCHC3	-0.18975
CGB2	-0.00483333333333333
NEUROD1	-0.00025
C20orf75	-0.2595
RP5-1054A22.3	2.46533333333333
IFNA5	-0.421
ZNF134	1.59191666666667
MGC119295	-0.8611
ZSWIM6	-0.245375
SMEK1	0.386
PCGF2	1.2485
C1orf102	1.74775
CYP2A13	0.562
KCNH6	-0.00729999999999997
MDM1	0.5677
ALDH7A1	-0.1745
C9orf75	1.4055
VDAC3	-0.383375
OR51T1	0.274
EIF3F	-0.0184166666666667
KCNJ10	-0.603625
LENG8	0.16175
EDEM2	0.073
CCNJL	-0.808
DHX37	-0.3685
CRYGN	0.978
AATF	-0.496125
ZNF630	0.75325
E2F5	-0.6545
WFDC13	0.035
FTSJ3	0.437833333333333
C4orf33	0.39375
LHFPL4	-2.76125
C19orf56	0.000750000000000001
SMAD4	-0.844125
AFM	-0.6364
G0S2	-1.02625
FCHSD2	-0.2507
RRP1B	-1.3594
EEF1B2	-0.492
STAT6	-0.846833333333333
ZNF195	0.2455
GNL1	-0.677333333333333
ZNRF2	0.308
PER3	0.87325
ASB16	0.1825
C10orf10	1.06285714285714
ADCY8	-3.13783333333333
C9orf58	1.4475
ARMC10	-0.378333333333333
PSG1	-1.371
DHX34	0.23275
VARS2	0.12125
NFIC	0.997
ITPR2	1.465
AGXT2	0.238166666666667
OR6K3	-0.1345
H2AFZ	-0.0606666666666667
MLLT3	0.2555
COX4I2	1.45625
CCNT2	-0.63875
PLK4	-0.741
NUMBL	-0.617333333333333
MED16	0.7695
PLEKHQ1	0.9425
GOSR1	-0.0775555555555556
BTG4	-0.12325
RPL30	0.206833333333333
IGSF5	-0.52
IGFL2	0.673666666666667
ELMOD2	1.3645
SHC3	-1.4935
HAVCR1	0.3435
DYNC2H1	-0.345
RNF5	0.0253333333333333
C2orf7	0.0555
NLF1	1.2995
KLHL25	1.96575
LRP10	1.0496
KRI1	-0.15175
PUS7L	0.3045
MGMT	1.1185
HOXD1	0.119666666666667
CSH1	0.4014
ATG16L2	-1.222
FLJ44635	0.234
CHODL	-0.45675
EXOSC8	-1.32625
SLC28A1	0.0705
MYO7B	-1.01933333333333
SEH1L	-0.805
MTNR1A	0.304833333333333
TSPAN5	-0.0263333333333333
CDC45L	-2.008
AMIGO1	-0.012
ATAD3A	-1.0285
OSGIN2	0.745333333333333
PDIK1L	0.979333333333333
DARC	2.46975
PIPSL	0.2415
SHMT1	-0.623
CRISP3	0.6615
POPDC2	1.83133333333333
ZRANB2	-1.00266666666667
FBXL8	0.764
TRIP13	-0.905545454545454
EIF5AL1	-0.4805
POU5F1P3	-5.12066666666667
IL6	-2.23866666666667
CXorf38	0.0766666666666667
IFNA16	-0.3885
FBXL2	0.913166666666667
BRD1	0.13725
STATH	0.44475
FBXO44	-0.175333333333333
MCCC2	0.281
CDC2	-0.6403
C5orf23	-0.677
IVD	1.371
C10orf122	-1.324
MSL3L1	-0.0504
MVP	1.11325
EPOR	-0.0851
ZMYM1	-0.831833333333333
BCL7C	0.1695
PSTPIP2	0.1532
LYPD1	-1.5315
OR8G5	-0.1755
ZP3	-1.036
BCAS4	1.32366666666667
EDG6	2.33025
ISY1	-0.2505
PRAMEF2	-0.9045
CUL1	-0.653875
RNF213	1.818
CCRK	0.7275
DHX9	-0.110625
C13orf29	-0.92975
NCKAP1	0.407
MRPL43	0.600357142857143
XPR1	-0.0205
PKN2	0.4955
PODNL1	0.8805
ZNF333	0.074625
DALRD3	1.416
OPN1SW	0.4025
BTBD6	0.7085
C11orf82	-1.5585
OR5P3	-0.134
DUSP11	-0.0015
L1CAM	-1.64155555555556
NEK11	2.16066666666667
OR7E91P	0.732
CNTN3	1.3327
CREB3L2	-0.09675
ZBTB37	0.018
KIAA1324L	0.034
NDUFB10	-0.151
NUDT2	0.4605
GTPBP8	0.2215
CACNA1D	0.351875
PRKAA2	1.21216666666667
PRDM8	0.371
MGC16075	-0.630666666666667
KRT14	1.07921428571429
PP8961	0.6825
MRPL18	-0.28125
ABCG2	-2.74025
PACRG	1.4725
BBS2	-0.56675
KREMEN2	-0.184
FBXO21	0.64225
HNRPUL1	0.0795833333333334
GRB10	-1.0695
CLSTN1	0.79075
LMAN2	0.7655
C17orf61	-0.394
NIPSNAP3A	0.3145
INSIG2	-1.37966666666667
PCDHB7	1.33966666666667
STXBP2	1.2625
CMAH	1.38533333333333
SEMA5B	-1.06675
ZNF155	-0.277666666666667
COQ6	0.574333333333333
PRPF4	-0.1095
TSPAN15	3.1436
VN1R5	-0.345
LATS2	0.28775
SELK	-0.22125
PGK2	1.09133333333333
MS4A1	0.105375
TYW3	-1.3901
KRTAP5-1	0.954
RCCD1	-0.537166666666667
BTN1A1	0.01525
DDX28	-0.2305
TMEM65	0.088125
LOC92345	0.29025
TTC31	-0.2465
WDR46	-0.4245
CHP2	-1.64833333333333
LSP1	0.689
ZNF542	-1.16925
EXOSC1	0.116
ARHGAP18	-0.294
LRRTM4	-1.21742857142857
MAOB	1.19125
CACNB4	-1.74875
MGC33846	0.5445
RANBP3L	-0.779875
ATP5L	-0.328125
ONECUT1	-3.253
NUDT9	0.211
TMEM149	0.5335
STX17	0.452
IGSF10	-2.95575
TMPRSS9	-0.1455
BMPR2	1.6435
ALLC	-0.2155
KLF7	0.08275
GCC1	0.3806
TIMM9	-0.03125
CDO1	0.0316666666666667
MGC10701	-1.97116666666667
IFI6	3.36266666666667
FRMD8	0.54375
MGAT2	0.55525
WBP5	-0.98
CNIH2	0.5115
KIAA0907	-1.2335
KCNH8	0.0715
CTSG	-0.74875
GRIK1	-0.24
CUL5	-0.285625
FRMD1	0.672
OR9A4	1.628
SYT6	-1.266875
FOXD4L2	1.20925
ANAPC2	-0.0716666666666667
OPN5	0.5055
TAF13	-0.76175
LYG2	-0.7
GGNBP1	0.099
C11orf40	0.452
OTX2	-1.4225
REG4	-0.890666666666667
EIF5	-0.06725
PALB2	-0.39525
SEPSECS	-0.3366
RNASE3	0.0965
TRIM49	-1.8415
POLR2K	0.2099
GPR42	0.0845
C8B	-3.5895
SASS6	-0.694
PREB	-0.0725
OR3A3	0.6605
TUBA8	1.385
IGLV2-14	0.056
STIL	-1.07875
ANKFN1	-1.22616666666667
NME7	-0.59075
HOXC12	-0.807
UBE2C	-0.00962500000000001
FHOD1	-0.78775
CDK2AP1	0.302916666666667
OR6K2	0.15725
DHPS	-0.161
RPL5	-0.703
TRGV5	0.716
LOC541472	-0.20175
HCCS	-0.1457
DENND1B	2.5065
LHX3	0.317
OR5D16	0.636
CXorf57	-1.27333333333333
IRF2BP1	0.50325
NDST2	0.712
LCE3D	0.1655
BOLL	0.28275
SYT3	-0.7495
PIH1D2	0.01675
C20orf7	-0.307833333333333
IL1R2	-0.364833333333333
SLAMF9	0.6495
PPME1	-0.8365
PIK3CA	0.19325
TRAPPC1	0.117
COLEC10	-0.6635
SLC9A6	-0.858
PDDC1	0.188
CCDC53	0.33575
GK3P	-1.349
DAZL	-1.5225
BRI3	-0.2685
SDK1	-1.33025
CYP2C18	0.554
IFI44L	4.21775
RPL3L	0.2275
FUT9	0.099
KIFC2	-0.853333333333333
PMP2	-0.48875
SLC4A9	-0.3935
PLAG1	-2.45816666666667
MYCBP2	0.141166666666667
OR4E2	0.4335
CCDC65	2.251
C16orf82	-0.337
ENTPD4	-0.338625
BRP44L	-0.6255
PMP22CD	0.1195
TMCO4	0.775833333333333
KCNN1	-0.954
WDR35	-0.0375
CCDC80	2.58875
C3orf31	-1.18575
SLC7A9	-0.2435
TMEM190	1.61375
DBC1	-1.50816666666667
FADS3	-0.852333333333333
PDZD8	0.155333333333333
GRM5	0.494
AZGP1	2.7646
PEX3	-0.441
MED1	0.900714285714286
ATG4C	-1.55616666666667
HNRPH3	-0.650875
FAM109B	2.04325
C4orf17	-0.396
CA10	-0.253
OPRD1	0.209
CCL16	-1.429
SACM1L	-1.258
CST6	4.19975
CD63	1.0856875
LGI1	-1.05433333333333
ZNF784	1.007
CRYBB1	-0.3335
CX3CL1	0.5625
TOP2A	-0.18525
GYPB	-3.9085
GADD45GIP1	-0.116
FEN1	-0.02975
IGF1R	1.0209375
WDR72	-3.9602
PURG	-0.719833333333333
DEFB126	0.21275
PKD1L1	0.4405
CAV1	-2.2427
GNPDA2	0.2804
DGAT2	-0.439625
NLGN1	-4.0355
STRBP	0.945375
HPRT1	-1.0345
FANCI	-0.254125
PSMA7	0.645625
DBF4B	-0.7815
TTF1	0.124
RAD54L	-1.9055
ELOF1	0.583
PLAGL2	-0.391875
ZNF256	1.583
HMGCL	0.10325
MSI2	0.5575
RPESP	0.610166666666667
C11orf60	-0.408
ABCD1	1.1565
ACAA1	-0.363
SPARCL1	5.2955
IL6ST	1.8126
ZNF319	-0.076
TMEM109	0.5993
FAM90A1	-1.30666666666667
IL22RA1	-0.5515
ATP4B	0.675
TEC	-0.812833333333333
C7orf30	-1.415
TXNDC2	-0.49
ABCB4	-0.6
KIAA1191	-0.170125
C9orf38	-0.322
SFTPB	0.362142857142857
CNTNAP2	2.1335
FRK	1.287
TBX19	-0.288
CHD4	0.0695
C6orf26	-2.20083333333333
MOSC2	2.16325
IKBKE	0.765
HIF1A	-2.108
LOC595101	-0.4555
RELA	0.744666666666667
TMEM16B	-1.645
ABHD12B	-2.12325
TSEN34	0.00674999999999999
KIF18A	-1.00325
TXNDC9	0.362833333333333
SPATA2L	0.358
SEMA4G	-1.6395
C21orf91	-0.889875
MATN1	-0.243
KCNIP4	0.0128333333333333
TUSC1	1.278125
OR4C15	0.61925
ARMCX6	0.392416666666667
WBSCR27	-0.420666666666667
OR52I2	0.068
KIAA1604	-0.6035
DYNC1I1	-0.844375
PPP4C	0.755
SLC47A2	-1.76066666666667
TREH	-0.43725
CD48	2.09
ST14	2.11966666666667
PKN1	0.34225
SPON2	2.54325
XBP1	1.5125
SFRS12	-0.706666666666667
EFCAB6	2.054
SELT	0.87725
SLC39A2	1.063
ERF	-0.875833333333333
ARL3	0.58825
SURF6	-0.2588
MLLT10	-0.420523809523809
FLJ11171	0.00166666666666667
TDGF1	-4.73833333333333
ERCC6	-0.35275
EIF2AK4	0.355375
BAZ1A	0.605333333333333
LRRN3	0.101333333333333
TMC3	-0.192
EFTUD1	0.59075
PTPRO	0.664166666666667
CLEC12A	0.717125
ACBD4	0.277375
ZDHHC14	-0.92875
OTUD7B	1.28775
ACTB	0.592375
MSRA	-0.230875
LCE5A	1.3425
IFI35	1.41075
BSCL2	0.741666666666667
ANKRD12	-0.0935
CFHR2	0.45725
RGAG1	-0.416333333333333
HSFY1	-0.9725
SLC30A5	-0.142
IMPG1	0.2835
GPR109A	0.683
ZNF185	-0.29325
IYD	2.74575
NPCDR1	0.0385
SERPINA13	0.141
HMGCLL1	-2.71233333333333
NEUROG1	1.0055
UBQLN1	-0.1244375
LIN37	-0.159
SOCS2	-2.273
DSCR4	-2.18275
XKR6	-1.52775
GPR142	0.6075
KRTAP13-3	-0.0535
CCDC15	-0.894166666666667
MOS	1.1655
CD1E	-1.248
OFCC1	0.305666666666667
FAM83D	0.74175
SRFBP1	-1.30375
C9orf96	0.7645
DHDH	-1.09375
CCDC90A	-0.809
RABL3	0.2543
CD320	-2.2035
ANGEL2	0.06675
MRPL21	0.606
SMG6	0.0126666666666667
INSR	1.373
FLJ14816	-0.7095
GLRB	-1.6345
C9orf89	1.1555
CIZ1	-0.419125
URG4	-0.176666666666667
LRDD	-0.800666666666667
CBY1	0.608166666666667
NFX1	0.468125
MTERFD2	-0.00142857142857143
C19orf23	1.4825
PGC	-2.573625
IER3IP1	0.2094
RASAL2	0.705583333333334
C1orf89	-0.27625
SYNJ1	-0.842375
NFKBIE	0.733
FLJ40125	-1.2845
TCEB2	0.1544
NOG	-2.1115
POLR2J2	-0.830833333333333
HLA-B	1.87
PCDHA1	0.4885
PPP2R2B	-1.53725
ARHGEF17	0.582666666666667
TCF7L2	0.892571428571429
CHD5	-0.400333333333333
ZNF431	0.098625
TBC1D25	-0.395
ZNF800	0.03375
SCUBE2	3.40163636363636
MYCBP	-0.449333333333333
GPX5	0.348
C6orf129	0.0998333333333333
QSER1	-0.358833333333333
ULK2	1.89375
PIGO	1.15883333333333
NRCAM	-2.24542857142857
SLC35E3	0.306375
CSRP2	-1.2215
HYPE	0.39325
MAPK15	-0.184166666666667
MGC14327	-0.031
TIMM13	0.0648333333333333
ZNF462	-1.65975
GBA3	-0.045
TEX13A	-0.1465
MCM6	-0.579333333333333
MTRF1	-1.325
ABCA7	0.2725
EIF4A2	0.4895
ZC3H10	1.2532
RPGR	-0.287166666666667
C20orf94	0.67425
RP1L1	-0.113
GPR125	-0.591857142857143
USP22	0.00735714285714287
OR1L4	-0.09125
MLZE	-0.0835
FLJ32065	1.45775
PTCD1	-0.91525
CRTAC1	0.0818333333333333
BXDC2	-0.686
C18orf1	1.86733333333333
FAM107A	0.808714285714286
EFNA3	-0.97425
P18SRP	-0.3897
CAMKK2	0.891833333333333
KIAA0649	-0.32525
NES	-0.811333333333333
HS6ST3	2.662
PON2	-1.29375
TCP11L2	-0.239
CLEC4A	2.1195
PRR12	0.767
MLXIPL	-1.4865
C2orf50	0.9745
ZNF28	0.5165
ENC1	1.11816666666667
MAP2K1	-0.245125
FKSG2	1.0365
KIAA0430	0.49375
PTP4A1	-1.21633333333333
GPR156	1.3005
GTF3C6	-0.9255
UBR2	0.3809
LOC388272	-0.731
MAK	0.688833333333333
ACOT4	2.98975
STC2	-2.51016666666667
PIGW	-1.010625
SAE1	-0.873125
COL6A1	1.02609090909091
OAZ1	-0.427833333333333
STMN4	1.24366666666667
EDG3	0.723166666666667
SGCE	0.868333333333333
IL11	-1.6675
PRSS8	2.66225
YIPF5	0.907666666666667
WNT4	2.3685
CSN2	-0.0991666666666667
TCF7	-2.385875
TDO2	1.759
SAMD9	1.4351875
S100A7A	-0.251
MMRN1	2.22716666666667
GKAP1	-0.05275
AKR1C3	-2.6535
RNF19A	-0.161
GMDS	-0.186
YKT6	-0.7475
SPARC	1.7537
C12orf31	0.03675
UBE2V2	-0.9915
FBXL18	-0.915833333333333
KIAA0460	0.32325
ADAM22	0.312
SERPINC1	-4.76575
KCTD21	0.61775
MYOHD1	-1.60875
ZNF37A	-0.613
GTF3C1	1.01183333333333
CTSZ	1.35525
PRNPIP	-0.779625
DRD1IP	0.674
NR1I2	-2.81583333333333
ZNF266	-0.00959999999999999
SPAG4L	0.354
COX4NB	-0.87075
SAPS1	0.465333333333333
APOA1	-3.523875
TATDN1	-0.887
C10orf82	-2.798
KPNB1	-0.8665
FOXO3	0.609
CRYBB2	-1.2805
ZBTB5	-0.4715
SLC25A38	0.1125
DCTN2	-0.1305
IFT20	-0.41225
CTHRC1	2.70475
C1orf31	-0.10775
UHRF1	0.4910625
GPC6	-0.52875
C10orf54	1.93725
MCF2L2	-0.316666666666667
WNT9B	0.3065
OLA1	-0.17075
FAM120B	0.41325
TTLL10	0.1265
CYorf15A	-5.071
RELN	-1.93211111111111
SCN2B	0.894666666666667
MFHAS1	-0.43275
NKX3-2	-0.811666666666667
RASGRF2	-0.512
SSBP1	-1.0405
KPNA6	-0.475857142857143
LOC389118	-0.5785
HS3ST4	-1.1096
SUPT7L	-0.42425
FLJ32658	1.6335
IGFBPL1	-0.3335
KIAA1641	-1.2642
SHKBP1	-0.569166666666667
CSF1R	4.48375
NAGK	1.09775
MYL2	1.22425
HIST1H4C	-0.778166666666667
TOMM7	-0.843375
ADAMTSL3	2.8569
TNFSF14	-0.78275
PRRT2	-1.33075
VTA1	-0.582625
AOAH	3.3935
CRISPLD2	1.89471428571429
PNN	-0.8908
TA-NFKBH	-0.3555
ESPN	1.08475
RBM43	-0.084
KIAA1267	-0.189625
DDX3X	0.464333333333333
KIAA1576	-4.7585
PLXDC1	4.03916666666667
FLJ25801	-4.06975
HNRNPL	-0.25375
RUNDC3A	-0.00683333333333332
CASP12	0.751
SH2D5	-1.426875
RPL26L1	0.805
OR51A7	0.317
HDC	3.867
C2orf16	-0.281833333333333
SYTL3	1.61675
GOLGA4	-0.2109375
NOTCH1	-0.332166666666667
ATPAF2	0.2945
ECD	0.055
SSX5	-1.42083333333333
SNAP91	0.20525
OCA2	-4.12625
PNPO	1.09633333333333
DAPK1	0.8785
PINX1	-0.560166666666667
SELENBP1	1.83825
NEK3	-0.746416666666667
TMED4	-0.506571428571429
SSTR4	-0.359
FOSL1	-2.3666
CD40LG	0.962
CES1	-1.099
DCI	0.247166666666667
B3GAT3	0.548
STK17B	-0.1
CNTN6	-0.13575
CYP3A4	-1.55233333333333
MBOAT2	2.66614285714286
PISD	0.24125
USP1	-1.266
PYDC1	2.77316666666667
CENPM	-0.344375
SAR1B	0.851
TTC7B	-0.721375
DP58	-1.3405
GPC1	0.52125
RBL1	-0.034625
TMEM137	-2.4565
TOB1	1.2
TCEAL1	0.908166666666667
CENPF	-1.14863636363636
C6	0.7375
PRSS1	-3.64325
PPIL6	0.105166666666667
C6orf124	-1.318
ODZ4	0.827666666666667
SNCB	-0.039
NDUFB9	-0.371875
CNOT6L	0.566666666666667
S100A9	0.522666666666667
TRIM50	0.019
KCTD1	1.4776
WDR63	0.70675
SPEF2	2.190625
RNGTT	-0.372
CXorf22	0.673
KCNK16	0.19525
CEP250	0.83725
ATPBD1B	-0.34025
KCNJ2	2.87475
MT1B	-1.5915
ZNF684	-1.394
SLC4A1	0.519
PDHA1	-0.58875
ZNF492	-0.11925
TKT	-1.74175
BYSL	0.20725
RNF38	0.1385
AHDC1	0.4965
KLHL2	0.295125
CMTM8	1.591
DMP1	-0.525
HERPUD2	-0.192625
CRTAM	3.1915
ZNF572	-1.42175
TMEM16J	0.083
HSD17B2	-4.02275
UBE2G1	-0.359125
AHSA2	-2.9965
PELI2	-0.4095
TPX2	-0.872625
ATP9B	0.246666666666667
DAZAP1	0.384875
HMGCS2	2.23533333333333
C17orf38	0.682
B9D1	-0.58975
NKX2-5	-1.09383333333333
KIAA1276	0.03
LILRB2	3.274
CSTF1	0.22
BTN2A1	-0.290833333333333
C15orf48	6.7275
IGF2BP3	-4.27525
FAM113B	0.846833333333333
HRG	0.252285714285714
ZNF131	-0.58125
USP47	1.00664285714286
CCDC88B	-1.122375
HCN1	-0.8298
HTN1	0.11225
SYCP3	-0.64625
C13orf23	-0.3045
PAPOLA	0.372125
AATK	-0.5084
MSH3	0.368666666666667
NDUFAB1	-0.39375
ITLN2	-0.8075
BAK1	0.603166666666667
MRPL45	0.610666666666667
MTNR1B	0.221166666666667
LOC645843	null
SPECC1L	-0.121125
PGCP	0.3955
SPN	-0.59975
GPR143	1.04483333333333
ZNF576	0.164333333333333
TMEM39A	0.0938
ATP5D	-0.1555
MAGEB3	-1.0665
RPS5	-0.525666666666667
ANP32E	-2.00057142857143
MTMR1	0.669
YEATS4	-0.8005
SYNGAP1	-0.87525
PCOLCE	-0.0836666666666667
MNS1	1.27925
PCYT2	0.534833333333333
ZNF182	-0.62575
LAX1	1.596375
SPPL2B	0.7268
ELOVL5	-0.1922
PCDHAC1	0.216
B4GALNT1	-1.43966666666667
BLOC1S2	0.512125
ZNF673	-1.0452
ARHGAP21	-0.272
IRX5	3.721375
LRFN5	0.298333333333333
FAM7A1	-1.247
RAB19	0.968
GINS1	-2.035
ITM2B	1.1731
PAPSS2	0.208666666666667
OR5BF1	0.757
ACSL3	0.23025
KIAA1919	-1.08341666666667
GLT8D2	2.81875
UTRN	0.198071428571429
CNN1	1.644
HISPPD2A	0.171666666666667
SDAD1	0.31725
SIGLEC9	1.42216666666667
RPL35	-0.2995
C22orf26	-0.118
IMPDH2	-0.7535
WDR69	-1.29575
SEC14L5	-0.677833333333333
CLTA	0.751
RP11-529I10.4	0.00825000000000001
GPR37L1	0.415833333333333
OGDH	-0.694666666666667
ASB13	0.667833333333333
ZFP14	-0.5185
ZCRB1	-0.0441666666666667
KPNA3	-0.17675
HSPA1L	1.8445
RHOC	1.2085
LOC554175	0.1165
PPP3CA	0.8063
SLC1A7	-0.7749
ZNF529	-1.44983333333333
RBED1	0.22775
DDB2	-0.25225
FLJ11286	1.121
SPATA1	0.269
MKNK1	-0.0295
DYSF	0.943
ALKBH2	-0.824
NKD1	-3.06333333333333
C1orf174	-0.53675
PLEKHO1	1.17983333333333
ASB10	-0.044
RING1	0.0625
NPC2	0.413
AVPR1B	0.2315
YTHDF1	-0.467833333333333
LMAN1L	0.5355
GSG2	-0.851
CEP170	-0.5205
RPS4Y2	-5.4245
MSH6	-0.3955
HECTD2	1.16466666666667
ZNF556	-2.71266666666667
PLEKHC1	-0.6876
AIRE	-0.0558333333333333
BCL2L10	1.94675
LMOD3	0.1092
ZBTB8	0.6973
FOXA2	-3.6221
SLCO2A1	2.591625
C3orf46	0.372
PRDM16	-0.6938
TMEM98	-0.078
FRMD5	-1.317
PDE6C	0.143
C1orf216	-0.2405
EP400	-0.244857142857143
PTK2	-0.411583333333333
RNF217	-0.34825
NDUFA8	0.2865
ZFAT1	0.624
LAMP3	3.015
GLTSCR2	0.549375
NPW	0.226
LLGL2	1.3859
PPM1K	0.630166666666667
C20orf177	0.313
KIR2DL4	0.5936
NFKB2	0.436
C21orf122	-0.559833333333333
HESX1	-0.40875
GPR114	0.864833333333333
SLC25A35	0.351666666666667
GNAT1	0.46625
ORAI3	0.0195
FAM76B	-0.773
TMEM99	0.2481
TRIM29	0.1718
CDS1	2.9735
RHEB	-0.9145
C4orf27	-0.163
RAB3A	-0.052
OTUD6B	-1.46075
GPD1	0.003125
CDH15	-0.857333333333333
NPM1	0.00407142857142861
TMEM117	-0.81725
PRPS2	-1.07266666666667
GCK	0.611
ADRA2A	3.18516666666667
TSPYL4	-0.0326666666666667
TASP1	0.12325
WDR19	0.64675
C10orf38	-1.57925
PDE4C	-0.901166666666667
FYB	0.790818181818182
C1orf55	0.0425
PPFIA3	0.03875
RAD18	-0.94825
C12orf44	0.7005
CRYBA4	0.015
HVCN1	1.20525
TAF10	0.678833333333333
C16orf48	-1.5075
DEPDC5	0.438833333333333
LTBP1	-0.768
MAPRE1	0.22225
FGF8	-0.377
C3orf52	3.655625
SENP7	-0.681166666666667
LRRK2	1.6965
RUNDC2A	0.4325
KIAA0355	0.137666666666667
CPEB1	-1.77525
PPEF2	0.373
ABI2	-0.3385
KIAA0317	0.04025
ATF1	-0.427833333333333
DYNC1H1	0.72525
DIP	0.195
TMEM33	0.470166666666667
POLDIP3	-0.22125
C7orf24	-0.1405
GPR171	3.84425
CDC6	-0.512166666666667
PLD1	-0.7939
ITFG2	-0.6145
NDUFC1	0.4515
AKNA	-0.63575
NBR1	-0.198
PKHD1	0.833875
HPS4	-0.9988
MAFA	1.1455
ULBP3	-0.2625
DIRC1	0.182
IMMT	-1.0345
C22orf13	0.55625
CEL	0.35525
MARK3	-0.0445
ADAMTS2	1.1045
ARPC3	0.662833333333333
TMEM10	0.613285714285714
NPHS1	0.85575
BRD8	0.232833333333333
WDR12	-1.339
IDI2	0.952125
HOXD13	-1.9945
OR8G2	1.11625
SLAIN1	-2.7695
GABRQ	-0.76725
NR2C2	-1.092
NKTR	-1.4133
TLE2	-0.5375
KIAA0892	0.313
AURKA	-0.852909090909091
GPRC5C	1.67583333333333
TBC1D9B	0.14425
PNPLA6	-0.1035
AP3B1	0.5405
NAG	-0.034125
C11orf68	-0.08975
AKR7A3	2.3715
AHCYL1	0.27825
