Hybridization REF	TCGA-BH-A0BM-01A-11R-A056-07
BTNL8	-0.88725
CSTF2	-1.1665
CABP4	0.724
TMEM95	0.5075
HTR1F	-0.4075
SCPEP1	2.001
PRSS12	-1.68825
SLC28A2	-0.245
INHBA	2.666
RP11-298P3.3	0.8045
UGDH	0.429666666666667
SLC36A1	0.095
PLCB1	0.9835
SEPP1	1.34183333333333
SRXN1	-0.26
LOXL2	-0.87825
SERPINA7	-5.15766666666667
LOC201229	2.0645
CHRNA1	0.7225
DENR	-2.2405
RARRES2	1.597
SENP2	-0.162
XPNPEP1	-0.33325
PCGF5	-0.05935
HIST1H1T	0.5355
CDK5RAP1	-1.18125
PRKG1	1.301
RASGRP1	-1.1268
CFI	-2.098
KIR2DL3	0.587
FOXRED2	-1.28757142857143
FABP1	-6.40125
TRIM7	-2.1725
CYP20A1	0.0914545454545455
CYTL1	-2.6685
SORBS1	3.30516666666667
PEA15	2.18378571428571
GUCY1A2	0.415833333333333
ZSWIM2	0.709
PH-4	1.0895
PACSIN1	-0.310125
LOC152586	0.236
UMODL1	-0.0145
KREMEN1	-0.125
FLJ35773	3.432
RFPL4B	0.1185
SNAP23	-0.5115
STXBP6	-2.13025
C6orf115	-0.809
ZBTB33	0.2225
CHST9	-0.175166666666667
MGA	0.3023125
FAM128B	-0.4027
GPR4	4.16933333333333
KIAA1957	0.1425
GSTK1	0.691333333333333
CLCN5	-0.93725
FBXW5	0.0265
FUSIP1	-1.05385714285714
MAG	-0.958
FLT3	1.255
STRA8	0.3685
SERPINB4	-3.8375
JMY	-0.384833333333333
DLK2	-0.0851666666666667
ZNF451	-0.3443
HES6	-2.0965
FGF9	-1.26375
VNN1	-1.19716666666667
SRPK2	-0.2364
ALDH3A1	-1.5585
CDX4	0.303
SPG21	0.008
ZNF302	0.2469
DOK3	0.280125
GRIN1	1.20171428571429
OR1A1	-0.242333333333333
CALU	0.340666666666667
ANKFY1	-0.8715
C9orf84	-0.038
CLEC2L	-0.86825
LIMCH1	2.42683333333333
RWDD1	0.197166666666667
VHLL	-0.43125
SLC18A2	0.5745
UPK3A	0.187666666666667
FIP1L1	-1.03175
LENEP	-0.0696666666666667
RHOB	2.147
RIBC2	-1.01825
GNPNAT1	-0.5689375
TBC1D10C	-0.60975
MMAA	1.741
INTS9	0.38625
HOOK2	-0.37175
CCNG1	-1.36766666666667
CCDC144B	0.616
MTMR7	0.417
NEU4	-0.527
HADH	0.155875
CCKAR	0.146
TMEM173	0.6895
AFAR3	0.091
PTH2R	4.072
IFI30	1.1315
GLUL	2.1448
TMEM71	0.618666666666667
C20orf165	-0.2745
BFAR	-1.048
ZNF14	1.7525
KLHL8	0.219357142857143
PPIL2	-0.135166666666667
CTA-126B4.3	0.657
C5orf37	-1.179625
SLC27A4	-0.220166666666667
KLHL22	-0.80475
GJB2	4.0225
HSPBP1	-0.137625
PRKD1	-0.218333333333333
SOX8	1.24325
KIAA0195	-0.705
MICALCL	4.1005
ICAM1	-0.325125
C10orf126	0.036
SIX4	-0.736625
BCL2L1	0.00540000000000002
CD19	-0.112
RAPGEF3	2.44983333333333
KIAA0974	0.10125
MAPK3	-0.288166666666667
OR10A3	0.216
MAP2K1IP1	0.461
STK4	-0.467055555555556
CHIC2	0.7689
DLX5	0.271166666666667
ZNF367	-2.41525
FBXO41	-0.89225
ADK	-1.06525
hCG_1995786	-0.5275
GTPBP10	-0.391
TGOLN2	1.392125
CTBS	1.23883333333333
FGD1	-0.484
ETS1	-0.358
EDC4	-0.86075
GSTA3	-0.03325
HOXB6	-0.3245
C9orf131	-0.14275
BCAS1	1.714
U2AF1L4	-0.494
PDHA2	0.22
SORD	0.908875
SLC25A33	-1.125
WDHD1	-3.187
OR8K5	0.3715
RNASE11	0.498
STAP2	0.67575
TRIM44	-0.4905
CHCHD8	-0.28375
SIDT2	1.1225
OR2B3	-0.3985
TRRAP	-0.60025
TRAF1	0.35425
RYR2	-2.03825
FAM71B	0.203666666666667
SLC45A4	1.4245
TRIM32	-0.313875
ATP6V1G1	0.65375
TRA16	0.085625
SERHL2	3.12625
PRKY	-1.16416666666667
NPR2	-0.318
TAS2R40	-0.571666666666667
OR5I1	0.467666666666667
ZFYVE26	-0.0151666666666667
WFDC11	0.036
CSH2	0.227
OR2T8	0.0515
TBX20	-0.037
LYPD5	2.856
STOML2	-1.18366666666667
ALPI	0.16
FAT3	-0.062875
ZNF273	-0.430375
NPSR1	0.401
FLAD1	-0.381166666666667
RAB5C	0.468875
TTLL3	-0.881
KIAA1618	-0.1365
NPPC	1.193
ZEB2	1.7469
MRP63	0.657375
WSCD2	-0.0555
NEUROD4	0.72775
SNAPAP	0.18275
MTMR2	-1.00611764705882
STK35	-0.584875
USP48	-0.6325
NR1H4	-3.14825
RASL10A	3.494
SSTR1	-3.62275
C1orf35	0.22525
APOBEC3C	-1.7
RUSC2	0.674833333333333
SALL4	-2.62925
ZCCHC8	0.28525
RAD17	-0.654875
ZNF708	-0.0648333333333333
LILRB5	1.186625
TEX12	0.244
C9orf79	0.09925
ARHGEF1	-0.324666666666667
ABCA4	0.291833333333333
RNF214	-0.4545
PPAPDC2	1.0335
ARID4A	-0.180333333333333
SYCP2	-1.316375
OPRM1	-0.022
RP13-102H20.1	-1.274
CYP26B1	1.44466666666667
APCDD1	2.70016666666667
PCCA	-0.32125
ALS2CR7	-0.0345
AQP5	3.853
YLPM1	0.187
PRKAR1B	-1.3333
IL16	0.262888888888889
TCF3	-1.127875
ZSWIM7	-0.81275
SERPINE1	-2.2253
BAI2	1.43925
SMC5	-0.804785714285714
SMN1	-1.37283333333333
SLC13A5	-2.472625
POU2F3	2.4885
BACH1	-0.611333333333333
GMCL1L	0.082
PPP2R2D	0.674
LRRC51	1.455
EDARADD	-0.2915
LRRC3	0.021
FAM124B	0.597
C20orf70	-0.571
LOC285735	-0.8725
CTBP2	1.7441
ZMYND11	1.6145
CDH23	1.17883333333333
OR1N1	0.037
LOC400590	-0.47775
PDK1	-2.647875
LMTK3	0.6125
USHBP1	1.082875
ZFYVE21	1.5875
hCG_21078	0.436125
OAF	-0.51275
WDR41	-1.1705
SPINK6	-0.61375
GDEP	-0.7785
MEG3	-0.8841
OXSR1	-0.214357142857143
RAD51	-4.10016666666667
RPL13A	1.037
DYRK1A	0.559
FLJ25791	0.67
SARDH	-0.5432
RBBP5	0.157333333333333
ORC2L	-0.911
NCAPH2	-0.877833333333333
RNASET2	-0.4495
WDR79	-1.419
FLJ39779	-0.7495
C3orf1	-0.42225
DDX23	0.0875
MGC40574	0.91625
MORC4	0.991
MYRIP	2.67854545454545
LY6E	-0.12675
SLC39A11	3.36275
ATP12A	-0.00650000000000001
AUP1	-0.409
PIP	7.47775
CORO7	-1.3135
PITPNM3	-0.673
ENPP1	-0.0921666666666667
PPP1R1C	-2.7385
NRBP2	-0.133125
KCNE2	-0.137
P2RX4	1.311
CCND2	-1.3505
OR5T3	-0.1235
CUL4A	-0.199666666666667
CFB	3.616625
PCP4	-2.505
HEMGN	-5.10666666666667
UBIAD1	0.5815
CDC42BPB	-0.0525
CYB561D1	1.453
RIMS2	-1.56242857142857
ZNF488	-1.19225
RNMTL1	-0.15175
SART3	-0.3178
CAPN10	-0.6255
CCR5	3.1395
APOA1BP	0.754833333333333
NDUFS5	0.02125
PDLIM3	2.1157
VPS24	1.0047
SCN8A	-1.49357142857143
C1orf67	-1.7085
MRCL3	0.854666666666667
TMEM145	-0.186
KCTD16	-0.2585
RNF149	1.3985
FDXR	-0.826
CDCP1	2.157
PAX3	-2.5555
LASS4	1.6915
HSD17B8	0.81775
YAP1	-0.348
NNT	-1.74775
SC5DL	0.671125
DKFZp566H0824	-0.9435
KSR2	0.861333333333333
RAD21	-0.108466666666667
ST8SIA2	0.4315
L3MBTL3	-0.454625
SNRPB	-2.41725
MGC14425	-0.01575
MIF	0.250625
TAPT1	0.863375
IRF8	1.0119
PRO0132	-0.0885
HERV-FRD	-0.948
ACD	-1.219
BCL3	2.6185
SPATA13	1.33825
MRLC2	0.6895
F2RL3	0.0385
CFHR3	1.461
DUSP15	1.13283333333333
TMEM46	3.018
SF3B4	-0.389333333333333
MAP7D3	-0.4425
STELLAR	-0.1935
SEMA5A	1.1401
H2BFS	0.29425
LRRC28	-0.315333333333333
MORN2	0.861
XYLB	-0.42
WDR21C	0.403333333333333
HIATL1	0.02825
ADAMTS10	0.587666666666667
WDR55	-0.10025
MFSD5	0.9455
OR4N2	0.461
DUSP16	1.13416666666667
NLGN4Y	-1.70677777777778
INHBC	0.0928333333333333
NUMA1	1.0105
DEFB123	0.14875
GIPC1	0.50925
MGC27348	-0.611
FLJ33590	-0.001
FZD1	1.5462
MKL1	0.7685
SAA2	5.172
C1orf94	-1.6795
C7orf28B	-0.508
TMEM185A	0.52995
ZZZ3	0.2905
C16orf5	-0.9155
GALNAC4S-6ST	1.099
C1orf186	1.48025
IGFBP4	-0.3385
NDUFA10	-0.454166666666667
CLIC2	0.05725
RNF13	0.658
GPR103	-1.50475
CD69	-1.9525
MYOZ1	1.03625
IFNB1	-0.2885
CLNS1A	-0.31
CXorf45	-0.5945
ZXDB	0.6005
FUNDC2	-0.65425
GPA33	-0.75325
C9orf70	-0.20425
SLC2A9	-0.3965
LOC126520	-0.634
MAGEB1	-1.5425
LCE2A	0.151
C18orf34	2.5055
FMNL2	-2.261125
KRT85	0.89925
CRYGA	-0.336
GEM	1.575
THAP6	0.493
ALKBH3	-0.250666666666667
TM6SF2	-0.266
C20orf82	4.16125
RANBP2	0.723
LIG3	0.3716
RETSAT	1.31
OR8S1	0.187
CAST	0.55625
TGFBI	-1.5804
C15orf37	-0.77075
PGM3	-1.1545
SLC4A11	-0.803375
FAM123C	0.119
TAOK1	2.075
CISH	1.754
OGDHL	-3.48575
SPINT2	2.29116666666667
ZNF33A	0.7665
CLDN18	0.4935
RNF128	-0.88275
CCDC71	-0.421
RASSF6	2.21083333333333
HSPG2	0.000999999999999999
ATP6V0E1	1.88175
ABHD6	0.3895
CD274	-0.0345
GCNT1	-0.6185
NT5C1A	-0.4525
TM4SF5	-3.60025
C21orf58	-1.38933333333333
SUCLA2	-0.67775
RFTN2	2.6855
SCNM1	0.113
SLC9A10	0.9075
FUNDC1	0.31175
SLC35F4	-2.399
AMD1	-1.484
COL6A6	3.3725
OR4K2	0.239
TRIB2	-0.0769166666666667
LOC91461	-1.18525
GHSR	0.612
ATP8B1	1.689
C1orf78	2.7065
RNF183	3.57583333333333
STX4	0.1255
TPPP2	-0.115714285714286
MYBPHL	-1.5915
TXNDC6	-0.2489
C9orf47	3.3745
FAM137B	-0.653
FANCB	-2.6285
C11orf9	-1.40575
DPY19L1	-1.4995
VDAC2	-0.703666666666667
VHL	-1.16875
LMBR1	-0.6355
C8orf44	0.00225000000000001
ZPBP	0.70725
FGF23	-1.526
C21orf67	0.8705
PCNT	-0.33875
BCKDHB	-0.2578
GALNTL5	-0.4485
BET1	-0.669375
ARL13A	-1.363
HDAC6	-0.84375
N4BP3	1.77283333333333
OTOP1	0.156666666666667
TTC30A	1.08775
CRISP1	-0.0335
KRT32	2.0655
VSTM1	0.3715
ZNF622	-0.34925
POLR3B	-0.0292
DNAJC10	-0.34625
C12orf54	1.881
ADIPOQ	5.3625
RIT2	0.036
CD44	-0.77405
ABCA3	1.244875
RPS17	-0.53875
FEZF1	0.1715
PCDHB15	-0.297
KCNMA1	-0.0815000000000001
CCDC116	-1.592
C15orf27	-2.32
NARG2	-0.349875
ITGA5	-1.204625
MEFV	0.3755
TUT1	0.062125
LOC541473	-0.53225
NMBR	0.376
GLT1D1	-2.29816666666667
ABCB7	-0.68475
PFKP	-2.22836363636364
C9orf91	1.8803
LRRC41	-0.177166666666667
C1orf85	-0.088
ATP5F1	-0.722125
STOX1	2.7105
GFOD2	0.94875
SLC25A3	-0.079
ZNF646	0.3362
ZAR1	-1.4295
OSTbeta	-2.6055
GALNT3	4.516
IFT122	0.283666666666667
LDB3	0.4529
GARNL1	0.4185
HOMEZ	0.604166666666667
LRRC6	3.2295
ANGPTL5	-1.26525
UBAC1	-0.79575
DLEU7	-0.73975
RPL19	0.3765
TOP1MT	-0.266
LOC643641	0.444625
MBD3L2	0.3805
NTSR1	-0.0388333333333334
WISP2	-0.25975
GPSM2	-2.9
RDH10	-0.007
PRKCG	-0.381
HIST1H4J	1.96
MON1B	0.4537
MLF1IP	-3.15133333333333
ZNF446	0.889375
COL4A5	0.2037
SLC26A1	0.769142857142857
RGN	-1.12025
CCNB1	-3.9945
C9orf165	-0.32975
CCDC28B	-0.768
CCDC97	1.17025
FGR	1.54275
MSRB3	0.9523
EPN2	0.2005
COX15	-0.282166666666667
KCNK6	-0.4539
XK	-4.1025
GDA	-4.45425
HEPH	-1.065875
THRAP3	1.1225
MET	-1.74535714285714
PHYHIP	1.46375
LYAR	-1.39466666666667
ING3	0.0235
AK7	-1.5825
CCT8L2	-0.46725
COPS7A	-0.0798333333333333
WSCD1	-0.89275
RNF185	1.162125
TNS3	-0.2535
KNDC1	-1.2315
RWDD4A	0.259
MED13L	1.1385
ZFYVE1	1.205
C7orf44	-1.72683333333333
MRPL1	-0.2615
STGC3	-1.79325
TEAD1	-0.226166666666667
RPL7A	0.300071428571429
ARL6IP1	0.2185
C1orf178	-0.99
CTAGE5	0.42275
TMEM184A	0.3175
SLC25A14	0.193
CACNG5	0.29625
ATXN10	-0.1035
ECH1	0.9714
CCL22	0.525
CYP2F1	-1.445
GADL1	-0.138
TMEM19	-0.377
RUNX3	-0.173
EFNB1	0.944
LIPN	-0.4895
ACSM3	-4.5665
SIGLEC8	1.0545
ASCC3L1	-0.20875
NOL8	0.063625
RELT	-1.39
Magmas	-0.6745
PPP1R15B	1.0389
C11orf2	0.634
VKORC1	-1.143
MGC26647	0.064
TRPM6	0.391636363636364
UGT2B7	-1.9645
FEV	-0.135
FOXK2	-0.5654
PDCD5	-0.9295
SLC8A1	2.162
DGUOK	-0.8
CLDN16	0.7065
GAGE1	-1.676
RBM17	0.0454
C1QTNF3	0.998625
VGLL3	0.5025
UNQ5830	0.365
CD1A	-3.20383333333333
SCGB1C1	0.1965
SUPT4H1	-0.292875
TRAF5	1.4635
ASAHL	0.72825
FAM73A	1.3195
OR6B1	0.411
WHSC1	-1.988
GFPT2	-0.01775
LOC339809	1.93825
STARD5	0.127833333333333
SIP1	-2.02375
DNAJC15	-0.5275
STAU2	-0.076
FAM98A	-0.233625
RAD23B	0.371375
LRRC33	-0.94425
CHRAC1	-1.3325
C21orf89	0.26325
C19orf43	0.555833333333333
KLK8	0.8965
CCNE1	-3.070125
PKDREJ	1.30833333333333
SSU72	0.16925
C17orf73	0.162
GPR78	2.912
WHSC1L1	0.6978
GSTA2	0.119
SMUG1	0.782
UFM1	1.349
AP3M2	-0.147
USP14	-0.566
FBXL14	1.43316666666667
DSTN	0.83775
SFRS14	-0.6945
FBXO31	-0.654833333333333
C12orf40	0.23625
FRS2	0.43425
NR2E3	-0.158
TUBB2C	-0.3825
GMPR	-1.81166666666667
C9orf139	-0.1715
ING5	-0.0640714285714286
LOC730092	-0.6125
ORM1	-3.7075
RP11-11C5.2	-1.73625
HSPD1	-1.2005
PIWIL3	-0.289
C5orf13	-0.7409
OR5R1	-0.5695
LCOR	0.963125
PLEKHA9	-0.5945
CCDC43	-0.8745
ZNF232	-0.97
SLC6A7	-0.231
ADH5	-0.69925
SHBG	-1.201
CROCCL2	-0.3275
PANX3	-0.179
CDIPT	-0.786
SLC16A5	1.104
TUBB	-1.12775
TOR3A	-0.1679
PREP	-0.749833333333333
ENTPD8	-0.272142857142857
CHMP1B	-0.243
SYT12	0.9156
MYH6	-1.5887
MAP3K13	0.422666666666667
KLHL30	0.0253333333333334
LCMT1	0.234375
EIF1AX	0.353083333333333
FOXD4L1	0.827
SLC24A5	-0.6615
RNF166	-1.5856
TJAP1	-0.19025
TMEM156	-1.18283333333333
ZNF239	1.06425
SNX19	0.7401
GKN1	0.14425
FCN1	1.4387
C1QL1	-1.76375
ATP11C	-0.62725
ZNF35	0.767
CARD8	-0.00749999999999997
LIMD1	-0.8325
KIAA0286	-1.77925
XRN2	-1.49816666666667
CD6	0.016
TOX3	2.63475
ZSCAN4	-1.09883333333333
RSRC1	-0.392
COG1	0.54575
PTRF	1.1529
C16orf35	-0.1855
FBXO24	0.27475
CHST11	-1.351
THRB	0.7782
MYBPC1	4.18325
RNF39	1.9515
PSMD11	-0.73575
ALAD	1.59633333333333
EN1	1.28525
SLC9A9	0.93275
GSTM4	0.3477
CDC42BPA	-0.844157894736842
RCSD1	-0.5675
LUC7L2	0.0111
SPTBN1	1.0371
LOC146167	0.1355
BAT5	0.3698
ZNF452	-0.2975
LSM4	-1.06075
SRP72	-0.8731
SGK269	0.238333333333333
MTX1	0.19125
CENTA1	-0.28775
UNQ9433	0.0885
ATR	-0.255
DDX49	-0.3
PAQR8	-1.0825
C14orf174	0.4355
GBGT1	0.68425
THAP1	0.91425
OR10K1	0.3085
RASIP1	-0.6685
DPYD	-0.1916
DOHH	0.02125
C18orf45	2.1605
POF1B	0.00709999999999998
ZNF552	2.4635
USP32	-1.068125
MED27	-1.106
C14orf149	-1.00683333333333
PRDX4	-1.7795
ABHD12	-0.4548
AGT	-3.82975
SLC22A14	-0.6635
C1orf58	0.8835
PILRA	-0.99125
ABCF2	-0.885875
C17orf85	-0.2967
TKTL1	-0.598
FGF1	2.3647
IL6R	0.183333333333333
VPS25	-0.3095
CHRNB2	0.38125
COL7A1	-2.2676
LRRC48	3.06616666666667
SPG20	2.16658333333333
COX10	-0.81675
GCA	0.6015
ECEL1	-0.866666666666667
GLG1	-0.066
SRD5A2L2	0.23725
MUTYH	-1.355375
ZNF70	0.074
L2HGDH	-1.89625
GPATCH2	0.72475
ZNF655	-0.38
ZNF227	-0.113333333333333
MCOLN2	-0.667833333333333
NQO2	-0.30825
KCNQ5	-0.288
NEU1	0.749
QRICH1	0.2345
ZBTB20	1.7675
RPUSD3	-1.2535
EPGN	-1.2134
TSN	0.215333333333333
SPRY2	-0.901666666666667
LZTFL1	0.808
GMFB	-0.77175
PBEF1	-0.6201
HBG2	-3.5615
TMEM8	-0.91375
PALM2-AKAP2	1.93266666666667
NFYA	-0.33725
FAM108A1	0.7105
PBLD	1.2875
NRG4	-2.247
PIGF	-0.54
PTGER1	-0.46725
NOS2A	-0.128166666666667
C21orf34	1.50116666666667
C21orf51	0.133666666666667
IL17C	-0.715
TRMT6	-0.681166666666667
ETV2	0.4905
CCDC109A	-0.36175
MYLK2	-1.7945
ATP10A	1.2529
DPH4	-0.41275
C5orf5	0.015
KCNA4	1.456
NMNAT2	-0.46
GLYATL2	1.478
LSMD1	0.319875
IL23R	-1.9665
NRF1	-0.75275
MUC15	1.1585
PRDM12	-2.3475
PAQR4	-1.18457142857143
RBBP6	-0.933
IFI27	2.6555
SKAP2	0.5625
TAGAP	1.25325
TJP3	2.407
C9orf61	1.7415
IDS	-0.339142857142857
PARG	-0.4455
LOC131149	-0.0025
DYRK4	0.170333333333333
MICALL1	-1.0195
GALR2	-0.0895
GPBP1L1	0.761875
TBX21	3.40075
KCNJ6	-0.523166666666667
GGN	0.6
CASP5	0.408833333333333
RNF182	-4.152
BRD4	1.05
DOK4	-0.73575
SLC46A2	0.747666666666667
SOX9	3.20525
ZNRD1	-0.392
PRR6	-3.23475
FAU	0.691375
DTNB	0.937833333333333
CARD9	-0.064
STS-1	-1.0155
SLC4A5	0.095875
NSBP1	-0.73675
UGCGL2	-0.779416666666667
POTE15	0.389
NOXA1	0.9855
RP13-347D8.3	1.89575
SAMD10	0.406833333333333
EP400NL	-2.095
TCF21	-0.06125
AMELX	0.0405
JPH2	1.236
SLA	0.86325
DLST	-1.80066666666667
SEPT12	0.7715
RGS20	-3.99575
LXN	0.6925
ZNF419	0.2625
UPK3B	-0.105333333333333
RELL1	1.28675
ESPNL	-0.2955
KLHL21	-0.09625
PI15	1.115
C2orf61	-0.632
LOC407835	-0.585833333333333
RER1	0.26775
ELAVL2	1.329
MGC26718	-0.06925
KLF2	3.03925
TNFAIP8L3	0.07375
TFE3	0.55325
C11orf17	-0.306
15E1.2	-1.69425
SNRPC	-1.1295
DLGAP1	-0.4535
PGLYRP1	0.8905
OVCH2	0.6105
IRF7	1.9404
SET	-0.6268
NAB2	-0.271333333333333
LRP5L	0.08125
FAM120A	0.8896875
ASCL2	0.914
SHH	-0.3735
ATP5H	0.334
THPO	-0.874166666666667
TYRP1	-4.31016666666667
HIST1H3E	0.480166666666667
EIF2S1	-0.451722222222222
TNFRSF17	0.0748333333333333
TARSL2	0.60175
NKX2-8	1.05275
C1orf115	2.9945
LOC56964	0.6285
KIAA0841	-1.505
ISCU	0.261
TTMA	-0.2435
ZNF414	0.369
LOC441150	0.9355
RAB15	1.51575
HBP1	0.636166666666667
TNNT2	-1.38966666666667
CECR5	-1.33875
PHGDH	-2.10475
JRK	-0.103
XPO4	-0.955
FAM131C	1.9005
ARHGAP25	1.24516666666667
CA9	-2.95644444444444
GPR62	0.676833333333333
TLX1	0.168833333333333
GPS1	-0.501
OR2M2	-0.088
BDP1	0.240928571428571
FAM70B	1.7295
RPS29	0.3175
MKLN1	-0.1437
TSPAN19	-1.6545
SLC29A3	0.1854
LGALS4	0.123833333333333
USH2A	0.970166666666667
NF1	0.0835
APOBEC3A	3.24733333333333
IMPAD1	0.225
OLR1	1.26366666666667
NRAP	0.4755
HCFC1R1	1.05666666666667
TAOK2	0.739166666666667
MCM10	-4.33333333333333
MAP4K3	-0.594666666666667
CBS	-2.31725
CLK3	-0.3587
PCDHGA5	-0.0215
ELF4	0.19125
FAM71A	-0.33625
C11orf49	0.2765
CLIP2	-1.016
BTBD9	0.7213
ZNF524	2.5195
KDELR1	0.414333333333333
ZNF509	0.417
NCSTN	1.5345
ZNF533	2.70878571428571
PARP4	-0.165875
GALNT9	-0.756166666666667
NPY	-2.285
BEGAIN	-1.82566666666667
TMEM77	0.589333333333333
FOXRED1	-1.83083333333333
SLC16A2	0.510833333333333
SLC35B1	-1.1145
GK5	-0.393
SDCCAG10	-0.719
C4orf20	-0.2235
SLC9A2	0.07225
ADD1	0.511
TAL2	0.354333333333333
ACLY	0.06825
DNAJC1	2.1045
SOST	-1.8915
USP43	1.62133333333333
CYP4F12	0.93975
FKBP5	1.15325
CHCHD5	0.7761
NUDT22	-0.076
CCDC85B	-0.31
OR51G2	0.677
STRN3	0.456214285714286
TMOD2	0.232
FLI1	0.2725
MAB21L2	0.481666666666667
DGKQ	0.619
VPRBP	0.4375
SCNN1B	-0.6548
ECHDC3	2.131
TMEM106C	-0.3725
CSNK2A2	-0.3895
RPL39	0.2953
HERC3	0.6418
ZBTB47	0.549166666666667
ZNF681	-0.00475
PAGE2	-3.24175
CLIC5	2.85492857142857
RABAC1	1.07575
ZFHX2	1.40325
YPEL1	-0.235
KIAA0776	0.24425
NR1D2	-0.10825
DNAJC4	1.2255
NPNT	4.5054
ZNF677	0.26
ZNF536	-0.624
MEF2B	0.400333333333333
PTPN4	-0.463125
CTCFL	-5.47
STX5	0.309333333333333
CD72	0.26
VEGFA	-0.283473684210526
XRCC1	-0.0728
MAS1L	0.578333333333333
ELL	0.4459
SETBP1	1.27725
CDH11	3.32383333333333
NDC80	-3.95761538461538
DMBX1	-3.008
NRSN1	0.3275
BAT2D1	0.488625
CDS2	0.547666666666667
C1orf212	-0.4055
SENP3	-1.54925
IL1F9	0.056
EEF2K	0.344625
COG8	-0.44325
CEP72	-2.03175
OR1L8	-0.0415
MUS81	-0.698333333333333
PHYH	1.1765
GGT6	1.93116666666667
C22orf23	-0.72725
C13orf33	2.09075
MAPK8IP2	1.2755
NELL2	-0.51575
POU3F2	-2.45416666666667
ALPK1	1.909375
MRPS18C	-0.72425
RPLP2	0.528125
FGF22	-0.51
SPNS1	-0.741833333333333
ZFP1	-0.94775
IL1RAPL1	-0.84025
PCSK9	-2.75933333333333
NKX2-1	0.0949285714285714
C6orf189	1.92575
SP4	-1.0395
SLC11A1	0.862
C21orf25	2.2495
ICAM2	0.880375
SH3GL1	-0.4475
GSK3B	-0.409166666666667
RALB	1.681625
PDXP	-1.8595
GNGT1	-3.240875
KIR2DL1	0.047
TNFAIP3	-0.01225
C6orf32	0.1176
CBLN2	0.4635
PANK3	0.258875
TAAR9	0.763
WDR82	0.406
APOM	-2.960625
TRIP10	0.26325
SPATA16	0.0105
C1orf135	-3.22325
USP51	0.66575
TESK1	1.454
C11orf64	0.212
ZNF611	-0.9145
PDE6G	-0.158
HLA-DQA1	1.395625
GCLC	-0.092125
SEC61A1	-0.0317142857142857
TWSG1	0.0733333333333334
ZMYND10	2.53025
CTDP1	-0.1285
ADAMTS6	0.119666666666667
SLIT1	-1.71625
KRT86	-1.2585
KIAA0574	1.56875
GTPBP2	-0.6185
PQLC3	1.31575
PRRX2	0.1285
C15orf44	-0.245833333333333
MKKS	-0.77225
C11orf10	-0.40575
GPR110	0.035875
CD109	-1.91966666666667
ADCY1	0.0641666666666667
RHBG	-2.98125
TP53I3	-0.619625
SLC22A3	-0.7438
UCP2	-0.29325
FOXG1	-2.491
OR2AG1	0.11
TRIM24	-0.9255
PROC	-2.808375
TAAR6	0.07825
AMTN	-1.036
C10orf47	0.6825
DEPDC1	-4.097
FLJ45557	2.225
ZDHHC17	-0.13625
KIAA1429	0.962833333333333
KCNH1	0.651
VNN3	-0.162625
PSMAL	2.08625
PPARD	0.23375
HFM1	-1.391
YBX1	-1.5605
ZNF695	-2.8765
SCTR	0.483666666666667
DCDC1	-0.331
VPS26B	0.1203
MTF2	-0.4235
ATP6V1F	-0.1135
CCDC94	0.23425
PERF15	0.7515
CCL11	1.82525
LMO7	-0.99725
DCST1	0.661
ADRBK1	-0.14725
CDRT4	-0.170625
ZNF84	-0.1905
HOXD8	1.0495
STARD8	-0.117166666666667
FOXP2	-0.53125
CCDC103	1.24375
POLR3A	-1.0952
GSC	2.60433333333333
ZNF114	-2.1095
HTR7P	0.5105
LALBA	1.1405
RMND5A	-0.353333333333333
PSCD2	-0.11325
ZNF409	0.568
KRTAP1-3	0.6985
MAF1	-0.8945
LOC201725	-1.59966666666667
NRN1	-1.214125
SPAG5	-4.074
DNAH7	2.39083333333333
FLJ43860	0.259
BRCA2	-1.912
ACADM	-0.864
CXXC6	-3.220875
RAGE	-0.752625
CHMP2A	0.85975
FAM8A1	0.0754
GPR21	-0.066
SLC12A3	-2.42483333333333
FVT1	0.966642857142857
ZDHHC7	-0.59175
FLJ44048	0.483666666666667
SLC44A3	2.93566666666667
SDSL	0.391333333333333
MMP8	-1.43775
PLA2G12B	-4.05333333333333
ACY1	-0.33275
MT1E	0.087
OR4K15	0.163
TECTB	0.1045
GPR20	1.090875
IRAK2	-0.44925
RFPL3	-0.521125
MYO9A	0.844
NARG1L	-0.422
BLMH	-0.41375
CCDC3	3.23583333333333
C9orf21	-0.653
KIAA0513	-0.144833333333333
MIER2	0.67675
PNMA2	-1.85975
SH3BP2	0.6188
ANXA10	-2.45075
RTN2	0.4565
TFB1M	-2.4535
PRPH2	2.29075
C14orf133	-0.2365
GOLGB1	0.95225
IRX4	1.48025
NFKBIL1	0.853333333333333
C10orf62	-0.20925
APBB3	-0.30825
RPS10	0.6036
LOC728378	0.196
TLE3	1.606
PSMB7	-0.96125
MESDC1	1.9145
SLC6A1	1.27566666666667
OCLN	1.31633333333333
PTTG3	-3.93066666666667
NAGLU	-0.315
SERTAD4	2.819125
SPRY1	1.9185
FLJ10781	-0.2935
MYSM1	0.797
TRIM4	0.765071428571429
SH3YL1	1.52225
TREM2	4.16566666666667
SERPINI1	2.489
HDHD3	0.968625
TMEM38A	0.129
EID2B	-0.73725
TDRD3	0.315666666666667
SEDLP	0.22425
