Hybridization REF	TCGA-BH-A0HF-01A-11R-A056-07
UROD	-0.4335
ARL9	0.38
PDE2A	-0.228333333333333
TUBB2A	-0.313166666666667
RPL36	-0.663666666666667
ASPM	-2.79114285714286
RBCK1	-0.346
AFF2	-0.365333333333333
STARD6	0.195333333333333
ZDHHC8	0.692
EXOD1	-1.9572
PLXNA2	1.29958333333333
ACTL6B	0.641666666666667
ANKRD41	-1.488
IL2RA	1.931625
PNRC2	0.6535
DENND2C	-0.1505
STXBP5L	-1.672
TBCC	0.261
NSF	-0.0966666666666667
KCNJ1	0.131166666666667
KIF2B	0.22325
KRT73	0.1205
C7orf47	-0.4
NFASC	0.192166666666667
SFRS15	-0.18225
CLCA4	0.402
ZNF597	0.722333333333333
SCGB1D1	5.143
LONRF3	-1.54275
OR2J3	0.1005
SMURF1	-0.247
C14orf102	0.37
HNRPDL	-0.4698
ANKRD39	-0.04175
BTNL8	-1.05625
CSTF2	-0.50875
CABP4	0.854
TMEM95	0.5395
HTR1F	0.065
SCPEP1	0.8275
PRSS12	-1.997375
SLC28A2	-0.4
INHBA	2.73683333333333
RP11-298P3.3	-0.35825
UGDH	0.493333333333333
SLC36A1	0.1295
PLCB1	-1.23566666666667
SEPP1	0.631833333333333
SRXN1	0.0155
LOXL2	0.28825
SERPINA7	-5.44366666666667
LOC201229	1.00925
CHRNA1	0.99125
DENR	-1.17933333333333
RARRES2	2.1045
SENP2	-0.11
XPNPEP1	-0.09825
PCGF5	-0.17735
HIST1H1T	-0.812
CDK5RAP1	-0.4105
PRKG1	1.37671428571429
RASGRP1	1.4731
CFI	-1.25583333333333
KIR2DL3	0.8795
FOXRED2	-1.17185714285714
FABP1	-6.46825
TRIM7	-1.79325
CYP20A1	0.178818181818182
CYTL1	-1.88425
SORBS1	2.07925
PEA15	1.00085714285714
GUCY1A2	1.1755
ZSWIM2	-0.401
PH-4	0.7825
PACSIN1	-0.495
LOC152586	-0.2555
UMODL1	-1.278
KREMEN1	0.197375
FLJ35773	4.882
RFPL4B	-0.14475
SNAP23	-0.22325
STXBP6	-2.32025
C6orf115	0.405
ZBTB33	0.14625
CHST9	-2.4245
MGA	-0.14
FAM128B	-0.0217
GPR4	4.21083333333333
KIAA1957	-0.30025
GSTK1	0.948833333333333
CLCN5	-0.17475
FBXW5	0.04575
FUSIP1	-1.11021428571429
MAG	-0.3375
FLT3	3.17116666666667
STRA8	-0.1445
SERPINB4	-3.611
JMY	-0.125833333333333
DLK2	-0.638166666666667
ZNF451	-0.4354
HES6	-1.10025
FGF9	-1.59125
VNN1	-1.1245
SRPK2	0.2742
ALDH3A1	-2.43183333333333
CDX4	0.3385
SPG21	0.12175
ZNF302	-0.1742
DOK3	1.185375
GRIN1	1.20207142857143
OR1A1	0.1475
CALU	0.701
ANKFY1	-0.8215
C9orf84	1.106
CLEC2L	-0.1775
LIMCH1	1.65066666666667
RWDD1	0.376666666666667
VHLL	-0.3075
SLC18A2	0.0475
UPK3A	-1.19116666666667
FIP1L1	-1.19725
LENEP	-0.229333333333333
RHOB	1.5115
RIBC2	-0.051
GNPNAT1	-0.42775
TBC1D10C	-0.296
MMAA	1.373
INTS9	0.07275
HOOK2	-0.29475
CCNG1	-1.18933333333333
CCDC144B	-0.6125
MTMR7	0.52
NEU4	-2.77983333333333
HADH	-0.024125
CCKAR	-0.371
TMEM173	1.2045
AFAR3	0.89975
PTH2R	1.627375
IFI30	2.00125
GLUL	2.1658
TMEM71	0.0888333333333333
C20orf165	-0.15225
BFAR	-0.634625
ZNF14	1.14775
KLHL8	0.0153571428571429
PPIL2	-0.382333333333333
CTA-126B4.3	0.461
C5orf37	-0.73725
SLC27A4	1.06716666666667
KLHL22	-0.486
GJB2	4.7738
HSPBP1	-0.11225
PRKD1	-0.302666666666667
SOX8	0.49125
KIAA0195	-1.0135
MICALCL	2.81716666666667
ICAM1	-0.29675
C10orf126	0.248
SIX4	-0.418875
BCL2L1	-0.2123
CD19	-0.130666666666667
RAPGEF3	1.90166666666667
KIAA0974	-0.24875
MAPK3	-0.444666666666667
OR10A3	0.68
MAP2K1IP1	0.3605
STK4	-0.424888888888889
CHIC2	0.5428
DLX5	0.163166666666667
ZNF367	-0.88325
FBXO41	-0.65575
ADK	-0.680875
hCG_1995786	-0.344
GTPBP10	-0.600125
TGOLN2	1.056625
CTBS	1.349
FGD1	-0.379
ETS1	-0.094
EDC4	0.09025
GSTA3	-0.577
HOXB6	-0.585333333333333
C9orf131	0.1445
BCAS1	1.20075
U2AF1L4	-0.583
PDHA2	0.204
SORD	0.927125
SLC25A33	-0.31
WDHD1	-2.64575
OR8K5	0.505
RNASE11	0.256
STAP2	0.0735
TRIM44	-0.3651
CHCHD8	-0.22125
SIDT2	0.668666666666667
OR2B3	-0.4825
TRRAP	-1.04925
TRAF1	-0.217916666666667
RYR2	-0.92625
FAM71B	0.253166666666667
SLC45A4	0.92675
TRIM32	0.34125
ATP6V1G1	0.67225
TRA16	-0.290625
SERHL2	1.37225
PRKY	-1.48483333333333
NPR2	-0.26675
TAS2R40	-0.62675
OR5I1	0.649833333333333
ZFYVE26	-0.07
WFDC11	-1.2145
CSH2	0.015
OR2T8	-0.499666666666667
TBX20	-0.0705
LYPD5	3.16366666666667
STOML2	-0.841166666666667
ALPI	0.240375
FAT3	0.403125
ZNF273	-1.035875
NPSR1	0.3425
FLAD1	-0.0313333333333333
RAB5C	-0.104625
TTLL3	-1.623875
KIAA1618	-0.468333333333333
NPPC	-0.7145
ZEB2	1.6724
MRP63	-0.368875
WSCD2	-0.55725
NEUROD4	0.217333333333333
SNAPAP	0.07
MTMR2	-1.12547058823529
STK35	-0.596375
USP48	-0.709625
NR1H4	-2.932
RASL10A	1.526
SSTR1	-3.08525
C1orf35	-0.62725
APOBEC3C	-1.74975
RUSC2	0.383
SALL4	-2.239
ZCCHC8	-0.56425
RAD17	-0.680875
ZNF708	-0.608833333333333
LILRB5	1.98625
TEX12	-0.5655
C9orf79	0.0535
ARHGEF1	-0.1465
ABCA4	0.995166666666667
RNF214	-1.2885
PPAPDC2	0.98875
ARID4A	-0.121166666666667
SYCP2	-0.86175
OPRM1	0.099
RP13-102H20.1	-3.622
CYP26B1	0.639
APCDD1	2.14816666666667
PCCA	-1.0195
ALS2CR7	0.4535
AQP5	2.65616666666667
YLPM1	-0.167125
PRKAR1B	-0.8847
IL16	0.9839
TCF3	-1.4755
ZSWIM7	0.15325
SERPINE1	-0.8977
BAI2	2.40725
SMC5	-0.761071428571429
SMN1	-1.75266666666667
SLC13A5	-2.384625
POU2F3	1.0435
BACH1	-0.424
GMCL1L	0.0286666666666666
PPP2R2D	0.291375
LRRC51	1.6795
EDARADD	-0.6095
LRRC3	-0.233
FAM124B	1.069
C20orf70	-0.00549999999999998
LOC285735	-1.03825
CTBP2	1.2379
ZMYND11	1.485875
CDH23	2.02866666666667
OR1N1	1.1085
LOC400590	-0.925
PDK1	-1.85975
LMTK3	0.586
USHBP1	1.6590625
ZFYVE21	0.7865
hCG_21078	0.590125
OAF	-0.289125
WDR41	-0.47125
SPINK6	-1.21475
GDEP	0.0565
MEG3	-0.617
OXSR1	-0.0257142857142857
RAD51	-2.28283333333333
RPL13A	0.73275
DYRK1A	0.4632
FLJ25791	0.64325
SARDH	0.2071
RBBP5	-0.355833333333333
ORC2L	-1.0615
NCAPH2	-0.337
RNASET2	0.3095
WDR79	-0.923333333333333
FLJ39779	0.0575
C3orf1	-0.36375
DDX23	-0.1045
MGC40574	1.0195
MORC4	0.6715
MYRIP	2.48909090909091
LY6E	0.362625
SLC39A11	0.755875
ATP12A	-0.547
AUP1	0.009
PIP	6.891
CORO7	-0.5345
PITPNM3	-0.923
ENPP1	0.794333333333333
PPP1R1C	-2.79316666666667
NRBP2	-1.043875
KCNE2	-0.5585
P2RX4	2.34525
CCND2	-1.27942857142857
OR5T3	-0.227
CUL4A	-0.5605
CFB	3.76125
PCP4	-3.244
HEMGN	-5.2405
UBIAD1	0.1665
CDC42BPB	-0.1401
CYB561D1	2.2755
RIMS2	-0.98075
ZNF488	-1.264
RNMTL1	0.35425
SART3	-0.2615
CAPN10	-0.952642857142857
CCR5	4.07233333333333
APOA1BP	0.358833333333333
NDUFS5	-0.24325
PDLIM3	1.7463
VPS24	0.8393
SCN8A	-1.288
C1orf67	-2.13866666666667
MRCL3	1.01483333333333
TMEM145	-0.63875
KCTD16	-0.1575
RNF149	1.3775
FDXR	-0.96725
CDCP1	2.29133333333333
PAX3	-2.643
LASS4	1.6575
HSD17B8	0.42075
YAP1	-0.927875
NNT	-1.36
SC5DL	0.032875
DKFZp566H0824	-0.2715
KSR2	-0.247
RAD21	-0.342466666666667
ST8SIA2	0.76225
L3MBTL3	0.16675
SNRPB	-1.955
MGC14425	-0.201
MIF	0.069875
TAPT1	0.951375
IRF8	2.0955
PRO0132	1.7255
HERV-FRD	0.1315
ACD	-0.704666666666667
BCL3	2.1405
SPATA13	0.993
MRLC2	0.73225
F2RL3	0.345875
CFHR3	2.4905
DUSP15	1.29166666666667
TMEM46	0.925833333333333
SF3B4	-0.523333333333333
MAP7D3	-0.56875
STELLAR	-0.8995
SEMA5A	0.4879
H2BFS	-0.906
LRRC28	-1.01933333333333
MORN2	0.7475
XYLB	-0.7995
WDR21C	-0.05575
HIATL1	-0.20775
ADAMTS10	1.10416666666667
WDR55	0.4125
MFSD5	0.825333333333333
OR4N2	0.3775
DUSP16	1.52655555555556
NLGN4Y	-2.0439
INHBC	0.277083333333333
NUMA1	1.058
DEFB123	-0.197
GIPC1	-0.173
MGC27348	-0.8185
FLJ33590	0.589
FZD1	2.0495
MKL1	0.9765
SAA2	3.988
C1orf94	-1.7795
C7orf28B	-0.222
TMEM185A	0.44025
ZZZ3	-0.083
C16orf5	-0.857166666666667
GALNAC4S-6ST	1.3285
C1orf186	2.03925
IGFBP4	1.4605
NDUFA10	-0.00883333333333333
CLIC2	0.22625
RNF13	0.293
GPR103	-1.32125
CD69	-2.548
MYOZ1	1.7035
IFNB1	-0.561
CLNS1A	-0.234
CXorf45	-0.764
ZXDB	0.797
FUNDC2	0.15525
GPA33	-0.395375
C9orf70	0.39125
SLC2A9	0.128875
LOC126520	-0.7135
MAGEB1	-1.79225
LCE2A	-0.278
C18orf34	3.2375
FMNL2	-1.895875
KRT85	0.7165
CRYGA	0.084
GEM	0.8705
THAP6	0.3176
ALKBH3	0.13
TM6SF2	-0.04975
C20orf82	2.42
RANBP2	0.468833333333333
LIG3	0.3398
RETSAT	0.886
OR8S1	0.477
CAST	0.17525
TGFBI	0.3193
C15orf37	-0.133
PGM3	-0.4635
SLC4A11	-1.276875
FAM123C	0.108166666666667
TAOK1	1.31075
CISH	0.8395
OGDHL	-2.85025
SPINT2	2.37516666666667
ZNF33A	0.3195
CLDN18	0.0973333333333333
RNF128	-0.472375
CCDC71	-0.555
RASSF6	1.394
HSPG2	1.0855
ATP6V0E1	1.557125
ABHD6	-0.0875
CD274	0.2975
GCNT1	0.54075
NT5C1A	0.054
TM4SF5	-3.8235
C21orf58	-1.10316666666667
SUCLA2	-1.2945
RFTN2	2.47825
SCNM1	-0.314875
SLC9A10	0.3385
FUNDC1	0.3355
SLC35F4	-2.66275
AMD1	-0.8785
COL6A6	5.01875
OR4K2	-0.2535
TRIB2	-0.953083333333333
LOC91461	-1.47875
GHSR	0.6485
ATP8B1	1.506625
C1orf78	3.4165
RNF183	-1.55766666666667
STX4	0.3529
TPPP2	-0.421875
MYBPHL	-1.804
TXNDC6	-0.1429
C9orf47	4.4025
FAM137B	-0.111
FANCB	-2.38925
C11orf9	-1.51925
DPY19L1	-0.96225
VDAC2	-0.741666666666667
VHL	-0.37575
LMBR1	-0.245625
C8orf44	-0.644
ZPBP	1.5005
FGF23	-2.68275
C21orf67	0.99375
PCNT	-0.671375
BCKDHB	0.5261
GALNTL5	0.24725
BET1	-0.75075
ARL13A	0.1615
HDAC6	-0.63075
N4BP3	0.935166666666667
OTOP1	0.275833333333333
TTC30A	1.99675
CRISP1	-1.1385
KRT32	0.496
VSTM1	0.119
ZNF622	0.063
POLR3B	0.1345
DNAJC10	0.159375
C12orf54	2.1605
ADIPOQ	3.90583333333333
RIT2	0.00425
CD44	0.42415
ABCA3	0.909375
RPS17	-0.8875
FEZF1	-0.028
PCDHB15	-0.39975
KCNMA1	0.925772727272727
CCDC116	-2.221
C15orf27	-2.4045
NARG2	-0.434375
ITGA5	-0.3555
MEFV	1.0395
TUT1	0.112
LOC541473	-0.1195
NMBR	0.209
GLT1D1	-2.2705
ABCB7	-0.5735
PFKP	-2.32863636363636
C9orf91	1.3819
LRRC41	0.472833333333333
C1orf85	0.165333333333333
ATP5F1	-0.304625
STOX1	2.0725
GFOD2	1.35275
SLC25A3	-0.07725
ZNF646	-0.1303
ZAR1	-0.5725
OSTbeta	-2.13975
GALNT3	1.121
IFT122	0.502833333333333
LDB3	0.1563
GARNL1	-0.257785714285714
HOMEZ	0.202
LRRC6	3.0665
ANGPTL5	-1.866
UBAC1	-0.859
DLEU7	-0.7825
RPL19	-0.037875
TOP1MT	-0.666
LOC643641	-0.210375
MBD3L2	0.392
NTSR1	0.5405
WISP2	0.16775
GPSM2	-1.295375
RDH10	-0.0766
PRKCG	-0.325
HIST1H4J	2.1445
MON1B	0.8278
MLF1IP	-1.3125
ZNF446	1.070125
COL4A5	0.4844
SLC26A1	0.857285714285714
RGN	-2.05475
CCNB1	-2.5985
C9orf165	0.08625
CCDC28B	-0.73075
CCDC97	1.03075
FGR	2.73225
MSRB3	1.2035
EPN2	-0.389
COX15	-0.0175
KCNK6	-0.5033
XK	-3.97625
GDA	-4.471
HEPH	-0.1985
THRAP3	1.0345
MET	-2.02228571428571
PHYHIP	1.19275
LYAR	-1.732
ING3	0.5195
AK7	-1.27725
CCT8L2	0.293375
COPS7A	-0.103666666666667
WSCD1	-0.386
RNF185	0.959875
TNS3	0.49475
KNDC1	-0.631833333333333
RWDD4A	-0.0891666666666667
MED13L	0.8484
ZFYVE1	0.707
C7orf44	-1.0085
MRPL1	-0.0205
STGC3	-1.053
TEAD1	-0.0125
RPL7A	-0.137428571428571
ARL6IP1	0.397
C1orf178	-1.275
CTAGE5	0.10375
TMEM184A	0.225333333333333
SLC25A14	0.205
CACNG5	0.17075
ATXN10	0.1936
ECH1	0.6126
CCL22	0.708
CYP2F1	-1.88516666666667
GADL1	0.0315
TMEM19	-0.5379
RUNX3	-0.045
EFNB1	0.817666666666667
LIPN	-0.2575
ACSM3	-4.3155
SIGLEC8	1.1375
ASCC3L1	-0.01325
NOL8	-0.358
RELT	-1.02333333333333
Magmas	-1.19175
PPP1R15B	-0.04
C11orf2	0.6525
VKORC1	-0.595333333333333
MGC26647	-0.01725
TRPM6	0.52025
UGT2B7	-0.468666666666667
FEV	-1.0095
FOXK2	-0.3865
PDCD5	-1.24433333333333
SLC8A1	2.69
DGUOK	-0.931666666666667
CLDN16	0.515
GAGE1	-1.7945
RBM17	-0.3326
C1QTNF3	1.884125
VGLL3	0.441333333333333
UNQ5830	-0.2285
CD1A	-0.839833333333333
SCGB1C1	1.17
SUPT4H1	-0.606875
TRAF5	0.70975
ASAHL	0.761
FAM73A	1.9235
OR6B1	0.4365
WHSC1	-1.6236
GFPT2	0.72
LOC339809	2.11225
STARD5	-0.0735000000000001
SIP1	-1.4875
DNAJC15	-1.2195
STAU2	0.4498125
FAM98A	0.10575
RAD23B	0.1071875
LRRC33	-0.658
CHRAC1	-0.79375
C21orf89	0.034
C19orf43	-0.220833333333333
KLK8	0.1275
CCNE1	-2.368125
PKDREJ	0.369833333333333
SSU72	-0.1075
C17orf73	-0.27
GPR78	2.6605
WHSC1L1	0.5776
GSTA2	-1.36275
SMUG1	0.0811666666666667
UFM1	0.9751
AP3M2	-0.229166666666667
USP14	0.1265
FBXL14	0.845666666666667
DSTN	1.24075
SFRS14	-0.87375
FBXO31	-0.135
C12orf40	0.549
FRS2	1.488
NR2E3	1.10125
TUBB2C	0.116
GMPR	-0.951
C9orf139	-0.1075
ING5	-0.180857142857143
LOC730092	-0.895833333333333
ORM1	-4.3605
RP11-11C5.2	-1.6445
HSPD1	-1.2709
PIWIL3	0.017
C5orf13	-0.1701
OR5R1	0.061
LCOR	0.969125
PLEKHA9	-0.5325
CCDC43	-1.3405
ZNF232	-0.74775
SLC6A7	-1.2665
ADH5	-0.337916666666667
SHBG	-1.164
CROCCL2	-0.6525
PANX3	0.2715
CDIPT	-0.353
SLC16A5	1.55625
TUBB	-0.4110625
TOR3A	-0.0634
PREP	-0.231
ENTPD8	-0.296571428571429
CHMP1B	-0.11875
SYT12	1.6958
MYH6	-1.8147
MAP3K13	0.887666666666667
KLHL30	-0.141166666666667
LCMT1	0.29025
EIF1AX	0.0148333333333333
FOXD4L1	1.983
SLC24A5	-1.6265
RNF166	-0.6304
TJAP1	-0.5525
TMEM156	-0.9395
ZNF239	1.221
SNX19	0.4594
GKN1	0.246
FCN1	2.569
C1QL1	-1.569
ATP11C	-0.439125
ZNF35	1.253
CARD8	0.2
LIMD1	-0.7265
KIAA0286	-1.700875
XRN2	-0.609833333333333
CD6	-0.0303333333333333
TOX3	0.308375
ZSCAN4	-0.898
RSRC1	-0.559625
COG1	0.516
PTRF	1.4577
C16orf35	-0.28975
FBXO24	-0.82225
CHST11	-0.12175
THRB	0.1276
MYBPC1	2.168
RNF39	1.26133333333333
PSMD11	-0.61375
ALAD	1.1465
EN1	1.87025
SLC9A9	0.532
GSTM4	0.1299
CDC42BPA	-0.0938421052631579
RCSD1	-0.362
LUC7L2	-0.8471
SPTBN1	0.4776
LOC146167	0.128
BAT5	0.8158
ZNF452	-1.118375
LSM4	-0.665375
SRP72	-0.2516
SGK269	0.128583333333333
MTX1	0.16525
CENTA1	-0.29325
UNQ9433	-0.0795
ATR	-0.30375
DDX49	-0.0468333333333333
PAQR8	-0.825166666666667
C14orf174	0.72775
GBGT1	0.422
THAP1	0.69175
OR10K1	1.8295
RASIP1	-0.428
DPYD	-0.046
DOHH	-0.403
C18orf45	2.65
POF1B	0.8801
ZNF552	4.03275
USP32	-1.3345
MED27	-0.5845
C14orf149	-0.721666666666667
PRDX4	-0.852
ABHD12	0.1097
AGT	-3.20075
SLC22A14	-0.5535
C1orf58	-0.0375
PILRA	-1.06425
ABCF2	-0.57425
C17orf85	0.3672
TKTL1	-0.4075
FGF1	2.3952
IL6R	0.61
VPS25	-0.40425
CHRNB2	0.16225
COL7A1	-1.4448
LRRC48	2.88816666666667
SPG20	0.17175
COX10	-0.17725
GCA	0.84775
ECEL1	-0.676666666666667
GLG1	0.374833333333333
SRD5A2L2	0.071
MUTYH	-1.0035
ZNF70	0.01375
L2HGDH	-1.871
GPATCH2	0.95625
ZNF655	-0.03975
ZNF227	-0.348
MCOLN2	0.304333333333333
NQO2	0.128
KCNQ5	0.1005
NEU1	0.655833333333333
QRICH1	0.19125
ZBTB20	1.4085
RPUSD3	-1.01725
EPGN	-1.73083333333333
TSN	0.472083333333333
SPRY2	-1.44883333333333
LZTFL1	0.83575
GMFB	0.042
PBEF1	-1.0896
HBG2	-2.6065
TMEM8	-0.30275
PALM2-AKAP2	1.121
NFYA	0.22725
FAM108A1	0.346875
PBLD	2.366875
NRG4	-3.074
PIGF	-0.7135
PTGER1	0.4795
NOS2A	0.836833333333333
C21orf34	0.601333333333333
C21orf51	-0.414083333333333
IL17C	-0.466
TRMT6	-0.744666666666666
ETV2	-0.170833333333333
CCDC109A	-0.0065
MYLK2	-0.8415
ATP10A	1.429
DPH4	-0.19725
C5orf5	0.0426666666666667
KCNA4	-0.100166666666667
NMNAT2	-0.552166666666667
GLYATL2	-0.3205
LSMD1	-0.296
IL23R	-2.431
NRF1	-0.3015
MUC15	-1.307
PRDM12	-2.2325
PAQR4	-0.3755
RBBP6	-1.4266875
IFI27	3.19225
SKAP2	0.592166666666667
TAGAP	1.603875
TJP3	1.563
C9orf61	1.105
IDS	-0.160214285714286
PARG	-0.119
LOC131149	0.228
DYRK4	0.224833333333333
MICALL1	-0.286
GALR2	-0.1685
GPBP1L1	0.3045
TBX21	3.3695
KCNJ6	0.699166666666667
GGN	0.5805
CASP5	0.1785
RNF182	-4.4745
BRD4	0.78425
DOK4	-0.42875
SLC46A2	2.65683333333333
SOX9	1.559
ZNRD1	-0.7185
PRR6	-1.83675
FAU	0.053875
DTNB	1.55583333333333
CARD9	0.537
STS-1	0.410666666666667
SLC4A5	-0.080375
NSBP1	-0.8865
UGCGL2	-1.00583333333333
POTE15	-0.3055
NOXA1	0.5335
RP13-347D8.3	1.77175
SAMD10	0.24
EP400NL	-0.7035
TCF21	-0.05775
AMELX	-0.171
JPH2	0.56
SLA	1.97125
DLST	-1.97716666666667
SEPT12	0.1925
RGS20	-3.903
LXN	0.798833333333333
ZNF419	0.06275
UPK3B	-0.0236666666666667
RELL1	2.06225
ESPNL	1.08
KLHL21	-0.35125
PI15	0.3555
C2orf61	0.0345
LOC407835	-0.526666666666667
RER1	0.393083333333333
ELAVL2	0.6015
MGC26718	-0.73075
KLF2	2.80025
TNFAIP8L3	1.92541666666667
TFE3	0.58425
C11orf17	-0.23475
15E1.2	-1.48375
SNRPC	-0.997
DLGAP1	1.59525
PGLYRP1	0.193
OVCH2	0.0945
IRF7	1.7059
SET	-0.0558
NAB2	-0.135
LRP5L	-0.079
FAM120A	0.7821875
ASCL2	0.4315
SHH	0.1305
ATP5H	0.0231666666666667
THPO	-0.499833333333333
TYRP1	-4.01433333333333
HIST1H3E	0.253666666666667
EIF2S1	-0.264722222222222
TNFRSF17	-0.962166666666667
TARSL2	0.353
NKX2-8	1.12125
C1orf115	2.103125
LOC56964	0.794
KIAA0841	-1.69075
ISCU	-0.202
TTMA	-0.844
ZNF414	0.0735
LOC441150	1.2555
RAB15	0.8175
HBP1	0.917166666666667
TNNT2	-2.03183333333333
CECR5	-0.43825
PHGDH	-1.75125
JRK	-0.0356
XPO4	-1.174125
FAM131C	2.195
ARHGAP25	1.57983333333333
CA9	-2.95111111111111
GPR62	0.924
TLX1	0.2675
GPS1	0.0985
OR2M2	-0.4795
BDP1	0.162857142857143
FAM70B	1.6695
RPS29	0.176166666666667
MKLN1	-0.3978
TSPAN19	-2.1115
SLC29A3	2.1372
LGALS4	-0.748166666666667
USH2A	0.461833333333333
NF1	-0.207666666666667
APOBEC3A	0.964333333333334
IMPAD1	0.6125
OLR1	3.43566666666667
NRAP	0.184
HCFC1R1	0.637666666666667
TAOK2	0.266
MCM10	-2.954
MAP4K3	0.032
CBS	-2.098125
CLK3	-0.5333
PCDHGA5	0.4735
ELF4	0.156125
FAM71A	-0.6645
C11orf49	0.16525
CLIP2	-0.5745
BTBD9	1.1925
ZNF524	1.6755
KDELR1	0.432333333333333
ZNF509	-0.184
NCSTN	0.7465
ZNF533	1.0695
PARP4	-0.532875
GALNT9	-0.365666666666667
NPY	-2.18975
BEGAIN	-2.041
TMEM77	0.245666666666667
FOXRED1	-1.32583333333333
SLC16A2	0.9015
SLC35B1	-0.381
GK5	0.43875
SDCCAG10	-0.95875
C4orf20	0.2205
SLC9A2	-1.0755
ADD1	0.909071428571429
TAL2	-1.62533333333333
ACLY	-0.55025
DNAJC1	1.4245
SOST	-1.5455
USP43	0.547166666666667
CYP4F12	-0.8895
FKBP5	0.640875
CHCHD5	0.7855
NUDT22	0.131
CCDC85B	0.1635
OR51G2	0.5935
STRN3	0.392571428571429
TMOD2	-0.24625
FLI1	0.55175
MAB21L2	0.671666666666667
DGKQ	0.914
VPRBP	0.182333333333333
SCNN1B	-0.5399
ECHDC3	1.6172
TMEM106C	-0.20825
CSNK2A2	-0.707
RPL39	0.423
HERC3	0.0631000000000001
ZBTB47	0.8745
ZNF681	-0.66575
PAGE2	-2.84325
CLIC5	2.953
RABAC1	1.09175
ZFHX2	0.15725
YPEL1	1.389
KIAA0776	0.48975
NR1D2	0.94975
DNAJC4	1.093
NPNT	3.382
ZNF677	0.0775
ZNF536	-0.79675
MEF2B	0.404083333333333
PTPN4	-0.3985
CTCFL	-5.088
STX5	0.616
CD72	2.809
VEGFA	-0.794631578947368
XRCC1	-0.2635
MAS1L	0.758333333333333
ELL	0.4245
SETBP1	2.937
CDH11	4.2355
NDC80	-2.54853846153846
DMBX1	-3.189
NRSN1	0.333333333333333
BAT2D1	-0.416125
CDS2	1.129
C1orf212	0.165333333333333
SENP3	-0.89025
IL1F9	-0.9015
EEF2K	-0.225125
COG8	0.1995
CEP72	-1.8255
OR1L8	0.42
MUS81	-0.811
PHYH	1.1345
GGT6	1.992
C22orf23	-0.07875
C13orf33	3.579875
MAPK8IP2	1.10375
NELL2	3.45525
POU3F2	-2.756
ALPK1	1.643875
MRPS18C	-0.50375
RPLP2	0.170875
FGF22	0.405
SPNS1	-0.3875
ZFP1	-0.158
IL1RAPL1	-1.6445
PCSK9	-2.4205
NKX2-1	-0.0112142857142857
C6orf189	2.889
SP4	-1.183
SLC11A1	2.5705
C21orf25	1.01066666666667
ICAM2	0.853375
SH3GL1	-0.689
GSK3B	0.403166666666667
RALB	1.297625
PDXP	-1.33733333333333
GNGT1	-2.4675
KIR2DL1	0.4755
TNFAIP3	0.47475
C6orf32	0.6166
CBLN2	-0.84775
PANK3	0.867375
TAAR9	0.046
WDR82	0.410214285714286
APOM	-2.8755
TRIP10	-0.671
SPATA16	0.4128
C1orf135	-1.51525
USP51	1.36175
TESK1	1.161
C11orf64	-0.057625
ZNF611	-0.2175
PDE6G	0.753
HLA-DQA1	1.937
GCLC	1.313125
SEC61A1	0.484857142857143
TWSG1	0.6735
ZMYND10	3.10475
CTDP1	0.630125
ADAMTS6	0.476333333333333
SLIT1	-1.966
KRT86	-1.13
KIAA0574	2.59
GTPBP2	-1.0056
PQLC3	0.882
PRRX2	0.465333333333333
C15orf44	-0.104333333333333
MKKS	-0.44225
C11orf10	-0.26725
GPR110	-0.22175
CD109	-0.497916666666667
ADCY1	-0.222166666666667
RHBG	-2.988
TP53I3	0.412
SLC22A3	-1.6472
UCP2	0.381
FOXG1	-2.61716666666667
OR2AG1	-0.0605
TRIM24	-0.93175
PROC	-2.914125
TAAR6	0.27525
AMTN	-1.3655
C10orf47	-0.779833333333333
DEPDC1	-2.4905
FLJ45557	4.96025
ZDHHC17	-0.3329375
KIAA1429	-0.2945
KCNH1	0.15775
VNN3	-0.0451249999999999
PSMAL	0.88625
PPARD	0.00525000000000001
HFM1	-1.55875
YBX1	-1.38283333333333
ZNF695	-3.01825
SCTR	-0.162666666666667
DCDC1	1.0605
VPS26B	0.0131
MTF2	-0.419166666666667
ATP6V1F	-0.1085
CCDC94	-0.07125
PERF15	0.233
CCL11	3.27075
LMO7	-1.199625
DCST1	0.1155
ADRBK1	0.05475
CDRT4	-0.70775
ZNF84	-0.446
HOXD8	1.00125
STARD8	0.394833333333333
FOXP2	-0.79925
CCDC103	0.67325
POLR3A	-0.725
GSC	2.54033333333333
ZNF114	-0.9645
HTR7P	0.4285
LALBA	-0.2505
RMND5A	-0.315166666666667
PSCD2	1.2675
ZNF409	0.6555
KRTAP1-3	0.6605
MAF1	-0.47475
LOC201725	-1.0365
NRN1	-1.344
SPAG5	-3.16983333333333
DNAH7	2.39216666666667
FLJ43860	0.333
BRCA2	-1.751
ACADM	-0.896
CXXC6	-3.232
RAGE	-0.90375
CHMP2A	0.5165
FAM8A1	0.4491
GPR21	0.3695
SLC12A3	-2.71633333333333
FVT1	1.11835714285714
ZDHHC7	0.117625
FLJ44048	0.357
SLC44A3	2.02333333333333
SDSL	1.35016666666667
MMP8	-0.538
PLA2G12B	-3.51483333333333
ACY1	-0.24475
MT1E	2.15333333333333
OR4K15	0.6025
TECTB	-1.0005
GPR20	0.98
IRAK2	-0.866
RFPL3	-0.2255
MYO9A	0.0855
