Hybridization REF	TCGA-AO-A0JD-01A-11R-A056-07
ADIPOQ	1.91716666666667
RIT2	-0.522
CD44	0.00105
ABCA3	2.486125
RPS17	-0.184
FEZF1	-0.077
PCDHB15	-0.40575
KCNMA1	-1.64395454545454
CCDC116	-1.9155
C15orf27	-2.549
NARG2	-0.3955
ITGA5	-1.911875
MEFV	0.58
TUT1	-0.880875
LOC541473	1.10875
NMBR	-0.1355
GLT1D1	-2.88533333333333
ABCB7	-0.865
PFKP	-1.39509090909091
C9orf91	-0.2323
LRRC41	0.1745
C1orf85	-0.0721666666666667
ATP5F1	0.930875
STOX1	-1.63675
GFOD2	-0.006
SLC25A3	1.205875
ZNF646	-0.0941
ZAR1	-1.1625
OSTbeta	-1.63975
GALNT3	2.84525
IFT122	0.588666666666667
LDB3	-0.166222222222222
GARNL1	0.374357142857143
HOMEZ	0.156166666666667
LRRC6	1.28175
ANGPTL5	-4.45175
UBAC1	-0.998
DLEU7	-0.639
RPL19	-0.15725
TOP1MT	-1.703
LOC643641	0.173
MBD3L2	-0.105
NTSR1	-0.406666666666667
WISP2	-3.19025
GPSM2	0.45225
RDH10	-0.164
PRKCG	0.3235
HIST1H4J	0.634
MON1B	0.2341
MLF1IP	0.361166666666667
ZNF446	0.01475
COL4A5	0.6011
SLC26A1	0.314214285714286
RGN	-2.4975
CCNB1	-0.27975
C9orf165	0.1545
CCDC28B	0.715
CCDC97	0.22825
FGR	1.727875
MSRB3	-0.5212
EPN2	-1.29675
COX15	-0.150166666666667
KCNK6	0.2848
XK	-3.473
GDA	-4.862375
HEPH	-2.018875
THRAP3	0.6305
MET	-1.15728571428571
PHYHIP	-1.20625
LYAR	-0.254833333333333
ING3	-1.165
AK7	-2.425
CCT8L2	-0.297142857142857
COPS7A	0.195333333333333
WSCD1	-1.63925
RNF185	0.909375
TNS3	-0.1615
KNDC1	-1.0475
RWDD4A	0.338166666666667
MED13L	-0.4495
ZFYVE1	0.101375
C7orf44	-0.458166666666667
MRPL1	0.3185
STGC3	-2.26075
TEAD1	-0.5225
RPL7A	-0.395857142857143
ARL6IP1	0.8449
C1orf178	-1.0035
CTAGE5	1.34116666666667
TMEM184A	0.2895
SLC25A14	-0.10425
CACNG5	0.475333333333333
ATXN10	0.5234
ECH1	0.8055
CCL22	0.72325
CYP2F1	-1.85766666666667
GADL1	-0.2845
TMEM19	-0.1761
RUNX3	-0.4365
EFNB1	-0.961666666666667
LIPN	-0.04
ACSM3	-4.187
SIGLEC8	1.3835
ASCC3L1	0.86925
NOL8	-0.442
RELT	-1.1965
Magmas	0.06075
PPP1R15B	1.016
C11orf2	0.1085
VKORC1	-1.0945
MGC26647	0.144
TRPM6	0.247666666666667
UGT2B7	-3.95566666666667
FEV	0.33
FOXK2	-0.8552
PDCD5	-0.3835
SLC8A1	2.1325
DGUOK	-0.0918333333333333
CLDN16	-0.5175
GAGE1	-2.831
RBM17	0.4945
C1QTNF3	-0.84425
VGLL3	-1.01133333333333
UNQ5830	0.895
CD1A	-0.565666666666667
SCGB1C1	0.65
SUPT4H1	-0.527
TRAF5	-0.77625
ASAHL	1.36
FAM73A	2.202
OR6B1	0.0915
WHSC1	-0.3556
GFPT2	-1.44425
LOC339809	0.889
STARD5	0.53125
SIP1	-0.5395
DNAJC15	0.649
STAU2	-0.161875
FAM98A	0.150875
RAD23B	0.291625
LRRC33	-1.3195
CHRAC1	-0.9005
C21orf89	0.71925
C19orf43	0.293666666666667
KLK8	0.0813333333333333
CCNE1	-1.37775
PKDREJ	0.0321666666666667
SSU72	1.078
C17orf73	0.0595
GPR78	0.9635
WHSC1L1	0.9841
GSTA2	-1.33825
SMUG1	0.296333333333333
UFM1	1.5009
AP3M2	-0.362916666666667
USP14	0.175875
FBXL14	1.4
DSTN	1.38
SFRS14	-0.847
FBXO31	-0.929166666666667
C12orf40	0.3315
FRS2	1.47225
NR2E3	0.81675
TUBB2C	0.2125
GMPR	-1.85216666666667
C9orf139	0.7475
ING5	-0.807928571428572
LOC730092	-0.4995
ORM1	-4.5655
RP11-11C5.2	0.27375
HSPD1	-0.4807
PIWIL3	-0.19175
C5orf13	-0.9629
OR5R1	0.474
LCOR	-0.250125
PLEKHA9	0.683
CCDC43	-0.29475
ZNF232	-1.08
SLC6A7	0.2545
ADH5	-0.950166666666667
SHBG	-1.47183333333333
CROCCL2	-1.267
PANX3	-0.1035
CDIPT	-0.3235
SLC16A5	0.12725
TUBB	0.029625
TOR3A	0.3386
PREP	-0.221333333333333
ENTPD8	-0.3415
CHMP1B	-0.17775
SYT12	-0.0787
MYH6	-2.0263
MAP3K13	1.13033333333333
KLHL30	0.0756666666666667
LCMT1	0.566375
EIF1AX	0.61075
FOXD4L1	0.8205
SLC24A5	-0.81
RNF166	-0.591
TJAP1	-0.3785
TMEM156	-0.483166666666667
ZNF239	1.874
SNX19	0.5082
GKN1	0.55575
FCN1	2.1275
C1QL1	-1.3995
ATP11C	0.2725
ZNF35	1.91975
CARD8	-0.232625
LIMD1	0.551666666666667
KIAA0286	-0.824625
XRN2	0.0195
CD6	-0.175333333333333
TOX3	2.248875
ZSCAN4	-1.10516666666667
RSRC1	0.423125
COG1	0.30925
PTRF	-1.0848
C16orf35	0.020375
FBXO24	-0.2685
CHST11	-1.0725
THRB	2.147
MYBPC1	1.22775
RNF39	1.84783333333333
PSMD11	-0.79775
ALAD	0.208833333333333
EN1	-0.45575
SLC9A9	-0.398
GSTM4	0.3566
CDC42BPA	-0.00673684210526316
RCSD1	-1.08925
LUC7L2	-0.5932
SPTBN1	0.2716
LOC146167	0.018
BAT5	0.7967
ZNF452	-0.962625
LSM4	-0.1795
SRP72	0.4434
SGK269	0.447416666666667
MTX1	0.25375
CENTA1	0.359
UNQ9433	-0.1415
ATR	0.222083333333333
DDX49	0.713833333333333
PAQR8	-1.83683333333333
C14orf174	1.6975
GBGT1	-0.29775
THAP1	0.4495
OR10K1	0.421
RASIP1	-1.7925
DPYD	0.2391
DOHH	0.1075
C18orf45	1.98375
POF1B	0.4221
ZNF552	2.1605
USP32	-1.4315
MED27	-0.681333333333333
C14orf149	-0.133333333333333
PRDX4	-0.0885
ABHD12	1.5723
AGT	-2.0205
SLC22A14	-0.12825
C1orf58	1.16925
PILRA	-0.996
ABCF2	-0.78125
C17orf85	-0.3057
TKTL1	-0.90825
FGF1	0.82385
IL6R	-0.0616666666666667
VPS25	0.05275
CHRNB2	-0.13975
COL7A1	-2.8911
LRRC48	1.19366666666667
SPG20	-1.57383333333333
COX10	0.293
GCA	0.4745
ECEL1	-0.470833333333333
GLG1	-0.558333333333333
SRD5A2L2	0.09775
MUTYH	-1.634875
ZNF70	-0.60975
L2HGDH	0.3765
GPATCH2	1.4155
ZNF655	-0.00387499999999998
ZNF227	-0.0458333333333333
MCOLN2	0.693666666666667
NQO2	-1.148
KCNQ5	-0.234
NEU1	1.15516666666667
QRICH1	0.19375
ZBTB20	-0.411666666666667
RPUSD3	-0.54275
EPGN	-1.341
TSN	0.615083333333333
SPRY2	-2.86016666666667
LZTFL1	0.359875
GMFB	0.651
PBEF1	0.138
HBG2	-2.5255
TMEM8	0.088
PALM2-AKAP2	-0.723333333333333
NFYA	1.0445
FAM108A1	0.7735
PBLD	0.71125
NRG4	-1.9055
PIGF	1.1385
PTGER1	-1.0335
NOS2A	-1.05533333333333
C21orf34	-1.73966666666667
C21orf51	-0.04025
IL17C	-0.501
TRMT6	0.0465
ETV2	0.191333333333333
CCDC109A	-0.0435
MYLK2	-1.5535
ATP10A	1.2852
DPH4	0.7175
C5orf5	0.0621666666666667
KCNA4	0.183333333333333
NMNAT2	0.989833333333333
GLYATL2	5.045
LSMD1	0.520125
IL23R	-2.10575
NRF1	0.456
MUC15	4.0885
PRDM12	-2.3565
PAQR4	0.4485
RBBP6	-1.6021875
IFI27	2.49175
SKAP2	0.772833333333333
TAGAP	1.6135
TJP3	2.5215
C9orf61	1.0775
IDS	0.694928571428571
PARG	-0.32025
LOC131149	0.8085
DYRK4	-1.01516666666667
MICALL1	-0.74025
GALR2	-0.9275
GPBP1L1	0.105
TBX21	4.04975
KCNJ6	-0.786333333333333
GGN	-0.1545
CASP5	-0.336166666666667
RNF182	-5.936
BRD4	0.59375
DOK4	-2.156875
SLC46A2	1.26483333333333
SOX9	2.05266666666667
ZNRD1	-0.223666666666667
PRR6	-4.43375
FAU	-0.8725
DTNB	1.3005
CARD9	-0.32675
STS-1	-0.25
SLC4A5	0.13975
NSBP1	0.359
UGCGL2	0.4475
POTE15	1.3345
NOXA1	-0.677
RP13-347D8.3	2.1795
SAMD10	-0.072
EP400NL	-0.17625
TCF21	-0.4535
AMELX	-0.25425
JPH2	-0.0043
SLA	1.5155
DLST	-0.746833333333333
SEPT12	-0.34475
RGS20	-4.59075
LXN	-0.831166666666667
ZNF419	-0.399375
UPK3B	-0.629
RELL1	-0.02125
ESPNL	-2.163
KLHL21	-0.423375
PI15	0.343
C2orf61	-0.4515
LOC407835	0.334166666666667
RER1	0.83825
ELAVL2	-0.252
MGC26718	-1.51625
KLF2	1.20025
TNFAIP8L3	0.3685
TFE3	0.4055
C11orf17	-1.485375
15E1.2	-1.88775
SNRPC	-0.8315
DLGAP1	-0.578
PGLYRP1	-0.14075
OVCH2	0.192
IRF7	0.7163
SET	-0.0366
NAB2	-0.512
LRP5L	-1.058
FAM120A	0.7020625
ASCL2	-0.374333333333333
SHH	-0.173
ATP5H	0.0895
THPO	-1.29966666666667
TYRP1	-0.496333333333333
HIST1H3E	0.076
EIF2S1	0.4555
TNFRSF17	-2.14066666666667
TARSL2	0.14975
NKX2-8	0.0545714285714286
C1orf115	1.619375
LOC56964	0.271
KIAA0841	-0.9225
ISCU	-0.754
TTMA	-0.1775
ZNF414	0.7595
LOC441150	-0.10825
RAB15	0.59325
HBP1	0.294333333333333
TNNT2	-1.57783333333333
CECR5	-0.70175
PHGDH	-1.066125
JRK	-0.4172
XPO4	0.332375
FAM131C	0.9195
ARHGAP25	1.42466666666667
CA9	-1.04577777777778
GPR62	0.153
TLX1	-0.175666666666667
GPS1	1.224
OR2M2	0.2895
BDP1	0.715857142857143
FAM70B	0.5915
RPS29	0.131083333333333
MKLN1	-0.5659
TSPAN19	-2.10225
SLC29A3	0.0027
LGALS4	-0.185
USH2A	0.0866666666666667
NF1	-0.0831666666666667
APOBEC3A	2.85716666666667
IMPAD1	1.06683333333333
OLR1	3.34266666666667
NRAP	0.3325
HCFC1R1	-0.582333333333333
TAOK2	-0.0543333333333333
MCM10	-0.892166666666667
MAP4K3	0.125083333333333
CBS	-2.68925
CLK3	-0.0899
PCDHGA5	-0.185
ELF4	0.503875
FAM71A	-0.1825
C11orf49	0.32675
CLIP2	-1.09775
BTBD9	1.0355
ZNF524	0.46525
KDELR1	0.5275
ZNF509	0.1275
NCSTN	0.4875
ZNF533	2.09685714285714
PARP4	-1.577125
GALNT9	-0.480666666666667
NPY	-2.96825
BEGAIN	-2.3155
TMEM77	0.971833333333333
FOXRED1	-0.801666666666667
SLC16A2	1.048
SLC35B1	-0.36925
GK5	0.887166666666667
SDCCAG10	-0.03
C4orf20	0.055
SLC9A2	2.78725
ADD1	0.811142857142857
TAL2	-0.766166666666667
ACLY	-0.1895
DNAJC1	0.829
SOST	-2.1225
USP43	-0.170833333333333
CYP4F12	-2.03325
FKBP5	0.82475
CHCHD5	0.4791
NUDT22	-0.67925
CCDC85B	-1.07625
OR51G2	0.718
STRN3	0.828642857142857
TMOD2	0.00825000000000001
FLI1	-0.27
MAB21L2	0.278166666666667
DGKQ	0.50675
VPRBP	0.9025
SCNN1B	-0.9103
ECHDC3	2.461
TMEM106C	1.17375
CSNK2A2	-0.874
RPL39	0.046
HERC3	-0.710777777777778
ZBTB47	-0.0345
ZNF681	0.2855
PAGE2	2.27375
CLIC5	2.76621428571429
RABAC1	0.00475
ZFHX2	0.57725
YPEL1	-1.38766666666667
KIAA0776	0.94475
NR1D2	1.95025
DNAJC4	0.12525
NPNT	2.6833
ZNF677	-1.901
ZNF536	-0.89525
MEF2B	-0.0236666666666667
PTPN4	0.068125
CTCFL	-5.245
STX5	-0.00233333333333332
CD72	2.41175
VEGFA	-0.777263157894737
XRCC1	-0.6704
MAS1L	0.6875
ELL	-0.048
SETBP1	0.38625
CDH11	1.13216666666667
NDC80	-0.510769230769231
DMBX1	-3.28
NRSN1	0.4236
BAT2D1	-0.059375
CDS2	0.453166666666667
C1orf212	-0.339
SENP3	-0.213875
IL1F9	-0.1035
EEF2K	-0.44225
COG8	0.02875
CEP72	-2.02625
OR1L8	0.302
MUS81	-1.37183333333333
PHYH	0.280875
GGT6	1.44683333333333
C22orf23	-1.47625
C13orf33	1.612875
MAPK8IP2	-0.29675
NELL2	0.768
POU3F2	-3.35333333333333
ALPK1	1.141625
MRPS18C	-0.697
RPLP2	-0.241375
FGF22	0.8825
SPNS1	-0.142833333333333
ZFP1	-0.4625
IL1RAPL1	-1.681
PCSK9	-3.68916666666667
NKX2-1	0.256153846153846
C6orf189	0.531
SP4	0.1345
SLC11A1	1.3308
C21orf25	-0.342
ICAM2	-0.864375
SH3GL1	0.428333333333333
GSK3B	0.781666666666667
RALB	0.508
PDXP	-1.57683333333333
GNGT1	-1.914625
KIR2DL1	0.5135
TNFAIP3	0.284083333333333
C6orf32	0.3402
CBLN2	-1.712
PANK3	3.338375
TAAR9	1.031
WDR82	0.631928571428572
APOM	-2.592
TRIP10	-0.601
SPATA16	0.558666666666667
C1orf135	-0.64375
USP51	-1.318
TESK1	1.31275
C11orf64	0.14375
ZNF611	-0.5995
PDE6G	1.06183333333333
HLA-DQA1	3.70325
GCLC	0.065625
SEC61A1	0.557571428571428
TWSG1	0.193
ZMYND10	2.5515
CTDP1	-0.28475
ADAMTS6	-1.01833333333333
SLIT1	-1.86325
KRT86	-0.542
KIAA0574	-1.572
GTPBP2	-0.6051
PQLC3	-0.222
PRRX2	-1.9955
C15orf44	0.773333333333333
MKKS	0.282375
C11orf10	-0.30025
GPR110	1.102625
CD109	-2.1285
ADCY1	0.6675
RHBG	-3.762
TP53I3	-1.610125
SLC22A3	-1.81911111111111
UCP2	-0.8235
FOXG1	-2.03716666666667
OR2AG1	0.566
TRIM24	-1.8015
PROC	-3.9235
TAAR6	0.75075
AMTN	-1.4275
C10orf47	-0.3365
DEPDC1	-0.449
FLJ45557	1.731
ZDHHC17	-0.085
KIAA1429	0.77
KCNH1	0.52125
VNN3	1.07575
PSMAL	1.54775
PPARD	-0.50075
HFM1	-2.0755
YBX1	-1.101
ZNF695	0.015
SCTR	-0.374333333333333
DCDC1	-1.056
VPS26B	0.489
MTF2	-1.17583333333333
ATP6V1F	-0.229
CCDC94	-0.0505
PERF15	0.02
CCL11	1.76
LMO7	-1.905875
DCST1	1.151
ADRBK1	0.85525
CDRT4	-2.045875
ZNF84	-1.48475
HOXD8	-0.1145
STARD8	-0.915333333333333
FOXP2	-1.35757142857143
CCDC103	1.2245
POLR3A	-0.5806
GSC	-2.43083333333333
ZNF114	-2.99466666666667
HTR7P	0.3365
LALBA	0.605
RMND5A	0.914833333333333
PSCD2	0.9955
ZNF409	-0.1785
KRTAP1-3	-0.138166666666667
MAF1	-0.8235
LOC201725	-0.254166666666667
NRN1	-3.047875
SPAG5	-0.965666666666667
DNAH7	0.892833333333333
FLJ43860	0.0945
BRCA2	1.05725
ACADM	-0.369375
CXXC6	-3.576625
RAGE	-0.419
CHMP2A	-0.365
FAM8A1	0.3646
GPR21	0.3535
SLC12A3	-2.86033333333333
FVT1	0.745285714285714
ZDHHC7	-0.7705
FLJ44048	0.76925
SLC44A3	0.142833333333333
SDSL	-0.127833333333333
MMP8	-2.41925
PLA2G12B	-3.9105
ACY1	-0.31025
MT1E	-1.32566666666667
OR4K15	0.9355
TECTB	0.1885
GPR20	-0.261625
IRAK2	-0.35275
RFPL3	-1.30885714285714
MYO9A	0.0795
NARG1L	0.210583333333333
BLMH	-1.6345
CCDC3	1.252
C9orf21	-1.89366666666667
KIAA0513	-0.3155
MIER2	0.4325
PNMA2	-2.25716666666667
SH3BP2	0.7136
ANXA10	-0.06675
RTN2	0.0156666666666667
TFB1M	-0.839
PRPH2	0.619
C14orf133	2.4355
GOLGB1	0.960333333333333
IRX4	1.4835
NFKBIL1	0.289833333333333
C10orf62	-0.334
APBB3	-0.6045
RPS10	-0.0769
LOC728378	0.3255
TLE3	0.964722222222222
PSMB7	-0.8435
MESDC1	0.2955
SLC6A1	0.859833333333333
OCLN	2.25441666666667
PTTG3	-0.552
NAGLU	-0.46325
SERTAD4	2.5435
SPRY1	0.9405
FLJ10781	-1.28491666666667
MYSM1	-1.0235
TRIM4	1.41885714285714
SH3YL1	1.494375
TREM2	3.563
SERPINI1	2.07425
HDHD3	0.266625
TMEM38A	-0.03675
EID2B	-2.119
TDRD3	0.349166666666667
SEDLP	0.15725
THSD7A	0.927166666666667
NDST3	-2.69533333333333
KLHL15	-0.40925
DHRS12	2.605
FBXO9	0.607357142857143
TNPO1	0.0880833333333333
MRPL13	-0.7805
SNX5	-0.794166666666667
METTL6	0.2785
SOD1	-0.245125
CHML	-1.26566666666667
PACS1	0.446625
SIRT5	-0.6108
CAPN2	0.3965
FXYD5	-1.72233333333333
TWISTNB	0.376875
LRFN1	0.742
UBE1L	1.345
UBE1C	0.66675
OR51B2	-0.53375
OR4D11	0.4895
C15orf2	0.06
NR4A1	-0.609333333333333
LOC339047	-2.6375
TRIM17	0.655625
ATP5G3	0.261142857142857
RPL15	-0.0573333333333333
ADAMTS8	-0.9235
HOXC4	-0.0745
C14orf37	0.853
CEACAM5	-0.430625
MYT1L	-0.438833333333333
RASA2	0.176625
OSBPL7	-1.2975
STAG1	-0.1645
GIMAP4	4.544
FUT3	0.130666666666667
PIF1	-1.783375
LPIN2	-0.0855
SH3PX3	0.80025
PDP2	-0.21575
PAPD1	0.221
ERP27	3.47125
APOOL	0.2014
DIABLO	-0.21775
TRHR	0.218428571428571
ARMC9	-0.828125
RNF152	3.727
SLITRK3	0.313166666666667
ZNF211	0.0288
PFDN1	0.77225
RGS11	0.779125
HS6ST1	0.9478
AKR1D1	-2.12533333333333
TNP2	0.378666666666667
STK31	3.5675
EML4	-1.55908333333333
SGTA	0.214833333333333
HIST1H2BI	-0.0703333333333333
PSMD6	-1.32633333333333
KIAA1257	1.97375
C18orf55	-0.511
FLJ20273	3.209375
RPL28	-0.785166666666667
EPYC	1.294875
NOX3	-0.539
ELAC1	-1.16266666666667
METT11D1	-0.34875
BIN2	-0.287833333333333
NACA2	0.22275
CCDC17	-1.5255
HM13	-0.3545
UBOX5	-0.191
UBE2O	-0.00399999999999999
UBL5	0.5395
APOLD1	0.7755
C9orf31	0.15575
TNFSF8	0.669
ARHGAP29	0.415375
PROKR2	0.275
PDE5A	-0.595666666666667
C6orf12	-0.0795
TOM1L1	-0.1525
WHDC1	0.37975
FOXI1	0.330166666666667
RAB4A	2.1838
TMEM39B	-1.242
ATPBD1C	0.37125
FARSA	-0.194333333333333
PLEKHG5	-0.804
CMAS	0.142166666666667
OR7E24	1.6445
SLC30A1	1.585
CDC42EP5	0.802833333333333
PLAC1	1.5475
KLHL18	0.2985
LBA1	0.2921
TAZ	-0.8955
CRIP2	1.5575
BTBD11	-1.21366666666667
C16orf72	0.034
DIO2	-0.4495
LRRCC1	0.8325
CCDC136	-2.4635
PRX	-0.839125
RBM5	-0.8082
TMEM85	0.130875
TUBGCP4	-0.5025
APLN	0.34525
CDK7	0.204
SSR2	1.138
CRELD1	-0.3725
C19orf46	1.97525
GAL3ST4	0.1335
KBTBD10	0.313
IL28A	0.36775
WDR27	-0.2485
MCM2	-0.7725
SOX14	-0.0275
FLJ39743	-0.142
KIAA0922	0.250875
HIPK4	-0.156
FLJ25758	-0.2635
C16orf57	-1.03366666666667
PDZD2	-0.541125
MCC	2.4
HHLA3	-0.3748
ID2	0.7305
C20orf23	2.50291666666667
ZNF688	0.70425
APOC2	-1.28633333333333
LOC440093	-0.07175
FAM50B	2.17066666666667
PWP1	-0.2455
DNAH10	-0.932
HIST1H2BA	0.721
GPR56	1.25533333333333
METAP2	0.187375
PAN3	0.689333333333333
STXBP4	-0.709625
PDHX	1.6525
MTA1	0.570583333333333
ZBED4	0.068375
ZNF720	0.4575
CDK2	-1.358
RHOJ	-0.1855
CDC37	-0.05
ZER1	-0.11075
GRK4	1.1625
PRPH	0.179
POLR2A	0.29825
OGFOD1	-0.72875
NOL5A	-0.92525
PHEX	1.647
FLJ16478	0.176333333333333
C20orf117	-1.086375
CAMTA2	0.04225
C11orf74	0.656833333333333
DDX17	0.458083333333333
C5orf27	-0.001375
PLEKHA2	-1.1629
PDE4DIP	-1.0216
SCN7A	0.58025
ZNF559	-0.0505
CXCL10	3.71375
ZMYM4	-0.259666666666667
STK32B	-1.36966666666667
KIAA0888	-1.0183
TACR3	1.3805
CKAP2L	-0.3485
KIF1A	-1.43016666666667
RSPRY1	0.47425
VCAN	-0.177
CYP27C1	-0.52
SYDE1	-1.99516666666667
MED12L	-0.7145
ZDHHC21	1.436125
NHS	-0.5065
TM9SF3	1.03116666666667
DDHD1	-0.043125
MAFG	-0.987
BICD2	-0.4345
C14orf119	-0.480333333333333
C14orf43	1.03078571428571
CDH7	-0.53975
ALKBH5	-0.212428571428571
JUP	0.95575
TMEM41A	-0.1515
MAMDC4	-2.05533333333333
CBX3	0.403125
LRRC18	0.4705
RBMXL2	-0.299
PLA2G4D	0.335166666666667
FGF13	0.561
KIF3A	1.19683333333333
PDIA6	-0.33775
DCXR	1.651
CASKIN2	0.185666666666667
EHD1	0.0625
MARCKSL1	0.666666666666667
ZNF496	0.617
SCAF1	0.677
KCTD8	-1.4345
TRAF3IP3	0.501214285714286
LSR	1.22275
CXorf1	0.401166666666667
C14orf112	1.32633333333333
EIF2B1	-0.3015
OMP	0.2965
GSTZ1	1.804
LOC92017	0.536
ISLR2	0.406
C12orf36	0.8865
GATA2	-1.83833333333333
GABRA5	-3.0205
CELSR2	0.277357142857143
STAM2	0.7622
TNAP	-1.1385
PTPMT1	-0.8325
GRP	3.172
SV2A	-1.82883333333333
MAGEA12	-1.16875
CACNG1	-1.3735
C18orf19	-0.39225
GSG1	-0.4875
PTPRJ	-0.006
FRMPD1	0.5865
ZNF668	0.00149999999999999
PLEKHJ1	-0.257375
ADAT1	-0.9208
TMEM50A	-0.3642
UCN3	0.2135
HOOK1	1.87625
IL17B	-0.857
MLKL	-1.09266666666667
TTC14	0.108
KLHL5	0.8995
CRYL1	1.2115
FOXH1	0.313
NFYB	-0.33525
PPM1G	-0.57375
GOLGA2LY1	-1.52275
NMT1	-0.898125
HADHA	0.0838
CHSY-2	1.07075
PLEKHF1	0.887785714285714
SAGE1	-2.6255
MUSTN1	-0.473
SUHW4	1.20975
TFEB	0.658166666666667
ZFYVE27	-1.156
ATG12	-0.00433333333333334
BMI1	1.68678571428571
ZIM3	0.5635
MYH4	0.269333333333333
MASP1	-1.10183333333333
KIAA0984	2.4835
RPAP2	-0.8555
ASB5	-0.208
BOLA3	-0.980333333333333
MIA3	0.945666666666667
KRT35	0.6745
KIR3DL3	-1.1545
MRPL51	-0.00925
SEMA3F	2.2505
NDUFB2	0.732
LOC253012	0.121
FAM46C	-1.0099
G6PC	-2.38285714285714
CSAG3A	-2.52883333333333
PREX1	2.0545
SLC25A45	-0.769875
MAPKBP1	0.0606
CPE	-1.1133
GNB1	0.551125
CXCR6	2.625
TRIM46	0.53975
C16orf3	0.233
HPSE	0.273625
TIGD3	-0.5405
SPG3A	0.8815
LCAT	-2.1425
ST6GAL1	-1.34777777777778
POMC	-0.22425
FLJ36031	0.3045
NSMAF	-0.8215
SKIL	1.359
ADSS	1.1935
HMGCS1	-1.1853
POLR3F	0.366833333333333
RAB10	0.10375
ZNF277P	-1.152625
ZBTB7B	1.082375
DHRS1	1.0035
ABCC13	-0.338714285714286
CNOT3	0.035
NFKBIA	0.9225
GAK	1.11816666666667
SFT2D2	0.742166666666667
HOXA6	-0.381
CRTC1	0.407375
LY6D	-0.661166666666667
C20orf72	-0.9325
CPT1A	3.04125
LMO1	-3.024
EIF3I	-0.6325
PRB4	0.25175
MCM3APAS	-2.030125
C20orf132	-1.798
FOXF2	-4.0995
S100A12	-0.03825
MLH1	-0.596166666666667
ACTN1	0.9124
MRPL36	-0.3325
C20orf106	-0.84325
FBXO6	1.21833333333333
MKS1	0.1985
CX3CR1	-2.53325
PDE1B	0.428
PLP1	-3.3045
KISS1	0.0373333333333333
C14orf2	1.29633333333333
TBC1D3P2	-1.42225
COMMD6	0.9834
ANKRD7	-2.34975
PTCHD1	-1.235375
NARS2	-0.89525
DOCK7	-0.638375
FAM127B	-0.214875
LOC390243	-0.431
N6AMT2	0.51675
ZNF391	-0.896
DNAJB14	0.189333333333333
WRB	0.023875
BPI	-0.0250909090909091
TTC4	-0.607166666666667
FAM10A5	-0.50975
GOT1L1	0.2212
MAGED1	-0.724625
RESP18	0.171
WFDC6	3.77675
MT2A	-0.905
C11orf56	-0.89525
KIAA1432	1.29
ROR1	-2.171
HSD17B14	1.0105
ZFAND2B	-0.4145
SAMD4B	0.46575
HEXA	-0.301875
HNRNPU	0.565
USP39	-0.0965
NRD1	-0.4775
R3HDML	0.09525
FLT4	0.505666666666667
OMG	0.2
OR52N4	0.2525
LOC399818	-1.167
ELA2	-2.6665
VENTXP1	0.2795
RFC5	-0.7565
OR52L1	0.2165
PAX5	-0.896
FBXO2	-0.90725
GMEB1	0.138
AKT3	0.803166666666667
CRB1	-1.314
CTTN	2.721
UTP15	0.405666666666667
HSBP1	0.193666666666667
PHF11	1.802
NDEL1	0.0885
USP8	0.36125
BAIAP2	0.584
SI	-0.3126
ARSJ	-2.29466666666667
BAAT	-2.9365
KCNS3	1.07416666666667
LOC126147	-1.601
TMEM37	0.22275
C1orf162	3.294
MBD1	0.5817
ITGAL	0.357166666666667
WDR73	0.0441666666666667
GKN2	0.376666666666667
ARFGAP1	-0.8455
SLC5A8	-0.7655
ZBTB40	-0.2976
CYP4B1	2.18116666666667
LYPLAL1	0.20075
CHST3	-1.45375
MAP3K9	0.5935
BTAF1	-1.05733333333333
TFAP2E	-1.119
RBM35B	0.08525
LOC441251	0.223666666666667
ANKRD25	-1.06405555555556
UQCRC2	0.2255
MAEA	0.692333333333333
HYAL1	-3.2237
RNPEPL1	-0.627666666666667
CPSF2	1.405375
PSD3	0.5508
ABCA13	-0.804875
AGR2	1.6805
GBX1	-2.269
HDLBP	0.3135
ACY3	0.26525
HECW1	-1.02875
ZNF519	-0.51
HOPX	2.817
ZNF304	0.3565
OR12D3	-0.338
FKSG43	0.03175
METTL1	0.50475
MFSD3	0.336
PSPH	-0.0750000000000001
CLCA3	-0.319
DARS2	-0.967166666666667
CDC25A	-0.271833333333333
BAIAP2L1	1.1515
B3GNT5	-0.775875
USP29	0.269333333333333
ARHGEF10L	0.8422
ATOX1	0.386125
ADAM30	0.538333333333333
DNASE1	0.4745
STT3A	-0.05275
RAB6IP1	-1.02625
PTN	1.8224
C1orf106	-0.718
HECA	1.37825
RNF122	-1.63925
SLC22A18AS	-1.27266666666667
GNG8	0.489333333333333
ELP4	0.7405
FAM65A	-0.106666666666667
RPL10A	-0.445666666666667
IRS4	-0.0235
MACF1	0.0224999999999999
SEC24D	1.072
LOC374395	0.41375
TGFB2	1.825125
MDFIC	-0.779375
CHRNE	0.637666666666667
PCMTD2	-0.412
ATP6V0D1	0.4445
MTA2	0.25825
LZTR1	-1.11083333333333
RAP1A	0.951
AXIN1	-0.49725
POLR1C	0.5725
TRIO	-0.243916666666667
PLXNA4A	-0.603166666666667
C5orf33	0.32325
DEPDC1B	-1.142
ZNF473	1.3045
MTM1	1.367125
GPR107	0.0546666666666667
