Hybridization REF	TCGA-A8-A0A2-01A-11R-A034-07
BCAS4	0.706
EDG6	1.4475
ISY1	-0.2585
PRAMEF2	-0.9075
CUL1	-0.77825
RNF213	0.7158
CCRK	0.9195
DHX9	-0.058
C13orf29	-1.38975
NCKAP1	0.3
MRPL43	1.10292857142857
XPR1	-0.6265
PKN2	0.9078
PODNL1	0.9135
ZNF333	0.392125
DALRD3	1.03625
OPN1SW	-0.1305
BTBD6	0.48875
C11orf82	-2.8145
OR5P3	-0.126
DUSP11	-0.0185
L1CAM	-1.5462
NEK11	1.97733333333333
OR7E91P	1.2855
CNTN3	2.125
CREB3L2	-0.23325
ZBTB37	1.338
KIAA1324L	-0.828
NDUFB10	-0.1015
NUDT2	0.20575
GTPBP8	-0.56425
CACNA1D	1.685
PRKAA2	-0.984833333333333
PRDM8	-0.014
MGC16075	0.7655
KRT14	-0.465071428571429
PP8961	0.465
MRPL18	-0.50425
ABCG2	-1.7745
PACRG	0.986
BBS2	-0.167
KREMEN2	-4.2385
FBXO21	0.3635
HNRPUL1	0.106333333333333
GRB10	1.74425
CLSTN1	0.44425
LMAN2	-0.0608
C17orf61	-0.948
NIPSNAP3A	-0.115
INSIG2	-1.30116666666667
PCDHB7	0.2255
STXBP2	0.617125
CMAH	1.7495
SEMA5B	-1.092
ZNF155	0.537333333333333
COQ6	0.764833333333333
PRPF4	-0.344
TSPAN15	2.7445
VN1R5	0.424
LATS2	0.3855
SELK	0.45225
PGK2	0.23175
MS4A1	0.18475
TYW3	-0.0712
KRTAP5-1	0.7045
RCCD1	-1.8415
BTN1A1	0.45475
DDX28	-0.62075
TMEM65	-0.98275
LOC92345	0.14725
TTC31	-0.0695
WDR46	-0.993666666666667
CHP2	-1.0015
LSP1	0.399875
ZNF542	-0.4005
EXOSC1	-0.6125
ARHGAP18	0.0421666666666667
LRRTM4	-0.758375
MAOB	4.64558333333333
CACNB4	-0.124
MGC33846	0.446125
RANBP3L	3.213625
ATP5L	-0.172375
ONECUT1	-2.5545
NUDT9	0.5195
TMEM149	-0.489
STX17	0.0245
IGSF10	-3.3755
TMPRSS9	-0.3345
BMPR2	1.384
ALLC	0.09175
KLF7	1.278875
GCC1	0.9875
TIMM9	0.403
CDO1	-0.368333333333333
MGC10701	-0.612333333333333
IFI6	0.175166666666667
FRMD8	-0.21125
MGAT2	0.20825
WBP5	-1.291
CNIH2	-0.257
KIAA0907	-0.5779
KCNH8	-0.1
CTSG	-2.57275
GRIK1	-0.6745
CUL5	0.353125
FRMD1	0.3455
OR9A4	0.384
SYT6	-0.2315
FOXD4L2	1.067
ANAPC2	-0.312166666666667
OPN5	-0.396
TAF13	-0.94725
LYG2	-0.11
GGNBP1	-0.184
C11orf40	-0.145
OTX2	-1.031
REG4	-0.203833333333333
EIF5	-0.0894375000000001
PALB2	-0.36225
SEPSECS	0.1083
RNASE3	-0.01675
TRIM49	-2.319
POLR2K	0.721
GPR42	-0.0855
C8B	-2.9125
SASS6	-0.74425
PREB	-0.837666666666667
OR3A3	-0.05
TUBA8	0.39875
IGLV2-14	0.3755
STIL	-2.85
ANKFN1	-0.7085
NME7	0.05275
HOXC12	-0.89275
UBE2C	-2.055375
FHOD1	-1.267375
CDK2AP1	-0.348416666666667
OR6K2	0.2325
DHPS	-0.136
RPL5	-0.30025
TRGV5	0.4295
LOC541472	-0.283125
HCCS	-0.4444
DENND1B	3.3225
LHX3	-0.1195
OR5D16	0.2105
CXorf57	-1.95
IRF2BP1	0.74075
NDST2	0.8875
LCE3D	0.2735
BOLL	0.108
SYT3	-1.0705
PIH1D2	0.791
C20orf7	-1.113
IL1R2	-0.186333333333333
SLAMF9	0.6935
PPME1	-0.028125
PIK3CA	0.075
TRAPPC1	-0.54125
COLEC10	-0.71025
SLC9A6	-1.62233333333333
PDDC1	-0.308666666666667
CCDC53	0.3925
GK3P	-0.441
DAZL	-0.60675
BRI3	0.27375
SDK1	-1.271875
CYP2C18	-0.07175
IFI44L	2.2525
RPL3L	-0.111
FUT9	3.77016666666667
KIFC2	0.403833333333333
PMP2	-0.581125
SLC4A9	-0.5695
PLAG1	-1.53583333333333
MYCBP2	-0.178333333333333
OR4E2	0.5
CCDC65	1.05725
C16orf82	0.08325
ENTPD4	0.291
BRP44L	0.442875
PMP22CD	0.437
TMCO4	0.893166666666667
KCNN1	-0.805833333333333
WDR35	0.3225
CCDC80	1.921375
C3orf31	-0.7
SLC7A9	-0.72625
TMEM190	-1.25425
DBC1	-1.10216666666667
FADS3	-1.92766666666667
PDZD8	0.122333333333333
GRM5	0.338375
AZGP1	4.1572
PEX3	0.5215
MED1	-0.684714285714286
ATG4C	-1.05716666666667
HNRPH3	-0.798625
FAM109B	2.24975
C4orf17	0.014
CA10	1.81775
OPRD1	-0.209
CCL16	-1.285
SACM1L	-0.477
CST6	1.68675
CD63	0.8330625
LGI1	-0.79475
ZNF784	0.3725
CRYBB1	-1.212
CX3CL1	0.3838
TOP2A	-2.715875
GYPB	-3.62166666666667
GADD45GIP1	-0.62925
FEN1	-2.12775
IGF1R	1.15125
WDR72	-2.44066666666667
PURG	-0.589666666666667
DEFB126	-0.2535
PKD1L1	0.1525
CAV1	-2.3727
GNPDA2	0.9911
DGAT2	-3.09425
NLGN1	-4.363
STRBP	0.2865
HPRT1	-1.09833333333333
FANCI	-2.485
PSMA7	-0.200125
DBF4B	-0.783833333333333
TTF1	-0.435
RAD54L	-2.90525
ELOF1	-0.1035
PLAGL2	-0.388875
ZNF256	0.1665
HMGCL	0.762
MSI2	-0.0906666666666667
RPESP	-1.43333333333333
C11orf60	1.05775
ABCD1	-0.5075
ACAA1	0.2752
SPARCL1	4.94142857142857
IL6ST	2.5904
ZNF319	-0.00300000000000001
TMEM109	-0.1941
FAM90A1	-0.634833333333333
IL22RA1	-1.6515
ATP4B	0.5485
TEC	-0.653833333333333
C7orf30	-0.6645
TXNDC2	-0.561666666666667
ABCB4	-0.31175
KIAA1191	1.062125
C9orf38	-0.2435
SFTPB	0.44075
CNTNAP2	-1.79291666666667
FRK	0.9285
TBX19	0.219
CHD4	0.5825
C6orf26	-2.26216666666667
MOSC2	2.05025
IKBKE	0.26425
HIF1A	-2.49833333333333
LOC595101	-0.385
RELA	0.2975
TMEM16B	-0.907
ABHD12B	-1.96975
TSEN34	0.3405
KIF18A	-3.449
TXNDC9	-0.197833333333333
SPATA2L	0.186
SEMA4G	-0.703
C21orf91	-1.47175
MATN1	-0.475
KCNIP4	-0.141666666666667
TUSC1	2.314875
OR4C15	0.25225
ARMCX6	0.509666666666667
WBSCR27	-0.817
OR52I2	0.0025
KIAA1604	-0.572
DYNC1I1	-1.064125
PPP4C	-0.3555
SLC47A2	-1.488
TREH	0.287625
CD48	1.51833333333333
ST14	0.265833333333333
PKN1	-0.803
SPON2	2.446
XBP1	4.03283333333333
SFRS12	-0.239666666666667
EFCAB6	1.54675
SELT	0.441
SLC39A2	0.1175
ERF	-0.443166666666667
ARL3	0.303625
SURF6	-1.0132
MLLT10	-0.00904761904761905
FLJ11171	0.0946666666666667
TDGF1	-4.42316666666667
ERCC6	-0.67425
EIF2AK4	0.937125
BAZ1A	0.366666666666667
LRRN3	0.4295
TMC3	-0.5165
EFTUD1	0.31575
PTPRO	1.10166666666667
CLEC12A	1.14025
ACBD4	0.716125
ZDHHC14	0.165625
OTUD7B	1.05525
ACTB	0.6938125
MSRA	-0.148125
LCE5A	1.0385
IFI35	0.05575
BSCL2	-0.495166666666667
ANKRD12	0.923666666666667
CFHR2	0.407
RGAG1	-0.230666666666667
HSFY1	-0.1305
SLC30A5	0.245333333333333
IMPG1	0.197
GPR109A	0.584
ZNF185	0.7515
IYD	3.11725
NPCDR1	0.6565
SERPINA13	0.039
HMGCLL1	-1.77
NEUROG1	0.630833333333333
UBQLN1	-0.121625
LIN37	0.3855
SOCS2	-0.757
DSCR4	-1.821
XKR6	1.95325
GPR142	0.3125
KRTAP13-3	0.6825
CCDC15	-0.540666666666667
MOS	0.0555
CD1E	-1.823
OFCC1	-0.0665
FAM83D	-3.639
SRFBP1	0.1575
C9orf96	-0.089
DHDH	-1.5435
CCDC90A	-0.646
RABL3	1.3387
CD320	-1.94583333333333
ANGEL2	0.816416666666667
MRPL21	-0.6495
SMG6	0.917333333333333
INSR	2.054375
FLJ14816	-0.9505
GLRB	-0.6255
C9orf89	1.24325
CIZ1	-0.584
URG4	0.246166666666667
LRDD	-0.995666666666667
CBY1	0.626
NFX1	0.10225
MTERFD2	0.0525714285714286
C19orf23	0.239
PGC	-0.84025
IER3IP1	0.1378
RASAL2	0.917916666666667
C1orf89	-0.22825
SYNJ1	-0.23825
NFKBIE	-0.175
FLJ40125	-1.42433333333333
TCEB2	-0.5227
NOG	-1.6705
POLR2J2	-0.425833333333333
HLA-B	1.688
PCDHA1	1.4115
PPP2R2B	-0.97375
ARHGEF17	0.970333333333333
TCF7L2	0.394857142857143
CHD5	-0.898666666666667
ZNF431	-0.46025
TBC1D25	-0.56875
ZNF800	1.598
SCUBE2	4.55981818181818
MYCBP	-0.0596666666666667
GPX5	0.025
C6orf129	-0.395166666666667
QSER1	-0.672833333333333
ULK2	2.70275
PIGO	0.5775
NRCAM	-2.33035714285714
SLC35E3	0.568
CSRP2	-0.65275
HYPE	0.45025
MAPK15	-0.0788333333333334
MGC14327	0.15525
TIMM13	-0.395
ZNF462	0.50775
GBA3	-0.05475
TEX13A	-0.0295
MCM6	-1.78688888888889
MTRF1	-1.097875
ABCA7	-0.9875
EIF4A2	-0.42525
ZC3H10	0.8409
RPGR	0.194833333333333
C20orf94	0.731
RP1L1	-0.00975
GPR125	-1.105625
USP22	-0.109928571428571
OR1L4	0.1035
MLZE	0.08125
FLJ32065	-0.07075
PTCD1	0.29975
CRTAC1	0.128166666666667
BXDC2	-1.2145
C18orf1	2.11733333333333
FAM107A	1.22007142857143
EFNA3	-1.14675
P18SRP	0.2882
CAMKK2	0.866583333333333
KIAA0649	0.3545
NES	-1.9905
HS6ST3	-2.2125
PON2	0.084
TCP11L2	0.138
CLEC4A	2.17275
PRR12	0.63
MLXIPL	-1.3642
C2orf50	-0.0195
ZNF28	0.51375
ENC1	0.274666666666667
MAP2K1	-0.379625
FKSG2	0.3105
KIAA0430	1.20025
PTP4A1	-0.925055555555556
GPR156	0.82
GTF3C6	0.09675
UBR2	0.4222
LOC388272	-2.335
MAK	-0.290666666666667
ACOT4	2.83475
STC2	2.87391666666667
PIGW	-1.870875
SAE1	-1.18425
COL6A1	1.22786363636364
OAZ1	0.249166666666667
STMN4	0.180666666666667
EDG3	0.774166666666667
SGCE	-1.7365
IL11	-1.87483333333333
PRSS8	2.260125
YIPF5	0.890333333333333
WNT4	3.47025
CSN2	0.267333333333333
TCF7	-2.97125
TDO2	-0.178
SAMD9	-0.21675
S100A7A	-0.298
MMRN1	1.70783333333333
GKAP1	0.48425
AKR1C3	-2.841
RNF19A	1.508875
GMDS	-0.721
YKT6	-0.682875
SPARC	2.0537
C12orf31	-0.43425
UBE2V2	-0.948666666666667
FBXL18	-0.0571666666666667
KIAA0460	1.13225
ADAM22	0.0325
SERPINC1	-4.1995
KCTD21	0.7925
MYOHD1	-1.838
ZNF37A	0.844166666666667
GTF3C1	-0.155333333333333
CTSZ	1.39025
PRNPIP	-1.1225
DRD1IP	0.04175
NR1I2	-1.86083333333333
ZNF266	0.4616
SPAG4L	0.121
COX4NB	-1.0585
SAPS1	0.242833333333333
APOA1	-3.542
TATDN1	-0.388666666666667
C10orf82	2.96775
KPNB1	-0.39825
FOXO3	1.45783333333333
CRYBB2	-1.0035
ZBTB5	-0.0586666666666667
SLC25A38	0.01625
DCTN2	0.252
IFT20	0.73725
CTHRC1	2.39975
C1orf31	0.212125
UHRF1	-1.5235625
GPC6	-1.39375
C10orf54	1.66775
MCF2L2	0.133166666666667
WNT9B	0.085875
OLA1	-0.142625
FAM120B	0.48175
TTLL10	0.092
CYorf15A	-4.83025
RELN	-2.3119
SCN2B	1.49791666666667
MFHAS1	-0.96175
NKX3-2	-0.329833333333333
RASGRF2	0.7395
SSBP1	-1.44716666666667
KPNA6	0.0666428571428571
LOC389118	0.172
HS3ST4	-1.7335
SUPT7L	-0.061125
FLJ32658	-1.317
IGFBPL1	-1.05025
KIAA1641	-0.429
SHKBP1	-0.895166666666667
CSF1R	4.526
NAGK	0.7155
MYL2	0.27425
HIST1H4C	-0.982166666666667
TOMM7	-0.004875
ADAMTSL3	1.9611
TNFSF14	-0.10025
PRRT2	0.47925
VTA1	-0.543875
AOAH	3.2315
CRISPLD2	1.61807142857143
PNN	-0.3058
TA-NFKBH	-0.1605
ESPN	-0.92325
RBM43	-0.0025
KIAA1267	1.114875
DDX3X	-0.114111111111111
KIAA1576	-4.22825
PLXDC1	3.80766666666667
FLJ25801	-4.05875
HNRNPL	-0.279
RUNDC3A	-0.0665
CASP12	1.0705
SH2D5	-1.450125
RPL26L1	0.177
OR51A7	0.1855
HDC	2.674
C2orf16	0.0536666666666667
SYTL3	2.83075
GOLGA4	0.5061875
NOTCH1	-0.7445
ATPAF2	-0.05225
ECD	0.38725
SSX5	-1.3045
SNAP91	0.2365
OCA2	-3.957
PNPO	-0.194833333333333
DAPK1	-0.0996666666666667
PINX1	-0.323666666666667
SELENBP1	1.4855
NEK3	-0.23225
TMED4	0.251428571428571
SSTR4	0.04
FOSL1	-2.4837
CD40LG	0.603
CES1	-1.61883333333333
DCI	0.063
B3GAT3	-0.3195
STK17B	-0.024
CNTN6	0.47825
CYP3A4	-1.084
MBOAT2	2.22735714285714
PISD	0.459875
USP1	-0.782
PYDC1	-0.125333333333333
CENPM	-1.602
SAR1B	1.183
TTC7B	-0.628875
DP58	0.0425
GPC1	0.733
RBL1	-1.484625
TMEM137	-1.3005
TOB1	1.90541666666667
TCEAL1	2.77583333333333
CENPF	-2.09245454545455
C6	0.333833333333333
PRSS1	-3.33625
PPIL6	1.33516666666667
C6orf124	-0.345
ODZ4	1.27183333333333
SNCB	-0.32275
NDUFB9	0.195875
CNOT6L	1.10566666666667
S100A9	-1.37833333333333
TRIM50	-0.029
KCTD1	1.3238
WDR63	0.07975
SPEF2	1.683625
RNGTT	-0.701166666666666
CXorf22	0.2425
KCNK16	0.359
CEP250	-1.0455
ATPBD1B	-0.4685
KCNJ2	2.9975
MT1B	-2.116
ZNF684	-0.2985
SLC4A1	0.093
PDHA1	-0.88925
ZNF492	-0.429625
TKT	-2.3825
BYSL	-0.693
RNF38	0.396125
AHDC1	0.567
KLHL2	-0.174
CMTM8	-0.51375
DMP1	0.073
HERPUD2	0.17
CRTAM	2.60316666666667
ZNF572	1.06725
TMEM16J	-0.164
HSD17B2	-2.8025
UBE2G1	0.60875
AHSA2	-0.93625
PELI2	-0.907
TPX2	-2.804375
ATP9B	1.118
DAZAP1	-0.284875
HMGCS2	1.23733333333333
C17orf38	0.47225
B9D1	-0.713125
NKX2-5	-1.1745
KIAA1276	-0.06975
LILRB2	3.175
CSTF1	-0.158666666666667
BTN2A1	-0.216833333333333
C15orf48	5.39575
IGF2BP3	-4.444
FAM113B	1.13933333333333
HRG	-0.038125
ZNF131	-0.20175
USP47	0.971714285714286
CCDC88B	-1.229
HCN1	-0.4012
HTN1	-0.740666666666666
SYCP3	0.01325
C13orf23	-1.1521
PAPOLA	0.5396875
AATK	0.4955
MSH3	0.349333333333333
NDUFAB1	-0.62275
ITLN2	-1.14016666666667
BAK1	-0.612
MRPL45	-0.9475
MTNR1B	0.141333333333333
LOC645843	-0.2165
SPECC1L	0.81975
PGCP	0.14275
SPN	-0.587375
GPR143	1.07683333333333
ZNF576	0.672666666666667
TMEM39A	0.3648
ATP5D	-0.365
MAGEB3	-1.245
RPS5	-0.870666666666667
ANP32E	-2.17157142857143
MTMR1	0.51175
YEATS4	-1.27925
SYNGAP1	-0.10375
PCOLCE	-0.703
MNS1	-1.2855
PCYT2	-0.9625
ZNF182	0.35625
LAX1	1.67
SPPL2B	0.4718
ELOVL5	1.3794
PCDHAC1	0.4405
B4GALNT1	-1.64033333333333
BLOC1S2	-0.057375
ZNF673	-0.6287
ARHGAP21	0.0965
IRX5	3.3865
LRFN5	-0.180833333333333
FAM7A1	-0.59725
RAB19	-0.5175
GINS1	-2.306
ITM2B	1.2265
PAPSS2	-0.62075
OR5BF1	0.236
ACSL3	0.726125
KIAA1919	-1.11816666666667
GLT8D2	2.484625
UTRN	0.397857142857143
CNN1	0.735
HISPPD2A	0.941
SDAD1	0.337875
SIGLEC9	1.021
RPL35	-0.598285714285714
C22orf26	0.2185
IMPDH2	-0.9385
WDR69	-0.341
SEC14L5	-0.895833333333333
CLTA	0.33375
RP11-529I10.4	-0.42825
GPR37L1	-0.121833333333333
OGDH	-0.485
ASB13	2.2535
ZFP14	0.83125
ZCRB1	0.151
KPNA3	-0.205
HSPA1L	1.342
RHOC	1.068
LOC554175	-0.24825
PPP3CA	-0.0823
SLC1A7	-0.8514
ZNF529	-0.0691666666666667
RBED1	1.11975
DDB2	-1.27
FLJ11286	-0.294833333333333
SPATA1	0.616
MKNK1	0.166
DYSF	0.325666666666667
ALKBH2	-0.31575
NKD1	-2.63283333333333
C1orf174	-0.6845
PLEKHO1	0.3555
ASB10	-0.13425
RING1	-0.186333333333333
NPC2	0.684125
AVPR1B	0.313
YTHDF1	0.0946666666666667
LMAN1L	0.2485
GSG2	-2.513
CEP170	-0.1998
RPS4Y2	-5.19975
MSH6	-1.077
HECTD2	1.0965
ZNF556	-3.437
PLEKHC1	-1.0254
AIRE	-0.0941666666666667
BCL2L10	0.233
LMOD3	0.152833333333333
ZBTB8	0.2867
FOXA2	-3.5142
SLCO2A1	2.5765
C3orf46	0.065
PRDM16	-0.127833333333333
TMEM98	-0.199
FRMD5	-2.492
PDE6C	-0.4355
C1orf216	0.244333333333333
EP400	0.0560714285714285
PTK2	0.65525
RNF217	-0.69175
NDUFA8	0.2265
ZFAT1	0.538
LAMP3	1.01166666666667
GLTSCR2	0.733625
NPW	-1.542
LLGL2	0.235
PPM1K	-1.39666666666667
C20orf177	-0.072
KIR2DL4	0.3189
NFKB2	-0.31225
C21orf122	-0.225
HESX1	-0.1825
GPR114	0.723
SLC25A35	0.623666666666667
GNAT1	0.093
ORAI3	0.40775
FAM76B	-0.374375
TMEM99	0.9127
TRIM29	-1.1876
CDS1	3.284
RHEB	-1.1458
C4orf27	-0.290333333333333
RAB3A	-0.59375
OTUD6B	0.095
GPD1	-1.18775
CDH15	-1.1085
NPM1	-0.746642857142857
TMEM117	0.02575
PRPS2	0.162666666666667
GCK	-0.425
ADRA2A	4.85033333333333
TSPYL4	0.988666666666667
TASP1	-0.5515
WDR19	0.434
C10orf38	-1.8335
PDE4C	-0.438166666666667
FYB	1.04633333333333
C1orf55	0.012
PPFIA3	-0.93375
RAD18	-0.0775
C12orf44	0.0491666666666667
CRYBA4	0.645
HVCN1	1.07875
TAF10	-0.4165
C16orf48	-0.945833333333333
DEPDC5	1.13433333333333
LTBP1	-1.412
MAPRE1	-0.227125
FGF8	0.0905
C3orf52	-1.313625
SENP7	0.375666666666667
LRRK2	0.8745
RUNDC2A	0.5275
KIAA0355	0.08
CPEB1	-2.124
PPEF2	-0.1095
ABI2	-0.237666666666667
KIAA0317	0.37375
ATF1	-0.758
DYNC1H1	0.665
DIP	-0.2565
TMEM33	0.423444444444445
POLDIP3	-0.81275
C7orf24	-0.043
GPR171	2.41075
CDC6	-2.87216666666667
PLD1	-1.1865
ITFG2	0.2525
NDUFC1	1.07125
AKNA	-0.722
NBR1	1.075
PKHD1	0.266125
HPS4	-0.5026
MAFA	0.70375
ULBP3	-0.43675
DIRC1	-0.1815
IMMT	-0.5745
C22orf13	0.373416666666667
CEL	-0.0895
MARK3	-0.03675
ADAMTS2	0.694666666666667
ARPC3	0.0915
TMEM10	-0.263625
NPHS1	0.11225
BRD8	0.441833333333333
WDR12	-1.47325
IDI2	0.29625
HOXD13	-2.1615
OR8G2	-0.82425
SLAIN1	-3.415
GABRQ	-0.323
NR2C2	-0.038
NKTR	0.1654
TLE2	1.98
KIAA0892	0.214666666666667
AURKA	-2.643
GPRC5C	0.047
TBC1D9B	0.6765
PNPLA6	-0.057
AP3B1	0.00875
NAG	0.221625
C11orf68	-0.4565
AKR7A3	1.7115
AHCYL1	0.239083333333333
COP1	0.071
RPP14	-0.282583333333333
PCDHB18	0.2785
CDH24	1.02025
KRT17	-1.4704
LACTB2	-1.23225
DDX24	0.7426
PHACTR1	-2.42866666666667
SLC35E2	0.55475
LOXL1	0.7925
IQSEC2	0.204
RGSL1	0.123
PCDHGC5	0.1655
MEGF10	-0.524
PRRX1	0.949833333333333
ASTE1	1.01933333333333
C6orf159	-1.0415
MYOD1	0.84525
GAA	0.356
ZNF747	0.4115
KLRC1	-1.200375
IL1RL2	0.8455
GDF9	1.0065
GPR119	0.15
TRAF2	-0.597333333333333
HCK	3.52683333333333
BMP6	-2.03525
IL8RA	0.2035
FLJ35848	-1.07325
EFHA1	-0.10075
CDSN	-0.856
C14orf54	-0.49
LSM3	-0.32525
ZFP41	0.612
C9orf126	-1.11366666666667
VIT	1.2215
SPCS3	-1.34
DEF8	-1.1392
CHAF1A	-2.05416666666667
C1orf165	-0.258666666666667
ZFPM2	1.31666666666667
FTH1	0.44775
SLC35F1	-1.79575
YWHAH	1.05775
C17orf66	0.00616666666666668
ADRB1	-0.215666666666667
FOXL1	-0.5185
RG9MTD3	-0.152666666666667
UMPS	0.019625
MGC13008	0.3635
KIAA1161	-0.4375
CCDC77	-2.15475
C12orf65	-0.8281
COG4	-1.20416666666667
RCP9	1.20133333333333
RP4-692D3.1	2.86066666666667
CDC2L5	0.60125
MGC7036	0.662833333333333
DNAJC11	-0.71975
GDF2	-0.0996666666666667
TIMM17A	0.53525
HNRNPA0	0.3152
OR2H1	-0.084
PCBP1	0.3335
COL23A1	-2.42125
LRRC2	-0.200785714285714
NSD1	0.689571428571429
FLJ37078	-1.011125
WDR91	-0.512166666666667
TMEM179	0.08675
DSCR10	0.1075
CNDP2	0.1736
FYN	-0.916
BEX2	1.18233333333333
KCND3	0.34925
YPEL5	1.24625
LRRC42	-0.225666666666667
C17orf45	-1.233625
ZNF649	-0.5471
LOC150763	1.150375
COL5A2	2.94716666666667
CNGA2	-0.132
ELA2B	-0.395333333333333
RAB9B	-1.2475
FAM100A	-0.04025
NAIP	0.797642857142857
MYOZ2	-0.32975
SPATA12	-0.612
XRCC4	-1.14475
CYB561	0.7687
CHST10	-0.91975
BAI1	-0.905166666666667
BRSK1	-0.737333333333333
C17orf89	0.3235
PDE6H	-0.458
FLJ20309	0.5466
MAP7	1.767375
SCN4B	0.71575
SPAG9	-0.75925
SERTAD1	0.743333333333334
FLJ21963	-0.31775
ANTXR1	0.4218
TMPRSS13	0.996166666666667
ETV7	1.948
DGAT1	0.281833333333333
NKIRAS1	0.828166666666667
TAC3	-3.5185
CORO1C	-1.20808333333333
RAD54B	-0.64325
HRASLS3	2.81783333333333
C21orf42	0.16025
BARD1	-0.301
ZNF177	1.008
MIP	-0.232
ZNF442	0.9975
F2	-3.761
GRIA1	-0.09975
GALNTL2	1.34
WNT5A	-0.4757
LENG9	-0.0785
hCG_25371	-1.969
FOXR1	-0.479
TRA@	0.9408
PWWP2	1.47175
C1QTNF7	2.40666666666667
SLC7A4	0.145
C4orf7	1.7075
C17orf80	0.2865
KLK4	1.32916666666667
IL31	0.034
TMEM176A	3.216
CTNNB1	0.5846875
BHLHB2	1.3855
TMEM185B	-0.00583333333333333
ARD1B	-0.9085
C1orf93	0.6455
BRUNOL4	-0.136
LOC541469	-0.81375
UPK2	-0.087
GAS8	-0.238666666666667
PATE	0.0825
IMPACT	0.781625
WNK4	2.77916666666667
HNRPLL	-2.014
GAD2	0.24875
ITGA6	-1.4545
BMP15	0.316833333333333
CYP2A7	0.485625
RIC8A	0.552375
CCND1	0.321833333333333
USP35	-0.068
DSCR2	-2.246
CCL4	4.28783333333333
ZCCHC10	0.1495
NOL11	-0.795
TRPM2	1.14875
PSMD2	-0.807272727272727
CHTF18	-2.06875
USP18	0.070625
RRAS	-0.085625
LAMC3	-1.73075
TOX	-2.512
PCDH15	0.0005
GABRG3	-1.83525
NUDCD2	-0.28775
SGCZ	0.393
KCTD17	-0.9933
SPSB2	-0.4115
TPPP3	1.306
CILP2	1.624
CALB2	1.1885
CEBPZ	-0.593333333333333
ZNF479	0.02725
FMOD	4.48316666666667
C21orf66	-1.15642857142857
CLN6	-0.664333333333333
ANAPC1	-0.916625
SH2D3C	1.06
PTPN14	0.0209
TRIM42	-0.01975
APTX	0.273
SNRPG	-1.07016666666667
BMS1	-0.32075
MAGEA3	-4.161
NFATC3	-0.95325
LRRC45	0.0118333333333333
ARS2	0.131285714285714
LRIG1	2.62516666666667
EPSTI1	0.638166666666667
PRSS27	0.10125
ERC2	-0.882875
PRKACB	-1.0415
PRDM13	-4.1805
HCG27	-1.58125
KLK12	-3.0625
HSD17B7	-0.073
ZNF354A	1.0865
PCDH11X	0.308
DMGDH	-0.591
PCBD2	-0.00266666666666666
TMC6	-1.016625
RIMS1	1.6495
SF3B2	-0.456833333333333
RCN1	-1.53216666666667
CPB1	2.19675
BCAR3	1.78575
FCRLB	0.1945
PAK1IP1	-0.896
OR10H1	0.0345
KIF9	0.7138
PITPNM2	-1.46825
L3MBTL4	-0.045
TGFB1	-0.6718
ZXDC	0.67375
SLC6A16	-1.25475
SRrp35	-1.948875
LRRC8E	1.90925
PPIAL4	-0.315583333333333
EOMES	1.74033333333333
PAX2	0.0665
SCARF2	0.43675
PSEN2	1.13775
PCDHB13	0.1115
C10orf28	-0.119375
DHRS7B	-0.165214285714286
C1orf131	-0.2515
ASB1	-0.6778
ZNF223	0.526166666666667
LCMT2	1.076
MEP1A	-0.9605
TMEM53	-0.53275
RSPH3	1.2255
C10orf33	-1.4985
LOC644285	1.12725
PTPN9	0.604833333333333
ABCA12	-2.17175
CCDC37	-0.9225
RUNDC1	1.6844
YES1	-1.5765
FAM120AOS	0.76275
OR5M3	0.209
PPP1R3F	0.0150833333333333
IL13	-0.0994
MDFI	-0.579
PRNT	0.35275
ZDBF2	-0.9705
OR10C1	0.0693333333333333
CLIC1	0.0533333333333333
LILRA5	0.301833333333333
CSAG1	-3.75216666666667
TREML2	-0.685166666666667
FAM125A	-0.065
ZNF74	-0.7885
FAM104A	-0.3515
LRRC39	-1.008
SAMD5	-0.58875
HYAL2	-0.09225
HIST2H2AC	-0.366125
IGFBP5	3.78308695652174
NRTN	-0.742
KIAA0556	0.2895
FAM29A	-1.78122222222222
JMJD2A	0.62825
EPHB1	-0.347
POLD4	0.421
ANAPC10	-0.608
LRRC36	-0.54325
MEGF6	0.197375
LPHN3	-0.336666666666667
BMP10	-0.1885
C21orf55	0.496
CREM	-0.524125
PTGER4	0.401833333333333
METAP1	-1.505875
KCNQ1	0.750666666666667
NR2F2	0.5455
SSFA2	-0.564333333333333
CTTNBP2	-1.52575
BCL2A1	-1.4425
ZBTB24	-0.3785
SLCO6A1	-1.30375
PRDM1	0.8918
OR7D2	-0.481
CCDC47	-0.258
LOC646982	-0.046
SLC26A6	-1.224
BIN1	-0.5053
SRRM1	0.0118571428571429
PCSK1N	-0.553875
ALS2	-0.0047
ECT2	-0.947157894736842
CACNA2D2	1.146
DOCK6	-0.956
C10orf119	0.37575
FATE1	0.077
DUSP23	1.29925
TRIP6	0.0209285714285714
NUP35	-0.2595
CDH3	0.42025
KLHDC8A	0.49925
C9orf116	0.465125
EI24	-0.1375
CENTD1	0.0498333333333333
RWDD2B	-0.384166666666667
DOCK1	1.4445
NPAS2	0.76425
NR3C2	2.38233333333333
FAM63A	1.16683333333333
INPP5F	-0.678166666666666
FAM111A	-1.6097
MYBL1	-1.99225
