Hybridization REF	TCGA-BH-A0HY-01A-11R-A056-07
CASP5	0.0961666666666667
RNF182	-5.06425
BRD4	0.78375
DOK4	-0.36775
SLC46A2	0.600166666666667
SOX9	1.63125
ZNRD1	-0.596
PRR6	-3.01025
FAU	0.231875
DTNB	1.69066666666667
CARD9	-0.31175
STS-1	-1.53266666666667
SLC4A5	0.418625
NSBP1	-1.1805
UGCGL2	-0.80275
POTE15	0.507
NOXA1	0.6785
RP13-347D8.3	1.2055
SAMD10	0.312833333333333
EP400NL	-1.07725
TCF21	-0.62525
AMELX	0.3235
JPH2	0.8883
SLA	1.1735
DLST	-0.969666666666667
SEPT12	-1.09125
RGS20	-2.4995
LXN	0.2875
ZNF419	0.23675
UPK3B	0.203333333333333
RELL1	0.083
ESPNL	0.5635
KLHL21	-0.429375
PI15	0.0015
C2orf61	-0.835
LOC407835	-0.0863333333333333
RER1	0.495416666666667
ELAVL2	1.486
MGC26718	-2.639
KLF2	2.058
TNFAIP8L3	0.661083333333333
TFE3	0.8895
C11orf17	-0.8665
15E1.2	-1.908
SNRPC	-1.62775
DLGAP1	-0.69675
PGLYRP1	0.113
OVCH2	-0.696
IRF7	1.7343
SET	0.1858
NAB2	-0.0398333333333333
LRP5L	0.16575
FAM120A	1.4459375
ASCL2	-0.766166666666667
SHH	-0.5935
ATP5H	0.759166666666667
THPO	-1.0535
TYRP1	-4.644
HIST1H3E	0.493833333333333
EIF2S1	0.0738888888888889
TNFRSF17	-2.11366666666667
TARSL2	-0.258
NKX2-8	1.046875
C1orf115	3.347375
LOC56964	1.047
KIAA0841	0.23975
ISCU	-0.9935
TTMA	-0.178
ZNF414	0.2265
LOC441150	1.71525
RAB15	1.0365
HBP1	0.614833333333333
TNNT2	-0.326666666666667
CECR5	-0.34
PHGDH	-1.896625
JRK	-0.1588
XPO4	-1.023125
FAM131C	1.365
ARHGAP25	0.204333333333333
CA9	-2.89177777777778
GPR62	0.0443333333333333
TLX1	-0.104333333333333
GPS1	1.0335
OR2M2	0.2155
BDP1	0.0154285714285714
FAM70B	1.12975
RPS29	-0.468416666666667
MKLN1	-0.9295
TSPAN19	-2.7905
SLC29A3	1.3041
LGALS4	0.0186666666666667
USH2A	0.43
NF1	0.134166666666667
APOBEC3A	2.43716666666667
IMPAD1	1.26616666666667
OLR1	1.595
NRAP	0.2595
HCFC1R1	0.274
TAOK2	1.13566666666667
MCM10	-1.545
MAP4K3	0.00958333333333333
CBS	-2.044375
CLK3	-0.4499
PCDHGA5	0.3565
ELF4	-0.00087499999999998
FAM71A	1.38777878078145e-17
C11orf49	-0.56875
CLIP2	-0.8205
BTBD9	1.6466
ZNF524	1.78525
KDELR1	0.309833333333333
ZNF509	-0.0945
NCSTN	1.2505
ZNF533	-0.0128571428571428
PARP4	-0.08525
GALNT9	-0.1
NPY	-2.14925
BEGAIN	-2.01466666666667
TMEM77	-0.518333333333333
FOXRED1	-0.783666666666667
SLC16A2	2.83166666666667
SLC35B1	0.4365
GK5	-0.0888333333333333
SDCCAG10	-1.10525
C4orf20	-0.418
SLC9A2	-2.385
ADD1	0.188785714285714
TAL2	-0.854666666666667
ACLY	-0.40575
DNAJC1	1.8015
SOST	-1.71975
USP43	-0.1045
CYP4F12	-1.229
FKBP5	0.134375
CHCHD5	0.2146
NUDT22	0.49
CCDC85B	-0.24575
OR51G2	1.024
STRN3	0.446642857142857
TMOD2	-0.35225
FLI1	-0.634
MAB21L2	-0.669833333333333
DGKQ	0.75325
VPRBP	-0.594666666666667
SCNN1B	-0.7414
ECHDC3	1.823
TMEM106C	0.03025
CSNK2A2	0.1595
RPL39	-0.9756
HERC3	0.487222222222222
ZBTB47	0.923833333333333
ZNF681	-0.14825
PAGE2	-2.47525
CLIC5	2.34557142857143
RABAC1	1.2795
ZFHX2	0.75325
YPEL1	1.79533333333333
KIAA0776	-0.59975
NR1D2	-0.87475
DNAJC4	1.18825
NPNT	4.3849
ZNF677	-1.8305
ZNF536	-0.671
MEF2B	0.19075
PTPN4	-0.10425
CTCFL	-4.843
STX5	1.17766666666667
CD72	1.11975
VEGFA	-0.347526315789474
XRCC1	-0.2785
MAS1L	0.938333333333333
ELL	0.0389
SETBP1	0.17675
CDH11	3.13933333333333
NDC80	-0.663230769230769
DMBX1	0.26025
NRSN1	0.8155
BAT2D1	0.06825
CDS2	0.8525
C1orf212	0.101
SENP3	-1.042125
IL1F9	-0.832
EEF2K	-0.567
COG8	0.014
CEP72	-1.72375
OR1L8	0.2505
MUS81	-0.20525
PHYH	1.069875
GGT6	1.3555
C22orf23	-0.619333333333333
C13orf33	2.458375
MAPK8IP2	0.4375
NELL2	-1.29875
POU3F2	-3.02633333333333
ALPK1	1.463125
MRPS18C	-0.65275
RPLP2	-0.225125
FGF22	0.328
SPNS1	-0.103333333333333
ZFP1	-1.0585
IL1RAPL1	-1.6895
PCSK9	-2.532
NKX2-1	0.0160714285714286
C6orf189	2.039
SP4	-0.9245
SLC11A1	1.389
C21orf25	1.45383333333333
ICAM2	0.19575
SH3GL1	0.472166666666667
GSK3B	0.958666666666667
RALB	1.589625
PDXP	-1.2625
GNGT1	-0.97575
KIR2DL1	0.38
TNFAIP3	-0.326583333333333
C6orf32	-0.7378
CBLN2	2.86175
PANK3	1.520625
TAAR9	0.632
WDR82	-0.264571428571429
APOM	-3.264125
TRIP10	-0.09325
SPATA16	-0.297833333333333
C1orf135	-1.08075
USP51	0.24975
TESK1	1.878
C11orf64	-0.05075
ZNF611	-0.1275
PDE6G	0.167166666666667
HLA-DQA1	3.640125
GCLC	0.38175
SEC61A1	1.44492857142857
TWSG1	-0.144
ZMYND10	2.52325
CTDP1	1.4305
ADAMTS6	0.2865
SLIT1	-1.312
KRT86	-0.548
KIAA0574	0.41175
GTPBP2	0.8078
PQLC3	-0.7255
PRRX2	0.1085
C15orf44	-0.649
MKKS	-0.253625
C11orf10	0.536
GPR110	0.37575
CD109	-1.75216666666667
ADCY1	-0.247333333333333
RHBG	-1.6005
TP53I3	0.3315
SLC22A3	-1.4106
UCP2	2.30975
FOXG1	-2.6566
OR2AG1	0.671
TRIM24	-0.47225
PROC	-2.83675
TAAR6	0.14775
AMTN	-1.03
C10orf47	-1.76283333333333
DEPDC1	-2.1105
FLJ45557	0.7055
ZDHHC17	-0.6184375
KIAA1429	0.00566666666666666
KCNH1	1.5035
VNN3	0.700125
PSMAL	1.1845
PPARD	0.589625
HFM1	-1.60425
YBX1	-1.48316666666667
ZNF695	-0.0905
SCTR	-0.285166666666667
DCDC1	0.4775
VPS26B	-0.1086
MTF2	-0.831
ATP6V1F	-0.30575
CCDC94	0.21375
PERF15	-0.2035
CCL11	3.14125
LMO7	-1.049125
DCST1	0.0975
ADRBK1	-0.39
CDRT4	0.399625
ZNF84	-1.2905
HOXD8	0.293
STARD8	0.228
FOXP2	-1.539125
CCDC103	0.555
POLR3A	-0.4574
GSC	2.04916666666667
ZNF114	-1.70283333333333
HTR7P	0.612
LALBA	0.4545
RMND5A	0.214666666666667
PSCD2	1.189
ZNF409	0.0835
KRTAP1-3	0.705166666666667
MAF1	0.0645
LOC201725	-0.7495
NRN1	-2.112875
SPAG5	-0.284
DNAH7	0.607833333333333
FLJ43860	0.034
BRCA2	0.0235
ACADM	-1.922
CXXC6	-3.023
RAGE	-1.361
CHMP2A	0.77125
FAM8A1	-0.2661
GPR21	0.408
SLC12A3	-2.48516666666667
FVT1	0.0997142857142857
ZDHHC7	0.39725
FLJ44048	-0.071
SLC44A3	1.90866666666667
SDSL	1.00366666666667
MMP8	-2.0575
PLA2G12B	-3.57
ACY1	-0.85125
MT1E	1.727
OR4K15	0.2285
TECTB	0.3535
GPR20	0.595
IRAK2	-0.82875
RFPL3	-0.526625
MYO9A	-0.45
NARG1L	-0.0618333333333334
BLMH	-2.45475
CCDC3	2.377
C9orf21	-0.193833333333333
KIAA0513	1.0455
MIER2	0.12575
PNMA2	-0.7665
SH3BP2	0.6091
ANXA10	-2.95225
RTN2	-0.225833333333333
TFB1M	-1.044
PRPH2	3.5035
C14orf133	0.98325
GOLGB1	2.11475
IRX4	0.367
NFKBIL1	0.490833333333333
C10orf62	0.50975
APBB3	-0.32
RPS10	-0.1246
LOC728378	1.09675
TLE3	1.27172222222222
PSMB7	-0.2055
MESDC1	0.193
SLC6A1	0.950166666666667
OCLN	0.854666666666667
PTTG3	-1.56533333333333
NAGLU	-0.13025
SERTAD4	2.972
SPRY1	1.281
FLJ10781	-0.63075
MYSM1	-0.8085
TRIM4	0.222928571428571
SH3YL1	1.444875
TREM2	3.97033333333333
SERPINI1	3.47925
HDHD3	1.216875
TMEM38A	0.2375
EID2B	-1.92725
TDRD3	-0.722666666666667
SEDLP	0.30675
THSD7A	1.07566666666667
NDST3	-2.66575
KLHL15	-1.99016666666667
DHRS12	2.047
FBXO9	0.334785714285714
TNPO1	-0.878083333333333
MRPL13	-1.37966666666667
SNX5	-1.96316666666667
METTL6	0.1375
SOD1	-0.8375
CHML	-0.994
PACS1	1.174375
SIRT5	-0.5895
CAPN2	0.276
FXYD5	0.1755
TWISTNB	-1.225375
LRFN1	1.07316666666667
UBE1L	0.2785
UBE1C	0.11725
OR51B2	-0.4105
OR4D11	0.359
C15orf2	-0.162
NR4A1	-0.0435
LOC339047	-2.251
TRIM17	-0.94525
ATP5G3	-0.520571428571429
RPL15	-1.06908333333333
ADAMTS8	-1.25175
HOXC4	0.803
C14orf37	2.2815
CEACAM5	-2.2145
MYT1L	-0.184166666666667
RASA2	-0.26825
OSBPL7	0.4895
STAG1	0.3905
GIMAP4	4.651
FUT3	0.484833333333333
PIF1	-2.303125
LPIN2	-0.0848
SH3PX3	0.905
PDP2	-1.24675
PAPD1	0.27875
ERP27	3.41425
APOOL	-0.8302
DIABLO	-0.23725
TRHR	0.204857142857143
ARMC9	-0.124875
RNF152	3.4365
SLITRK3	-0.43875
ZNF211	0.3523
PFDN1	-0.3835
RGS11	0.03925
HS6ST1	1.6316
AKR1D1	-2.11725
TNP2	0.266666666666667
STK31	-0.270666666666667
EML4	-1.03933333333333
SGTA	-0.110333333333333
HIST1H2BI	1.386
PSMD6	-2.20233333333333
KIAA1257	2.3445
C18orf55	0.1165
FLJ20273	2.46025
RPL28	-0.411
EPYC	2.9425
NOX3	-0.7325
ELAC1	-0.566333333333333
METT11D1	-0.7235
BIN2	-1.09383333333333
NACA2	-0.36725
CCDC17	-0.51325
HM13	0.2225
UBOX5	-0.302375
UBE2O	-0.046375
UBL5	-0.38275
APOLD1	1.87425
C9orf31	0.27975
TNFSF8	0.3235
ARHGAP29	0.3875
PROKR2	0.35
PDE5A	-0.729666666666667
C6orf12	-0.5025
TOM1L1	1.1545
WHDC1	0.016625
FOXI1	3.26466666666667
RAB4A	0.8376
TMEM39B	-0.54325
ATPBD1C	-1.75525
FARSA	-0.613666666666667
PLEKHG5	0.6555
CMAS	-0.894166666666667
OR7E24	0.3965
SLC30A1	-0.12575
CDC42EP5	1.6945
PLAC1	-0.54775
KLHL18	-0.230666666666667
LBA1	0.7909
TAZ	-0.88025
CRIP2	2.466875
BTBD11	-1.305
C16orf72	0.4925
DIO2	-0.0657
LRRCC1	0.878833333333333
CCDC136	-1.4075
PRX	0.0802857142857143
RBM5	-0.6853
TMEM85	-0.643375
TUBGCP4	-1.61933333333333
APLN	1.35475
CDK7	-0.976166666666667
SSR2	1.97666666666667
CRELD1	0.2055
C19orf46	2.22675
GAL3ST4	0.204833333333333
KBTBD10	0.35325
IL28A	0.84975
WDR27	-1.063
MCM2	-0.586666666666667
SOX14	0.439
FLJ39743	0.636
KIAA0922	0.453625
HIPK4	-1.1535
FLJ25758	-0.6005
C16orf57	0.17475
PDZD2	0.50525
MCC	2.0305
HHLA3	-0.563
ID2	0.7405
C20orf23	0.932166666666667
ZNF688	1.121
APOC2	-2.74183333333333
LOC440093	-0.05075
FAM50B	2.212
PWP1	-0.929
DNAH10	-0.2775
HIST1H2BA	0.63875
GPR56	2.4485
METAP2	-0.06525
PAN3	0.525666666666667
STXBP4	0.752625
PDHX	-1.238
MTA1	0.5755
ZBED4	1.293
ZNF720	0.38925
CDK2	-0.515875
RHOJ	0.5625
CDC37	-0.0456666666666667
ZER1	1.122875
GRK4	-1.15125
PRPH	0.94025
POLR2A	0.462625
OGFOD1	-0.53175
NOL5A	-1.01825
PHEX	1.6365
FLJ16478	0.13225
C20orf117	-0.605875
CAMTA2	-0.281
C11orf74	0.276333333333333
DDX17	0.482
C5orf27	-0.143125
PLEKHA2	-0.3064
PDE4DIP	-0.2491
SCN7A	0.87325
ZNF559	-1.10833333333333
CXCL10	3.9525
ZMYM4	0.0596666666666667
STK32B	0.613266666666667
KIAA0888	-4.3613
TACR3	0.7275
CKAP2L	-0.8195
KIF1A	0.313666666666667
RSPRY1	1.25775
VCAN	1.99725
CYP27C1	0.125
SYDE1	-1.05716666666667
MED12L	-1.6185
ZDHHC21	0.54175
NHS	-0.5145
TM9SF3	1.0535
DDHD1	-0.796875
MAFG	-0.165916666666667
BICD2	0.1977
C14orf119	-0.527333333333333
C14orf43	0.793
CDH7	-1.36825
ALKBH5	-0.0634285714285714
JUP	1.488125
TMEM41A	0.1085
MAMDC4	-0.536333333333333
CBX3	-0.568125
LRRC18	0.06725
RBMXL2	-0.005
PLA2G4D	1.06183333333333
FGF13	1.726125
KIF3A	-0.512166666666667
PDIA6	-1.25225
DCXR	1.59125
CASKIN2	1.90416666666667
EHD1	1.61633333333333
MARCKSL1	1.27666666666667
ZNF496	0.281833333333333
SCAF1	0.611666666666667
KCTD8	-0.73575
TRAF3IP3	-0.0549285714285715
LSR	2.361
CXorf1	0.1732
C14orf112	0.454333333333333
EIF2B1	-0.61175
OMP	0.572
GSTZ1	1.1275
LOC92017	0.25175
ISLR2	2.5755
C12orf36	0.016
GATA2	0.316
GABRA5	-2.42
CELSR2	-1.58121428571429
STAM2	0.7906
TNAP	-0.61
PTPMT1	-1.66216666666667
GRP	7.48425
SV2A	-1.87133333333333
MAGEA12	-3.82025
CACNG1	3.711
C18orf19	-1.344
GSG1	0.126833333333333
PTPRJ	-0.782214285714286
FRMPD1	-0.238
ZNF668	1.3705
PLEKHJ1	-0.22775
ADAT1	-0.2723
TMEM50A	0.6333
UCN3	0.07
HOOK1	0.72575
IL17B	-0.772
MLKL	-1.56283333333333
TTC14	-0.930333333333333
KLHL5	-1.60525
CRYL1	-0.437333333333333
FOXH1	0.6005
NFYB	-0.404625
PPM1G	-0.112
GOLGA2LY1	-1.381
NMT1	-0.757125
HADHA	-0.158
CHSY-2	2.75
PLEKHF1	0.466714285714286
SAGE1	-2.607
MUSTN1	0.18575
SUHW4	-0.17275
TFEB	2.634
ZFYVE27	-0.05525
ATG12	-0.226
BMI1	1.3135
ZIM3	0.6085
MYH4	-0.48625
MASP1	-1.38658333333333
KIAA0984	1.966
RPAP2	-0.4925
ASB5	0.240333333333333
BOLA3	-1.3005
MIA3	1.93916666666667
KRT35	-0.192
KIR3DL3	-0.3575
MRPL51	-0.47125
SEMA3F	2.09666666666667
NDUFB2	0.161833333333333
LOC253012	-0.54625
FAM46C	-0.7732
G6PC	-1.9
CSAG3A	-4.4665
PREX1	0.5305
SLC25A45	0.0565
MAPKBP1	0.7461
CPE	-0.1625
GNB1	-0.069375
CXCR6	0.5255
TRIM46	0.7505
C16orf3	0.533166666666667
HPSE	-0.26425
TIGD3	0.6425
SPG3A	1.7745
LCAT	-1.4185
ST6GAL1	0.189222222222222
POMC	0.31325
FLJ36031	-0.248833333333333
NSMAF	-1.183
SKIL	0.93
ADSS	0.072
HMGCS1	-0.1122
POLR3F	-0.610666666666667
RAB10	0.3775
ZNF277P	-1.019875
ZBTB7B	1.56775
DHRS1	0.70825
ABCC13	0.343285714285714
CNOT3	0.7665
NFKBIA	0.8415
GAK	0.225166666666667
SFT2D2	1.27183333333333
HOXA6	-0.566
CRTC1	0.4415
LY6D	-1.204
C20orf72	-0.679333333333333
CPT1A	-0.212
LMO1	-2.636
EIF3I	-0.32175
PRB4	0.372
MCM3APAS	-1.8305
C20orf132	-0.929
FOXF2	-2.45175
S100A12	-0.15775
MLH1	-0.662166666666667
ACTN1	1.4812
MRPL36	-1.0685
C20orf106	-1.396
FBXO6	1.03933333333333
MKS1	0.733833333333333
CX3CR1	-1.928875
PDE1B	1.9505
PLP1	-3.407
KISS1	0.613833333333333
C14orf2	0.2845
TBC1D3P2	1.374
COMMD6	0.9868
ANKRD7	-2.126
PTCHD1	1.80125
NARS2	0.34225
DOCK7	-0.812
FAM127B	-0.094625
LOC390243	0.346
N6AMT2	-0.5165
ZNF391	-0.852
DNAJB14	-0.478166666666667
WRB	-0.10225
BPI	-0.00791666666666666
TTC4	-0.251
FAM10A5	0.11775
GOT1L1	0.5893
MAGED1	1.253
RESP18	0.877
WFDC6	0.90075
MT2A	-0.0745
C11orf56	-0.0165
KIAA1432	-0.5385
ROR1	-0.6465
HSD17B14	1.311
ZFAND2B	0.273875
SAMD4B	0.714
HEXA	0.18075
HNRNPU	0.168590909090909
USP39	-0.417125
NRD1	-0.1765
R3HDML	0.683
FLT4	1.04133333333333
OMG	3.7665
OR52N4	0.849
LOC399818	-1.15125
ELA2	-1.86175
VENTXP1	-0.108
RFC5	-2.165
OR52L1	-0.5325
PAX5	0.194
FBXO2	0.07475
GMEB1	-0.011
AKT3	-1.08366666666667
CRB1	-0.7504
CTTN	3.30966666666667
UTP15	-1.14766666666667
HSBP1	-0.127583333333333
PHF11	1.45325
NDEL1	-0.23
USP8	-0.48975
BAIAP2	1.376625
SI	0.477166666666667
ARSJ	-0.0698333333333333
BAAT	-2.22825
KCNS3	3.7815
LOC126147	-0.5535
TMEM37	0.49975
C1orf162	2.45716666666667
MBD1	0.4416
ITGAL	-0.3305
WDR73	-0.902
GKN2	0.490833333333333
ARFGAP1	-0.256125
SLC5A8	-0.679166666666667
ZBTB40	-0.0301
CYP4B1	1.21483333333333
LYPLAL1	-0.419
CHST3	-0.55775
MAP3K9	0.672
BTAF1	-1.312
TFAP2E	-0.4195
RBM35B	0.341
LOC441251	-0.128833333333333
ANKRD25	-0.438222222222222
UQCRC2	-0.923
MAEA	0.321416666666667
HYAL1	-2.4295
RNPEPL1	1.09466666666667
CPSF2	-0.7
PSD3	-2.1652
ABCA13	-0.166
AGR2	1.409625
GBX1	-0.908
HDLBP	1.61671428571429
ACY3	0.17625
HECW1	-0.59225
ZNF519	-1.949
HOPX	3.305125
ZNF304	0.9185
OR12D3	-0.072
FKSG43	0.9495
METTL1	0.534125
MFSD3	-0.203
PSPH	-0.7595
CLCA3	-0.576
DARS2	-1.13566666666667
CDC25A	-2.02783333333333
BAIAP2L1	0.553
B3GNT5	1.64975
USP29	0.23675
ARHGEF10L	0.7153
ATOX1	0.532625
ADAM30	0.831
DNASE1	0.539
STT3A	0.68225
RAB6IP1	-0.31525
PTN	1.3487
C1orf106	-1.27253846153846
HECA	0.50475
RNF122	2.3925
SLC22A18AS	-0.00216666666666665
GNG8	0.413
ELP4	-0.81175
FAM65A	0.116666666666667
RPL10A	-0.429166666666667
IRS4	0.144
MACF1	0.6334
SEC24D	0.49525
LOC374395	1.0845
TGFB2	0.75225
MDFIC	-0.452875
CHRNE	0.701
PCMTD2	-0.559833333333333
ATP6V0D1	0.160166666666667
MTA2	1.474
LZTR1	-0.0135
RAP1A	-0.274
AXIN1	-0.449125
POLR1C	0.90825
TRIO	0.867416666666667
PLXNA4A	-0.294416666666667
C5orf33	0.55175
DEPDC1B	-2.350125
ZNF473	0.433666666666667
MTM1	0.363375
GPR107	1.28916666666667
CSNK1A1L	0.369666666666667
FLJ14154	0.4485
NLRC4	2.4935
ENPP4	0.353833333333333
PADI3	0.013
RNF170	-0.452125
CG018	-0.243833333333333
C16orf7	0.4565
KCNE1	-0.735
NRM	0.4645
SLC37A3	0.216071428571429
TPD52L2	-0.866333333333333
UNC5B	2.6595
C12orf12	-0.293666666666667
SDHB	-1.01
CLRN1	0.203625
NUDT10	-1.54283333333333
UGT3A1	0.22325
FBXW8	-0.126375
RHOF	-1.376875
PTPLAD1	-0.39775
MYO3B	-1.072
DERA	-0.9555
TPP2	-0.89625
C19orf53	-0.1005
GINS3	-0.68175
ST6GALNAC5	0.629
CHSY1	0.06725
MGC15705	0.1865
GPR83	-0.00116666666666667
EXT2	-0.419
DOLK	1.3355
TUBAL3	-2.784
ACVRL1	2.234
ABL2	0.103083333333333
C14orf156	-1.68766666666667
PTPRZ1	-4.66185714285714
DIP2C	1.14
LAMP1	1.58675
RXRA	1.6474
MAP3K5	0.46125
ALKBH1	0.296666666666667
PDLIM7	0.218875
ARL14	-1.591
SNIP1	0.0775
TIMP3	2.45208333333333
RGS3	1.70166666666667
SPAG16	-0.1743
ABHD4	0.16825
ARHGEF12	0.231583333333333
GLUD2	-0.264
RAC2	-2.2109
UAP1L1	0.5345
SLC18A3	-0.645
YOD1	-1.29391666666667
RALY	0.70775
HMOX2	0.600875
DGKH	0.67475
DBNDD2	0.5905
YIPF4	-0.25475
THAP10	-1.14425
ZNF513	1.313
HAGHL	-1.67833333333333
ITGB4	2.64483333333333
CCDC141	-1.584
YTHDF3	1.024
C5orf28	-0.20975
RPL7L1	0.724625
TMEM30B	1.2725
ANKRD35	1.1725
DUOXA2	-0.14325
TBC1D5	-0.12025
DFNB59	-1.318
HRH4	0.64675
MYO6	2.2984
DNAJA4	2.218625
RBM24	-1.822625
CEACAM20	-0.33225
RBM23	-0.1375
NGFB	0.4725
C1orf63	-1.226
KRTAP7-1	-1.166
PERLD1	3.98525
NPB	2.5405
C17orf59	-0.0164
HSPBAP1	-0.66575
SLC15A4	-0.27625
PRTFDC1	-0.0845
OSMR	0.0325714285714286
CYSLTR2	-0.544
C19orf25	0.5004
KIAA1797	-0.4735
NLRP6	0.1335
FAM105B	0.4035
SCRN2	-0.0598333333333333
LRRC58	-0.7109
RNF17	0.6185
NEIL3	-2.2775
FAM137A	-1.169
SKP2	-2.61475
PARVA	0.898083333333333
PKLR	-1.67
RNF34	0.08775
A3GALT2	0.54225
C12orf50	0.0641666666666667
SUNC1	-2.3845
FAM102B	-1.27066666666667
CCT2	-0.7625
LRRC37A2	-1.308
ARF4	0.378
SIKE	-0.5055
C8orf48	2.65633333333333
MBTPS1	0.591714285714286
GPSN2	-0.8115
NCF2	2.27775
SLC12A6	-0.889333333333333
MRPL48	1.97625
HMGN3	-0.8205
LRRC62	-1.23875
PAX9	1.415875
FAM55A	0.0875
C20orf42	-3.0125
SCML2	-2.35016666666667
BCL9	1.02125
FAM40A	-0.84075
C9orf41	-0.420666666666667
ZNF774	-0.098
LETM1	-1.16725
PLXNB1	0.611166666666667
NIPSNAP1	0.404375
USP10	-1.26425
F9	0.6865
LIPE	2.80825
CNGB3	0.323
C12orf52	-0.5815
PI4K2A	-0.13825
MED8	0.1305
STAT4	0.4067
FGD4	-0.2035
RNF145	-2.0685
WDR32	0.7648
CLDN2	0.54
TCEAL8	-1.11825
ZMYND8	-0.7625
PDXK	-0.30115625
GATAD2A	-0.4055
PTGES3	-1.104
CCM2	0.42475
TAP1	0.85375
ZNF670	0.05425
ETS2	-0.778785714285714
C6orf166	-0.2445
PRMT2	0.736428571428571
OR4B1	0.4175
INTS8	-0.0445
CCDC102A	0.72475
CCDC83	-2.2022
ITGA1	-0.182
EPHA5	-1.9281
FAM24B	-0.869333333333333
TSGA10	2.373
HAL	-3.09716666666667
MYOT	-0.213
SPACA3	0.0765
BCL2L2	-0.969666666666667
CUGBP2	-0.4555
CCNB3	0.81225
RNF113B	-0.25375
MERTK	-0.29975
BAG1	0.50375
VPS36	0.398
ORMDL3	3.0962
C1orf190	-0.20275
ZNF625	-0.477
CORO2B	-1.15325
ALOX15	-1.1
CST1	1.263
NUPR1	2.07516666666667
CCL7	0.542
SMCR5	-3.1435
DSC2	3.7645
RBMS2	0.278
GRIK4	-0.7795
TRIM65	0.1966
TMPRSS6	-0.862857142857143
TP53INP2	1.52775
GLB1L	0.8215
LOC388284	0.209833333333333
PUS1	-0.825857142857143
BCL9L	0.3755
OLFM1	-0.08775
RET	3.477875
MASTL	-1.033
ALX3	0.3825
IL1RL1	0.294833333333333
ZNF765	-0.3236
C14orf138	-0.961
SNX10	-0.7455
TAC4	0.4425
C1orf64	-1.272125
POGK	1.267375
MAPK9	0.408
ZNF366	2.91775
C8orf79	-0.8428
CLDN7	1.564625
OR5AT1	0.405
TRIM37	-1.2495
LRRC25	1.9875
GRHL2	3.9408
TEKT3	-0.095
LASS5	-0.0473333333333333
ABCC4	-0.66325
DLG3	0.562375
VGLL1	0.1415
ZFP36L2	1.39666666666667
MFRP	0.431
KIAA1799	-0.66
FLJ44379	2.7935
PCNX	-1.067
ANXA9	2.1925
CYP4V2	0.7267
PIK3C2A	-0.76125
SRR	0.1455
NOL3	-0.092
IFITM2	0.986
ARNTL2	-2.28275
ZNF595	0.0085
NLRP13	0.299
ASPH	1.0895
CPA2	0.162
PVRIG	-1.84316666666667
LEPR	-1.1942
C16orf42	0.377
SH3BGRL	2.08325
FAM77D	-0.156333333333333
FNDC7	0.4115
C9orf6	0.696166666666667
NOTCH2NL	1.00666666666667
PGBD1	-1.59066666666667
SYNGR2	1.96366666666667
PITPNA	0.5600625
PRPF4B	-1.0475
SLC43A3	-0.881357142857143
NRBP1	0.11225
SLC25A22	0.42925
ILK	-0.076
SLC22A8	0.693666666666667
MRPS7	0.7075
PITX2	-1.21125
FABP3	1.179375
OR1L1	0.2075
LOC728215	-0.30225
BLID	-2.95
KIAA1217	3.13970588235294
TFPT	0.5445
AP4B1	-0.8615
VBP1	-2.39775
OR1K1	0.4225
MORC3	-0.44425
BHMT2	0.00233333333333334
C3orf10	1.419125
FZD7	0.563333333333333
WFDC10A	-0.1445
PMS2CL	-0.588
CCDC32	-0.0111666666666667
FA2H	0.15225
ALG13	-1.543
TTLL7	-0.1275
SPOCK3	-0.17725
SLC13A2	1.7285
AIM1	-0.06175
GPRC6A	-0.524
EGR2	2.5675
MED11	-0.5255
WWC1	1.76425
SH3GL3	-3.74825
RIF1	-1.21142857142857
PRLH	-0.053
VLDLR	-2.757
DBT	0.434
C21orf63	0.017
CGGBP1	-1.561625
KRTAP12-2	-0.157
TADA3L	0.29325
ZBTB16	1.3165
PDGFB	1.95925
RFX1	0.584
UQCRB	-0.3297
LOC133874	0.1975
HPS3	-1.07
LGALS3BP	0.0169
DKFZP564O0823	1.29342857142857
MRFAP1L1	0.218875
HOXA10	-1.45166666666667
NGB	2.249
KIF21A	0.512153846153846
IFLTD1	-0.244
LZTS1	0.211875
ARHGEF3	1.245
RHBDL3	3.444
CSNK1G2	-0.019
ChGn	-1.039
KIAA1244	2.23433333333333
GABRB2	-0.1515
MGC72080	0.2775
CD27	2.72725
EGLN1	-2.0525
PEX13	0.9305
RWDD3	-0.97325
RNF12	-0.943
GRIN2B	-1.696
ADAMTS14	0.497875
DYDC2	-1.3165
ATP6AP1	0.4709
NR1H2	0.512166666666667
PDK2	0.5025
C3orf17	0.3885
SLC38A2	-0.3165
SLC25A29	1.8295
C15orf29	-0.481
ADAM9	1.09508333333333
TMUB2	0.346
GPR176	0.00400000000000002
AGK	-0.84375
MCCD1	0.15475
NDUFA4	-0.46975
TMEM146	-0.79825
DUSP1	1.193625
UNQ6975	0.3135
EMX2OS	4.25025
INSM2	-0.403
LUZP4	-0.5745
SETD6	-0.8285
P2RY2	4.52475
SLC45A2	-1.7595
RABGAP1	1.10416666666667
UBXD5	0.050875
GPRC5A	1.4402
PAK3	-0.918333333333333
LOC63920	-1.2675
TGFBR1	1.6545
KRTAP6-3	0.37175
SFMBT2	-0.15
CDC42	0.61525
C11orf35	0.587
TTLL2	0.282
UACA	0.17
CD97	-2.1133
SETD5	0.626125
