Hybridization REF	TCGA-BH-A0HK-01A-11R-A056-07
OR4K13	1.565
C15orf21	-0.4665
OR4F15	0.785
FAM108C1	1.0031
ASAM	-3.1405
NPHP4	-1.022
SFRP5	0.180833333333333
OR56A3	0.729
EBAG9	-0.222666666666667
LOC100101267	-0.614
UROD	-1.22466666666667
ARL9	2.3095
PDE2A	-0.0168333333333333
TUBB2A	-1.19666666666667
RPL36	0.428166666666667
ASPM	-2.27078571428571
RBCK1	0.0373333333333333
AFF2	-1.3695
STARD6	-0.0738
ZDHHC8	0.801
EXOD1	-1.798
PLXNA2	0.49375
ACTL6B	0.0248333333333333
ANKRD41	-1.32516666666667
IL2RA	1.16825
PNRC2	0.758
DENND2C	-1.755
STXBP5L	-2.5215
TBCC	-0.60625
NSF	0.5535
KCNJ1	0.0552
KIF2B	-0.1715
KRT73	-0.1165
C7orf47	-0.03225
NFASC	0.3015
SFRS15	-0.28725
CLCA4	0.1645
ZNF597	0.429833333333333
SCGB1D1	0.7535
LONRF3	-2.53133333333333
OR2J3	0.395
SMURF1	-0.280625
C14orf102	-0.1895
HNRPDL	0.2386
ANKRD39	-0.10975
BTNL8	-1.12425
CSTF2	-1.184
CABP4	0.6105
TMEM95	0.8785
HTR1F	-0.4765
SCPEP1	0.227
PRSS12	-1.267125
SLC28A2	-0.432
INHBA	0.689666666666667
RP11-298P3.3	0.18775
UGDH	-0.904166666666667
SLC36A1	0.02325
PLCB1	-1.94916666666667
SEPP1	0.122666666666667
SRXN1	-0.38075
LOXL2	-0.99425
SERPINA7	-5.107
LOC201229	0.6045
CHRNA1	0.4835
DENR	-1.57866666666667
RARRES2	1.127
SENP2	0.294625
XPNPEP1	-0.390375
PCGF5	0.109
HIST1H1T	-1.063
CDK5RAP1	-0.52175
PRKG1	0.502142857142857
RASGRP1	-1.6111
CFI	-1.75266666666667
KIR2DL3	1.3255
FOXRED2	-1.43721428571429
FABP1	-6.50775
TRIM7	-2.173375
CYP20A1	0.123272727272727
CYTL1	-1.965
SORBS1	2.97825
PEA15	1.3195
GUCY1A2	1.89316666666667
ZSWIM2	0.8035
PH-4	1.627375
PACSIN1	0.999875
LOC152586	0.7795
UMODL1	-0.6035
KREMEN1	-0.362
FLJ35773	5.8055
RFPL4B	0.7125
SNAP23	0.3135
STXBP6	-1.79675
C6orf115	0.2635
ZBTB33	0.61775
CHST9	-3.62066666666667
MGA	-0.408125
FAM128B	-0.00140000000000002
GPR4	4.70566666666667
KIAA1957	-0.00549999999999999
GSTK1	0.960166666666667
CLCN5	-1.08575
FBXW5	0.02325
FUSIP1	-0.862214285714286
MAG	0.2565
FLT3	0.925666666666667
STRA8	-0.416
SERPINB4	-3.5785
JMY	0.158666666666667
DLK2	-1.07533333333333
ZNF451	-0.5667
HES6	-1.38575
FGF9	-1.7645
VNN1	-2.13933333333333
SRPK2	-0.2317
ALDH3A1	-2.42616666666667
CDX4	0.076
SPG21	-0.17525
ZNF302	-0.513
DOK3	0.481375
GRIN1	1.53371428571429
OR1A1	0.056
CALU	-0.357166666666667
ANKFY1	-1.123
C9orf84	0.654
CLEC2L	-0.472
LIMCH1	1.50958333333333
RWDD1	0.100833333333333
VHLL	-0.5
SLC18A2	-0.2395
UPK3A	1.20833333333333
FIP1L1	-1.049
LENEP	-0.201833333333333
RHOB	3.1925
RIBC2	-0.5125
GNPNAT1	-0.5995625
TBC1D10C	-0.98
MMAA	0.72825
INTS9	-0.33675
HOOK2	0.340875
CCNG1	-0.888666666666667
CCDC144B	-2.741
MTMR7	-0.074
NEU4	-1.78383333333333
HADH	0.259625
CCKAR	0.0575
TMEM173	1.3665
AFAR3	1.319
PTH2R	2.192625
IFI30	0.5605
GLUL	2.5458
TMEM71	-0.815166666666667
C20orf165	-0.0495
BFAR	-0.77675
ZNF14	0.42875
KLHL8	0.601857142857143
PPIL2	-0.0876666666666667
CTA-126B4.3	0.266666666666667
C5orf37	-0.966375
SLC27A4	0.240333333333333
KLHL22	-0.467
GJB2	-0.0615
HSPBP1	-0.076875
PRKD1	-1.16383333333333
SOX8	0.346375
KIAA0195	-0.623833333333333
MICALCL	5.89666666666667
ICAM1	-0.907125
C10orf126	-0.203
SIX4	0.87175
BCL2L1	0.047
CD19	-0.197166666666667
RAPGEF3	2.63283333333333
KIAA0974	-0.535
MAPK3	0.729666666666667
OR10A3	0.521
MAP2K1IP1	0.5515
STK4	-0.671277777777778
CHIC2	0.4052
DLX5	-0.635666666666667
ZNF367	-1.2085
FBXO41	-0.66225
ADK	-1.107125
hCG_1995786	-0.627666666666667
GTPBP10	-0.1975
TGOLN2	0.762875
CTBS	0.589666666666667
FGD1	-0.32625
ETS1	-0.600333333333333
EDC4	-0.59775
GSTA3	-1.75425
HOXB6	4.31133333333333
C9orf131	0.11975
BCAS1	2.04925
U2AF1L4	-0.347
PDHA2	0.577833333333333
SORD	-0.161125
SLC25A33	-0.9695
WDHD1	-2.8675
OR8K5	0.5005
RNASE11	0.162
STAP2	1.0705
TRIM44	-0.3156
CHCHD8	-0.88175
SIDT2	0.398
OR2B3	0.282
TRRAP	-1.061
TRAF1	-0.659416666666667
RYR2	-1.96325
FAM71B	0.635
SLC45A4	1.7235
TRIM32	0.266375
ATP6V1G1	0.17475
TRA16	-0.237625
SERHL2	1.83925
PRKY	-0.752
NPR2	-0.65675
TAS2R40	-0.48225
OR5I1	1.03516666666667
ZFYVE26	-0.446333333333333
WFDC11	-0.2655
CSH2	0.483
OR2T8	0.1915
TBX20	0.878
LYPD5	2.6395
STOML2	-0.673
ALPI	0.24925
FAT3	-0.509
ZNF273	-0.8060625
NPSR1	0.6975
FLAD1	1.282
RAB5C	0.089125
TTLL3	-0.81025
KIAA1618	-0.851166666666667
NPPC	-1.0005
ZEB2	1.5778
MRP63	0.150125
WSCD2	-0.61175
NEUROD4	0.746
SNAPAP	1.22625
MTMR2	-1.46064705882353
STK35	-0.454625
USP48	-0.485625
NR1H4	-4.37025
RASL10A	0.944
SSTR1	-3.405
C1orf35	0.62575
APOBEC3C	-1.92775
RUSC2	0.747833333333333
SALL4	-3.5715
ZCCHC8	-0.80825
RAD17	-0.325625
ZNF708	-0.376333333333333
LILRB5	1.76625
TEX12	-1.463
C9orf79	0.646
ARHGEF1	0.127333333333333
ABCA4	2.02766666666667
RNF214	-1.4015
PPAPDC2	0.51625
ARID4A	0.2605
SYCP2	-1.410625
OPRM1	0.729666666666667
RP13-102H20.1	-4.82266666666667
CYP26B1	0.828
APCDD1	0.1065
PCCA	-0.12875
ALS2CR7	0.474
AQP5	-0.362666666666667
YLPM1	-0.343
PRKAR1B	0.1266
IL16	0.112111111111111
TCF3	-1.138375
ZSWIM7	-0.60325
SERPINE1	-0.8706
BAI2	0.94125
SMC5	-0.733642857142857
SMN1	-1.23133333333333
SLC13A5	-2.46575
POU2F3	1.92575
BACH1	-0.608666666666667
GMCL1L	0.013
PPP2R2D	0.1225
LRRC51	-0.0695
EDARADD	3.0925
LRRC3	-0.158
FAM124B	0.64025
C20orf70	0.346
LOC285735	-1.12225
CTBP2	1.8417
ZMYND11	1.27525
CDH23	1.17725
OR1N1	0.724
LOC400590	-1.81025
PDK1	-2.159375
LMTK3	0.461
USHBP1	2.42375
ZFYVE21	0.81725
hCG_21078	1.16525
OAF	0.2085
WDR41	-0.9755
SPINK6	-0.68025
GDEP	0.0395
MEG3	-1.0707
OXSR1	0.225
RAD51	-2.20683333333333
RPL13A	1.3105
DYRK1A	0.1618
FLJ25791	2.03875
SARDH	0.1204
RBBP5	0.684666666666667
ORC2L	-0.79675
NCAPH2	-0.4115
RNASET2	-0.181
WDR79	-1.19783333333333
FLJ39779	-0.22675
C3orf1	-0.66625
DDX23	-0.4935
MGC40574	1.1355
MORC4	0.7485
MYRIP	2.52381818181818
LY6E	0.628125
SLC39A11	2.358875
ATP12A	0.607
AUP1	-0.3455
PIP	7.08975
CORO7	-0.3595
PITPNM3	0.051
ENPP1	-0.747333333333333
PPP1R1C	-2.41133333333333
NRBP2	-0.68675
KCNE2	-0.039
P2RX4	0.585
CCND2	-2.14678571428571
OR5T3	-0.683
CUL4A	0.187666666666667
CFB	3.950125
PCP4	-2.317
HEMGN	-5.21
UBIAD1	0.3795
CDC42BPB	-0.3563
CYB561D1	2.266
RIMS2	-1.671375
ZNF488	-0.56025
RNMTL1	-0.317
SART3	-0.229666666666667
CAPN10	-0.525714285714286
CCR5	3.035
APOA1BP	1.31383333333333
NDUFS5	-0.4675
PDLIM3	-0.1972
VPS24	0.9783
SCN8A	-1.911125
C1orf67	-1.53983333333333
MRCL3	0.4875
TMEM145	-0.13075
KCTD16	0.3334
RNF149	1.269
FDXR	-0.47025
CDCP1	2.3295
PAX3	-2.8551
LASS4	2.0405
HSD17B8	0.24625
YAP1	-0.930375
NNT	-1.358
SC5DL	-1.361625
DKFZp566H0824	0.061
KSR2	2.01566666666667
RAD21	-0.526933333333333
ST8SIA2	0.25125
L3MBTL3	0.105375
SNRPB	-1.92075
MGC14425	1.759
MIF	0.499375
TAPT1	1.192625
IRF8	1.425
PRO0132	-1.4855
HERV-FRD	-1.123
ACD	-1.49933333333333
BCL3	0.903
SPATA13	0.7655
MRLC2	-0.25475
F2RL3	0.860875
CFHR3	2.507
DUSP15	1.39066666666667
TMEM46	0.849166666666667
SF3B4	0.620833333333333
MAP7D3	-0.7005
STELLAR	0.4425
SEMA5A	2.0388
H2BFS	-1.5365
LRRC28	-1.56316666666667
MORN2	0.12
XYLB	-0.56925
WDR21C	0.244666666666667
HIATL1	0.232125
ADAMTS10	0.443833333333333
WDR55	0.12
MFSD5	1.02266666666667
OR4N2	1.116
DUSP16	2.28666666666667
NLGN4Y	-2.00966666666667
INHBC	0.24475
NUMA1	0.425
DEFB123	0.124
GIPC1	0.6505
MGC27348	0.3625
FLJ33590	0.3795
FZD1	-0.4754
MKL1	1.15566666666667
SAA2	5.11225
C1orf94	-1.7675
C7orf28B	-0.415
TMEM185A	0.91885
ZZZ3	-0.522
C16orf5	-1.34233333333333
GALNAC4S-6ST	-0.754
C1orf186	-1.96725
IGFBP4	0.757666666666667
NDUFA10	0.0881666666666667
CLIC2	0.137
RNF13	0.4025
GPR103	-1.33966666666667
CD69	-1.9835
MYOZ1	1.63225
IFNB1	-1.1475
CLNS1A	-0.03725
CXorf45	-0.7655
ZXDB	0.631
FUNDC2	0.03625
GPA33	-1.111125
C9orf70	-0.3985
SLC2A9	-0.295625
LOC126520	0.229
MAGEB1	-1.082
LCE2A	0.4115
C18orf34	3.3855
FMNL2	-2.3
KRT85	1.3065
CRYGA	0.1895
GEM	1.32325
THAP6	-0.0196
ALKBH3	-0.376333333333333
TM6SF2	-0.676
C20orf82	0.627
RANBP2	0.2255
LIG3	0.2655
RETSAT	0.93175
OR8S1	1.829
CAST	-0.28275
TGFBI	-0.917
C15orf37	-0.09575
PGM3	-0.6895
SLC4A11	-0.415125
FAM123C	0.38
TAOK1	0.9865
CISH	1.686375
OGDHL	-3.78325
SPINT2	2.004
ZNF33A	0.678
CLDN18	0.257
RNF128	3.6555
CCDC71	-0.24575
RASSF6	1.643
HSPG2	1.5755
ATP6V0E1	1.3175
ABHD6	0.5345
CD274	0.2425
GCNT1	0.10275
NT5C1A	-0.0095
TM4SF5	-3.62175
C21orf58	-0.544
SUCLA2	-0.34925
RFTN2	2.50125
SCNM1	0.24575
SLC9A10	1.134
FUNDC1	-0.2325
SLC35F4	-2.52825
AMD1	-0.90225
COL6A6	3.15675
OR4K2	0.196
TRIB2	0.307916666666667
LOC91461	-1.09825
GHSR	0.518
ATP8B1	2.009125
C1orf78	2.1855
RNF183	-1.50483333333333
STX4	0.0772
TPPP2	-0.647
MYBPHL	-2.2255
TXNDC6	-0.4256
C9orf47	3.5295
FAM137B	-1.1185
FANCB	-2.65375
C11orf9	-1.1415
DPY19L1	-1.195625
VDAC2	-0.2865
VHL	-1.32725
LMBR1	0.038125
C8orf44	-0.07
ZPBP	0.844
FGF23	-1.176
C21orf67	0.83
PCNT	-0.925375
BCKDHB	0.6844
GALNTL5	0.7685
BET1	-0.958375
ARL13A	-0.539
HDAC6	-0.600125
N4BP3	1.662
OTOP1	-0.0476666666666667
TTC30A	0.9825
CRISP1	0.751
KRT32	-0.61
VSTM1	0.446
ZNF622	0.1255
POLR3B	0.5152
DNAJC10	0.11625
C12orf54	1.0405
ADIPOQ	5.141
RIT2	-0.246
CD44	1.153
ABCA3	0.63875
RPS17	-0.502
FEZF1	1.4465
PCDHB15	-0.57925
KCNMA1	-1.98752380952381
CCDC116	-2.0425
C15orf27	-2.7065
NARG2	-0.565625
ITGA5	-0.99325
MEFV	0.5395
TUT1	0.117125
LOC541473	-0.6955
NMBR	0.818
GLT1D1	-2.89533333333333
ABCB7	-0.59325
PFKP	-1.64154545454545
C9orf91	0.4269
LRRC41	0.771166666666667
C1orf85	0.823166666666667
ATP5F1	-0.472875
STOX1	3.774375
GFOD2	0.26175
SLC25A3	-0.24525
ZNF646	-0.1752
ZAR1	-0.574
OSTbeta	-2.68633333333333
GALNT3	4.57475
IFT122	-0.104666666666667
LDB3	0.927
GARNL1	0.215357142857143
HOMEZ	0.686
LRRC6	0.3785
ANGPTL5	-0.54375
UBAC1	-0.368
DLEU7	-0.825
RPL19	0.835125
TOP1MT	0.6685
LOC643641	-0.003375
MBD3L2	0.268
NTSR1	0.786
WISP2	0.691
GPSM2	-1.2165
RDH10	-0.2527
PRKCG	0.768
HIST1H4J	0.523
MON1B	0.3149
MLF1IP	-3.316
ZNF446	0.87125
COL4A5	-0.4538
SLC26A1	1.00592857142857
RGN	-1.951375
CCNB1	-3.61525
C9orf165	0.4545
CCDC28B	-0.5435
CCDC97	1.13525
FGR	1.452625
MSRB3	0.180555555555555
EPN2	0.14025
COX15	-0.381
KCNK6	-0.0058
XK	-2.19725
GDA	-4.75275
HEPH	-1.98525
THRAP3	0.6675
MET	-2.03378571428571
PHYHIP	1.45425
LYAR	-1.31916666666667
ING3	0.4035
AK7	-2.22725
CCT8L2	-0.525625
COPS7A	-0.442166666666667
WSCD1	-1.0755
RNF185	1.010375
TNS3	0.06825
KNDC1	-1.08183333333333
RWDD4A	0.656833333333333
MED13L	0.9987
ZFYVE1	0.806875
C7orf44	-1.67083333333333
MRPL1	-0.1645
STGC3	-1.37425
TEAD1	-0.736666666666667
RPL7A	0.927
ARL6IP1	0.2754
C1orf178	-1.293
CTAGE5	-0.228916666666667
TMEM184A	0.751166666666667
SLC25A14	-0.23325
CACNG5	0.32125
ATXN10	0.336
ECH1	0.7641
CCL22	0.8195
CYP2F1	-1.583
GADL1	-0.195
TMEM19	-0.4836
RUNX3	-1.00525
EFNB1	2.13083333333333
LIPN	0.282
ACSM3	-4.774
SIGLEC8	1.15066666666667
ASCC3L1	-0.662
NOL8	-0.582875
RELT	-0.9675
Magmas	-0.503
PPP1R15B	1.5411
C11orf2	1.65125
VKORC1	-1.41383333333333
MGC26647	-0.21825
TRPM6	0.5605
UGT2B7	-5.243
FEV	-0.50175
FOXK2	-0.3536
PDCD5	-1.1325
SLC8A1	2.0132
DGUOK	-0.775666666666667
CLDN16	1.057
GAGE1	-1.358
RBM17	-0.1716
C1QTNF3	0.0185
VGLL3	0.889
UNQ5830	0.531
CD1A	-3.06633333333333
SCGB1C1	0.012
SUPT4H1	-0.638875
TRAF5	-0.504
ASAHL	0.797125
FAM73A	1.23483333333333
OR6B1	0.5525
WHSC1	-1.9993
GFPT2	0.29375
LOC339809	1.86325
STARD5	0.385333333333333
SIP1	-2.06775
DNAJC15	-0.56075
STAU2	0.0185625
FAM98A	-0.251125
RAD23B	0.4965
LRRC33	-0.567
CHRAC1	-0.746
C21orf89	0.15425
C19orf43	0.304166666666667
KLK8	-2.15783333333333
CCNE1	-2.542625
PKDREJ	0.3104
SSU72	0.19725
C17orf73	0.0595
GPR78	2.719
WHSC1L1	0.4566
GSTA2	-2.473
SMUG1	0.226666666666667
UFM1	1.2261
AP3M2	-1.21791666666667
USP14	0.7545
FBXL14	1.657
DSTN	0.59975
SFRS14	-0.77775
FBXO31	-0.501333333333333
C12orf40	0.01825
FRS2	1.04625
NR2E3	0.2575
TUBB2C	-0.4235
GMPR	-1.36433333333333
C9orf139	-0.3275
ING5	-0.00685714285714286
LOC730092	-0.763666666666666
ORM1	-4.57275
RP11-11C5.2	-0.9265
HSPD1	-1.0196
PIWIL3	-0.25475
C5orf13	-1.3852
OR5R1	0.3855
LCOR	1.419375
PLEKHA9	-0.5215
CCDC43	-0.7325
ZNF232	-1.38525
SLC6A7	-0.7725
ADH5	-0.51
SHBG	-1.03583333333333
CROCCL2	-1.07425
PANX3	-0.012
CDIPT	-0.2465
SLC16A5	1.2
TUBB	-1.1699375
TOR3A	0.8983
PREP	-0.385166666666667
ENTPD8	0.0306428571428572
CHMP1B	-0.329
SYT12	1.6043
MYH6	-1.5986
MAP3K13	0.722166666666667
KLHL30	0.479833333333333
LCMT1	0.590125
EIF1AX	0.158333333333333
FOXD4L1	2.03
SLC24A5	-0.85
RNF166	-0.8911
TJAP1	-0.004
TMEM156	-1.54983333333333
ZNF239	0.822
SNX19	0.1278
GKN1	0.07
FCN1	2.1659
C1QL1	-1.21475
ATP11C	-0.790125
ZNF35	0.4025
CARD8	0.270125
LIMD1	-0.8885
KIAA0286	-1.514875
XRN2	-1.23333333333333
CD6	-0.0568333333333333
TOX3	2.03825
ZSCAN4	3.1135
RSRC1	-0.973875
COG1	0.32225
PTRF	0.5038
C16orf35	0.10175
FBXO24	-0.328
CHST11	-1.74475
THRB	2.5581
MYBPC1	5.54875
RNF39	-0.485666666666667
PSMD11	-0.85625
ALAD	0.870833333333334
EN1	0.47425
SLC9A9	0.51425
GSTM4	0.1354
CDC42BPA	0.128157894736842
RCSD1	-0.78975
LUC7L2	-0.2839
SPTBN1	1.0628
LOC146167	0.3135
BAT5	0.5335
ZNF452	0.074125
LSM4	-1.126625
SRP72	-0.4539
SGK269	0.02675
MTX1	0.964
CENTA1	-0.4065
UNQ9433	-0.907
ATR	-0.372833333333333
DDX49	-0.442833333333333
PAQR8	-1.60666666666667
C14orf174	-0.75875
GBGT1	1.87775
THAP1	0.69925
OR10K1	0.815
RASIP1	-0.172
DPYD	-0.9506
DOHH	-0.04725
C18orf45	2.12975
POF1B	4.4801
ZNF552	3.141
USP32	-0.975125
MED27	-0.912666666666667
C14orf149	-1.9075
PRDX4	-0.873666666666667
ABHD12	-1.0771
AGT	-4.8235
SLC22A14	-1.1635
C1orf58	2.19225
PILRA	-0.6325
ABCF2	-0.505125
C17orf85	-0.5107
TKTL1	-0.88125
FGF1	0.21665
IL6R	-0.226333333333333
VPS25	-0.61925
CHRNB2	0.0895
COL7A1	-2.8925
LRRC48	-0.086
SPG20	-0.118083333333333
COX10	-0.56875
GCA	0.12925
ECEL1	-0.485
GLG1	-0.741666666666667
SRD5A2L2	-0.5005
MUTYH	-0.68475
ZNF70	-0.10125
L2HGDH	-1.45
GPATCH2	1.37975
ZNF655	-0.214625
ZNF227	-0.676666666666667
MCOLN2	-0.6285
NQO2	-1.15
KCNQ5	-0.1365
NEU1	0.460666666666667
QRICH1	0.16725
ZBTB20	1.2865
RPUSD3	-0.77575
EPGN	-1.4522
TSN	0.521166666666667
SPRY2	-0.64
LZTFL1	0.088375
GMFB	-0.5505
PBEF1	-1.3721
HBG2	-1.36066666666667
TMEM8	-0.76075
PALM2-AKAP2	1.37
NFYA	-0.2445
FAM108A1	0.35425
PBLD	1.041875
NRG4	-3.00366666666667
PIGF	0.4945
PTGER1	-0.000250000000000014
NOS2A	0.0366666666666667
C21orf34	0.0928333333333333
C21orf51	-0.118
IL17C	0.46
TRMT6	-0.127166666666667
ETV2	0.603166666666667
CCDC109A	-0.632
MYLK2	-2.164
ATP10A	1.2916
DPH4	-0.79025
C5orf5	-0.736333333333333
KCNA4	0.0555
NMNAT2	-0.160666666666667
GLYATL2	-2.561
LSMD1	0.227875
IL23R	-2.503
NRF1	-0.22525
MUC15	-1.9324
PRDM12	-1.8555
PAQR4	-0.941
RBBP6	-1.6440625
IFI27	2.741
SKAP2	-0.7065
TAGAP	1.30275
TJP3	2.8115
C9orf61	-1.149
IDS	0.0229285714285714
PARG	-0.06325
LOC131149	-0.6
DYRK4	-0.165333333333333
MICALL1	-0.02325
GALR2	-0.635
GPBP1L1	0.56875
TBX21	3.1655
KCNJ6	-1.15416666666667
GGN	-0.3565
CASP5	0.162166666666667
RNF182	-4.234
BRD4	1.0865
DOK4	-0.990375
SLC46A2	-0.199166666666667
SOX9	1.44991666666667
ZNRD1	-0.6845
PRR6	-0.91575
FAU	0.808125
DTNB	0.5645
CARD9	1.554
STS-1	-1.25666666666667
SLC4A5	0.275125
NSBP1	-1.64375
UGCGL2	-1.11333333333333
POTE15	-3.361
NOXA1	0.9825
RP13-347D8.3	0.766
SAMD10	1.25883333333333
EP400NL	-1.76275
TCF21	-0.37725
AMELX	0.242333333333333
JPH2	0.0901
SLA	1.284125
DLST	-1.53916666666667
SEPT12	1.5125
RGS20	-3.78325
LXN	-0.0511666666666667
ZNF419	-0.331
UPK3B	0.0516666666666667
RELL1	0.1705
ESPNL	-1.6745
KLHL21	0.018125
PI15	-0.196
C2orf61	-2.184
LOC407835	0.0921666666666667
RER1	0.564454545454545
ELAVL2	0.735
MGC26718	2.4655
KLF2	4.3335
TNFAIP8L3	0.61775
TFE3	0.1375
C11orf17	-0.43125
15E1.2	-1.8185
SNRPC	-1.4535
DLGAP1	-0.923
PGLYRP1	0.48025
OVCH2	-0.038
IRF7	1.7484
SET	-0.0182
NAB2	-0.416
LRP5L	0.55675
FAM120A	0.965375
ASCL2	-0.773333333333333
SHH	-0.0465
ATP5H	-0.303333333333333
THPO	-1.03083333333333
TYRP1	-4.35183333333333
HIST1H3E	-0.0698333333333334
EIF2S1	-0.272722222222222
TNFRSF17	-0.197
TARSL2	0.6015
NKX2-8	1.37425
C1orf115	0.64075
LOC56964	0.7285
KIAA0841	-1.03875
ISCU	0.091
TTMA	-0.218
ZNF414	0.2955
LOC441150	0.2165
RAB15	2.239
HBP1	0.516333333333333
TNNT2	-0.702166666666667
CECR5	-0.3145
PHGDH	-2.703375
JRK	-0.0674
XPO4	-0.522375
FAM131C	1.9615
ARHGAP25	1.0405
CA9	-2.85833333333333
GPR62	0.4265
TLX1	0.17
GPS1	-0.20525
OR2M2	-0.9155
BDP1	0.0859285714285715
FAM70B	1.87025
RPS29	0.2715
MKLN1	-0.2632
TSPAN19	-3.61375
SLC29A3	1.4144
LGALS4	-0.373
USH2A	0.33775
NF1	-0.371
APOBEC3A	1.13166666666667
IMPAD1	0.0361666666666667
OLR1	1.11
NRAP	0.0865
HCFC1R1	0.519333333333333
TAOK2	-0.0323333333333333
MCM10	-3.40766666666667
MAP4K3	-0.205
CBS	-2.1065
CLK3	-0.2253
PCDHGA5	1.085
ELF4	0.411875
FAM71A	-0.7205
C11orf49	0.405
CLIP2	-1.046
BTBD9	0.6095
ZNF524	1.95375
KDELR1	0.175
ZNF509	0.1935
NCSTN	1.3095
ZNF533	-0.623
PARP4	0.296875
GALNT9	-0.175
NPY	-3.05225
BEGAIN	-1.7845
TMEM77	0.251166666666667
FOXRED1	-1.65216666666667
SLC16A2	0.0155
SLC35B1	-0.653
GK5	-0.626916666666667
SDCCAG10	-1.15675
C4orf20	-0.3745
SLC9A2	2.039
ADD1	0.536214285714286
TAL2	-1.53916666666667
ACLY	-0.361375
DNAJC1	1.992
SOST	-2.3285
USP43	1.27216666666667
CYP4F12	0.6295
FKBP5	-1.046125
CHCHD5	1.0527
NUDT22	0.3645
CCDC85B	0.14925
OR51G2	0.9465
STRN3	0.587785714285714
TMOD2	-0.41625
FLI1	0.38175
MAB21L2	1.35766666666667
DGKQ	1.2815
VPRBP	0.256833333333333
SCNN1B	-0.2612
ECHDC3	2.6948
TMEM106C	-1.08425
CSNK2A2	-0.413
RPL39	0.6924
HERC3	0.246111111111111
ZBTB47	1.12816666666667
ZNF681	0.02
PAGE2	-2.97325
CLIC5	3.82314285714286
RABAC1	0.967
ZFHX2	1.81075
YPEL1	0.4555
KIAA0776	0.75525
NR1D2	-0.23875
DNAJC4	2.178625
NPNT	4.4751
ZNF677	-0.551
ZNF536	-1.03466666666667
MEF2B	0.466166666666667
PTPN4	-0.65775
CTCFL	-5.2625
STX5	0.921166666666667
CD72	0.86375
VEGFA	-0.570947368421053
XRCC1	-0.1027
MAS1L	0.624666666666667
ELL	0.3067
SETBP1	0.70575
CDH11	1.77683333333333
NDC80	-3.01246153846154
DMBX1	-0.81725
NRSN1	0.381166666666667
BAT2D1	0.33875
CDS2	0.256
C1orf212	-0.483333333333333
SENP3	-1.332
IL1F9	-1.5605
EEF2K	-0.542625
COG8	-0.19625
CEP72	-1.7885
OR1L8	1.104
MUS81	-0.596083333333333
PHYH	1.4545
GGT6	-0.259833333333333
C22orf23	-1.23883333333333
C13orf33	4.065875
MAPK8IP2	1.9385
NELL2	-1.754
POU3F2	-3.31066666666667
ALPK1	1.08475
MRPS18C	-1.13
RPLP2	0.803
FGF22	0.0365
SPNS1	-0.4875
ZFP1	-1.2425
IL1RAPL1	-0.56175
PCSK9	-3.37133333333333
NKX2-1	-0.217214285714286
C6orf189	2.76675
SP4	-0.2695
SLC11A1	1.7213
C21orf25	2.26166666666667
ICAM2	0.442125
SH3GL1	-0.2445
GSK3B	-0.743166666666667
RALB	1.135
PDXP	-1.04683333333333
GNGT1	-2.927125
KIR2DL1	0.4965
TNFAIP3	0.988583333333333
C6orf32	-0.4162
CBLN2	-1.62866666666667
PANK3	0.618125
TAAR9	0.311
WDR82	-0.00278571428571429
APOM	-2.972625
TRIP10	-0.03975
SPATA16	0.684833333333333
C1orf135	-2.4715
USP51	0.81875
TESK1	1.318
C11orf64	0.148625
ZNF611	-0.502
PDE6G	-0.13
HLA-DQA1	3.473
GCLC	0.417125
SEC61A1	0.0465714285714286
TWSG1	0.252083333333333
ZMYND10	2.10025
CTDP1	0.433375
ADAMTS6	-1.21616666666667
SLIT1	-1.971
KRT86	-1.7325
KIAA0574	-2.13275
GTPBP2	-0.7125
PQLC3	1.46275
PRRX2	-0.444333333333333
C15orf44	0.251166666666667
MKKS	-0.575375
C11orf10	-0.791
GPR110	2.265125
CD109	2.28491666666667
ADCY1	-0.638666666666667
RHBG	-2.068
TP53I3	-0.000249999999999997
SLC22A3	-0.4706
UCP2	0.45575
FOXG1	-2.95616666666667
OR2AG1	0.2455
TRIM24	-1.58
PROC	-3.350125
TAAR6	0.5705
AMTN	-1.48
C10orf47	-1.702
DEPDC1	-2.599
FLJ45557	-0.43275
ZDHHC17	-0.3439375
KIAA1429	0.652333333333333
KCNH1	0.24825
VNN3	0.066125
PSMAL	-0.07625
PPARD	0.381375
HFM1	-1.9835
YBX1	-1.36316666666667
ZNF695	-1.35575
SCTR	-0.132166666666667
DCDC1	0.9515
VPS26B	0.4571
MTF2	-1.23066666666667
ATP6V1F	-0.27075
CCDC94	0.46725
PERF15	0.5155
CCL11	2.655
LMO7	-2.04875
DCST1	0.141
ADRBK1	0.231625
CDRT4	-0.261625
ZNF84	-1.036
HOXD8	2.89975
STARD8	0.430166666666667
FOXP2	-1.43557142857143
CCDC103	0.2415
POLR3A	-0.8379
GSC	-0.167333333333333
ZNF114	-2.98033333333333
HTR7P	0.9055
LALBA	-1.179
RMND5A	-0.3725
PSCD2	1.1655
ZNF409	1.105
KRTAP1-3	0.5858
MAF1	-0.10925
LOC201725	-0.7985
NRN1	-1.074125
SPAG5	-3.49066666666667
DNAH7	0.259833333333333
FLJ43860	0.114
BRCA2	-1.6755
ACADM	-0.825125
CXXC6	-4.1855
RAGE	-1.91225
CHMP2A	0.149
FAM8A1	0.5897
GPR21	-0.2785
