Hybridization REF	TCGA-BH-A0BJ-01A-11R-A056-07
ZBTB20	0.630666666666667
RPUSD3	-1.11
EPGN	-2.15916666666667
TSN	0.2485
SPRY2	-1.18416666666667
LZTFL1	0.27275
GMFB	-0.164125
PBEF1	0.3639
HBG2	-3.57633333333333
TMEM8	-0.5865
PALM2-AKAP2	0.500333333333333
NFYA	0.768
FAM108A1	0.769375
PBLD	1.0085
NRG4	-3.27925
PIGF	-0.7085
PTGER1	-0.379
NOS2A	0.595666666666667
C21orf34	0.169166666666667
C21orf51	-0.238416666666667
IL17C	0.0365
TRMT6	-0.3045
ETV2	0.302666666666667
CCDC109A	0.1595
MYLK2	-2.0705
ATP10A	2.1712
DPH4	-0.3985
C5orf5	0.217333333333333
KCNA4	0.3206
NMNAT2	-0.773166666666667
GLYATL2	0.8375
LSMD1	0.30025
IL23R	-1.74133333333333
NRF1	-0.08875
MUC15	-0.867333333333333
PRDM12	-2.2455
PAQR4	-1.07207142857143
RBBP6	-1.5876875
IFI27	2.15725
SKAP2	0.475333333333333
TAGAP	2.28775
TJP3	2.439
C9orf61	2.31475
IDS	0.210357142857143
PARG	-0.27425
LOC131149	-0.959
DYRK4	0.1945
MICALL1	-0.47975
GALR2	-0.627
GPBP1L1	0.377
TBX21	4.916
KCNJ6	-1.15725
GGN	-0.05125
CASP5	1.10583333333333
RNF182	-4.90625
BRD4	0.90825
DOK4	-0.288
SLC46A2	1.04366666666667
SOX9	1.74908333333333
ZNRD1	-0.524833333333333
PRR6	-1.64775
FAU	0.1135
DTNB	1.32583333333333
CARD9	0.3935
STS-1	-1.21166666666667
SLC4A5	0.004375
NSBP1	-0.65275
UGCGL2	-1.18816666666667
POTE15	1.4545
NOXA1	-0.4495
RP13-347D8.3	1.7845
SAMD10	-0.9025
EP400NL	-1.76925
TCF21	-0.21625
AMELX	0.245333333333333
JPH2	0.3601
SLA	1.744625
DLST	-1.54283333333333
SEPT12	0.85825
RGS20	-4.39425
LXN	0.950833333333333
ZNF419	0.68875
UPK3B	0.0186666666666666
RELL1	2.0135
ESPNL	-0.9115
KLHL21	-0.042875
PI15	-1.084
C2orf61	-1.715
LOC407835	0.208666666666667
RER1	0.546083333333333
ELAVL2	-2.089
MGC26718	0.45525
KLF2	2.20875
TNFAIP8L3	1.79258333333333
TFE3	0.57175
C11orf17	-0.0975
15E1.2	-1.71375
SNRPC	-1.0985
DLGAP1	2.63825
PGLYRP1	-0.249875
OVCH2	-0.2815
IRF7	1.2548
SET	-0.4506
NAB2	-0.448833333333333
LRP5L	-1.87275
FAM120A	0.8413125
ASCL2	1.68633333333333
SHH	-0.456
ATP5H	0.0378333333333333
THPO	0.0436666666666667
TYRP1	-4.70416666666667
HIST1H3E	0.4085
EIF2S1	-0.433166666666667
TNFRSF17	-0.5736
TARSL2	0.49425
NKX2-8	0.298857142857143
C1orf115	2.64225
LOC56964	0.409
KIAA0841	-0.94425
ISCU	0.00700000000000001
TTMA	-0.253
ZNF414	0.581
LOC441150	0.6435
RAB15	0.38725
HBP1	1.59183333333333
TNNT2	-1.80833333333333
CECR5	-0.7445
PHGDH	-2.37575
JRK	-0.4258
XPO4	-0.856
FAM131C	1.2135
ARHGAP25	1.65
CA9	-3.45811111111111
GPR62	1.47233333333333
TLX1	-1.4815
GPS1	0.26225
OR2M2	-1.412
BDP1	-0.239714285714286
FAM70B	0.89375
RPS29	-0.586833333333333
MKLN1	-0.2084
TSPAN19	-4.07775
SLC29A3	0.8347
LGALS4	-0.427
USH2A	-0.06475
NF1	-0.1075
APOBEC3A	0.974
IMPAD1	0.318166666666667
OLR1	2.61533333333333
NRAP	-3.6695
HCFC1R1	0.119166666666667
TAOK2	0.2315
MCM10	-3.34183333333333
MAP4K3	-0.00199999999999999
CBS	-2.677375
CLK3	-0.6779
PCDHGA5	0.1645
ELF4	0.37425
FAM71A	-1.62375
C11orf49	0.67425
CLIP2	-0.6115
BTBD9	1.3259
ZNF524	1.9315
KDELR1	0.507666666666667
ZNF509	0.059
NCSTN	1.246
ZNF533	2.721
PARP4	-0.129375
GALNT9	-0.244166666666667
NPY	-3.137
BEGAIN	-2.44333333333333
TMEM77	0.0795
FOXRED1	-1.47833333333333
SLC16A2	0.228666666666667
SLC35B1	-0.416
GK5	-0.0186666666666667
SDCCAG10	-0.4815
C4orf20	0.1055
SLC9A2	-0.85975
ADD1	0.190642857142857
TAL2	1.46016666666667
ACLY	0.01975
DNAJC1	2.391
SOST	-1.56233333333333
USP43	1.20433333333333
CYP4F12	0.2385
FKBP5	0.496125
CHCHD5	0.4359
NUDT22	0.4225
CCDC85B	-0.58775
OR51G2	0.485
STRN3	0.109214285714286
TMOD2	1.06425
FLI1	0.384
MAB21L2	-1.011
DGKQ	0.6885
VPRBP	-0.0325
SCNN1B	-0.0962
ECHDC3	2.1723
TMEM106C	-0.65775
CSNK2A2	-0.022
RPL39	-0.1271
HERC3	0.449
ZBTB47	0.575333333333333
ZNF681	-0.086
PAGE2	-2.09175
CLIC5	3.88314285714286
RABAC1	1.13475
ZFHX2	0.0635
YPEL1	0.592333333333333
KIAA0776	0.3205
NR1D2	0.1775
DNAJC4	0.84225
NPNT	4.0214
ZNF677	0.6835
ZNF536	-1.07166666666667
MEF2B	0.637083333333333
PTPN4	-0.380125
CTCFL	-4.7135
STX5	0.802
CD72	2.149
VEGFA	-1.41036842105263
XRCC1	-0.1793
MAS1L	0.736
ELL	0.6965
SETBP1	1.93125
CDH11	3.198
NDC80	-2.49676923076923
DMBX1	-3.63525
NRSN1	0.855833333333333
BAT2D1	-0.023375
CDS2	0.691833333333333
C1orf212	0.2365
SENP3	-0.57975
IL1F9	0.531
EEF2K	-0.510625
COG8	0.45975
CEP72	-1.7085
OR1L8	-0.341
MUS81	-0.516916666666667
PHYH	0.76725
GGT6	1.70616666666667
C22orf23	-0.99475
C13orf33	3.506
MAPK8IP2	1.31675
NELL2	3.82425
POU3F2	-4.52725
ALPK1	0.958125
MRPS18C	-0.9415
RPLP2	0.033625
FGF22	0.689
SPNS1	-0.343666666666667
ZFP1	-0.16825
IL1RAPL1	1.39625
PCSK9	-3.37933333333333
NKX2-1	-0.157181818181818
C6orf189	2.41225
SP4	-0.00750000000000001
SLC11A1	2.1615
C21orf25	1.6235
ICAM2	0.659875
SH3GL1	-0.05
GSK3B	-0.181333333333333
RALB	1.440875
PDXP	-1.88616666666667
GNGT1	-3.9575
KIR2DL1	0.6585
TNFAIP3	-0.0606666666666667
C6orf32	-0.1106
CBLN2	1.017
PANK3	0.73625
TAAR9	-0.0265
WDR82	0.0364285714285714
APOM	-3.3565
TRIP10	0.33625
SPATA16	0.0966666666666667
C1orf135	-1.679
USP51	0.27725
TESK1	1.001
C11orf64	-1.24814285714286
ZNF611	0.053
PDE6G	0.193666666666667
HLA-DQA1	3.05216666666667
GCLC	0.24475
SEC61A1	0.134785714285714
TWSG1	0.769666666666667
ZMYND10	2.865
CTDP1	0.862875
ADAMTS6	-0.95
SLIT1	-2.36425
KRT86	-1.0995
KIAA0574	-0.01875
GTPBP2	-0.7625
PQLC3	1.0935
PRRX2	0.340333333333333
C15orf44	0.143666666666667
MKKS	-0.776
C11orf10	-0.033
GPR110	-0.349
CD109	-0.89725
ADCY1	0.113833333333333
RHBG	-3.42925
TP53I3	0.18575
SLC22A3	-1.4199
UCP2	0.85975
FOXG1	-1.8276
OR2AG1	-0.12
TRIM24	-0.37525
PROC	-2.80175
TAAR6	0.46975
AMTN	-2.2395
C10orf47	0.4855
DEPDC1	-3.15275
FLJ45557	3.5675
ZDHHC17	-0.401625
KIAA1429	1.0705
KCNH1	0.0855
VNN3	0.434857142857143
PSMAL	1.6155
PPARD	-0.135875
HFM1	-3.8575
YBX1	-1.2715
ZNF695	-0.61975
SCTR	-1.1518
DCDC1	-0.0595
VPS26B	0.9972
MTF2	-1.40666666666667
ATP6V1F	0.2705
CCDC94	0.13375
PERF15	0.5515
CCL11	4.18875
LMO7	-1.079875
DCST1	0.0105
ADRBK1	0.353125
CDRT4	0.09175
ZNF84	-0.43025
HOXD8	2.22025
STARD8	-0.0593333333333333
FOXP2	-0.93
CCDC103	0.0373333333333334
POLR3A	-1.113
GSC	2.471
ZNF114	-2.906
HTR7P	0.111
LALBA	0.69
RMND5A	-0.552
PSCD2	1.67675
ZNF409	-0.3775
KRTAP1-3	0.4852
MAF1	-0.28375
LOC201725	-1.33533333333333
NRN1	-1.591
SPAG5	-2.84416666666667
DNAH7	2.78616666666667
FLJ43860	0.144
BRCA2	-1.92775
ACADM	-0.475875
CXXC6	-3.99175
RAGE	-1.74675
CHMP2A	1.264
FAM8A1	0.3613
GPR21	1.486
SLC12A3	-3.17383333333333
FVT1	1.0535
ZDHHC7	0.231375
FLJ44048	1.672
SLC44A3	1.87583333333333
SDSL	1.208
MMP8	-1.757
PLA2G12B	-3.9765
ACY1	-0.806
MT1E	-1.0335
OR4K15	-0.6145
TECTB	1.283
GPR20	0.462375
IRAK2	-0.82975
RFPL3	-0.376428571428571
MYO9A	0.269
NARG1L	-0.64975
BLMH	-0.241375
CCDC3	2.48333333333333
C9orf21	-0.259166666666667
KIAA0513	0.849333333333333
MIER2	0.704666666666667
PNMA2	-1.2675
SH3BP2	0.8106
ANXA10	-2.3475
RTN2	-0.00933333333333333
TFB1M	-2.015
PRPH2	2.31275
C14orf133	0.17025
GOLGB1	1.31008333333333
IRX4	0.865
NFKBIL1	0.206333333333333
C10orf62	-0.73125
APBB3	-0.5995
RPS10	0.2996
LOC728378	0.9095
TLE3	1.52505555555556
PSMB7	-0.417375
MESDC1	-0.1015
SLC6A1	1.323
OCLN	1.53708333333333
PTTG3	-2.65683333333333
NAGLU	-0.31125
SERTAD4	1.94625
SPRY1	1.23975
FLJ10781	-0.200166666666667
MYSM1	-0.0095
TRIM4	1.059
SH3YL1	1.627625
TREM2	4.04733333333333
SERPINI1	1.9025
HDHD3	1.011
TMEM38A	-0.05025
EID2B	-0.36425
TDRD3	0.254833333333333
SEDLP	0.792
THSD7A	2.366
NDST3	-4.267
KLHL15	0.138
DHRS12	1.9105
FBXO9	-0.447642857142857
TNPO1	0.102666666666667
MRPL13	-1.04333333333333
SNX5	-2.94816666666667
METTL6	-1.1155
SOD1	0.068375
CHML	-1.53583333333333
PACS1	0.703625
SIRT5	-0.8072
CAPN2	0.533166666666667
FXYD5	0.402333333333333
TWISTNB	-0.5025
LRFN1	0.806833333333333
UBE1L	1.16075
UBE1C	0.0725
OR51B2	-0.3145
OR4D11	-0.427
C15orf2	-1.536
NR4A1	-0.6025
LOC339047	-3.04225
TRIM17	3.763
ATP5G3	-0.191071428571429
RPL15	-0.73475
ADAMTS8	0.38525
HOXC4	-3.187
C14orf37	2.9435
CEACAM5	-2.830375
MYT1L	-0.0521666666666667
RASA2	-0.155875
OSBPL7	-1.0575
STAG1	-0.3105
GIMAP4	5.10416666666667
FUT3	0.262833333333333
PIF1	-3.49
LPIN2	0.2786
SH3PX3	1.031
PDP2	-0.2775
PAPD1	-0.41075
ERP27	3.79225
APOOL	-0.0218
DIABLO	0.02475
TRHR	-0.173714285714286
ARMC9	0.299125
RNF152	2.6345
SLITRK3	-0.97775
ZNF211	0.7196
PFDN1	-0.0295
RGS11	-0.3345
HS6ST1	0.6
AKR1D1	-2.547
TNP2	0.462333333333333
STK31	-0.188833333333333
EML4	-1.464
SGTA	0.0776666666666667
HIST1H2BI	-1.29066666666667
PSMD6	-1.91216666666667
KIAA1257	2.4445
C18orf55	-0.813166666666667
FLJ20273	2.3245
RPL28	-0.716666666666667
EPYC	1.539125
NOX3	-0.122
ELAC1	0.4285
METT11D1	-1.29925
BIN2	-0.193
NACA2	0.02725
CCDC17	-1.95625
HM13	-0.6387
UBOX5	-0.511
UBE2O	-0.671375
UBL5	0.12725
APOLD1	0.793375
C9orf31	0.0515
TNFSF8	1.418
ARHGAP29	-0.216375
PROKR2	0.399
PDE5A	0.271666666666667
C6orf12	-0.022
TOM1L1	0.489
WHDC1	0.3585
FOXI1	1.9995
RAB4A	1.1069
TMEM39B	-0.635
ATPBD1C	-0.627
FARSA	-0.467333333333333
PLEKHG5	1.08125
CMAS	-0.750666666666667
OR7E24	-0.074
SLC30A1	0.44025
CDC42EP5	1.436
PLAC1	0.13
KLHL18	-0.213083333333333
LBA1	1.3765
TAZ	-1.04625
CRIP2	0.554
BTBD11	-1.087
C16orf72	0.50425
DIO2	1.5543
LRRCC1	-0.535166666666667
CCDC136	-2.312
PRX	0.518
RBM5	-0.3436
TMEM85	0.004
TUBGCP4	-1.03033333333333
APLN	0.8215
CDK7	0.221833333333333
SSR2	1.50725
CRELD1	-0.505
C19orf46	2.42325
GAL3ST4	1.20933333333333
KBTBD10	1.01475
IL28A	0.19775
WDR27	-1.0075
MCM2	-1.64416666666667
SOX14	1.0145
FLJ39743	-0.822
KIAA0922	0.08425
HIPK4	1.316
FLJ25758	-0.231
C16orf57	-0.48275
PDZD2	1.667875
MCC	0.693875
HHLA3	-0.3623
ID2	-0.0885
C20orf23	1.97316666666667
ZNF688	0.908
APOC2	-1.79116666666667
LOC440093	-0.428
FAM50B	2.552
PWP1	-0.653
DNAH10	0.27125
HIST1H2BA	-0.1275
GPR56	0.832
METAP2	-0.586875
PAN3	0.662833333333333
STXBP4	-0.000375000000000042
PDHX	-0.1265
MTA1	-0.65925
ZBED4	-0.11725
ZNF720	0.1415
CDK2	-1.56375
RHOJ	1.5625
CDC37	-0.027
ZER1	0.709375
GRK4	0.94225
PRPH	-0.361
POLR2A	0.610375
OGFOD1	-0.77125
NOL5A	-2.08725
PHEX	-0.7745
FLJ16478	-0.195
C20orf117	-1.58175
CAMTA2	0.44975
C11orf74	0.318
DDX17	0.078
C5orf27	0.00699999999999997
PLEKHA2	-1.1642
PDE4DIP	0.0983
SCN7A	1.07466666666667
ZNF559	-0.661
CXCL10	3.5945
ZMYM4	0.0841666666666667
STK32B	1.33546666666667
KIAA0888	-2.0829
TACR3	2.361
CKAP2L	-2.43725
KIF1A	-1.36433333333333
RSPRY1	1.056
VCAN	1.691
CYP27C1	-0.005
SYDE1	-1.14483333333333
MED12L	-1.69475
ZDHHC21	1.037875
NHS	1.659
TM9SF3	0.765166666666667
DDHD1	-0.468875
MAFG	-0.89875
BICD2	-0.2718
C14orf119	-0.7475
C14orf43	0.275642857142857
CDH7	2.4465
ALKBH5	-0.318357142857143
JUP	1.388875
TMEM41A	0.167
MAMDC4	-1.9045
CBX3	-0.304625
LRRC18	0.95675
RBMXL2	-1.965
PLA2G4D	0.567333333333333
FGF13	3.029125
KIF3A	1.02133333333333
PDIA6	-0.36625
DCXR	0.46025
CASKIN2	0.259916666666667
EHD1	0.874333333333333
MARCKSL1	0.938666666666667
ZNF496	0.124166666666667
SCAF1	0.465666666666667
KCTD8	-1.31625
TRAF3IP3	0.889071428571429
LSR	1.56725
CXorf1	-0.1504
C14orf112	0.0331666666666667
EIF2B1	-0.30775
OMP	0.1745
GSTZ1	-0.1585
LOC92017	0.5505
ISLR2	2.085
C12orf36	0.00750000000000001
GATA2	-1.09883333333333
GABRA5	-2.5455
CELSR2	-1.29635714285714
STAM2	0.8221
TNAP	-0.033
PTPMT1	-0.331833333333333
GRP	7.522
SV2A	-1.78483333333333
MAGEA12	-4.04375
CACNG1	0.977
C18orf19	-0.74
GSG1	-1.195
PTPRJ	0.802071428571429
FRMPD1	1.998
ZNF668	0.336
PLEKHJ1	-0.04775
ADAT1	-0.3271
TMEM50A	0.881
UCN3	0.4835
HOOK1	2.14875
IL17B	0.181
MLKL	-1.15233333333333
TTC14	-0.683333333333333
KLHL5	1.118875
CRYL1	0.829333333333333
FOXH1	-0.143
NFYB	-0.19425
PPM1G	-0.11225
GOLGA2LY1	-1.80075
NMT1	-0.533625
HADHA	-0.1005
CHSY-2	3.02975
PLEKHF1	1.12514285714286
SAGE1	-4.191
MUSTN1	0.26875
SUHW4	0.93075
TFEB	1.442
ZFYVE27	-0.32675
ATG12	-0.6676
BMI1	1.67321428571429
ZIM3	1.229
MYH4	1.26733333333333
MASP1	-1.172
KIAA0984	0.538
RPAP2	-0.57825
ASB5	-0.163
BOLA3	-1.319
MIA3	0.9395
KRT35	0.782
KIR3DL3	-0.7085
MRPL51	-0.59475
SEMA3F	0.5205
NDUFB2	1.20266666666667
LOC253012	0.226
FAM46C	0.3959
G6PC	-2.31928571428571
CSAG3A	-4.79783333333333
PREX1	1.9075
SLC25A45	-0.025375
MAPKBP1	0.3519
CPE	0.7978
GNB1	-0.286625
CXCR6	3.1175
TRIM46	-0.14825
C16orf3	0.129333333333333
HPSE	0.2885
TIGD3	0.807
SPG3A	2.86375
LCAT	-1.72966666666667
ST6GAL1	-0.891555555555556
POMC	0.5975
FLJ36031	0.296333333333333
NSMAF	-0.391
SKIL	1.272
ADSS	1.05583333333333
HMGCS1	-1.3744
POLR3F	-0.171333333333333
RAB10	0.197375
ZNF277P	-0.370125
ZBTB7B	0.489625
DHRS1	0.068875
ABCC13	5.27371428571429
CNOT3	0.21125
NFKBIA	0.94975
GAK	-0.205333333333333
SFT2D2	1.42533333333333
HOXA6	-0.072
CRTC1	0.73175
LY6D	0.307666666666667
C20orf72	-1.75866666666667
CPT1A	0.14
LMO1	-3.632
EIF3I	-0.2565
PRB4	-0.21525
MCM3APAS	-2.554875
C20orf132	-0.7521
FOXF2	-1.926
S100A12	-0.626
MLH1	-0.595833333333333
ACTN1	1.1529
MRPL36	-0.363666666666667
C20orf106	-1.112
FBXO6	1.67733333333333
MKS1	0.0753333333333333
CX3CR1	-0.224875
PDE1B	1.8895
PLP1	-3.2745
KISS1	0.452
C14orf2	-1.081
TBC1D3P2	-1.337
COMMD6	0.7858
ANKRD7	-2.18375
PTCHD1	-1.163375
NARS2	-0.84475
DOCK7	-0.296875
FAM127B	-0.042
LOC390243	-0.769166666666667
N6AMT2	0.32925
ZNF391	-2.6605
DNAJB14	-0.104166666666667
WRB	0.784625
BPI	-0.0972727272727273
TTC4	-0.401
FAM10A5	-0.4585
GOT1L1	0.290875
MAGED1	0.908
RESP18	0.6565
WFDC6	1.129
MT2A	-2.197
C11orf56	0.178
KIAA1432	0.2145
ROR1	-0.72625
HSD17B14	1.78183333333333
ZFAND2B	0.44425
SAMD4B	0.516
HEXA	-0.17475
HNRNPU	0.568272727272727
USP39	-0.5365
NRD1	-0.17775
R3HDML	0.2355
FLT4	1.20266666666667
OMG	-0.4335
OR52N4	0.1655
LOC399818	-1.12525
ELA2	-2.3035
VENTXP1	0.137
RFC5	-1.534
OR52L1	0.51
PAX5	-1.88
FBXO2	-0.66725
GMEB1	0.1905
AKT3	-0.3545
CRB1	-0.702833333333333
CTTN	0.959333333333333
UTP15	0.18
HSBP1	0.644833333333333
PHF11	1.47075
NDEL1	0.300833333333333
USP8	0.103
BAIAP2	0.1309375
SI	-0.362
ARSJ	-1.81483333333333
BAAT	-3.171
KCNS3	2.387
LOC126147	-1.00733333333333
TMEM37	0.54475
C1orf162	3.4295
MBD1	0.0842
ITGAL	0.5105
WDR73	-0.538166666666667
GKN2	-0.314333333333333
ARFGAP1	-0.920625
SLC5A8	2.4065
ZBTB40	0.1137
CYP4B1	5.57316666666667
LYPLAL1	0.51475
CHST3	-0.15625
MAP3K9	0.031
BTAF1	-1.59966666666667
TFAP2E	-0.6955
RBM35B	-0.0935
LOC441251	-0.362666666666667
ANKRD25	0.0712222222222223
UQCRC2	0.227
MAEA	-0.00225
HYAL1	-2.2848
RNPEPL1	0.507833333333333
CPSF2	-0.794
PSD3	1.8897
ABCA13	0.39425
AGR2	2.239125
GBX1	-0.8685
HDLBP	0.752
ACY3	-1.0265
HECW1	-1.46933333333333
ZNF519	-1.51475
HOPX	3.8915
ZNF304	1.39375
OR12D3	-0.357
FKSG43	0.90125
METTL1	-0.293875
MFSD3	0.2686
PSPH	-1.038
CLCA3	-0.4015
DARS2	-1.3995
CDC25A	-2.45633333333333
BAIAP2L1	-0.2675
B3GNT5	-0.238625
USP29	-1.33566666666667
ARHGEF10L	0.9414
ATOX1	-0.074
ADAM30	-0.255333333333333
DNASE1	-1.68
STT3A	0.970916666666667
RAB6IP1	0.76475
PTN	0.8093
C1orf106	-1.72392307692308
HECA	1.4855
RNF122	1.02625
SLC22A18AS	-0.390166666666667
GNG8	0.296833333333333
ELP4	-0.252
FAM65A	0.4725
RPL10A	0.042
IRS4	null
MACF1	0.9833
SEC24D	0.34125
LOC374395	0.78375
TGFB2	2.39675
MDFIC	0.58225
CHRNE	0.822166666666667
PCMTD2	-0.313
ATP6V0D1	0.581666666666667
MTA2	0.51925
LZTR1	-0.788333333333333
RAP1A	0.327
AXIN1	-0.411375
POLR1C	-0.313
TRIO	0.255583333333333
PLXNA4A	-0.166916666666667
C5orf33	-0.138
DEPDC1B	-3.73425
ZNF473	0.409333333333333
MTM1	1.141875
GPR107	0.446333333333333
CSNK1A1L	0.242666666666667
FLJ14154	-0.06425
NLRC4	4.50675
ENPP4	2.3525
PADI3	0.2095
RNF170	0.036125
CG018	0.982833333333333
C16orf7	0.489
KCNE1	1.66975
NRM	-1.4825
SLC37A3	0.198571428571429
TPD52L2	-1.257
UNC5B	2.05275
C12orf12	0.236666666666667
SDHB	-0.31325
CLRN1	-0.0775
NUDT10	-0.926166666666667
UGT3A1	-0.229571428571429
FBXW8	0.4135
RHOF	-0.98725
PTPLAD1	0.232375
MYO3B	-0.377666666666667
DERA	-0.39825
TPP2	-0.797
C19orf53	-0.147166666666667
GINS3	-0.662375
ST6GALNAC5	2.97
CHSY1	1.16775
MGC15705	-0.078
GPR83	1.07633333333333
EXT2	0.774
DOLK	0.69425
TUBAL3	-1.1025
ACVRL1	2.5162
ABL2	-0.195333333333333
C14orf156	-1.65383333333333
PTPRZ1	-3.263
DIP2C	0.614
LAMP1	1.252
RXRA	-0.135
MAP3K5	0.737
ALKBH1	0.348666666666667
PDLIM7	-0.257125
ARL14	-2.649
SNIP1	0.334666666666667
TIMP3	1.92216666666667
RGS3	0.526833333333333
SPAG16	1.6554
ABHD4	0.16675
ARHGEF12	0.747166666666667
GLUD2	-0.92
RAC2	-0.4034
UAP1L1	-0.659
SLC18A3	-0.7875
YOD1	-1.05033333333333
RALY	-0.2335
HMOX2	0.8045
DGKH	-0.12325
DBNDD2	2.44116666666667
YIPF4	0.308625
THAP10	-0.03325
ZNF513	0.6105
HAGHL	-1.35483333333333
ITGB4	0.773666666666667
CCDC141	-1.868
YTHDF3	0.64825
C5orf28	0.65
RPL7L1	-1.170875
TMEM30B	1.34092857142857
ANKRD35	2.0065
DUOXA2	-0.18025
TBC1D5	-0.382
DFNB59	-0.7645
HRH4	-0.01575
MYO6	2.1495
DNAJA4	1.2695
RBM24	-0.676875
CEACAM20	-1.3415
RBM23	-0.188785714285714
NGFB	0.0845
C1orf63	-1.1759
KRTAP7-1	-0.565
PERLD1	1.9945
NPB	-0.0565
C17orf59	1.3994
HSPBAP1	-0.322
SLC15A4	-0.2295
PRTFDC1	-0.2635
OSMR	-0.177214285714286
CYSLTR2	-0.3815
C19orf25	0.922
KIAA1797	-0.1655
NLRP6	1.4305
FAM105B	-0.0545
SCRN2	0.349333333333333
LRRC58	-0.508
RNF17	0.542666666666667
NEIL3	-4.0615
FAM137A	-1.3715
SKP2	-3.3335
PARVA	1.7535
PKLR	-1.626
RNF34	0.180875
A3GALT2	-1.606
C12orf50	0.844
SUNC1	-1.64075
FAM102B	-0.1455
CCT2	-0.84625
LRRC37A2	-0.667
ARF4	0.3765
SIKE	0.199625
C8orf48	1.5735
MBTPS1	1.10542857142857
GPSN2	-0.1185
NCF2	2.8045
SLC12A6	0.111
MRPL48	-0.45375
HMGN3	-1.14883333333333
LRRC62	-1.50725
PAX9	0.201375
FAM55A	2.177
C20orf42	-2.40583333333333
SCML2	-2.13166666666667
BCL9	1.45925
FAM40A	-0.69975
C9orf41	-0.7165
ZNF774	0.462
LETM1	-1.37625
PLXNB1	0.480833333333333
NIPSNAP1	-0.339125
USP10	-0.6355
F9	0.8285
LIPE	1.90775
CNGB3	-0.457
C12orf52	-0.118875
PI4K2A	0.388375
MED8	0.00475
STAT4	1.1873
FGD4	0.2685
RNF145	-1.7985
WDR32	1.8272
CLDN2	0.191166666666667
TCEAL8	0.97475
ZMYND8	-1.509
PDXK	-0.5660625
GATAD2A	-0.2595
PTGES3	-0.7985
CCM2	-0.12
TAP1	1.76425
ZNF670	0.5445
ETS2	0.124142857142857
C6orf166	-0.0266666666666667
PRMT2	0.456428571428571
OR4B1	0.011
INTS8	-1.172
CCDC102A	0.034
CCDC83	-1.1425
ITGA1	0.1477
EPHA5	-2.2066
FAM24B	-2.0565
TSGA10	1.2
HAL	-2.343
MYOT	0.653666666666667
SPACA3	0.06175
BCL2L2	-0.620833333333333
CUGBP2	0.6695
CCNB3	-0.18025
RNF113B	0.21175
MERTK	0.33125
BAG1	0.72975
VPS36	-0.00375
ORMDL3	0.8909
C1orf190	0.4845
ZNF625	-0.1615
CORO2B	-1.11625
ALOX15	0.0355
CST1	1.9885
NUPR1	1.59883333333333
CCL7	-0.6695
SMCR5	-3.063
DSC2	2.8995
RBMS2	0.09625
GRIK4	2.7405
TRIM65	0.0348
TMPRSS6	1.01257142857143
TP53INP2	0.77625
GLB1L	1.99066666666667
LOC388284	0.307666666666667
PUS1	-1.09021428571429
BCL9L	0.5135
OLFM1	0.553583333333333
RET	-1.56925
MASTL	-2.35033333333333
ALX3	-0.07025
IL1RL1	0.842833333333333
ZNF765	-0.5381
C14orf138	-1.48575
SNX10	0.167833333333333
TAC4	0.19
C1orf64	-0.452875
POGK	0.893875
MAPK9	0.91325
ZNF366	4.77575
C8orf79	2.6846
CLDN7	2.65925
OR5AT1	0.4
TRIM37	-2.33925
LRRC25	3.009
GRHL2	2.7189
TEKT3	3.838
LASS5	0.153833333333333
ABCC4	-2.0725
DLG3	1.065125
VGLL1	1.411
ZFP36L2	1.467
MFRP	-0.304166666666667
KIAA1799	0.088
FLJ44379	-3.5935
PCNX	-0.40225
ANXA9	1.2485
CYP4V2	1.7818
PIK3C2A	0.47375
SRR	0.9405
NOL3	-0.30575
IFITM2	1.227
ARNTL2	-1.90925
ZNF595	0.18825
NLRP13	1.547
ASPH	-0.012625
CPA2	0.337
PVRIG	-1.03633333333333
LEPR	-0.633
C16orf42	0.674
SH3BGRL	3.40575
FAM77D	-2.0808
FNDC7	1.102
C9orf6	0.0555
NOTCH2NL	1.94866666666667
PGBD1	-0.680666666666667
SYNGR2	0.816833333333333
PITPNA	0.1879375
PRPF4B	-0.9734
SLC43A3	-0.742642857142857
NRBP1	0.30475
SLC25A22	0.269
ILK	0.52225
SLC22A8	0.462833333333333
MRPS7	-0.27125
PITX2	0.26525
FABP3	0.173375
OR1L1	-1.705
LOC728215	1.073625
BLID	-3.3585
KIAA1217	2.76970588235294
TFPT	0.211
AP4B1	-0.66325
VBP1	-1.1755
OR1K1	0.6035
MORC3	0.636
BHMT2	0.861
C3orf10	0.331875
FZD7	1.6455
WFDC10A	-1.763
PMS2CL	-0.59525
CCDC32	0.658166666666667
FA2H	0.045
ALG13	-0.504
TTLL7	-0.2543
SPOCK3	-0.56475
SLC13A2	0.4335
AIM1	0.6045
GPRC6A	1.425
EGR2	4.50075
MED11	0.49975
WWC1	2.2205
SH3GL3	-5.02875
RIF1	-0.607571428571428
PRLH	-0.2535
VLDLR	-2.223
DBT	-0.145933333333333
C21orf63	1.5235
CGGBP1	-0.738875
KRTAP12-2	0.4505
TADA3L	-0.83025
ZBTB16	2.34575
PDGFB	1.556375
RFX1	0.5975
UQCRB	-0.4629
LOC133874	-0.9495
HPS3	-2.1615
LGALS3BP	0.5523
DKFZP564O0823	2.47107142857143
MRFAP1L1	0.176375
HOXA10	-0.770166666666667
