Hybridization REF	TCGA-BH-A0HX-01A-21R-A056-07
C7orf13	-0.37025
GPR31	0.471
SIAH1	-0.07475
LHX1	0.65625
SH2D4A	0.608875
EIF4B	0.141375
BTF3L4	-0.45925
KRT2	0.0153333333333333
GOLGA7	0.070375
MAGEC2	-4.0995
BLOC1S1	0.639
STX3	-0.395833333333333
FLJ35220	1.345375
NXPH4	-0.35025
MCTS1	-0.449
C6orf156	-2.89575
TGM1	-2.0205
SLC37A4	-0.86575
FAM92B	1.829
SLC25A25	0.8257
ZC3H13	0.367416666666667
GPX6	0.617
WDR81	0.46325
THOC3	-0.700166666666667
PHACTR4	-0.380833333333333
ACYP1	-1.763
ARPC2	-0.204333333333333
ENG	0.033
P2RY13	1.61
GAPVD1	0.3782
CCNO	0.6214
C9orf64	0.6065
RXRG	-0.3855
C7orf45	-0.15075
ZNF140	0.3815
SULT1E1	-0.11025
RGPD4	0.10625
CGB7	0.692
C9orf142	-0.282
BRD9	-0.2235
tcag7.350	-0.9405
OR2M5	-0.065
OGT	-1.1136
SYT1	2.9595
ACRV1	-0.676833333333333
CMPK	-0.02525
BHLHB5	2.81466666666667
MARCH2	1.30871428571429
ASXL3	-3.597125
RPIA	-0.13125
RFXDC1	0.772
HIST1H1B	-3.409
ZNF701	1.24375
KCNT2	-0.2395
CCDC36	-0.7325
SLC11A2	-0.267625
NBEAL2	0.296833333333333
RP4-691N24.1	-1.34675
TYROBP	3.5405
PLA2G2F	-0.0881428571428571
TCP11	-0.2425
OR4K13	0.2145
C15orf21	-0.787
OR4F15	1.0565
FAM108C1	0.2284
ASAM	-3.011375
NPHP4	-0.500666666666667
SFRP5	0.0141666666666667
OR56A3	0.198
EBAG9	0.629666666666667
LOC100101267	-0.4255
UROD	-0.915333333333333
ARL9	0.574
PDE2A	0.997
TUBB2A	-0.854333333333333
RPL36	-0.624833333333333
ASPM	-1.88564285714286
RBCK1	0.142333333333333
AFF2	-0.7515
STARD6	-0.326
ZDHHC8	0.16
EXOD1	-1.3576
PLXNA2	1.27754545454545
ACTL6B	0.26
ANKRD41	-1.47933333333333
IL2RA	2.562625
PNRC2	0.6415
DENND2C	0.38525
STXBP5L	-2.3185
TBCC	-0.572
NSF	1.38316666666667
KCNJ1	0.466666666666667
KIF2B	-0.2165
KRT73	0.187
C7orf47	-0.286
NFASC	0.4285
SFRS15	-0.68275
CLCA4	0.119166666666667
ZNF597	-1.22216666666667
SCGB1D1	2.9865
LONRF3	-1.794
OR2J3	0.283
SMURF1	-0.14775
C14orf102	-0.15
HNRPDL	-0.0236
ANKRD39	0.10175
BTNL8	-1.2175
CSTF2	-1.11375
CABP4	0.857
TMEM95	0.53275
HTR1F	-0.08
SCPEP1	0.352
PRSS12	-2.979
SLC28A2	-0.35
INHBA	2.828
RP11-298P3.3	-0.63625
UGDH	0.787
SLC36A1	0.2685
PLCB1	1.8085
SEPP1	-0.8965
SRXN1	0.70675
LOXL2	0.117
SERPINA7	-6.17616666666667
LOC201229	1.819
CHRNA1	1.53575
DENR	-1.44916666666667
RARRES2	0.83375
SENP2	-0.06725
XPNPEP1	0.198
PCGF5	-0.07765
HIST1H1T	0.5055
CDK5RAP1	0.368
PRKG1	2.29464285714286
RASGRP1	-0.834
CFI	-2.204
KIR2DL3	1.0575
FOXRED2	-0.397928571428571
FABP1	-7.3345
TRIM7	-0.65925
CYP20A1	-0.144136363636364
CYTL1	-2.64
SORBS1	1.81575
PEA15	1.25457142857143
GUCY1A2	0.565333333333333
ZSWIM2	-0.0655
PH-4	1.847875
PACSIN1	-0.1515
LOC152586	0.2875
UMODL1	-1.2215
KREMEN1	-0.65875
FLJ35773	3.71875
RFPL4B	-0.76875
SNAP23	-0.60025
STXBP6	-3.2885
C6orf115	-1.293
ZBTB33	0.01125
CHST9	-2.71866666666667
MGA	-0.502625
FAM128B	-0.6829
GPR4	3.97416666666667
KIAA1957	0.0265
GSTK1	0.7975
CLCN5	0.37225
FBXW5	0.0145
FUSIP1	-0.692928571428571
MAG	-0.701
FLT3	3.32316666666667
STRA8	-1.004
SERPINB4	-4.536
JMY	-0.485333333333333
DLK2	-1.44733333333333
ZNF451	-1.1167
HES6	0.01275
FGF9	-2.358
VNN1	-0.769666666666667
SRPK2	0.1397
ALDH3A1	-2.677
CDX4	0.1165
SPG21	-0.2305
ZNF302	0.2544
DOK3	0.444125
GRIN1	0.4365
OR1A1	0.102833333333333
CALU	0.199
ANKFY1	-1.34
C9orf84	-0.2225
CLEC2L	-0.36525
LIMCH1	-0.584583333333333
RWDD1	-0.571333333333333
VHLL	-0.7505
SLC18A2	-0.1925
UPK3A	0.334333333333333
FIP1L1	-0.3665
LENEP	-0.154666666666667
RHOB	2.25033333333333
RIBC2	1.524
GNPNAT1	2.001875
TBC1D10C	-1.24525
MMAA	1.596
INTS9	-0.07975
HOOK2	-0.05875
CCNG1	-2.19316666666667
CCDC144B	-1.317
MTMR7	0.715
NEU4	-3.4695
HADH	-0.06175
CCKAR	-0.1235
TMEM173	0.845
AFAR3	0.552
PTH2R	0.659875
IFI30	1.2425
GLUL	1.3322
TMEM71	-0.417
C20orf165	-0.11825
BFAR	-0.407625
ZNF14	0.4105
KLHL8	0.705785714285714
PPIL2	-0.611
CTA-126B4.3	0.2855
C5orf37	-0.12075
SLC27A4	1.628
KLHL22	0.4415
GJB2	3.8055
HSPBP1	0.35225
PRKD1	-0.480666666666667
SOX8	-0.441375
KIAA0195	0.732333333333333
MICALCL	2.24383333333333
ICAM1	-1.271625
C10orf126	-0.4815
SIX4	-0.28225
BCL2L1	0.8694
CD19	-0.7875
RAPGEF3	1.879
KIAA0974	-0.4055
MAPK3	0.5435
OR10A3	0.9385
MAP2K1IP1	0.7915
STK4	-0.238444444444444
CHIC2	0.6698
DLX5	0.284333333333333
ZNF367	-1.17925
FBXO41	-0.7125
ADK	-1.155
hCG_1995786	0.2825
GTPBP10	-0.411125
TGOLN2	1.075375
CTBS	0.286166666666667
FGD1	0.31075
ETS1	0.0483333333333333
EDC4	-0.33425
GSTA3	0.60425
HOXB6	-0.245333333333333
C9orf131	0.163
BCAS1	2.32825
U2AF1L4	-0.013
PDHA2	1.18925
SORD	0.555375
SLC25A33	-1.3645
WDHD1	-2.71475
OR8K5	0.63
RNASE11	-0.449
STAP2	0.43225
TRIM44	-0.7254
CHCHD8	-0.522
SIDT2	0.43
OR2B3	0.448
TRRAP	-0.76825
TRAF1	-0.24825
RYR2	-2.2005
FAM71B	0.559666666666667
SLC45A4	0.949
TRIM32	0.3555
ATP6V1G1	0.62075
TRA16	0.05275
SERHL2	1.5895
PRKY	-0.711666666666667
NPR2	-0.43375
TAS2R40	-0.177
OR5I1	0.497333333333333
ZFYVE26	-0.386
WFDC11	-0.449
CSH2	-0.32925
OR2T8	-0.2415
TBX20	0.237
LYPD5	3.219
STOML2	-0.454
ALPI	0.176125
FAT3	0.28275
ZNF273	-0.5336875
NPSR1	0.264
FLAD1	0.418333333333333
RAB5C	0.056125
TTLL3	-1.58625
KIAA1618	0.216833333333333
NPPC	2.0755
ZEB2	0.6535
MRP63	-0.0845
WSCD2	1.4795
NEUROD4	0.74975
SNAPAP	0.54125
MTMR2	-1.32282352941176
STK35	-0.198
USP48	-0.491375
NR1H4	-4.282
RASL10A	-0.593
SSTR1	-2.24825
C1orf35	-0.23975
APOBEC3C	-1.8685
RUSC2	0.2045
SALL4	-1.612
ZCCHC8	-0.4
RAD17	0.451125
ZNF708	-1.1465
LILRB5	1.9545
TEX12	-0.5635
C9orf79	0.48725
ARHGEF1	0.278333333333333
ABCA4	-1.1895
RNF214	-1.366
PPAPDC2	0.748
ARID4A	-0.563833333333333
SYCP2	1.815375
OPRM1	-0.579
RP13-102H20.1	-2.16975
CYP26B1	0.789833333333333
APCDD1	1.02966666666667
PCCA	-1.25025
ALS2CR7	0.912
AQP5	-0.243666666666667
YLPM1	-0.159
PRKAR1B	-0.5529
IL16	0.2612
TCF3	-1.9865
ZSWIM7	-0.29025
SERPINE1	0.4725
BAI2	-0.015
SMC5	-0.803071428571429
SMN1	-0.3515
SLC13A5	-3.134375
POU2F3	1.01475
BACH1	-0.553333333333333
GMCL1L	0.1315
PPP2R2D	0.59925
LRRC51	1.81583333333333
EDARADD	1.371
LRRC3	-0.2565
FAM124B	0.83975
C20orf70	0.1745
LOC285735	-1.076
CTBP2	1.6735
ZMYND11	1.253125
CDH23	1.40866666666667
OR1N1	-0.244
LOC400590	0.367
PDK1	-2.724375
LMTK3	0.949
USHBP1	1.3845625
ZFYVE21	0.26525
hCG_21078	-0.43525
OAF	-1.330875
WDR41	-0.94775
SPINK6	-1.604
GDEP	-0.031
MEG3	-1.5104
OXSR1	0.146214285714286
RAD51	-3.07166666666667
RPL13A	0.47075
DYRK1A	0.0844
FLJ25791	1.44125
SARDH	-0.5274
RBBP5	0.136666666666667
ORC2L	-1.64975
NCAPH2	-0.331833333333333
RNASET2	-0.5565
WDR79	-0.404333333333333
FLJ39779	-0.902
C3orf1	0.10475
DDX23	0.4005
MGC40574	0.74625
MORC4	1.1975
MYRIP	4.087
LY6E	-0.6275
SLC39A11	2.098
ATP12A	-1.528
AUP1	0.3525
PIP	5.4645
CORO7	-0.4175
PITPNM3	-0.6475
ENPP1	-0.0196666666666667
PPP1R1C	-2.05216666666667
NRBP2	-0.15075
KCNE2	0.351
P2RX4	2.1195
CCND2	-1.85014285714286
OR5T3	-0.079
CUL4A	-0.264833333333333
CFB	-1.34275
PCP4	-3.811
HEMGN	-6.975
UBIAD1	-0.6565
CDC42BPB	-0.6765
CYB561D1	1.266
RIMS2	-0.72625
ZNF488	-0.94275
RNMTL1	0.6645
SART3	0.0378333333333333
CAPN10	-0.964785714285714
CCR5	3.66816666666667
APOA1BP	0.617833333333333
NDUFS5	-0.3025
PDLIM3	2.0634
VPS24	0.5306
SCN8A	-0.554625
C1orf67	-1.703
MRCL3	0.7205
TMEM145	-1.47575
KCTD16	0.0398333333333334
RNF149	0.7155
FDXR	0.207
CDCP1	1.47433333333333
PAX3	-3.0954
LASS4	1.53925
HSD17B8	0.15325
YAP1	-0.885875
NNT	-1.1835
SC5DL	0.103875
DKFZp566H0824	-0.682
KSR2	1.19666666666667
RAD21	1.564
ST8SIA2	0.0995
L3MBTL3	-0.186
SNRPB	-0.604
MGC14425	-0.52725
MIF	-0.2815
TAPT1	0.852875
IRF8	1.7699
PRO0132	1.1575
HERV-FRD	-0.2465
ACD	-1.17083333333333
BCL3	0.0925
SPATA13	1.1185
MRLC2	0.571375
F2RL3	1.03725
CFHR3	2.0315
DUSP15	0.517166666666667
TMEM46	2.27233333333333
SF3B4	0.135166666666667
MAP7D3	-0.31325
STELLAR	0.1545
SEMA5A	-0.00290000000000002
H2BFS	-0.672
LRRC28	-0.3335
MORN2	0.8425
XYLB	-0.67875
WDR21C	-0.35075
HIATL1	-0.0935
ADAMTS10	0.580833333333333
WDR55	0.2865
MFSD5	1.06066666666667
OR4N2	0.2585
DUSP16	0.852055555555555
NLGN4Y	-2.2435
INHBC	-0.0234166666666667
NUMA1	1.17425
DEFB123	0.289
GIPC1	-0.15775
MGC27348	-0.7125
FLJ33590	-0.094
FZD1	0.7202
MKL1	1.248
SAA2	3.118
C1orf94	-2.4375
C7orf28B	0.0115
TMEM185A	0.78235
ZZZ3	0.17
C16orf5	-0.314666666666667
GALNAC4S-6ST	0.9785
C1orf186	2.05725
IGFBP4	0.948666666666667
NDUFA10	0.0576666666666667
CLIC2	0.191
RNF13	0.751
GPR103	-0.373333333333333
CD69	-1.96725
MYOZ1	2.70675
IFNB1	-0.1915
CLNS1A	-1.17825
CXorf45	-0.9075
ZXDB	1.632
FUNDC2	0.90875
GPA33	-0.480875
C9orf70	0.0235
SLC2A9	-0.354125
LOC126520	-0.532
MAGEB1	-0.9135
LCE2A	-0.128
C18orf34	1.744
FMNL2	-1.784875
KRT85	0.6175
CRYGA	0.231
GEM	0.48625
THAP6	0.8385
ALKBH3	-0.646833333333333
TM6SF2	0.36325
C20orf82	2.441
RANBP2	0.00216666666666668
LIG3	0.3656
RETSAT	0.78625
OR8S1	0.5365
CAST	-0.08725
TGFBI	-0.1599
C15orf37	-0.361
PGM3	-0.786
SLC4A11	-1.17425
FAM123C	-0.0183333333333333
TAOK1	1.97
CISH	1.750625
OGDHL	-3.40075
SPINT2	2.06333333333333
ZNF33A	-0.37
CLDN18	-0.1565
RNF128	0.17275
CCDC71	-0.693
RASSF6	0.716833333333333
HSPG2	1.015
ATP6V0E1	1.4995
ABHD6	-0.05775
CD274	0.1345
GCNT1	0.74075
NT5C1A	0.363
TM4SF5	-4.2845
C21orf58	-1.083
SUCLA2	-0.48975
RFTN2	2.09125
SCNM1	0.146
SLC9A10	-0.201
FUNDC1	0.1315
SLC35F4	-2.97725
AMD1	-1.2765
COL6A6	0.71075
OR4K2	0.3155
TRIB2	-1.05058333333333
LOC91461	-2.5205
GHSR	0.8085
ATP8B1	1.17325
C1orf78	1.7695
RNF183	-1.4885
STX4	0.2899
TPPP2	-0.949125
MYBPHL	-2.917
TXNDC6	0.2127
C9orf47	3.5465
FAM137B	-0.1745
FANCB	-2.5255
C11orf9	-2.406
DPY19L1	-0.01925
VDAC2	-0.734333333333333
VHL	-1.188
LMBR1	-0.299375
C8orf44	-0.555
ZPBP	0.67475
FGF23	-1.712
C21orf67	0.6235
PCNT	-0.767375
BCKDHB	-0.1527
GALNTL5	-0.361
BET1	-1.285375
ARL13A	0.4665
HDAC6	-0.57075
N4BP3	2
OTOP1	0.0253333333333333
TTC30A	1.313125
CRISP1	0.4865
KRT32	1.5995
VSTM1	0.82
ZNF622	0.50225
POLR3B	-0.00170000000000001
DNAJC10	0.06375
C12orf54	0.905
ADIPOQ	3.63783333333333
RIT2	-0.165
CD44	-1.14435
ABCA3	2.066875
RPS17	-1.04475
FEZF1	-0.233
PCDHB15	-0.401
KCNMA1	-1.02113636363636
CCDC116	-2.8315
C15orf27	-2.4605
NARG2	-0.4694375
ITGA5	-0.75425
MEFV	0.8325
TUT1	-0.345
LOC541473	0.50175
NMBR	0.057
GLT1D1	-2.98816666666667
ABCB7	-1.014
PFKP	-2.40190909090909
C9orf91	0.5809
LRRC41	0.287833333333333
C1orf85	0.281833333333333
ATP5F1	-0.282625
STOX1	1.2705
GFOD2	0.5425
SLC25A3	0.0485
ZNF646	0.2439
ZAR1	-1.251
OSTbeta	-2.64325
GALNT3	0.93
IFT122	1.921
LDB3	0.9699
GARNL1	1.4335
HOMEZ	-0.282333333333333
LRRC6	3.45575
ANGPTL5	-1.314
UBAC1	-0.531
DLEU7	-0.869666666666667
RPL19	-0.08
TOP1MT	-0.7075
LOC643641	0.4205
MBD3L2	-0.279
NTSR1	0.053
WISP2	-0.26775
GPSM2	-1.62375
RDH10	0.4573
PRKCG	-0.3005
HIST1H4J	1.1085
MON1B	0.5993
MLF1IP	-0.712166666666667
ZNF446	0.883
COL4A5	-0.4502
SLC26A1	0.239642857142857
RGN	-2.674125
CCNB1	-1.769
C9orf165	2.22125
CCDC28B	-1.33625
CCDC97	0.84175
FGR	2.13275
MSRB3	1.208
EPN2	0.37225
COX15	0.3025
KCNK6	-0.8359
XK	-2.663
GDA	-5.40325
HEPH	-0.722125
THRAP3	0.598125
MET	-1.34628571428571
PHYHIP	0.45225
LYAR	-1.228
ING3	-0.456
AK7	-1.00575
CCT8L2	-0.374285714285714
COPS7A	0.6075
WSCD1	-0.12525
RNF185	0.930375
TNS3	1.1815
KNDC1	-1.011
RWDD4A	1.327
MED13L	1.2543
ZFYVE1	0.057875
C7orf44	-0.373333333333333
MRPL1	0.13
STGC3	-1.41775
TEAD1	-0.4345
RPL7A	-0.282357142857143
ARL6IP1	0.6374
C1orf178	-1.549
CTAGE5	1.18258333333333
TMEM184A	0.741
SLC25A14	0.48425
CACNG5	0.196
ATXN10	0.1094
ECH1	0.5028
CCL22	0.49275
CYP2F1	-2.26266666666667
GADL1	0.305
TMEM19	-0.5232
RUNX3	0.184
EFNB1	-0.2835
LIPN	-0.6235
ACSM3	-5.104
SIGLEC8	1.5645
ASCC3L1	-0.1785
NOL8	-0.149125
RELT	-1.5145
Magmas	0.15375
PPP1R15B	0.1682
C11orf2	0.327
VKORC1	-0.638666666666667
MGC26647	0.9045
TRPM6	0.09525
UGT2B7	-5.63383333333333
FEV	-0.0525
FOXK2	0.1981
PDCD5	-0.809833333333333
SLC8A1	2.4178
DGUOK	-0.768833333333333
CLDN16	0.525
GAGE1	-1.943
RBM17	-0.1004
C1QTNF3	1.656125
VGLL3	-0.498333333333333
UNQ5830	0.263
CD1A	-3.74533333333333
SCGB1C1	0.226
SUPT4H1	0.43075
TRAF5	0.11475
ASAHL	0.912875
FAM73A	1.9855
OR6B1	0.7455
WHSC1	-1.3067
GFPT2	-0.06275
LOC339809	1.08525
STARD5	0.08875
SIP1	-0.278
DNAJC15	-0.36475
STAU2	1.1193125
FAM98A	0.3445
RAD23B	0.0989375
LRRC33	-0.931
CHRAC1	-0.59975
C21orf89	0.33925
C19orf43	-0.354
KLK8	-3.33416666666667
CCNE1	-2.33675
PKDREJ	0.188666666666667
SSU72	0.16
C17orf73	0.1575
GPR78	1.6565
WHSC1L1	1.0999
GSTA2	-1.67825
SMUG1	0.545166666666667
UFM1	0.6491
AP3M2	0.820333333333333
USP14	-0.010875
FBXL14	0.954333333333333
DSTN	1.682
SFRS14	-0.90725
FBXO31	-0.579666666666667
C12orf40	-0.172
FRS2	0.48375
NR2E3	0.2635
TUBB2C	0.30175
GMPR	-0.3005
C9orf139	-0.226
ING5	-0.688785714285714
LOC730092	-0.739833333333333
ORM1	-5.205
RP11-11C5.2	-1.279
HSPD1	-1.1099
PIWIL3	-0.56025
C5orf13	-1.1203
OR5R1	0.786
LCOR	1.32025
PLEKHA9	-0.462
CCDC43	-0.334
ZNF232	-0.05875
SLC6A7	0.0335
ADH5	-0.328166666666667
SHBG	-0.939333333333333
CROCCL2	-0.5175
PANX3	0.1435
CDIPT	0.687
SLC16A5	1.4155
TUBB	-1.14975
TOR3A	-0.2865
PREP	-1.00483333333333
ENTPD8	0.823285714285714
CHMP1B	-0.28225
SYT12	0.9474
MYH6	-2.254
MAP3K13	0.889833333333333
KLHL30	-0.0743333333333333
LCMT1	0.6835
EIF1AX	-0.0913333333333333
FOXD4L1	0.9655
SLC24A5	-0.042
RNF166	-0.6867
TJAP1	-0.51125
TMEM156	-1.1906
ZNF239	1.62525
SNX19	0.6186
GKN1	0.2245
FCN1	1.997
C1QL1	-1.64125
ATP11C	-0.47425
ZNF35	0.647
CARD8	-0.19875
LIMD1	-0.508333333333333
KIAA0286	-1.24725
XRN2	-0.221166666666667
CD6	-0.14
TOX3	1.026625
ZSCAN4	-1.60583333333333
RSRC1	-0.797
COG1	1.21575
PTRF	0.672
C16orf35	0.041875
FBXO24	-0.21725
CHST11	-0.534
THRB	0.2041
MYBPC1	0.1005
RNF39	1.017
PSMD11	-0.22125
ALAD	0.518
EN1	1.3525
SLC9A9	0.30825
GSTM4	-0.1234
CDC42BPA	0.274842105263158
RCSD1	-0.9885
LUC7L2	-0.4047
SPTBN1	0.2619
LOC146167	0.0725
BAT5	0.275
ZNF452	-3.165375
LSM4	-0.817625
SRP72	0.0862
SGK269	0.145083333333333
MTX1	0.7685
CENTA1	0.33325
UNQ9433	-0.425
ATR	0.0515
DDX49	0.192666666666667
PAQR8	-1.43816666666667
C14orf174	-0.197
GBGT1	0.145
THAP1	0.60025
OR10K1	0.7945
RASIP1	-0.97
DPYD	-0.5079
DOHH	0.318
C18orf45	1.66625
POF1B	3.9112
ZNF552	3.039
USP32	0.146625
MED27	-0.639
C14orf149	-1.28833333333333
PRDX4	-0.277333333333333
ABHD12	0.3008
AGT	-4.3195
SLC22A14	0.0115
C1orf58	0.17225
PILRA	-1.17175
ABCF2	-0.371625
C17orf85	-0.296
TKTL1	-1.48675
FGF1	2.4948
IL6R	-0.1655
VPS25	0.42275
CHRNB2	-0.552285714285714
COL7A1	-2.9914
LRRC48	3.21816666666667
SPG20	0.613916666666667
COX10	0.18925
GCA	0.464
ECEL1	-0.00399999999999999
GLG1	0.132
SRD5A2L2	0.01475
MUTYH	-0.648375
ZNF70	-0.16725
L2HGDH	0.3465
GPATCH2	-0.131
ZNF655	-0.853875
ZNF227	-0.3445
MCOLN2	0.849333333333333
NQO2	-1.7785
KCNQ5	0.0185
NEU1	0.5955
QRICH1	0.07675
ZBTB20	0.308
RPUSD3	-0.3975
EPGN	-1.67383333333333
TSN	0.149916666666667
SPRY2	-1.82866666666667
LZTFL1	0.896125
GMFB	-0.827125
PBEF1	-1.3977
HBG2	-4.02533333333333
TMEM8	-0.4245
PALM2-AKAP2	-0.165333333333333
NFYA	-0.53475
FAM108A1	0.39075
PBLD	1.325875
NRG4	-2.6115
PIGF	-0.3715
PTGER1	-0.099
NOS2A	1.42333333333333
C21orf34	0.0435
C21orf51	-0.161
IL17C	-0.505
TRMT6	0.0765
ETV2	0.120833333333333
CCDC109A	-0.1195
MYLK2	-2.2545
ATP10A	1.4132
DPH4	-0.837
C5orf5	0.157833333333333
KCNA4	0.323
NMNAT2	2.25766666666667
GLYATL2	-0.819
LSMD1	0.511125
IL23R	-2.446
NRF1	-0.21175
MUC15	-2.2675
PRDM12	-1.19
PAQR4	-0.557928571428571
RBBP6	-1.452625
IFI27	2.7375
SKAP2	0.884833333333333
TAGAP	1.353375
TJP3	1.6605
C9orf61	0.1895
IDS	0.0795
PARG	0.12525
LOC131149	-1.043
DYRK4	0.518333333333333
MICALL1	-0.54525
GALR2	-0.4315
GPBP1L1	-0.302625
TBX21	3.4855
KCNJ6	0.921166666666667
GGN	0.6675
CASP5	-0.195333333333333
RNF182	-3.57075
BRD4	0.29625
DOK4	-0.172625
SLC46A2	1.15266666666667
SOX9	1.15191666666667
ZNRD1	-0.67
PRR6	-1.63125
FAU	-0.79825
DTNB	0.625
CARD9	-0.44825
STS-1	-1.13633333333333
SLC4A5	0.186375
NSBP1	-2.94325
UGCGL2	-0.48575
POTE15	1.755
NOXA1	-0.0625
RP13-347D8.3	0.954
SAMD10	0.294
EP400NL	0.027
TCF21	-0.725
AMELX	0.0795
JPH2	0.9409
SLA	1.900125
DLST	-1.38916666666667
SEPT12	1.59925
RGS20	-4.567
LXN	1.20633333333333
ZNF419	0.12825
UPK3B	-0.4405
RELL1	1.304
ESPNL	-2.357
KLHL21	-0.346875
PI15	4.848
C2orf61	-0.3395
LOC407835	-0.514333333333333
RER1	0.234083333333333
ELAVL2	0.251
MGC26718	-1.047
KLF2	2.88075
TNFAIP8L3	2.21141666666667
TFE3	0.494
C11orf17	-0.81825
15E1.2	-1.4535
SNRPC	-1.32325
DLGAP1	-0.15875
PGLYRP1	0.03375
OVCH2	-0.2515
IRF7	1.2288
SET	-0.429
NAB2	-0.760333333333333
LRP5L	-1.82625
FAM120A	0.7648125
ASCL2	1.23116666666667
SHH	-0.3975
ATP5H	0.794833333333333
THPO	-1.23183333333333
TYRP1	-2.54183333333333
HIST1H3E	0.541166666666667
EIF2S1	-0.497944444444445
TNFRSF17	-1.95083333333333
TARSL2	0.68275
NKX2-8	1.2185
C1orf115	0.00174999999999999
LOC56964	0.438
KIAA0841	-0.81175
ISCU	0.028
TTMA	-0.419
ZNF414	0.015
LOC441150	0.58675
RAB15	0.48275
HBP1	0.564833333333333
TNNT2	-1.83183333333333
CECR5	-0.75675
PHGDH	-2.83
JRK	-0.1722
XPO4	-1.191125
FAM131C	1.2685
ARHGAP25	1.0328
CA9	-3.72955555555555
GPR62	1.31533333333333
TLX1	-0.3475
GPS1	0.939
OR2M2	-0.091
BDP1	1.14935714285714
FAM70B	0.6895
RPS29	1.083
MKLN1	-0.5272
TSPAN19	-1.98525
SLC29A3	1.7732
LGALS4	-0.821666666666667
USH2A	0.5432
NF1	-0.057
APOBEC3A	2.2835
IMPAD1	0.273666666666667
OLR1	2.71816666666667
NRAP	-0.098
HCFC1R1	0.535166666666667
TAOK2	0.188166666666667
MCM10	-2.41566666666667
MAP4K3	-0.179166666666667
CBS	-1.59325
CLK3	-0.5166
PCDHGA5	-0.072
ELF4	-0.1875
FAM71A	-0.1575
C11orf49	0.0205
CLIP2	-0.53175
BTBD9	0.8303
ZNF524	1.2765
KDELR1	0.231333333333333
ZNF509	0.479
NCSTN	0.7395
ZNF533	0.362428571428571
PARP4	0.075625
GALNT9	-0.189166666666667
NPY	-2.73275
BEGAIN	-3.18733333333333
TMEM77	0.0445
FOXRED1	-1.18316666666667
SLC16A2	1.3695
SLC35B1	1.059
GK5	-0.366666666666667
SDCCAG10	-0.62875
C4orf20	0.46625
SLC9A2	0.77775
ADD1	0.6285
TAL2	1.53966666666667
ACLY	-0.10025
DNAJC1	0.4515
SOST	-1.6355
USP43	1.63016666666667
CYP4F12	-2.34075
FKBP5	-0.556125
CHCHD5	1.0389
NUDT22	-0.3125
CCDC85B	0.42125
OR51G2	0.7725
STRN3	1.40064285714286
TMOD2	1.2795
FLI1	-0.07775
MAB21L2	0.6255
DGKQ	0.8555
VPRBP	0.586166666666667
SCNN1B	0.2857
ECHDC3	1.3463
TMEM106C	0.1805
CSNK2A2	-0.2865
RPL39	0.2571
HERC3	0.4931
ZBTB47	0.8545
ZNF681	-1.1465
PAGE2	-2.349
CLIC5	3.02078571428571
RABAC1	0.85325
ZFHX2	-0.412
YPEL1	0.238
KIAA0776	-0.1335
NR1D2	1.16875
DNAJC4	0.257375
NPNT	3.3287
ZNF677	-0.148
ZNF536	-1.32175
MEF2B	0.137916666666667
PTPN4	-0.218
CTCFL	-5.187
STX5	0.371166666666667
CD72	1.60775
VEGFA	-1.08494736842105
XRCC1	-0.0217
MAS1L	0.4685
ELL	-0.2109
SETBP1	0.2875
CDH11	3.29883333333333
NDC80	-2.23984615384615
DMBX1	-1.56
NRSN1	0.593666666666667
BAT2D1	0.106875
CDS2	1.07
C1orf212	-0.268333333333333
SENP3	0.018375
IL1F9	0.4915
EEF2K	-0.5125
COG8	0.62975
CEP72	-1.067
OR1L8	0.1855
MUS81	-0.39125
PHYH	0.615
GGT6	1.13116666666667
C22orf23	0.136416666666667
C13orf33	3.248
MAPK8IP2	2.04675
NELL2	4.98575
POU3F2	-3.636
ALPK1	0.903625
MRPS18C	-0.39875
RPLP2	-0.466875
FGF22	0.917
SPNS1	0.267666666666667
ZFP1	0.14625
IL1RAPL1	-0.53975
PCSK9	-4.158
NKX2-1	-0.221833333333333
C6orf189	1.46275
SP4	-0.1695
SLC11A1	2.2244
C21orf25	0.904833333333333
ICAM2	0.89075
SH3GL1	-0.554333333333333
GSK3B	-0.239833333333333
RALB	0.146875
PDXP	-1.325
GNGT1	1.724875
KIR2DL1	0.725
TNFAIP3	0.527666666666667
C6orf32	-0.041
CBLN2	3.12925
PANK3	0.56025
TAAR9	-0.224
WDR82	0.459071428571429
APOM	-4.64975
TRIP10	-0.72675
SPATA16	0.7818
C1orf135	-2.3
USP51	0.162
TESK1	1.1675
C11orf64	0.0285
ZNF611	0.0085
PDE6G	0.272333333333333
HLA-DQA1	3.4245
GCLC	0.133125
SEC61A1	0.537785714285714
TWSG1	-0.715916666666667
ZMYND10	3.03375
CTDP1	0.42075
ADAMTS6	-0.8645
SLIT1	0.4865
KRT86	-1.0625
KIAA0574	-1.708
GTPBP2	-1.1017
PQLC3	1.421
PRRX2	0.0238333333333333
C15orf44	-0.0975
MKKS	-0.01375
C11orf10	-0.843
GPR110	-0.310625
CD109	-1.2355
ADCY1	0.0226666666666667
RHBG	-3.24025
TP53I3	-0.30825
SLC22A3	-1.54888888888889
UCP2	0.03325
FOXG1	-2.44683333333333
OR2AG1	0.259
TRIM24	-0.57475
PROC	-4.002625
TAAR6	0.51125
AMTN	-1.5565
