Hybridization REF	TCGA-A7-A0D9-01A-31R-A056-07
NMT1	-0.5265
HADHA	-0.0875
CHSY-2	2.7075
PLEKHF1	0.636
SAGE1	-2.7815
MUSTN1	0.099
SUHW4	1.46475
TFEB	0.533666666666667
ZFYVE27	0.32125
ATG12	-1.27883333333333
BMI1	1.29292857142857
ZIM3	0.356
MYH4	0.315
MASP1	-1.3535
KIAA0984	1.42475
RPAP2	-0.18925
ASB5	1.37025
BOLA3	-0.63
MIA3	0.5155
KRT35	0.979
KIR3DL3	-0.7365
MRPL51	-0.935
SEMA3F	1.95216666666667
NDUFB2	0.8025
LOC253012	-1.4015
FAM46C	-1.2476
G6PC	-2.182625
CSAG3A	-5.71233333333333
PREX1	1.4845
SLC25A45	-1.103875
MAPKBP1	-0.0676
CPE	0.4082
GNB1	0.26525
CXCR6	0.2605
TRIM46	-0.616
C16orf3	0.130166666666667
HPSE	-0.257625
TIGD3	-0.401
SPG3A	0.7715
LCAT	-1.89283333333333
ST6GAL1	-1.89077777777778
POMC	-0.178
FLJ36031	-1.12516666666667
NSMAF	0.478333333333333
SKIL	0.637
ADSS	0.516666666666667
HMGCS1	-1.8202
POLR3F	0.399833333333333
RAB10	0.631625
ZNF277P	-0.09175
ZBTB7B	0.60325
DHRS1	0.628375
ABCC13	2.302625
CNOT3	0.2725
NFKBIA	1.41275
GAK	0.7605
SFT2D2	0.0875
HOXA6	0.275
CRTC1	0.192375
LY6D	2.11983333333333
C20orf72	-0.764666666666667
CPT1A	-0.569
LMO1	1.8275
EIF3I	0.003
PRB4	-0.161
MCM3APAS	-1.626125
C20orf132	-0.0374
FOXF2	-2.8815
S100A12	0.36625
MLH1	-0.344333333333333
ACTN1	0.356
MRPL36	-0.598166666666667
C20orf106	2.423
FBXO6	1.44733333333333
MKS1	-0.7905
CX3CR1	-2.19225
PDE1B	1.641
PLP1	-3.9945
KISS1	0.0923333333333333
C14orf2	-0.481
TBC1D3P2	-0.55875
COMMD6	0.0698
ANKRD7	-0.4645
PTCHD1	-2.105125
NARS2	-0.67775
DOCK7	0.04425
FAM127B	-0.536
LOC390243	-0.00316666666666667
N6AMT2	1.4135
ZNF391	-0.0705
DNAJB14	1.21166666666667
WRB	-0.32525
BPI	-0.1275
TTC4	-0.4035
FAM10A5	0.00599999999999999
GOT1L1	1.06
MAGED1	-0.111
RESP18	0.231
WFDC6	0.35275
MT2A	-1.3115
C11orf56	0.25475
KIAA1432	-0.399
ROR1	-2.009625
HSD17B14	1.693
ZFAND2B	-0.28325
SAMD4B	0.34475
HEXA	1.437375
HNRNPU	-0.481772727272727
USP39	-0.34875
NRD1	0.03625
R3HDML	-0.21275
FLT4	0.244333333333333
OMG	-0.266833333333333
OR52N4	1.1705
LOC399818	0.03825
ELA2	-3.18075
VENTXP1	0.2745
RFC5	-1.4875
OR52L1	0.246
PAX5	0.631
FBXO2	2.0805
GMEB1	0.3645
AKT3	-0.674166666666667
CRB1	0.8245
CTTN	0.311666666666667
UTP15	-0.0998333333333333
HSBP1	0.5995
PHF11	1.35475
NDEL1	-0.410666666666667
USP8	-0.45675
BAIAP2	0.17525
SI	0.327166666666667
ARSJ	-1.349
BAAT	-3.829
KCNS3	1.00116666666667
LOC126147	0.277
TMEM37	0.60275
C1orf162	2.15116666666667
MBD1	-0.0493
ITGAL	-0.677333333333333
WDR73	0.377166666666667
GKN2	-0.089
ARFGAP1	0.17125
SLC5A8	5.52016666666667
ZBTB40	0.3442
CYP4B1	4.79283333333333
LYPLAL1	-0.05725
CHST3	-1.2085
MAP3K9	0.42
BTAF1	-0.242666666666667
TFAP2E	0.808
RBM35B	1.51925
LOC441251	-0.222
ANKRD25	0.120611111111111
UQCRC2	0.1995
MAEA	0.833916666666667
HYAL1	-2.9433
RNPEPL1	0.0993333333333333
CPSF2	-0.32175
PSD3	-0.4134
ABCA13	0.05875
AGR2	1.33525
GBX1	-1.1585
HDLBP	0.261642857142857
ACY3	-1.42625
HECW1	-1.1635
ZNF519	-1.6505
HOPX	3.78025
ZNF304	1.341
OR12D3	0.0805
FKSG43	0.1385
METTL1	-0.30025
MFSD3	2.309
PSPH	-1.2755
CLCA3	0.0985
DARS2	-1.46183333333333
CDC25A	-2.37566666666667
BAIAP2L1	0.1445
B3GNT5	-1.501
USP29	-0.117
ARHGEF10L	1.9675
ATOX1	0.22675
ADAM30	0.34525
DNASE1	1.079
STT3A	-0.5775
RAB6IP1	-0.7055
PTN	-0.1117
C1orf106	0.725230769230769
HECA	0.985
RNF122	-1.5085
SLC22A18AS	-0.716
GNG8	0.0803333333333333
ELP4	-0.13675
FAM65A	0.287666666666667
RPL10A	0.168833333333333
IRS4	0.6015
MACF1	1.2221
SEC24D	0.11
LOC374395	0.58575
TGFB2	-0.456375
MDFIC	0.858375
CHRNE	0.283
PCMTD2	3.55133333333333
ATP6V0D1	0.7345
MTA2	-0.4425
LZTR1	-0.218166666666667
RAP1A	0.2545
AXIN1	-0.469
POLR1C	-0.35875
TRIO	-0.221916666666667
PLXNA4A	0.383
C5orf33	-0.22825
DEPDC1B	-4.25425
ZNF473	0.287
MTM1	0.918875
GPR107	0.0458333333333333
CSNK1A1L	1.112
FLJ14154	0.70625
NLRC4	2.78075
ENPP4	3.11883333333333
PADI3	-0.2655
RNF170	-1.08925
CG018	1.331
C16orf7	0.0105
KCNE1	-0.016
NRM	-2.62666666666667
SLC37A3	-0.641785714285714
TPD52L2	1.60066666666667
UNC5B	1.61775
C12orf12	0.258666666666667
SDHB	0.39725
CLRN1	-0.121714285714286
NUDT10	-0.660833333333333
UGT3A1	0.349
FBXW8	0.268375
RHOF	-1.720125
PTPLAD1	2.463
MYO3B	-2.064
DERA	-1.55475
TPP2	-0.13575
C19orf53	-0.3505
GINS3	-2.035875
ST6GALNAC5	-0.7395
CHSY1	-1.067
MGC15705	0.7955
GPR83	0.2202
EXT2	0.509875
DOLK	-0.173
TUBAL3	-1.59425
ACVRL1	1.552
ABL2	-0.821833333333333
C14orf156	-0.669833333333333
PTPRZ1	-4.517
DIP2C	1.6095
LAMP1	3.16175
RXRA	0.2465
MAP3K5	0.063
ALKBH1	-0.00799999999999999
PDLIM7	-0.497125
ARL14	-2.0175
SNIP1	-0.172
TIMP3	2.51716666666667
RGS3	-0.011
SPAG16	0.4181
ABHD4	0.38725
ARHGEF12	0.736909090909091
GLUD2	-0.3265
RAC2	-0.5164
UAP1L1	-0.5685
SLC18A3	1.0885
YOD1	-1.73716666666667
RALY	-0.733
HMOX2	0.239375
DGKH	-0.767
DBNDD2	1.2595
YIPF4	0.68975
THAP10	1.4795
ZNF513	0.639
HAGHL	-0.0685
ITGB4	0.294833333333333
CCDC141	-1.408
YTHDF3	0.827
C5orf28	-0.45975
RPL7L1	-0.504375
TMEM30B	1.40242857142857
ANKRD35	0.317
DUOXA2	-0.25225
TBC1D5	0.278
DFNB59	-0.5545
HRH4	-0.07775
MYO6	3.0484
DNAJA4	3.961375
RBM24	-2.39475
CEACAM20	-1.42025
RBM23	-0.00250000000000003
NGFB	0.243
C1orf63	-0.3698
KRTAP7-1	-0.2145
PERLD1	1.10525
NPB	-0.1225
C17orf59	-0.1441
HSPBAP1	-0.77175
SLC15A4	0.175
PRTFDC1	-1.64975
OSMR	-1.07085714285714
CYSLTR2	0.379
C19orf25	0.5392
KIAA1797	-0.208
NLRP6	0.018
FAM105B	-0.4906
SCRN2	0.347333333333333
LRRC58	0.6577
RNF17	0.488285714285714
NEIL3	-3.8685
FAM137A	-1.1385
SKP2	-3.8375
PARVA	1.10933333333333
PKLR	-2.1415
RNF34	0.252375
A3GALT2	0.11
C12orf50	0.4532
SUNC1	-1.80225
FAM102B	0.7255
CCT2	-0.50475
LRRC37A2	0.0185
ARF4	0.603
SIKE	0.068875
C8orf48	0.9605
MBTPS1	0.678857142857143
GPSN2	0.1495
NCF2	1.101
SLC12A6	-0.937666666666667
MRPL48	-0.251
HMGN3	-1.66483333333333
LRRC62	0.65425
PAX9	1.8565
FAM55A	0.1355
C20orf42	-0.725666666666667
SCML2	-1.58783333333333
BCL9	-0.2015
FAM40A	0.063
C9orf41	-1.58133333333333
ZNF774	1.04
LETM1	-0.74225
PLXNB1	0.586666666666667
NIPSNAP1	0.2945
USP10	0.03375
F9	0.26875
LIPE	2.70425
CNGB3	0.088
C12orf52	-0.223
PI4K2A	0.169875
MED8	-0.582
STAT4	-0.1045
FGD4	0.970833333333333
RNF145	-1.56666666666667
WDR32	1.9347
CLDN2	0.193
TCEAL8	-0.448
ZMYND8	-1.0175
PDXK	-0.282375
GATAD2A	-0.38775
PTGES3	-0.4265
CCM2	-0.2575
TAP1	0.327375
ZNF670	0.004
ETS2	-0.551642857142857
C6orf166	-0.109666666666667
PRMT2	0.260571428571429
OR4B1	0.2925
INTS8	0.2855
CCDC102A	-0.4215
CCDC83	-1.559
ITGA1	0.912
EPHA5	-1.746
FAM24B	-1.1615
TSGA10	4.7175
HAL	-2.29416666666667
MYOT	-0.8375
SPACA3	-0.2805
BCL2L2	0.086
CUGBP2	-0.6225
CCNB3	0.66725
RNF113B	-0.256
MERTK	-1.3645
BAG1	1.2655
VPS36	0.1915
ORMDL3	0.3073
C1orf190	-1.47625
ZNF625	-0.181
CORO2B	-2.247
ALOX15	-0.7895
CST1	0.284
NUPR1	1.77983333333333
CCL7	-0.34
SMCR5	-2.503
DSC2	1.566
RBMS2	-0.477
GRIK4	0.0985
TRIM65	-1.2775
TMPRSS6	1.434
TP53INP2	-0.34675
GLB1L	0.234333333333333
LOC388284	-0.515333333333333
PUS1	-0.693642857142857
BCL9L	0.716
OLFM1	0.41825
RET	4.3355
MASTL	-3.05016666666667
ALX3	-0.195
IL1RL1	-0.7215
ZNF765	0.2845
C14orf138	-0.77575
SNX10	-0.173833333333333
TAC4	0.13
C1orf64	2.835
POGK	0.19675
MAPK9	-0.37125
ZNF366	2.9845
C8orf79	1.5622
CLDN7	1.81775
OR5AT1	0.1545
TRIM37	-0.193
LRRC25	1.44075
GRHL2	2.2919
TEKT3	1.24875
LASS5	0.406
ABCC4	-2.33258333333333
DLG3	1.1335
VGLL1	0.456875
ZFP36L2	0.304666666666667
MFRP	0.0128333333333333
KIAA1799	0.355
FLJ44379	-0.051
PCNX	0.46075
ANXA9	1.475
CYP4V2	0.3493
PIK3C2A	1.356
SRR	0.894
NOL3	-0.564
IFITM2	-0.099
ARNTL2	-2.1965
ZNF595	0.80075
NLRP13	1.3435
ASPH	-0.12
CPA2	0.221
PVRIG	-2.01333333333333
LEPR	0.1975
C16orf42	-0.111166666666667
SH3BGRL	0.13275
FAM77D	-0.509
FNDC7	-0.1885
C9orf6	-1.06683333333333
NOTCH2NL	0.214833333333333
PGBD1	-0.476833333333333
SYNGR2	0.239
PITPNA	-0.1635
PRPF4B	-0.4893
SLC43A3	-2.57185714285714
NRBP1	0.275
SLC25A22	0.27575
ILK	0.011125
SLC22A8	0.524333333333333
MRPS7	-1.099625
PITX2	-2.197
FABP3	0.77825
OR1L1	-1.251
LOC728215	0.12
BLID	-2.139
KIAA1217	2.202
TFPT	-0.6005
AP4B1	-0.76325
VBP1	-1.0575
OR1K1	0.4715
MORC3	0.4915
BHMT2	0.987333333333333
C3orf10	0.8345
FZD7	0.2735
WFDC10A	-0.9345
PMS2CL	0.07775
CCDC32	-0.447833333333333
FA2H	1.56475
ALG13	-0.6265
TTLL7	-1.2476
SPOCK3	-0.12575
SLC13A2	0.6425
AIM1	0.0475
GPRC6A	0.00649999999999998
EGR2	3.09625
MED11	-0.211
WWC1	2.51175
SH3GL3	-2.77475
RIF1	0.273285714285714
PRLH	-0.2605
VLDLR	-2.707
DBT	0.8055625
C21orf63	0.5805
CGGBP1	0.00524999999999999
KRTAP12-2	0.9185
TADA3L	0.054625
ZBTB16	2.14325
PDGFB	3.099625
RFX1	0.187
UQCRB	0.8222
LOC133874	-0.428
HPS3	-3.127
LGALS3BP	-0.044
DKFZP564O0823	2.7615
MRFAP1L1	0.61675
HOXA10	-0.672166666666667
NGB	-0.237
KIF21A	0.859538461538462
IFLTD1	-0.256
LZTS1	-0.876125
ARHGEF3	0.62
RHBDL3	-2.5685
CSNK1G2	-0.0133333333333333
ChGn	-1.527625
KIAA1244	3.0625
GABRB2	-0.2475
MGC72080	0.8195
CD27	1.6815
EGLN1	-1.4668
PEX13	0.0345
RWDD3	-0.32175
RNF12	-0.640333333333333
GRIN2B	0.715
ADAMTS14	-0.368125
DYDC2	-0.0361666666666667
ATP6AP1	1.1249
NR1H2	-0.0698333333333333
PDK2	0.0975
C3orf17	-0.1785
SLC38A2	-1.56992857142857
SLC25A29	0.953333333333333
C15orf29	0.22625
ADAM9	2.714
TMUB2	0.23875
GPR176	-0.8315
AGK	0.198875
MCCD1	0.12075
NDUFA4	0.2425
TMEM146	-0.345
DUSP1	0.4135
UNQ6975	0.0635
EMX2OS	3.10775
INSM2	-0.39575
LUZP4	-0.14225
SETD6	0.97
P2RY2	2.1635
SLC45A2	-1.9075
RABGAP1	0.123166666666667
UBXD5	0.13575
GPRC5A	-0.0903
PAK3	2.23716666666667
LOC63920	-0.7025
TGFBR1	-0.1036
KRTAP6-3	-0.1225
SFMBT2	0.3025
CDC42	0.44825
C11orf35	0.874
TTLL2	0.818666666666667
UACA	1.94033333333333
CD97	-1.4418
SETD5	0.012625
NINJ2	-0.69375
PTER	1.09566666666667
POMGNT1	1.15225
KRTAP4-2	0.8225
ECGF1	1.27525
HRB	0.274272727272727
ATP1B2	-0.1306
LOC400506	-0.48075
COL4A3BP	0.83825
C6orf97	2.13025
GRHPR	-0.071625
TAS2R1	null
SEMA7A	-0.4245
EDF1	-0.6265
ODF2L	1.4695
PCID2	-0.317666666666667
GTF2H4	-0.495666666666667
ZCCHC3	-0.327
CGB2	-0.596833333333333
NEUROD1	0.27
C20orf75	-0.0595
RP5-1054A22.3	0.943833333333333
IFNA5	-0.3145
ZNF134	0.677333333333333
MGC119295	-0.2617
ZSWIM6	0.3075
SMEK1	0.0315
PCGF2	-0.079125
C1orf102	2.012
CYP2A13	0.4825
KCNH6	-0.3435
MDM1	-0.0845
ALDH7A1	0.696166666666667
C9orf75	-0.21275
VDAC3	-1.23975
OR51T1	-0.479
EIF3F	-0.616916666666667
KCNJ10	-0.553375
LENG8	0.29775
EDEM2	-0.757833333333333
CCNJL	-1.92333333333333
DHX37	-1.1315
CRYGN	0.3145
AATF	-0.821125
ZNF630	2.105875
E2F5	0.966
WFDC13	-0.478
FTSJ3	-0.876333333333333
C4orf33	-0.98975
LHFPL4	-3.4475
C19orf56	0.238833333333333
SMAD4	0.161
AFM	-0.4122
G0S2	1.142
FCHSD2	-0.1276
RRP1B	-1.2966
EEF1B2	-1.2305
STAT6	0.0808333333333333
ZNF195	-0.18375
GNL1	-1.42666666666667
ZNRF2	1.60933333333333
PER3	1.343375
ASB16	-0.093
C10orf10	1.67564285714286
ADCY8	-3.56683333333333
C9orf58	1.3675
ARMC10	0.534666666666667
PSG1	-1.046
DHX34	-0.19625
VARS2	-0.104
NFIC	1.61475
ITPR2	0.807
AGXT2	0.385166666666667
OR6K3	-0.0115
H2AFZ	-1.89558333333333
MLLT3	-0.28775
COX4I2	1.642
CCNT2	0.55425
PLK4	-3.06375
NUMBL	-0.327166666666667
MED16	-0.04375
PLEKHQ1	0.56575
GOSR1	0.874055555555556
BTG4	-0.14125
RPL30	0.732166666666667
IGSF5	0.297
IGFL2	0.927333333333333
ELMOD2	1.12633333333333
SHC3	-2.08183333333333
HAVCR1	-0.5235
DYNC2H1	0.061125
RNF5	-0.342833333333333
C2orf7	-0.856
NLF1	0.238
KLHL25	2.0345
LRP10	0.2941
KRI1	-0.4075
PUS7L	-0.0936666666666667
MGMT	0.93
HOXD1	-0.818
CSH1	0.0197
ATG16L2	-0.16675
FLJ44635	0.8775
CHODL	0.25075
EXOSC8	-2.068
SLC28A1	0.18775
MYO7B	-0.916333333333333
SEH1L	-0.6653
MTNR1A	0.266333333333333
TSPAN5	0.6555
CDC45L	-4.3355
AMIGO1	1.723
ATAD3A	-1.15175
OSGIN2	0.335333333333333
PDIK1L	1.23866666666667
DARC	2.994
PIPSL	0.034
SHMT1	0.29
CRISP3	-0.161
POPDC2	2.18266666666667
ZRANB2	-0.315
FBXL8	-0.141
TRIP13	-3.402
EIF5AL1	-0.757
POU5F1P3	-5.32966666666667
IL6	-2.67766666666667
CXorf38	0.304
IFNA16	-0.04
FBXL2	1.5975
BRD1	1.10925
STATH	0.07275
FBXO44	1.151
MCCC2	-0.42075
CDC2	-2.8554
C5orf23	-0.172
IVD	0.130666666666667
C10orf122	-1.27175
MSL3L1	-0.5892
MVP	0.22525
EPOR	-0.6561
ZMYM1	-0.147333333333333
BCL7C	-0.0853333333333333
PSTPIP2	0.3746
LYPD1	-2.22075
OR8G5	-0.054
ZP3	0.419333333333333
BCAS4	1.76233333333333
EDG6	0.0255
ISY1	0.08875
PRAMEF2	-0.70975
CUL1	0.53925
RNF213	0.2659
CCRK	0.50075
DHX9	-0.58475
C13orf29	0.73325
NCKAP1	0.612666666666667
MRPL43	0.463285714285714
XPR1	-0.13825
PKN2	0.9913
PODNL1	0.6885
ZNF333	-0.255428571428571
DALRD3	0.85025
OPN1SW	0.046
BTBD6	0.5625
C11orf82	-3.0215
OR5P3	-0.0495
DUSP11	0.291
L1CAM	-0.0931
NEK11	2.11983333333333
OR7E91P	1.3275
CNTN3	1.5766
CREB3L2	-0.305
ZBTB37	0.427
KIAA1324L	1.613
NDUFB10	-0.645833333333333
NUDT2	0.035
GTPBP8	-0.18575
CACNA1D	1.501625
PRKAA2	-0.168333333333333
PRDM8	-0.0025
MGC16075	-0.911166666666667
KRT14	-1.28185714285714
PP8961	0.17125
MRPL18	0.06575
ABCG2	-2.3405
PACRG	3.36675
BBS2	0.89325
KREMEN2	-5.281
FBXO21	0.96775
HNRPUL1	0.215833333333333
GRB10	-0.10375
CLSTN1	0.999375
LMAN2	-0.1842
C17orf61	-0.977
NIPSNAP3A	0.64
INSIG2	-1.38216666666667
PCDHB7	-0.267833333333333
STXBP2	0.99625
CMAH	0.678454545454545
SEMA5B	-1.1305
ZNF155	0.2335
COQ6	0.752666666666667
PRPF4	-0.855
TSPAN15	3.0124
VN1R5	-0.14575
LATS2	0.851
SELK	0.49175
PGK2	0.25975
MS4A1	-1.482125
TYW3	0.0242
KRTAP5-1	0.1405
RCCD1	-0.418
BTN1A1	0.31775
DDX28	-0.15325
TMEM65	1.410125
LOC92345	0.611
TTC31	0.30725
WDR46	-1.19116666666667
CHP2	-0.764
LSP1	-0.4555
ZNF542	0.602
EXOSC1	-0.062
ARHGAP18	-0.549666666666667
LRRTM4	-0.949875
MAOB	0.593583333333333
CACNB4	1.23225
MGC33846	-0.189
RANBP3L	1.75925
ATP5L	0.655625
ONECUT1	-3.3965
NUDT9	0.56475
TMEM149	-0.805
STX17	-0.464
IGSF10	-4.057
TMPRSS9	0.2135
BMPR2	1.5765
ALLC	-0.0305000000000001
KLF7	0.672375
GCC1	1.186
TIMM9	-0.368
CDO1	0.288833333333333
MGC10701	-0.685666666666667
IFI6	0.694166666666666
FRMD8	0.40125
MGAT2	-0.94725
WBP5	-1.4635
CNIH2	-0.30275
KIAA0907	-1.2625
KCNH8	-1.299
CTSG	-2.389
GRIK1	-0.871833333333333
CUL5	0.735375
FRMD1	0.1515
OR9A4	0.604
SYT6	-2.23175
FOXD4L2	0.365
ANAPC2	-0.2845
OPN5	0.237
TAF13	-0.20625
LYG2	-0.47275
GGNBP1	-0.4735
C11orf40	-0.2905
OTX2	-1.112
REG4	-0.0741666666666666
EIF5	-0.0526875
PALB2	-0.761
SEPSECS	0.0167
RNASE3	-0.6385
TRIM49	-1.4745
POLR2K	1.0496
GPR42	0.266
C8B	-3.588
SASS6	-2.326
PREB	-0.139833333333333
OR3A3	0.0935
TUBA8	0.867375
IGLV2-14	-2.76025
STIL	-2.5975
ANKFN1	-1.606
NME7	-0.637
HOXC12	2.83075
UBE2C	-3.1745
FHOD1	-0.82825
CDK2AP1	0.632916666666667
OR6K2	0.18025
DHPS	0.20175
RPL5	-0.463583333333333
TRGV5	0.0615
LOC541472	-0.645571428571429
HCCS	-0.7864
DENND1B	1.2465
LHX3	0.1555
OR5D16	0.549
CXorf57	-2.8285
IRF2BP1	0.64125
NDST2	0.7145
LCE3D	-0.0175
BOLL	0.4675
SYT3	-1.10925
PIH1D2	-1.18525
C20orf7	-0.638666666666667
IL1R2	-0.944666666666667
SLAMF9	0.44
PPME1	-0.572
PIK3CA	0.29975
TRAPPC1	0.00325
COLEC10	-0.19325
SLC9A6	-2.16216666666667
PDDC1	-0.000999999999999992
CCDC53	0.30375
GK3P	-0.592
DAZL	-0.975
BRI3	-0.03725
SDK1	0.804375
CYP2C18	0.07325
IFI44L	1.178625
RPL3L	-0.4685
FUT9	-1.135
KIFC2	1.223
PMP2	-0.165
SLC4A9	0.232
PLAG1	-0.332833333333333
MYCBP2	0.454833333333333
OR4E2	0.351
CCDC65	0.1465
C16orf82	0.400857142857143
ENTPD4	-0.28
BRP44L	0.100625
PMP22CD	0.192
TMCO4	1.33866666666667
KCNN1	-1.0145
WDR35	0.062
CCDC80	2.11675
C3orf31	-1.37975
SLC7A9	-0.93825
TMEM190	-1.94425
DBC1	-0.924833333333333
FADS3	0.0745
PDZD8	0.450666666666667
GRM5	-0.25
AZGP1	3.5304
PEX3	0.789
MED1	-0.752857142857143
ATG4C	-1.0855
HNRPH3	-1.328625
FAM109B	1.504
C4orf17	0.0645
CA10	0.9055
OPRD1	-0.3635
CCL16	-1.75075
SACM1L	0.57325
CST6	4.4875
CD63	0.3058125
LGI1	2.455
ZNF784	0.11225
CRYBB1	-1.0525
CX3CL1	-0.30205
TOP2A	-3.791125
GYPB	-3.9305
GADD45GIP1	-0.956
FEN1	-2.603875
IGF1R	4.39975
WDR72	-1.52266666666667
PURG	-0.702833333333333
DEFB126	-0.43175
PKD1L1	0.197666666666667
CAV1	-2.0745
GNPDA2	-0.0042
DGAT2	0.830125
NLGN1	-4.30275
STRBP	0.372
HPRT1	-1.2925
FANCI	-2.422625
PSMA7	1.13075
DBF4B	-1.20883333333333
TTF1	-0.80625
RAD54L	-3.154
ELOF1	0.029
PLAGL2	-1.754125
ZNF256	0.03125
HMGCL	0.66375
MSI2	-2.20433333333333
RPESP	-3.21016666666667
C11orf60	0.49075
ABCD1	0.566
ACAA1	0.5507
SPARCL1	4.69671428571429
IL6ST	0.7595
ZNF319	0.3325
TMEM109	-0.2486
FAM90A1	-1.42933333333333
IL22RA1	-1.9025
ATP4B	1.2415
TEC	-0.453166666666667
C7orf30	-0.513
TXNDC2	-0.7605
ABCB4	-0.27125
KIAA1191	1.038625
C9orf38	-0.211
SFTPB	0.500571428571429
CNTNAP2	-0.0678333333333333
FRK	2.065
TBX19	-0.24475
CHD4	0.24375
C6orf26	-2.9335
MOSC2	1.11275
IKBKE	-0.001
HIF1A	-1.78266666666667
LOC595101	-0.935
RELA	0.323833333333333
TMEM16B	-0.295666666666667
ABHD12B	-2.853
TSEN34	0.50975
KIF18A	-3.67825
TXNDC9	-0.693166666666667
SPATA2L	-0.002
SEMA4G	0.242
C21orf91	-0.377875
MATN1	-0.412
KCNIP4	-0.178666666666667
TUSC1	1.635375
OR4C15	0.6255
ARMCX6	-0.5235
WBSCR27	0.889666666666667
OR52I2	-0.2655
KIAA1604	-0.09025
DYNC1I1	0.2545
PPP4C	-0.07775
SLC47A2	-1.87683333333333
TREH	0.02625
CD48	0.2155
ST14	1.71283333333333
PKN1	0.598
SPON2	2.63475
XBP1	3.12708333333333
SFRS12	-0.725166666666667
EFCAB6	2.394
SELT	0.20175
SLC39A2	2.3835
ERF	-0.960666666666667
ARL3	0.919875
SURF6	-1.1707
MLLT10	0.0414761904761905
FLJ11171	0.256666666666667
TDGF1	-5.0705
ERCC6	0.07075
EIF2AK4	0.294125
BAZ1A	-0.307
LRRN3	-0.108
TMC3	0.669
EFTUD1	0.71225
PTPRO	-0.0341666666666665
CLEC12A	0.082125
ACBD4	0.493625
ZDHHC14	0.617875
OTUD7B	0.2975
ACTB	0.4954375
MSRA	-0.622
LCE5A	0.6165
IFI35	-0.6365
BSCL2	0.672
ANKRD12	0.73775
CFHR2	0.26425
RGAG1	-0.752
HSFY1	0.309
SLC30A5	0.0155833333333333
IMPG1	0.446
GPR109A	0.236
ZNF185	1.79075
IYD	2.82575
NPCDR1	0.748
SERPINA13	0.208
HMGCLL1	-2.166
NEUROG1	0.268333333333333
UBQLN1	-0.5463125
LIN37	0.8475
SOCS2	-1.142625
DSCR4	-1.77642857142857
XKR6	0.44325
GPR142	0.905
KRTAP13-3	1.093
CCDC15	-0.14
MOS	0.0495
CD1E	-2.459
OFCC1	-0.0386
FAM83D	-3.91025
SRFBP1	0.008
C9orf96	-0.1865
DHDH	-2.08875
CCDC90A	-0.259
RABL3	1.2983
CD320	-0.6405
ANGEL2	-0.188416666666667
MRPL21	-0.9325
SMG6	0.4485
INSR	1.6985625
FLJ14816	-0.767
GLRB	0.814833333333333
C9orf89	-0.253
CIZ1	-0.842625
URG4	0.3605
LRDD	-1.29166666666667
CBY1	0.515166666666667
NFX1	0.2525
MTERFD2	0.422714285714286
C19orf23	0.3075
PGC	-3.208375
IER3IP1	0.4235
RASAL2	0.940333333333333
C1orf89	1.10575
SYNJ1	-0.693375
NFKBIE	-0.27425
FLJ40125	-2.4015
TCEB2	-0.3902
NOG	-2.7885
POLR2J2	-0.545
HLA-B	0.64975
PCDHA1	0.5545
PPP2R2B	-2.17975
ARHGEF17	0.859833333333333
TCF7L2	0.294071428571429
CHD5	-1.0228
ZNF431	-0.187375
TBC1D25	-0.238
ZNF800	2.02175
SCUBE2	1.47109090909091
MYCBP	-0.132666666666667
GPX5	0.315
C6orf129	-0.7665
QSER1	-0.930833333333333
ULK2	3.0925
PIGO	0.657833333333333
NRCAM	1.01907142857143
SLC35E3	0.70575
CSRP2	-0.978
HYPE	0.663
MAPK15	0.525166666666667
MGC14327	-0.60425
TIMM13	-0.367333333333333
ZNF462	-2.40875
GBA3	-0.4175
TEX13A	-0.1695
MCM6	-1.51044444444444
MTRF1	-1.056625
ABCA7	-0.528
EIF4A2	0.41875
ZC3H10	0.283
RPGR	0.1275
C20orf94	1.78675
RP1L1	0.12775
GPR125	0.214
USP22	-0.0672857142857143
OR1L4	-0.30325
MLZE	0.07825
FLJ32065	0.17375
PTCD1	0.07125
CRTAC1	0.962333333333333
BXDC2	-1.28325
C18orf1	0.919666666666667
FAM107A	0.853285714285714
EFNA3	-0.685
P18SRP	0.3881
CAMKK2	0.774
KIAA0649	-0.3625
NES	-1.49583333333333
HS6ST3	2.8715
PON2	-0.74
TCP11L2	-0.37325
CLEC4A	1.125
PRR12	0.7565
MLXIPL	-1.7035
C2orf50	1.0575
ZNF28	1.1265
ENC1	0.906
MAP2K1	1.621
FKSG2	0.88975
KIAA0430	0.6385
PTP4A1	-1.30883333333333
GPR156	-0.05
GTF3C6	-0.30125
UBR2	0.2816
LOC388272	-1.008
MAK	0.128333333333333
ACOT4	2.56675
STC2	-1.41908333333333
PIGW	-2.06475
SAE1	-0.63275
COL6A1	0.668545454545454
OAZ1	0.503166666666667
STMN4	0.686833333333333
EDG3	0.702333333333333
SGCE	-1.98733333333333
IL11	-2.318
PRSS8	2.458125
YIPF5	0.706416666666667
WNT4	3.658125
CSN2	-0.337833333333333
TCF7	-2.651125
TDO2	1.81
SAMD9	-1.079125
S100A7A	-0.328
MMRN1	1.35233333333333
GKAP1	-0.57875
AKR1C3	-1.7435
RNF19A	0.64875
GMDS	-0.3045
YKT6	-0.034875
SPARC	1.6318
C12orf31	-0.57
UBE2V2	0.853
FBXL18	0.622
