Hybridization REF	TCGA-AO-A0JC-01A-11R-A056-07
CRB1	-1.36983333333333
CTTN	-1.073
UTP15	-0.535
HSBP1	-1.14266666666667
PHF11	2.6885
NDEL1	-0.044
USP8	0.29725
BAIAP2	-0.523875
SI	1.95183333333333
ARSJ	-1.64083333333333
BAAT	-2.70675
KCNS3	0.264833333333333
LOC126147	-0.0986666666666667
TMEM37	0.879
C1orf162	4.47566666666667
MBD1	0.00300000000000001
ITGAL	3.61733333333333
WDR73	-0.104
GKN2	0.0913333333333333
ARFGAP1	-0.786125
SLC5A8	4.6155
ZBTB40	0.7316
CYP4B1	1.28
LYPLAL1	0.145
CHST3	-1.8215
MAP3K9	0.1615
BTAF1	0.133833333333333
TFAP2E	0.7005
RBM35B	-0.429
LOC441251	-0.3005
ANKRD25	-0.824222222222222
UQCRC2	-0.356
MAEA	0.410833333333333
HYAL1	-2.7018
RNPEPL1	0.906
CPSF2	-0.616625
PSD3	-0.2132
ABCA13	-0.492857142857143
AGR2	2.268
GBX1	-1.3875
HDLBP	0.649642857142857
ACY3	0.708
HECW1	-0.7185
ZNF519	-1.2635
HOPX	3.438375
ZNF304	0.512
OR12D3	-0.235
FKSG43	0.23525
METTL1	-0.8575
MFSD3	-0.6953
PSPH	-0.565
CLCA3	0.31
DARS2	-1.5925
CDC25A	-2.3955
BAIAP2L1	-2.60425
B3GNT5	-0.858375
USP29	0.08425
ARHGEF10L	1.1571
ATOX1	0.381875
ADAM30	0.3565
DNASE1	-0.14675
STT3A	-0.552416666666667
RAB6IP1	0.22775
PTN	-0.1108
C1orf106	-1.84253846153846
HECA	2.6955
RNF122	1.206
SLC22A18AS	-0.182666666666667
GNG8	1.7395
ELP4	-0.348
FAM65A	0.529833333333333
RPL10A	0.0563333333333333
IRS4	-0.0215
MACF1	1.4331
SEC24D	-0.1615
LOC374395	-0.181
TGFB2	-2.00185714285714
MDFIC	1.576375
CHRNE	0.757333333333333
PCMTD2	0.132666666666667
ATP6V0D1	-0.348833333333333
MTA2	0.90225
LZTR1	-0.403666666666667
RAP1A	1.05533333333333
AXIN1	-0.287625
POLR1C	-0.951
TRIO	-0.375583333333333
PLXNA4A	0.235916666666667
C5orf33	-1.605
DEPDC1B	-2.57475
ZNF473	-1.02916666666667
MTM1	1.191125
GPR107	-0.324666666666667
CSNK1A1L	0.109833333333333
FLJ14154	-0.06625
NLRC4	4.4985
ENPP4	1.49916666666667
PADI3	-0.3265
RNF170	-0.717625
CG018	2.30833333333333
C16orf7	0.14875
KCNE1	-0.0867499999999999
NRM	-0.749166666666667
SLC37A3	-0.633
TPD52L2	-1.83933333333333
UNC5B	-1.17425
C12orf12	0.581333333333333
SDHB	-1.044
CLRN1	0.275875
NUDT10	-2.43883333333333
UGT3A1	0.22825
FBXW8	-0.5175
RHOF	1.173625
PTPLAD1	-0.887125
MYO3B	-1.231
DERA	-1.155
TPP2	0.075
C19orf53	0.423833333333333
GINS3	-1.84475
ST6GALNAC5	-1.137
CHSY1	-0.31275
MGC15705	0.3355
GPR83	0.569333333333333
EXT2	-0.41175
DOLK	-0.0575
TUBAL3	-1.65625
ACVRL1	2.5289
ABL2	-0.653666666666667
C14orf156	-1.1205
PTPRZ1	-4.019875
DIP2C	-0.263375
LAMP1	0.33475
RXRA	-0.3554
MAP3K5	2.2135
ALKBH1	-0.0233333333333333
PDLIM7	-0.754875
ARL14	-1.7155
SNIP1	-0.599
TIMP3	0.10575
RGS3	0.242666666666667
SPAG16	0.0223
ABHD4	-0.54025
ARHGEF12	0.335416666666667
GLUD2	-1.3715
RAC2	2.9037
UAP1L1	-0.84
SLC18A3	0.532
YOD1	-1.63658333333333
RALY	-0.247
HMOX2	0.457625
DGKH	0.00450000000000001
DBNDD2	1.29666666666667
YIPF4	-0.41375
THAP10	-2.18325
ZNF513	0.8545
HAGHL	-0.464333333333333
ITGB4	0.0183333333333333
CCDC141	2.2495
YTHDF3	-0.57225
C5orf28	0.13
RPL7L1	-0.88075
TMEM30B	0.110071428571429
ANKRD35	1.211
DUOXA2	-0.082
TBC1D5	0.43125
DFNB59	-0.025
HRH4	0.6745
MYO6	1.0281
DNAJA4	0.13225
RBM24	1.198375
CEACAM20	-1.4585
RBM23	-0.441
NGFB	0.1445
C1orf63	0.463
KRTAP7-1	-0.29
PERLD1	1.5825
NPB	0.4575
C17orf59	1.2504
HSPBAP1	0.944
SLC15A4	0.834
PRTFDC1	-0.97
OSMR	-0.915357142857143
CYSLTR2	-0.02
C19orf25	0.4812
KIAA1797	-0.0395
NLRP6	1.416
FAM105B	0.3938
SCRN2	0.0385
LRRC58	-0.8032
RNF17	0.476375
NEIL3	-2.8375
FAM137A	-1.50025
SKP2	-2.27
PARVA	-0.316333333333333
PKLR	-1.008
RNF34	-0.013875
A3GALT2	0.22975
C12orf50	0.204666666666667
SUNC1	-0.4345
FAM102B	-0.267666666666667
CCT2	-1.58925
LRRC37A2	0.428
ARF4	-0.836
SIKE	-0.51225
C8orf48	-0.656833333333333
MBTPS1	-0.223571428571429
GPSN2	-0.032
NCF2	3.725
SLC12A6	1.136
MRPL48	-0.58325
HMGN3	0.0543333333333333
LRRC62	-1.04825
PAX9	-0.481
FAM55A	0.7705
C20orf42	-3.61916666666667
SCML2	-1.73616666666667
BCL9	0.7
FAM40A	0.32675
C9orf41	-1.406
ZNF774	-1.665
LETM1	-1.6055
PLXNB1	-0.485833333333333
NIPSNAP1	-0.73825
USP10	-0.4005
F9	0.34175
LIPE	2.6595
CNGB3	0.892
C12orf52	-0.63025
PI4K2A	-0.167375
MED8	-0.369
STAT4	4.3575
FGD4	0.085
RNF145	-0.151666666666667
WDR32	-0.1657
CLDN2	0.0463333333333333
TCEAL8	-0.25375
ZMYND8	-0.7087
PDXK	-1.04709375
GATAD2A	0.07625
PTGES3	-1.2555
CCM2	0.9955
TAP1	2.35875
ZNF670	-0.4995
ETS2	0.246428571428571
C6orf166	0.6765
PRMT2	0.198357142857143
OR4B1	0.1495
INTS8	-0.0625
CCDC102A	0.31275
CCDC83	-1.642
ITGA1	-0.3138
EPHA5	-2.5269
FAM24B	-0.365
TSGA10	1.84525
HAL	-1.89333333333333
MYOT	0.51625
SPACA3	0.5985
BCL2L2	-0.744333333333333
CUGBP2	1.865
CCNB3	0.746
RNF113B	0.27125
MERTK	-0.3655
BAG1	-0.13425
VPS36	-0.206
ORMDL3	1.0301
C1orf190	-1.133
ZNF625	0.084
CORO2B	-1.03625
ALOX15	-0.8305
CST1	-0.8195
NUPR1	0.989166666666667
CCL7	-0.6135
SMCR5	-2.169
DSC2	0.4675
RBMS2	0.1255
GRIK4	1.181
TRIM65	-0.5695
TMPRSS6	-0.396857142857143
TP53INP2	-1.25575
GLB1L	-0.623166666666667
LOC388284	0.273166666666667
PUS1	-0.234285714285714
BCL9L	-0.2215
OLFM1	-0.50325
RET	0.667375
MASTL	-2.4635
ALX3	0.0115
IL1RL1	0.092
ZNF765	0.1172
C14orf138	0.13475
SNX10	0.866333333333333
TAC4	0.2415
C1orf64	3.137875
POGK	-0.024125
MAPK9	-0.62075
ZNF366	3.41175
C8orf79	0.3628
CLDN7	0.60925
OR5AT1	0.148
TRIM37	-2.57875
LRRC25	3.1835
GRHL2	0.7138
TEKT3	-0.01525
LASS5	-0.1955
ABCC4	-0.939916666666667
DLG3	-0.325375
VGLL1	-0.073125
ZFP36L2	3.32616666666667
MFRP	-0.203833333333333
KIAA1799	0.000750000000000001
FLJ44379	0.4155
PCNX	1.1155
ANXA9	1.1825
CYP4V2	0.9456
PIK3C2A	-0.4805
SRR	-0.228
NOL3	-2.481
IFITM2	0.661
ARNTL2	-1.37
ZNF595	-0.127
NLRP13	0.838
ASPH	-1.424625
CPA2	0.779
PVRIG	3.0455
LEPR	0.430333333333333
C16orf42	-0.0903333333333333
SH3BGRL	2.07675
FAM77D	-1.5985
FNDC7	0.2685
C9orf6	-0.768166666666667
NOTCH2NL	0.87
PGBD1	-1.3145
SYNGR2	0.514166666666667
PITPNA	-0.39575
PRPF4B	-0.1594
SLC43A3	-1.635
NRBP1	-0.08125
SLC25A22	0.26625
ILK	0.002125
SLC22A8	0.458666666666667
MRPS7	-0.96
PITX2	-3.57375
FABP3	-1.172125
OR1L1	0.3
LOC728215	-0.533
BLID	-1.9195
KIAA1217	1.15894117647059
TFPT	-0.04075
AP4B1	0.46425
VBP1	-2.03925
OR1K1	0.267
MORC3	1.14175
BHMT2	-0.702666666666667
C3orf10	0.287625
FZD7	-0.273833333333333
WFDC10A	-0.2325
PMS2CL	-0.382875
CCDC32	1.39266666666667
FA2H	-3.64325
ALG13	-0.33
TTLL7	-1.4002
SPOCK3	0.0575
SLC13A2	0.285
AIM1	1.733
GPRC6A	0.452
EGR2	4.3205
MED11	0.8445
WWC1	0.946
SH3GL3	-4.0495
RIF1	-0.111285714285714
PRLH	-0.2245
VLDLR	-4.178
DBT	-0.2626875
C21orf63	0.7475
CGGBP1	0.408375
KRTAP12-2	-0.0465
TADA3L	0.318375
ZBTB16	2.33375
PDGFB	0.92625
RFX1	0.53925
UQCRB	-0.1108
LOC133874	0.081
HPS3	-1.95825
LGALS3BP	-0.1166
DKFZP564O0823	3.22164285714286
MRFAP1L1	0.338
HOXA10	-1.24316666666667
NGB	-0.5035
KIF21A	0.0743076923076923
IFLTD1	-0.5235
LZTS1	-1.566
ARHGEF3	2.742
RHBDL3	-2.3125
CSNK1G2	0.738083333333333
ChGn	0.2925
KIAA1244	-0.597833333333333
GABRB2	0.001
MGC72080	-1.264
CD27	4.63925
EGLN1	-1.6165
PEX13	-0.5405
RWDD3	0.57025
RNF12	-0.539
GRIN2B	0.839
ADAMTS14	-0.59875
DYDC2	0.543166666666667
ATP6AP1	-0.333
NR1H2	0.2695
PDK2	0.11675
C3orf17	0.151333333333333
SLC38A2	-0.718642857142857
SLC25A29	-0.341666666666667
C15orf29	-0.2515
ADAM9	-2.393
TMUB2	0.254375
GPR176	-0.97975
AGK	-0.5725
MCCD1	0.305
NDUFA4	-1.00725
TMEM146	-0.05725
DUSP1	2.614125
UNQ6975	1.102
EMX2OS	3.996
INSM2	-0.17325
LUZP4	-0.31175
SETD6	-0.55
P2RY2	0.60975
SLC45A2	-1.5135
RABGAP1	0.844166666666667
UBXD5	0.89875
GPRC5A	-1.2672
PAK3	0.541833333333333
LOC63920	-1.705
TGFBR1	-0.2419
KRTAP6-3	-0.205
SFMBT2	0.0355
CDC42	0.3409375
C11orf35	0.9075
TTLL2	0.17625
UACA	-0.517833333333333
CD97	1.1903
SETD5	0.0125
NINJ2	0.051
PTER	0.259833333333333
POMGNT1	-0.45925
KRTAP4-2	-0.514
ECGF1	2.91175
HRB	0.0269090909090909
ATP1B2	0.0768
LOC400506	-1.37
COL4A3BP	1.65525
C6orf97	0.66975
GRHPR	-0.248375
TAS2R1	-0.3185
SEMA7A	-0.54575
EDF1	0.13325
ODF2L	0.9679
PCID2	-0.281166666666667
GTF2H4	-0.737833333333333
ZCCHC3	-0.35025
CGB2	-0.252166666666667
NEUROD1	0.00766666666666667
C20orf75	-0.4715
RP5-1054A22.3	1.89183333333333
IFNA5	-0.017
ZNF134	0.364083333333333
MGC119295	-0.0977
ZSWIM6	0.3835
SMEK1	1.35983333333333
PCGF2	-0.255875
C1orf102	1.07175
CYP2A13	0.504
KCNH6	-0.7049
MDM1	0.5757
ALDH7A1	-1.30183333333333
C9orf75	-0.74925
VDAC3	-0.9815
OR51T1	-0.169
EIF3F	-0.1135
KCNJ10	0.840875
LENG8	0.6685
EDEM2	0.284333333333333
CCNJL	-1.76433333333333
DHX37	-0.309
CRYGN	-0.615
AATF	-0.412125
ZNF630	0.923875
E2F5	0.041
WFDC13	-2.147
FTSJ3	-0.2275
C4orf33	0.20175
LHFPL4	-2.66275
C19orf56	-0.405083333333333
SMAD4	-0.118375
AFM	-0.3178
G0S2	0.93725
FCHSD2	1.3906
RRP1B	-0.5562
EEF1B2	-0.139
STAT6	2.26066666666667
ZNF195	-0.01375
GNL1	-0.8655
ZNRF2	0.817666666666666
PER3	-1.364875
ASB16	0.24925
C10orf10	2.493
ADCY8	-3.137
C9orf58	-1.54416666666667
ARMC10	-1.17366666666667
PSG1	-0.919
DHX34	0.000999999999999987
VARS2	-0.33325
NFIC	0.34825
ITPR2	0.37075
AGXT2	0.460333333333333
OR6K3	-0.1285
H2AFZ	-1.4815
MLLT3	1.11583333333333
COX4I2	2.25625
CCNT2	-0.0405
PLK4	-2.13375
NUMBL	-0.658166666666667
MED16	0.34525
PLEKHQ1	2.04075
GOSR1	0.600555555555555
BTG4	0.02325
RPL30	0.698666666666667
IGSF5	-1.08525
IGFL2	1.70416666666667
ELMOD2	-0.300833333333333
SHC3	-2.1525
HAVCR1	-0.124
DYNC2H1	-0.400875
RNF5	-0.326333333333333
C2orf7	-0.92925
NLF1	1.6635
KLHL25	0.10875
LRP10	0.285
KRI1	0.501
PUS7L	-0.363333333333333
MGMT	0.4085
HOXD1	-0.748333333333333
CSH1	0.4058
ATG16L2	1.60675
FLJ44635	1.27
CHODL	0.71475
EXOSC8	-1.1375
SLC28A1	0.0385
MYO7B	0.0956666666666667
SEH1L	-0.5843
MTNR1A	0.0915
TSPAN5	0.574666666666667
CDC45L	-3.17833333333333
AMIGO1	-0.059
ATAD3A	-1.407375
OSGIN2	-0.496
PDIK1L	-0.0346666666666667
DARC	4.4595
PIPSL	0.1825
SHMT1	-0.895
CRISP3	0.909
POPDC2	3.67333333333333
ZRANB2	-0.151833333333333
FBXL8	1.4885
TRIP13	-3.16736363636364
EIF5AL1	-0.452
POU5F1P3	-4.794
IL6	1.53733333333333
CXorf38	1.00016666666667
IFNA16	-0.29
FBXL2	0.262
BRD1	0.5995
STATH	0.48425
FBXO44	0.9
MCCC2	-0.70625
CDC2	-2.2794
C5orf23	-1.84075
IVD	-0.636
C10orf122	-0.37925
MSL3L1	1.089
MVP	1.0665
EPOR	-0.3343
ZMYM1	-0.281166666666667
BCL7C	0.259166666666667
PSTPIP2	0.1863
LYPD1	-2.176
OR8G5	-0.1745
ZP3	-1.6875
BCAS4	1.07333333333333
EDG6	4.83875
ISY1	-0.20375
PRAMEF2	-0.995
CUL1	-0.047875
RNF213	1.3191
CCRK	0.38075
DHX9	-0.2655
C13orf29	-1.2875
NCKAP1	-0.476
MRPL43	0.335
XPR1	-0.95475
PKN2	1.0687
PODNL1	-1.184
ZNF333	0.572428571428571
DALRD3	0.04725
OPN1SW	0.5785
BTBD6	0.449
C11orf82	-2.3685
OR5P3	-0.624
DUSP11	0.30325
L1CAM	-1.69577777777778
NEK11	0.628166666666667
OR7E91P	0.838
CNTN3	1.6552
CREB3L2	0.5865
ZBTB37	0.963
KIAA1324L	0.1955
NDUFB10	-0.693833333333333
NUDT2	-0.369
GTPBP8	0.51425
CACNA1D	-0.1245
PRKAA2	-2.19516666666667
PRDM8	0.736
MGC16075	0.664333333333333
KRT14	-0.891285714285714
PP8961	0.766875
MRPL18	-0.4265
ABCG2	-2.80475
PACRG	1.22325
BBS2	0.42275
KREMEN2	-2.7185
FBXO21	-0.14225
HNRPUL1	0.402916666666667
GRB10	-1.4125
CLSTN1	0.835875
LMAN2	-0.4255
C17orf61	-0.424
NIPSNAP3A	-0.214
INSIG2	-1.43616666666667
PCDHB7	-0.455666666666667
STXBP2	0.858875
CMAH	2.07316666666667
SEMA5B	0.03825
ZNF155	0.433166666666667
COQ6	-0.174
PRPF4	-0.63375
TSPAN15	1.4647
VN1R5	0.3255
LATS2	0.75025
SELK	0.621
PGK2	-0.233
MS4A1	6.776625
TYW3	-0.2482
KRTAP5-1	1.56775
RCCD1	-1.47333333333333
BTN1A1	0.4295
DDX28	0.2065
TMEM65	-1.28525
LOC92345	-0.09925
TTC31	0.14875
WDR46	-0.862833333333333
CHP2	-0.520333333333333
LSP1	2.504375
ZNF542	-0.345
EXOSC1	0.09725
ARHGAP18	0.327833333333333
LRRTM4	-1.34085714285714
MAOB	0.836416666666667
CACNB4	-0.29375
MGC33846	0.9865
RANBP3L	-0.088625
ATP5L	0.126
ONECUT1	-2.3595
NUDT9	-0.11475
TMEM149	3.2215
STX17	0.35225
IGSF10	-2.331
TMPRSS9	-0.4685
BMPR2	0.332916666666667
ALLC	-0.598
KLF7	0.648625
GCC1	0.1894
TIMM9	-0.58
CDO1	1.11916666666667
MGC10701	-0.745666666666667
IFI6	0.726666666666667
FRMD8	0.403
MGAT2	0.189
WBP5	-1.59283333333333
CNIH2	-0.37925
KIAA0907	-0.6013
KCNH8	3.92
CTSG	2.271
GRIK1	0.1465
CUL5	0.78475
FRMD1	0.2795
OR9A4	1.281
SYT6	-1.9115
FOXD4L2	1.6925
ANAPC2	-0.0675
OPN5	-0.4735
TAF13	-0.71575
LYG2	-0.43975
GGNBP1	-0.4375
C11orf40	0.224
OTX2	-1.3995
REG4	-0.288833333333333
EIF5	-0.3038125
PALB2	-0.77825
SEPSECS	-0.2906
RNASE3	-0.25075
TRIM49	-1.555
POLR2K	-0.4698
GPR42	0.4935
C8B	-2.73325
SASS6	-0.434
PREB	-0.791333333333333
OR3A3	0.525
TUBA8	1.15825
IGLV2-14	0.3295
STIL	-2.86075
ANKFN1	-1.19816666666667
NME7	-1.41225
HOXC12	-0.8605
UBE2C	-1.810375
FHOD1	-0.5085
CDK2AP1	-0.8955
OR6K2	0.09775
DHPS	-0.207
RPL5	-0.256916666666667
TRGV5	0.79
LOC541472	1.40075
HCCS	-0.9271
DENND1B	1.7265
LHX3	-0.049
OR5D16	0.2535
CXorf57	0.258333333333333
IRF2BP1	0.79025
NDST2	1.1235
LCE3D	-0.451
BOLL	-0.16025
SYT3	-1.097
PIH1D2	-0.14275
C20orf7	-0.956833333333333
IL1R2	2.50716666666667
SLAMF9	-0.7045
PPME1	-0.72875
PIK3CA	0.782
TRAPPC1	0.701
COLEC10	-0.67875
SLC9A6	-0.016
PDDC1	-0.314666666666667
CCDC53	0.54625
GK3P	-0.52875
DAZL	2.06475
BRI3	-0.472
SDK1	-0.077875
CYP2C18	0.0735
IFI44L	4.248125
RPL3L	0.268
FUT9	-2.41483333333333
KIFC2	0.191333333333333
PMP2	-0.064
SLC4A9	-0.507
PLAG1	0.324833333333333
MYCBP2	2.26816666666667
OR4E2	0.1945
CCDC65	2.144
C16orf82	-0.157285714285714
ENTPD4	0.51925
BRP44L	0.065125
PMP22CD	0.229
TMCO4	0.699
KCNN1	-0.732833333333333
WDR35	-0.6035
CCDC80	2.638375
C3orf31	-0.55425
SLC7A9	-0.971
TMEM190	-2.11075
DBC1	0.156166666666667
FADS3	-0.1235
PDZD8	-0.691
GRM5	0.301625
AZGP1	2.3452
PEX3	0.268
MED1	0.353785714285714
ATG4C	0.204666666666667
HNRPH3	-0.669625
FAM109B	1.05075
C4orf17	-0.455
CA10	1.64575
OPRD1	-0.3045
CCL16	-1.378
SACM1L	-0.1985
CST6	2.19
CD63	0.3314375
LGI1	-0.3915
ZNF784	0.9185
CRYBB1	-1.605
CX3CL1	1.05555
TOP2A	-2.429625
GYPB	-3.40366666666667
GADD45GIP1	-0.228
FEN1	-1.9435
IGF1R	-0.8475625
WDR72	-2.05466666666667
PURG	-1.228
DEFB126	-0.83475
PKD1L1	0.88025
CAV1	-1.8036
GNPDA2	0.5491
DGAT2	-0.629375
NLGN1	-3.8315
STRBP	0.47925
HPRT1	-0.922333333333333
FANCI	-1.962625
PSMA7	-0.013125
DBF4B	-0.792833333333333
TTF1	-0.28575
RAD54L	-2.55075
ELOF1	-0.47375
PLAGL2	-0.096125
ZNF256	1.07675
HMGCL	-0.1545
MSI2	-0.343833333333333
RPESP	-2.89783333333333
C11orf60	-0.417
ABCD1	0.1685
ACAA1	0.6314
SPARCL1	5.28828571428571
IL6ST	1.64
ZNF319	0.95125
TMEM109	-0.2223
FAM90A1	-2.23116666666667
IL22RA1	-2.328
ATP4B	0.11
TEC	0.274333333333333
C7orf30	-1.357
TXNDC2	-0.556166666666667
ABCB4	1.30325
KIAA1191	0.41025
C9orf38	-0.133
SFTPB	0.216
CNTNAP2	0.132666666666667
FRK	-0.747
TBX19	0.6255
CHD4	-0.05625
C6orf26	-1.06216666666667
MOSC2	0.8575
IKBKE	1.99975
HIF1A	-0.662833333333333
LOC595101	0.3155
RELA	0.540833333333333
TMEM16B	-0.913833333333333
ABHD12B	-3.39675
TSEN34	-0.29225
KIF18A	-2.462
TXNDC9	-1.02333333333333
SPATA2L	0.766
SEMA4G	-1.634
C21orf91	0.993375
MATN1	-0.8745
KCNIP4	0.044
TUSC1	0.515125
OR4C15	0.19325
ARMCX6	0.58275
WBSCR27	-0.949
OR52I2	-0.2845
KIAA1604	0.3505
DYNC1I1	-1.9825
PPP4C	-0.0215
SLC47A2	-2.39833333333333
TREH	0.095
CD48	5.234
ST14	0.344166666666667
PKN1	0.11425
SPON2	0.2895
XBP1	0.224416666666667
SFRS12	-0.2465
EFCAB6	2.465
SELT	-0.108
SLC39A2	-0.258
ERF	-1.19416666666667
ARL3	-0.222125
SURF6	-1.134
MLLT10	-0.223095238095238
FLJ11171	-0.387333333333333
TDGF1	-3.05633333333333
ERCC6	0.111
EIF2AK4	0.53275
BAZ1A	0.7295
LRRN3	3.121
TMC3	0.5895
EFTUD1	-0.0125
PTPRO	1.86166666666667
CLEC12A	1.517375
ACBD4	0.95525
ZDHHC14	0.7105
OTUD7B	0.132125
ACTB	1.02975
MSRA	0.432875
LCE5A	2.1205
IFI35	0.2575
BSCL2	-0.610333333333333
ANKRD12	1.845
CFHR2	0.77175
RGAG1	-0.5575
HSFY1	-0.0435
SLC30A5	-0.883166666666667
IMPG1	0.3955
GPR109A	0.1625
ZNF185	0.53925
IYD	0.06725
NPCDR1	2.484
SERPINA13	-0.121
HMGCLL1	-1.1355
NEUROG1	1.55383333333333
UBQLN1	-0.5680625
LIN37	0.22875
SOCS2	-1.19525
DSCR4	-2.44175
XKR6	-0.35
GPR142	0.378
KRTAP13-3	0.3455
CCDC15	-0.851666666666667
MOS	0.7675
CD1E	0.6335
OFCC1	-0.0781666666666667
FAM83D	-3.869
SRFBP1	-0.3675
C9orf96	-0.141
DHDH	-2.543
CCDC90A	-0.978
RABL3	0.0149499999999999
CD320	-1.56633333333333
ANGEL2	0.000249999999999991
MRPL21	-0.44775
SMG6	0.6325
INSR	-0.0321875
FLJ14816	-1.4755
GLRB	-2.05016666666667
C9orf89	0.55325
CIZ1	-0.568125
URG4	-0.747333333333333
LRDD	-0.357166666666667
CBY1	-0.395833333333333
NFX1	0.260125
MTERFD2	0.872285714285714
C19orf23	0.034
PGC	-2.854
IER3IP1	-0.9033
RASAL2	-0.546
C1orf89	-0.80775
SYNJ1	-0.428625
NFKBIE	2.302
FLJ40125	0.0868333333333333
TCEB2	-0.6973
NOG	-0.9535
POLR2J2	-0.238
HLA-B	3.737
PCDHA1	0.438
PPP2R2B	1.37325
ARHGEF17	-0.0365
TCF7L2	0.5835
CHD5	-0.497666666666667
ZNF431	-0.2085
TBC1D25	-0.23625
ZNF800	1.5685
SCUBE2	0.377363636363636
MYCBP	-0.5735
GPX5	0.02
C6orf129	0.219666666666667
QSER1	-1.54933333333333
ULK2	0.7965
PIGO	-0.869333333333333
NRCAM	-2.36685714285714
SLC35E3	-0.393
CSRP2	-0.2765
HYPE	0.533
MAPK15	0.161833333333333
MGC14327	-0.018
TIMM13	-1.28133333333333
ZNF462	-1.30625
GBA3	0.634
TEX13A	0.1775
MCM6	-0.884222222222222
MTRF1	-0.282
ABCA7	1.11925
EIF4A2	-0.032
ZC3H10	0.7013
RPGR	0.489166666666667
C20orf94	1.20675
RP1L1	-0.666
GPR125	-1.438
USP22	-0.440857142857143
OR1L4	0.392
MLZE	-0.30425
FLJ32065	-0.04025
PTCD1	-0.86225
CRTAC1	-0.637666666666667
BXDC2	-1.68
C18orf1	1.42266666666667
FAM107A	2.45971428571429
EFNA3	-1.557
P18SRP	-0.0851000000000001
CAMKK2	0.130583333333333
KIAA0649	-1.663
NES	-1.68266666666667
HS6ST3	-2.85971428571429
PON2	-1.4945
TCP11L2	0.55475
CLEC4A	3.49325
PRR12	1.116
MLXIPL	-1.5627
C2orf50	0.7115
ZNF28	-0.7195
ENC1	-0.6355
MAP2K1	0.037
FKSG2	1.483
KIAA0430	1.69625
PTP4A1	-1.95855555555556
GPR156	1.573
GTF3C6	-0.61975
UBR2	0.6109
LOC388272	-0.7425
MAK	-0.0498333333333333
ACOT4	1.5735
STC2	-0.921666666666667
PIGW	-2.452125
SAE1	-1.005125
COL6A1	-0.192272727272727
OAZ1	0.423666666666667
STMN4	0.131166666666667
EDG3	0.502333333333333
SGCE	-0.682
IL11	-2.7185
PRSS8	-0.140375
YIPF5	-0.460666666666667
WNT4	0.76125
CSN2	0.0716666666666667
TCF7	1.22375
TDO2	2.66275
SAMD9	2.0980625
S100A7A	-0.702
MMRN1	2.18833333333333
GKAP1	-0.22925
AKR1C3	-2.32175
RNF19A	1.84525
GMDS	-0.933
YKT6	-1.192
SPARC	0.0263
C12orf31	-0.69
UBE2V2	-1.488
FBXL18	-1.07416666666667
KIAA0460	1.37425
ADAM22	-0.441375
SERPINC1	-5.08
KCTD21	0.2055
MYOHD1	-2.07525
ZNF37A	0.739166666666667
GTF3C1	-0.219166666666667
CTSZ	1.914
PRNPIP	-1.467125
DRD1IP	0.388
NR1I2	-2.13716666666667
ZNF266	0.6289
SPAG4L	-0.257
COX4NB	-1.015
SAPS1	1.203
APOA1	-3.851625
TATDN1	-1.46566666666667
C10orf82	0.0965
KPNB1	-0.1365
FOXO3	0.452083333333333
CRYBB2	-0.701
ZBTB5	-0.455
SLC25A38	0.42075
DCTN2	-0.5215
IFT20	0.1515
CTHRC1	-0.16325
C1orf31	-0.7955
UHRF1	-1.54525
GPC6	-2.079
C10orf54	3.443
MCF2L2	-0.0371666666666667
WNT9B	0.143875
OLA1	-0.959375
FAM120B	0.20825
TTLL10	0.0565
CYorf15A	-4.276
RELN	-1.9323
SCN2B	0.0340833333333333
MFHAS1	0.54675
NKX3-2	-2.41433333333333
RASGRF2	-0.288
SSBP1	-1.0755
KPNA6	-0.206714285714286
LOC389118	-0.545
HS3ST4	-1.4239
SUPT7L	-0.32975
FLJ32658	-0.92525
IGFBPL1	-0.7185
KIAA1641	1.0017
SHKBP1	0.928666666666667
CSF1R	4.78625
NAGK	0.81
MYL2	0.31925
HIST1H4C	0.0276666666666667
TOMM7	0.116
ADAMTSL3	2.3879
TNFSF14	1.4255
PRRT2	-1.014
VTA1	-0.816875
AOAH	4.48283333333333
CRISPLD2	0.844285714285714
PNN	-0.2503
TA-NFKBH	1.0135
ESPN	-0.50125
RBM43	0.3145
KIAA1267	1.363875
DDX3X	0.308
KIAA1576	-3.87375
PLXDC1	3.62166666666667
FLJ25801	-4.39775
HNRNPL	0.35725
RUNDC3A	-0.2845
CASP12	1.744
SH2D5	-1.7925
RPL26L1	-0.9685
OR51A7	-0.202
HDC	5.1575
C2orf16	-0.138166666666667
SYTL3	2.78
GOLGA4	0.1038125
NOTCH1	0.366666666666667
ATPAF2	0.05325
ECD	0.15825
SSX5	0.417
SNAP91	1.185
OCA2	-2.535
PNPO	-0.507833333333333
DAPK1	0.376666666666667
PINX1	-0.421333333333333
SELENBP1	-0.204875
NEK3	-0.18425
TMED4	-0.359285714285714
SSTR4	-0.0435
FOSL1	-2.6849
CD40LG	3.343
CES1	-2.50758333333333
DCI	-0.224333333333333
B3GAT3	-0.0748333333333333
STK17B	2.84025
CNTN6	0.9725
CYP3A4	-0.860833333333333
MBOAT2	-0.826285714285714
PISD	0.6555
USP1	-1.37575
PYDC1	1.76933333333333
CENPM	-0.95775
SAR1B	-0.4515
TTC7B	-0.95725
DP58	0.4835
GPC1	-1.077
RBL1	-1.142625
