Hybridization REF	TCGA-BH-A0BA-01A-11R-A056-07
KRTAP7-1	0.447
PERLD1	1.65025
NPB	0.165
C17orf59	1.3071
HSPBAP1	0.2445
SLC15A4	-0.414375
PRTFDC1	-0.42725
OSMR	-0.326214285714286
CYSLTR2	-0.772
C19orf25	0.4979
KIAA1797	-0.8475
NLRP6	1.67
FAM105B	-0.3765
SCRN2	0.701
LRRC58	-0.35
RNF17	0.453857142857143
NEIL3	-3.675
FAM137A	-1.20225
SKP2	-3.48275
PARVA	1.11358333333333
PKLR	-1.5705
RNF34	-0.61275
A3GALT2	0.0355
C12orf50	0.0503333333333333
SUNC1	-1.51766666666667
FAM102B	-0.568333333333333
CCT2	-1.5765
LRRC37A2	-0.558
ARF4	0.7
SIKE	-0.451875
C8orf48	-0.0138333333333333
MBTPS1	-0.396928571428571
GPSN2	-0.607
NCF2	4.355
SLC12A6	-0.138333333333333
MRPL48	-0.8555
HMGN3	-0.709833333333333
LRRC62	-1.3245
PAX9	1.843875
FAM55A	3.2645
C20orf42	-3.92
SCML2	-2.4715
BCL9	1.0295
FAM40A	-0.385
C9orf41	-1.14166666666667
ZNF774	-0.0315
LETM1	-1.254
PLXNB1	1.1215
NIPSNAP1	-0.427875
USP10	-1.75125
F9	0.749
LIPE	3.5305
CNGB3	0.2335
C12orf52	-0.256875
PI4K2A	0.412875
MED8	-0.260875
STAT4	0.7056
FGD4	0.537833333333333
RNF145	-1.92866666666667
WDR32	-0.1353
CLDN2	-0.136833333333333
TCEAL8	0.60825
ZMYND8	-0.5685
PDXK	-0.30365625
GATAD2A	-0.29825
PTGES3	-0.705
CCM2	0.40075
TAP1	0.5845
ZNF670	-0.0685
ETS2	-0.150142857142857
C6orf166	-0.230333333333333
PRMT2	0.0700714285714286
OR4B1	0.313
INTS8	0.876
CCDC102A	-0.1465
CCDC83	-3.2065
ITGA1	0.2483
EPHA5	-2.3314
FAM24B	-1.12883333333333
TSGA10	2.69625
HAL	-2.38383333333333
MYOT	-1.476
SPACA3	0.1465
BCL2L2	0.0203333333333333
CUGBP2	0.489833333333333
CCNB3	1.75175
RNF113B	-0.425
MERTK	1.18775
BAG1	0.35925
VPS36	0.373
ORMDL3	0.7695
C1orf190	0.92125
ZNF625	-0.53825
CORO2B	1.3455
ALOX15	0.6595
CST1	2.5625
NUPR1	2.56716666666667
CCL7	3.16933333333333
SMCR5	-2.991
DSC2	0.891
RBMS2	0.23525
GRIK4	0.304
TRIM65	-0.2467
TMPRSS6	0.497714285714286
TP53INP2	-0.60075
GLB1L	1.1665
LOC388284	0.572833333333333
PUS1	-0.984428571428571
BCL9L	-0.0815
OLFM1	-1.53675
RET	1.228625
MASTL	-2.63783333333333
ALX3	-0.22625
IL1RL1	-0.614166666666667
ZNF765	-0.685
C14orf138	-1.2055
SNX10	0.1975
TAC4	0.3245
C1orf64	3.826375
POGK	0.567375
MAPK9	-0.11
ZNF366	3.21425
C8orf79	2.167
CLDN7	2.21925
OR5AT1	0.354
TRIM37	-2.8295
LRRC25	3.238
GRHL2	3.3581
TEKT3	2.1365
LASS5	-0.820666666666667
ABCC4	-2.05641666666667
DLG3	0.847375
VGLL1	0.054625
ZFP36L2	2.03033333333333
MFRP	-0.338333333333333
KIAA1799	-0.21
FLJ44379	4.706
PCNX	-0.17625
ANXA9	2.835
CYP4V2	0.5367
PIK3C2A	-0.69
SRR	0.505
NOL3	-0.585
IFITM2	1.342
ARNTL2	-2.0785
ZNF595	-0.24725
NLRP13	-1.9345
ASPH	1.714125
CPA2	0.5855
PVRIG	-0.778333333333333
LEPR	-0.19
C16orf42	0.6295
SH3BGRL	1.32225
FAM77D	0.9854
FNDC7	0.929
C9orf6	-0.595333333333333
NOTCH2NL	1.10716666666667
PGBD1	-1.09683333333333
SYNGR2	0.205666666666667
PITPNA	-0.5813125
PRPF4B	-1.5761
SLC43A3	-1.464
NRBP1	-0.3275
SLC25A22	0.17325
ILK	-0.048375
SLC22A8	0.352833333333333
MRPS7	-0.805
PITX2	-0.519
FABP3	0.650875
OR1L1	2.631
LOC728215	2.376
BLID	-2.6015
KIAA1217	3.41094117647059
TFPT	0.0775
AP4B1	-0.64225
VBP1	-2.626
OR1K1	0.3405
MORC3	0.73325
BHMT2	0.209333333333333
C3orf10	0.782625
FZD7	0.548666666666667
WFDC10A	0.101
PMS2CL	-0.128375
CCDC32	0.371166666666667
FA2H	-3.23
ALG13	-0.42
TTLL7	-1.5872
SPOCK3	-0.09975
SLC13A2	0.7675
AIM1	0.7305
GPRC6A	1.6885
EGR2	4.7485
MED11	0.88375
WWC1	2.17025
SH3GL3	-3.40075
RIF1	-0.719642857142857
PRLH	-0.171
VLDLR	-0.958
DBT	-0.3324375
C21orf63	1.3295
CGGBP1	-0.65875
KRTAP12-2	-1.94
TADA3L	-0.244125
ZBTB16	1.46025
PDGFB	1.241875
RFX1	0.194125
UQCRB	1.341
LOC133874	0.6815
HPS3	1.1065
LGALS3BP	-0.4524
DKFZP564O0823	1.90792857142857
MRFAP1L1	0.1105
HOXA10	-0.714666666666667
NGB	0.117
KIF21A	-0.216384615384615
IFLTD1	0.0335
LZTS1	-0.045625
ARHGEF3	0.6955
RHBDL3	-1.656
CSNK1G2	-0.0985833333333334
ChGn	-1.04125
KIAA1244	2.77266666666667
GABRB2	0.117
MGC72080	-1.1585
CD27	4.27575
EGLN1	-1.0233
PEX13	0.6145
RWDD3	-0.2245
RNF12	-0.741
GRIN2B	-0.376
ADAMTS14	0.082625
DYDC2	3.12333333333333
ATP6AP1	0.4016
NR1H2	0.212333333333333
PDK2	0.28825
C3orf17	-0.327166666666667
SLC38A2	-0.291428571428571
SLC25A29	0.268833333333333
C15orf29	0.117125
ADAM9	-0.635083333333333
TMUB2	-0.13
GPR176	0.157
AGK	-0.27325
MCCD1	0.11975
NDUFA4	-0.152
TMEM146	1.61375
DUSP1	2.695875
UNQ6975	0.0475
EMX2OS	3.85575
INSM2	-0.3985
LUZP4	0.3055
SETD6	-0.9395
P2RY2	2.757
SLC45A2	-1.5535
RABGAP1	0.740666666666667
UBXD5	0.57175
GPRC5A	1.5535
PAK3	-0.501166666666667
LOC63920	-0.35375
TGFBR1	0.221
KRTAP6-3	-0.21175
SFMBT2	0.507
CDC42	0.030375
C11orf35	0.9555
TTLL2	0.768
UACA	0.318
CD97	-0.9024
SETD5	-0.06
NINJ2	-0.46575
PTER	1.3945
POMGNT1	0.1155
KRTAP4-2	-0.707
ECGF1	2.769
HRB	-0.461454545454546
ATP1B2	0.3259
LOC400506	0.18975
COL4A3BP	1.0295
C6orf97	2.13325
GRHPR	-0.1435
TAS2R1	-3.002
SEMA7A	-0.93075
EDF1	-0.15225
ODF2L	0.563444444444444
PCID2	-0.822833333333333
GTF2H4	-0.9905
ZCCHC3	-0.93925
CGB2	-1.02333333333333
NEUROD1	-1.78125
C20orf75	-1.0295
RP5-1054A22.3	1.96816666666667
IFNA5	-0.6035
ZNF134	-1.18108333333333
MGC119295	-0.9414
ZSWIM6	-0.627125
SMEK1	0.647333333333333
PCGF2	0.3725
C1orf102	3.48575
CYP2A13	0.487
KCNH6	0.5485
MDM1	-0.5135
ALDH7A1	-0.669833333333333
C9orf75	1.305
VDAC3	-0.422875
OR51T1	0.479
EIF3F	-0.876083333333333
KCNJ10	-0.331125
LENG8	0.30675
EDEM2	0.31775
CCNJL	-0.357666666666667
DHX37	-0.682
CRYGN	1.731
AATF	-0.9065
ZNF630	1.3695
E2F5	0.8985
WFDC13	-1.19766666666667
FTSJ3	-0.6875
C4orf33	-0.802
LHFPL4	-2.4685
C19orf56	-0.333916666666667
SMAD4	0.12325
AFM	-0.1894
G0S2	2.20075
FCHSD2	-0.2154
RRP1B	-1.0624
EEF1B2	-0.9435
STAT6	1.07016666666667
ZNF195	-0.4675
GNL1	-1.158
ZNRF2	1.67033333333333
PER3	-0.761875
ASB16	0.8595
C10orf10	2.24357142857143
ADCY8	-3.277
C9orf58	-1.00683333333333
ARMC10	0.107166666666667
PSG1	-0.199
DHX34	-0.471
VARS2	-0.375
NFIC	0.77775
ITPR2	-0.616
AGXT2	-0.5958
OR6K3	0.377
H2AFZ	-1.60333333333333
MLLT3	-0.926416666666667
COX4I2	1.62125
CCNT2	-0.55325
PLK4	-1.973
NUMBL	-0.684166666666667
MED16	0.23375
PLEKHQ1	1.9325
GOSR1	0.182333333333333
BTG4	0.23875
RPL30	1.1945
IGSF5	-0.3925
IGFL2	1.00516666666667
ELMOD2	1.03333333333333
SHC3	-0.310833333333333
HAVCR1	-0.0755
DYNC2H1	-0.00637499999999999
RNF5	-0.806
C2orf7	-0.49325
NLF1	1.991
KLHL25	0.7655
LRP10	1.2886
KRI1	-0.1585
PUS7L	-0.857
MGMT	1.12225
HOXD1	0.198833333333333
CSH1	0.0987
ATG16L2	-1.04525
FLJ44635	0.4875
CHODL	-1.22625
EXOSC8	-1.95025
SLC28A1	-0.11625
MYO7B	-0.922666666666667
SEH1L	-0.1816
MTNR1A	0.290166666666667
TSPAN5	0.407
CDC45L	-4.38616666666667
AMIGO1	-0.1455
ATAD3A	-1.213875
OSGIN2	1.48416666666667
PDIK1L	0.7975
DARC	3.212125
PIPSL	1.0475
SHMT1	-0.991
CRISP3	-1.289
POPDC2	1.94933333333333
ZRANB2	-1.234
FBXL8	1.28325
TRIP13	-3.51809090909091
EIF5AL1	-0.914
POU5F1P3	-4.79816666666667
IL6	-0.0245
CXorf38	0.5165
IFNA16	-0.2975
FBXL2	1.84266666666667
BRD1	0.81475
STATH	-0.254
FBXO44	-0.0438333333333333
MCCC2	1.23325
CDC2	-2.56
C5orf23	0.251
IVD	0.229833333333333
C10orf122	-0.272666666666667
MSL3L1	-0.219
MVP	1.11225
EPOR	-0.4474
ZMYM1	-0.778
BCL7C	0.900166666666667
PSTPIP2	1.1607
LYPD1	-1.370375
OR8G5	-1.2675
ZP3	-0.298166666666667
BCAS4	2.24816666666667
EDG6	2.5835
ISY1	-0.64725
PRAMEF2	-0.6405
CUL1	-0.316
RNF213	0.4738
CCRK	1.23125
DHX9	-0.348875
C13orf29	0.733
NCKAP1	0.744666666666667
MRPL43	0.836642857142857
XPR1	0.373
PKN2	1.2048
PODNL1	1.1755
ZNF333	0.134375
DALRD3	1.359
OPN1SW	0.297
BTBD6	0.8195
C11orf82	-3.281
OR5P3	0.1385
DUSP11	-0.401
L1CAM	-1.2378
NEK11	2.78966666666667
OR7E91P	1.4505
CNTN3	3.9832
CREB3L2	1.30575
ZBTB37	0.9445
KIAA1324L	-1.003
NDUFB10	0.7155
NUDT2	0.21125
GTPBP8	-0.70725
CACNA1D	2.01825
PRKAA2	-2.09266666666667
PRDM8	-0.142
MGC16075	-0.7285
KRT14	-1.50507142857143
PP8961	1.49375
MRPL18	-0.85825
ABCG2	-2.02925
PACRG	1.96725
BBS2	-0.4765
KREMEN2	1.305
FBXO21	0.40875
HNRPUL1	-0.165416666666667
GRB10	0.26475
CLSTN1	1.50525
LMAN2	0.1377
C17orf61	-0.02275
NIPSNAP3A	-0.337
INSIG2	-1.66316666666667
PCDHB7	-0.409666666666667
STXBP2	0.18675
CMAH	0.164333333333333
SEMA5B	0.37475
ZNF155	0.0475
COQ6	-0.002
PRPF4	0.16725
TSPAN15	3.8105
VN1R5	0.571
LATS2	0.7255
SELK	0.48175
PGK2	0.18675
MS4A1	0.398625
TYW3	-0.318
KRTAP5-1	1.74575
RCCD1	-1.22133333333333
BTN1A1	0.27225
DDX28	-0.45475
TMEM65	1.904
LOC92345	-0.158
TTC31	-0.5575
WDR46	-1.1765
CHP2	-1.63466666666667
LSP1	1.42375
ZNF542	-0.89575
EXOSC1	-0.01725
ARHGAP18	0.326833333333333
LRRTM4	-0.812285714285714
MAOB	4.84891666666667
CACNB4	-1.82225
MGC33846	1.12775
RANBP3L	1.320875
ATP5L	-0.367625
ONECUT1	-2.523
NUDT9	0.33175
TMEM149	0.787
STX17	0.47825
IGSF10	-3.41875
TMPRSS9	-0.189
BMPR2	0.583
ALLC	-0.0975
KLF7	0.43775
GCC1	1.0268
TIMM9	-0.2555
CDO1	0.491
MGC10701	-0.181833333333333
IFI6	1.104
FRMD8	0.74325
MGAT2	-0.0425
WBP5	0.0715
CNIH2	-0.26275
KIAA0907	-1.3627
KCNH8	-0.9675
CTSG	-1.4855
GRIK1	-0.5326
CUL5	0.769
FRMD1	0.0595
OR9A4	1.937
SYT6	-1.660625
FOXD4L2	1.70675
ANAPC2	-0.8945
OPN5	0.828
TAF13	-0.95925
LYG2	-0.2785
GGNBP1	0.1625
C11orf40	0.264
OTX2	-0.9145
REG4	-0.429666666666667
EIF5	-0.4845625
PALB2	-0.62475
SEPSECS	-0.3305
RNASE3	-0.32375
TRIM49	-1.494
POLR2K	1.1619
GPR42	0.219
C8B	-3.19075
SASS6	-0.99425
PREB	-0.502833333333333
OR3A3	-0.935
TUBA8	0.9205
IGLV2-14	0.19775
STIL	-2.598
ANKFN1	-1.82983333333333
NME7	-0.26775
HOXC12	-0.3315
UBE2C	-2.555
FHOD1	-0.61025
CDK2AP1	0.350166666666667
OR6K2	-0.58975
DHPS	-0.548
RPL5	-0.94225
TRGV5	0.5255
LOC541472	0.20775
HCCS	-0.6872
DENND1B	0.232
LHX3	0.2625
OR5D16	0.791
CXorf57	-2.0705
IRF2BP1	0.72825
NDST2	0.981833333333333
LCE3D	0.091
BOLL	0.59
SYT3	-0.744
PIH1D2	2.05375
C20orf7	-1.12483333333333
IL1R2	0.166333333333333
SLAMF9	1.4825
PPME1	-0.44475
PIK3CA	-0.00175000000000001
TRAPPC1	0.016125
COLEC10	-1.5145
SLC9A6	-0.8402
PDDC1	-0.852666666666667
CCDC53	0.02025
GK3P	-0.82175
DAZL	0.33925
BRI3	1.063
SDK1	-0.086875
CYP2C18	-0.69675
IFI44L	1.65775
RPL3L	0.308
FUT9	-1.522
KIFC2	0.4795
PMP2	-0.713375
SLC4A9	-0.7475
PLAG1	-1.39483333333333
MYCBP2	0.34
OR4E2	0.7855
CCDC65	1.87775
C16orf82	-0.449571428571428
ENTPD4	0.1185
BRP44L	-0.316125
PMP22CD	0.2795
TMCO4	1.53716666666667
KCNN1	-1.19933333333333
WDR35	0.246
CCDC80	2.0115
C3orf31	-0.8595
SLC7A9	-2.28225
TMEM190	1.3745
DBC1	-1.5588
FADS3	-0.0745
PDZD8	-0.00283333333333333
GRM5	0.203285714285714
AZGP1	2.9987
PEX3	-0.3885
MED1	-0.2025
ATG4C	-1.46866666666667
HNRPH3	-1.45725
FAM109B	2.6785
C4orf17	0.082
CA10	-1.218
OPRD1	-0.6785
CCL16	-1.225
SACM1L	-1.20575
CST6	5.6165
CD63	1.074
LGI1	-0.80225
ZNF784	1.472
CRYBB1	-0.7325
CX3CL1	1.8906
TOP2A	-3.741125
GYPB	-3.4844
GADD45GIP1	-0.5635
FEN1	-2.39025
IGF1R	0.4808125
WDR72	-1.9012
PURG	-1.3715
DEFB126	0.636
PKD1L1	0.743333333333333
CAV1	-1.7905
GNPDA2	0.1432
DGAT2	0.02575
NLGN1	-2.03775
STRBP	-0.2655
HPRT1	-1.043
FANCI	-1.9945
PSMA7	0.3195
DBF4B	-1.30266666666667
TTF1	-0.666
RAD54L	-3.10425
ELOF1	-0.72225
PLAGL2	-0.297625
ZNF256	0.1255
HMGCL	1.109
MSI2	-0.283166666666667
RPESP	5.42933333333333
C11orf60	0.668
ABCD1	0.3965
ACAA1	1.0583
SPARCL1	5.78828571428571
IL6ST	0.353
ZNF319	0.357
TMEM109	-0.3061
FAM90A1	1.61633333333333
IL22RA1	-1.0945
ATP4B	0.3695
TEC	-1.27333333333333
C7orf30	-0.8895
TXNDC2	-1.685
ABCB4	-0.596
KIAA1191	0.6295
C9orf38	-0.391
SFTPB	-0.515285714285714
CNTNAP2	1.56536363636364
FRK	1.815
TBX19	-0.000250000000000007
CHD4	0.03975
C6orf26	-2.13233333333333
MOSC2	1.3345
IKBKE	1.27725
HIF1A	-0.7965
LOC595101	-1.2505
RELA	0.184833333333333
TMEM16B	-0.270833333333333
ABHD12B	3.4355
TSEN34	0.30875
KIF18A	-3.667
TXNDC9	-0.609833333333333
SPATA2L	0.6385
SEMA4G	-0.8155
C21orf91	-0.85475
MATN1	-0.445
KCNIP4	0.000500000000000016
TUSC1	2.41675
OR4C15	0.189
ARMCX6	0.724416666666667
WBSCR27	0.869666666666667
OR52I2	-0.39
KIAA1604	-0.648
DYNC1I1	-2.048125
PPP4C	0.29675
SLC47A2	-0.989
TREH	-0.720125
CD48	1.7355
ST14	1.8765
PKN1	-0.25325
SPON2	3.06525
XBP1	2.50183333333333
SFRS12	-0.623666666666667
EFCAB6	2.19975
SELT	-0.21975
SLC39A2	0.603
ERF	-0.726833333333333
ARL3	0.0485
SURF6	-0.9523
MLLT10	-0.63747619047619
FLJ11171	-1.09066666666667
TDGF1	-4.23083333333333
ERCC6	0.14525
EIF2AK4	0.7345
BAZ1A	-0.049
LRRN3	0.0321666666666667
TMC3	-0.6855
EFTUD1	0.01575
PTPRO	1.71883333333333
CLEC12A	0.608
ACBD4	0.749625
ZDHHC14	-0.798375
OTUD7B	1.50275
ACTB	0.9634375
MSRA	0.646875
LCE5A	2.0655
IFI35	0.73325
BSCL2	0.375333333333333
ANKRD12	0.655
CFHR2	0.24425
RGAG1	1.31683333333333
HSFY1	0.739
SLC30A5	-0.233583333333333
IMPG1	-0.3585
GPR109A	0.9725
ZNF185	0.069
IYD	0.78475
NPCDR1	1.2
SERPINA13	-0.341
HMGCLL1	-2.8225
NEUROG1	1.512
UBQLN1	-0.0650625
LIN37	0.437
SOCS2	-2.521
DSCR4	-2.2775
XKR6	-1.82475
GPR142	1.024
KRTAP13-3	0.654
CCDC15	-1.46083333333333
MOS	0.2065
CD1E	-1.5865
OFCC1	-0.05775
FAM83D	-4.18275
SRFBP1	-0.70425
C9orf96	-0.022
DHDH	-0.09025
CCDC90A	-0.7315
RABL3	0.8054
CD320	-2.16966666666667
ANGEL2	0.5715
MRPL21	-0.6475
SMG6	0.419666666666667
INSR	1.8201875
FLJ14816	-1.095
GLRB	-0.516166666666667
C9orf89	1.0655
CIZ1	-0.26475
URG4	0.0811666666666667
LRDD	-1.34616666666667
CBY1	0.537666666666667
NFX1	-0.402625
MTERFD2	0.310428571428571
C19orf23	0.384
PGC	-2.554375
IER3IP1	0.4909
RASAL2	1.16016666666667
C1orf89	-0.12525
SYNJ1	-0.922875
NFKBIE	0.94225
FLJ40125	-0.0621666666666667
TCEB2	-0.0871
NOG	-1.3275
POLR2J2	-0.5305
HLA-B	1.98525
PCDHA1	0.9835
PPP2R2B	-1.20975
ARHGEF17	0.379833333333333
TCF7L2	0.860214285714286
CHD5	-0.815166666666667
ZNF431	-0.948625
TBC1D25	0.175
ZNF800	0.34375
SCUBE2	1.34190909090909
MYCBP	-0.252
GPX5	0.0765
C6orf129	-0.0148333333333333
QSER1	-0.831333333333333
ULK2	2.108
PIGO	-0.0738333333333333
NRCAM	-2.53591666666667
SLC35E3	-0.146
CSRP2	-1.29025
HYPE	0.38
MAPK15	1.48766666666667
MGC14327	-0.09425
TIMM13	-1.24483333333333
ZNF462	0.1375
GBA3	0.4505
TEX13A	0.404
MCM6	-1.923
MTRF1	-1.0795
ABCA7	-1.327
EIF4A2	-0.718
ZC3H10	1.1673
RPGR	0.379833333333333
C20orf94	0.49
RP1L1	-0.55925
GPR125	-1.135
USP22	-0.105642857142857
OR1L4	-0.0565
MLZE	3.11525
FLJ32065	-0.31775
PTCD1	0.52575
CRTAC1	0.298
BXDC2	-2.05375
C18orf1	2.46016666666667
FAM107A	1.45678571428571
EFNA3	0.00175
P18SRP	-0.3204
CAMKK2	0.531083333333333
KIAA0649	-0.92125
NES	-0.856833333333333
HS6ST3	-1.079
PON2	-0.31675
TCP11L2	-0.63175
CLEC4A	1.868
PRR12	0.61
MLXIPL	-0.4085
C2orf50	1.7735
ZNF28	0.139
ENC1	0.649166666666667
MAP2K1	-0.61025
FKSG2	0.98825
KIAA0430	1.044
PTP4A1	-1.83738888888889
GPR156	2.3265
GTF3C6	0.0605
UBR2	0.00350000000000002
LOC388272	-2.151
MAK	1.47783333333333
ACOT4	2.941
STC2	0.205333333333333
PIGW	-1.847375
SAE1	-0.686125
COL6A1	1.6215
OAZ1	0.5065
STMN4	0.439
EDG3	0.3684
SGCE	1.72283333333333
IL11	-2.24983333333333
PRSS8	2.4525
YIPF5	0.591666666666667
WNT4	3.580875
CSN2	-0.153
TCF7	-2.23575
TDO2	1.82025
SAMD9	0.5246875
S100A7A	0.5375
MMRN1	1.837
GKAP1	-0.45825
AKR1C3	-1.16475
RNF19A	2.29725
GMDS	-0.96625
YKT6	-0.42675
SPARC	2.0616
C12orf31	-0.769
UBE2V2	-1.0205
FBXL18	-0.522166666666667
KIAA0460	1.4685
ADAM22	-0.26525
SERPINC1	-2.05675
KCTD21	0.43775
MYOHD1	-2.04025
ZNF37A	-0.123333333333333
GTF3C1	1.0235
CTSZ	2.20275
PRNPIP	-1.34225
DRD1IP	1.86575
NR1I2	-2.86083333333333
ZNF266	-0.6043
SPAG4L	-0.124
COX4NB	-0.90625
SAPS1	0.720833333333333
APOA1	-3.541875
TATDN1	-0.168666666666667
C10orf82	4.08475
KPNB1	-1.07225
FOXO3	-0.107916666666667
CRYBB2	-1.255
ZBTB5	-0.554
SLC25A38	-0.12975
DCTN2	-0.256
IFT20	0.36425
CTHRC1	2.5495
C1orf31	-0.516
UHRF1	-1.9925
GPC6	0.52275
C10orf54	1.80075
MCF2L2	-0.451333333333333
WNT9B	-0.097875
OLA1	-0.792
FAM120B	0.05575
TTLL10	0.7195
CYorf15A	-5.921
RELN	-2.2155
SCN2B	0.882666666666667
MFHAS1	-0.72725
NKX3-2	-0.615333333333333
RASGRF2	0.74
SSBP1	-0.343833333333333
KPNA6	0.0105714285714286
LOC389118	-0.226
HS3ST4	-1.5762
SUPT7L	-0.91775
FLJ32658	-1.8685
IGFBPL1	0.03325
KIAA1641	-1.6002
SHKBP1	-0.0808333333333333
CSF1R	5.32475
NAGK	0.6985
MYL2	0.51525
HIST1H4C	-2.06783333333333
TOMM7	0.475375
ADAMTSL3	2.7279
TNFSF14	0.283
PRRT2	0.2655
VTA1	-0.8925
AOAH	3.07316666666667
CRISPLD2	1.41371428571429
PNN	-1.3734
TA-NFKBH	-0.3475
ESPN	0.144
RBM43	0.1695
KIAA1267	0.61475
DDX3X	0.107
KIAA1576	-3.81575
PLXDC1	4.9535
FLJ25801	-3.4435
HNRNPL	-0.14125
RUNDC3A	0.238166666666667
CASP12	0.5115
SH2D5	-1.544375
RPL26L1	0.087
OR51A7	-0.65725
HDC	1.023
C2orf16	-0.878
SYTL3	2.753
GOLGA4	0.8878125
NOTCH1	-0.115333333333333
ATPAF2	0.59125
ECD	0.6445
SSX5	-1.31616666666667
SNAP91	0.2385
OCA2	-4.44025
PNPO	0.419166666666667
DAPK1	0.314333333333333
PINX1	-0.704166666666667
SELENBP1	1.46525
NEK3	-1.38741666666667
TMED4	-0.0655714285714286
SSTR4	-0.4185
FOSL1	-2.3855
CD40LG	0.524
CES1	-1.12741666666667
DCI	0.267
B3GAT3	0.00566666666666667
STK17B	0.13825
CNTN6	0.21875
CYP3A4	-1.566
MBOAT2	0.941928571428571
PISD	0.7255
USP1	-1.316
PYDC1	0.968666666666667
CENPM	-1.85375
SAR1B	0.59975
TTC7B	-0.192
DP58	0.5145
GPC1	0.56775
RBL1	-1.8645
TMEM137	-2.19433333333333
TOB1	1.10958333333333
TCEAL1	0.427833333333333
CENPF	-2.91618181818182
C6	3.45466666666667
PRSS1	-3.481
PPIL6	1.68183333333333
C6orf124	-1.04
ODZ4	1.9005
SNCB	0.24275
NDUFB9	1.081125
CNOT6L	0.620166666666667
S100A9	3.70766666666667
TRIM50	0.2945
KCTD1	2.9735
WDR63	2.038
SPEF2	2.683875
RNGTT	-1.34916666666667
CXorf22	1.184
KCNK16	0.01
CEP250	-1.293875
ATPBD1B	-0.12025
KCNJ2	4.3905
MT1B	-1.9345
ZNF684	-1.682
SLC4A1	-0.2465
PDHA1	-1.636
ZNF492	-1.49
TKT	-1.30925
BYSL	-1.142
RNF38	-0.14575
AHDC1	0.646
KLHL2	0.29325
CMTM8	-0.115
DMP1	-0.749
HERPUD2	-0.109875
CRTAM	3.41533333333333
ZNF572	1.18325
TMEM16J	-0.0065
HSD17B2	-0.704
UBE2G1	-0.47825
AHSA2	-2.16875
PELI2	-0.4685
TPX2	-3.37125
ATP9B	1.45933333333333
DAZAP1	0.032125
HMGCS2	2.44966666666667
C17orf38	-0.11075
B9D1	0.3795
NKX2-5	-0.843333333333333
KIAA1276	1.93075
LILRB2	4.103
CSTF1	-0.838833333333333
BTN2A1	-0.698833333333333
C15orf48	3.9635
IGF2BP3	-4.17575
FAM113B	1.42383333333333
HRG	0.454125
ZNF131	-1.0005
USP47	-0.0341428571428571
CCDC88B	-0.119
HCN1	-1.2161
HTN1	-0.345833333333333
SYCP3	-1.28266666666667
C13orf23	-0.4813
PAPOLA	0.501
AATK	-0.3179
MSH3	0.0615
NDUFAB1	-0.70075
ITLN2	-1.15516666666667
BAK1	-0.044
MRPL45	-0.701833333333333
MTNR1B	0.245666666666667
LOC645843	0.0605
SPECC1L	0.551
PGCP	0.11575
SPN	-0.035
GPR143	1.10683333333333
ZNF576	0.4475
TMEM39A	0.3283
ATP5D	-0.4675
MAGEB3	-2.4325
RPS5	-1.637
ANP32E	-1.663
MTMR1	0.501
YEATS4	-1.93
SYNGAP1	-1.03575
PCOLCE	0.123
MNS1	-0.98425
PCYT2	-0.679666666666667
ZNF182	-0.07875
LAX1	0.910875
SPPL2B	1.306
ELOVL5	0.227
PCDHAC1	-1.3535
B4GALNT1	-1.18566666666667
BLOC1S2	0.775125
ZNF673	-0.6882
ARHGAP21	-0.272333333333333
IRX5	2.321375
LRFN5	-0.9145
FAM7A1	-1.53275
RAB19	1.089
GINS1	-3.4905
ITM2B	1.338
PAPSS2	3.00341666666667
OR5BF1	0.6115
ACSL3	-0.507625
KIAA1919	-0.907
GLT8D2	2.6345
UTRN	1.0555
CNN1	1.254
HISPPD2A	-0.1625
SDAD1	0.037625
SIGLEC9	1.78766666666667
RPL35	-0.755142857142857
C22orf26	0.729
IMPDH2	-1.088875
WDR69	-1.092
SEC14L5	-0.3405
CLTA	0.0795
RP11-529I10.4	1.0595
GPR37L1	0.0401666666666667
OGDH	-0.64325
ASB13	1.816
ZFP14	-0.14325
ZCRB1	-0.0271666666666667
KPNA3	0.03175
HSPA1L	1.023
RHOC	0.758
LOC554175	-0.224
PPP3CA	0.6404
SLC1A7	0.1865
ZNF529	-1.16383333333333
RBED1	0.868
DDB2	-1.4365
FLJ11286	0.654833333333333
SPATA1	-0.109
MKNK1	-0.166833333333333
DYSF	1.25933333333333
ALKBH2	-0.6515
NKD1	-3.60466666666667
C1orf174	-0.17275
PLEKHO1	0.8915
ASB10	-0.39475
RING1	-0.444166666666667
NPC2	1.241
AVPR1B	1.555
YTHDF1	-0.1325
LMAN1L	0.685
GSG2	-1.9195
CEP170	-0.4959
RPS4Y2	-5.696
MSH6	-1.359
HECTD2	0.0628333333333333
ZNF556	-2.90083333333333
PLEKHC1	-0.7081
AIRE	0.281166666666667
BCL2L10	-0.93225
LMOD3	1.81416666666667
ZBTB8	-0.391
FOXA2	-2.9461
SLCO2A1	2.175
C3orf46	-0.7235
PRDM16	-0.635333333333333
TMEM98	-0.10825
FRMD5	-2.0915
PDE6C	-0.368
C1orf216	0.120166666666667
EP400	-0.359714285714286
PTK2	0.989583333333333
RNF217	1.16325
NDUFA8	-0.073
ZFAT1	1.3605
LAMP3	0.953666666666667
GLTSCR2	0.292875
NPW	-0.6445
