Hybridization REF	TCGA-A8-A0AD-01A-11R-A056-07
NEU1	0.2345
QRICH1	0.21925
ZBTB20	0.713833333333333
RPUSD3	-0.53425
EPGN	-2.1456
TSN	0.12925
SPRY2	-2.12766666666667
LZTFL1	0.549375
GMFB	0.15
PBEF1	-0.5048
HBG2	-2.74825
TMEM8	-0.4875
PALM2-AKAP2	-0.369333333333333
NFYA	-0.228
FAM108A1	0.39
PBLD	0.2615
NRG4	-2.793
PIGF	-0.069
PTGER1	-0.5105
NOS2A	0.778833333333333
C21orf34	0.0928333333333333
C21orf51	0.357666666666667
IL17C	-0.369
TRMT6	-0.731333333333333
ETV2	-0.477166666666667
CCDC109A	-0.38025
MYLK2	-1.638
ATP10A	1.4177
DPH4	-0.03475
C5orf5	0.147833333333333
KCNA4	0.7578
NMNAT2	-1.4435
GLYATL2	0.1
LSMD1	1.06475
IL23R	-3.0885
NRF1	0.494
MUC15	1.04916666666667
PRDM12	-0.3245
PAQR4	0.00757142857142855
RBBP6	-0.5735
IFI27	2.72625
SKAP2	0.140833333333333
TAGAP	3.2775
TJP3	1.933
C9orf61	0.42425
IDS	0.557357142857143
PARG	-0.87725
LOC131149	-0.7845
DYRK4	-0.748
MICALL1	0.025
GALR2	-0.4845
GPBP1L1	-0.41175
TBX21	1.73225
KCNJ6	0.463
GGN	0.22925
CASP5	0.292666666666667
RNF182	-5.31625
BRD4	0.79
DOK4	-1.421
SLC46A2	1.48566666666667
SOX9	1.473
ZNRD1	0.525333333333333
PRR6	-2.02675
FAU	-0.183875
DTNB	1.3235
CARD9	1.30875
STS-1	-0.702333333333333
SLC4A5	0.1815
NSBP1	-0.53275
UGCGL2	-1.232
POTE15	-1.071
NOXA1	0.4095
RP13-347D8.3	2.8145
SAMD10	0.415166666666667
EP400NL	-1.0435
TCF21	-0.36
AMELX	-0.81975
JPH2	0.4387
SLA	3.143625
DLST	-1.00016666666667
SEPT12	1.007
RGS20	-4.37025
LXN	-0.227333333333333
ZNF419	0.207875
UPK3B	-0.2675
RELL1	2.12775
ESPNL	1.6795
KLHL21	-0.058375
PI15	-0.3225
C2orf61	-1.08
LOC407835	-0.1185
RER1	0.4535
ELAVL2	1.7575
MGC26718	-0.03775
KLF2	2.59425
TNFAIP8L3	2.33983333333333
TFE3	0.46525
C11orf17	-0.357625
15E1.2	-1.22825
SNRPC	-0.374
DLGAP1	-0.493
PGLYRP1	0.16175
OVCH2	1.312
IRF7	1.2359
SET	-0.0726
NAB2	-0.468
LRP5L	-0.55225
FAM120A	1.2899375
ASCL2	0.265666666666667
SHH	-0.2105
ATP5H	-0.648666666666667
THPO	0.851
TYRP1	-4.5815
HIST1H3E	-0.777333333333333
EIF2S1	0.231222222222222
TNFRSF17	-4.0715
TARSL2	0.4795
NKX2-8	0.3835
C1orf115	2.385625
LOC56964	0.554
KIAA0841	-1.38875
ISCU	0.5195
TTMA	0.3045
ZNF414	0.465
LOC441150	0.47025
RAB15	0.80875
HBP1	1.08
TNNT2	-1.63416666666667
CECR5	-0.612
PHGDH	-1.956
JRK	-0.0627
XPO4	-1.050875
FAM131C	1.376
ARHGAP25	1.65083333333333
CA9	-3.56455555555556
GPR62	-0.138
TLX1	-0.5125
GPS1	-0.45725
OR2M2	0.1195
BDP1	0.538285714285714
FAM70B	0.72
RPS29	-0.339166666666667
MKLN1	-0.00629999999999999
TSPAN19	-2.65175
SLC29A3	1.3969
LGALS4	-1.06566666666667
USH2A	0.347666666666667
NF1	-0.293
APOBEC3A	1.92833333333333
IMPAD1	0.499166666666667
OLR1	3.81083333333333
NRAP	0.334
HCFC1R1	0.8495
TAOK2	0.259333333333333
MCM10	-3.19316666666667
MAP4K3	0.618416666666667
CBS	-3.010625
CLK3	-0.4557
PCDHGA5	0.552
ELF4	0.312375
FAM71A	-0.40875
C11orf49	0.24375
CLIP2	-0.16125
BTBD9	1.8814
ZNF524	1.074
KDELR1	0.700166666666667
ZNF509	-0.2475
NCSTN	0.761
ZNF533	-0.632071428571428
PARP4	-0.955
GALNT9	-0.276333333333333
NPY	-2.9
BEGAIN	-3.1745
TMEM77	-0.018
FOXRED1	-1.09
SLC16A2	1.25266666666667
SLC35B1	-0.28475
GK5	0.289916666666667
SDCCAG10	-0.8715
C4orf20	0.5555
SLC9A2	-2.12175
ADD1	0.810785714285714
TAL2	-1.08916666666667
ACLY	0.126
DNAJC1	0.8095
SOST	-1.584
USP43	0.606
CYP4F12	1.0195
FKBP5	1.173375
CHCHD5	1.0785
NUDT22	0.17225
CCDC85B	-0.35825
OR51G2	0.624
STRN3	0.568142857142857
TMOD2	0.27325
FLI1	0.55725
MAB21L2	0.838333333333333
DGKQ	0.52575
VPRBP	0.411333333333333
SCNN1B	-1.5308
ECHDC3	0.3596
TMEM106C	-1.35425
CSNK2A2	-1.241
RPL39	-0.6359
HERC3	0.2199
ZBTB47	0.977833333333333
ZNF681	-0.15775
PAGE2	-3.16
CLIC5	1.75635714285714
RABAC1	1.28525
ZFHX2	-0.1805
YPEL1	0.238666666666667
KIAA0776	-0.31
NR1D2	1.49175
DNAJC4	0.70025
NPNT	4.2679
ZNF677	-0.4245
ZNF536	-0.88225
MEF2B	0.0820833333333333
PTPN4	-0.172375
CTCFL	-5.361
STX5	0.627333333333333
CD72	1.255
VEGFA	-0.592421052631579
XRCC1	-0.2113
MAS1L	0.437166666666667
ELL	0.1648
SETBP1	1.67875
CDH11	3.72
NDC80	-2.12892307692308
DMBX1	-3.2705
NRSN1	0.320333333333333
BAT2D1	-0.138375
CDS2	0.807166666666667
C1orf212	0.136166666666667
SENP3	-0.979875
IL1F9	-0.5985
EEF2K	1.03075
COG8	-0.19075
CEP72	-1.74425
OR1L8	-0.2805
MUS81	-0.521833333333333
PHYH	0.51425
GGT6	0.0133333333333333
C22orf23	-0.5215
C13orf33	2.06675
MAPK8IP2	2.24625
NELL2	-2.392
POU3F2	-3.45
ALPK1	1.348875
MRPS18C	-0.5245
RPLP2	-0.152625
FGF22	-0.9
SPNS1	-0.0538333333333333
ZFP1	-0.77225
IL1RAPL1	-1.95275
PCSK9	-3.02833333333333
NKX2-1	0.228714285714286
C6orf189	0.646
SP4	-0.2125
SLC11A1	2.7726
C21orf25	0.247166666666667
ICAM2	-1.028125
SH3GL1	-0.0493333333333333
GSK3B	-0.0551666666666667
RALB	1.293375
PDXP	-1.0445
GNGT1	-2.862375
KIR2DL1	0.286
TNFAIP3	-0.323166666666667
C6orf32	-0.612
CBLN2	-1.84325
PANK3	0.6825
TAAR9	-0.111
WDR82	0.856214285714286
APOM	-3.879
TRIP10	-0.679
SPATA16	0.135166666666667
C1orf135	-1.99025
USP51	0.50675
TESK1	1.2765
C11orf64	0.022125
ZNF611	0.4865
PDE6G	0.684166666666667
HLA-DQA1	3.79225
GCLC	1.092
SEC61A1	0.361428571428571
TWSG1	1.10758333333333
ZMYND10	3.1675
CTDP1	0.228375
ADAMTS6	0.269833333333333
SLIT1	-2.14025
KRT86	-2.0905
KIAA0574	2.8795
GTPBP2	-0.3614
PQLC3	0.856
PRRX2	-0.218833333333333
C15orf44	-0.0695
MKKS	-0.942875
C11orf10	-0.3365
GPR110	-0.752142857142857
CD109	0.70625
ADCY1	-0.332166666666667
RHBG	-2.90175
TP53I3	0.37025
SLC22A3	-2.2058
UCP2	-0.2945
FOXG1	-2.5542
OR2AG1	0.392
TRIM24	-0.9225
PROC	-1.470125
TAAR6	0.287
AMTN	-1.3455
C10orf47	-2.25383333333333
DEPDC1	-2.05125
FLJ45557	5.04975
ZDHHC17	-0.1531875
KIAA1429	0.138666666666667
KCNH1	0.91725
VNN3	-0.305625
PSMAL	1.28525
PPARD	0.637125
HFM1	-1.9495
YBX1	-1.9045
ZNF695	-2.79125
SCTR	-0.290333333333333
DCDC1	-0.2885
VPS26B	0.616
MTF2	-0.758333333333333
ATP6V1F	0.0465
CCDC94	-0.4565
PERF15	1.237
CCL11	3.5255
LMO7	-0.749375
DCST1	0.297
ADRBK1	0.165125
CDRT4	-0.52875
ZNF84	0.072
HOXD8	0.29675
STARD8	0.243166666666667
FOXP2	-1.07275
CCDC103	-0.31725
POLR3A	-0.7487
GSC	2.67833333333333
ZNF114	-2.67333333333333
HTR7P	2.5705
LALBA	-0.3015
RMND5A	0.520833333333333
PSCD2	1.16475
ZNF409	0.4885
KRTAP1-3	0.644833333333333
MAF1	-0.31225
LOC201725	-1.07983333333333
NRN1	-2.134
SPAG5	-2.907
DNAH7	2.52833333333333
FLJ43860	-0.007
BRCA2	-1.80825
ACADM	-0.081625
CXXC6	-3.307875
RAGE	-1.2245
CHMP2A	0.68575
FAM8A1	0.8386
GPR21	0.9375
SLC12A3	-3.1815
FVT1	0.458785714285714
ZDHHC7	-0.269375
FLJ44048	2.77625
SLC44A3	4.01616666666667
SDSL	1.3145
MMP8	-1.89325
PLA2G12B	-4.1165
ACY1	-0.10725
MT1E	-0.797166666666667
OR4K15	0.321
TECTB	-0.084
GPR20	-0.232625
IRAK2	-0.41275
RFPL3	-0.082375
MYO9A	0.67975
NARG1L	-0.614583333333333
BLMH	-0.100875
CCDC3	2.4025
C9orf21	-0.7635
KIAA0513	0.3285
MIER2	-0.22175
PNMA2	-1.87625
SH3BP2	1.2267
ANXA10	-1.6505
RTN2	0.148666666666667
TFB1M	-1.3255
PRPH2	2.99475
C14orf133	0.206
GOLGB1	1.59091666666667
IRX4	-1.171
NFKBIL1	-0.674
C10orf62	-0.19525
APBB3	0.29425
RPS10	0.4185
LOC728378	0.87825
TLE3	1.40005555555556
PSMB7	-0.47325
MESDC1	-0.09
SLC6A1	0.578833333333333
OCLN	1.04016666666667
PTTG3	-2.55983333333333
NAGLU	0.19725
SERTAD4	0.09175
SPRY1	-0.16375
FLJ10781	-0.454833333333333
MYSM1	-0.00475
TRIM4	1.043
SH3YL1	0.9165
TREM2	4.18633333333333
SERPINI1	1.79025
HDHD3	0.56075
TMEM38A	1.05675
EID2B	-0.1855
TDRD3	-0.831
SEDLP	0.2795
THSD7A	1.36933333333333
NDST3	-1.0845
KLHL15	-0.145
DHRS12	1.4805
FBXO9	-0.840428571428571
TNPO1	-0.06975
MRPL13	-0.715333333333333
SNX5	-1.73233333333333
METTL6	-0.31725
SOD1	-0.2215
CHML	-0.864166666666667
PACS1	1.30925
SIRT5	-0.5659
CAPN2	-1.31433333333333
FXYD5	-0.613166666666667
TWISTNB	0.079625
LRFN1	0.65
UBE1L	1.343125
UBE1C	0.22475
OR51B2	0.0475
OR4D11	0.93
C15orf2	0.1195
NR4A1	0.422833333333333
LOC339047	-2.1015
TRIM17	-0.496875
ATP5G3	-0.3425
RPL15	-0.746333333333333
ADAMTS8	2.04125
HOXC4	0.293
C14orf37	3.474
CEACAM5	-0.455
MYT1L	-0.1815
RASA2	0.543375
OSBPL7	-1.203
STAG1	0.1245
GIMAP4	4.63033333333333
FUT3	-2.7998
PIF1	-3.04025
LPIN2	0.5184
SH3PX3	1.0035
PDP2	-0.59025
PAPD1	-0.880625
ERP27	3.39225
APOOL	0.0879
DIABLO	-0.02425
TRHR	0.428
ARMC9	0.907
RNF152	1.58225
SLITRK3	0.659333333333333
ZNF211	0.8551
PFDN1	0.5715
RGS11	0.148875
HS6ST1	2.3754
AKR1D1	-2.51275
TNP2	0.156833333333333
STK31	0.367
EML4	-0.731833333333333
SGTA	-0.0425
HIST1H2BI	0.2045
PSMD6	-1.309
KIAA1257	2.4915
C18orf55	-0.7585
FLJ20273	2.3065
RPL28	-0.358833333333333
EPYC	4.849375
NOX3	-1.1075
ELAC1	-0.868833333333333
METT11D1	-0.9725
BIN2	0.901833333333333
NACA2	-0.05575
CCDC17	-1.0995
HM13	0.109
UBOX5	-0.250625
UBE2O	-0.40325
UBL5	0.213
APOLD1	1.31975
C9orf31	0.5535
TNFSF8	0.8755
ARHGAP29	1.44725
PROKR2	0.3575
PDE5A	-0.569333333333333
C6orf12	-0.7605
TOM1L1	0.3965
WHDC1	0.099625
FOXI1	2.317
RAB4A	0.355
TMEM39B	-0.31925
ATPBD1C	-0.72025
FARSA	-0.241
PLEKHG5	0.1655
CMAS	-1.18183333333333
OR7E24	-0.6455
SLC30A1	0.362
CDC42EP5	1.339
PLAC1	0.522
KLHL18	0.399083333333333
LBA1	0.602
TAZ	-0.764
CRIP2	1.157875
BTBD11	-1.441
C16orf72	0.75925
DIO2	1.5741
LRRCC1	0.698833333333333
CCDC136	-2.36
PRX	0.580625
RBM5	0.1846
TMEM85	0.069625
TUBGCP4	-1.33433333333333
APLN	1.573125
CDK7	-0.1355
SSR2	0.263166666666667
CRELD1	1.12475
C19orf46	1.95625
GAL3ST4	1.16083333333333
KBTBD10	1.5485
IL28A	0.17525
WDR27	-0.733
MCM2	-1.163
SOX14	0.644
FLJ39743	-0.1055
KIAA0922	-0.056875
HIPK4	-0.149
FLJ25758	-1.842
C16orf57	-0.663666666666667
PDZD2	0.666
MCC	0.411375
HHLA3	0.162
ID2	0.0795
C20orf23	2.68091666666667
ZNF688	1.201
APOC2	-0.989833333333333
LOC440093	1.10925
FAM50B	3.58433333333333
PWP1	-0.853
DNAH10	-0.76675
HIST1H2BA	-0.069
GPR56	0.298333333333333
METAP2	-0.57275
PAN3	-0.2462
STXBP4	-0.3755
PDHX	-0.0795
MTA1	0.213916666666667
ZBED4	-0.1095
ZNF720	0.41725
CDK2	-2.0225
RHOJ	-0.168125
CDC37	-0.299833333333333
ZER1	0.455125
GRK4	0.45475
PRPH	-0.806
POLR2A	0.389375
OGFOD1	-1.147
NOL5A	-1.1485
PHEX	-0.5575
FLJ16478	-0.40375
C20orf117	-0.611125
CAMTA2	0.23825
C11orf74	-0.321833333333333
DDX17	0.539583333333333
C5orf27	-0.075
PLEKHA2	-0.9563
PDE4DIP	0.7726
SCN7A	0.485
ZNF559	0.0436666666666667
CXCL10	3.35175
ZMYM4	0.232
STK32B	2.2626
KIAA0888	0.2247
TACR3	0.956
CKAP2L	-0.874
KIF1A	-1.4955
RSPRY1	0.21825
VCAN	2.33525
CYP27C1	0.9645
SYDE1	-1.31783333333333
MED12L	0.24725
ZDHHC21	1.058625
NHS	0.95
TM9SF3	0.260333333333333
DDHD1	0.02775
MAFG	-0.902
BICD2	0.8998
C14orf119	-0.6358
C14orf43	0.449
CDH7	-0.06225
ALKBH5	-0.129714285714286
JUP	1.207
TMEM41A	0.157666666666667
MAMDC4	-1.13933333333333
CBX3	-0.42775
LRRC18	-0.19025
RBMXL2	-0.059
PLA2G4D	0.641
FGF13	2.34975
KIF3A	0.2095
PDIA6	-1.193
DCXR	-0.051
CASKIN2	0.393416666666667
EHD1	0.387666666666667
MARCKSL1	0.605166666666667
ZNF496	-0.181166666666667
SCAF1	0.405166666666667
KCTD8	-1.673
TRAF3IP3	0.790285714285714
LSR	0.8595
CXorf1	-0.036
C14orf112	0.381333333333333
EIF2B1	-0.08
OMP	-0.051
GSTZ1	0.599
LOC92017	1.31975
ISLR2	2.3155
C12orf36	0.6325
GATA2	-0.0938333333333333
GABRA5	-1.472
CELSR2	-0.0885
STAM2	0.7788
TNAP	-1.1985
PTPMT1	-0.845
GRP	7.14
SV2A	-1.96583333333333
MAGEA12	-4.39825
CACNG1	3.351
C18orf19	-0.193
GSG1	-0.610666666666667
PTPRJ	0.744857142857143
FRMPD1	1.3455
ZNF668	0.3905
PLEKHJ1	-0.32025
ADAT1	-0.6857
TMEM50A	0.8742
UCN3	-0.2365
HOOK1	1.948
IL17B	-1.192
MLKL	-1.407
TTC14	0.200833333333333
KLHL5	1.89725
CRYL1	-0.336333333333333
FOXH1	-0.407
NFYB	-0.236625
PPM1G	-0.4435
GOLGA2LY1	-1.68975
NMT1	0.13025
HADHA	0.2617
CHSY-2	3.47375
PLEKHF1	0.457428571428571
SAGE1	-3.338
MUSTN1	-0.035
SUHW4	0.9825
TFEB	2.31266666666667
ZFYVE27	-0.88475
ATG12	-0.385833333333333
BMI1	0.879642857142857
ZIM3	-0.09875
MYH4	-0.143
MASP1	-1.56941666666667
KIAA0984	2.4355
RPAP2	-0.05975
ASB5	1.36175
BOLA3	-1.04
MIA3	1.026
KRT35	1.4705
KIR3DL3	-0.775
MRPL51	-0.37625
SEMA3F	1.45533333333333
NDUFB2	0.179
LOC253012	1.19175
FAM46C	0.3132
G6PC	-2.25957142857143
CSAG3A	-5.151
PREX1	1.7425
SLC25A45	0.392875
MAPKBP1	1.0163
CPE	2.77
GNB1	0.463625
CXCR6	0.7235
TRIM46	-0.12825
C16orf3	0.454333333333333
HPSE	2.0215
TIGD3	0.895
SPG3A	2.129
LCAT	-1.54033333333333
ST6GAL1	-0.947222222222222
POMC	-0.37925
FLJ36031	-0.625166666666667
NSMAF	-1.2255
SKIL	1.444
ADSS	-0.0108333333333333
HMGCS1	-0.8641
POLR3F	-0.309833333333333
RAB10	0.8325
ZNF277P	-1.51
ZBTB7B	1.375375
DHRS1	1.1205
ABCC13	-0.09775
CNOT3	-0.22725
NFKBIA	0.99675
GAK	0.227333333333333
SFT2D2	0.109833333333333
HOXA6	0.099
CRTC1	0.70525
LY6D	-1.51116666666667
C20orf72	-0.8145
CPT1A	-0.90875
LMO1	-2.259
EIF3I	0.01225
PRB4	-0.818
MCM3APAS	-1.50375
C20orf132	-0.9838
FOXF2	-2.90675
S100A12	-0.2165
MLH1	-0.099
ACTN1	1.1599
MRPL36	-0.804833333333333
C20orf106	-1.116
FBXO6	1.752
MKS1	-0.835
CX3CR1	1.305375
PDE1B	1.239
PLP1	-4.00325
KISS1	-0.325166666666667
C14orf2	-0.572833333333333
TBC1D3P2	-1.61475
COMMD6	0.2838
ANKRD7	-1.81625
PTCHD1	-1.510375
NARS2	-1.54075
DOCK7	-1.014875
FAM127B	-0.0355
LOC390243	-0.255833333333333
N6AMT2	-0.3255
ZNF391	-1.292
DNAJB14	0.960833333333333
WRB	0.3145
BPI	-0.12275
TTC4	-0.0515
FAM10A5	-0.41125
GOT1L1	0.305111111111111
MAGED1	1.3535
RESP18	-0.16575
WFDC6	0.43
MT2A	-1.8315
C11orf56	0.2275
KIAA1432	-0.043
ROR1	-0.79625
HSD17B14	2.873
ZFAND2B	-0.20775
SAMD4B	0.4755
HEXA	0.41125
HNRNPU	0.0042727272727273
USP39	-0.703125
NRD1	-0.02175
R3HDML	0.3245
FLT4	0.587166666666667
OMG	0.357166666666667
OR52N4	0.6145
LOC399818	-0.923
ELA2	-2.7595
VENTXP1	0.449
RFC5	-1.5505
OR52L1	0.45
PAX5	0.2155
FBXO2	-0.35625
GMEB1	0.103
AKT3	-0.606666666666667
CRB1	-1.78433333333333
CTTN	0.0786666666666667
UTP15	0.184833333333333
HSBP1	-0.2015
PHF11	0.76875
NDEL1	-0.00983333333333333
USP8	0.385
BAIAP2	0.40775
SI	0.4472
ARSJ	-0.3635
BAAT	-3.28925
KCNS3	3.22433333333333
LOC126147	-0.482666666666667
TMEM37	-0.12575
C1orf162	3.6515
MBD1	-0.0202
ITGAL	0.3015
WDR73	0.202
GKN2	0.160666666666667
ARFGAP1	-0.409
SLC5A8	-0.53175
ZBTB40	0.4975
CYP4B1	1.7295
LYPLAL1	-0.21825
CHST3	-0.953
MAP3K9	0.39
BTAF1	-1.5255
TFAP2E	0.344
RBM35B	0.1355
LOC441251	-0.188
ANKRD25	-0.383111111111111
UQCRC2	0.2145
MAEA	0.229583333333333
HYAL1	-3.2751
RNPEPL1	0.433833333333333
CPSF2	-0.52075
PSD3	1.8672
ABCA13	-0.842625
AGR2	2.344875
GBX1	-0.937
HDLBP	0.800642857142857
ACY3	-0.126
HECW1	-0.92575
ZNF519	-1.30025
HOPX	2.1485
ZNF304	0.90375
OR12D3	-0.263
FKSG43	0.01975
METTL1	0.245375
MFSD3	0.7322
PSPH	-2.38925
CLCA3	-0.6655
DARS2	-1.0015
CDC25A	-2.2385
BAIAP2L1	1.179
B3GNT5	-0.050875
USP29	0.3135
ARHGEF10L	0.9089
ATOX1	-0.01775
ADAM30	0.34825
DNASE1	-0.37125
STT3A	-0.568083333333333
RAB6IP1	0.60525
PTN	0.6974
C1orf106	-2.90223076923077
HECA	1.25925
RNF122	-0.471
SLC22A18AS	0.338666666666667
GNG8	0.488833333333333
ELP4	-0.37675
FAM65A	0.331333333333333
RPL10A	-0.127833333333333
IRS4	-0.078
MACF1	1.7868
SEC24D	0.902
LOC374395	0.5395
TGFB2	0.387625
MDFIC	0.586
CHRNE	0.782833333333333
PCMTD2	-0.865166666666667
ATP6V0D1	0.530333333333333
MTA2	-0.173
LZTR1	-0.3525
RAP1A	0.636833333333333
AXIN1	0.143625
POLR1C	0.44425
TRIO	0.00391666666666665
PLXNA4A	-0.523166666666667
C5orf33	-0.1565
DEPDC1B	-2.96425
ZNF473	-0.654166666666667
MTM1	0.451125
GPR107	0.471166666666667
CSNK1A1L	1.42216666666667
FLJ14154	1.2025
NLRC4	3.453
ENPP4	3.02016666666667
PADI3	-0.912
RNF170	-0.498875
CG018	-0.422833333333333
C16orf7	-0.179
KCNE1	0.75075
NRM	-0.402333333333333
SLC37A3	-0.375928571428572
TPD52L2	-0.783333333333333
UNC5B	3.1935
C12orf12	0.4424
SDHB	-0.37475
CLRN1	0.171125
NUDT10	0.6355
UGT3A1	-0.021875
FBXW8	0.810625
RHOF	-0.66425
PTPLAD1	-0.050875
MYO3B	-0.96425
DERA	-0.76125
TPP2	-1.11375
C19orf53	-0.0848333333333333
GINS3	-1.197
ST6GALNAC5	3.0585
CHSY1	-0.152
MGC15705	2.0005
GPR83	0.41
EXT2	0.136
DOLK	0.802
TUBAL3	0.37525
ACVRL1	1.9613
ABL2	-0.455916666666667
C14orf156	-1.33666666666667
PTPRZ1	-4.46625
DIP2C	0.836875
LAMP1	0.5685
RXRA	0.6975
MAP3K5	1.56525
ALKBH1	0.477
PDLIM7	0.128
ARL14	-4.229
SNIP1	0.169
TIMP3	2.77441666666667
RGS3	1.054
SPAG16	-0.816
ABHD4	0.3445
ARHGEF12	1.16181818181818
GLUD2	-0.233
RAC2	-1.307
UAP1L1	-0.461
SLC18A3	0.5525
YOD1	-2.03608333333333
RALY	-0.079
HMOX2	1.05375
DGKH	-0.97375
DBNDD2	1.663
YIPF4	0.0965
THAP10	-0.00199999999999999
ZNF513	0.70125
HAGHL	1.41416666666667
ITGB4	-0.0181666666666667
CCDC141	-1.891
YTHDF3	0.31375
C5orf28	0.49075
RPL7L1	-0.696625
TMEM30B	1.60121428571429
ANKRD35	1.2085
DUOXA2	0.229
TBC1D5	0.181
DFNB59	-0.966
HRH4	0.31325
MYO6	2.8983
DNAJA4	2.198
RBM24	-0.821625
CEACAM20	-0.85225
RBM23	0.0521428571428571
NGFB	-0.3845
C1orf63	-0.5344
KRTAP7-1	-0.204
PERLD1	2.24825
NPB	2.1385
C17orf59	0.5679
HSPBAP1	-0.24925
SLC15A4	0.181625
PRTFDC1	-0.691
OSMR	-0.472714285714286
CYSLTR2	-0.103
C19orf25	0.5542
KIAA1797	0.322
NLRP6	0.7445
FAM105B	-0.0642
SCRN2	0.645833333333333
LRRC58	0.1487
RNF17	0.40975
NEIL3	-2.898
FAM137A	-2.618
SKP2	-3.31825
PARVA	1.3385
PKLR	-1.866
RNF34	0.6565
A3GALT2	0.2455
C12orf50	-0.055
SUNC1	-1.35125
FAM102B	-0.0015
CCT2	-1.07875
LRRC37A2	-0.239
ARF4	1.2695
SIKE	-0.318125
C8orf48	0.715666666666667
MBTPS1	0.183785714285714
GPSN2	-0.399
NCF2	3.70975
SLC12A6	-0.415333333333333
MRPL48	-1.1425
HMGN3	-0.59
LRRC62	-1.1825
PAX9	1.003625
FAM55A	0.411
C20orf42	-3.49516666666667
SCML2	-1.81116666666667
BCL9	0.3565
FAM40A	0.006
C9orf41	-0.953166666666667
ZNF774	1.3255
LETM1	-0.35125
PLXNB1	0.317333333333333
NIPSNAP1	0.60375
USP10	-0.69175
F9	0.8195
LIPE	1.79825
CNGB3	0.41
C12orf52	-0.089125
PI4K2A	0.4225
MED8	0.033
STAT4	1.8085
FGD4	0.771333333333333
RNF145	-2.04916666666667
WDR32	1.8778
CLDN2	0.248833333333333
TCEAL8	0.11475
ZMYND8	-1.08966666666667
PDXK	0.23828125
GATAD2A	-0.581
PTGES3	-0.588
CCM2	-0.19825
TAP1	0.98125
ZNF670	-1.0945
ETS2	-0.692785714285714
C6orf166	-0.628166666666667
PRMT2	-0.268571428571429
OR4B1	0.6415
INTS8	-0.9585
CCDC102A	-0.46425
CCDC83	-1.7196
ITGA1	-0.4123
EPHA5	-2.50355555555556
FAM24B	-2.5325
TSGA10	1.0945
HAL	-2.64316666666667
MYOT	-0.653
SPACA3	-0.269
BCL2L2	-0.1165
CUGBP2	0.0773333333333333
CCNB3	1.34925
RNF113B	-0.2085
MERTK	1.53
BAG1	2.18125
VPS36	0.14375
ORMDL3	1.4602
C1orf190	0.03775
ZNF625	0.45725
CORO2B	-1.92725
ALOX15	-1.2405
CST1	2.6185
NUPR1	2.25383333333333
CCL7	-0.883333333333333
SMCR5	-2.696
DSC2	0.746
RBMS2	0.5985
GRIK4	1.589
TRIM65	-0.3921
TMPRSS6	0.206785714285714
TP53INP2	0.88125
GLB1L	0.452333333333333
LOC388284	0.2235
PUS1	-1.06957142857143
BCL9L	0.445
OLFM1	-2.20691666666667
RET	3.04875
MASTL	-2.345
ALX3	0.20725
IL1RL1	0.0563333333333333
ZNF765	-0.6566
C14orf138	-0.623
SNX10	0.710333333333333
TAC4	0.161
C1orf64	4.323875
POGK	-0.187375
MAPK9	0.24675
ZNF366	3.03625
C8orf79	1.6353
CLDN7	1.50175
OR5AT1	0.476
TRIM37	-1.055
LRRC25	3.71775
GRHL2	1.887
TEKT3	2.05975
LASS5	0.2345
ABCC4	-1.46633333333333
DLG3	1.238375
VGLL1	0.095375
ZFP36L2	1.55033333333333
MFRP	-0.137666666666667
KIAA1799	0.4245
FLJ44379	1.7635
PCNX	-0.00150000000000001
ANXA9	1.4535
CYP4V2	1.6322
PIK3C2A	1.11175
SRR	-0.5355
NOL3	-0.4065
IFITM2	1.069
ARNTL2	-2.6055
ZNF595	0.9705
NLRP13	0.4415
ASPH	1.097625
CPA2	-0.0175
PVRIG	-2.3225
LEPR	-1.3805
C16orf42	0.864166666666667
SH3BGRL	2.0675
FAM77D	0.5195
FNDC7	0.5985
C9orf6	0.322666666666667
NOTCH2NL	1.29533333333333
PGBD1	0.789166666666667
SYNGR2	1.15466666666667
PITPNA	0.1821875
PRPF4B	-0.155
SLC43A3	-1.08078571428571
NRBP1	0.21925
SLC25A22	0.48125
ILK	0.989375
SLC22A8	0.5595
MRPS7	0.126
PITX2	-1.1375
FABP3	0.49675
OR1L1	0.5105
LOC728215	-0.17
BLID	-2.1845
KIAA1217	2.08029411764706
TFPT	0.16625
AP4B1	-0.85325
VBP1	-1.48525
OR1K1	0.361
MORC3	0.348
BHMT2	-0.388333333333333
C3orf10	0.921875
FZD7	-0.253833333333333
WFDC10A	-0.1545
PMS2CL	-0.866
CCDC32	0.533166666666667
FA2H	-1.713
ALG13	0.9935
TTLL7	-1.4303
SPOCK3	0.15925
SLC13A2	0.7955
AIM1	-0.85725
GPRC6A	-0.6445
EGR2	3.0085
MED11	-0.35775
WWC1	1.5885
SH3GL3	-4.24025
RIF1	0.0388571428571429
PRLH	-0.5245
VLDLR	-2.6905
DBT	0.2793125
C21orf63	2.406
CGGBP1	-0.3405
KRTAP12-2	-1.0385
TADA3L	0.128375
ZBTB16	3.1235
PDGFB	1.72375
RFX1	0.289
UQCRB	-0.6025
LOC133874	0.3945
HPS3	-2.56575
LGALS3BP	-0.5924
DKFZP564O0823	0.756857142857143
MRFAP1L1	1.042125
HOXA10	-0.474666666666667
NGB	-0.4975
KIF21A	0.464692307692308
IFLTD1	1.244
