Hybridization REF	TCGA-B6-A0RI-01A-11R-A056-07
GGN	0.84325
CASP5	0.629666666666667
RNF182	-5.16
BRD4	0.42975
DOK4	-1.10975
SLC46A2	0.967166666666667
SOX9	0.85675
ZNRD1	-0.733166666666667
PRR6	-4.08375
FAU	-0.1885
DTNB	0.714333333333333
CARD9	0.234
STS-1	-0.792666666666667
SLC4A5	0.237
NSBP1	0.576
UGCGL2	-0.658083333333333
POTE15	1.9115
NOXA1	0.92325
RP13-347D8.3	2.7585
SAMD10	0.0228333333333333
EP400NL	-1.5265
TCF21	-0.0895
AMELX	0.331
JPH2	0.5357
SLA	1.827
DLST	-1.39833333333333
SEPT12	1.9175
RGS20	-4.3235
LXN	0.069
ZNF419	0.53075
UPK3B	-0.404666666666667
RELL1	1.126
ESPNL	-2.4875
KLHL21	-0.23925
PI15	-0.5425
C2orf61	-1.268
LOC407835	-0.150833333333333
RER1	0.5215
ELAVL2	0.3405
MGC26718	0.87625
KLF2	2.19975
TNFAIP8L3	1.34275
TFE3	0.586
C11orf17	-0.27125
15E1.2	-1.9885
SNRPC	-0.99175
DLGAP1	0.4445
PGLYRP1	0.362
OVCH2	-0.0575
IRF7	1.4899
SET	-0.6014
NAB2	0.439666666666667
LRP5L	-1.30225
FAM120A	0.9705625
ASCL2	-0.287833333333333
SHH	-0.0915
ATP5H	0.34
THPO	1.04083333333333
TYRP1	-3.96116666666667
HIST1H3E	0.379
EIF2S1	0.328944444444445
TNFRSF17	-4.6904
TARSL2	0.10275
NKX2-8	0.216
C1orf115	0.225375
LOC56964	0.5085
KIAA0841	-1.04375
ISCU	0.3555
TTMA	-0.2085
ZNF414	0.904
LOC441150	0.21475
RAB15	0.223
HBP1	1.06166666666667
TNNT2	-1.97266666666667
CECR5	-0.678
PHGDH	-1.908125
JRK	-0.1808
XPO4	-0.7065
FAM131C	0.9745
ARHGAP25	1.03583333333333
CA9	-3.03488888888889
GPR62	-0.0703333333333333
TLX1	0.0256666666666667
GPS1	0.13975
OR2M2	0.0995
BDP1	-0.166642857142857
FAM70B	0.8265
RPS29	-0.635583333333333
MKLN1	-0.2199
TSPAN19	-2.38125
SLC29A3	1.2764
LGALS4	-0.3575
USH2A	0.339666666666667
NF1	0.306166666666667
APOBEC3A	0.415666666666667
IMPAD1	0.279333333333333
OLR1	3.23083333333333
NRAP	-0.456
HCFC1R1	1.20983333333333
TAOK2	0.217166666666667
MCM10	-2.2245
MAP4K3	0.478416666666667
CBS	-2.966875
CLK3	-0.6448
PCDHGA5	0.3495
ELF4	0.3935
FAM71A	-0.08375
C11orf49	0.408
CLIP2	-0.151
BTBD9	1.8131
ZNF524	1.2355
KDELR1	0.261833333333333
ZNF509	0.444
NCSTN	1.0585
ZNF533	-0.408857142857143
PARP4	-0.051
GALNT9	-0.49
NPY	-3.33325
BEGAIN	-1.99683333333333
TMEM77	0.247166666666667
FOXRED1	-1.18233333333333
SLC16A2	0.653
SLC35B1	-0.375
GK5	-0.730166666666667
SDCCAG10	-0.63625
C4orf20	0.07825
SLC9A2	-1.47975
ADD1	0.591214285714286
TAL2	-0.723166666666667
ACLY	-0.2485
DNAJC1	1.7735
SOST	-0.61175
USP43	0.78
CYP4F12	-1.04275
FKBP5	1.574875
CHCHD5	0.8198
NUDT22	0.07125
CCDC85B	-1.13675
OR51G2	0.637
STRN3	0.591357142857143
TMOD2	-0.125
FLI1	-0.29025
MAB21L2	0.466333333333333
DGKQ	0.59925
VPRBP	0.160833333333333
SCNN1B	-1.017
ECHDC3	1.32
TMEM106C	-0.948
CSNK2A2	-1.1455
RPL39	-0.846
HERC3	0.4245
ZBTB47	0.916166666666667
ZNF681	0.2975
PAGE2	-2.63725
CLIC5	1.22771428571429
RABAC1	0.56
ZFHX2	1.513
YPEL1	-0.366333333333333
KIAA0776	0.577
NR1D2	0.06175
DNAJC4	0.721125
NPNT	4.0349
ZNF677	-0.55
ZNF536	-0.419
MEF2B	-0.178166666666667
PTPN4	-0.88
CTCFL	-5.294
STX5	0.458333333333333
CD72	1.92325
VEGFA	-1.00310526315789
XRCC1	0.00660000000000001
MAS1L	0.533666666666667
ELL	0.2891
SETBP1	2.02825
CDH11	3.72433333333333
NDC80	-1.33930769230769
DMBX1	-2.84125
NRSN1	0.4105
BAT2D1	0.18275
CDS2	0.949166666666667
C1orf212	-0.0668333333333333
SENP3	-0.977
IL1F9	-0.012
EEF2K	0.188375
COG8	0.0415
CEP72	-1.905
OR1L8	0.868
MUS81	-0.445833333333333
PHYH	0.55625
GGT6	1.4405
C22orf23	-0.470083333333333
C13orf33	3.350625
MAPK8IP2	2.10175
NELL2	3.6975
POU3F2	-4.1655
ALPK1	1.179875
MRPS18C	-0.75225
RPLP2	-0.17425
FGF22	0.293
SPNS1	-0.290166666666667
ZFP1	-0.317
IL1RAPL1	1.628
PCSK9	-3.64583333333333
NKX2-1	0.364083333333333
C6orf189	-0.343
SP4	-0.289
SLC11A1	2.625
C21orf25	0.129833333333333
ICAM2	-0.868625
SH3GL1	0.147
GSK3B	0.142833333333333
RALB	1.119125
PDXP	-1.43583333333333
GNGT1	-3.0385
KIR2DL1	0.204
TNFAIP3	0.0890833333333333
C6orf32	-0.7689
CBLN2	4.04425
PANK3	0.596625
TAAR9	0.34
WDR82	0.349928571428571
APOM	-3.155625
TRIP10	0.015
SPATA16	0.5272
C1orf135	-1.458
USP51	-0.281
TESK1	1.3385
C11orf64	-0.134
ZNF611	0.1105
PDE6G	0.226333333333333
HLA-DQA1	3.493125
GCLC	-0.05925
SEC61A1	0.214785714285714
TWSG1	0.430333333333333
ZMYND10	3.4145
CTDP1	0.37
ADAMTS6	0.545
SLIT1	-2.17375
KRT86	-0.632
KIAA0574	0.63275
GTPBP2	0.092
PQLC3	3.1615
PRRX2	0.673
C15orf44	0.120666666666667
MKKS	-0.67275
C11orf10	-0.08325
GPR110	-0.537857142857143
CD109	0.709
ADCY1	0.7585
RHBG	-2.6435
TP53I3	0.47375
SLC22A3	-0.9148
UCP2	0.57075
FOXG1	-2.63433333333333
OR2AG1	0.283
TRIM24	-0.859
PROC	-2.495125
TAAR6	-0.2965
AMTN	-1.275
C10orf47	0.235166666666667
DEPDC1	-1.412
FLJ45557	1.00075
ZDHHC17	-0.126375
KIAA1429	0.318666666666667
KCNH1	1.52475
VNN3	-0.453375
PSMAL	1.685
PPARD	0.099
HFM1	-1.30575
YBX1	-1.49183333333333
ZNF695	-2.1455
SCTR	-0.290166666666667
DCDC1	0.4275
VPS26B	0.5759
MTF2	-0.977333333333333
ATP6V1F	-0.09375
CCDC94	0.0205
PERF15	0.057
CCL11	2.72125
LMO7	-0.187125
DCST1	0.47
ADRBK1	-0.057625
CDRT4	-0.349125
ZNF84	-0.25775
HOXD8	0.47875
STARD8	-0.203166666666667
FOXP2	-1.218625
CCDC103	-0.477
POLR3A	-0.5676
GSC	-1.022
ZNF114	-3.13316666666667
HTR7P	0.065
LALBA	0.3455
RMND5A	0.201833333333333
PSCD2	1.15525
ZNF409	0.517
KRTAP1-3	-0.181166666666667
MAF1	-0.20725
LOC201725	-0.742166666666667
NRN1	-1.603375
SPAG5	-1.70083333333333
DNAH7	2.78216666666667
FLJ43860	0.0295
BRCA2	-0.8225
ACADM	-1.009
CXXC6	-3.1815
RAGE	-0.386142857142857
CHMP2A	0.882
FAM8A1	0.9979
GPR21	0.535
SLC12A3	-3.33283333333333
FVT1	0.733142857142857
ZDHHC7	0.013125
FLJ44048	0.5605
SLC44A3	2.666
SDSL	0.743333333333333
MMP8	-1.4655
PLA2G12B	-3.77816666666667
ACY1	-0.49775
MT1E	0.422333333333333
OR4K15	1.066
TECTB	-0.2235
GPR20	-0.732625
IRAK2	-0.40025
RFPL3	-0.526125
MYO9A	0.5375
NARG1L	-0.12
BLMH	-0.008125
CCDC3	1.88383333333333
C9orf21	-0.533166666666667
KIAA0513	-0.0926666666666667
MIER2	-0.1805
PNMA2	-1.15475
SH3BP2	0.7809
ANXA10	-2.3625
RTN2	0.864
TFB1M	-1.4215
PRPH2	3.12075
C14orf133	0.3695
GOLGB1	1.31425
IRX4	-0.18625
NFKBIL1	0.230833333333333
C10orf62	-0.181
APBB3	-0.041
RPS10	-0.1843
LOC728378	1.4875
TLE3	1.34677777777778
PSMB7	-0.534625
MESDC1	0.009
SLC6A1	1.35416666666667
OCLN	2.12558333333333
PTTG3	-1.87633333333333
NAGLU	-0.1435
SERTAD4	2.38675
SPRY1	0.393
FLJ10781	-0.581
MYSM1	0.18225
TRIM4	1.09814285714286
SH3YL1	0.79075
TREM2	3.94966666666667
SERPINI1	1.12775
HDHD3	0.561
TMEM38A	-0.525
EID2B	-1.4695
TDRD3	0.173333333333333
SEDLP	0.376
THSD7A	-0.00399999999999999
NDST3	-3.0325
KLHL15	-0.883666666666667
DHRS12	2.382
FBXO9	-0.2445
TNPO1	0.01775
MRPL13	-1.07183333333333
SNX5	-2.02116666666667
METTL6	-0.3035
SOD1	-0.51175
CHML	-0.8775
PACS1	0.63225
SIRT5	-0.9291
CAPN2	0.8815
FXYD5	0.0198333333333333
TWISTNB	-0.519125
LRFN1	0.381166666666667
UBE1L	1.356
UBE1C	0.3315
OR51B2	-0.721
OR4D11	0.7255
C15orf2	-0.3015
NR4A1	0.0891666666666667
LOC339047	-1.424
TRIM17	2.57075
ATP5G3	-0.398071428571429
RPL15	-0.670833333333333
ADAMTS8	2.2345
HOXC4	0.4225
C14orf37	2.6605
CEACAM5	-0.701875
MYT1L	-0.161333333333333
RASA2	-0.11875
OSBPL7	-0.4815
STAG1	0.676
GIMAP4	3.95233333333333
FUT3	-2.09933333333333
PIF1	-2.364875
LPIN2	-0.199
SH3PX3	1.00875
PDP2	-0.96825
PAPD1	-0.66125
ERP27	2.63325
APOOL	-0.3091
DIABLO	0.2475
TRHR	0.2435
ARMC9	0.742875
RNF152	2.31425
SLITRK3	-0.0226666666666667
ZNF211	0.7378
PFDN1	-0.205625
RGS11	0.1935
HS6ST1	1.1117
AKR1D1	-1.68
TNP2	0.312666666666667
STK31	0.852166666666667
EML4	-1.31825
SGTA	-0.141333333333333
HIST1H2BI	-1.4895
PSMD6	-1.63466666666667
KIAA1257	-0.7975
C18orf55	-0.636833333333333
FLJ20273	2.763
RPL28	-0.429166666666667
EPYC	2.0095
NOX3	-0.3655
ELAC1	-0.0986666666666667
METT11D1	-0.6985
BIN2	-0.190833333333333
NACA2	-0.161
CCDC17	-1.09225
HM13	-0.2484
UBOX5	-0.235375
UBE2O	-0.4735
UBL5	0.13425
APOLD1	0.374625
C9orf31	0.2935
TNFSF8	0.8245
ARHGAP29	0.802
PROKR2	0.228
PDE5A	1.04216666666667
C6orf12	-0.6495
TOM1L1	0.943
WHDC1	0.12425
FOXI1	0.469166666666667
RAB4A	0.5675
TMEM39B	-0.7525
ATPBD1C	-0.97725
FARSA	-0.5655
PLEKHG5	0.797
CMAS	-1.43783333333333
OR7E24	-0.6065
SLC30A1	0.0455
CDC42EP5	1.24116666666667
PLAC1	0.29425
KLHL18	0.0526666666666667
LBA1	1.1371
TAZ	-0.62725
CRIP2	2.473625
BTBD11	-1.29866666666667
C16orf72	0.8575
DIO2	2.6876
LRRCC1	0.670166666666667
CCDC136	-2.458
PRX	0.12325
RBM5	0.394
TMEM85	0.16125
TUBGCP4	-1.12816666666667
APLN	1.851375
CDK7	-0.259833333333333
SSR2	1.082
CRELD1	-0.01925
C19orf46	2.28175
GAL3ST4	0.845333333333333
KBTBD10	1.344
IL28A	0.11025
WDR27	-0.219
MCM2	-1.4535
SOX14	-0.421
FLJ39743	0.482
KIAA0922	-0.558125
HIPK4	0.51
FLJ25758	0.043
C16orf57	-0.604166666666667
PDZD2	0.503125
MCC	1.26275
HHLA3	0.2228
ID2	0.642
C20orf23	1.76641666666667
ZNF688	0.85525
APOC2	-0.805833333333333
LOC440093	0.87325
FAM50B	2.06983333333333
PWP1	-0.5475
DNAH10	-0.03675
HIST1H2BA	0.4255
GPR56	0.957666666666667
METAP2	-0.1575
PAN3	0.921166666666667
STXBP4	-0.09475
PDHX	-0.1635
MTA1	0.248916666666667
ZBED4	0.45275
ZNF720	-0.181
CDK2	-1.069
RHOJ	-0.512625
CDC37	0.077
ZER1	0.504
GRK4	-0.12925
PRPH	-1.183
POLR2A	0.307625
OGFOD1	-1.24175
NOL5A	-1.4085
PHEX	-0.524
FLJ16478	0.0625
C20orf117	-1.294
CAMTA2	0.1825
C11orf74	-0.0125
DDX17	0.152916666666667
C5orf27	0.2855
PLEKHA2	-1.0531
PDE4DIP	0.6025
SCN7A	0.78525
ZNF559	-0.0603333333333333
CXCL10	3.14325
ZMYM4	0.388666666666667
STK32B	0.0918666666666667
KIAA0888	-4.5182
TACR3	0.583
CKAP2L	-1.55325
KIF1A	-1.9878
RSPRY1	0.552
VCAN	2.104
CYP27C1	0.302
SYDE1	-0.817333333333333
MED12L	0.8305
ZDHHC21	1.216125
NHS	1.6385
TM9SF3	1.01516666666667
DDHD1	-0.258375
MAFG	-0.693083333333333
BICD2	0.5223
C14orf119	-0.0806666666666667
C14orf43	0.727214285714286
CDH7	-1.28175
ALKBH5	-0.312071428571429
JUP	1.84625
TMEM41A	-0.097
MAMDC4	-0.4965
CBX3	-0.274625
LRRC18	0.5355
RBMXL2	-1.04475
PLA2G4D	0.4955
FGF13	-0.55325
KIF3A	0.0128333333333333
PDIA6	-0.094
DCXR	1.0225
CASKIN2	0.946
EHD1	0.795333333333333
MARCKSL1	1.0295
ZNF496	-0.0111666666666667
SCAF1	0.6755
KCTD8	-0.82275
TRAF3IP3	0.292571428571429
LSR	1.58625
CXorf1	0.095
C14orf112	0.365166666666667
EIF2B1	0.09175
OMP	-0.071
GSTZ1	0.341
LOC92017	0.96975
ISLR2	1.733
C12orf36	0.442
GATA2	-2.024
GABRA5	-2.3915
CELSR2	1.45714285714286
STAM2	1.2927
TNAP	-1.0535
PTPMT1	-0.651666666666667
GRP	7.05
SV2A	-1.84066666666667
MAGEA12	-4.63475
CACNG1	3.034
C18orf19	-0.63325
GSG1	-0.912333333333333
PTPRJ	-0.154928571428571
FRMPD1	-0.3505
ZNF668	0.48425
PLEKHJ1	-0.26225
ADAT1	-0.6916
TMEM50A	0.7795
UCN3	0.0495
HOOK1	1.495375
IL17B	0.528
MLKL	-1.20966666666667
TTC14	-0.575166666666667
KLHL5	1.97525
CRYL1	0.205333333333333
FOXH1	0.01
NFYB	-0.473625
PPM1G	-0.27625
GOLGA2LY1	-1.54525
NMT1	0.053375
HADHA	-0.1079
CHSY-2	3.27025
PLEKHF1	0.356571428571429
SAGE1	-2.5735
MUSTN1	-0.41275
SUHW4	1.39875
TFEB	1.3895
ZFYVE27	-0.1425
ATG12	-0.294333333333333
BMI1	1.87521428571429
ZIM3	-0.561333333333333
MYH4	-0.767
MASP1	-1.2055
KIAA0984	1.646
RPAP2	-0.48975
ASB5	0.308
BOLA3	-1.25183333333333
MIA3	0.834166666666667
KRT35	0.342
KIR3DL3	-1.137
MRPL51	-1.135
SEMA3F	1.395
NDUFB2	0.2475
LOC253012	-1.22225
FAM46C	1.4049
G6PC	-2.526625
CSAG3A	-5.40633333333333
PREX1	2.936
SLC25A45	-0.073625
MAPKBP1	0.5321
CPE	0.2179
GNB1	0.4125
CXCR6	1.2315
TRIM46	0.252
C16orf3	0.47
HPSE	0.742
TIGD3	1.2595
SPG3A	2.6035
LCAT	-1.1635
ST6GAL1	-1.78611111111111
POMC	-0.16725
FLJ36031	-0.562666666666667
NSMAF	-1.01616666666667
SKIL	0.9155
ADSS	0.474666666666667
HMGCS1	-0.9601
POLR3F	-0.231333333333333
RAB10	0.552875
ZNF277P	-1.0005
ZBTB7B	1.092625
DHRS1	0.962
ABCC13	4.5725
CNOT3	0.462
NFKBIA	1.258
GAK	0.333166666666667
SFT2D2	1.1015
HOXA6	0.196
CRTC1	0.57675
LY6D	-1.70816666666667
C20orf72	-1.26716666666667
CPT1A	-1.2325
LMO1	-0.286
EIF3I	-0.2305
PRB4	-0.02425
MCM3APAS	-2.567875
C20orf132	-0.2144
FOXF2	-1.97175
S100A12	-0.29275
MLH1	-0.12
ACTN1	1.4854
MRPL36	-0.961666666666667
C20orf106	-0.34375
FBXO6	2.1105
MKS1	-0.512166666666667
CX3CR1	-0.754875
PDE1B	1.255
PLP1	-4.1415
KISS1	0.0931666666666667
C14orf2	-0.548333333333333
TBC1D3P2	-0.4055
COMMD6	0.8483
ANKRD7	-1.975
PTCHD1	-2.348
NARS2	-1.07675
DOCK7	-0.49125
FAM127B	0.124625
LOC390243	-0.151833333333333
N6AMT2	0.06
ZNF391	-1.1015
DNAJB14	0.118166666666667
WRB	0.03875
BPI	-0.569166666666667
TTC4	-0.162166666666667
FAM10A5	0.04625
GOT1L1	0.368666666666667
MAGED1	0.395
RESP18	0.19075
WFDC6	-0.470666666666667
MT2A	-0.939
C11orf56	0.19425
KIAA1432	0.8215
ROR1	-1.591625
HSD17B14	1.54333333333333
ZFAND2B	0.353
SAMD4B	0.558
HEXA	0.11725
HNRNPU	0.0187272727272727
USP39	-0.439875
NRD1	-0.2875
R3HDML	0.5505
FLT4	0.389
OMG	-0.178666666666667
OR52N4	0.418
LOC399818	-0.227
ELA2	-2.91425
VENTXP1	-0.8695
RFC5	-1.3225
OR52L1	0.7795
PAX5	-0.9125
FBXO2	0.07775
GMEB1	0.131
AKT3	-0.606
CRB1	-0.956166666666667
CTTN	0.677166666666667
UTP15	-0.6535
HSBP1	-0.321916666666667
PHF11	1.84125
NDEL1	0.198166666666667
USP8	0.15725
BAIAP2	0.7709375
SI	0.194
ARSJ	-1.13566666666667
BAAT	-2.80875
KCNS3	3.105
LOC126147	-0.460166666666667
TMEM37	-0.4785
C1orf162	2.93533333333333
MBD1	0.3648
ITGAL	0.145333333333333
WDR73	-0.351833333333333
GKN2	-0.283
ARFGAP1	-0.530375
SLC5A8	-0.723
ZBTB40	0.4995
CYP4B1	5.86266666666667
LYPLAL1	-0.07125
CHST3	-0.29725
MAP3K9	0.4115
BTAF1	-0.799333333333333
TFAP2E	0.2105
RBM35B	0.3565
LOC441251	-0.484
ANKRD25	-0.815722222222222
UQCRC2	-0.523
MAEA	0.458666666666667
HYAL1	-3.3859
RNPEPL1	0.154
CPSF2	-0.469875
PSD3	0.9415
ABCA13	-0.363625
AGR2	1.732125
GBX1	-0.88
HDLBP	0.695857142857143
ACY3	-1.05825
HECW1	-0.46575
ZNF519	-0.685
HOPX	3.43625
ZNF304	1.09625
OR12D3	0.157
FKSG43	0.5305
METTL1	-0.24975
MFSD3	0.7324
PSPH	-1.828
CLCA3	-0.604
DARS2	-1.17666666666667
CDC25A	-1.77533333333333
BAIAP2L1	-0.11825
B3GNT5	-0.9235
USP29	0.1325
ARHGEF10L	1.0643
ATOX1	0.15025
ADAM30	0.08575
DNASE1	0.41725
STT3A	0.275916666666667
RAB6IP1	0.9085
PTN	0.8158
C1orf106	-1.80738461538462
HECA	1.60425
RNF122	-0.0585
SLC22A18AS	-0.138333333333333
GNG8	0.273166666666667
ELP4	-0.31075
FAM65A	0.2435
RPL10A	-0.117166666666667
IRS4	0.2215
MACF1	1.5149
SEC24D	1.06875
LOC374395	0.58175
TGFB2	2.842375
MDFIC	0.02425
CHRNE	0.432166666666667
PCMTD2	-0.808333333333333
ATP6V0D1	0.4675
MTA2	0.39175
LZTR1	-0.986666666666667
RAP1A	-0.305833333333333
AXIN1	0.277
POLR1C	-0.16625
TRIO	0.0285
PLXNA4A	-0.597
C5orf33	-0.32025
DEPDC1B	-2.334875
ZNF473	-0.0216666666666667
MTM1	0.795125
GPR107	0.296666666666667
CSNK1A1L	0.406
FLJ14154	1.134
NLRC4	3.712
ENPP4	1.58916666666667
PADI3	0.031
RNF170	-0.123875
CG018	0.332
C16orf7	-0.0915
KCNE1	0.438
NRM	-0.492666666666667
SLC37A3	0.5475
TPD52L2	-0.663166666666667
UNC5B	2.71775
C12orf12	0.5975
SDHB	-0.536
CLRN1	0.24725
NUDT10	0.041
UGT3A1	0.288571428571429
FBXW8	-0.1445
RHOF	-0.063375
PTPLAD1	-0.176625
MYO3B	-0.93
DERA	-1.50075
TPP2	-0.34475
C19orf53	-0.167333333333333
GINS3	-1.137875
ST6GALNAC5	0.592
CHSY1	1.0055
MGC15705	-0.2055
GPR83	0.377
EXT2	-0.020625
DOLK	0.59525
TUBAL3	-1.34225
ACVRL1	1.8915
ABL2	-0.3705
C14orf156	-1.34733333333333
PTPRZ1	-4.67475
DIP2C	0.91375
LAMP1	1.5265
RXRA	0.2097
MAP3K5	0.146
ALKBH1	0.395666666666667
PDLIM7	0.518375
ARL14	-3.1685
SNIP1	0.259166666666667
TIMP3	3.18866666666667
RGS3	0.657166666666667
SPAG16	0.1566
ABHD4	0.462
ARHGEF12	1.121
GLUD2	-0.315
RAC2	-0.3319
UAP1L1	-0.099
SLC18A3	0.0755
YOD1	-0.343583333333333
RALY	0.045
HMOX2	0.86775
DGKH	0.0345
DBNDD2	1.346
YIPF4	0.1965
THAP10	0.266
ZNF513	1.1145
HAGHL	0.455333333333333
ITGB4	1.51366666666667
CCDC141	-2.3885
YTHDF3	0.67725
C5orf28	0.3065
RPL7L1	-0.562
TMEM30B	1.37185714285714
ANKRD35	1.6425
DUOXA2	-0.485
TBC1D5	-0.214
DFNB59	0.0045
HRH4	0.4395
MYO6	3.2656
DNAJA4	2.5485
RBM24	1.967125
CEACAM20	-1.2335
RBM23	0.521285714285714
NGFB	-0.2805
C1orf63	-0.2701
KRTAP7-1	-0.1155
PERLD1	1.781
NPB	0.394
C17orf59	0.215
HSPBAP1	-0.79225
SLC15A4	0.543375
PRTFDC1	-0.91425
OSMR	0.176714285714286
CYSLTR2	-0.2165
C19orf25	0.5639
KIAA1797	0.1455
NLRP6	0.1125
FAM105B	-0.2452
SCRN2	0.0541666666666667
LRRC58	-0.0245
RNF17	0.467125
NEIL3	-2.1895
FAM137A	-2.38125
SKP2	-3.01425
PARVA	1.35841666666667
PKLR	-2.2215
RNF34	0.2305
A3GALT2	0.177
C12orf50	-0.209666666666667
SUNC1	-2.471
FAM102B	0.4235
CCT2	-0.73725
LRRC37A2	-0.8005
ARF4	1.008
SIKE	0.26775
C8orf48	2.79966666666667
MBTPS1	0.116285714285714
GPSN2	0.2035
NCF2	3.31225
SLC12A6	-0.109666666666667
MRPL48	-0.653
HMGN3	-0.5435
LRRC62	-1.34
PAX9	1.742875
FAM55A	0.4155
C20orf42	-2.88983333333333
SCML2	-2.254
BCL9	1.002
FAM40A	0.0605
C9orf41	-0.640666666666667
ZNF774	0.4975
LETM1	-0.6375
PLXNB1	0.896
NIPSNAP1	-0.5935
USP10	-0.91375
F9	0.317
LIPE	1.4795
CNGB3	-0.581
C12orf52	-0.0125
PI4K2A	0.240875
MED8	-0.0425
STAT4	0.9651
FGD4	-0.216166666666667
RNF145	-1.88166666666667
WDR32	1.5599
CLDN2	0.600666666666667
TCEAL8	0.4265
ZMYND8	-0.4462
PDXK	-0.4806875
GATAD2A	-0.43375
PTGES3	-0.5905
CCM2	-0.1575
TAP1	0.83
ZNF670	0.2855
ETS2	-0.947642857142857
C6orf166	-0.267666666666667
PRMT2	0.437357142857143
OR4B1	0.2475
INTS8	-0.707
CCDC102A	-0.31
CCDC83	-1.50516666666667
ITGA1	0.3669
EPHA5	-1.7984
FAM24B	-0.857
TSGA10	2.229
HAL	-2.20283333333333
MYOT	-0.227
SPACA3	0.1645
BCL2L2	-0.255666666666667
CUGBP2	0.212333333333333
CCNB3	2.2675
RNF113B	-0.278
MERTK	1.15475
BAG1	1.11925
VPS36	0.24175
ORMDL3	-0.0376
C1orf190	-0.22075
ZNF625	0.15825
CORO2B	-1.96925
ALOX15	-0.6255
CST1	-0.243
NUPR1	2.08866666666667
CCL7	2.11225
SMCR5	-2.9675
DSC2	2.906
RBMS2	0.17675
GRIK4	0.754
TRIM65	0.028
TMPRSS6	1.342
TP53INP2	0.668
GLB1L	1.31683333333333
LOC388284	0.378666666666667
PUS1	-1.26535714285714
BCL9L	0.765
OLFM1	-2.11525
RET	2.328125
MASTL	-1.29916666666667
ALX3	-0.06475
IL1RL1	0.208833333333333
ZNF765	-0.1506
C14orf138	-0.0975
SNX10	-1.1705
TAC4	0.29
C1orf64	3.5505
POGK	1.06025
MAPK9	0.71225
ZNF366	2.43075
C8orf79	1.944
CLDN7	2.42625
OR5AT1	0.175
TRIM37	-1.81475
LRRC25	3.34275
GRHL2	3.1135
TEKT3	2.48525
LASS5	0.201333333333333
ABCC4	-1.95475
DLG3	0.902125
VGLL1	0.29275
ZFP36L2	0.6605
MFRP	0.0115
KIAA1799	-0.06175
FLJ44379	1.0615
PCNX	-0.16275
ANXA9	3.218
CYP4V2	1.081
PIK3C2A	0.14225
SRR	0.168
NOL3	-0.2975
IFITM2	2.115
ARNTL2	-1.30775
ZNF595	0.32775
NLRP13	-0.1925
ASPH	0.360125
CPA2	0.2575
PVRIG	-2.28516666666667
LEPR	-0.264666666666667
C16orf42	0.363833333333333
SH3BGRL	3.36475
FAM77D	1.79583333333333
FNDC7	-0.9695
C9orf6	0.2015
NOTCH2NL	1.445
PGBD1	0.0356666666666667
SYNGR2	1.543
PITPNA	-0.2784375
PRPF4B	-0.3528
SLC43A3	-1.25271428571429
NRBP1	0.68175
SLC25A22	0.33475
ILK	1.068
SLC22A8	0.576333333333333
MRPS7	0.053125
PITX2	-1.03125
FABP3	0.142
OR1L1	0.4905
LOC728215	-0.42125
BLID	-2.403
KIAA1217	2.94811764705882
TFPT	0.3845
AP4B1	-0.29725
VBP1	-1.33975
OR1K1	0.3595
MORC3	0.51275
BHMT2	-0.123666666666667
C3orf10	0.5735
FZD7	1.049
WFDC10A	-0.2785
PMS2CL	-0.518375
CCDC32	0.438166666666667
FA2H	-0.9775
ALG13	-0.2405
TTLL7	0.8394
SPOCK3	0.09325
SLC13A2	0.9435
AIM1	1.558
GPRC6A	0.68
EGR2	3.70825
MED11	-0.04375
WWC1	1.11675
SH3GL3	-4.52675
RIF1	-0.589142857142857
PRLH	-0.1775
VLDLR	-1.027
DBT	0.185375
C21orf63	0.554
CGGBP1	0.053125
KRTAP12-2	0.03
TADA3L	0.238125
ZBTB16	0.9305
PDGFB	2.085875
RFX1	0.599125
UQCRB	-0.6803
LOC133874	-0.63
HPS3	-1.48
LGALS3BP	1.2736
DKFZP564O0823	4.11257142857143
MRFAP1L1	0.5965
HOXA10	1.05666666666667
NGB	0.3105
KIF21A	-0.00330769230769231
IFLTD1	0.2775
LZTS1	-0.39375
ARHGEF3	1.85725
RHBDL3	-2.146
CSNK1G2	-0.0680833333333333
ChGn	-1.966625
KIAA1244	2.3825
GABRB2	-0.1005
MGC72080	-1.0545
CD27	1.829
EGLN1	-1.4716
PEX13	0.65375
RWDD3	-0.249
RNF12	-0.7525
GRIN2B	0.103
ADAMTS14	-0.305375
DYDC2	1.138
ATP6AP1	0.8786
NR1H2	0.216666666666667
PDK2	0.18475
C3orf17	-0.267833333333333
SLC38A2	-0.332357142857143
SLC25A29	0.185833333333333
C15orf29	0.63325
ADAM9	0.6355
TMUB2	0.26
GPR176	0.4735
AGK	-0.73725
MCCD1	0.508
NDUFA4	-0.07975
TMEM146	-0.72625
DUSP1	0.96025
UNQ6975	0.413
EMX2OS	4.05125
INSM2	-0.2005
LUZP4	-0.49125
SETD6	-1.378
P2RY2	2.67575
SLC45A2	-1.8835
RABGAP1	0.5555
UBXD5	1.020375
GPRC5A	0.2147
PAK3	1.7495
LOC63920	-0.46725
TGFBR1	0.9186
KRTAP6-3	0.0665
SFMBT2	-0.5345
CDC42	0.318625
C11orf35	1.1385
TTLL2	-0.16075
UACA	0.93325
CD97	-1.2338
SETD5	0.041375
NINJ2	-0.0025
