Hybridization REF	TCGA-AO-A0JF-01A-11R-A056-07
DLGAP1	-0.50425
PGLYRP1	0.05675
OVCH2	-0.1805
IRF7	0.918
SET	-0.6029
NAB2	-0.572333333333333
LRP5L	-1.517
FAM120A	0.5339375
ASCL2	-0.305333333333333
SHH	-0.34
ATP5H	-0.0933333333333333
THPO	-0.419333333333333
TYRP1	-3.6585
HIST1H3E	0.608166666666667
EIF2S1	-0.107444444444444
TNFRSF17	-3.5924
TARSL2	-0.11375
NKX2-8	0.50225
C1orf115	1.9275
LOC56964	0.404
KIAA0841	-1.4315
ISCU	0.5285
TTMA	-0.414
ZNF414	0.192
LOC441150	0.378
RAB15	0.60725
HBP1	1.80533333333333
TNNT2	-2.44166666666667
CECR5	-0.6805
PHGDH	-3.288375
JRK	-0.5107
XPO4	-0.59075
FAM131C	0.963
ARHGAP25	1.8338
CA9	-3.88222222222222
GPR62	0.267666666666667
TLX1	-0.323333333333333
GPS1	-0.248
OR2M2	-0.4645
BDP1	-0.715071428571429
FAM70B	0.65325
RPS29	0.0901666666666667
MKLN1	-0.251
TSPAN19	-3.5005
SLC29A3	1.0546
LGALS4	-0.393
USH2A	0.438
NF1	0.0323333333333333
APOBEC3A	1.428
IMPAD1	0.727833333333333
OLR1	3.00366666666667
NRAP	-0.467
HCFC1R1	0.437666666666667
TAOK2	0.155666666666667
MCM10	-3.803
MAP4K3	0.342083333333333
CBS	-2.98925
CLK3	-0.7002
PCDHGA5	0.4005
ELF4	0.521875
FAM71A	-0.597
C11orf49	-0.45025
CLIP2	-0.6025
BTBD9	0.4471
ZNF524	1.127
KDELR1	-0.112
ZNF509	0.297
NCSTN	0.963
ZNF533	3.45614285714286
PARP4	-0.00525
GALNT9	-0.642333333333333
NPY	-3.0985
BEGAIN	-3.12066666666667
TMEM77	1.344
FOXRED1	-1.69466666666667
SLC16A2	1.61616666666667
SLC35B1	-0.365
GK5	-0.155916666666667
SDCCAG10	-0.68225
C4orf20	0.79675
SLC9A2	-1.64175
ADD1	0.341571428571429
TAL2	-1.28333333333333
ACLY	0.04625
DNAJC1	1.542
SOST	-2.8335
USP43	0.926333333333333
CYP4F12	-1.6255
FKBP5	0.27975
CHCHD5	0.8545
NUDT22	-0.16625
CCDC85B	-0.52175
OR51G2	0.6055
STRN3	0.634928571428572
TMOD2	0.65675
FLI1	1.6145
MAB21L2	0.176166666666667
DGKQ	0.471
VPRBP	-0.2445
SCNN1B	-0.8919
ECHDC3	1.6459
TMEM106C	-0.63075
CSNK2A2	-0.72
RPL39	-0.26
HERC3	0.2052
ZBTB47	0.715
ZNF681	0.05075
PAGE2	-3.00925
CLIC5	3.75278571428571
RABAC1	0.9595
ZFHX2	0.47775
YPEL1	0.631833333333333
KIAA0776	1.087
NR1D2	0.659
DNAJC4	0.537125
NPNT	3.8594
ZNF677	0.5665
ZNF536	-0.85325
MEF2B	0.02075
PTPN4	-0.837875
CTCFL	-6.207
STX5	0.509666666666667
CD72	2.563
VEGFA	-0.839210526315789
XRCC1	-0.5633
MAS1L	0.609333333333333
ELL	0.0136
SETBP1	1.76825
CDH11	4.109
NDC80	-2.61946153846154
DMBX1	-3.22425
NRSN1	0.064
BAT2D1	-0.259625
CDS2	0.6065
C1orf212	0.2175
SENP3	-0.55975
IL1F9	-1.614
EEF2K	-0.33525
COG8	-0.2345
CEP72	-2.37125
OR1L8	0.661
MUS81	-0.818
PHYH	0.454625
GGT6	1.6655
C22orf23	-1.17108333333333
C13orf33	4.775125
MAPK8IP2	2.03325
NELL2	2.96475
POU3F2	-4.033
ALPK1	1.454625
MRPS18C	-0.31125
RPLP2	-0.22975
FGF22	0.2005
SPNS1	-0.5595
ZFP1	-0.07425
IL1RAPL1	-0.705
PCSK9	-3.07133333333333
NKX2-1	0.0183076923076923
C6orf189	2.79125
SP4	-0.8025
SLC11A1	1.6689
C21orf25	1.394
ICAM2	0.998
SH3GL1	-0.275
GSK3B	-0.273833333333333
RALB	1.317875
PDXP	-1.96
GNGT1	-3.1965
KIR2DL1	0.6225
TNFAIP3	0.119
C6orf32	0.5674
CBLN2	3.7005
PANK3	0.82225
TAAR9	-0.0545
WDR82	0.395357142857143
APOM	-3.393375
TRIP10	-0.10375
SPATA16	0.458833333333333
C1orf135	-3.41
USP51	0.34675
TESK1	0.834
C11orf64	-0.063375
ZNF611	-0.493
PDE6G	0.628833333333333
HLA-DQA1	3.807875
GCLC	0.69225
SEC61A1	0.0541428571428571
TWSG1	0.529666666666667
ZMYND10	2.9775
CTDP1	0.263375
ADAMTS6	0.0392
SLIT1	-2.60825
KRT86	-1.721
KIAA0574	0.9385
GTPBP2	-0.9465
PQLC3	1.88625
PRRX2	0.255666666666667
C15orf44	0.148166666666667
MKKS	-0.40725
C11orf10	-0.31125
GPR110	0.55675
CD109	-0.0306666666666666
ADCY1	0.348166666666667
RHBG	-3.51775
TP53I3	0.4875
SLC22A3	-0.9106
UCP2	0.24125
FOXG1	-2.95966666666667
OR2AG1	0.2465
TRIM24	-1.44475
PROC	-2.96925
TAAR6	0.4345
AMTN	-1.5295
C10orf47	0.143
DEPDC1	-2.951
FLJ45557	4.32125
ZDHHC17	-0.056625
KIAA1429	0.2165
KCNH1	0.9165
VNN3	0.0272857142857143
PSMAL	1.4925
PPARD	-0.2115
HFM1	-1.4585
YBX1	-0.830833333333333
ZNF695	-2.974
SCTR	0.4415
DCDC1	0.227
VPS26B	0.4114
MTF2	-1.10183333333333
ATP6V1F	0.00874999999999999
CCDC94	-0.4605
PERF15	0.815
CCL11	3.452
LMO7	-0.647125
DCST1	0.2
ADRBK1	0.049875
CDRT4	0.25425
ZNF84	-0.42725
HOXD8	1.9415
STARD8	0.459833333333333
FOXP2	-0.608
CCDC103	0.5085
POLR3A	-1.2195
GSC	1.54433333333333
ZNF114	-2.30033333333333
HTR7P	0.315
LALBA	-0.222
RMND5A	-0.100333333333333
PSCD2	0.89575
ZNF409	0.295
KRTAP1-3	0.118333333333333
MAF1	-0.17325
LOC201725	-0.601166666666667
NRN1	-0.541625
SPAG5	-3.779
DNAH7	2.29083333333333
FLJ43860	-0.0235
BRCA2	-2.2185
ACADM	0.25475
CXXC6	-3.51375
RAGE	-1.158875
CHMP2A	0.70475
FAM8A1	0.7314
GPR21	1.1335
SLC12A3	-2.93083333333333
FVT1	0.612928571428571
ZDHHC7	-0.41475
FLJ44048	0.71775
SLC44A3	2.62533333333333
SDSL	0.906333333333333
MMP8	-1.181
PLA2G12B	-4.175
ACY1	-0.81075
MT1E	0.156333333333333
OR4K15	1.391
TECTB	-1.0295
GPR20	0.56925
IRAK2	-0.443
RFPL3	-0.392857142857143
MYO9A	0.149
NARG1L	-0.422916666666667
BLMH	-0.33875
CCDC3	3.72366666666667
C9orf21	-0.051
KIAA0513	0.374666666666667
MIER2	0.23875
PNMA2	-1.44975
SH3BP2	0.4391
ANXA10	-2.089
RTN2	0.780833333333333
TFB1M	-1.62
PRPH2	4.08625
C14orf133	0.34
GOLGB1	1.10491666666667
IRX4	-0.643125
NFKBIL1	-0.453333333333333
C10orf62	-0.4345
APBB3	-1.09475
RPS10	-0.0723
LOC728378	1.11725
TLE3	1.04661111111111
PSMB7	-0.82825
MESDC1	0.225
SLC6A1	1.74
OCLN	0.709583333333333
PTTG3	-3.19866666666667
NAGLU	-0.129
SERTAD4	2.373875
SPRY1	1.79475
FLJ10781	0.43225
MYSM1	-0.0355
TRIM4	0.6695
SH3YL1	1.40625
TREM2	4.03583333333333
SERPINI1	4.1745
HDHD3	0.484625
TMEM38A	-0.417875
EID2B	-0.68625
TDRD3	0.279333333333333
SEDLP	0.55475
THSD7A	3.019
NDST3	-1.723
KLHL15	-0.441583333333333
DHRS12	2.2395
FBXO9	-0.0197857142857143
TNPO1	0.0460833333333334
MRPL13	-0.4845
SNX5	-2.44616666666667
METTL6	-0.3255
SOD1	0.051875
CHML	-1.2685
PACS1	0.658625
SIRT5	-0.5569
CAPN2	1.051
FXYD5	0.0243333333333333
TWISTNB	-0.68225
LRFN1	0.350166666666667
UBE1L	1.578
UBE1C	0.76625
OR51B2	-0.214
OR4D11	0.22
C15orf2	0.3405
NR4A1	-0.298
LOC339047	-2.88575
TRIM17	-1.417375
ATP5G3	-0.225285714285714
RPL15	-0.16925
ADAMTS8	0.1565
HOXC4	0.2635
C14orf37	2.7855
CEACAM5	0.293
MYT1L	-1.2746
RASA2	-0.13525
OSBPL7	-1.0515
STAG1	-0.158
GIMAP4	5.30533333333333
FUT3	-1.44466666666667
PIF1	-3.352625
LPIN2	0.0386
SH3PX3	0.977
PDP2	-0.993
PAPD1	-0.377875
ERP27	4.8395
APOOL	-0.5982
DIABLO	-0.07825
TRHR	0.116
ARMC9	0.263875
RNF152	3.0265
SLITRK3	0.165833333333333
ZNF211	0.6947
PFDN1	0.11625
RGS11	-0.36925
HS6ST1	0.5658
AKR1D1	-1.88775
TNP2	-0.1106
STK31	0.605
EML4	-1.15933333333333
SGTA	-0.687833333333333
HIST1H2BI	-0.04
PSMD6	-1.22916666666667
KIAA1257	1.78425
C18orf55	-0.253666666666667
FLJ20273	2.480375
RPL28	-0.860666666666667
EPYC	4.26675
NOX3	-1.687
ELAC1	0.579
METT11D1	-0.847
BIN2	0.173666666666667
NACA2	0.12125
CCDC17	-1.3915
HM13	-0.6296
UBOX5	-0.459375
UBE2O	-0.80875
UBL5	0.12825
APOLD1	1.114625
C9orf31	0.60975
TNFSF8	0.104
ARHGAP29	1.61875
PROKR2	0.556
PDE5A	0.355833333333333
C6orf12	0.258
TOM1L1	0.6475
WHDC1	0.077875
FOXI1	0.487166666666667
RAB4A	0.9542
TMEM39B	-0.62125
ATPBD1C	-0.516
FARSA	-0.9895
PLEKHG5	0.81275
CMAS	-0.729666666666667
OR7E24	-1.0825
SLC30A1	0.05525
CDC42EP5	1.45283333333333
PLAC1	-1.57575
KLHL18	-0.16575
LBA1	1.3002
TAZ	-1.3935
CRIP2	2.153625
BTBD11	-1.263
C16orf72	0.823
DIO2	2.828
LRRCC1	0.104
CCDC136	-2.657
PRX	0.132625
RBM5	-0.2406
TMEM85	0.23475
TUBGCP4	-1.44816666666667
APLN	1.3905
CDK7	-0.452666666666667
SSR2	1.256
CRELD1	-0.18225
C19orf46	1.6385
GAL3ST4	1.06783333333333
KBTBD10	1.46075
IL28A	0.105
WDR27	-1.081
MCM2	-2.1175
SOX14	0.96
FLJ39743	0.9145
KIAA0922	-0.261375
HIPK4	0.421
FLJ25758	-0.111
C16orf57	-0.835333333333333
PDZD2	2.226125
MCC	2.0785
HHLA3	-0.2883
ID2	0.466
C20orf23	1.94716666666667
ZNF688	0.7415
APOC2	-2.30933333333333
LOC440093	0.115
FAM50B	2.21666666666667
PWP1	-0.737
DNAH10	-0.063
HIST1H2BA	0.00933333333333334
GPR56	0.0823333333333333
METAP2	-0.337125
PAN3	0.502833333333333
STXBP4	0.18125
PDHX	-0.493
MTA1	0.02575
ZBED4	0.1535
ZNF720	-0.06975
CDK2	-1.93925
RHOJ	1.775875
CDC37	-0.441
ZER1	0.325125
GRK4	0.4975
PRPH	-0.69
POLR2A	0.459125
OGFOD1	-1.4075
NOL5A	-1.986
PHEX	0.839
FLJ16478	-0.55525
C20orf117	-1.565
CAMTA2	-0.13625
C11orf74	0.580666666666667
DDX17	0.233833333333333
C5orf27	0.096125
PLEKHA2	-1.0779
PDE4DIP	-0.4206
SCN7A	0.9185
ZNF559	0.153666666666667
CXCL10	3.42675
ZMYM4	0.187833333333333
STK32B	1.19546666666667
KIAA0888	-1.6478
TACR3	0.877
CKAP2L	-1.64875
KIF1A	-1.27716666666667
RSPRY1	0.60375
VCAN	2.33275
CYP27C1	0.084
SYDE1	-1.12866666666667
MED12L	-0.40575
ZDHHC21	1.2905
NHS	1.0735
TM9SF3	1.20966666666667
DDHD1	-0.5925
MAFG	-0.839666666666667
BICD2	-0.0815
C14orf119	-0.1106
C14orf43	0.432571428571429
CDH7	-1.1405
ALKBH5	-0.089
JUP	0.919875
TMEM41A	-0.226166666666667
MAMDC4	-1.74883333333333
CBX3	-0.572
LRRC18	0.291
RBMXL2	0.257
PLA2G4D	0.643333333333333
FGF13	0.587125
KIF3A	0.539
PDIA6	-0.0115
DCXR	0.25525
CASKIN2	0.6225
EHD1	0.189
MARCKSL1	0.372333333333333
ZNF496	-0.549166666666667
SCAF1	-0.00383333333333332
KCTD8	-0.90125
TRAF3IP3	0.994357142857143
LSR	0.6365
CXorf1	0.134833333333333
C14orf112	0.5055
EIF2B1	-0.065
OMP	0.3105
GSTZ1	0.78325
LOC92017	1.1115
ISLR2	2.7205
C12orf36	0.888
GATA2	-0.643333333333333
GABRA5	-2.1555
CELSR2	-0.635571428571429
STAM2	1.1988
TNAP	1.0325
PTPMT1	-0.601833333333333
GRP	6.80875
SV2A	-1.765
MAGEA12	-4.714
CACNG1	1.8435
C18orf19	-0.7165
GSG1	-0.753166666666667
PTPRJ	-0.140142857142857
FRMPD1	-0.0475
ZNF668	0.07375
PLEKHJ1	-1.083125
ADAT1	-0.9111
TMEM50A	1.2808
UCN3	-0.326
HOOK1	0.8805
IL17B	0.17
MLKL	-0.898666666666667
TTC14	-0.432
KLHL5	1.097
CRYL1	1.20766666666667
FOXH1	-0.407
NFYB	-0.035875
PPM1G	-0.717
GOLGA2LY1	-2.097
NMT1	-0.507625
HADHA	-0.2104
CHSY-2	3.2905
PLEKHF1	0.9305
SAGE1	-2.92
MUSTN1	1.17725
SUHW4	1.20875
TFEB	1.28083333333333
ZFYVE27	-0.54675
ATG12	-0.412833333333333
BMI1	2.35164285714286
ZIM3	0.231333333333333
MYH4	-0.22
MASP1	-1.17183333333333
KIAA0984	1.136
RPAP2	-0.41375
ASB5	-0.498333333333333
BOLA3	-0.9475
MIA3	1.2285
KRT35	0.7215
KIR3DL3	-1.5725
MRPL51	-0.401
SEMA3F	0.641666666666667
NDUFB2	0.652333333333333
LOC253012	1.74
FAM46C	-0.3293
G6PC	-3.52028571428571
CSAG3A	-5.14216666666667
PREX1	0.908
SLC25A45	-0.184125
MAPKBP1	0.000200000000000022
CPE	0.8649
GNB1	-0.016125
CXCR6	3.124
TRIM46	0.0385
C16orf3	0.242833333333333
HPSE	1.2185
TIGD3	-0.645
SPG3A	2.1585
LCAT	-1.86733333333333
ST6GAL1	-0.810777777777778
POMC	0.535
FLJ36031	-0.4695
NSMAF	-0.6245
SKIL	1.011
ADSS	0.952666666666667
HMGCS1	-1.5513
POLR3F	-0.1495
RAB10	0.252875
ZNF277P	-0.225625
ZBTB7B	1.04325
DHRS1	0.156375
ABCC13	3.789375
CNOT3	-0.146
NFKBIA	1.1545
GAK	-0.0961666666666667
SFT2D2	1.1975
HOXA6	0.4825
CRTC1	0.452125
LY6D	-1.613
C20orf72	-1.63633333333333
CPT1A	-0.0315
LMO1	-2.124
EIF3I	-0.2305
PRB4	0.47375
MCM3APAS	-2.67625
C20orf132	-0.2036
FOXF2	-2.1155
S100A12	0.50675
MLH1	0.00566666666666665
ACTN1	0.3423
MRPL36	-0.756166666666667
C20orf106	-0.9815
FBXO6	1.28983333333333
MKS1	-0.1615
CX3CR1	0.222125
PDE1B	1.5615
PLP1	-1.87225
KISS1	-0.3656
C14orf2	-0.658
TBC1D3P2	-1.64425
COMMD6	0.9386
ANKRD7	-1.49175
PTCHD1	-2.476125
NARS2	-0.8565
DOCK7	-0.79925
FAM127B	-0.344875
LOC390243	-0.212166666666667
N6AMT2	0.83275
ZNF391	-0.7035
DNAJB14	0.8335
WRB	0.336875
BPI	0.323416666666667
TTC4	-0.230333333333333
FAM10A5	-0.09025
GOT1L1	0.343777777777778
MAGED1	0.417625
RESP18	-0.39475
WFDC6	3.33925
MT2A	-1.6725
C11orf56	-0.27225
KIAA1432	0.0405
ROR1	-0.38025
HSD17B14	1.18583333333333
ZFAND2B	0.236625
SAMD4B	-0.02525
HEXA	0.20725
HNRNPU	-0.210363636363636
USP39	-0.387
NRD1	-0.4675
R3HDML	0.26825
FLT4	0.826833333333333
OMG	0.0225
OR52N4	0.361
LOC399818	-0.1935
ELA2	-1.98925
VENTXP1	null
RFC5	-1.7715
OR52L1	-0.336
PAX5	-0.7005
FBXO2	-1.2835
GMEB1	-0.1105
AKT3	0.138666666666667
CRB1	-0.846
CTTN	0.2435
UTP15	-0.241
HSBP1	-0.0645833333333333
PHF11	2.054
NDEL1	0.0785
USP8	0.1855
BAIAP2	-0.3054375
SI	0.153333333333333
ARSJ	-0.972333333333333
BAAT	-3.657
KCNS3	2.4205
LOC126147	-0.594166666666667
TMEM37	1.73225
C1orf162	3.51616666666667
MBD1	-0.0867
ITGAL	0.668666666666667
WDR73	-0.537333333333333
GKN2	-0.0588333333333333
ARFGAP1	-1.25975
SLC5A8	-0.7856
ZBTB40	-0.1388
CYP4B1	5.93283333333333
LYPLAL1	0.07025
CHST3	-0.69625
MAP3K9	0.05
BTAF1	-1.21566666666667
TFAP2E	-0.0835
RBM35B	-0.63125
LOC441251	-0.533333333333333
ANKRD25	0.272111111111111
UQCRC2	0.157
MAEA	0.187666666666667
HYAL1	-2.1144
RNPEPL1	0.0316666666666667
CPSF2	-0.28125
PSD3	1.7411
ABCA13	-0.683714285714286
AGR2	1.116625
GBX1	-1.027
HDLBP	0.368142857142857
ACY3	-0.37725
HECW1	-0.396333333333333
ZNF519	-0.64575
HOPX	3.724875
ZNF304	1.268125
OR12D3	0.354
FKSG43	0.23725
METTL1	-0.528375
MFSD3	-0.0129
PSPH	-1.562
CLCA3	-2.5495
DARS2	-1.42616666666667
CDC25A	-2.73366666666667
BAIAP2L1	-1.105
B3GNT5	0.120375
USP29	0.27875
ARHGEF10L	0.6214
ATOX1	-0.1125
ADAM30	0.348666666666667
DNASE1	-1.85875
STT3A	0.10075
RAB6IP1	0.344
PTN	0.8852
C1orf106	-2.98453846153846
HECA	1.8465
RNF122	1.025
SLC22A18AS	-0.115333333333333
GNG8	0.0565
ELP4	-0.21725
FAM65A	0.152
RPL10A	0.2065
IRS4	0.122
MACF1	0.7512
SEC24D	0.9355
LOC374395	0.56575
TGFB2	0.01325
MDFIC	1.04575
CHRNE	0.838
PCMTD2	-0.154166666666667
ATP6V0D1	0.128666666666667
MTA2	-0.01775
LZTR1	-0.736
RAP1A	0.981
AXIN1	-1.11975
POLR1C	-0.27675
TRIO	-0.424166666666667
PLXNA4A	0.471583333333333
C5orf33	-0.0925
DEPDC1B	-3.961375
ZNF473	-0.3715
MTM1	1.02075
GPR107	0.6725
CSNK1A1L	0.651166666666667
FLJ14154	-0.0365
NLRC4	5.27175
ENPP4	3.585
PADI3	-0.699
RNF170	0.1655
CG018	1.4195
C16orf7	-0.48525
KCNE1	-0.45475
NRM	-1.292
SLC37A3	0.262
TPD52L2	-1.0585
UNC5B	2.42275
C12orf12	0.3734
SDHB	-0.10075
CLRN1	0.175375
NUDT10	0.223166666666667
UGT3A1	0.351857142857143
FBXW8	0.16725
RHOF	-0.960625
PTPLAD1	0.094125
MYO3B	-0.2495
DERA	-0.5175
TPP2	-0.63825
C19orf53	-0.165833333333333
GINS3	-1.04625
ST6GALNAC5	3.212
CHSY1	0.776
MGC15705	-0.2405
GPR83	0.2328
EXT2	0.057375
DOLK	0.60625
TUBAL3	-0.676
ACVRL1	2.5852
ABL2	-0.385833333333333
C14orf156	-0.995333333333333
PTPRZ1	-3.925
DIP2C	0.81575
LAMP1	1.440125
RXRA	0.055
MAP3K5	0.737
ALKBH1	0.498333333333333
PDLIM7	-0.04725
ARL14	-2.226
SNIP1	0.136166666666667
TIMP3	2.25458333333333
RGS3	0.793833333333333
SPAG16	0.3257
ABHD4	0.217
ARHGEF12	1.05954545454545
GLUD2	0.2025
RAC2	-0.5236
UAP1L1	-0.9355
SLC18A3	-0.792
YOD1	-0.861333333333333
RALY	-0.495
HMOX2	0.363125
DGKH	0.392
DBNDD2	1.65316666666667
YIPF4	0.605625
THAP10	-0.30675
ZNF513	0.1875
HAGHL	-0.574666666666667
ITGB4	0.665166666666667
CCDC141	-1.1465
YTHDF3	0.9935
C5orf28	0.794
RPL7L1	-1.071
TMEM30B	1.565
ANKRD35	1.909
DUOXA2	-0.62575
TBC1D5	0.04575
DFNB59	-0.246
HRH4	1.236
MYO6	2.5935
DNAJA4	1.413
RBM24	0.063
CEACAM20	-1.32175
RBM23	0.141214285714286
NGFB	0.3165
C1orf63	-1.3761
KRTAP7-1	-1.314
PERLD1	1.25025
NPB	-0.1195
C17orf59	1.0857
HSPBAP1	-0.49325
SLC15A4	0.1155
PRTFDC1	0.4405
OSMR	-0.455214285714286
CYSLTR2	-0.0205
C19orf25	0.265
KIAA1797	0.568
NLRP6	0.001
FAM105B	0.036
SCRN2	0.473166666666667
LRRC58	-0.0924
RNF17	0.453125
NEIL3	-3.8515
FAM137A	-1.33725
SKP2	-3.337
PARVA	1.59208333333333
PKLR	-1.9565
RNF34	0.4405
A3GALT2	0.10875
C12orf50	-0.4002
SUNC1	-1.94325
FAM102B	0.113166666666667
CCT2	-0.81825
LRRC37A2	-0.8195
ARF4	1.2825
SIKE	0.227375
C8orf48	2.01383333333333
MBTPS1	0.362714285714286
GPSN2	-0.284
NCF2	3.51525
SLC12A6	0.0225
MRPL48	-0.477
HMGN3	-0.253166666666667
LRRC62	-1.571
PAX9	-0.39525
FAM55A	0.3725
C20orf42	-4.7368
SCML2	-2.15366666666667
BCL9	0.60325
FAM40A	-0.386
C9orf41	-0.39
ZNF774	-0.23
LETM1	-1.26425
PLXNB1	0.409166666666667
NIPSNAP1	-0.331875
USP10	-0.88025
F9	0.506
LIPE	3.91475
CNGB3	-0.181
C12orf52	-0.40025
PI4K2A	0.2625
MED8	-0.048
STAT4	1.6937
FGD4	0.406333333333333
RNF145	-1.3095
WDR32	1.1525
CLDN2	0.029
TCEAL8	0.98125
ZMYND8	-0.8487
PDXK	-0.3790625
GATAD2A	-1.02925
PTGES3	-0.6585
CCM2	-0.41875
TAP1	1.423375
ZNF670	0.72325
ETS2	0.468642857142857
C6orf166	0.095
PRMT2	0.581571428571429
OR4B1	0.016
INTS8	-1.237
CCDC102A	0.12825
CCDC83	-0.98675
ITGA1	0.6099
EPHA5	-1.80022222222222
FAM24B	-1.45033333333333
TSGA10	3.3075
HAL	-2.04766666666667
MYOT	0.499
SPACA3	0.04975
BCL2L2	-0.291833333333333
CUGBP2	1.40116666666667
CCNB3	0.94275
RNF113B	-0.08825
MERTK	0.65375
BAG1	0.5555
VPS36	0.3425
ORMDL3	0.8663
C1orf190	0.6955
ZNF625	-0.12525
CORO2B	-1.0855
ALOX15	-0.306
CST1	4.381
NUPR1	1.8145
CCL7	0.849
SMCR5	-3.302
DSC2	0.428
RBMS2	0.4635
GRIK4	0.156
TRIM65	-0.3517
TMPRSS6	0.554785714285714
TP53INP2	0.62475
GLB1L	0.913166666666667
LOC388284	0.224666666666667
PUS1	-1.41635714285714
BCL9L	-0.104
OLFM1	-0.260666666666667
RET	1.985625
MASTL	-2.57283333333333
ALX3	-0.13075
IL1RL1	0.753
ZNF765	-0.6397
C14orf138	-0.44975
SNX10	-0.578166666666667
TAC4	0.0905
C1orf64	4.02225
POGK	0.36025
MAPK9	0.4375
ZNF366	5.0165
C8orf79	1.4119
CLDN7	2.346875
OR5AT1	0.4375
TRIM37	-2.1345
LRRC25	3.31675
GRHL2	2.0113
TEKT3	1.3205
LASS5	0.207
ABCC4	-1.05
DLG3	0.8375
VGLL1	-0.430125
ZFP36L2	1.00816666666667
MFRP	-0.3796
KIAA1799	0.33575
FLJ44379	1.1925
PCNX	-0.06725
ANXA9	1.5305
CYP4V2	1.7688
PIK3C2A	0.317
SRR	1.2065
NOL3	-0.70625
IFITM2	1.3815
ARNTL2	-1.6235
ZNF595	0.939
NLRP13	0.244
ASPH	0.14925
CPA2	0.014
PVRIG	-1.06216666666667
LEPR	0.903666666666667
C16orf42	0.0753333333333333
SH3BGRL	3.69275
FAM77D	-0.222666666666667
FNDC7	0.374
C9orf6	0.114166666666667
NOTCH2NL	1.2705
PGBD1	-0.398666666666667
SYNGR2	1.003
PITPNA	-0.1165625
PRPF4B	-0.7131
SLC43A3	-1.1675
NRBP1	0.11875
SLC25A22	-0.09525
ILK	0.4995
SLC22A8	0.496833333333333
MRPS7	-0.16275
PITX2	-1.27225
FABP3	0.194875
OR1L1	0.5935
LOC728215	0.712375
BLID	-1.9505
KIAA1217	2.76452941176471
TFPT	0.11625
AP4B1	-0.651
VBP1	-0.72175
OR1K1	0.643
MORC3	0.63575
BHMT2	1.49233333333333
C3orf10	1.144375
FZD7	0.948
WFDC10A	-0.316
PMS2CL	-1.27875
CCDC32	0.826
FA2H	-1.585
ALG13	0.0645
TTLL7	-0.912666666666667
SPOCK3	-0.09575
SLC13A2	0.4395
AIM1	0.86725
GPRC6A	-0.576
EGR2	3.91975
MED11	0.58525
WWC1	0.904
SH3GL3	-3.015
RIF1	-0.516214285714286
PRLH	-0.208
VLDLR	-0.6415
DBT	0.2445625
C21orf63	1.20425
CGGBP1	-0.167875
KRTAP12-2	0.665
TADA3L	-0.35175
ZBTB16	2.20225
PDGFB	1.674625
RFX1	0.1665
UQCRB	-0.3191
LOC133874	-0.2805
HPS3	-3.47
LGALS3BP	0.5284
DKFZP564O0823	2.58892857142857
MRFAP1L1	1.06475
HOXA10	0.273166666666667
NGB	-0.3555
KIF21A	-0.761923076923077
IFLTD1	0.0165
LZTS1	0.018875
ARHGEF3	1.991
RHBDL3	-0.2545
CSNK1G2	-0.74625
ChGn	0.31975
KIAA1244	1.83733333333333
GABRB2	0.4295
MGC72080	-1.0285
CD27	3.44475
EGLN1	-2.1249
PEX13	0.82625
RWDD3	0.0395
RNF12	-0.473833333333333
GRIN2B	null
ADAMTS14	-0.6645
DYDC2	0.372166666666667
ATP6AP1	0.3673
NR1H2	-0.0958333333333333
PDK2	0.42125
C3orf17	-0.0915
SLC38A2	-0.716428571428572
SLC25A29	0.0823333333333333
C15orf29	0.663
ADAM9	-0.49075
TMUB2	0.052125
GPR176	0.0175
AGK	-0.61175
MCCD1	0.1935
NDUFA4	0.02775
TMEM146	-0.08825
DUSP1	2.021375
UNQ6975	1.137
EMX2OS	5.10175
INSM2	-0.554
LUZP4	-1.0235
SETD6	-1.90175
P2RY2	2.75825
SLC45A2	-1.624
RABGAP1	0.25
UBXD5	0.258125
GPRC5A	1.3079
PAK3	0.926333333333333
LOC63920	-0.16825
TGFBR1	1.4992
KRTAP6-3	-0.04125
SFMBT2	-0.4495
CDC42	0.197625
C11orf35	0.0705
TTLL2	-0.2465
UACA	1.29941666666667
CD97	-0.9069
SETD5	-0.666125
NINJ2	0.39725
PTER	0.956166666666667
POMGNT1	0.2515
KRTAP4-2	-0.248
ECGF1	2.604
HRB	-0.153636363636364
ATP1B2	0.378
LOC400506	-0.61
COL4A3BP	0.81925
C6orf97	1.25475
GRHPR	0.5885
TAS2R1	-0.434
SEMA7A	-1.35925
EDF1	0.000750000000000001
ODF2L	0.9197
PCID2	-0.565833333333333
GTF2H4	-0.7595
ZCCHC3	-0.488625
CGB2	-0.1735
NEUROD1	0.7735
C20orf75	-0.1475
RP5-1054A22.3	2.21816666666667
IFNA5	-0.735
ZNF134	0.81725
MGC119295	-0.9589
ZSWIM6	-0.085
SMEK1	0.0671666666666667
PCGF2	0.425375
C1orf102	2.7665
CYP2A13	0.4715
KCNH6	-1.31544444444444
MDM1	0.3593
ALDH7A1	-0.0418333333333333
C9orf75	0.59225
VDAC3	-0.25225
OR51T1	0.714
EIF3F	-0.456166666666667
KCNJ10	-0.565625
LENG8	-0.163
EDEM2	0.03275
CCNJL	-1.19216666666667
DHX37	-1.504
CRYGN	0.248
AATF	-1.072375
ZNF630	1.54825
E2F5	-0.7095
WFDC13	-0.285
