Hybridization REF	TCGA-A8-A08O-01A-21R-A056-07
PTGER1	-0.3945
NOS2A	0.717166666666667
C21orf34	-0.167333333333333
C21orf51	-0.0493333333333333
IL17C	-0.0245
TRMT6	-1.16283333333333
ETV2	0.2675
CCDC109A	-0.04175
MYLK2	-2.0305
ATP10A	1.5408
DPH4	-0.29475
C5orf5	0.563
KCNA4	0.0941666666666667
NMNAT2	-1.30616666666667
GLYATL2	-0.768
LSMD1	0.16225
IL23R	-2.4695
NRF1	-0.24575
MUC15	-0.8025
PRDM12	-2.938
PAQR4	-0.960357142857143
RBBP6	-1.1273125
IFI27	2.87
SKAP2	0.077
TAGAP	0.867125
TJP3	1.6035
C9orf61	0.984
IDS	0.266357142857143
PARG	0.6135
LOC131149	0.5655
DYRK4	0.523
MICALL1	-0.1365
GALR2	-0.363
GPBP1L1	0.589625
TBX21	2.87025
KCNJ6	-0.317666666666667
GGN	1.3025
CASP5	0.0193333333333333
RNF182	-4.11575
BRD4	0.35525
DOK4	-0.690375
SLC46A2	0.514333333333333
SOX9	-0.895083333333333
ZNRD1	0.116
PRR6	-2.9105
FAU	-0.107625
DTNB	0.479833333333333
CARD9	-0.30725
STS-1	-0.9285
SLC4A5	0.63575
NSBP1	-0.59875
UGCGL2	-0.887416666666667
POTE15	-0.169
NOXA1	0.342
RP13-347D8.3	0.744666666666667
SAMD10	-0.685833333333333
EP400NL	-0.97075
TCF21	0.1395
AMELX	0.2325
JPH2	0.7557
SLA	0.719125
DLST	-1.22866666666667
SEPT12	-0.04725
RGS20	-4.26775
LXN	0.708833333333333
ZNF419	0.40725
UPK3B	-0.347
RELL1	1.54725
ESPNL	-0.6545
KLHL21	0.376125
PI15	0.201
C2orf61	-0.432
LOC407835	-0.488333333333333
RER1	0.189083333333333
ELAVL2	0.222
MGC26718	-0.00549999999999999
KLF2	1.528
TNFAIP8L3	0.524833333333333
TFE3	0.49725
C11orf17	0.12825
15E1.2	-1.66725
SNRPC	-0.466
DLGAP1	0.86275
PGLYRP1	0.083875
OVCH2	-0.0265
IRF7	1.3178
SET	-0.3526
NAB2	0.330333333333333
LRP5L	-1.13875
FAM120A	0.577875
ASCL2	2.29516666666667
SHH	-0.22
ATP5H	-0.546333333333333
THPO	-0.189333333333333
TYRP1	-4.552
HIST1H3E	0.484333333333333
EIF2S1	-0.661111111111111
TNFRSF17	-1.1535
TARSL2	0.39025
NKX2-8	0.627875
C1orf115	1.7035
LOC56964	0.457
KIAA0841	-0.597
ISCU	0.4885
TTMA	0.008
ZNF414	-0.1125
LOC441150	0.6835
RAB15	0.1215
HBP1	1.3735
TNNT2	-1.82233333333333
CECR5	-1.045
PHGDH	-3.297
JRK	-0.2142
XPO4	-0.452625
FAM131C	0.758
ARHGAP25	0.660166666666667
CA9	-3.46755555555556
GPR62	1.31083333333333
TLX1	0.00783333333333334
GPS1	0.1705
OR2M2	0.522
BDP1	0.0962142857142857
FAM70B	0.514
RPS29	-0.755916666666666
MKLN1	-0.5549
TSPAN19	-2.274
SLC29A3	1.7041
LGALS4	0.499
USH2A	0.365166666666667
NF1	0.0176666666666667
APOBEC3A	0.119833333333333
IMPAD1	0.0286666666666667
OLR1	0.702833333333333
NRAP	0.1805
HCFC1R1	0.4735
TAOK2	0.204833333333333
MCM10	-2.37333333333333
MAP4K3	0.376166666666667
CBS	-2.394875
CLK3	-0.4217
PCDHGA5	0.6515
ELF4	0.09475
FAM71A	-0.10675
C11orf49	0.69175
CLIP2	-0.49
BTBD9	1.6316
ZNF524	1.5725
KDELR1	0.421166666666667
ZNF509	0.9665
NCSTN	0.933
ZNF533	-0.681785714285714
PARP4	0.38275
GALNT9	-0.290333333333333
NPY	-2.7035
BEGAIN	-2.23883333333333
TMEM77	0.508333333333333
FOXRED1	-2.03116666666667
SLC16A2	1.14616666666667
SLC35B1	-0.2665
GK5	-1.36883333333333
SDCCAG10	-0.33475
C4orf20	0.29425
SLC9A2	-1.46925
ADD1	0.800142857142857
TAL2	0.428833333333333
ACLY	-0.0905
DNAJC1	1.826
SOST	-2.08275
USP43	0.291833333333333
CYP4F12	-0.9795
FKBP5	-0.58175
CHCHD5	0.475
NUDT22	0.1355
CCDC85B	-0.86925
OR51G2	0.5205
STRN3	1.01428571428571
TMOD2	0.32225
FLI1	-0.52925
MAB21L2	-0.913166666666667
DGKQ	0.539
VPRBP	0.071
SCNN1B	0.8886
ECHDC3	1.7657
TMEM106C	0.148
CSNK2A2	-0.7875
RPL39	-0.7244
HERC3	0.6052
ZBTB47	1.12433333333333
ZNF681	-0.47825
PAGE2	-3.078
CLIC5	2.83785714285714
RABAC1	1.42025
ZFHX2	0.16075
YPEL1	0.375333333333333
KIAA0776	-0.113
NR1D2	0.427
DNAJC4	0.268
NPNT	3.4877
ZNF677	1.211
ZNF536	-0.366
MEF2B	0.113083333333333
PTPN4	-0.84125
CTCFL	-5.321
STX5	0.599833333333333
CD72	0.82375
VEGFA	-1.91763157894737
XRCC1	0.5623
MAS1L	0.3945
ELL	-0.2083
SETBP1	2.23425
CDH11	3.55716666666667
NDC80	-2.08376923076923
DMBX1	-2.92
NRSN1	0.325
BAT2D1	-0.24475
CDS2	0.599833333333333
C1orf212	0.208333333333333
SENP3	-0.732375
IL1F9	-0.1265
EEF2K	-0.568875
COG8	-0.09925
CEP72	-1.46125
OR1L8	0.798
MUS81	-0.24725
PHYH	0.261125
GGT6	1.2595
C22orf23	-1.05225
C13orf33	2.587
MAPK8IP2	0.22575
NELL2	4.56575
POU3F2	-3.39316666666667
ALPK1	1.085875
MRPS18C	-0.389
RPLP2	-0.293625
FGF22	0.279
SPNS1	-0.305666666666667
ZFP1	-0.41825
IL1RAPL1	-1.281
PCSK9	-2.946
NKX2-1	-0.466285714285714
C6orf189	1.27475
SP4	-0.3045
SLC11A1	1.3385
C21orf25	0.571666666666667
ICAM2	-0.025
SH3GL1	-0.3065
GSK3B	-0.386333333333333
RALB	0.79975
PDXP	-1.572
GNGT1	-2.758625
KIR2DL1	0.1335
TNFAIP3	-0.80175
C6orf32	-0.0312
CBLN2	3.0395
PANK3	1.35125
TAAR9	-0.2285
WDR82	0.0590714285714286
APOM	-3.11375
TRIP10	-0.4135
SPATA16	0.34
C1orf135	-1.6695
USP51	-0.25125
TESK1	1.22725
C11orf64	0.03525
ZNF611	0.536
PDE6G	-0.305
HLA-DQA1	2.642125
GCLC	-0.1985
SEC61A1	-0.0519285714285714
TWSG1	0.649916666666667
ZMYND10	3.11625
CTDP1	0.715625
ADAMTS6	0.0995
SLIT1	-1.82625
KRT86	-0.3045
KIAA0574	-1.15275
GTPBP2	-0.1043
PQLC3	1.12275
PRRX2	0.388166666666667
C15orf44	0.251333333333333
MKKS	-1.012125
C11orf10	-0.24875
GPR110	0.245714285714286
CD109	-1.44083333333333
ADCY1	-0.0811666666666667
RHBG	-2.11225
TP53I3	0.614375
SLC22A3	-1.2338
UCP2	-0.0265
FOXG1	-2.56566666666667
OR2AG1	-0.0545
TRIM24	-0.0425
PROC	-3.3055
TAAR6	0.106
AMTN	-1.647
C10orf47	1.00383333333333
DEPDC1	-2.27875
FLJ45557	1.33225
ZDHHC17	0.006875
KIAA1429	1.16016666666667
KCNH1	0.8055
VNN3	0.301
PSMAL	1.68025
PPARD	-0.145625
HFM1	-1.171
YBX1	-0.9985
ZNF695	-2.3485
SCTR	0.0433333333333333
DCDC1	0.411
VPS26B	0.0347
MTF2	-0.6265
ATP6V1F	-0.000500000000000014
CCDC94	-0.582
PERF15	0.2135
CCL11	2.41325
LMO7	-0.532875
DCST1	0.935
ADRBK1	0.0165
CDRT4	-0.25475
ZNF84	-0.14025
HOXD8	0.8005
STARD8	-0.3135
FOXP2	-0.915125
CCDC103	1.06375
POLR3A	-0.299
GSC	1.15316666666667
ZNF114	-2.23816666666667
HTR7P	0.0185
LALBA	0.0475
RMND5A	-0.514333333333333
PSCD2	1.599
ZNF409	-0.3075
KRTAP1-3	0.407833333333333
MAF1	-0.03875
LOC201725	-0.858333333333333
NRN1	-1.76575
SPAG5	-1.8955
DNAH7	1.467
FLJ43860	-0.067
BRCA2	-1.32675
ACADM	-0.230125
CXXC6	-3.252625
RAGE	-0.881625
CHMP2A	1.608
FAM8A1	0.1642
GPR21	0.109
SLC12A3	-2.958
FVT1	0.896428571428571
ZDHHC7	0.392875
FLJ44048	0.32475
SLC44A3	1.29816666666667
SDSL	0.722
MMP8	-2.3605
PLA2G12B	-3.4905
ACY1	-0.51025
MT1E	0.114
OR4K15	0.0425
TECTB	-1.709
GPR20	-0.106125
IRAK2	-0.9335
RFPL3	-0.239375
MYO9A	0.248
NARG1L	-0.224083333333333
BLMH	0.600125
CCDC3	1.8
C9orf21	-0.938
KIAA0513	0.077
MIER2	-0.06925
PNMA2	-1.15808333333333
SH3BP2	0.7675
ANXA10	-2.534
RTN2	1.07816666666667
TFB1M	-1.514
PRPH2	3.19525
C14orf133	-0.04275
GOLGB1	1.405
IRX4	1.067625
NFKBIL1	0.163833333333333
C10orf62	0.1345
APBB3	-0.09375
RPS10	-0.0284
LOC728378	0.61475
TLE3	1.48033333333333
PSMB7	-0.5915
MESDC1	-0.5225
SLC6A1	0.888833333333333
OCLN	1.66983333333333
PTTG3	-2.01383333333333
NAGLU	-0.12025
SERTAD4	2.468875
SPRY1	0.736
FLJ10781	-0.3365
MYSM1	0.48675
TRIM4	0.880428571428572
SH3YL1	0.843875
TREM2	3.4625
SERPINI1	0.30675
HDHD3	0.47775
TMEM38A	-0.778
EID2B	-0.4915
TDRD3	-0.349166666666667
SEDLP	1.0015
THSD7A	0.8865
NDST3	-3.2225
KLHL15	-0.974
DHRS12	1.667
FBXO9	-0.721071428571429
TNPO1	-0.134416666666667
MRPL13	-0.512166666666667
SNX5	-2.92166666666667
METTL6	-0.54675
SOD1	0.23975
CHML	-1.055
PACS1	0.97425
SIRT5	-0.2755
CAPN2	0.241333333333333
FXYD5	-1.15133333333333
TWISTNB	-0.187125
LRFN1	0.412
UBE1L	1.029125
UBE1C	0.027
OR51B2	-0.4895
OR4D11	0.2225
C15orf2	-0.193
NR4A1	-0.685166666666667
LOC339047	-1.369
TRIM17	0.347875
ATP5G3	-0.960857142857143
RPL15	-0.290083333333333
ADAMTS8	-0.23775
HOXC4	0.2525
C14orf37	2.682
CEACAM5	-2.75
MYT1L	-0.228833333333333
RASA2	-0.562
OSBPL7	0.1205
STAG1	-0.237
GIMAP4	3.9145
FUT3	-1.16083333333333
PIF1	-2.734875
LPIN2	0.0858
SH3PX3	0.82725
PDP2	-1.09075
PAPD1	-0.021875
ERP27	2.07025
APOOL	-0.0369
DIABLO	0.2805
TRHR	0.528
ARMC9	0.165375
RNF152	2.8375
SLITRK3	0.0151666666666667
ZNF211	0.5759
PFDN1	-0.0475
RGS11	0.3065
HS6ST1	0.1897
AKR1D1	-1.55233333333333
TNP2	0.104166666666667
STK31	1.51566666666667
EML4	-1.54183333333333
SGTA	-0.653666666666667
HIST1H2BI	0.207166666666667
PSMD6	-1.991
KIAA1257	-0.9875
C18orf55	-0.163333333333333
FLJ20273	2.97725
RPL28	-0.1205
EPYC	0.52925
NOX3	-0.145
ELAC1	-0.686166666666667
METT11D1	-1.295
BIN2	-0.825166666666667
NACA2	0.0915
CCDC17	-0.79325
HM13	-0.3829
UBOX5	-0.358625
UBE2O	-0.843125
UBL5	-0.32075
APOLD1	0.534125
C9orf31	0.15425
TNFSF8	0.1965
ARHGAP29	0.24375
PROKR2	0.2585
PDE5A	0.822666666666667
C6orf12	0.1085
TOM1L1	0.7755
WHDC1	0.032125
FOXI1	0.479166666666667
RAB4A	0.662
TMEM39B	-0.56325
ATPBD1C	-0.0875
FARSA	0.000666666666666666
PLEKHG5	0.84675
CMAS	-0.253833333333333
OR7E24	-0.3085
SLC30A1	-0.881
CDC42EP5	0.984666666666667
PLAC1	0.453
KLHL18	-0.0095
LBA1	0.7059
TAZ	-0.76825
CRIP2	0.022625
BTBD11	-0.767166666666667
C16orf72	0.94275
DIO2	2.0793
LRRCC1	0.672
CCDC136	-2.441
PRX	0.876625
RBM5	0.2611
TMEM85	-0.083
TUBGCP4	-1.34216666666667
APLN	1.19325
CDK7	-0.0703333333333333
SSR2	0.489916666666667
CRELD1	0.046
C19orf46	2.8135
GAL3ST4	0.336
KBTBD10	0.95575
IL28A	0.16175
WDR27	-0.6515
MCM2	-1.51283333333333
SOX14	0.411
FLJ39743	0.7205
KIAA0922	-0.699625
HIPK4	0.6975
FLJ25758	-0.1365
C16orf57	-0.810083333333333
PDZD2	0.7745
MCC	0.713625
HHLA3	-0.3326
ID2	-0.0495
C20orf23	0.972083333333333
ZNF688	1.007
APOC2	-2.48466666666667
LOC440093	-0.51325
FAM50B	2.21233333333333
PWP1	0.012
DNAH10	0.21025
HIST1H2BA	-0.3355
GPR56	0.751166666666667
METAP2	-0.20325
PAN3	1.2995
STXBP4	-0.24525
PDHX	-0.2835
MTA1	-0.630583333333333
ZBED4	-0.254625
ZNF720	-0.15525
CDK2	-0.925875
RHOJ	0.684125
CDC37	-0.4165
ZER1	0.71375
GRK4	0.611
PRPH	0.5365
POLR2A	0.250375
OGFOD1	-1.219
NOL5A	-1.62325
PHEX	-0.029
FLJ16478	-0.2095
C20orf117	-0.78275
CAMTA2	0.8395
C11orf74	0.456833333333333
DDX17	-0.351833333333333
C5orf27	0.414875
PLEKHA2	-1.5776
PDE4DIP	-0.1521
SCN7A	1.106
ZNF559	-1.21016666666667
CXCL10	2.9705
ZMYM4	0.4405
STK32B	2.31013333333333
KIAA0888	-2.1661
TACR3	1.5645
CKAP2L	-1.8805
KIF1A	-1.52216666666667
RSPRY1	0.466
VCAN	2.50675
CYP27C1	-0.097
SYDE1	-0.6215
MED12L	-0.9555
ZDHHC21	2.262875
NHS	2.332
TM9SF3	1.45333333333333
DDHD1	-0.073
MAFG	-0.44725
BICD2	-0.3596
C14orf119	-1.10033333333333
C14orf43	-0.0496428571428571
CDH7	-1.3305
ALKBH5	-0.548214285714286
JUP	1.7115
TMEM41A	0.047
MAMDC4	-1.18883333333333
CBX3	0.156125
LRRC18	0.15975
RBMXL2	0.0175
PLA2G4D	0.484333333333333
FGF13	0.984375
KIF3A	0.214166666666667
PDIA6	-0.98225
DCXR	0.344
CASKIN2	0.39
EHD1	0.630166666666667
MARCKSL1	1.43933333333333
ZNF496	-0.0703333333333333
SCAF1	0.816
KCTD8	-1.709
TRAF3IP3	-0.0815
LSR	1.38325
CXorf1	-0.278166666666667
C14orf112	-0.640833333333333
EIF2B1	0.1035
OMP	-0.233
GSTZ1	-0.622
LOC92017	0.96125
ISLR2	1.133
C12orf36	0.697
GATA2	-1.74033333333333
GABRA5	-3.3725
CELSR2	1.40921428571429
STAM2	0.2381
TNAP	0.3445
PTPMT1	-0.466666666666667
GRP	7.4185
SV2A	-1.19766666666667
MAGEA12	-4.332
CACNG1	3.379
C18orf19	-0.52125
GSG1	-0.677333333333333
PTPRJ	-0.139714285714286
FRMPD1	0.476
ZNF668	0.367
PLEKHJ1	-1.014375
ADAT1	-0.94
TMEM50A	0.9238
UCN3	0.171
HOOK1	1.843375
IL17B	2.3595
MLKL	-1.34566666666667
TTC14	-0.579166666666667
KLHL5	1.26525
CRYL1	-0.436833333333333
FOXH1	-0.411
NFYB	0.02875
PPM1G	-0.145
GOLGA2LY1	-1.13325
NMT1	0.521375
HADHA	-0.4006
CHSY-2	2.909
PLEKHF1	0.781285714285714
SAGE1	-1.8975
MUSTN1	-0.1135
SUHW4	1.21525
TFEB	1.098
ZFYVE27	0.07125
ATG12	-0.5685
BMI1	1.5415
ZIM3	0.038
MYH4	-0.3265
MASP1	-0.975583333333333
KIAA0984	0.88925
RPAP2	-0.08875
ASB5	0.38025
BOLA3	-1.43683333333333
MIA3	0.689833333333333
KRT35	1.112
KIR3DL3	-0.811
MRPL51	-0.03025
SEMA3F	1.46283333333333
NDUFB2	0.507833333333333
LOC253012	1.6715
FAM46C	-0.1074
G6PC	-2.44928571428571
CSAG3A	-4.98083333333333
PREX1	3.497
SLC25A45	0.0875
MAPKBP1	0.587
CPE	0.1976
GNB1	-0.047875
CXCR6	1.625
TRIM46	0.1035
C16orf3	0.352166666666667
HPSE	-0.6175
TIGD3	-0.3895
SPG3A	2.033
LCAT	-1.52283333333333
ST6GAL1	-1.60316666666667
POMC	-0.15575
FLJ36031	-0.425
NSMAF	-0.9885
SKIL	0.94
ADSS	0.306833333333333
HMGCS1	-1.7304
POLR3F	-0.539
RAB10	0.115625
ZNF277P	-0.733875
ZBTB7B	0.600125
DHRS1	0.32075
ABCC13	4.34225
CNOT3	0.61725
NFKBIA	1.09075
GAK	0.7995
SFT2D2	0.970166666666667
HOXA6	0.0265
CRTC1	0.122875
LY6D	-0.156333333333333
C20orf72	-1.85283333333333
CPT1A	-0.32325
LMO1	-2.6375
EIF3I	0.0355
PRB4	0.23275
MCM3APAS	-1.632375
C20orf132	-0.1326
FOXF2	-1.37725
S100A12	0.04975
MLH1	-0.185166666666667
ACTN1	0.9153
MRPL36	-0.376166666666667
C20orf106	-0.7215
FBXO6	0.375166666666667
MKS1	0.37
CX3CR1	-1.589125
PDE1B	1.016
PLP1	-3.3
KISS1	0.0645
C14orf2	-1.1175
TBC1D3P2	-0.0945
COMMD6	0.356
ANKRD7	-1.5315
PTCHD1	-1.47925
NARS2	-0.753
DOCK7	-0.20375
FAM127B	0.201625
LOC390243	-0.242833333333333
N6AMT2	0.9015
ZNF391	-0.612
DNAJB14	0.258666666666667
WRB	0.2225
BPI	0.361
TTC4	-0.00133333333333333
FAM10A5	-0.206
GOT1L1	0.00011111111111113
MAGED1	0.419
RESP18	-0.0715
WFDC6	-0.0495
MT2A	-0.803
C11orf56	0.519
KIAA1432	-0.759
ROR1	-1.42725
HSD17B14	2.205
ZFAND2B	-0.07575
SAMD4B	1.00275
HEXA	-0.131875
HNRNPU	-0.138909090909091
USP39	-0.546125
NRD1	-0.167
R3HDML	0.8415
FLT4	0.36
OMG	0.412666666666667
OR52N4	0.267
LOC399818	0.06825
ELA2	-2.348
VENTXP1	1.728
RFC5	-1.2005
OR52L1	0.806
PAX5	0.371
FBXO2	0.08525
GMEB1	0.1545
AKT3	-0.0483333333333333
CRB1	-0.870333333333333
CTTN	0.772333333333333
UTP15	-0.174333333333333
HSBP1	-0.00449999999999999
PHF11	1.33025
NDEL1	0.0198333333333333
USP8	0.2925
BAIAP2	-0.0101875
SI	0.713166666666667
ARSJ	-0.904833333333333
BAAT	-2.7235
KCNS3	2.13116666666667
LOC126147	-0.1565
TMEM37	-0.4835
C1orf162	2.24833333333333
MBD1	0.4577
ITGAL	0.482166666666667
WDR73	-0.286666666666667
GKN2	0.1664
ARFGAP1	-0.371625
SLC5A8	-0.783666666666667
ZBTB40	0.6436
CYP4B1	1.66466666666667
LYPLAL1	-0.39575
CHST3	0.04475
MAP3K9	0.0225
BTAF1	-0.574
TFAP2E	0.00249999999999999
RBM35B	0.519
LOC441251	-0.1315
ANKRD25	-0.342888888888889
UQCRC2	-0.2155
MAEA	0.696333333333333
HYAL1	-2.8043
RNPEPL1	0.596333333333333
CPSF2	-0.49775
PSD3	-1.6539
ABCA13	-0.293375
AGR2	3.478875
GBX1	-0.947
HDLBP	0.759071428571429
ACY3	-0.95325
HECW1	-0.731
ZNF519	-1.26775
HOPX	3.2335
ZNF304	1.45675
OR12D3	-0.1205
FKSG43	0.61325
METTL1	0.28925
MFSD3	0.3908
PSPH	-0.53225
CLCA3	0.1585
DARS2	-1.42816666666667
CDC25A	-2.27783333333333
BAIAP2L1	-0.52725
B3GNT5	-1.31175
USP29	0.075
ARHGEF10L	1.3415
ATOX1	0.386
ADAM30	0.276666666666667
DNASE1	-0.16325
STT3A	-0.190083333333333
RAB6IP1	0.37075
PTN	1.2157
C1orf106	-1.29346153846154
HECA	0.87625
RNF122	0.45725
SLC22A18AS	-0.6765
GNG8	0.279333333333333
ELP4	-0.511
FAM65A	0.298666666666667
RPL10A	-0.1525
IRS4	0.6505
MACF1	1.8727
SEC24D	0.403
LOC374395	0.66525
TGFB2	0.211625
MDFIC	0.26925
CHRNE	0.319666666666667
PCMTD2	0.0751666666666667
ATP6V0D1	0.0703333333333333
MTA2	0.7955
LZTR1	-0.538
RAP1A	0.868
AXIN1	0.081875
POLR1C	0.1525
TRIO	0.242083333333333
PLXNA4A	-0.307916666666667
C5orf33	-0.02125
DEPDC1B	-3.29325
ZNF473	0.3035
MTM1	0.377375
GPR107	0.564666666666667
CSNK1A1L	0.359333333333333
FLJ14154	0.63825
NLRC4	2.91025
ENPP4	1.67
PADI3	-0.146
RNF170	0.051375
CG018	0.731833333333333
C16orf7	-0.169
KCNE1	1.34925
NRM	-0.579666666666667
SLC37A3	0.4005
TPD52L2	-0.763
UNC5B	2.38625
C12orf12	-0.174166666666667
SDHB	0.37625
CLRN1	0.647625
NUDT10	-0.168333333333333
UGT3A1	0.295875
FBXW8	0.121875
RHOF	-1.3735
PTPLAD1	0.40675
MYO3B	-1.353
DERA	-0.0905
TPP2	-0.59625
C19orf53	0.533166666666667
GINS3	-1.47775
ST6GALNAC5	-0.9655
CHSY1	0.654
MGC15705	-0.4815
GPR83	0.298833333333333
EXT2	0.40225
DOLK	0.18425
TUBAL3	-0.96275
ACVRL1	1.8495
ABL2	-0.59275
C14orf156	-1.73116666666667
PTPRZ1	-2.871375
DIP2C	0.879875
LAMP1	1.221125
RXRA	0.1744
MAP3K5	0.5215
ALKBH1	0.00499999999999999
PDLIM7	0.088875
ARL14	-1.787
SNIP1	0.4705
TIMP3	2.30291666666667
RGS3	0.342166666666667
SPAG16	0.3056
ABHD4	0.1105
ARHGEF12	0.472
GLUD2	0.1765
RAC2	-1.4378
UAP1L1	-0.804
SLC18A3	0.8695
YOD1	-1.32709090909091
RALY	-0.00525
HMOX2	0.529875
DGKH	0.015
DBNDD2	1.93433333333333
YIPF4	0.300625
THAP10	-0.048
ZNF513	0.693
HAGHL	-0.581
ITGB4	0.828166666666667
CCDC141	-1.977
YTHDF3	0.64325
C5orf28	0.57725
RPL7L1	-0.167375
TMEM30B	1.33114285714286
ANKRD35	2.351
DUOXA2	0.1085
TBC1D5	-0.293625
DFNB59	-0.651
HRH4	0.40525
MYO6	1.928
DNAJA4	2.857875
RBM24	2.040875
CEACAM20	-1.041
RBM23	-0.359642857142857
NGFB	-0.3075
C1orf63	-0.3855
KRTAP7-1	0.4585
PERLD1	2.11275
NPB	0.1005
C17orf59	0.8551
HSPBAP1	-0.302
SLC15A4	0.159375
PRTFDC1	-0.14225
OSMR	-1.16092857142857
CYSLTR2	-0.216
C19orf25	0.1093
KIAA1797	-0.54
NLRP6	0.583
FAM105B	-0.0665
SCRN2	0.112
LRRC58	-1.1412
RNF17	-0.323142857142857
NEIL3	-2.4985
FAM137A	-1.6285
SKP2	-3.24125
PARVA	1.31783333333333
PKLR	-1.7555
RNF34	0.607875
A3GALT2	0.191
C12orf50	-0.0628333333333334
SUNC1	-1.6795
FAM102B	0.0148333333333333
CCT2	-0.19475
LRRC37A2	-0.4505
ARF4	0.702
SIKE	-0.267125
C8orf48	3.4525
MBTPS1	0.429642857142857
GPSN2	-0.6345
NCF2	2.11425
SLC12A6	-0.919333333333333
MRPL48	-0.315
HMGN3	-0.344833333333333
LRRC62	-1.31825
PAX9	0.5725
FAM55A	0.8175
C20orf42	-2.13583333333333
SCML2	-1.82
BCL9	0.62175
FAM40A	0.213
C9orf41	-0.296833333333333
ZNF774	0.2005
LETM1	0.22175
PLXNB1	1.44966666666667
NIPSNAP1	-0.199375
USP10	-1.00725
F9	-0.47975
LIPE	2.921
CNGB3	0.4615
C12orf52	0.228375
PI4K2A	-0.200625
MED8	0.025875
STAT4	0.8309
FGD4	0.154833333333333
RNF145	-1.838
WDR32	1.115
CLDN2	0.1605
TCEAL8	0.86775
ZMYND8	-0.8838
PDXK	-0.160875
GATAD2A	-0.8915
PTGES3	-0.143
CCM2	-0.33925
TAP1	0.39475
ZNF670	-0.28625
ETS2	-1.00521428571429
C6orf166	-0.598333333333333
PRMT2	0.567642857142857
OR4B1	0.4515
INTS8	-0.61
CCDC102A	0.27375
CCDC83	-1.98066666666667
ITGA1	0.7121
EPHA5	-1.9225
FAM24B	-0.544166666666667
TSGA10	2.80725
HAL	-1.5465
MYOT	0.59125
SPACA3	-0.435
BCL2L2	-0.664666666666667
CUGBP2	0.299666666666667
CCNB3	2.53025
RNF113B	0.09025
MERTK	-0.05825
BAG1	0.89525
VPS36	-0.33025
ORMDL3	0.779
C1orf190	0.56575
ZNF625	-0.49
CORO2B	-0.91875
ALOX15	-0.8215
CST1	1.2415
NUPR1	1.60683333333333
CCL7	-1.03725
SMCR5	-2.7235
DSC2	2.554
RBMS2	0.37225
GRIK4	1.276
TRIM65	-0.6148
TMPRSS6	0.594214285714286
TP53INP2	-0.04175
GLB1L	-0.308166666666667
LOC388284	0.1925
PUS1	-0.847
BCL9L	-0.1405
OLFM1	-0.112916666666667
RET	0.421875
MASTL	-2.1815
ALX3	0.1635
IL1RL1	0.019
ZNF765	-0.5656
C14orf138	-0.19525
SNX10	0.074
TAC4	0.085
C1orf64	3.655875
POGK	0.800875
MAPK9	0.702
ZNF366	2.58425
C8orf79	1.7702
CLDN7	2.0805
OR5AT1	0.2745
TRIM37	-1.45975
LRRC25	1.837
GRHL2	3.032
TEKT3	1.30425
LASS5	0.364333333333333
ABCC4	-2.37266666666667
DLG3	0.893
VGLL1	1.1385
ZFP36L2	0.367
MFRP	-0.0291666666666667
KIAA1799	0.57475
FLJ44379	0.223
PCNX	-0.2535
ANXA9	2.6755
CYP4V2	1.4661
PIK3C2A	0.0395
SRR	-0.2895
NOL3	-0.4925
IFITM2	1.4245
ARNTL2	-2.03075
ZNF595	0.357
NLRP13	-0.38
ASPH	0.81825
CPA2	-0.091
PVRIG	-1.65216666666667
LEPR	0.315166666666667
C16orf42	0.672
SH3BGRL	0.965
FAM77D	0.926833333333333
FNDC7	-0.0735
C9orf6	-0.159333333333333
NOTCH2NL	1.30766666666667
PGBD1	0.300333333333333
SYNGR2	0.3205
PITPNA	-0.5495
PRPF4B	-0.1769
SLC43A3	-1.77521428571429
NRBP1	0.35
SLC25A22	0.46525
ILK	0.7375
SLC22A8	0.2185
MRPS7	-0.1545
PITX2	-0.30925
FABP3	-0.554875
OR1L1	0.1385
LOC728215	1.05175
BLID	-2.157
KIAA1217	3.19064705882353
TFPT	0.628
AP4B1	-0.5295
VBP1	-1.184
OR1K1	0.26
MORC3	0.20125
BHMT2	0.0331666666666667
C3orf10	0.902875
FZD7	1.58883333333333
WFDC10A	0.2435
PMS2CL	-0.2425
CCDC32	0.331666666666667
FA2H	-1.2225
ALG13	-0.3665
TTLL7	-0.3218
SPOCK3	0.2945
SLC13A2	0.3285
AIM1	0.69725
GPRC6A	-0.0015
EGR2	3.5105
MED11	0.06175
WWC1	1.347
SH3GL3	-3.6145
RIF1	-1.37421428571429
PRLH	-0.306
VLDLR	-2.4035
DBT	0.563375
C21orf63	-0.013
CGGBP1	-0.3045
KRTAP12-2	-1.815
TADA3L	-0.2405
ZBTB16	1.83725
PDGFB	1.975625
RFX1	0.337
UQCRB	-0.5822
LOC133874	-0.866
HPS3	-2.74125
LGALS3BP	-0.1443
DKFZP564O0823	2.60571428571429
MRFAP1L1	1.384375
HOXA10	-0.990333333333333
NGB	-0.04
KIF21A	-0.964153846153846
IFLTD1	-0.1015
LZTS1	0.053375
ARHGEF3	1.0425
RHBDL3	-1.3965
CSNK1G2	-0.477
ChGn	-1.38525
KIAA1244	1.48766666666667
GABRB2	-0.594
MGC72080	-1.2855
CD27	3.05325
EGLN1	-2.0908
PEX13	0.5695
RWDD3	0.07025
RNF12	-0.747
GRIN2B	-0.0755
