Hybridization REF	TCGA-AO-A0JJ-01A-11R-A056-07
NEUROD4	-0.15725
SNAPAP	0.79775
MTMR2	-1.29494117647059
STK35	-0.5905
USP48	-0.384125
NR1H4	-3.49
RASL10A	2.9565
SSTR1	-2.76625
C1orf35	0.38575
APOBEC3C	-0.75
RUSC2	0.718666666666667
SALL4	-3.185
ZCCHC8	-0.3315
RAD17	-0.337125
ZNF708	-0.417333333333333
LILRB5	1.47725
TEX12	0.283
C9orf79	0.40775
ARHGEF1	0.0361666666666667
ABCA4	-0.2165
RNF214	-0.60675
PPAPDC2	0.98525
ARID4A	0.334
SYCP2	-0.11575
OPRM1	-0.482333333333333
RP13-102H20.1	1.69
CYP26B1	0.5425
APCDD1	2.16416666666667
PCCA	-1.09725
ALS2CR7	0.86
AQP5	3.104
YLPM1	0.354375
PRKAR1B	-1.0554
IL16	1.5263
TCF3	-1.4175
ZSWIM7	0.48525
SERPINE1	-1.4783
BAI2	1.4715
SMC5	-0.434142857142857
SMN1	-1.07533333333333
SLC13A5	-2.836375
POU2F3	2.4575
BACH1	-0.536
GMCL1L	-0.1
PPP2R2D	0.12275
LRRC51	1.26266666666667
EDARADD	-0.191
LRRC3	-0.611
FAM124B	0.2075
C20orf70	0.439
LOC285735	-1.2055
CTBP2	1.4675
ZMYND11	1.079
CDH23	1.58491666666667
OR1N1	-0.179
LOC400590	-0.46425
PDK1	-1.527
LMTK3	-0.033
USHBP1	1.8173125
ZFYVE21	1.227
hCG_21078	0.347625
OAF	0.258125
WDR41	-0.85475
SPINK6	-1.30925
GDEP	0.7795
MEG3	-1.1586
OXSR1	-0.4115
RAD51	-1.763
RPL13A	0.82325
DYRK1A	0.4167
FLJ25791	-0.14925
SARDH	0.1489
RBBP5	0.0301666666666667
ORC2L	-1.0565
NCAPH2	-0.2165
RNASET2	0.603
WDR79	-0.7865
FLJ39779	0.04525
C3orf1	-0.21675
DDX23	0.002
MGC40574	0.91125
MORC4	0.915
MYRIP	1.94472727272727
LY6E	0.28
SLC39A11	2.176125
ATP12A	-0.493
AUP1	-0.10225
PIP	6.574
CORO7	-0.131
PITPNM3	0.276
ENPP1	-0.802166666666667
PPP1R1C	-2.701
NRBP2	-0.50875
KCNE2	0.8045
P2RX4	1.92275
CCND2	-1.434
OR5T3	-0.1245
CUL4A	-0.242
CFB	3.2395
PCP4	-2.54483333333333
HEMGN	-5.1075
UBIAD1	0.4285
CDC42BPB	-0.4908
CYB561D1	0.942
RIMS2	-1.372125
ZNF488	-0.41525
RNMTL1	-0.06425
SART3	1.40333333333333
CAPN10	-1.01785714285714
CCR5	4.8935
APOA1BP	0.905333333333333
NDUFS5	-0.31875
PDLIM3	0.9861
VPS24	1.0485
SCN8A	-1.791625
C1orf67	-1.79966666666667
MRCL3	0.9405
TMEM145	-0.3975
KCTD16	-1.5052
RNF149	0.9535
FDXR	0.1755
CDCP1	1.90133333333333
PAX3	-2.87
LASS4	2.319
HSD17B8	0.0705
YAP1	-0.2925
NNT	-1.11725
SC5DL	0.11375
DKFZp566H0824	-0.5525
KSR2	-0.122333333333333
RAD21	-0.112533333333333
ST8SIA2	0.58175
L3MBTL3	0.0345
SNRPB	-1.77775
MGC14425	0.17125
MIF	-0.3155
TAPT1	1.062125
IRF8	2.4152
PRO0132	0.602
HERV-FRD	-0.001
ACD	-0.882666666666667
BCL3	0.855
SPATA13	0.47775
MRLC2	0.463125
F2RL3	0.122375
CFHR3	2.4355
DUSP15	0.8315
TMEM46	-0.5205
SF3B4	-0.032
MAP7D3	-0.98825
STELLAR	-0.278
SEMA5A	0.5823
H2BFS	-0.51675
LRRC28	-0.845833333333333
MORN2	0.9325
XYLB	-0.35525
WDR21C	0.589
HIATL1	0.20025
ADAMTS10	0.8305
WDR55	-0.0855
MFSD5	0.941833333333333
OR4N2	0.0225
DUSP16	1.52166666666667
NLGN4Y	-1.51866666666667
INHBC	0.0665833333333333
NUMA1	1.06525
DEFB123	-0.55175
GIPC1	0.34325
MGC27348	-0.7175
FLJ33590	-0.117
FZD1	2.889
MKL1	1.02983333333333
SAA2	4.46075
C1orf94	-1.4345
C7orf28B	-0.158
TMEM185A	0.0831
ZZZ3	-0.125
C16orf5	-0.542
GALNAC4S-6ST	1.039
C1orf186	3.72675
IGFBP4	1.556
NDUFA10	0.183166666666667
CLIC2	0.74125
RNF13	0.3425
GPR103	-0.72725
CD69	-0.21875
MYOZ1	3.18775
IFNB1	0.1105
CLNS1A	-0.3725
CXorf45	-1.08875
ZXDB	0.559
FUNDC2	0.35775
GPA33	-0.28575
C9orf70	0.36625
SLC2A9	0.323125
LOC126520	-0.7685
MAGEB1	-1.08025
LCE2A	-0.213
C18orf34	3.711
FMNL2	-1.15575
KRT85	0.62775
CRYGA	-0.2445
GEM	2.165
THAP6	0.4077
ALKBH3	-0.0996666666666667
TM6SF2	-0.569
C20orf82	3.43475
RANBP2	0.158666666666667
LIG3	0.1021
RETSAT	1.327
OR8S1	0.447
CAST	-0.21675
TGFBI	-0.3926
C15orf37	-1.0235
PGM3	-0.3495
SLC4A11	-1.32
FAM123C	-0.191166666666667
TAOK1	0.5705
CISH	0.88025
OGDHL	-3.59625
SPINT2	2.19783333333333
ZNF33A	0.205
CLDN18	0.0996666666666666
RNF128	-1.8075
CCDC71	-0.46
RASSF6	1.58066666666667
HSPG2	1.069
ATP6V0E1	1.43225
ABHD6	0.29175
CD274	0.2445
GCNT1	0.91125
NT5C1A	0.022
TM4SF5	-3.61925
C21orf58	-1.11516666666667
SUCLA2	-0.7775
RFTN2	2.85875
SCNM1	0.242125
SLC9A10	1.733
FUNDC1	-0.0405
SLC35F4	-1.73925
AMD1	-1.221
COL6A6	4.8865
OR4K2	0.881
TRIB2	0.160083333333333
LOC91461	-1.033
GHSR	0.3655
ATP8B1	1.699
C1orf78	2.7955
RNF183	-1.131
STX4	0.2174
TPPP2	-0.468125
MYBPHL	-2.1225
TXNDC6	-0.436
C9orf47	0.57
FAM137B	-0.525
FANCB	-2.24725
C11orf9	-1.605
DPY19L1	-1.487375
VDAC2	-0.576166666666667
VHL	-1.28275
LMBR1	-0.436875
C8orf44	-0.74925
ZPBP	0.44925
FGF23	-2.46
C21orf67	0.52625
PCNT	-1.425875
BCKDHB	-0.1568
GALNTL5	0.624333333333333
BET1	-0.796
ARL13A	-0.37
HDAC6	-0.60675
N4BP3	0.919833333333333
OTOP1	-0.408
TTC30A	1.914625
CRISP1	0.4495
KRT32	0.911
VSTM1	0.9665
ZNF622	-0.148
POLR3B	-0.2266
DNAJC10	0.059375
C12orf54	1.4515
ADIPOQ	4.681
RIT2	-0.18725
CD44	0.4991
ABCA3	0.61975
RPS17	-0.90825
FEZF1	1.0565
PCDHB15	-0.183
KCNMA1	-0.333909090909091
CCDC116	-2.5765
C15orf27	-1.904
NARG2	-0.6825
ITGA5	-1.034625
MEFV	0.8625
TUT1	0.2055
LOC541473	0.24375
NMBR	-0.243
GLT1D1	-2.551
ABCB7	-0.2955
PFKP	-1.47690909090909
C9orf91	1.0133
LRRC41	0.34
C1orf85	0.4615
ATP5F1	-0.217
STOX1	2.101375
GFOD2	0.32175
SLC25A3	-0.02625
ZNF646	-0.14
ZAR1	-0.613
OSTbeta	-2.698
GALNT3	1.605
IFT122	0.137833333333333
LDB3	0.4369
GARNL1	-0.0192142857142857
HOMEZ	0.520166666666667
LRRC6	2.7725
ANGPTL5	-0.50125
UBAC1	-0.64325
DLEU7	-0.50725
RPL19	0.294625
TOP1MT	-0.238333333333333
LOC643641	-0.4085
MBD3L2	0.6215
NTSR1	0.0121666666666667
WISP2	-1.65575
GPSM2	-0.991875
RDH10	-0.3959
PRKCG	-0.851
HIST1H4J	-1.4015
MON1B	-0.0255
MLF1IP	-0.7625
ZNF446	0.8355
COL4A5	0.3113
SLC26A1	0.812071428571429
RGN	-1.537625
CCNB1	-2.38575
C9orf165	-0.051
CCDC28B	-0.4915
CCDC97	0.961
FGR	2.577625
MSRB3	0.7585
EPN2	0.77825
COX15	-0.251166666666667
KCNK6	0.0701
XK	-4.4065
GDA	-5.166625
HEPH	-0.982375
THRAP3	0.815625
MET	-1.65992857142857
PHYHIP	1.08275
LYAR	-1.22516666666667
ING3	0.58375
AK7	-1.689
CCT8L2	-0.825142857142857
COPS7A	0.0668333333333333
WSCD1	-1.00025
RNF185	1.161625
TNS3	-0.000249999999999992
KNDC1	-1.75116666666667
RWDD4A	0.225333333333333
MED13L	1.0721
ZFYVE1	0.70475
C7orf44	-1.04366666666667
MRPL1	-0.3095
STGC3	-1.34325
TEAD1	-1.264
RPL7A	0.125928571428571
ARL6IP1	0.3935
C1orf178	-0.628
CTAGE5	0.0935833333333334
TMEM184A	0.214666666666667
SLC25A14	-0.05175
CACNG5	0.51375
ATXN10	0.2579
ECH1	0.8155
CCL22	0.90225
CYP2F1	-2.24166666666667
GADL1	-0.0815
TMEM19	-0.1386
RUNX3	1.08
EFNB1	0.394666666666667
LIPN	-0.4265
ACSM3	-3.969
SIGLEC8	2.8445
ASCC3L1	-0.0765
NOL8	-0.4805
RELT	-0.766
Magmas	-0.99125
PPP1R15B	0.2079
C11orf2	0.565
VKORC1	-0.582333333333333
MGC26647	-0.31675
TRPM6	0.964083333333333
UGT2B7	-2.84033333333333
FEV	-1.936
FOXK2	-0.4233
PDCD5	-1.3775
SLC8A1	2.5293
DGUOK	-0.9
CLDN16	-0.2745
GAGE1	-2.992
RBM17	0.2597
C1QTNF3	0.27075
VGLL3	0.494166666666667
UNQ5830	-0.4535
CD1A	-2.53866666666667
SCGB1C1	-1.4015
SUPT4H1	0.04775
TRAF5	0.9895
ASAHL	1.162125
FAM73A	1.93066666666667
OR6B1	0.538
WHSC1	-1.4751
GFPT2	0.45675
LOC339809	1.49725
STARD5	1.04866666666667
SIP1	-1.24625
DNAJC15	-0.56025
STAU2	-0.143375
FAM98A	-0.32775
RAD23B	0.142875
LRRC33	-0.26425
CHRAC1	-1.03725
C21orf89	0.32725
C19orf43	0.423666666666667
KLK8	0.893833333333333
CCNE1	-2.088375
PKDREJ	0.4994
SSU72	0.28525
C17orf73	0.1075
GPR78	1.3965
WHSC1L1	0.4135
GSTA2	-0.851
SMUG1	0.112
UFM1	0.2979
AP3M2	-0.00966666666666667
USP14	-0.12675
FBXL14	1.702
DSTN	0.798
SFRS14	-0.98075
FBXO31	-0.303333333333333
C12orf40	-0.1065
FRS2	0.71925
NR2E3	-0.03325
TUBB2C	-0.1045
GMPR	-1.09016666666667
C9orf139	0.0715
ING5	-0.469071428571428
LOC730092	-0.343166666666667
ORM1	-4.1555
RP11-11C5.2	-1.73475
HSPD1	-1.4304
PIWIL3	-0.0965
C5orf13	-0.475
OR5R1	0.336
LCOR	0.957125
PLEKHA9	-0.9915
CCDC43	-0.813
ZNF232	-0.532
SLC6A7	-0.7395
ADH5	-0.428333333333333
SHBG	-1.19983333333333
CROCCL2	-0.95075
PANX3	-0.818
CDIPT	0.2925
SLC16A5	0.77
TUBB	-1.0605
TOR3A	0.4272
PREP	-0.592666666666667
ENTPD8	0.165142857142857
CHMP1B	-0.18325
SYT12	-0.6832
MYH6	-1.80377777777778
MAP3K13	0.0791666666666667
KLHL30	-0.174666666666667
LCMT1	0.011375
EIF1AX	-0.11775
FOXD4L1	1.044
SLC24A5	-1.564
RNF166	-0.2268
TJAP1	-0.478
TMEM156	1.34683333333333
ZNF239	0.724
SNX19	0.3127
GKN1	0.314
FCN1	3.4189
C1QL1	-1.6605
ATP11C	-0.4795
ZNF35	0.49125
CARD8	0.382875
LIMD1	-0.760666666666667
KIAA0286	-1.0095
XRN2	-1.0645
CD6	1.09866666666667
TOX3	2.585375
ZSCAN4	-1.19333333333333
RSRC1	-0.930875
COG1	0.5595
PTRF	0.5849
C16orf35	-0.295375
FBXO24	-0.10175
CHST11	-0.56475
THRB	0.5861
MYBPC1	6.0455
RNF39	1.79133333333333
PSMD11	-0.716
ALAD	0.711
EN1	0.08725
SLC9A9	1.9765
GSTM4	0.356
CDC42BPA	-1.29278947368421
RCSD1	0.85125
LUC7L2	-0.3996
SPTBN1	0.6044
LOC146167	0.327
BAT5	0.138
ZNF452	-0.826375
LSM4	-0.421125
SRP72	-1.40344444444444
SGK269	0.0775833333333334
MTX1	0.431
CENTA1	0.254
UNQ9433	-0.6635
ATR	-0.461083333333333
DDX49	-0.1295
PAQR8	-0.2965
C14orf174	0.62375
GBGT1	1.1945
THAP1	0.588
OR10K1	0.236
RASIP1	-0.546666666666667
DPYD	0.7734
DOHH	0.15675
C18orf45	1.38675
POF1B	0.867
ZNF552	3.29375
USP32	-0.57025
MED27	-0.828166666666667
C14orf149	-0.985166666666667
PRDX4	-0.7805
ABHD12	1.1679
AGT	-2.4345
SLC22A14	-0.61775
C1orf58	0.6235
PILRA	-0.5165
ABCF2	-0.8745
C17orf85	-0.3372
TKTL1	-0.7085
FGF1	1.6277
IL6R	0.6745
VPS25	-0.21925
CHRNB2	-0.042125
COL7A1	-2.1669
LRRC48	3.5245
SPG20	1.13116666666667
COX10	-0.50125
GCA	0.69
ECEL1	-1.10683333333333
GLG1	0.0876666666666667
SRD5A2L2	0.618333333333333
MUTYH	-0.876375
ZNF70	0.36975
L2HGDH	-1.383
GPATCH2	0.6575
ZNF655	-0.13925
ZNF227	-0.137166666666667
MCOLN2	0.729833333333333
NQO2	-1.06325
KCNQ5	0.3565
NEU1	0.415
QRICH1	0.169
ZBTB20	1.42616666666667
RPUSD3	-0.75925
EPGN	-1.455
TSN	0.180166666666667
SPRY2	-0.140666666666667
LZTFL1	0.35625
GMFB	-0.384125
PBEF1	-1.4714
HBG2	-2.53
TMEM8	-0.39125
PALM2-AKAP2	0.843666666666667
NFYA	-0.06725
FAM108A1	0.648875
PBLD	1.491875
NRG4	-2.54225
PIGF	-0.12225
PTGER1	0.1455
NOS2A	0.0665
C21orf34	0.953666666666667
C21orf51	-0.294583333333333
IL17C	0.357
TRMT6	-0.555333333333333
ETV2	0.274333333333333
CCDC109A	-0.63
MYLK2	-2.1485
ATP10A	2.1255
DPH4	-0.65
C5orf5	0.254166666666667
KCNA4	0.7725
NMNAT2	-0.162166666666667
GLYATL2	0.917
LSMD1	0.290625
IL23R	-1.85275
NRF1	-0.25675
MUC15	0.091
PRDM12	-2.201
PAQR4	-0.598642857142857
RBBP6	-1.1739375
IFI27	4.119
SKAP2	-0.016
TAGAP	3.096
TJP3	2.1265
C9orf61	2.3045
IDS	-0.316214285714286
PARG	-0.19275
LOC131149	-0.0965
DYRK4	-0.0828333333333334
MICALL1	-0.51025
GALR2	-0.9905
GPBP1L1	0.48025
TBX21	5.24225
KCNJ6	-1.8848
GGN	0.2575
CASP5	0.883666666666667
RNF182	-4.9285
BRD4	0.24375
DOK4	-0.853125
SLC46A2	1.63433333333333
SOX9	2.938
ZNRD1	-0.911166666666667
PRR6	-1.77025
FAU	0.24875
DTNB	1.09066666666667
CARD9	1.311
STS-1	-0.825166666666667
SLC4A5	0.15575
NSBP1	-1.686
UGCGL2	-1.39683333333333
POTE15	0.9745
NOXA1	0.14175
RP13-347D8.3	1.64875
SAMD10	0.1785
EP400NL	-1.4315
TCF21	-0.48425
AMELX	0.0115
JPH2	0.4131
SLA	2.462
DLST	-1.32933333333333
SEPT12	0.09475
RGS20	-4.1305
LXN	1.019
ZNF419	0.056
UPK3B	-0.353333333333333
RELL1	1.40675
ESPNL	-1.0225
KLHL21	-0.13025
PI15	0.8265
C2orf61	-0.816
LOC407835	-0.234333333333333
RER1	0.727916666666667
ELAVL2	-0.044
MGC26718	-0.202
KLF2	2.9535
TNFAIP8L3	1.70008333333333
TFE3	0.404
C11orf17	-0.1705
15E1.2	-1.98825
SNRPC	-1.5145
DLGAP1	0.60425
PGLYRP1	0.0695
OVCH2	0.3485
IRF7	1.7078
SET	-1.0125
NAB2	-0.367333333333333
LRP5L	-0.2595
FAM120A	0.9461875
ASCL2	0.169
SHH	0.062
ATP5H	0.238166666666667
THPO	-0.536166666666667
TYRP1	-4.86266666666667
HIST1H3E	-0.531
EIF2S1	-0.203611111111111
TNFRSF17	1.47733333333333
TARSL2	0.3885
NKX2-8	1.215125
C1orf115	1.881
LOC56964	0.442
KIAA0841	-0.7845
ISCU	0.442
TTMA	-0.1275
ZNF414	0.512
LOC441150	0.5065
RAB15	0.577
HBP1	1.01883333333333
TNNT2	-1.74566666666667
CECR5	-0.80975
PHGDH	-1.6495
JRK	-0.2994
XPO4	-0.942625
FAM131C	1.3545
ARHGAP25	1.914
CA9	-3.16355555555556
GPR62	0.5145
TLX1	-0.127
GPS1	-0.03375
OR2M2	0.497
BDP1	-0.708785714285714
FAM70B	1.37025
RPS29	0.133916666666667
MKLN1	-0.2118
TSPAN19	-3.50675
SLC29A3	1.7552
LGALS4	-0.579833333333333
USH2A	0.2546
NF1	-0.109
APOBEC3A	1.52966666666667
IMPAD1	0.109333333333333
OLR1	2.3835
NRAP	0.264
HCFC1R1	0.573666666666667
TAOK2	0.502166666666667
MCM10	-2.41116666666667
MAP4K3	0.0626666666666667
CBS	-1.975
CLK3	-0.4215
PCDHGA5	0.7545
ELF4	0.671375
FAM71A	-0.37875
C11orf49	0.38775
CLIP2	-0.7205
BTBD9	0.2074
ZNF524	1.9165
KDELR1	0.361
ZNF509	0.236
NCSTN	1.1155
ZNF533	-0.0652307692307693
PARP4	-0.283125
GALNT9	-0.227166666666667
NPY	-2.76775
BEGAIN	-1.71433333333333
TMEM77	0.581333333333333
FOXRED1	-1.311
SLC16A2	0.9235
SLC35B1	-0.323
GK5	-0.49175
SDCCAG10	-0.82175
C4orf20	0.3425
SLC9A2	-1.695
ADD1	0.487214285714286
TAL2	-1.04133333333333
ACLY	-0.664125
DNAJC1	1.2695
SOST	-1.5725
USP43	0.0145
CYP4F12	-0.605
FKBP5	-0.51475
CHCHD5	0.6695
NUDT22	0.15125
CCDC85B	-0.18425
OR51G2	0.856
STRN3	0.367071428571429
TMOD2	0.189
FLI1	1.31675
MAB21L2	0.443833333333333
DGKQ	0.75525
VPRBP	0.171333333333333
SCNN1B	0.5689
ECHDC3	1.252
TMEM106C	-0.89975
CSNK2A2	-0.5095
RPL39	0.2098
HERC3	-0.1301
ZBTB47	0.780333333333333
ZNF681	-0.312
PAGE2	-2.86425
CLIC5	3.88542857142857
RABAC1	1.3345
ZFHX2	0.54275
YPEL1	0.551333333333333
KIAA0776	0.25975
NR1D2	1.1705
DNAJC4	1.253375
NPNT	3.3461
ZNF677	0.6
ZNF536	-0.826333333333333
MEF2B	0.287166666666667
PTPN4	-1.04525
CTCFL	-5.0905
STX5	0.832333333333333
CD72	2.5705
VEGFA	-1.82984210526316
XRCC1	0.1721
MAS1L	0.797833333333334
ELL	0.4918
SETBP1	2.6785
CDH11	2.75133333333333
NDC80	-2.14769230769231
DMBX1	-3.216
NRSN1	0.822166666666667
BAT2D1	-0.22675
CDS2	0.368666666666667
C1orf212	-0.1425
SENP3	-0.95975
IL1F9	-0.247
EEF2K	0.09675
COG8	-0.08275
CEP72	-1.19025
OR1L8	0.0895
MUS81	-0.602416666666667
PHYH	0.933625
GGT6	1.55533333333333
C22orf23	0.0881666666666667
C13orf33	3.10225
MAPK8IP2	1.64925
NELL2	2.8665
POU3F2	-3.65783333333333
ALPK1	1.689875
MRPS18C	-0.55625
RPLP2	0.430875
FGF22	-0.1295
SPNS1	-0.360833333333333
ZFP1	-0.8075
IL1RAPL1	3.9305
PCSK9	-3.37583333333333
NKX2-1	0.146230769230769
C6orf189	2.397
SP4	-0.5855
SLC11A1	1.8167
C21orf25	0.445166666666667
ICAM2	0.86975
SH3GL1	-0.351666666666667
GSK3B	-0.6395
RALB	1.067875
PDXP	-1.40733333333333
GNGT1	-3.182625
KIR2DL1	0.5005
TNFAIP3	0.737333333333333
C6orf32	1.4556
CBLN2	-1.78925
PANK3	0.661125
TAAR9	0.376
WDR82	0.4665
APOM	-3.311875
TRIP10	-0.08275
SPATA16	0.0971666666666666
C1orf135	-1.84275
USP51	0.09925
TESK1	1.065
C11orf64	-0.293125
ZNF611	-0.361
PDE6G	0.412166666666667
HLA-DQA1	2.0595
GCLC	0.074375
SEC61A1	0.171142857142857
TWSG1	0.33725
ZMYND10	2.93025
CTDP1	0.178375
ADAMTS6	-0.689
SLIT1	-1.793
KRT86	-1.6765
KIAA0574	-0.73525
GTPBP2	-1.0034
PQLC3	1.04125
PRRX2	-0.037
C15orf44	0.02
MKKS	-0.687875
C11orf10	-0.09125
GPR110	0.237875
CD109	-1.30375
ADCY1	-0.100833333333333
RHBG	-3.2875
TP53I3	-0.12525
SLC22A3	-0.8471
UCP2	0.7905
FOXG1	-2.5885
OR2AG1	-0.195
TRIM24	-0.79
PROC	-3.219375
TAAR6	0.2425
AMTN	-1.414
C10orf47	-1.56916666666667
DEPDC1	-2.564
FLJ45557	4.575
ZDHHC17	-0.3639375
KIAA1429	-0.123166666666667
KCNH1	0.56975
VNN3	0.068125
PSMAL	2.2435
PPARD	0.01375
HFM1	-1.68975
YBX1	-1.78133333333333
ZNF695	-2.6525
SCTR	0.153833333333333
DCDC1	0.6815
VPS26B	0.5371
MTF2	-0.8415
ATP6V1F	-0.1115
CCDC94	0.285
PERF15	-0.304
CCL11	3.69325
LMO7	-0.574625
DCST1	-0.816
ADRBK1	0.114625
CDRT4	-0.35875
ZNF84	-0.66575
HOXD8	1.3985
STARD8	0.270166666666667
FOXP2	-0.51025
CCDC103	-0.10175
POLR3A	-0.9694
GSC	0.413833333333333
ZNF114	-1.09566666666667
HTR7P	0.0735
LALBA	0.1055
RMND5A	0.0828333333333333
PSCD2	0.87125
ZNF409	0.539
KRTAP1-3	0.477166666666667
MAF1	-0.1235
LOC201725	-0.2575
NRN1	-1.351
SPAG5	-2.49966666666667
DNAH7	1.8255
FLJ43860	-0.376
BRCA2	-1.235
ACADM	-1.108625
CXXC6	-3.19875
RAGE	-1.428625
CHMP2A	0.6735
FAM8A1	0.3722
GPR21	0.2105
SLC12A3	-2.72466666666667
FVT1	0.590071428571428
ZDHHC7	-0.329375
FLJ44048	1.58025
SLC44A3	2.517
SDSL	0.776666666666667
MMP8	-0.8445
PLA2G12B	-3.31333333333333
ACY1	-0.361
MT1E	-0.368666666666667
OR4K15	0.268
TECTB	-0.7955
GPR20	0.611
IRAK2	-0.73575
RFPL3	-0.0745
MYO9A	-0.08175
NARG1L	-0.58275
BLMH	-1.752125
CCDC3	2.9435
C9orf21	-0.519666666666667
KIAA0513	0.203666666666667
MIER2	0.13675
PNMA2	1.90058333333333
SH3BP2	0.758
ANXA10	-1.704
RTN2	0.610166666666667
TFB1M	-1.5075
PRPH2	3.347
C14orf133	0.11625
GOLGB1	1.20466666666667
IRX4	0.882375
NFKBIL1	0.322333333333333
C10orf62	-0.519
APBB3	-0.5235
RPS10	-0.0341
LOC728378	0.5275
TLE3	1.83483333333333
PSMB7	-0.733375
MESDC1	1.0655
SLC6A1	1.30916666666667
OCLN	0.444666666666667
PTTG3	-2.10416666666667
NAGLU	0.12075
SERTAD4	0.397875
SPRY1	2.1555
FLJ10781	-0.415166666666667
MYSM1	-0.5325
TRIM4	0.743
SH3YL1	-0.03775
TREM2	4.24616666666667
SERPINI1	1.9345
HDHD3	0.559625
TMEM38A	0.158625
EID2B	-0.20925
TDRD3	-0.658166666666667
SEDLP	0.41975
THSD7A	1.58966666666667
NDST3	-1.97425
KLHL15	-0.399333333333333
DHRS12	1.5095
FBXO9	-0.888785714285714
TNPO1	-0.327
MRPL13	-1.0345
SNX5	-1.51783333333333
METTL6	-0.91025
SOD1	0.06575
CHML	-1.44466666666667
PACS1	0.479875
SIRT5	-1.0165
CAPN2	0.155833333333333
FXYD5	0.848833333333333
TWISTNB	-0.679
LRFN1	0.987833333333334
UBE1L	1.999125
UBE1C	0.269
OR51B2	-0.23225
OR4D11	0.092
C15orf2	0.2765
NR4A1	1.31083333333333
LOC339047	-2.62575
TRIM17	-0.239625
ATP5G3	-0.428785714285714
RPL15	-0.193583333333333
ADAMTS8	0.7595
HOXC4	0.1495
C14orf37	2.336
CEACAM5	2.388125
MYT1L	0.121333333333333
RASA2	-0.377125
OSBPL7	-0.393
STAG1	-0.0555
GIMAP4	5.57566666666667
FUT3	-0.311333333333333
PIF1	-2.8955
LPIN2	0.097
SH3PX3	0.99525
PDP2	-0.85225
PAPD1	-0.412625
ERP27	1.096
APOOL	-0.272
DIABLO	-0.14325
TRHR	0.0234285714285714
ARMC9	-0.30175
RNF152	2.7245
SLITRK3	0.654
ZNF211	0.1436
PFDN1	-0.41775
RGS11	-0.0185
HS6ST1	0.5524
AKR1D1	-2.97875
TNP2	0.483833333333333
STK31	-0.267833333333333
EML4	-1.14725
SGTA	-0.249333333333333
HIST1H2BI	-0.315833333333333
PSMD6	-1.66966666666667
KIAA1257	0.73225
C18orf55	-1.32433333333333
FLJ20273	2.5355
RPL28	-0.4345
EPYC	0.706857142857143
NOX3	-0.3065
ELAC1	0.661333333333333
METT11D1	-1.07775
BIN2	1.0375
NACA2	0.17925
CCDC17	-0.89825
HM13	-0.4722
UBOX5	-0.343125
UBE2O	-0.33875
UBL5	0.03025
APOLD1	1.803875
C9orf31	0.5415
TNFSF8	0.765
ARHGAP29	-0.7355
PROKR2	0.475
PDE5A	-0.547
C6orf12	-2.176
TOM1L1	0.0625
WHDC1	0.394375
FOXI1	1.2875
RAB4A	0.3902
TMEM39B	-0.161
ATPBD1C	-0.80075
FARSA	-0.5145
PLEKHG5	0.62775
CMAS	-1.06216666666667
OR7E24	-0.9365
SLC30A1	0.0895
CDC42EP5	1.79883333333333
PLAC1	-1.283
KLHL18	-0.373333333333333
LBA1	1.292
TAZ	-0.952
CRIP2	0.298875
BTBD11	-0.655
C16orf72	0.686
DIO2	1.5696
LRRCC1	0.2715
CCDC136	-1.4355
PRX	0.367625
RBM5	-0.1576
TMEM85	0.0245
TUBGCP4	-1.047
APLN	0.302
CDK7	-0.627666666666667
SSR2	1.22291666666667
CRELD1	0.12225
C19orf46	2.11325
GAL3ST4	1.0325
KBTBD10	0.0415
IL28A	0.44275
WDR27	-1.1455
MCM2	-0.977166666666667
SOX14	0.822
FLJ39743	-0.2305
KIAA0922	-0.4865
HIPK4	1.0575
FLJ25758	-1.0515
C16orf57	-1.08925
PDZD2	1.7935
MCC	2.685125
HHLA3	-0.4712
ID2	0.1105
C20orf23	1.20358333333333
ZNF688	0.928
APOC2	-1.549
LOC440093	0.52525
FAM50B	2.51383333333333
PWP1	-0.6985
DNAH10	-1.46675
HIST1H2BA	0.62075
GPR56	0.244166666666667
METAP2	-0.4435
PAN3	0.664833333333333
STXBP4	0.191875
PDHX	-0.5875
MTA1	-0.2935
ZBED4	-0.161375
ZNF720	-0.45325
CDK2	-0.8655
RHOJ	1.41475
CDC37	-0.194166666666667
ZER1	0.508
GRK4	-0.30875
PRPH	-0.4225
POLR2A	0.747875
OGFOD1	-1.42925
NOL5A	-1.663
PHEX	-0.6855
FLJ16478	0.30225
C20orf117	-1.788375
CAMTA2	-0.0445
C11orf74	0.0445
DDX17	-0.177083333333333
C5orf27	0.661125
PLEKHA2	-0.8506
PDE4DIP	-0.7113
SCN7A	1.58425
ZNF559	-0.174833333333333
CXCL10	3.84975
ZMYM4	0.0551666666666667
STK32B	1.36806666666667
KIAA0888	-0.5405
TACR3	1.1765
CKAP2L	-1.26875
KIF1A	-1.183
RSPRY1	0.083
VCAN	1.907
CYP27C1	-0.3915
SYDE1	-1.23466666666667
MED12L	-0.2845
ZDHHC21	0.663625
NHS	0.544
TM9SF3	0.981166666666667
DDHD1	-0.8765
MAFG	-0.801
BICD2	-0.4694
C14orf119	0.1165
C14orf43	0.601071428571428
CDH7	3.168
ALKBH5	0.189285714285714
JUP	1.12075
TMEM41A	-0.114666666666667
