Hybridization REF	TCGA-BH-A0GZ-01A-11R-A056-07
P2RY13	1.86775
GAPVD1	0.186
CCNO	0.7493
C9orf64	0.1905
RXRG	-0.041
C7orf45	-0.21475
ZNF140	0.23325
SULT1E1	0.63275
RGPD4	1.4375
CGB7	0.213
C9orf142	0.25825
BRD9	-1.5185
tcag7.350	-1.45625
OR2M5	1.777
OGT	-0.7498
SYT1	5.572
ACRV1	-0.965333333333333
CMPK	-0.445
BHLHB5	2.639
MARCH2	1.79464285714286
ASXL3	-1.433875
RPIA	0.16275
RFXDC1	0.074
HIST1H1B	-1.637
ZNF701	1.49275
KCNT2	0.429
CCDC36	-1.252875
SLC11A2	-0.822375
NBEAL2	-0.154333333333333
RP4-691N24.1	-0.0275
TYROBP	3.30725
PLA2G2F	0.00512499999999996
TCP11	0.262
OR4K13	2.811
C15orf21	-1.4525
OR4F15	null
FAM108C1	0.7984
ASAM	-2.725
NPHP4	-1.62183333333333
SFRP5	0.308333333333333
OR56A3	-0.123
EBAG9	-0.0678333333333333
LOC100101267	-0.0165
UROD	-1.3135
ARL9	1.519
PDE2A	-1.84983333333333
TUBB2A	0.3895
RPL36	-0.883
ASPM	-1.96423076923077
RBCK1	-1.17233333333333
AFF2	-0.3815
STARD6	0.194833333333333
ZDHHC8	0.6225
EXOD1	-2.112
PLXNA2	1.29083333333333
ACTL6B	0.0703333333333334
ANKRD41	-1.62083333333333
IL2RA	0.9675
PNRC2	-0.4465
DENND2C	0.59525
STXBP5L	-1.94575
TBCC	0.280375
NSF	0.936833333333333
KCNJ1	1.2215
KIF2B	0.364
KRT73	-0.593
C7orf47	-0.038
NFASC	0.583833333333333
SFRS15	0.22525
CLCA4	-0.262666666666667
ZNF597	0.844833333333333
SCGB1D1	4.571
LONRF3	-2.645
OR2J3	0.1475
SMURF1	-0.362125
C14orf102	0.05625
HNRPDL	-0.523
ANKRD39	0.288
BTNL8	-1.187
CSTF2	0.38825
CABP4	1.1535
TMEM95	0.41475
HTR1F	0.508
SCPEP1	0.316
PRSS12	-3.141125
SLC28A2	0.2465
INHBA	2.89016666666667
RP11-298P3.3	0.934
UGDH	0.0223333333333333
SLC36A1	0.547
PLCB1	0.127333333333333
SEPP1	-0.318
SRXN1	0.06225
LOXL2	-0.77025
SERPINA7	-6.21616666666667
LOC201229	1.97125
CHRNA1	0.655333333333333
DENR	-2.28083333333333
RARRES2	0.98425
SENP2	-0.332375
XPNPEP1	-1.077
PCGF5	-0.3112
HIST1H1T	0.221
CDK5RAP1	-1.523
PRKG1	2.00257142857143
RASGRP1	1.6254
CFI	-2.08466666666667
KIR2DL3	1.425
FOXRED2	-1.6935
FABP1	-7.14025
TRIM7	-2.803625
CYP20A1	0.577318181818182
CYTL1	-2.34525
SORBS1	1.0765
PEA15	1.49178571428571
GUCY1A2	0.874333333333333
ZSWIM2	-0.653
PH-4	1.360375
PACSIN1	1.152375
LOC152586	0.919
UMODL1	-2.431
KREMEN1	0.305875
FLJ35773	5.0555
RFPL4B	0.46125
SNAP23	-0.8225
STXBP6	-3.076
C6orf115	0.8085
ZBTB33	-0.1125
CHST9	0.463333333333333
MGA	-0.245375
FAM128B	-0.1451
GPR4	3.812
KIAA1957	0.24075
GSTK1	0.903666666666667
CLCN5	0.37725
FBXW5	-0.535
FUSIP1	-1.25
MAG	-1.4795
FLT3	3.014
STRA8	1.442
SERPINB4	-5.6975
JMY	-0.533166666666667
DLK2	-1.2875
ZNF451	-0.5021
HES6	-1.249
FGF9	-2.44425
VNN1	-1.3355
SRPK2	0.4974
ALDH3A1	-2.209
CDX4	-1.043
SPG21	0.42275
ZNF302	0.133
DOK3	0.1175
GRIN1	0.876428571428571
OR1A1	0.7136
CALU	0.407666666666667
ANKFY1	-1.06966666666667
C9orf84	-0.2845
CLEC2L	-0.018
LIMCH1	1.72016666666667
RWDD1	0.871333333333333
VHLL	-0.565
SLC18A2	-0.4385
UPK3A	1.581
FIP1L1	-1.46575
LENEP	0.0966
RHOB	2.5915
RIBC2	0.52475
GNPNAT1	-0.1243125
TBC1D10C	-1.79825
MMAA	0.4295
INTS9	0.5475
HOOK2	-1.4815
CCNG1	-1.97866666666667
CCDC144B	-0.2755
MTMR7	0.7575
NEU4	-3.62633333333333
HADH	-1.197125
CCKAR	-0.805
TMEM173	0.5455
AFAR3	0.00275
PTH2R	2.033875
IFI30	0.1075
GLUL	1.6921
TMEM71	-0.400833333333333
C20orf165	-0.7345
BFAR	-1.214375
ZNF14	1.27125
KLHL8	0.1415
PPIL2	-0.966833333333333
CTA-126B4.3	-0.597
C5orf37	0.347875
SLC27A4	-1.23633333333333
KLHL22	-0.867875
GJB2	4.5662
HSPBP1	0.294125
PRKD1	-0.249
SOX8	-0.177875
KIAA0195	-0.786833333333333
MICALCL	5.02166666666667
ICAM1	-1.639125
C10orf126	-0.9225
SIX4	1.032
BCL2L1	0.0822
CD19	-1.19316666666667
RAPGEF3	1.33433333333333
KIAA0974	0.22025
MAPK3	-0.495166666666667
OR10A3	0.663
MAP2K1IP1	-0.225
STK4	-0.273166666666667
CHIC2	0.0152999999999999
DLX5	0.906833333333333
ZNF367	-1.6495
FBXO41	-0.33475
ADK	-1.436
hCG_1995786	0.2565
GTPBP10	0.057
TGOLN2	1.19375
CTBS	0.7765
FGD1	0.27525
ETS1	-0.346666666666667
EDC4	0.0175
GSTA3	1.135
HOXB6	0.298666666666667
C9orf131	0.04375
BCAS1	0.8295
U2AF1L4	-0.306
PDHA2	0.71375
SORD	2.023
SLC25A33	-1.44
WDHD1	-1.8745
OR8K5	-0.056
RNASE11	0.7425
STAP2	1.1955
TRIM44	-0.3223
CHCHD8	-0.31475
SIDT2	0.431333333333333
OR2B3	-0.462
TRRAP	0.2315
TRAF1	-0.952727272727273
RYR2	-1.1465
FAM71B	0.0594
SLC45A4	-0.27825
TRIM32	0.094375
ATP6V1G1	-0.18275
TRA16	0.0595
SERHL2	0.5215
PRKY	-0.3785
NPR2	-0.50125
TAS2R40	0.0815
OR5I1	0.946333333333333
ZFYVE26	0.0476666666666667
WFDC11	0.1185
CSH2	-0.05575
OR2T8	0.35575
TBX20	-0.4995
LYPD5	3.33083333333333
STOML2	-0.849666666666667
ALPI	-0.2515
FAT3	0.55925
ZNF273	0.2093125
NPSR1	0.256
FLAD1	0.0445
RAB5C	0.043625
TTLL3	-1.655625
KIAA1618	0.283
NPPC	-0.759
ZEB2	1.1192
MRP63	0.900125
WSCD2	0.08875
NEUROD4	2.23075
SNAPAP	1.02775
MTMR2	-0.937117647058824
STK35	-1.083125
USP48	-1.187875
NR1H4	-4.07333333333333
RASL10A	-0.91475
SSTR1	-2.03225
C1orf35	0.2
APOBEC3C	-0.84125
RUSC2	0.7445
SALL4	-0.0545
ZCCHC8	0.18425
RAD17	-0.506875
ZNF708	0.983833333333333
LILRB5	0.93825
TEX12	0.472
C9orf79	-0.5365
ARHGEF1	0.0255
ABCA4	0.4295
RNF214	-0.8255
PPAPDC2	0.9315
ARID4A	0.217333333333333
SYCP2	0.770375
OPRM1	0.045
RP13-102H20.1	-4.78875
CYP26B1	-0.4805
APCDD1	2.297
PCCA	-1.21275
ALS2CR7	0.195
AQP5	1.9295
YLPM1	-1.82
PRKAR1B	-0.7861
IL16	0.446666666666667
TCF3	-0.922625
ZSWIM7	0.092
SERPINE1	-1.8757
BAI2	1.45275
SMC5	-0.498571428571429
SMN1	-0.7765
SLC13A5	-2.905
POU2F3	1.68225
BACH1	-0.494166666666667
GMCL1L	1.45833333333333
PPP2R2D	-0.036
LRRC51	0.9425
EDARADD	-0.66
LRRC3	-0.003
FAM124B	0.65675
C20orf70	0.062
LOC285735	-0.7965
CTBP2	1.1057
ZMYND11	2.080625
CDH23	0.84375
OR1N1	0.5105
LOC400590	-0.477
PDK1	-2.790875
LMTK3	0.1
USHBP1	0.7805
ZFYVE21	0.908
hCG_21078	-0.105625
OAF	-0.973125
WDR41	-0.62275
SPINK6	-0.9655
GDEP	-0.076
MEG3	-1.419
OXSR1	0.417142857142857
RAD51	-1.67366666666667
RPL13A	-0.18425
DYRK1A	0.5624
FLJ25791	1.73
SARDH	-0.6686
RBBP5	0.601
ORC2L	-1.59375
NCAPH2	-1.36216666666667
RNASET2	-0.061
WDR79	-0.913666666666667
FLJ39779	-0.06525
C3orf1	-0.0665
DDX23	0.1635
MGC40574	0.71925
MORC4	1.273
MYRIP	3.07636363636364
LY6E	0.121875
SLC39A11	1.701875
ATP12A	-0.075
AUP1	-1.71975
PIP	6.2385
CORO7	-0.78
PITPNM3	-0.5045
ENPP1	1.71666666666667
PPP1R1C	2.7635
NRBP2	-0.4895
KCNE2	3.353
P2RX4	1.52675
CCND2	-2.25692857142857
OR5T3	-0.17
CUL4A	-0.824666666666667
CFB	4.629125
PCP4	-1.065
HEMGN	-5.58666666666667
UBIAD1	-0.5325
CDC42BPB	-0.6927
CYB561D1	1.519
RIMS2	1.368375
ZNF488	-1.27175
RNMTL1	0.51475
SART3	0.1525
CAPN10	-1.11171428571429
CCR5	3.53633333333333
APOA1BP	1.03983333333333
NDUFS5	0.185
PDLIM3	1.428
VPS24	-0.1095
SCN8A	0.9725
C1orf67	-1.73066666666667
MRCL3	1.49
TMEM145	0.562
KCTD16	0.7108
RNF149	0.778
FDXR	-0.756
CDCP1	1.11016666666667
PAX3	-3.6676
LASS4	0.4155
HSD17B8	0.20075
YAP1	-0.48525
NNT	-1.1525
SC5DL	-0.404625
DKFZp566H0824	-1.778
KSR2	0.844833333333333
RAD21	0.119933333333333
ST8SIA2	0.70475
L3MBTL3	0.095625
SNRPB	-0.672
MGC14425	0.451
MIF	-0.069
TAPT1	1.011
IRF8	1.4038
PRO0132	1.065
HERV-FRD	0.082
ACD	-0.6665
BCL3	2.441
SPATA13	1.89875
MRLC2	1.706
F2RL3	-0.209625
CFHR3	0.865
DUSP15	1.19983333333333
TMEM46	-1.25083333333333
SF3B4	0.616833333333333
MAP7D3	-0.7995
STELLAR	-0.4235
SEMA5A	-0.5773
H2BFS	-1.3535
LRRC28	-0.601166666666667
MORN2	1.031
XYLB	-0.301375
WDR21C	0.132
HIATL1	-0.088625
ADAMTS10	0.730333333333333
WDR55	0.24375
MFSD5	0.467166666666667
OR4N2	2.121
DUSP16	1.35205555555556
NLGN4Y	-1.0939
INHBC	0.0764166666666667
NUMA1	0.43375
DEFB123	-0.38675
GIPC1	0.4545
MGC27348	-2.07
FLJ33590	-0.076
FZD1	1.3115
MKL1	0.499333333333333
SAA2	3.17425
C1orf94	-2.6775
C7orf28B	-0.526
TMEM185A	0.24575
ZZZ3	0.178
C16orf5	-1.66366666666667
GALNAC4S-6ST	1.034
C1orf186	2.44725
IGFBP4	0.0905
NDUFA10	-0.370333333333333
CLIC2	0.16125
RNF13	0.463
GPR103	-0.69725
CD69	-3.83625
MYOZ1	2.46925
IFNB1	-0.929
CLNS1A	-0.29525
CXorf45	-0.573
ZXDB	0.943
FUNDC2	-1.2405
GPA33	-1.1475
C9orf70	-0.03475
SLC2A9	-0.64375
LOC126520	0.2435
MAGEB1	-0.74525
LCE2A	-0.243
C18orf34	1.9755
FMNL2	-2.227625
KRT85	0.48425
CRYGA	-0.5055
GEM	0.868
THAP6	0.8989
ALKBH3	-0.241
TM6SF2	0.4355
C20orf82	3.142
RANBP2	0.5915
LIG3	0.682
RETSAT	-0.22075
OR8S1	1.113
CAST	1.1835
TGFBI	-1.125
C15orf37	-0.486375
PGM3	-0.0185
SLC4A11	-0.401125
FAM123C	0.19
TAOK1	2.74975
CISH	0.97725
OGDHL	-2.237
SPINT2	2.2475
ZNF33A	-0.0995
CLDN18	0.0821666666666667
RNF128	-2.641
CCDC71	-0.85475
RASSF6	1.85333333333333
HSPG2	0.7405
ATP6V0E1	1.776375
ABHD6	-0.68525
CD274	-0.9095
GCNT1	-0.363
NT5C1A	0.0223333333333333
TM4SF5	-4.51525
C21orf58	-1.185
SUCLA2	-1.189
RFTN2	3.307
SCNM1	0.268125
SLC9A10	0.113
FUNDC1	0.96575
SLC35F4	-1.8715
AMD1	-0.093
COL6A6	3.60975
OR4K2	0.133
TRIB2	-1.57141666666667
LOC91461	-2.36525
GHSR	0.38
ATP8B1	1.642375
C1orf78	2.495
RNF183	-1.9085
STX4	-0.1783
TPPP2	-1.13075
MYBPHL	-3.06
TXNDC6	-0.17
C9orf47	3.17
FAM137B	-0.2515
FANCB	-1.9445
C11orf9	-2.32575
DPY19L1	-1.035
VDAC2	-0.466333333333333
VHL	0.1375
LMBR1	-0.129
C8orf44	-0.33825
ZPBP	0.24225
FGF23	-2.3025
C21orf67	0.8965
PCNT	-0.496
BCKDHB	1.0969
GALNTL5	0.15025
BET1	-0.550625
ARL13A	0.003
HDAC6	-0.951875
N4BP3	0.854833333333333
OTOP1	-0.0424
TTC30A	1.67975
CRISP1	0.0955
KRT32	0.4525
VSTM1	-0.0425
ZNF622	-0.70025
POLR3B	-0.3227
DNAJC10	0.136375
C12orf54	2.443
ADIPOQ	2.12966666666667
RIT2	0.628
CD44	-0.577
ABCA3	2.025125
RPS17	-1.40375
FEZF1	0.925
PCDHB15	0.452
KCNMA1	-1.06818181818182
CCDC116	-2.64
C15orf27	-1.22
NARG2	0.2544375
ITGA5	-1.136125
MEFV	0.081
TUT1	-0.89175
LOC541473	0.18675
NMBR	1.131
GLT1D1	-3.20566666666667
ABCB7	-0.79525
PFKP	-3.57727272727273
C9orf91	0.1238
LRRC41	-0.300333333333333
C1orf85	-0.102333333333333
ATP5F1	-0.59125
STOX1	1.6675
GFOD2	0.3055
SLC25A3	-0.149875
ZNF646	0.565
ZAR1	-1.1595
OSTbeta	-2.16975
GALNT3	1.03375
IFT122	0.109
LDB3	0.5094
GARNL1	0.961666666666667
HOMEZ	0.7415
LRRC6	4.09425
ANGPTL5	-2.17666666666667
UBAC1	-1.45375
DLEU7	-0.128
RPL19	-0.492875
TOP1MT	-0.730333333333333
LOC643641	-0.026875
MBD3L2	0.6405
NTSR1	0.197666666666667
WISP2	0.25325
GPSM2	-2.232125
RDH10	-0.6385
PRKCG	-0.256
HIST1H4J	1.87
MON1B	1.3572
MLF1IP	-1.95183333333333
ZNF446	0.9325
COL4A5	0.7552
SLC26A1	0.468642857142857
RGN	-2.652875
CCNB1	-2.35475
C9orf165	-0.2375
CCDC28B	-1.2355
CCDC97	0.88675
FGR	1.2775
MSRB3	1.0886
EPN2	0.13925
COX15	0.0701666666666666
KCNK6	-0.1948
XK	-5.50025
GDA	-5.67514285714286
HEPH	-0.545625
THRAP3	0.612
MET	-1.71178571428571
PHYHIP	-0.12875
LYAR	-1.31916666666667
ING3	-0.9145
AK7	-0.35775
CCT8L2	-0.136875
COPS7A	-0.449333333333333
WSCD1	-0.78525
RNF185	0.55075
TNS3	0.746
KNDC1	-1.75966666666667
RWDD4A	-0.841833333333333
MED13L	2.2068
ZFYVE1	0.44575
C7orf44	-1.5205
MRPL1	-0.5875
STGC3	-0.7835
TEAD1	0.930166666666667
RPL7A	-1.22007142857143
ARL6IP1	0.9258
C1orf178	-1.248
CTAGE5	1.07808333333333
TMEM184A	1.17483333333333
SLC25A14	-0.3755
CACNG5	0.2605
ATXN10	-0.4729
ECH1	1.012
CCL22	0.0885
CYP2F1	-2.14483333333333
GADL1	0.349
TMEM19	-0.8463
RUNX3	-1.4475
EFNB1	0.2215
LIPN	0.228
ACSM3	-4.8725
SIGLEC8	1.18466666666667
ASCC3L1	0.0595
NOL8	0.35225
RELT	-1.85733333333333
Magmas	-0.239
PPP1R15B	0.2377
C11orf2	-0.57525
VKORC1	-1.29766666666667
MGC26647	1.092
TRPM6	-0.0681666666666667
UGT2B7	-3.9268
FEV	-0.1705
FOXK2	-0.6876
PDCD5	-0.407833333333333
SLC8A1	1.6101
DGUOK	0.518
CLDN16	0.2685
GAGE1	-2.4235
RBM17	-0.4243
C1QTNF3	2.202875
VGLL3	0.18
UNQ5830	-1.233
CD1A	-3.3225
SCGB1C1	2.602
SUPT4H1	0.369
TRAF5	0.36475
ASAHL	0.513125
FAM73A	1.44883333333333
OR6B1	0.065
WHSC1	-1.78575
GFPT2	0.31625
LOC339809	1.293
STARD5	0.136416666666667
SIP1	-1.3355
DNAJC15	1.0615
STAU2	1.2600625
FAM98A	0.6275
RAD23B	-0.27975
LRRC33	-1.12275
CHRAC1	-0.5065
C21orf89	0.141
C19orf43	0.169666666666667
KLK8	-2.5605
CCNE1	-2.432875
PKDREJ	-0.187166666666667
SSU72	-0.203
C17orf73	0.17
GPR78	1.7715
WHSC1L1	1.0787
GSTA2	-0.13625
SMUG1	-0.0653333333333334
UFM1	0.7766
AP3M2	0.359
USP14	-1.178875
FBXL14	2.01033333333333
DSTN	1.29275
SFRS14	0.0215
FBXO31	-0.6625
C12orf40	1.20833333333333
FRS2	0.73075
NR2E3	1.4155
TUBB2C	0.1245
GMPR	-1.79366666666667
C9orf139	-0.4435
ING5	-0.629571428571429
LOC730092	-1.60666666666667
ORM1	-3.5315
RP11-11C5.2	-2.22275
HSPD1	-0.468
PIWIL3	-0.4265
C5orf13	0.254
OR5R1	0.9615
LCOR	0.91
PLEKHA9	0.0755
CCDC43	-0.39775
ZNF232	-1.16325
SLC6A7	1.167
ADH5	-1.24
SHBG	-0.887333333333333
CROCCL2	-0.512
PANX3	-0.408
CDIPT	-1.149
SLC16A5	0.61075
TUBB	-0.870625
TOR3A	-0.0959
PREP	-0.0916666666666667
ENTPD8	-0.494846153846154
CHMP1B	0.1765
SYT12	-0.8733
MYH6	-2.09888888888889
MAP3K13	1.512
KLHL30	-0.220666666666667
LCMT1	0.166875
EIF1AX	0.530333333333333
FOXD4L1	1.39
SLC24A5	0.339
RNF166	-0.9677
TJAP1	0.03275
TMEM156	-0.858666666666667
ZNF239	1.30875
SNX19	1.5937
GKN1	0.33825
FCN1	1.031
C1QL1	-1.74125
ATP11C	-1.169375
ZNF35	0.71425
CARD8	0.4255
LIMD1	-0.106333333333333
KIAA0286	-2.357625
XRN2	-1.00283333333333
CD6	-0.700333333333333
TOX3	3.3205
ZSCAN4	-1.2835
RSRC1	0.3605
COG1	0.8345
PTRF	0.9348
C16orf35	-0.257125
FBXO24	0.20825
CHST11	-1.1575
THRB	0.825
MYBPC1	0.384
RNF39	0.224
PSMD11	-0.88675
ALAD	0.51
EN1	1.42325
SLC9A9	-0.3015
GSTM4	-0.0706
CDC42BPA	0.780052631578947
RCSD1	-1.7995
LUC7L2	-0.2284
SPTBN1	0.1574
LOC146167	-0.2625
BAT5	0.4834
ZNF452	-2.20728571428571
LSM4	-0.736875
SRP72	-0.342666666666667
SGK269	0.491583333333333
MTX1	0.76075
CENTA1	-0.23
UNQ9433	-0.9485
ATR	-0.105833333333333
DDX49	0.427
PAQR8	-1.21133333333333
C14orf174	1.60225
GBGT1	-0.33325
THAP1	0.26575
OR10K1	0.575
RASIP1	-1.183
DPYD	-0.3719
DOHH	-0.70875
C18orf45	1.6665
POF1B	2.0007
ZNF552	2.77175
USP32	-0.293125
MED27	-0.795166666666667
C14orf149	-0.767666666666667
PRDX4	-1.03366666666667
ABHD12	-0.2849
AGT	-1.3045
SLC22A14	-1.38725
C1orf58	0.846
PILRA	-0.951
ABCF2	-0.8535
C17orf85	0.3461
TKTL1	-1.62166666666667
FGF1	2.58645
IL6R	-0.839
VPS25	-0.25225
CHRNB2	1.7695
COL7A1	-2.3002
LRRC48	3.5675
SPG20	1.9895
COX10	-0.8575
GCA	1.53175
ECEL1	-1.6
GLG1	0.21
SRD5A2L2	0.125
MUTYH	-1.372125
ZNF70	-0.249
L2HGDH	-1.7405
GPATCH2	1.46075
ZNF655	-0.9735
ZNF227	-0.0451666666666667
MCOLN2	-1.18766666666667
NQO2	-0.35425
KCNQ5	-0.2
NEU1	0.7055
QRICH1	0.48225
ZBTB20	1.5425
RPUSD3	-0.8765
EPGN	-1.51516666666667
TSN	-0.0185833333333333
SPRY2	-2.91616666666667
LZTFL1	0.957
GMFB	0.380625
PBEF1	-1.8319
HBG2	-2.53275
TMEM8	-1.41825
PALM2-AKAP2	0.246
NFYA	0.085
FAM108A1	0.75025
PBLD	2.506625
NRG4	-2.06233333333333
PIGF	-1.61075
PTGER1	1.69425
NOS2A	0.104833333333333
C21orf34	0.463
C21orf51	0.17525
IL17C	-0.0305
TRMT6	-0.525333333333334
ETV2	0.248333333333333
CCDC109A	0.502
MYLK2	-2.256
ATP10A	1.1268
DPH4	-0.08475
C5orf5	0.659
KCNA4	0.324833333333333
NMNAT2	-0.1945
GLYATL2	1.438
LSMD1	0.040375
IL23R	-3.05625
NRF1	-0.20025
MUC15	-2.131
PRDM12	-1.5155
PAQR4	-0.809
RBBP6	-1.0871875
IFI27	2.1455
SKAP2	0.131666666666667
TAGAP	0.566125
TJP3	2.5415
C9orf61	-0.03775
IDS	-0.473071428571429
PARG	0.06775
LOC131149	-0.832
DYRK4	1.0605
MICALL1	-1.744
GALR2	-1.047
GPBP1L1	-0.565
TBX21	2.8605
KCNJ6	0.694333333333333
GGN	-0.0455
CASP5	-0.738666666666667
RNF182	-4.2935
BRD4	1.42175
DOK4	-0.652625
SLC46A2	1.38416666666667
SOX9	2.97741666666667
ZNRD1	-0.514333333333333
PRR6	-3.33675
FAU	-0.83575
DTNB	1.1935
CARD9	-1.00675
STS-1	-1.14183333333333
SLC4A5	0.1755
NSBP1	-0.71275
UGCGL2	-0.93575
POTE15	3.759
NOXA1	1.1075
RP13-347D8.3	1.96575
SAMD10	0.100166666666667
EP400NL	-0.8295
TCF21	-0.4235
AMELX	0.05
JPH2	0.1203
SLA	0.826625
DLST	-1.94616666666667
SEPT12	2.43025
RGS20	-4.73825
LXN	1.80233333333333
ZNF419	-0.17725
UPK3B	-0.149
RELL1	1.0615
ESPNL	-1.4955
KLHL21	-1.0975
PI15	2.3775
C2orf61	0.144
LOC407835	-0.740333333333333
RER1	-0.482083333333333
ELAVL2	1.6215
MGC26718	0.375
KLF2	2.97625
TNFAIP8L3	1.20975
TFE3	0.091
C11orf17	-0.0985
15E1.2	-1.1065
SNRPC	-0.32975
DLGAP1	-0.12025
PGLYRP1	0.0745
OVCH2	0.2515
IRF7	1.3129
SET	-1.053
NAB2	-0.795833333333333
LRP5L	-1.17325
FAM120A	0.9921875
ASCL2	-0.878
SHH	0.139
ATP5H	0.320833333333333
THPO	1.06166666666667
TYRP1	-3.84866666666667
HIST1H3E	0.838333333333333
EIF2S1	-0.599611111111111
TNFRSF17	-0.722166666666667
TARSL2	0.86075
NKX2-8	0.924375
C1orf115	2.254
LOC56964	0.661
KIAA0841	-0.59625
ISCU	0.545
TTMA	-0.122
ZNF414	0.2635
LOC441150	1.66975
RAB15	0.70825
HBP1	0.108
TNNT2	-1.67083333333333
CECR5	-1.5085
PHGDH	-2.2075
JRK	-0.8928
XPO4	-0.2865
FAM131C	1.2015
ARHGAP25	1.2232
CA9	-3.54288888888889
GPR62	1.583
TLX1	-0.174333333333333
GPS1	0.151
OR2M2	0.061
BDP1	1.26692857142857
FAM70B	0.85275
RPS29	-0.600333333333333
MKLN1	-0.3766
TSPAN19	-2.021
SLC29A3	0.9259
LGALS4	-0.786166666666667
USH2A	0.247
NF1	0.855833333333333
APOBEC3A	-0.424833333333333
IMPAD1	0.299333333333333
OLR1	2.82633333333333
NRAP	-1.0005
HCFC1R1	0.681166666666667
TAOK2	0.660666666666667
MCM10	-2.27883333333333
MAP4K3	0.734583333333333
CBS	-3.09125
CLK3	-0.968
PCDHGA5	-0.1765
ELF4	-0.084125
FAM71A	-0.849
C11orf49	1.12725
CLIP2	-0.68025
BTBD9	0.7567
ZNF524	1.04
KDELR1	0.973333333333333
ZNF509	0.914
NCSTN	1.8635
ZNF533	0.00664285714285717
PARP4	0.942375
GALNT9	-0.552
NPY	-3.1465
BEGAIN	-1.929
TMEM77	-0.175666666666667
FOXRED1	-1.25166666666667
SLC16A2	1.62133333333333
SLC35B1	-0.601
GK5	0.262083333333333
SDCCAG10	-0.30325
C4orf20	-0.674
SLC9A2	1.70125
ADD1	0.931785714285714
TAL2	-1.34966666666667
ACLY	-0.28675
DNAJC1	1.124
SOST	-2.965
USP43	2.97766666666667
CYP4F12	-2.14675
FKBP5	-1.465
CHCHD5	0.8213
NUDT22	-0.97725
CCDC85B	-0.9515
OR51G2	0.709
STRN3	0.469
TMOD2	0.57775
FLI1	0.12425
MAB21L2	0.637
DGKQ	0.7325
VPRBP	0.298666666666667
SCNN1B	0.4902
ECHDC3	1.8542
TMEM106C	-0.6045
CSNK2A2	-0.1965
RPL39	-0.5137
HERC3	0.2728
ZBTB47	0.608333333333333
ZNF681	0.67925
PAGE2	-2.213
CLIC5	2.68657142857143
RABAC1	0.9735
ZFHX2	1.5685
YPEL1	0.110833333333333
KIAA0776	1.45325
NR1D2	-0.41375
DNAJC4	0.584375
NPNT	3.0886
ZNF677	-0.785
ZNF536	-0.46075
MEF2B	0.508416666666667
PTPN4	-0.220375
CTCFL	-4.771
STX5	-0.1405
CD72	1.3265
VEGFA	-1.47378947368421
XRCC1	-0.1239
MAS1L	0.4556
ELL	0.5225
SETBP1	1.74425
CDH11	4.08316666666667
NDC80	-1.76715384615385
DMBX1	-2.80675
NRSN1	0.5798
BAT2D1	0.80275
CDS2	0.731833333333333
C1orf212	-1.704
SENP3	-0.6865
IL1F9	-0.2655
EEF2K	-0.36825
COG8	0.39275
CEP72	-1.14275
OR1L8	-0.35
MUS81	-0.818333333333333
PHYH	1.14975
GGT6	2.02733333333333
C22orf23	-1.1425
C13orf33	2.15575
MAPK8IP2	2.08925
NELL2	4.75775
POU3F2	-4.131
ALPK1	0.653625
MRPS18C	-1.1105
RPLP2	-0.215125
FGF22	0.568
SPNS1	-0.989166666666667
ZFP1	0.39425
IL1RAPL1	-1.3245
PCSK9	-3.18933333333333
NKX2-1	-0.140357142857143
C6orf189	2.379
SP4	0.3425
SLC11A1	0.5647
C21orf25	-0.907833333333333
ICAM2	0.96
SH3GL1	-0.0638333333333333
GSK3B	0.884
RALB	0.258
PDXP	-2.18183333333333
GNGT1	-2.948125
KIR2DL1	0.6955
TNFAIP3	-0.251083333333333
C6orf32	-0.0627
CBLN2	-1.964
PANK3	0.78425
TAAR9	0.58
WDR82	0.294071428571429
APOM	-3.69925
TRIP10	-0.62375
SPATA16	0.84
C1orf135	-1.78125
USP51	1.9445
TESK1	1.35225
C11orf64	-0.1295
ZNF611	0.022
PDE6G	-0.308833333333333
HLA-DQA1	2.232125
GCLC	0.352125
SEC61A1	0.179714285714286
TWSG1	0.115916666666667
ZMYND10	2.14725
CTDP1	-0.02125
ADAMTS6	0.530166666666667
SLIT1	-2.49775
KRT86	-0.0895
KIAA0574	1.60675
GTPBP2	-0.9062
PQLC3	1.76175
PRRX2	-0.0598333333333333
C15orf44	0.0821666666666667
MKKS	-0.047125
C11orf10	-1.2345
GPR110	-0.0417142857142857
CD109	-0.0955
ADCY1	0.266333333333333
RHBG	-1.68825
TP53I3	-1.01775
SLC22A3	-2.39775
UCP2	0.522
FOXG1	-2.0995
OR2AG1	0.1435
TRIM24	0.04375
PROC	-3.886625
TAAR6	0.065
AMTN	-1.2595
C10orf47	0.542333333333333
DEPDC1	-2.55775
FLJ45557	1.55325
ZDHHC17	0.4701875
KIAA1429	0.569
KCNH1	0.643
VNN3	0.32425
PSMAL	1.14875
PPARD	0.54425
HFM1	-0.83775
YBX1	-2.29866666666667
ZNF695	-1.28875
SCTR	-0.0945
DCDC1	0.7995
VPS26B	-0.3133
MTF2	-0.300833333333333
ATP6V1F	0.5505
CCDC94	0.04775
PERF15	0.1885
CCL11	3.12575
LMO7	-0.67525
DCST1	0.293
ADRBK1	-0.0965
CDRT4	-0.0825
ZNF84	-0.8235
HOXD8	2.43025
STARD8	-0.353666666666667
