Hybridization REF	TCGA-BH-A0C0-01A-21R-A056-07
MORC4	0.9925
MYRIP	1.21581818181818
LY6E	1.2525
SLC39A11	2.8245
ATP12A	-0.5055
AUP1	-0.165
PIP	6.461
CORO7	0.0815
PITPNM3	0.704
ENPP1	2.5905
PPP1R1C	-3.35083333333333
NRBP2	1.222625
KCNE2	-1.206
P2RX4	1.5445
CCND2	-1.29264285714286
OR5T3	0.1205
CUL4A	-0.950166666666667
CFB	2.942125
PCP4	-3.123
HEMGN	-5.94
UBIAD1	-0.0335
CDC42BPB	-0.6872
CYB561D1	0.383
RIMS2	-1.038125
ZNF488	-1.5285
RNMTL1	0.45775
SART3	0.105166666666667
CAPN10	-0.981428571428571
CCR5	5.08683333333333
APOA1BP	-0.175666666666667
NDUFS5	0.346
PDLIM3	-0.5545
VPS24	0.4812
SCN8A	-0.83025
C1orf67	-1.79983333333333
MRCL3	0.647666666666667
TMEM145	-1.46525
KCTD16	0.0615
RNF149	0.6645
FDXR	1.06075
CDCP1	-0.276666666666667
PAX3	-3.2205
LASS4	2.825
HSD17B8	0.40425
YAP1	-0.00212499999999996
NNT	-2.4815
SC5DL	-0.63675
DKFZp566H0824	-0.77
KSR2	-1.35416666666667
RAD21	0.563733333333333
ST8SIA2	0.1875
L3MBTL3	-0.71225
SNRPB	-1.2505
MGC14425	0.70925
MIF	0.7725
TAPT1	-0.69825
IRF8	3.0828
PRO0132	0.4645
HERV-FRD	-0.2135
ACD	-1.25116666666667
BCL3	1.2015
SPATA13	1.949
MRLC2	0.180375
F2RL3	-0.097125
CFHR3	1.088
DUSP15	0.4665
TMEM46	-2.87383333333333
SF3B4	0.659333333333333
MAP7D3	-1.1775
STELLAR	-0.9065
SEMA5A	-1.8589
H2BFS	-0.5905
LRRC28	0.218166666666667
MORN2	1.2275
XYLB	-0.662375
WDR21C	0.229
HIATL1	-0.07275
ADAMTS10	0.894333333333333
WDR55	-0.1925
MFSD5	0.798333333333333
OR4N2	0.3255
DUSP16	0.668555555555556
NLGN4Y	-2.5583
INHBC	0.1585
NUMA1	0.43125
DEFB123	-0.000250000000000007
GIPC1	0.9415
MGC27348	-0.1715
FLJ33590	0.311
FZD1	-0.2321
MKL1	0.904333333333333
SAA2	1.74075
C1orf94	-2.2845
C7orf28B	0.1565
TMEM185A	0.7196
ZZZ3	-0.274
C16orf5	-1.36633333333333
GALNAC4S-6ST	0.322
C1orf186	2.9585
IGFBP4	0.481333333333333
NDUFA10	-0.233833333333333
CLIC2	0.4755
RNF13	1.9735
GPR103	-1.49475
CD69	-1.1875
MYOZ1	0.356
IFNB1	0.728
CLNS1A	-0.845
CXorf45	-1.3945
ZXDB	0.257
FUNDC2	0.5145
GPA33	0.047125
C9orf70	0.10225
SLC2A9	-0.110125
LOC126520	-0.108
MAGEB1	-1.3935
LCE2A	-0.3485
C18orf34	0.4565
FMNL2	-1.061
KRT85	0.46025
CRYGA	0.2555
GEM	-1.1505
THAP6	1.0987
ALKBH3	-0.229166666666667
TM6SF2	-0.43425
C20orf82	-0.014
RANBP2	0.0291666666666666
LIG3	1.3714
RETSAT	0.81625
OR8S1	0.594
CAST	-0.82925
TGFBI	-0.4708
C15orf37	-0.1275
PGM3	0.0705
SLC4A11	-1.94825
FAM123C	0.0198333333333333
TAOK1	1.40175
CISH	1.420625
OGDHL	-4.22325
SPINT2	1.8175
ZNF33A	0.473
CLDN18	0.0625
RNF128	0.857125
CCDC71	-1.2725
RASSF6	-0.621666666666667
HSPG2	0.0395
ATP6V0E1	1.14025
ABHD6	-0.63875
CD274	3.0115
GCNT1	1.4975
NT5C1A	0.221
TM4SF5	-4.55225
C21orf58	-1.10366666666667
SUCLA2	-0.71075
RFTN2	1.453
SCNM1	0.166125
SLC9A10	-1.4645
FUNDC1	0.4505
SLC35F4	-2.4405
AMD1	-0.20325
COL6A6	2.56875
OR4K2	-0.3245
TRIB2	-1.57025
LOC91461	-2.601
GHSR	0.6245
ATP8B1	2.695125
C1orf78	2.50933333333333
RNF183	3.77233333333333
STX4	0.6431
TPPP2	-0.8475
MYBPHL	-2.59
TXNDC6	0.4558
C9orf47	2.84
FAM137B	-0.00899999999999999
FANCB	-0.419
C11orf9	-1.4435
DPY19L1	-2.291375
VDAC2	-0.4985
VHL	-0.187
LMBR1	-0.61825
C8orf44	0.62625
ZPBP	-0.765
FGF23	-1.698
C21orf67	1.1715
PCNT	-0.15225
BCKDHB	1.7511
GALNTL5	0.222333333333333
BET1	-0.972625
ARL13A	-0.801
HDAC6	-0.574625
N4BP3	1.36166666666667
OTOP1	-0.1305
TTC30A	0.504625
CRISP1	1.232
KRT32	0.6545
VSTM1	0.1595
ZNF622	0.35425
POLR3B	-0.2338
DNAJC10	-0.112625
C12orf54	0.513
ADIPOQ	1.92533333333333
RIT2	-0.111
CD44	0.492
ABCA3	0.97575
RPS17	-1.31625
FEZF1	0.1265
PCDHB15	-1.5955
KCNMA1	-0.234
CCDC116	-2.45
C15orf27	-1.5735
NARG2	-0.6409375
ITGA5	-0.727125
MEFV	0.9565
TUT1	-0.20625
LOC541473	-0.081
NMBR	-0.295
GLT1D1	-1.24416666666667
ABCB7	-0.90825
PFKP	-1.85172727272727
C9orf91	0.767
LRRC41	0.501833333333333
C1orf85	0.487666666666667
ATP5F1	-0.25375
STOX1	-1.2555
GFOD2	0.46425
SLC25A3	-0.248375
ZNF646	0.486
ZAR1	-0.7595
OSTbeta	-1.21875
GALNT3	2.92625
IFT122	0.7645
LDB3	-0.3238
GARNL1	0.158642857142857
HOMEZ	0.6545
LRRC6	3.9655
ANGPTL5	-1.35025
UBAC1	0.01
DLEU7	-0.40775
RPL19	0.56175
TOP1MT	0.879333333333333
LOC643641	-0.014
MBD3L2	0.9035
NTSR1	-0.0945
WISP2	-1.29375
GPSM2	-1.080625
RDH10	2.0132
PRKCG	-0.0665
HIST1H4J	2.0715
MON1B	0.2511
MLF1IP	-0.928333333333333
ZNF446	0.83
COL4A5	0.1083
SLC26A1	0.171571428571429
RGN	-3.173
CCNB1	-1.8225
C9orf165	0.4795
CCDC28B	-0.78775
CCDC97	0.641
FGR	2.762875
MSRB3	-0.5066
EPN2	-0.7885
COX15	0.0275
KCNK6	1.0174
XK	-4.726
GDA	-5.25325
HEPH	-2.124375
THRAP3	0.753375
MET	-3.02421428571429
PHYHIP	-0.97325
LYAR	-1.61083333333333
ING3	-0.334
AK7	0.31925
CCT8L2	-0.23325
COPS7A	0.101666666666667
WSCD1	-1.051
RNF185	1.62075
TNS3	0.705
KNDC1	-0.4395
RWDD4A	-0.679166666666667
MED13L	-0.00519999999999998
ZFYVE1	0.199125
C7orf44	-1.76566666666667
MRPL1	0.2745
STGC3	-1.76425
TEAD1	-0.865666666666667
RPL7A	0.378071428571429
ARL6IP1	0.8715
C1orf178	-0.6715
CTAGE5	-0.04825
TMEM184A	1.62783333333333
SLC25A14	-0.2375
CACNG5	0.0375
ATXN10	-0.0276
ECH1	0.1234
CCL22	0.445
CYP2F1	-2.00833333333333
GADL1	-0.9855
TMEM19	-0.2672
RUNX3	1.1505
EFNB1	-0.573833333333333
LIPN	-0.003
ACSM3	-5.559
SIGLEC8	2.15633333333333
ASCC3L1	-0.318
NOL8	-0.358
RELT	-0.124666666666667
Magmas	-0.3215
PPP1R15B	0.1742
C11orf2	0.73975
VKORC1	-0.580166666666667
MGC26647	0.97575
TRPM6	-0.400583333333333
UGT2B7	-5.27666666666667
FEV	0.04575
FOXK2	1.6845
PDCD5	-1.075
SLC8A1	3.0026
DGUOK	-0.518
CLDN16	-0.091
GAGE1	-1.3675
RBM17	0.2225
C1QTNF3	-0.6015
VGLL3	-0.805666666666667
UNQ5830	1.2225
CD1A	-1.944
SCGB1C1	-0.0475
SUPT4H1	0.565
TRAF5	-0.4035
ASAHL	1.243375
FAM73A	0.4715
OR6B1	0.487
WHSC1	-2.13725
GFPT2	-0.38925
LOC339809	0.6665
STARD5	0.341083333333333
SIP1	-1.10225
DNAJC15	0.312
STAU2	0.4761875
FAM98A	0.685625
RAD23B	0.2775625
LRRC33	0.23125
CHRAC1	0.378
C21orf89	0.374
C19orf43	0.634
KLK8	-4.26133333333333
CCNE1	-1.7385
PKDREJ	-0.3975
SSU72	0.98975
C17orf73	0.253
GPR78	0.712
WHSC1L1	0.0776
GSTA2	-3.519
SMUG1	0.149
UFM1	0.4607
AP3M2	0.168916666666667
USP14	-0.54075
FBXL14	-0.6975
DSTN	-0.31675
SFRS14	-0.00925
FBXO31	-0.435833333333333
C12orf40	-0.0315
FRS2	0.5385
NR2E3	0.17375
TUBB2C	1.28425
GMPR	-0.524166666666667
C9orf139	1.1005
ING5	-0.610857142857143
LOC730092	-0.404166666666667
ORM1	-3.23975
RP11-11C5.2	-1.5685
HSPD1	-0.5234
PIWIL3	-0.48275
C5orf13	-1.9952
OR5R1	0.237
LCOR	0.474125
PLEKHA9	-0.581
CCDC43	0.172
ZNF232	-0.706
SLC6A7	-0.583
ADH5	-0.47975
SHBG	-1.2045
CROCCL2	-0.3995
PANX3	-0.2735
CDIPT	0.534
SLC16A5	1.62325
TUBB	-0.62725
TOR3A	0.6961
PREP	-0.345166666666667
ENTPD8	0.113857142857143
CHMP1B	-0.31025
SYT12	0.0647
MYH6	-1.8061
MAP3K13	1.13766666666667
KLHL30	0.132
LCMT1	0.705625
EIF1AX	-0.188583333333333
FOXD4L1	0.3685
SLC24A5	-4.416
RNF166	0.5142
TJAP1	-0.4815
TMEM156	1.13416666666667
ZNF239	1.73025
SNX19	0.6522
GKN1	-0.0395
FCN1	3.7917
C1QL1	-1.57225
ATP11C	0.019875
ZNF35	0.845
CARD8	0.468125
LIMD1	-0.460333333333333
KIAA0286	-1.32
XRN2	-0.153833333333333
CD6	1.14116666666667
TOX3	-0.45675
ZSCAN4	-1.8695
RSRC1	0.2245
COG1	1.248
PTRF	-0.8293
C16orf35	-0.103625
FBXO24	0.2665
CHST11	0.50525
THRB	0.9843
MYBPC1	-0.3695
RNF39	0.437
PSMD11	1.16375
ALAD	2.0905
EN1	0.11275
SLC9A9	1.06975
GSTM4	-1.0782
CDC42BPA	-2.03584210526316
RCSD1	0.37525
LUC7L2	-0.6285
SPTBN1	-0.3099
LOC146167	0.526
BAT5	-0.0668
ZNF452	-2.57714285714286
LSM4	0.712125
SRP72	-0.021
SGK269	-0.184166666666667
MTX1	-0.02525
CENTA1	1.369
UNQ9433	0.0065
ATR	0.322166666666667
DDX49	1.17683333333333
PAQR8	-0.818333333333333
C14orf174	0.3535
GBGT1	0.558
THAP1	0.394
OR10K1	0.418
RASIP1	-1.296
DPYD	0.5634
DOHH	1.34375
C18orf45	1.90925
POF1B	-1.0436
ZNF552	3.348
USP32	-0.5305
MED27	0.2915
C14orf149	-0.729333333333333
PRDX4	-0.569166666666667
ABHD12	0.5964
AGT	-4.9875
SLC22A14	-0.6065
C1orf58	0.569
PILRA	0.34375
ABCF2	-0.2915
C17orf85	-0.8014
TKTL1	-1.49975
FGF1	0.6373
IL6R	1.50933333333333
VPS25	0.43875
CHRNB2	-0.3355
COL7A1	-3.1869
LRRC48	2.19716666666667
SPG20	-0.974583333333333
COX10	-0.129
GCA	0.63575
ECEL1	1.7305
GLG1	-0.0818333333333333
SRD5A2L2	0.12
MUTYH	0.19575
ZNF70	0.139
L2HGDH	-0.241
GPATCH2	0.2485
ZNF655	-0.55725
ZNF227	-0.0623333333333333
MCOLN2	2.51133333333333
NQO2	-0.049
KCNQ5	-0.098
NEU1	0.269
QRICH1	-0.3315
ZBTB20	-0.561666666666667
RPUSD3	0.43175
EPGN	-1.566
TSN	0.107333333333333
SPRY2	-2.84583333333333
LZTFL1	-0.432625
GMFB	-0.16375
PBEF1	-1.2426
HBG2	-2.37733333333333
TMEM8	1.0985
PALM2-AKAP2	0.275666666666667
NFYA	0.436
FAM108A1	1.378125
PBLD	0.29125
NRG4	-2.2845
PIGF	-0.69825
PTGER1	1.19125
NOS2A	0.471666666666667
C21orf34	-2.8585
C21orf51	-0.0341666666666667
IL17C	0.007
TRMT6	-0.943166666666667
ETV2	-0.261333333333333
CCDC109A	0.176
MYLK2	-1.954
ATP10A	1.3019
DPH4	-0.1435
C5orf5	-0.033
KCNA4	-0.0161666666666667
NMNAT2	-1.64233333333333
GLYATL2	3.781
LSMD1	-0.165125
IL23R	-1.323
NRF1	0.074
MUC15	-2.3386
PRDM12	-1.0875
PAQR4	1.16242857142857
RBBP6	-0.91575
IFI27	3.41075
SKAP2	-0.0243333333333333
TAGAP	3.138625
TJP3	2.662
C9orf61	-2.642
IDS	0.946214285714286
PARG	0.03375
LOC131149	-0.074
DYRK4	-0.533666666666667
MICALL1	-0.2335
GALR2	0.1505
GPBP1L1	0.005125
TBX21	5.57675
KCNJ6	-0.7015
GGN	-0.1955
CASP5	1.18966666666667
RNF182	-7.5385
BRD4	0.78025
DOK4	-1.462625
SLC46A2	1.04083333333333
SOX9	1.2645
ZNRD1	-0.975333333333333
PRR6	-2.17075
FAU	0.014125
DTNB	1.81233333333333
CARD9	2.96425
STS-1	-0.472
SLC4A5	0.0665
NSBP1	-0.419
UGCGL2	-1.3525
POTE15	0.998
NOXA1	0.85775
RP13-347D8.3	1.445
SAMD10	-0.321
EP400NL	-1.26375
TCF21	-0.135666666666667
AMELX	0.32175
JPH2	-0.1425
SLA	2.834375
DLST	-0.976
SEPT12	1.58975
RGS20	-4.5845
LXN	0.316833333333333
ZNF419	-0.249625
UPK3B	0.119666666666667
RELL1	-0.6265
ESPNL	-0.9285
KLHL21	0.5415
PI15	0.3125
C2orf61	0.025
LOC407835	0.559666666666667
RER1	0.635833333333333
ELAVL2	0.426
MGC26718	-1.76725
KLF2	1.96125
TNFAIP8L3	0.268
TFE3	0.541
C11orf17	-0.8875
15E1.2	-1.1385
SNRPC	-1.034
DLGAP1	-0.61125
PGLYRP1	0.48825
OVCH2	0.275
IRF7	1.7349
SET	0.2023
NAB2	-0.211166666666667
LRP5L	-0.07925
FAM120A	0.867125
ASCL2	0.918666666666667
SHH	-0.407
ATP5H	0.964666666666667
THPO	-0.450833333333333
TYRP1	-5.17583333333333
HIST1H3E	0.3355
EIF2S1	0.0493888888888889
TNFRSF17	0.192
TARSL2	-0.07925
NKX2-8	0.22925
C1orf115	2.21625
LOC56964	0.473
KIAA0841	-0.686
ISCU	0.404
TTMA	-0.2745
ZNF414	0.974
LOC441150	0.18075
RAB15	0.9655
HBP1	0.198333333333333
TNNT2	0.422666666666667
CECR5	0.3105
PHGDH	-1.16
JRK	0.4956
XPO4	-0.33425
FAM131C	0.7475
ARHGAP25	2.537
CA9	-3.25844444444444
GPR62	0.160333333333333
TLX1	-0.260833333333333
GPS1	1.511
OR2M2	0.7885
BDP1	-0.0482142857142857
FAM70B	0.4265
RPS29	0.0479166666666667
MKLN1	-0.3167
TSPAN19	-4.32025
SLC29A3	1.5146
LGALS4	-0.239333333333333
USH2A	0.4568
NF1	0.525666666666667
APOBEC3A	5.65233333333333
IMPAD1	0.701
OLR1	3.30283333333333
NRAP	1.0375
HCFC1R1	-0.0565
TAOK2	0.378833333333333
MCM10	-1.54016666666667
MAP4K3	0.244833333333333
CBS	-2.334375
CLK3	-0.6323
PCDHGA5	-0.087
ELF4	0.115375
FAM71A	-0.499
C11orf49	-0.679
CLIP2	-0.86275
BTBD9	0.2859
ZNF524	1.4895
KDELR1	-0.2755
ZNF509	-0.427
NCSTN	0.368
ZNF533	-0.971142857142857
PARP4	-0.5625
GALNT9	-0.396166666666667
NPY	-3.1705
BEGAIN	-3.38066666666667
TMEM77	0.7895
FOXRED1	-0.658666666666667
SLC16A2	0.825333333333333
SLC35B1	0.60875
GK5	-0.1255
SDCCAG10	-0.9365
C4orf20	-0.134
SLC9A2	1.4465
ADD1	-0.2925
TAL2	0.97
ACLY	0.196875
DNAJC1	0.763
SOST	-1.404
USP43	1.00316666666667
CYP4F12	-0.467
FKBP5	0.1745
CHCHD5	0.3423
NUDT22	0.5425
CCDC85B	0.25125
OR51G2	0.7555
STRN3	-0.0854285714285714
TMOD2	0.12175
FLI1	0.9545
MAB21L2	-0.120166666666667
DGKQ	0.236
VPRBP	0.510666666666667
SCNN1B	-1.1356
ECHDC3	1.8518
TMEM106C	-0.07025
CSNK2A2	-1.119
RPL39	0.0595
HERC3	-0.0123
ZBTB47	-0.493166666666667
ZNF681	-0.16375
PAGE2	-2.54625
CLIC5	3.35671428571429
RABAC1	0.1365
ZFHX2	0.634
YPEL1	1.78833333333333
KIAA0776	-0.33575
NR1D2	-0.73625
DNAJC4	0.981625
NPNT	2.5918
ZNF677	-0.2645
ZNF536	-1.05
MEF2B	-0.00824999999999997
PTPN4	-0.088875
CTCFL	-6.799
STX5	1.028
CD72	4.21675
VEGFA	-1.37984210526316
XRCC1	-0.737
MAS1L	0.323
ELL	0.7793
SETBP1	0.41325
CDH11	2.01116666666667
NDC80	-1.37207692307692
DMBX1	-2.68
NRSN1	0.502833333333333
BAT2D1	0.352375
CDS2	0.285
C1orf212	0.128833333333333
SENP3	-0.0875
IL1F9	0.291
EEF2K	0.111375
COG8	-0.08775
CEP72	-2.3635
OR1L8	-0.4065
MUS81	-0.199
PHYH	0.431125
GGT6	0.737833333333334
C22orf23	-0.261916666666667
C13orf33	2.0215
MAPK8IP2	-0.66175
NELL2	0.83575
POU3F2	-3.60066666666667
ALPK1	2.291875
MRPS18C	-0.36075
RPLP2	-0.829875
FGF22	-0.548
SPNS1	0.598
ZFP1	-0.62
IL1RAPL1	-1.659
PCSK9	-3.623
NKX2-1	0.0582857142857143
C6orf189	0.53775
SP4	0.555
SLC11A1	1.4948
C21orf25	0.841333333333333
ICAM2	0.76175
SH3GL1	0.1985
GSK3B	-0.0381666666666667
RALB	0.497
PDXP	-0.575
GNGT1	-3.41325
KIR2DL1	2.1635
TNFAIP3	1.06
C6orf32	1.6284
CBLN2	-1.488
PANK3	2.603875
TAAR9	0.882
WDR82	0.417357142857143
APOM	-3.8865
TRIP10	0.452
SPATA16	0.625333333333333
C1orf135	-1.8355
USP51	-0.49625
TESK1	0.89975
C11orf64	-0.049375
ZNF611	0.4255
PDE6G	1.78683333333333
HLA-DQA1	4.2525
GCLC	-0.469125
SEC61A1	-0.285
TWSG1	-1.05458333333333
ZMYND10	2.902
CTDP1	0.504
ADAMTS6	-0.634166666666667
SLIT1	-1.948
KRT86	-0.378
KIAA0574	-2.02775
GTPBP2	-0.8044
PQLC3	1.92525
PRRX2	-0.9755
C15orf44	-0.0811666666666667
MKKS	-0.929375
C11orf10	-0.3385
GPR110	-0.357
CD109	-1.64441666666667
ADCY1	-0.0728333333333333
RHBG	-2.6925
TP53I3	0.092
SLC22A3	-0.864555555555556
UCP2	1.11025
FOXG1	-2.4405
OR2AG1	0.5035
TRIM24	-1.53525
PROC	-3.79125
TAAR6	0.7435
AMTN	-1.4125
C10orf47	0.6835
DEPDC1	-1.60275
FLJ45557	0.88675
ZDHHC17	-0.7053125
KIAA1429	1.22916666666667
KCNH1	1.0085
VNN3	1.721625
PSMAL	0.12175
PPARD	0.18275
HFM1	-1.66325
YBX1	-0.718166666666667
ZNF695	-2.10525
SCTR	0.224
DCDC1	0.564
VPS26B	0.3011
MTF2	-0.653
ATP6V1F	0.27575
CCDC94	0.508
PERF15	-0.404
CCL11	3.824
LMO7	-2.146375
DCST1	0.278
ADRBK1	0.4055
CDRT4	-0.027125
ZNF84	-1.44925
HOXD8	0.773
STARD8	-0.0745
FOXP2	-1.6595
CCDC103	0.01425
POLR3A	0.2137
GSC	-2.04316666666667
ZNF114	-1.98766666666667
HTR7P	0.7185
LALBA	-1.0015
RMND5A	-0.303166666666667
PSCD2	0.17325
ZNF409	0.5045
KRTAP1-3	0.2405
MAF1	1.46475
LOC201725	-1.30016666666667
NRN1	-3.038125
SPAG5	-1.18833333333333
DNAH7	1.3955
FLJ43860	-0.123
BRCA2	0.8395
ACADM	-0.933375
CXXC6	-3.477
RAGE	-0.297625
CHMP2A	1.27425
FAM8A1	0.0565
GPR21	-0.034
SLC12A3	-2.6615
FVT1	0.3375
ZDHHC7	-0.304
FLJ44048	1.526
SLC44A3	-1.175
SDSL	0.8905
MMP8	-1.1785
PLA2G12B	-4.00916666666667
ACY1	-0.8515
MT1E	-1.03716666666667
OR4K15	0.4335
TECTB	-1.7235
GPR20	0.1205
IRAK2	0.00224999999999999
RFPL3	-0.466714285714286
MYO9A	-0.14275
NARG1L	-0.117
BLMH	-0.724
CCDC3	1.132
C9orf21	-1.01083333333333
KIAA0513	1.14533333333333
MIER2	0.25375
PNMA2	-2.13308333333333
SH3BP2	0.6654
ANXA10	-1.7935
RTN2	0.193833333333333
TFB1M	0.1385
PRPH2	1.679
C14orf133	0.223
GOLGB1	0.26075
IRX4	-1.668375
NFKBIL1	-0.638333333333333
C10orf62	-0.51375
APBB3	-0.42675
RPS10	-0.4491
LOC728378	0.39025
TLE3	0.543333333333333
PSMB7	0.51225
MESDC1	-0.4875
SLC6A1	0.6075
OCLN	0.245
PTTG3	-2.02483333333333
NAGLU	-0.02525
SERTAD4	2.503125
SPRY1	-0.18025
FLJ10781	0.58925
MYSM1	-1.11075
TRIM4	0.430571428571429
SH3YL1	1.52675
TREM2	4.103
SERPINI1	2.225
HDHD3	2.006375
TMEM38A	0.42075
EID2B	-1.0145
TDRD3	-0.502166666666667
SEDLP	0.79025
THSD7A	1.10016666666667
NDST3	-3.11875
KLHL15	-0.25025
DHRS12	1.8295
FBXO9	0.0641428571428571
TNPO1	-0.631916666666667
MRPL13	1.10283333333333
SNX5	-0.820333333333333
METTL6	-0.322
SOD1	0.691125
CHML	-0.725
PACS1	0.982875
SIRT5	-0.9626
CAPN2	-0.201
FXYD5	-0.350166666666667
TWISTNB	-0.5895
LRFN1	0.482
UBE1L	1.356125
UBE1C	-0.61825
OR51B2	0.308
OR4D11	0.1605
C15orf2	0.065
NR4A1	-0.8065
LOC339047	-1.64525
TRIM17	0.435125
ATP5G3	-0.327285714285714
RPL15	-0.894916666666667
ADAMTS8	-0.57325
HOXC4	-0.594
C14orf37	0.5015
CEACAM5	-2.9405
MYT1L	-0.2355
RASA2	0.716375
OSBPL7	0.051
STAG1	-0.047
GIMAP4	5.3995
FUT3	2.5525
PIF1	-2.268375
LPIN2	0.3492
SH3PX3	0.628
PDP2	-0.4285
PAPD1	0.168125
ERP27	1.19575
APOOL	-0.078
DIABLO	-0.0635
TRHR	0.303875
ARMC9	-0.682375
RNF152	5.485
SLITRK3	-0.119833333333333
ZNF211	0.2221
PFDN1	-0.136625
RGS11	0.851375
HS6ST1	0.7125
AKR1D1	-1.559
TNP2	0.4235
STK31	-1.27666666666667
EML4	-0.262166666666667
SGTA	0.692333333333333
HIST1H2BI	-0.330166666666667
PSMD6	-1.96666666666667
KIAA1257	1.573
C18orf55	-0.922166666666667
FLJ20273	2.81075
RPL28	-0.00883333333333336
EPYC	3.06825
NOX3	-1.072
ELAC1	-1.60883333333333
METT11D1	-0.80075
BIN2	1.49183333333333
NACA2	-0.55325
CCDC17	-0.6485
HM13	0.3968
UBOX5	-0.8155
UBE2O	0.61975
UBL5	0.314
APOLD1	0.262875
C9orf31	0.4665
TNFSF8	0.2135
ARHGAP29	-0.284125
PROKR2	0.2015
PDE5A	-0.751833333333333
C6orf12	-2.159
TOM1L1	1.1775
WHDC1	-0.11225
FOXI1	-0.0213333333333333
RAB4A	0.6991
TMEM39B	-1.069
ATPBD1C	0.00525
FARSA	-0.107833333333333
PLEKHG5	-0.78825
CMAS	-1.2495
OR7E24	0.1085
SLC30A1	0.4825
CDC42EP5	0.836166666666667
PLAC1	0.6255
KLHL18	0.02125
LBA1	1.2317
TAZ	0.401
CRIP2	1.239125
BTBD11	-1.23966666666667
C16orf72	0.75425
DIO2	0.5535
LRRCC1	-0.37
CCDC136	-1.6795
PRX	-0.427
RBM5	-0.4581
TMEM85	-0.270125
TUBGCP4	-1.29266666666667
APLN	1.27975
CDK7	-0.476666666666667
SSR2	0.364333333333333
CRELD1	0.1325
C19orf46	1.49175
GAL3ST4	0.937333333333333
KBTBD10	-0.75125
IL28A	1.1415
WDR27	-0.5625
MCM2	-0.888833333333333
SOX14	0.8285
FLJ39743	-0.3895
KIAA0922	0.529875
HIPK4	0.255
FLJ25758	-0.5605
C16orf57	-0.779583333333333
PDZD2	1.2815
MCC	0.185
HHLA3	0.2614
ID2	0.607
C20orf23	1.84625
ZNF688	0.89575
APOC2	-1.27866666666667
LOC440093	0.7695
FAM50B	1.76716666666667
PWP1	-0.338
DNAH10	0.1145
HIST1H2BA	0.23475
GPR56	-0.0338333333333333
METAP2	-1.212
PAN3	0.193833333333333
STXBP4	0.54275
PDHX	-0.0645
MTA1	0.315
ZBED4	-0.2385
ZNF720	0.9245
CDK2	-1.59625
RHOJ	-0.190125
CDC37	0.515166666666667
ZER1	1.00225
GRK4	-0.71
PRPH	-1.01
POLR2A	-0.15025
OGFOD1	-1.48775
NOL5A	-1.25875
PHEX	0.3535
FLJ16478	0.2425
C20orf117	-0.686375
CAMTA2	0.1405
C11orf74	0.6175
DDX17	0.0840833333333333
C5orf27	-0.312
PLEKHA2	-0.199
PDE4DIP	-0.4341
SCN7A	-1.136
ZNF559	-1.42466666666667
CXCL10	4.146
ZMYM4	-0.115666666666667
STK32B	-1.33253333333333
KIAA0888	-3.6078
TACR3	-0.6285
CKAP2L	-0.11275
KIF1A	-1.579
RSPRY1	-0.55275
VCAN	0.00625
CYP27C1	-0.444
SYDE1	-1.95216666666667
MED12L	-0.278333333333333
ZDHHC21	0.5785
NHS	0.811
TM9SF3	0.683166666666667
DDHD1	0.38
MAFG	0.468833333333333
BICD2	0.00300000000000001
C14orf119	0.222333333333333
C14orf43	0.091
CDH7	-1.36075
ALKBH5	0.0329285714285714
JUP	2.011
TMEM41A	0.843333333333333
MAMDC4	-1.10583333333333
CBX3	-0.741625
LRRC18	0.06625
RBMXL2	-0.11
PLA2G4D	0.8965
FGF13	-3.005625
KIF3A	0.380833333333333
PDIA6	-0.17425
DCXR	1.752
CASKIN2	0.9805
EHD1	0.630833333333333
MARCKSL1	1.033
ZNF496	-0.759333333333333
SCAF1	-0.00700000000000001
KCTD8	-0.62525
TRAF3IP3	1.79942857142857
LSR	1.049
CXorf1	-0.2295
C14orf112	0.176666666666667
EIF2B1	-0.48825
OMP	-0.169
GSTZ1	0.09525
LOC92017	1.0585
ISLR2	0.5715
C12orf36	0.482
GATA2	-0.935166666666667
GABRA5	-2.668
CELSR2	-1.1815
STAM2	0.9775
TNAP	-0.205
PTPMT1	-1.17616666666667
GRP	1.217
SV2A	-0.669666666666667
MAGEA12	-4.8075
CACNG1	2.568
C18orf19	-1.1895
GSG1	-0.8275
PTPRJ	0.3415
FRMPD1	-0.64
ZNF668	0.2965
PLEKHJ1	-0.138375
ADAT1	-0.6219
TMEM50A	0.1361
UCN3	-0.291
HOOK1	1.2995
IL17B	-1.7635
MLKL	0.165166666666667
TTC14	-0.8115
KLHL5	-0.410125
CRYL1	1.287
FOXH1	-0.013
NFYB	-0.591375
PPM1G	0.1665
GOLGA2LY1	-0.70975
NMT1	0.184875
HADHA	0.2116
CHSY-2	1.12275
PLEKHF1	1.36442857142857
SAGE1	-2.5535
MUSTN1	0.17175
SUHW4	-0.074
TFEB	1.55583333333333
ZFYVE27	0.2115
ATG12	-0.8175
BMI1	-0.187
ZIM3	0.45375
MYH4	0.4615
MASP1	-1.44475
KIAA0984	0.825
RPAP2	-0.627
ASB5	-0.848
BOLA3	-0.6465
MIA3	1.04016666666667
KRT35	0.5185
KIR3DL3	-0.6935
MRPL51	-1.04225
SEMA3F	1.27316666666667
NDUFB2	-0.012
LOC253012	0.0965
FAM46C	0.6558
G6PC	-2.402
CSAG3A	-4.17883333333333
PREX1	3.7835
