Hybridization REF	TCGA-BH-A0GY-01A-11R-A056-07
GPR83	-0.0268333333333333
EXT2	0.366875
DOLK	0.07275
TUBAL3	0.31775
ACVRL1	1.9562
ABL2	-0.482916666666667
C14orf156	-0.996666666666667
PTPRZ1	-3.62125
DIP2C	0.897
LAMP1	1.9235
RXRA	0.1675
MAP3K5	0.94475
ALKBH1	0.345833333333333
PDLIM7	0.02275
ARL14	-0.9765
SNIP1	0.541
TIMP3	1.82658333333333
RGS3	-0.318166666666667
SPAG16	0.9329
ABHD4	0.00275
ARHGEF12	0.331
GLUD2	-0.707
RAC2	-1.133
UAP1L1	-0.2365
SLC18A3	-0.1925
YOD1	-0.446
RALY	0.35575
HMOX2	1.130375
DGKH	1.1225
DBNDD2	1.534
YIPF4	-0.000749999999999973
THAP10	-0.68375
ZNF513	0.829
HAGHL	0.787833333333333
ITGB4	0.0861666666666667
CCDC141	-1.1495
YTHDF3	1.2255
C5orf28	0.19175
RPL7L1	-0.435125
TMEM30B	1.23642857142857
ANKRD35	2.631
DUOXA2	0.00550000000000002
TBC1D5	-0.60725
DFNB59	-1.0215
HRH4	0.52875
MYO6	2.4219
DNAJA4	2.206
RBM24	0.227375
CEACAM20	-0.1645
RBM23	-0.153571428571429
NGFB	-0.205
C1orf63	-1.6749
KRTAP7-1	0.281
PERLD1	2.18625
NPB	0.6555
C17orf59	0.9471
HSPBAP1	-0.75175
SLC15A4	0.278375
PRTFDC1	-1.28225
OSMR	-0.604214285714286
CYSLTR2	-0.639
C19orf25	0.8065
KIAA1797	-0.423
NLRP6	0.433
FAM105B	-0.0155
SCRN2	-0.518666666666667
LRRC58	-0.3666
RNF17	0.247125
NEIL3	-2.459
FAM137A	-2.0765
SKP2	-2.86375
PARVA	0.963666666666667
PKLR	-1.8345
RNF34	0.37975
A3GALT2	0.284
C12orf50	0.350166666666667
SUNC1	-2.28866666666667
FAM102B	-0.704333333333333
CCT2	-0.39125
LRRC37A2	-0.8425
ARF4	0.4005
SIKE	-0.341875
C8orf48	0.1235
MBTPS1	-0.424214285714286
GPSN2	-0.1195
NCF2	3.442
SLC12A6	-0.415833333333333
MRPL48	0.01325
HMGN3	-0.391
LRRC62	-1.35625
PAX9	0.702625
FAM55A	0.3615
C20orf42	-0.288166666666667
SCML2	-1.8496
BCL9	1.292
FAM40A	-0.42375
C9orf41	-0.831833333333333
ZNF774	0.5065
LETM1	-0.397
PLXNB1	0.723166666666667
NIPSNAP1	-0.25475
USP10	-0.94275
F9	0.52825
LIPE	0.57075
CNGB3	2.9365
C12orf52	0.054
PI4K2A	0.1995
MED8	0.234625
STAT4	1.6862
FGD4	1.1055
RNF145	-1.67566666666667
WDR32	0.6975
CLDN2	0.138666666666667
TCEAL8	0.298
ZMYND8	-0.88
PDXK	-0.7128125
GATAD2A	-0.37475
PTGES3	-0.183
CCM2	0.104
TAP1	1.527625
ZNF670	0.451
ETS2	0.0821428571428572
C6orf166	0.514333333333333
PRMT2	0.103642857142857
OR4B1	0.0575
INTS8	0.7435
CCDC102A	-0.6065
CCDC83	-1.60966666666667
ITGA1	-0.2675
EPHA5	-2.282625
FAM24B	-1.50783333333333
TSGA10	2.73325
HAL	-0.523833333333333
MYOT	-0.14325
SPACA3	0.6455
BCL2L2	-0.756666666666666
CUGBP2	0.219333333333333
CCNB3	1.54475
RNF113B	0.297
MERTK	0.16975
BAG1	-0.54325
VPS36	0.052
ORMDL3	0.8323
C1orf190	0.86275
ZNF625	-0.87375
CORO2B	-1.41475
ALOX15	-0.2165
CST1	2.408
NUPR1	1.89433333333333
CCL7	4.54175
SMCR5	-2.614
DSC2	2.9
RBMS2	0.46075
GRIK4	-0.3735
TRIM65	-0.3745
TMPRSS6	-0.154714285714286
TP53INP2	0.086
GLB1L	0.743833333333333
LOC388284	-0.354
PUS1	0.0711428571428571
BCL9L	0.809
OLFM1	-0.468363636363636
RET	3.06975
MASTL	-1.4655
ALX3	0.207
IL1RL1	0.811666666666667
ZNF765	0.3598
C14orf138	-0.89825
SNX10	-0.995833333333333
TAC4	0.1745
C1orf64	0.4285
POGK	0.387375
MAPK9	0.1225
ZNF366	3.09375
C8orf79	-0.1186
CLDN7	3.263875
OR5AT1	0.3805
TRIM37	-2.279
LRRC25	2.72775
GRHL2	3.5817
TEKT3	0.45975
LASS5	-0.0541666666666666
ABCC4	-1.82358333333333
DLG3	1.393
VGLL1	3.827125
ZFP36L2	0.973333333333333
MFRP	-0.214833333333333
KIAA1799	0.33725
FLJ44379	3.6895
PCNX	0.30825
ANXA9	2.206
CYP4V2	-0.3012
PIK3C2A	0.272
SRR	-0.1195
NOL3	-0.74825
IFITM2	1.6755
ARNTL2	-1.37375
ZNF595	0.0565
NLRP13	-0.5215
ASPH	-1.16125
CPA2	0.19
PVRIG	-1.126
LEPR	-1.092
C16orf42	0.867666666666667
SH3BGRL	0.45675
FAM77D	-0.131833333333333
FNDC7	-0.2795
C9orf6	-0.529333333333333
NOTCH2NL	1.08766666666667
PGBD1	-1.26466666666667
SYNGR2	0.794666666666667
PITPNA	0.2966875
PRPF4B	-0.3991
SLC43A3	-1.08814285714286
NRBP1	0.38925
SLC25A22	0.83275
ILK	0.33425
SLC22A8	0.7125
MRPS7	-0.2245
PITX2	2.2735
FABP3	0.6525
OR1L1	0.102
LOC728215	0.038875
BLID	-2.2065
KIAA1217	3.24394117647059
TFPT	1.863
AP4B1	-0.975
VBP1	-1.32
OR1K1	0.289
MORC3	0.6375
BHMT2	-0.0241666666666667
C3orf10	0.824375
FZD7	1.12266666666667
WFDC10A	0.5475
PMS2CL	-0.35825
CCDC32	0.7105
FA2H	-1.398
ALG13	-0.4855
TTLL7	0.5734
SPOCK3	-0.7745
SLC13A2	1.074
AIM1	1.53025
GPRC6A	2.022
EGR2	3.367
MED11	0.31325
WWC1	1.6875
SH3GL3	-2.45775
RIF1	-0.455928571428572
PRLH	0.343
VLDLR	-1.4965
DBT	1.2519375
C21orf63	1.60525
CGGBP1	-0.67375
KRTAP12-2	-0.3475
TADA3L	-0.607625
ZBTB16	0.70625
PDGFB	1.856125
RFX1	0.19875
UQCRB	0.8439
LOC133874	0.3345
HPS3	-1.676
LGALS3BP	1.4332
DKFZP564O0823	0.916142857142857
MRFAP1L1	0.63275
HOXA10	-1.31216666666667
NGB	1.833
KIF21A	0.518153846153846
IFLTD1	0.087
LZTS1	-0.59325
ARHGEF3	0.36775
RHBDL3	-2.4135
CSNK1G2	0.378083333333333
ChGn	-1.5835
KIAA1244	1.79566666666667
GABRB2	-0.0675
MGC72080	-0.0445
CD27	3.52925
EGLN1	-1.317
PEX13	0.78475
RWDD3	0.07275
RNF12	-0.228166666666667
GRIN2B	0.107
ADAMTS14	-0.58125
DYDC2	1.33433333333333
ATP6AP1	1.5458
NR1H2	0.290166666666667
PDK2	-0.345
C3orf17	-0.272333333333333
SLC38A2	-0.573785714285714
SLC25A29	0.3235
C15orf29	0.098125
ADAM9	1.04175
TMUB2	0.188125
GPR176	-0.21075
AGK	-1.041125
MCCD1	1.161
NDUFA4	-0.682
TMEM146	2.58525
DUSP1	0.697125
UNQ6975	0.6555
EMX2OS	2.521
INSM2	-0.4955
LUZP4	0.0895
SETD6	-0.7255
P2RY2	4.22125
SLC45A2	-1.9935
RABGAP1	-0.0163333333333333
UBXD5	0.23375
GPRC5A	1.2675
PAK3	0.5175
LOC63920	-2.037
TGFBR1	0.7223
KRTAP6-3	0.4255
SFMBT2	-0.48025
CDC42	0.3730625
C11orf35	0.647
TTLL2	-0.151
UACA	0.0653333333333333
CD97	-0.5532
SETD5	-0.064625
NINJ2	-0.9085
PTER	0.569166666666667
POMGNT1	0.28975
KRTAP4-2	-0.581
ECGF1	2.5025
HRB	0.0931818181818182
ATP1B2	-0.5479
LOC400506	0.35125
COL4A3BP	0.581
C6orf97	0.79525
GRHPR	-0.110875
TAS2R1	0.626
SEMA7A	-0.03275
EDF1	0.26575
ODF2L	1.648
PCID2	-0.636333333333333
GTF2H4	-0.198333333333333
ZCCHC3	0.473875
CGB2	-0.141166666666667
NEUROD1	0.51075
C20orf75	1.166
RP5-1054A22.3	1.48216666666667
IFNA5	0.1825
ZNF134	0.84375
MGC119295	-0.9624
ZSWIM6	0.390375
SMEK1	0.2705
PCGF2	0.33875
C1orf102	3.4085
CYP2A13	1.657
KCNH6	-0.7135
MDM1	-0.0437
ALDH7A1	-0.123
C9orf75	1.18525
VDAC3	0.235625
OR51T1	0.2655
EIF3F	-0.687666666666667
KCNJ10	-0.515125
LENG8	0.313
EDEM2	0.519333333333333
CCNJL	0.478666666666667
DHX37	-0.2215
CRYGN	1.76
AATF	-0.06375
ZNF630	0.692625
E2F5	0.4885
WFDC13	-1.256
FTSJ3	-1.0335
C4orf33	-1.22175
LHFPL4	-2.82775
C19orf56	-0.843833333333333
SMAD4	-0.6795
AFM	-0.930833333333333
G0S2	0.278
FCHSD2	0.3577
RRP1B	-0.7913
EEF1B2	-1.32066666666667
STAT6	-0.013
ZNF195	-0.11225
GNL1	-0.613333333333333
ZNRF2	2.01416666666667
PER3	-1.389875
ASB16	0.66575
C10orf10	1.40271428571429
ADCY8	-2.40933333333333
C9orf58	1.60216666666667
ARMC10	-0.3745
PSG1	2.276
DHX34	0.527
VARS2	-0.65825
NFIC	0.842
ITPR2	-0.25625
AGXT2	0.372333333333333
OR6K3	0.2535
H2AFZ	-1.08425
MLLT3	-0.269666666666667
COX4I2	1.58075
CCNT2	-0.6245
PLK4	-1.651625
NUMBL	0.371666666666667
MED16	0.76875
PLEKHQ1	1.184
GOSR1	0.483055555555555
BTG4	-0.000999999999999987
RPL30	1.47691666666667
IGSF5	1.8485
IGFL2	2.955
ELMOD2	0.859666666666667
SHC3	-1.35
HAVCR1	-0.08
DYNC2H1	-0.024875
RNF5	-0.511333333333333
C2orf7	-0.31825
NLF1	1.4135
KLHL25	1.961
LRP10	0.6652
KRI1	-0.446
PUS7L	0.3005
MGMT	0.02325
HOXD1	0.777833333333333
CSH1	0.4272
ATG16L2	-0.48
FLJ44635	0.195
CHODL	1.752
EXOSC8	-1.01775
SLC28A1	0.122
MYO7B	-1.17
SEH1L	-0.5607
MTNR1A	0.118333333333333
TSPAN5	0.732166666666667
CDC45L	-3.70483333333333
AMIGO1	0.1555
ATAD3A	-0.8135
OSGIN2	1.576
PDIK1L	0.206166666666667
DARC	3.6485
PIPSL	0.1615
SHMT1	-0.89375
CRISP3	1.621
POPDC2	1.71966666666667
ZRANB2	-0.687666666666667
FBXL8	0.627
TRIP13	-2.139
EIF5AL1	-0.6845
POU5F1P3	-4.37783333333333
IL6	-0.0186666666666667
CXorf38	0.6445
IFNA16	-0.297
FBXL2	1.657
BRD1	0.46
STATH	-0.0835
FBXO44	0.0378333333333333
MCCC2	0.81325
CDC2	-1.6603
C5orf23	0.6595
IVD	0.818166666666667
C10orf122	-0.5405
MSL3L1	0.697
MVP	0.793
EPOR	-1.6441
ZMYM1	-1.01016666666667
BCL7C	0.382333333333333
PSTPIP2	1.4607
LYPD1	-1.158375
OR8G5	-0.206
ZP3	-0.388
BCAS4	3.20841666666667
EDG6	2.75475
ISY1	-0.33525
PRAMEF2	-0.925
CUL1	0.025125
RNF213	1.5946
CCRK	0.9585
DHX9	-0.2275
C13orf29	0.9475
NCKAP1	0.2205
MRPL43	0.905928571428572
XPR1	-0.05575
PKN2	0.9702
PODNL1	0.8685
ZNF333	0.06275
DALRD3	0.662
OPN1SW	-0.0895
BTBD6	0.6435
C11orf82	-1.345
OR5P3	-0.458
DUSP11	0.25375
L1CAM	-0.5273
NEK11	1.884
OR7E91P	1.8605
CNTN3	1.6401
CREB3L2	0.0964999999999999
ZBTB37	0.6405
KIAA1324L	1.20675
NDUFB10	0.260166666666667
NUDT2	-1.63425
GTPBP8	-1.19525
CACNA1D	1.789
PRKAA2	-1.73783333333333
PRDM8	-0.4495
MGC16075	-0.630666666666667
KRT14	0.781285714285714
PP8961	0.668875
MRPL18	-0.3265
ABCG2	-2.79625
PACRG	1.835
BBS2	-2.36675
KREMEN2	2.6075
FBXO21	0.73675
HNRPUL1	0.415833333333333
GRB10	0.07725
CLSTN1	0.309
LMAN2	0.1126
C17orf61	0.30075
NIPSNAP3A	0.205
INSIG2	-1.52366666666667
PCDHB7	0.339666666666667
STXBP2	-0.1775
CMAH	1.12441666666667
SEMA5B	-1.0035
ZNF155	-1.2055
COQ6	-0.377
PRPF4	-0.3875
TSPAN15	3.1604
VN1R5	-0.17225
LATS2	1.3425
SELK	0.015
PGK2	-0.29675
MS4A1	0.74975
TYW3	-0.0119
KRTAP5-1	1.19575
RCCD1	-1.174
BTN1A1	0.305
DDX28	0.11325
TMEM65	2.641375
LOC92345	0.47
TTC31	-0.235
WDR46	-0.7095
CHP2	-1.19033333333333
LSP1	0.758
ZNF542	0.56075
EXOSC1	-0.416
ARHGAP18	-0.642166666666667
LRRTM4	-1.268875
MAOB	2.34041666666667
CACNB4	0.38525
MGC33846	2.026875
RANBP3L	-0.567125
ATP5L	0.145875
ONECUT1	-2.994
NUDT9	0.50225
TMEM149	0.518
STX17	0.226
IGSF10	-3.0355
TMPRSS9	0.5915
BMPR2	1.31575
ALLC	-0.186
KLF7	0.831125
GCC1	0.6411
TIMM9	-0.72125
CDO1	0.348666666666667
MGC10701	-1.39516666666667
IFI6	3.00133333333333
FRMD8	1.81225
MGAT2	-0.30875
WBP5	-0.950666666666666
CNIH2	0.32075
KIAA0907	-1.426
KCNH8	-1.151
CTSG	-0.2905
GRIK1	-0.250833333333333
CUL5	0.820375
FRMD1	0.54
OR9A4	0.539
SYT6	-2.003625
FOXD4L2	1.0955
ANAPC2	-0.580333333333333
OPN5	0.976
TAF13	-0.57925
LYG2	-1.112
GGNBP1	0.4395
C11orf40	0.405
OTX2	-0.9765
REG4	0.231
EIF5	-0.5124375
PALB2	-0.31125
SEPSECS	-0.3195
RNASE3	-0.2
TRIM49	-1.9425
POLR2K	1.8558
GPR42	-0.1465
C8B	-2.46375
SASS6	0.104
PREB	-0.4045
OR3A3	0.432
TUBA8	1.896875
IGLV2-14	0.6065
STIL	-0.977
ANKFN1	-1.29683333333333
NME7	-0.863
HOXC12	3.7275
UBE2C	-1.052375
FHOD1	-0.626375
CDK2AP1	0.279916666666667
OR6K2	0.2505
DHPS	-0.81075
RPL5	-0.13075
TRGV5	0.458
LOC541472	0.191375
HCCS	0.4051
DENND1B	0.8665
LHX3	-0.615
OR5D16	0.349
CXorf57	-2.21633333333333
IRF2BP1	1.42025
NDST2	0.748666666666667
LCE3D	0.206
BOLL	0.455571428571429
SYT3	-1.1385
PIH1D2	1.41675
C20orf7	0.118166666666667
IL1R2	0.9015
SLAMF9	1
PPME1	0.956875
PIK3CA	1.3165
TRAPPC1	0.2775
COLEC10	-1.017
SLC9A6	-1.542
PDDC1	0.1805
CCDC53	-0.108
GK3P	-1.231
DAZL	-0.5655
BRI3	-0.48475
SDK1	0.0125
CYP2C18	-0.389333333333333
IFI44L	3.9615
RPL3L	0.8625
FUT9	1.22566666666667
KIFC2	0.982
PMP2	-0.622125
SLC4A9	0.583
PLAG1	-0.675666666666667
MYCBP2	0.768166666666667
OR4E2	0.2385
CCDC65	-0.0885
C16orf82	-0.617285714285714
ENTPD4	-0.33225
BRP44L	-0.396875
PMP22CD	-0.57325
TMCO4	0.496833333333333
KCNN1	-1.45583333333333
WDR35	0.36575
CCDC80	1.705375
C3orf31	-1.00425
SLC7A9	-1.685
TMEM190	5.1925
DBC1	0.0298333333333333
FADS3	-0.494333333333333
PDZD8	-0.1225
GRM5	0.236375
AZGP1	0.89
PEX3	0.2885
MED1	0.272142857142857
ATG4C	-1.03266666666667
HNRPH3	-1.21775
FAM109B	1.93975
C4orf17	-0.4285
CA10	-1.54225
OPRD1	-0.045
CCL16	-1.44325
SACM1L	-0.952
CST6	5.68
CD63	0.872
LGI1	4.6335
ZNF784	1.24175
CRYBB1	-0.698
CX3CL1	1.1667
TOP2A	-2.59575
GYPB	-3.94533333333333
GADD45GIP1	-0.996
FEN1	-1.31475
IGF1R	-0.0446875
WDR72	1.53316666666667
PURG	-1.7714
DEFB126	2.4995
PKD1L1	0.111
CAV1	-2.1925
GNPDA2	-1.3268
DGAT2	0.719625
NLGN1	-4.4445
STRBP	0.206875
HPRT1	-0.748833333333333
FANCI	-1.34025
PSMA7	1.934875
DBF4B	-1.09633333333333
TTF1	-0.951
RAD54L	-1.9785
ELOF1	-0.38525
PLAGL2	0.266875
ZNF256	1.63975
HMGCL	0.2375
MSI2	-0.539
RPESP	-0.687
C11orf60	0.21925
ABCD1	0.788
ACAA1	0.0079
SPARCL1	5.14421428571429
IL6ST	1.1521
ZNF319	0.24875
TMEM109	0.00900000000000003
FAM90A1	-2.31383333333333
IL22RA1	-1.2685
ATP4B	0.4285
TEC	-0.8595
C7orf30	-0.79525
TXNDC2	-0.441666666666667
ABCB4	-0.515
KIAA1191	0.030875
C9orf38	0.09
SFTPB	0.281875
CNTNAP2	0.943416666666667
FRK	2.068
TBX19	-0.05225
CHD4	0.247
C6orf26	-2.474
MOSC2	0.48175
IKBKE	0.42625
HIF1A	-0.0775
LOC595101	0.144
RELA	0.756833333333333
TMEM16B	-1.62366666666667
ABHD12B	0.107
TSEN34	2.06125
KIF18A	-1.797
TXNDC9	0.154666666666667
SPATA2L	0.54
SEMA4G	-0.8675
C21orf91	0.83475
MATN1	-0.561
KCNIP4	-0.03
TUSC1	1.404375
OR4C15	0.74
ARMCX6	1.181
WBSCR27	-1.34
OR52I2	0.145
KIAA1604	-0.959
DYNC1I1	-1.810125
PPP4C	1.44025
SLC47A2	-1.69
TREH	-0.05425
CD48	1.68233333333333
ST14	2.57466666666667
PKN1	-0.77475
SPON2	3.01025
XBP1	1.13766666666667
SFRS12	-0.621166666666667
EFCAB6	1.6315
SELT	0.002
SLC39A2	1.3885
ERF	-0.00966666666666667
ARL3	0.9305
SURF6	-0.5074
MLLT10	0.00166666666666667
FLJ11171	0.250333333333333
TDGF1	-4.79583333333333
ERCC6	-0.64225
EIF2AK4	0.876125
BAZ1A	0.284333333333333
LRRN3	0.852333333333333
TMC3	0.139
EFTUD1	-0.38625
PTPRO	1.169
CLEC12A	0.78375
ACBD4	0.0619999999999999
ZDHHC14	-0.965375
OTUD7B	0.986125
ACTB	1.227875
MSRA	-0.370875
LCE5A	1.4355
IFI35	0.29125
BSCL2	1.3
ANKRD12	-0.21875
CFHR2	0.755
RGAG1	-0.649666666666667
HSFY1	0.594
SLC30A5	-0.436
IMPG1	0.384
GPR109A	0.502
ZNF185	1.52475
IYD	2.10225
NPCDR1	0.3375
SERPINA13	0.9915
HMGCLL1	0.154
NEUROG1	1.13333333333333
UBQLN1	-0.02875
LIN37	1.3945
SOCS2	-0.490375
DSCR4	-1.996625
XKR6	-1.83475
GPR142	0.7845
KRTAP13-3	0.577
CCDC15	-0.8855
MOS	0.456
CD1E	-1.237
OFCC1	0.718833333333333
FAM83D	-1.63125
SRFBP1	0.152
C9orf96	0.2045
DHDH	-1.22375
CCDC90A	-0.989
RABL3	0.88025
CD320	-2.182
ANGEL2	-0.108083333333333
MRPL21	0.12125
SMG6	0.414166666666667
INSR	0.856
FLJ14816	-0.948
GLRB	-1.77566666666667
C9orf89	0.89625
CIZ1	-0.79625
URG4	-0.0216666666666667
LRDD	-0.9465
CBY1	0.549333333333333
NFX1	-0.251625
MTERFD2	0.0162142857142857
C19orf23	0.9585
PGC	-2.741625
IER3IP1	-0.1252
RASAL2	1.22941666666667
C1orf89	-1.32475
SYNJ1	-0.6795
NFKBIE	0.83975
FLJ40125	-1.11166666666667
TCEB2	0.0181
NOG	-1.916
POLR2J2	-0.498166666666667
HLA-B	2.12875
PCDHA1	1.896
PPP2R2B	-1.749
ARHGEF17	0.831333333333333
TCF7L2	1.349
CHD5	-0.401
ZNF431	-1.075
TBC1D25	-0.60625
ZNF800	0.3895
SCUBE2	4.08690909090909
MYCBP	0.904666666666667
GPX5	0.363
C6orf129	-0.0668333333333333
QSER1	-0.221333333333333
ULK2	1.22175
PIGO	0.3285
NRCAM	-2.856
SLC35E3	0.027375
CSRP2	-1.99975
HYPE	-0.09325
MAPK15	2.07383333333333
MGC14327	-0.20625
TIMM13	0.592
ZNF462	-0.20925
GBA3	-0.41125
TEX13A	0.079
MCM6	-1.47433333333333
MTRF1	-0.889625
ABCA7	0.147
EIF4A2	-0.60175
ZC3H10	0.9125
RPGR	0.0875
C20orf94	0.7655
RP1L1	0.48975
GPR125	-0.18325
USP22	0.118
OR1L4	0.15625
MLZE	4.7435
FLJ32065	-0.429
PTCD1	-0.1135
CRTAC1	0.301666666666667
BXDC2	-1.037
C18orf1	0.591333333333333
FAM107A	1.44092857142857
EFNA3	0.6985
P18SRP	-0.3689
CAMKK2	0.70825
KIAA0649	-1.2435
NES	-1.5365
HS6ST3	3.0465
PON2	-1.419
TCP11L2	-0.19625
CLEC4A	2.23025
PRR12	0.6685
MLXIPL	-1.3188
C2orf50	3.9995
ZNF28	1.74925
ENC1	1.66716666666667
MAP2K1	-0.733375
FKSG2	0.7885
KIAA0430	0.844
PTP4A1	-1.26577777777778
GPR156	1.5835
GTF3C6	-0.252
UBR2	-0.1312
LOC388272	0.14075
MAK	1.88166666666667
ACOT4	3.24425
STC2	0.7525
PIGW	-1.53425
SAE1	0.244125
COL6A1	0.907318181818182
OAZ1	0.587166666666667
STMN4	1.0135
EDG3	0.225833333333333
SGCE	-1.30383333333333
IL11	-1.8435
PRSS8	3.344875
YIPF5	0.137583333333333
WNT4	4.497625
CSN2	-0.0248333333333333
TCF7	-1.966625
TDO2	2.837
SAMD9	0.452875
S100A7A	2.5565
MMRN1	2.18033333333333
GKAP1	-1.24975
AKR1C3	-1.907
RNF19A	1.805625
GMDS	-0.315
YKT6	0.208625
SPARC	1.3205
C12orf31	0.039
UBE2V2	-0.27
FBXL18	0.255
KIAA0460	0.281
ADAM22	-0.504875
SERPINC1	-4.82525
KCTD21	1.4065
MYOHD1	-1.905
ZNF37A	0.353333333333333
GTF3C1	0.737833333333333
CTSZ	2.80775
PRNPIP	0.148
DRD1IP	0.462
NR1I2	-2.39116666666667
ZNF266	-0.871
SPAG4L	-0.0865
COX4NB	-0.46425
SAPS1	2.11016666666667
APOA1	-3.34325
TATDN1	0.449666666666667
C10orf82	1.31625
KPNB1	-0.322
FOXO3	0.942083333333333
CRYBB2	-1.143
ZBTB5	-0.586333333333333
SLC25A38	-0.23975
DCTN2	0.0578333333333333
IFT20	0.0575
CTHRC1	2.48675
C1orf31	-0.8225
UHRF1	-0.52325
GPC6	0.74625
C10orf54	1.59075
MCF2L2	0.100333333333333
WNT9B	-0.201375
OLA1	-0.495875
FAM120B	-0.06675
TTLL10	0.07
CYorf15A	-5.30775
RELN	-1.9598
SCN2B	0.43425
MFHAS1	0.105
NKX3-2	-1.61083333333333
RASGRF2	-0.12
SSBP1	-0.683833333333333
KPNA6	-0.124142857142857
LOC389118	-0.1845
HS3ST4	-1.1059
SUPT7L	-0.80025
FLJ32658	-1.151
IGFBPL1	-0.72825
KIAA1641	-1.6481
SHKBP1	0.380666666666667
CSF1R	4.86275
NAGK	1.11875
MYL2	1.028
HIST1H4C	-1.84583333333333
TOMM7	-0.515
ADAMTSL3	1.2164
TNFSF14	-0.553
PRRT2	-1.806
VTA1	0.129625
AOAH	3.76166666666667
CRISPLD2	2.21728571428571
PNN	-1.2258
TA-NFKBH	0.034
ESPN	0.84625
RBM43	-0.259
KIAA1267	0.163875
DDX3X	0.966833333333333
KIAA1576	-3.71925
PLXDC1	4.29366666666667
FLJ25801	-3.948
HNRNPL	0.006
RUNDC3A	0.536166666666667
CASP12	0.4315
SH2D5	-1.78675
RPL26L1	-0.302
OR51A7	-0.31675
HDC	3.888
C2orf16	0.0691666666666667
SYTL3	2.77725
GOLGA4	0.1431875
NOTCH1	-0.380666666666667
ATPAF2	0.3875
ECD	0.47925
SSX5	-1.44316666666667
SNAP91	0.186
OCA2	-4.7895
PNPO	-0.043
DAPK1	0.0178333333333333
PINX1	-0.396833333333333
SELENBP1	0.655
NEK3	-1.03458333333333
TMED4	0.514357142857143
SSTR4	0.2595
FOSL1	-1.6458
CD40LG	0.353
CES1	-1.44683333333333
DCI	0.317333333333333
B3GAT3	0.297833333333333
STK17B	-0.3395
CNTN6	-0.53775
CYP3A4	-2.0975
MBOAT2	0.637428571428571
PISD	0.299
USP1	-0.6555
PYDC1	1.13216666666667
CENPM	-1.722625
SAR1B	0.1745
TTC7B	-0.192875
DP58	-0.308
GPC1	0.95725
RBL1	-1.488125
TMEM137	-2.53383333333333
TOB1	0.844083333333333
TCEAL1	0.206166666666667
CENPF	-2.02590909090909
C6	1.27033333333333
PRSS1	-3.65125
PPIL6	1.80166666666667
C6orf124	-0.7525
ODZ4	0.8115
SNCB	0.2205
NDUFB9	1.79825
CNOT6L	0.778
S100A9	4.62466666666667
TRIM50	0.2545
KCTD1	0.926
WDR63	3.35925
SPEF2	1.571875
RNGTT	-0.1875
CXorf22	2.7635
KCNK16	-0.0345
CEP250	-1.114625
ATPBD1B	-0.55775
KCNJ2	3.82625
MT1B	-1.9285
ZNF684	-1.0035
SLC4A1	0.81425
PDHA1	-0.669
ZNF492	-0.426
TKT	-0.9055
BYSL	-0.133375
RNF38	-0.10675
AHDC1	0.6755
KLHL2	0.082125
CMTM8	1.6875
DMP1	-0.766
HERPUD2	0.050625
CRTAM	2.35416666666667
ZNF572	2.5075
TMEM16J	0.6155
HSD17B2	-2.96025
UBE2G1	0.217
AHSA2	-3.01975
PELI2	-1.201
TPX2	-1.349875
ATP9B	0.449666666666667
DAZAP1	0.0785
HMGCS2	2.75733333333333
C17orf38	0.58225
B9D1	-0.08875
NKX2-5	1.9935
KIAA1276	1.51425
LILRB2	3.673
CSTF1	-0.504666666666667
BTN2A1	-0.434166666666667
C15orf48	4.36725
IGF2BP3	-4.34225
FAM113B	1.44533333333333
HRG	0.253375
ZNF131	-1.03775
USP47	0.253071428571429
CCDC88B	-1.052375
HCN1	-0.6436
HTN1	-0.582666666666667
SYCP3	-0.33575
C13orf23	0.3733
PAPOLA	0.26725
AATK	-0.163
MSH3	-0.3395
NDUFAB1	-0.2265
ITLN2	-1.40683333333333
BAK1	-1.271
MRPL45	-0.612833333333333
MTNR1B	0.1775
LOC645843	-0.9475
SPECC1L	-0.08925
PGCP	2.3795
SPN	-0.80675
GPR143	2.21733333333333
ZNF576	1.1385
TMEM39A	0.184
ATP5D	0.0795
MAGEB3	-2.4995
RPS5	-0.749666666666667
ANP32E	-0.8145
MTMR1	0.5095
YEATS4	-1.115
SYNGAP1	-0.16
PCOLCE	-0.43
MNS1	0.1925
PCYT2	-0.645333333333333
ZNF182	-1.153
LAX1	0.86
SPPL2B	1.0324
ELOVL5	0.4614
PCDHAC1	0.118
B4GALNT1	-1.6025
BLOC1S2	0.741625
ZNF673	-0.9719
ARHGAP21	0.0125
IRX5	2.25175
LRFN5	0.284
FAM7A1	-1.56675
RAB19	0.49
GINS1	-0.8435
ITM2B	1.0373
PAPSS2	2.64141666666667
OR5BF1	0.6815
ACSL3	-0.537375
KIAA1919	-0.420916666666667
GLT8D2	2.37425
UTRN	0.299428571428571
CNN1	1.18275
HISPPD2A	0.297333333333333
SDAD1	0.371125
SIGLEC9	1.43433333333333
RPL35	-0.885285714285714
C22orf26	-0.1635
IMPDH2	-1.6025
WDR69	-1.411
SEC14L5	-1.1655
CLTA	-0.16875
RP11-529I10.4	0.36425
GPR37L1	0.137833333333333
OGDH	-0.0321666666666667
ASB13	0.707
ZFP14	-0.49725
ZCRB1	-0.585666666666667
KPNA3	0.55075
HSPA1L	0.787
RHOC	0.43725
LOC554175	0.2835
PPP3CA	2.3377
SLC1A7	-1.0106
