Hybridization REF	TCGA-B6-A0RE-01A-11R-A056-07
BIN2	-0.218166666666667
NACA2	-0.4395
CCDC17	-1.6705
HM13	-0.145
UBOX5	0.131375
UBE2O	0.126
UBL5	0.07975
APOLD1	0.586375
C9orf31	0.2625
TNFSF8	0.153
ARHGAP29	0.7395
PROKR2	0.4695
PDE5A	0.377666666666667
C6orf12	-0.9445
TOM1L1	-0.4335
WHDC1	-0.242125
FOXI1	0.536833333333333
RAB4A	0.4453
TMEM39B	-0.6615
ATPBD1C	-1.43375
FARSA	-0.4865
PLEKHG5	-0.187
CMAS	0.276166666666667
OR7E24	0.272
SLC30A1	-0.2665
CDC42EP5	1.16416666666667
PLAC1	-2.84975
KLHL18	0.672333333333333
LBA1	0.2873
TAZ	-0.47625
CRIP2	0.35375
BTBD11	-1.465
C16orf72	-0.6175
DIO2	0.9744
LRRCC1	0.952833333333333
CCDC136	-2.941
PRX	-0.717375
RBM5	-0.5291
TMEM85	-0.36125
TUBGCP4	-0.980333333333333
APLN	-0.058
CDK7	0.256
SSR2	1.65483333333333
CRELD1	0.23575
C19orf46	1.88
GAL3ST4	0.963333333333333
KBTBD10	-0.096
IL28A	0.43275
WDR27	-1.19
MCM2	-0.742333333333333
SOX14	0.027
FLJ39743	0.195
KIAA0922	0.71825
HIPK4	0.3855
FLJ25758	0.2975
C16orf57	-0.05425
PDZD2	2.286
MCC	1.443875
HHLA3	0.0329
ID2	1.07
C20orf23	1.72583333333333
ZNF688	-0.301
APOC2	-2.32816666666667
LOC440093	0.61025
FAM50B	0.818833333333333
PWP1	-0.3545
DNAH10	-0.45025
HIST1H2BA	1.51225
GPR56	1.64583333333333
METAP2	-0.638375
PAN3	0.262
STXBP4	-1.257375
PDHX	-0.2305
MTA1	-0.261166666666667
ZBED4	0.79025
ZNF720	-0.02475
CDK2	-2.150875
RHOJ	-0.30475
CDC37	0.218833333333333
ZER1	0.14225
GRK4	0.378
PRPH	-0.816
POLR2A	-0.153625
OGFOD1	-0.331
NOL5A	-0.47375
PHEX	0.8325
FLJ16478	2.47175
C20orf117	-1.142375
CAMTA2	0.21975
C11orf74	0.0791666666666667
DDX17	-0.221083333333333
C5orf27	1.375875
PLEKHA2	-0.8368
PDE4DIP	-0.3878
SCN7A	0.307666666666667
ZNF559	-0.3215
CXCL10	3.383
ZMYM4	0.3775
STK32B	-1.60246666666667
KIAA0888	-1.5281
TACR3	0.2945
CKAP2L	-0.1205
KIF1A	1.4065
RSPRY1	0.1365
VCAN	1.23375
CYP27C1	0.979
SYDE1	-0.972833333333333
MED12L	-1.26125
ZDHHC21	1.238875
NHS	0.737
TM9SF3	0.733
DDHD1	-0.641125
MAFG	0.5425
BICD2	1.0033
C14orf119	-0.337
C14orf43	-0.0312857142857143
CDH7	-0.74975
ALKBH5	0.0115714285714286
JUP	1.569875
TMEM41A	0.2285
MAMDC4	-1.69183333333333
CBX3	-0.1075
LRRC18	-0.39275
RBMXL2	0.30625
PLA2G4D	0.467166666666667
FGF13	1.685125
KIF3A	-0.036
PDIA6	0.449
DCXR	0.20075
CASKIN2	0.49075
EHD1	1.4075
MARCKSL1	1.2125
ZNF496	0.205333333333333
SCAF1	0.474833333333333
KCTD8	-1.844
TRAF3IP3	0.416071428571429
LSR	2.04425
CXorf1	0.5925
C14orf112	-0.843833333333333
EIF2B1	-0.47
OMP	0.095
GSTZ1	-1.67425
LOC92017	0.76425
ISLR2	0.524
C12orf36	0.2595
GATA2	-2.37016666666667
GABRA5	-1.0315
CELSR2	-1.04407142857143
STAM2	0.7845
TNAP	-0.2735
PTPMT1	-0.175666666666667
GRP	5.20425
SV2A	-1.38883333333333
MAGEA12	-4.71675
CACNG1	-0.4985
C18orf19	-0.21275
GSG1	-0.797833333333333
PTPRJ	0.0176428571428572
FRMPD1	0.9175
ZNF668	0.0915
PLEKHJ1	0.055625
ADAT1	-0.7845
TMEM50A	-0.1552
UCN3	-0.3635
HOOK1	1.81075
IL17B	-1.1765
MLKL	-0.952333333333333
TTC14	-0.7955
KLHL5	0.742
CRYL1	-0.686
FOXH1	0.0315
NFYB	-0.138625
PPM1G	0.83525
GOLGA2LY1	-0.495
NMT1	-0.793375
HADHA	0.3038
CHSY-2	2.338
PLEKHF1	2.06614285714286
SAGE1	-2.806
MUSTN1	-0.261
SUHW4	0.2205
TFEB	1.3225
ZFYVE27	0.389
ATG12	-0.236666666666667
BMI1	0.737928571428571
ZIM3	0.0525
MYH4	0.1845
MASP1	-1.26758333333333
KIAA0984	-0.755666666666667
RPAP2	-0.11775
ASB5	-0.13025
BOLA3	-0.804333333333333
MIA3	0.6755
KRT35	0.011
KIR3DL3	-0.96
MRPL51	0.18175
SEMA3F	0.957166666666667
NDUFB2	0.0218333333333333
LOC253012	-1.3875
FAM46C	-1.8746
G6PC	-2.337125
CSAG3A	-5.60666666666667
PREX1	-0.775
SLC25A45	-0.274625
MAPKBP1	0.358
CPE	-1.0247
GNB1	0.112625
CXCR6	0.513
TRIM46	0.67675
C16orf3	0.262166666666667
HPSE	0.358
TIGD3	-0.4325
SPG3A	2.626
LCAT	-1.76733333333333
ST6GAL1	-1.14027777777778
POMC	-0.56875
FLJ36031	0.837833333333333
NSMAF	0.287666666666667
SKIL	1.453
ADSS	1.06833333333333
HMGCS1	-0.8384
POLR3F	0.838833333333333
RAB10	0.91875
ZNF277P	-0.953125
ZBTB7B	1.5055
DHRS1	0.802625
ABCC13	0.21825
CNOT3	0.3565
NFKBIA	1.04075
GAK	0.315
SFT2D2	2.86666666666667
HOXA6	0.2295
CRTC1	0.296
LY6D	4.04616666666667
C20orf72	-0.966166666666667
CPT1A	0.0445
LMO1	0.828
EIF3I	-0.50025
PRB4	0.3055
MCM3APAS	-0.784375
C20orf132	-1.5019
FOXF2	-1.8495
S100A12	0.10875
MLH1	-1.03783333333333
ACTN1	0.3517
MRPL36	0.4215
C20orf106	-1.05525
FBXO6	1.0945
MKS1	-0.534166666666667
CX3CR1	-3.88325
PDE1B	0.33
PLP1	0.2785
KISS1	0.586666666666667
C14orf2	-0.613833333333333
TBC1D3P2	-1.41425
COMMD6	1.0413
ANKRD7	-1.294
PTCHD1	3.089
NARS2	-0.5635
DOCK7	0.075125
FAM127B	1.047125
LOC390243	-0.2485
N6AMT2	-0.013
ZNF391	-0.23
DNAJB14	-0.568333333333333
WRB	-0.40775
BPI	0.486083333333333
TTC4	-0.1395
FAM10A5	-0.20175
GOT1L1	0.136
MAGED1	1.611125
RESP18	-0.129
WFDC6	0.202
MT2A	-2.628
C11orf56	0.3525
KIAA1432	0.5035
ROR1	0.098125
HSD17B14	2.03083333333333
ZFAND2B	0.316375
SAMD4B	0.791
HEXA	-0.11575
HNRNPU	0.3985
USP39	0.5495
NRD1	0.0985
R3HDML	0.37425
FLT4	0.294166666666667
OMG	0.0855
OR52N4	0.4305
LOC399818	-0.42675
ELA2	-2.69875
VENTXP1	-0.0015
RFC5	-2.0175
OR52L1	-0.401
PAX5	-0.2225
FBXO2	-0.64825
GMEB1	0.4395
AKT3	1.9355
CRB1	-1.55466666666667
CTTN	1.11183333333333
UTP15	0.187833333333333
HSBP1	-0.252583333333333
PHF11	0.98975
NDEL1	0.2955
USP8	-0.5825
BAIAP2	1.4313125
SI	1.2642
ARSJ	-1.14533333333333
BAAT	-2.90725
KCNS3	1.94916666666667
LOC126147	-0.4285
TMEM37	-1.131
C1orf162	2.42116666666667
MBD1	-0.0905
ITGAL	-0.624333333333333
WDR73	-0.857666666666667
GKN2	-0.062
ARFGAP1	-0.294625
SLC5A8	2.223
ZBTB40	-0.1505
CYP4B1	-1.88516666666667
LYPLAL1	0.06625
CHST3	1.113
MAP3K9	0.2715
BTAF1	-1.29966666666667
TFAP2E	2.1185
RBM35B	0.1415
LOC441251	0.0386666666666667
ANKRD25	-1.79666666666667
UQCRC2	-0.8165
MAEA	0.263833333333333
HYAL1	-2.2665
RNPEPL1	0.0765
CPSF2	-0.80375
PSD3	-0.504
ABCA13	4.432875
AGR2	-4.44725
GBX1	-0.4245
HDLBP	0.539714285714286
ACY3	-0.78025
HECW1	0.062
ZNF519	-0.447
HOPX	3.07725
ZNF304	0.283
OR12D3	0.028
FKSG43	0.9095
METTL1	-0.00749999999999999
MFSD3	1.1413
PSPH	-0.801
CLCA3	0.8175
DARS2	-0.741166666666667
CDC25A	0.0253333333333334
BAIAP2L1	0.9645
B3GNT5	2.633375
USP29	0.18425
ARHGEF10L	1.1031
ATOX1	-0.055375
ADAM30	0.8285
DNASE1	-0.316
STT3A	0.290833333333333
RAB6IP1	-0.00400000000000001
PTN	-0.1079
C1orf106	1.82946153846154
HECA	1.281
RNF122	-0.19275
SLC22A18AS	0.202166666666667
GNG8	0.037
ELP4	0.0995
FAM65A	0.131166666666667
RPL10A	-0.502333333333333
IRS4	0.417
MACF1	0.7483
SEC24D	0.476
LOC374395	-0.07175
TGFB2	3.32425
MDFIC	0.446125
CHRNE	0.319166666666667
PCMTD2	-0.449
ATP6V0D1	-0.0331666666666667
MTA2	0.8015
LZTR1	-0.232666666666667
RAP1A	-0.7245
AXIN1	-0.111375
POLR1C	-0.317
TRIO	0.896333333333333
PLXNA4A	0.694166666666667
C5orf33	-0.675
DEPDC1B	-0.44875
ZNF473	0.644666666666667
MTM1	0.993
GPR107	0.0678333333333333
CSNK1A1L	-0.0541666666666667
FLJ14154	0.09225
NLRC4	3.2855
ENPP4	1.78233333333333
PADI3	-0.1335
RNF170	-0.3505
CG018	-0.430666666666667
C16orf7	-0.25825
KCNE1	0.634
NRM	-1.25233333333333
SLC37A3	0.756285714285714
TPD52L2	-0.147166666666667
UNC5B	0.98725
C12orf12	0.2945
SDHB	-0.79775
CLRN1	0.215125
NUDT10	-1.2265
UGT3A1	0.21925
FBXW8	0.08225
RHOF	-0.705875
PTPLAD1	-1.023125
MYO3B	0.02275
DERA	-0.706
TPP2	-0.33975
C19orf53	0.3955
GINS3	-1.94725
ST6GALNAC5	3.495
CHSY1	0.217
MGC15705	-0.1855
GPR83	0.464
EXT2	0.29025
DOLK	-0.4165
TUBAL3	-0.28175
ACVRL1	1.3465
ABL2	0.399166666666667
C14orf156	-1.45133333333333
PTPRZ1	-0.73925
DIP2C	2.031625
LAMP1	2.023375
RXRA	-0.433
MAP3K5	0.98075
ALKBH1	-1.2295
PDLIM7	0.010125
ARL14	-1.769
SNIP1	-0.390833333333333
TIMP3	0.764
RGS3	0.2245
SPAG16	-0.0855
ABHD4	-0.42725
ARHGEF12	-0.156833333333333
GLUD2	-1.088
RAC2	-1.4106
UAP1L1	-0.1895
SLC18A3	-0.2665
YOD1	-0.23325
RALY	0.0405
HMOX2	0.820625
DGKH	0.95025
DBNDD2	1.54983333333333
YIPF4	0.0185
THAP10	-1.37025
ZNF513	1.1675
HAGHL	-0.500666666666667
ITGB4	0.9805
CCDC141	-1.4685
YTHDF3	0.06875
C5orf28	1.37075
RPL7L1	-0.46375
TMEM30B	0.561
ANKRD35	1.44
DUOXA2	-0.16425
TBC1D5	-0.105625
DFNB59	-0.532
HRH4	0.37325
MYO6	1.8332
DNAJA4	1.168375
RBM24	0.6045
CEACAM20	0.66825
RBM23	-0.436571428571429
NGFB	0.107
C1orf63	-1.5923
KRTAP7-1	-0.1045
PERLD1	-0.04525
NPB	1.7175
C17orf59	0.1443
HSPBAP1	-0.506
SLC15A4	-0.1785
PRTFDC1	1.93675
OSMR	-0.240714285714286
CYSLTR2	-0.684
C19orf25	0.256
KIAA1797	-0.4175
NLRP6	0.4835
FAM105B	0.8896
SCRN2	-0.155333333333333
LRRC58	0.501
RNF17	0.28725
NEIL3	-2.4075
FAM137A	-1.8455
SKP2	-1.468
PARVA	1.178
PKLR	-1.912
RNF34	-0.0545
A3GALT2	-0.29875
C12orf50	0.157
SUNC1	-1.076
FAM102B	-0.110166666666667
CCT2	-0.938
LRRC37A2	1.093
ARF4	0.9155
SIKE	-0.031
C8orf48	0.575
MBTPS1	-0.655928571428571
GPSN2	-0.13
NCF2	2.45675
SLC12A6	0.188833333333333
MRPL48	-0.43225
HMGN3	-0.052
LRRC62	-1.33525
PAX9	-1.0405
FAM55A	0.5025
C20orf42	1.30133333333333
SCML2	-2.1195
BCL9	0.251
FAM40A	0.12525
C9orf41	-0.1965
ZNF774	0.5555
LETM1	-0.459
PLXNB1	0.683666666666667
NIPSNAP1	0.724625
USP10	-0.647
F9	0.5425
LIPE	-1.284
CNGB3	0.1925
C12orf52	-0.210625
PI4K2A	0.3135
MED8	0.398
STAT4	0.0823
FGD4	0.0653333333333333
RNF145	-1.4635
WDR32	0.073
CLDN2	0.222166666666667
TCEAL8	0.591
ZMYND8	-1.341
PDXK	0.7166875
GATAD2A	0.54025
PTGES3	-1.1485
CCM2	0.61475
TAP1	1.74025
ZNF670	0.3505
ETS2	0.0157857142857143
C6orf166	0.536333333333333
PRMT2	1.51521428571429
OR4B1	0.368
INTS8	0.3295
CCDC102A	0.0385
CCDC83	-2.2945
ITGA1	-0.3622
EPHA5	-2.3489
FAM24B	-0.772666666666667
TSGA10	0.30975
HAL	-2.67033333333333
MYOT	-0.35375
SPACA3	0.1095
BCL2L2	-0.260333333333333
CUGBP2	1.44633333333333
CCNB3	1.624
RNF113B	0.50075
MERTK	0.69025
BAG1	0.22525
VPS36	0.36475
ORMDL3	0.0077
C1orf190	0.34425
ZNF625	-0.40125
CORO2B	-2.0155
ALOX15	-1.049
CST1	1.1605
NUPR1	0.995333333333333
CCL7	2.75025
SMCR5	-3.021
DSC2	4.5445
RBMS2	0.0475
GRIK4	0.6015
TRIM65	0.618
TMPRSS6	-0.725642857142857
TP53INP2	-0.127
GLB1L	1.12733333333333
LOC388284	-0.0781666666666666
PUS1	0.333785714285714
BCL9L	0.7065
OLFM1	-0.807
RET	-2.413375
MASTL	0.242
ALX3	0.47025
IL1RL1	-0.637
ZNF765	-0.8638
C14orf138	-1.4475
SNX10	-0.161333333333333
TAC4	0.274
C1orf64	-4.04625
POGK	1.510375
MAPK9	-0.8205
ZNF366	1.281
C8orf79	0.3371
CLDN7	2.444375
OR5AT1	0.086
TRIM37	-1.5265
LRRC25	2.15
GRHL2	1.4222
TEKT3	-0.39225
LASS5	-0.4405
ABCC4	-0.675333333333333
DLG3	1.5495
VGLL1	3.7395
ZFP36L2	2.23783333333333
MFRP	-0.119333333333333
KIAA1799	-0.479
FLJ44379	-2.3385
PCNX	-0.10475
ANXA9	-1.3765
CYP4V2	0.9093
PIK3C2A	0.581
SRR	-0.4565
NOL3	-0.70275
IFITM2	0.263
ARNTL2	1.1995
ZNF595	-0.456
NLRP13	0.227
ASPH	-0.16775
CPA2	0.5205
PVRIG	-2.276
LEPR	-1.72683333333333
C16orf42	0.414833333333333
SH3BGRL	0.127
FAM77D	-0.0186666666666667
FNDC7	-1.029
C9orf6	-0.476166666666667
NOTCH2NL	1.61483333333333
PGBD1	0.0478333333333333
SYNGR2	1.5105
PITPNA	0.6860625
PRPF4B	-0.9105
SLC43A3	-0.1125
NRBP1	0.86725
SLC25A22	0.78475
ILK	0.58775
SLC22A8	0.531833333333333
MRPS7	-0.17375
PITX2	-2.36275
FABP3	-1.367375
OR1L1	0.062
LOC728215	-0.057875
BLID	-1.1435
KIAA1217	2.53476470588235
TFPT	0.6695
AP4B1	-1.016
VBP1	-0.9355
OR1K1	0.1915
MORC3	0.4665
BHMT2	-1.03416666666667
C3orf10	1.095125
FZD7	2.92566666666667
WFDC10A	-0.68
PMS2CL	-0.077125
CCDC32	0.187833333333333
FA2H	-3.3965
ALG13	-0.392
TTLL7	0.6925
SPOCK3	-0.625
SLC13A2	0.9485
AIM1	2.01075
GPRC6A	0.854
EGR2	4.47875
MED11	-0.70225
WWC1	2.594
SH3GL3	-3.55475
RIF1	0.646785714285714
PRLH	-0.1185
VLDLR	0.014
DBT	-0.275333333333333
C21orf63	1.43475
CGGBP1	-0.17275
KRTAP12-2	0.6435
TADA3L	0.082375
ZBTB16	-0.888
PDGFB	1.321625
RFX1	0.34475
UQCRB	-0.2053
LOC133874	0.121
HPS3	-1.219
LGALS3BP	1.3162
DKFZP564O0823	0.881571428571429
MRFAP1L1	-0.510125
HOXA10	-0.130666666666667
NGB	0.3425
KIF21A	0.673384615384615
IFLTD1	-0.581
LZTS1	0.038375
ARHGEF3	0.714
RHBDL3	-2.705
CSNK1G2	0.6085
ChGn	-0.057
KIAA1244	0.389833333333333
GABRB2	0.423
MGC72080	0.189
CD27	2.8195
EGLN1	-0.3898
PEX13	0.566
RWDD3	-0.51625
RNF12	0.0926666666666667
GRIN2B	0.617
ADAMTS14	-0.831875
DYDC2	2.962
ATP6AP1	0.7962
NR1H2	0.278
PDK2	-0.70025
C3orf17	-0.471166666666667
SLC38A2	-1.5125
SLC25A29	-0.188
C15orf29	-0.03875
ADAM9	0.698166666666667
TMUB2	0.00875
GPR176	-0.449
AGK	0.141875
MCCD1	0.301
NDUFA4	0.377
TMEM146	-0.05875
DUSP1	-0.083875
UNQ6975	0.242
EMX2OS	3.4835
INSM2	0.00275
LUZP4	-0.301
SETD6	-0.29925
P2RY2	2.746
SLC45A2	-1.4825
RABGAP1	0.721166666666667
UBXD5	0.253625
GPRC5A	0.534
PAK3	2.80933333333333
LOC63920	-1.5685
TGFBR1	0.2069
KRTAP6-3	1.962
SFMBT2	-0.8615
CDC42	-0.1929375
C11orf35	-1.026
TTLL2	-0.16975
UACA	0.451545454545455
CD97	-0.418
SETD5	0.199125
NINJ2	-1.1035
PTER	-0.247666666666667
POMGNT1	0.349
KRTAP4-2	-0.201
ECGF1	2.619625
HRB	0.868363636363636
ATP1B2	-0.2409
LOC400506	-0.617
COL4A3BP	0.5165
C6orf97	-3.23525
GRHPR	-0.203375
TAS2R1	0.0115
SEMA7A	-1.44525
EDF1	-0.80125
ODF2L	1.4535
PCID2	-0.106166666666667
GTF2H4	-0.207166666666667
ZCCHC3	-0.74
CGB2	-0.052
NEUROD1	0.468
C20orf75	0.1165
RP5-1054A22.3	1.28933333333333
IFNA5	0.169
ZNF134	0.1405
MGC119295	0.1654
ZSWIM6	0.17875
SMEK1	-0.105833333333333
PCGF2	-0.430625
C1orf102	0.79575
CYP2A13	0.7345
KCNH6	-0.931
MDM1	-0.8663
ALDH7A1	-0.278
C9orf75	-1.04775
VDAC3	0.78175
OR51T1	0.0445
EIF3F	-0.340083333333333
KCNJ10	-0.558875
LENG8	0.214
EDEM2	0.43575
CCNJL	-0.329166666666667
DHX37	-0.1495
CRYGN	0.8855
AATF	-0.278625
ZNF630	1.790375
E2F5	2.007
WFDC13	-1.34133333333333
FTSJ3	0.375666666666667
C4orf33	-0.12575
LHFPL4	-2.031
C19orf56	-0.118833333333333
SMAD4	-0.193625
AFM	-0.5605
G0S2	-1.4665
FCHSD2	0.4503
RRP1B	-0.0286
EEF1B2	-0.310666666666667
STAT6	-0.7815
ZNF195	0.025
GNL1	-0.408333333333333
ZNRF2	0.6195
PER3	-1.49925
ASB16	0.1445
C10orf10	2.59207142857143
ADCY8	-3.6575
C9orf58	0.569833333333333
ARMC10	0.0225
PSG1	-2.2165
DHX34	0.199
VARS2	-0.842375
NFIC	1.0915
ITPR2	1.1445
AGXT2	0.100833333333333
OR6K3	-0.1435
H2AFZ	-0.854166666666667
MLLT3	0.607583333333333
COX4I2	1.33975
CCNT2	-0.697875
PLK4	-1.277375
NUMBL	0.075
MED16	0.2295
PLEKHQ1	0.30975
GOSR1	0.791944444444444
BTG4	0.05325
RPL30	0.7475
IGSF5	-0.28075
IGFL2	1.1275
ELMOD2	0.0226666666666667
SHC3	1.41516666666667
HAVCR1	-0.623
DYNC2H1	-0.959625
RNF5	-0.337333333333333
C2orf7	0.04825
NLF1	1.0955
KLHL25	0.75875
LRP10	0.2291
KRI1	0.09925
PUS7L	-0.305166666666667
MGMT	0.60125
HOXD1	-2.12216666666667
CSH1	0.1177
ATG16L2	-1.31075
FLJ44635	-0.194
CHODL	5.04475
EXOSC8	-1.51075
SLC28A1	0.418
MYO7B	-1.32016666666667
SEH1L	0.9014
MTNR1A	0.325666666666667
TSPAN5	-0.337166666666667
CDC45L	-2.3735
AMIGO1	0.8135
ATAD3A	-0.491125
OSGIN2	1.0465
PDIK1L	-0.4775
DARC	0.307125
PIPSL	1.0525
SHMT1	-1.2955
CRISP3	0.2815
POPDC2	1.29083333333333
ZRANB2	-0.689333333333333
FBXL8	0.2475
TRIP13	0.414818181818182
EIF5AL1	-0.849
POU5F1P3	-5.28966666666667
IL6	-2.025
CXorf38	0.154166666666667
IFNA16	0.0655
FBXL2	1.72316666666667
BRD1	0.4055
STATH	-0.43725
FBXO44	0.680833333333333
MCCC2	-0.57525
CDC2	-1.19
C5orf23	2.58075
IVD	-0.887666666666667
C10orf122	-0.52725
MSL3L1	1.1657
MVP	-0.41425
EPOR	-1.9746
ZMYM1	-0.0535
BCL7C	0.551
PSTPIP2	1.1821
LYPD1	-0.292375
OR8G5	0.48
ZP3	0.101
BCAS4	0.820583333333333
EDG6	0.75925
ISY1	-0.14175
PRAMEF2	-1.60825
CUL1	0.276625
RNF213	1.2041
CCRK	0.90675
DHX9	0.0325
C13orf29	1.445
NCKAP1	0.602833333333333
MRPL43	0.129071428571429
XPR1	0.5045
PKN2	0.6264
PODNL1	0.3555
ZNF333	-0.020875
DALRD3	-0.2005
OPN1SW	0.3785
BTBD6	0.9265
C11orf82	-0.495
OR5P3	1.085
DUSP11	0.5055
L1CAM	0.0408
NEK11	0.851666666666667
OR7E91P	2.3345
CNTN3	1.2387
CREB3L2	1.10375
ZBTB37	1.2895
KIAA1324L	-1.119
NDUFB10	-1.04883333333333
NUDT2	-0.43975
GTPBP8	0.07325
CACNA1D	-0.03825
PRKAA2	-1.47233333333333
PRDM8	0.2455
MGC16075	0.1105
KRT14	1.31357142857143
PP8961	0.60575
MRPL18	-0.29025
ABCG2	-3.3655
PACRG	1.528
BBS2	-0.94925
KREMEN2	-0.375
FBXO21	0.0715
HNRPUL1	0.274416666666667
GRB10	1.27625
CLSTN1	0.667
LMAN2	-0.1485
C17orf61	-1.03125
NIPSNAP3A	1.12925
INSIG2	-1.44216666666667
PCDHB7	1.1975
STXBP2	0.879
CMAH	-0.160083333333333
SEMA5B	-0.22925
ZNF155	-0.3595
COQ6	-1.3095
PRPF4	-0.15625
TSPAN15	2.106
VN1R5	-0.07375
LATS2	0.6255
SELK	0.948
PGK2	0.581
MS4A1	-1.92075
TYW3	-0.4873
KRTAP5-1	0.545
RCCD1	-1.19116666666667
BTN1A1	-0.1005
DDX28	-0.25925
TMEM65	1.494
LOC92345	0.30675
TTC31	-0.428
WDR46	-0.312833333333333
CHP2	-1.74666666666667
LSP1	0.437125
ZNF542	0.445
EXOSC1	-0.25225
ARHGAP18	-0.9605
LRRTM4	-0.89275
MAOB	4.26858333333333
CACNB4	-1.525
MGC33846	1.782625
RANBP3L	-0.64825
ATP5L	-0.105375
ONECUT1	-2.57
NUDT9	-0.542
TMEM149	-0.4625
STX17	0.758
IGSF10	-2.932
TMPRSS9	0.8065
BMPR2	1.16825
ALLC	-0.132
KLF7	0.940875
GCC1	0.8551
TIMM9	-0.51525
CDO1	-1.146
MGC10701	-0.991666666666667
IFI6	0.821833333333334
FRMD8	1.254
MGAT2	-0.6495
WBP5	0.947166666666667
CNIH2	0.26
KIAA0907	-0.6073
KCNH8	3.3635
CTSG	-3.477
GRIK1	-1.3532
CUL5	0.3375
FRMD1	0.267
OR9A4	0.8985
SYT6	-2.19425
FOXD4L2	0.2395
ANAPC2	-0.734666666666667
OPN5	1.525
TAF13	-0.1735
LYG2	-1.24575
GGNBP1	-0.1805
C11orf40	0.468
OTX2	-1.504
REG4	-0.307833333333333
EIF5	-1.282625
PALB2	-0.7465
SEPSECS	-0.9958
RNASE3	0.0235
TRIM49	-1.343
POLR2K	0.5856
GPR42	0.082
C8B	-3.3125
SASS6	-1.15
PREB	0.177833333333333
OR3A3	0.4
TUBA8	1.827625
IGLV2-14	0.5015
STIL	-0.6595
ANKFN1	-0.960833333333333
NME7	-1.19925
HOXC12	0.02725
UBE2C	0.229625
FHOD1	-1.30375
CDK2AP1	1.58658333333333
OR6K2	0.26675
DHPS	-0.894
RPL5	-0.31775
TRGV5	0.2495
LOC541472	-0.08475
HCCS	-0.0152
DENND1B	1.3825
LHX3	-0.276
OR5D16	0.475
CXorf57	-3.317
IRF2BP1	0.37475
NDST2	0.319
LCE3D	0.314
BOLL	0.176
SYT3	-1.071
PIH1D2	-1.4695
C20orf7	0.0558333333333333
IL1R2	2.72783333333333
SLAMF9	0.196
PPME1	0.87375
PIK3CA	0.25325
TRAPPC1	0.065
COLEC10	-0.902
SLC9A6	0.150333333333333
PDDC1	0.628
CCDC53	-0.38075
GK3P	-0.874
DAZL	-0.75325
BRI3	1.0875
SDK1	1.395125
CYP2C18	0.2705
IFI44L	2.885125
RPL3L	0.0485
FUT9	2.57
KIFC2	0.528833333333333
PMP2	-0.138125
SLC4A9	-0.249
PLAG1	-1.59483333333333
MYCBP2	0.5565
OR4E2	0.1985
CCDC65	0.469
C16orf82	0.184875
ENTPD4	0.488
BRP44L	-0.14025
PMP22CD	-0.16275
TMCO4	0.732
KCNN1	-0.633333333333333
WDR35	1.07725
CCDC80	1.72575
C3orf31	-0.072
SLC7A9	-1.49375
TMEM190	-1.2235
DBC1	-1.039
FADS3	-0.2005
PDZD8	0.186666666666667
GRM5	0.273125
AZGP1	1.1259
PEX3	-0.4325
MED1	-0.5275
ATG4C	-1.172
HNRPH3	-1.020125
FAM109B	2.116
C4orf17	0.098
CA10	0.539
OPRD1	-0.2965
CCL16	-1.96
SACM1L	-0.27675
CST6	4.92775
CD63	0.27575
LGI1	-2.871
ZNF784	0.36625
CRYBB1	-0.987
CX3CL1	2.31745
TOP2A	-1.607625
GYPB	-3.80433333333333
GADD45GIP1	-0.15925
FEN1	-0.604625
IGF1R	-1.60675
WDR72	-3.30133333333333
PURG	-1.0155
DEFB126	0.56275
PKD1L1	0.302333333333333
CAV1	-2.9028
GNPDA2	0.2022
DGAT2	2.144375
NLGN1	-4.821
STRBP	0.2765
HPRT1	-0.0481666666666667
FANCI	-1.757
PSMA7	0.834875
DBF4B	-0.7815
TTF1	-0.78325
RAD54L	-1.461
ELOF1	0.17975
PLAGL2	-0.326
ZNF256	0.781
HMGCL	-0.6615
MSI2	-0.651666666666667
RPESP	-0.686333333333333
C11orf60	-0.307
ABCD1	0.845
ACAA1	0.6949
SPARCL1	3.9875
IL6ST	-0.7387
ZNF319	0.50075
TMEM109	0.9932
FAM90A1	1.01483333333333
IL22RA1	-1.304
ATP4B	-0.361
TEC	-0.894833333333333
C7orf30	-0.3335
TXNDC2	-0.758666666666667
ABCB4	-0.6245
KIAA1191	0.78775
C9orf38	0.129
SFTPB	0.097
CNTNAP2	-2.39772727272727
FRK	2.284
TBX19	1.24025
CHD4	0.04775
C6orf26	-2.5745
MOSC2	-0.93
IKBKE	2.5265
HIF1A	-0.841666666666667
LOC595101	-0.348
RELA	0.850333333333333
TMEM16B	-2.20066666666667
ABHD12B	-3.1075
TSEN34	0.94025
KIF18A	-1.11775
TXNDC9	-0.051
SPATA2L	0.5045
SEMA4G	-0.3305
C21orf91	0.927125
MATN1	-0.27
KCNIP4	0.2892
TUSC1	2.612625
OR4C15	-0.2595
ARMCX6	1.01783333333333
WBSCR27	-2.07633333333333
OR52I2	0.0435
KIAA1604	-0.47275
DYNC1I1	0.40625
PPP4C	-0.1465
SLC47A2	-2.35133333333333
TREH	0.05675
CD48	-0.114333333333333
ST14	2.7225
PKN1	0.242
SPON2	3.684
XBP1	-0.962416666666666
SFRS12	-0.961666666666667
EFCAB6	0.55425
SELT	-0.39025
SLC39A2	1.886
ERF	-1.18
ARL3	-0.426625
SURF6	-0.5595
