Hybridization REF	TCGA-AO-A0JB-01A-11R-A056-07
CDX4	-0.5105
SPG21	-0.4155
ZNF302	-0.2536
DOK3	0.782
GRIN1	2.836
OR1A1	-0.143833333333333
CALU	0.872166666666667
ANKFY1	-0.242
C9orf84	-0.867
CLEC2L	-0.26075
LIMCH1	0.0839166666666667
RWDD1	0.498166666666667
VHLL	-0.8055
SLC18A2	0.785
UPK3A	-0.282666666666667
FIP1L1	-1.15525
LENEP	0.1584
RHOB	1.69066666666667
RIBC2	0.536
GNPNAT1	0.168625
TBC1D10C	-0.06875
MMAA	1.1305
INTS9	-0.08875
HOOK2	-0.855875
CCNG1	-3.2295
CCDC144B	-0.124
MTMR7	2.14
NEU4	0.0325
HADH	-1.278
CCKAR	-0.13
TMEM173	0.73
AFAR3	-0.025
PTH2R	1.06685714285714
IFI30	1.46675
GLUL	2.4481
TMEM71	-0.8605
C20orf165	-0.01975
BFAR	-1.398125
ZNF14	2.1395
KLHL8	0.409857142857143
PPIL2	-0.336
CTA-126B4.3	0.202
C5orf37	-1.060125
SLC27A4	-0.598833333333333
KLHL22	-1.849875
GJB2	0.501666666666667
HSPBP1	0.978875
PRKD1	-1.29866666666667
SOX8	1.57525
KIAA0195	-0.855833333333333
MICALCL	2.74166666666667
ICAM1	-0.92475
C10orf126	0.501
SIX4	-0.961
BCL2L1	-0.1648
CD19	-1.2415
RAPGEF3	2.4055
KIAA0974	0.5785
MAPK3	-0.406166666666667
OR10A3	1.329
MAP2K1IP1	-0.851
STK4	-0.465888888888889
CHIC2	1.0008
DLX5	0.250666666666667
ZNF367	-1.2405
FBXO41	-0.45375
ADK	-1.158875
hCG_1995786	-0.918
GTPBP10	-0.501875
TGOLN2	0.279
CTBS	-0.07
FGD1	-0.1125
ETS1	-0.448
EDC4	-0.237625
GSTA3	-0.68625
HOXB6	-0.469166666666667
C9orf131	0.291
BCAS1	-0.27375
U2AF1L4	0.1795
PDHA2	-0.435666666666667
SORD	0.702625
SLC25A33	-0.867
WDHD1	-1.8225
OR8K5	-0.514
RNASE11	0.5265
STAP2	1.3025
TRIM44	-1.3008
CHCHD8	0.3325
SIDT2	1.4015
OR2B3	-0.2195
TRRAP	-0.91725
TRAF1	0.0385833333333333
RYR2	-1.085
FAM71B	0.848833333333333
SLC45A4	2.508
TRIM32	-0.523
ATP6V1G1	0.29525
TRA16	0.59525
SERHL2	2.20975
PRKY	-0.357166666666667
NPR2	-0.7875
TAS2R40	-0.324333333333333
OR5I1	0.702333333333333
ZFYVE26	-0.653666666666667
WFDC11	0.531
CSH2	0.20025
OR2T8	-1.17475
TBX20	1.104
LYPD5	2.37333333333333
STOML2	-1.322
ALPI	0.468428571428571
FAT3	-0.517875
ZNF273	-1.2125625
NPSR1	-0.8735
FLAD1	-0.286833333333333
RAB5C	-0.19675
TTLL3	0.233625
KIAA1618	0.214666666666667
NPPC	-0.5265
ZEB2	1.1089
MRP63	1.023
WSCD2	-0.744
NEUROD4	0.159
SNAPAP	-1.23275
MTMR2	-1.37741176470588
STK35	-1.28325
USP48	-0.596125
NR1H4	-2.20866666666667
RASL10A	2.31675
SSTR1	-2.79425
C1orf35	0.602
APOBEC3C	-1.0225
RUSC2	1.14216666666667
SALL4	-2.11175
ZCCHC8	-0.22625
RAD17	-1.10475
ZNF708	-0.0618333333333333
LILRB5	0.517125
TEX12	1.345
C9orf79	0.30725
ARHGEF1	0.233666666666667
ABCA4	-0.659333333333333
RNF214	-0.966
PPAPDC2	-0.582
ARID4A	-0.547333333333333
SYCP2	-0.0392500000000001
OPRM1	0.31125
RP13-102H20.1	-2.78575
CYP26B1	-0.830666666666667
APCDD1	1.26883333333333
PCCA	0.02
ALS2CR7	0.822
AQP5	4.082
YLPM1	0.273
PRKAR1B	0.3506
IL16	0.1584
TCF3	0.158125
ZSWIM7	-1.5
SERPINE1	-1.3584
BAI2	-0.381
SMC5	-1.29328571428571
SMN1	-1.5766
SLC13A5	-1.5695
POU2F3	2.17625
BACH1	-1.105
GMCL1L	0.131
PPP2R2D	0.548625
LRRC51	0.63725
EDARADD	-0.565
LRRC3	0.3415
FAM124B	0.4265
C20orf70	-1.1535
LOC285735	-1.2
CTBP2	1.4297
ZMYND11	2.18075
CDH23	0.752416666666667
OR1N1	1.0935
LOC400590	-1.3575
PDK1	-2.354375
LMTK3	1.0425
USHBP1	1.3314
ZFYVE21	0.2815
hCG_21078	1.690875
OAF	-1.023875
WDR41	-1.16425
SPINK6	-2.844
GDEP	-0.4335
MEG3	0.0887
OXSR1	0.848153846153846
RAD51	-2.34433333333333
RPL13A	1.885
DYRK1A	-0.4314
FLJ25791	0.13075
SARDH	0.9941
RBBP5	0.8505
ORC2L	0.03625
NCAPH2	-0.633333333333333
RNASET2	0.158666666666667
WDR79	-0.772833333333333
FLJ39779	0.6315
C3orf1	-1.461
DDX23	-0.3555
MGC40574	1.8135
MORC4	0.7675
MYRIP	1.59227272727273
LY6E	1.890375
SLC39A11	2.65275
ATP12A	-0.738
AUP1	-0.18375
PIP	8.7365
CORO7	-0.2295
PITPNM3	0.761
ENPP1	-1.30933333333333
PPP1R1C	-2.4968
NRBP2	0.46975
KCNE2	-1.448
P2RX4	-0.402
CCND2	-1.309
OR5T3	-2.339
CUL4A	-0.0681666666666667
CFB	1.277
PCP4	-2.50416666666667
HEMGN	-4.36316666666667
UBIAD1	0.4675
CDC42BPB	0.7753
CYB561D1	3.347
RIMS2	-0.896125
ZNF488	0.18325
RNMTL1	0.3615
SART3	-0.507166666666667
CAPN10	-0.636642857142857
CCR5	2.528
APOA1BP	-0.152666666666667
NDUFS5	1.035
PDLIM3	1.7572
VPS24	0.0877
SCN8A	-1.89
C1orf67	-1.5375
MRCL3	-0.125
TMEM145	0.46475
KCTD16	0.2374
RNF149	0.3695
FDXR	-0.2595
CDCP1	-0.135833333333333
PAX3	-3.102
LASS4	0.6105
HSD17B8	-0.87225
YAP1	0.04975
NNT	-3.16525
SC5DL	-1.203
DKFZp566H0824	0.909
KSR2	-1.67666666666667
RAD21	-0.869
ST8SIA2	1.283
L3MBTL3	-1.345
SNRPB	-1.461
MGC14425	0.491
MIF	1.033875
TAPT1	-0.2805
IRF8	0.1602
PRO0132	-1.0225
HERV-FRD	-0.322
ACD	-0.711
BCL3	2.697
SPATA13	1.761
MRLC2	0.035125
F2RL3	-0.357125
CFHR3	0.3515
DUSP15	2.87866666666667
TMEM46	-0.9955
SF3B4	-0.350833333333333
MAP7D3	-0.28875
STELLAR	0.5435
SEMA5A	0.1531
H2BFS	-0.03775
LRRC28	0.0983333333333333
MORN2	1.853
XYLB	-0.221875
WDR21C	1.63125
HIATL1	-0.395875
ADAMTS10	1.10383333333333
WDR55	-0.1435
MFSD5	0.416333333333333
OR4N2	0.598
DUSP16	0.890833333333334
NLGN4Y	-1.6087
INHBC	0.0134166666666667
NUMA1	0.9965
DEFB123	-1.02833333333333
GIPC1	0.35575
MGC27348	0.141
FLJ33590	-0.811
FZD1	1.2983
MKL1	0.626166666666667
SAA2	5.6625
C1orf94	-1.709
C7orf28B	-0.7955
TMEM185A	-0.2793
ZZZ3	0.054
C16orf5	-0.7115
GALNAC4S-6ST	-0.6995
C1orf186	-1.9205
IGFBP4	0.725333333333333
NDUFA10	-1.45966666666667
CLIC2	0.26775
RNF13	0.088
GPR103	-0.9145
CD69	-2.69725
MYOZ1	-0.657
IFNB1	-0.731
CLNS1A	-0.27975
CXorf45	-1.063
ZXDB	-0.7655
FUNDC2	-1.27925
GPA33	-1.84025
C9orf70	0.801
SLC2A9	-0.64375
LOC126520	-0.6975
MAGEB1	-1.458
LCE2A	2.1395
C18orf34	2.0085
FMNL2	-2.166
KRT85	1.818
CRYGA	0.415
GEM	1.099
THAP6	0.1789
ALKBH3	-1.054
TM6SF2	0.3845
C20orf82	3.702
RANBP2	-0.447833333333333
LIG3	-0.2326
RETSAT	-0.75575
OR8S1	0.781
CAST	-0.3335
TGFBI	-1.52977777777778
C15orf37	-0.809
PGM3	-1.053
SLC4A11	-0.974625
FAM123C	0.905333333333333
TAOK1	1.78575
CISH	0.491875
OGDHL	-2.66375
SPINT2	1.4975
ZNF33A	-0.054
CLDN18	-0.211166666666667
RNF128	-1.6255
CCDC71	-1.334
RASSF6	0.607166666666667
HSPG2	-0.392
ATP6V0E1	0.519875
ABHD6	-1.02925
CD274	0.4225
GCNT1	-2.06375
NT5C1A	0.0206
TM4SF5	-2.4175
C21orf58	0.683
SUCLA2	-1.7935
RFTN2	-0.42375
SCNM1	0.572
SLC9A10	1.487
FUNDC1	-0.71925
SLC35F4	-2.96375
AMD1	0.14175
COL6A6	1.71125
OR4K2	0.6935
TRIB2	-0.628166666666667
LOC91461	-1.96425
GHSR	1.4535
ATP8B1	0.573625
C1orf78	2.48733333333333
RNF183	3.98166666666667
STX4	0.2649
TPPP2	-0.78175
MYBPHL	-1.9615
TXNDC6	0.5455
C9orf47	8.1415
FAM137B	1.202
FANCB	-3.367
C11orf9	0.426
DPY19L1	-1.131625
VDAC2	-1.2155
VHL	-0.019
LMBR1	-0.727
C8orf44	0.3565
ZPBP	1.0695
FGF23	-1.756
C21orf67	1.82225
PCNT	0.594875
BCKDHB	-1.0667
GALNTL5	0.756
BET1	-1.908875
ARL13A	0.2175
HDAC6	-0.259125
N4BP3	0.936166666666667
OTOP1	-1.10766666666667
TTC30A	0.46975
CRISP1	0.891
KRT32	2.5135
VSTM1	0.504
ZNF622	-1.4805
POLR3B	-0.6963
DNAJC10	0.943625
C12orf54	1.4975
ADIPOQ	0.9315
RIT2	-0.7145
CD44	-0.7331
ABCA3	2.456375
RPS17	0.7285
FEZF1	1.757
PCDHB15	-0.4495
KCNMA1	-0.9686
CCDC116	-3.038
C15orf27	-1.91
NARG2	0.0870666666666667
ITGA5	-0.545875
MEFV	0.802
TUT1	0.62375
LOC541473	0.423
NMBR	0.5145
GLT1D1	-1.8365
ABCB7	-0.55
PFKP	-2.23718181818182
C9orf91	1.088
LRRC41	-0.250666666666667
C1orf85	-0.435
ATP5F1	-0.848125
STOX1	-1.36242857142857
GFOD2	1.25825
SLC25A3	-0.999625
ZNF646	1.0343
ZAR1	-0.669
OSTbeta	-1.02
GALNT3	3.14075
IFT122	-0.391833333333333
LDB3	0.8359
GARNL1	0.140357142857143
HOMEZ	0.728166666666667
LRRC6	2.948
ANGPTL5	-1.631
UBAC1	-0.44575
DLEU7	-0.69875
RPL19	0.14825
TOP1MT	0.643166666666667
LOC643641	1.4755
MBD3L2	1.022
NTSR1	0.2738
WISP2	-0.724
GPSM2	-2.175125
RDH10	1.1557
PRKCG	0.112
HIST1H4J	4.152
MON1B	1.5997
MLF1IP	-1.91733333333333
ZNF446	1.3585
COL4A5	0.6516
SLC26A1	0.810642857142857
RGN	-1.199375
CCNB1	-3.15125
C9orf165	0.35075
CCDC28B	-0.83925
CCDC97	1.0545
FGR	1.076
MSRB3	0.5461
EPN2	0.097
COX15	-1.101
KCNK6	0.781
XK	-3.7205
GDA	-3.47625
HEPH	-0.91
THRAP3	0.975625
MET	-1.22784615384615
PHYHIP	0.50425
LYAR	-0.988333333333333
ING3	-0.5615
AK7	-1.49525
CCT8L2	0.33
COPS7A	-0.7295
WSCD1	-0.54525
RNF185	0.05075
TNS3	-0.31725
KNDC1	-0.31875
RWDD4A	-0.6685
MED13L	1.0287
ZFYVE1	0.873625
C7orf44	-2.05866666666667
MRPL1	0.0255
STGC3	-0.78225
TEAD1	-1.19683333333333
RPL7A	0.9825
ARL6IP1	0.4587
C1orf178	0.00600000000000001
CTAGE5	-0.216363636363636
TMEM184A	3.064
SLC25A14	-0.191
CACNG5	0.84325
ATXN10	-0.9104
ECH1	0.6939
CCL22	2.30533333333333
CYP2F1	-1.62566666666667
GADL1	1.159
TMEM19	-0.8143
RUNX3	0.21675
EFNB1	2.004
LIPN	-1.107
ACSM3	-3.9475
SIGLEC8	1.048
ASCC3L1	-0.069
NOL8	1.113125
RELT	-0.906
Magmas	0.751
PPP1R15B	-0.2557
C11orf2	0.71675
VKORC1	-1.61133333333333
MGC26647	1.082
TRPM6	0.470636363636364
UGT2B7	-4.7095
FEV	0.9825
FOXK2	1.4005
PDCD5	-0.0896666666666667
SLC8A1	2.0062
DGUOK	-0.478166666666667
CLDN16	1.7395
GAGE1	-0.591
RBM17	0.0261
C1QTNF3	-1.75675
VGLL3	0.659
UNQ5830	-0.4855
CD1A	-2.106
SCGB1C1	-2.833
SUPT4H1	0.358875
TRAF5	-0.32475
ASAHL	1.1125
FAM73A	-0.5184
OR6B1	1.3235
WHSC1	-1.86827777777778
GFPT2	-0.069
LOC339809	3.50275
STARD5	-0.320416666666667
SIP1	-2.49575
DNAJC15	1.34725
STAU2	-0.550533333333333
FAM98A	0.296
RAD23B	0.5388125
LRRC33	-0.13425
CHRAC1	-1.252
C21orf89	0.392666666666667
C19orf43	0.7195
KLK8	2.483
CCNE1	-1.90075
PKDREJ	-0.828
SSU72	0.48425
C17orf73	0.9065
GPR78	4.678
WHSC1L1	0.7767
GSTA2	0.15125
SMUG1	0.430666666666667
UFM1	1.2853
AP3M2	-0.0598333333333333
USP14	-1.433125
FBXL14	0.789333333333333
DSTN	-0.34125
SFRS14	0.28075
FBXO31	-0.227
C12orf40	0.8685
FRS2	-0.551
NR2E3	0.608
TUBB2C	-0.9755
GMPR	-0.5395
C9orf139	0.4315
ING5	-0.250357142857143
LOC730092	-0.413
ORM1	-1.50925
RP11-11C5.2	-1.38025
HSPD1	-0.1327
PIWIL3	0.3805
C5orf13	-1.5747
OR5R1	0.4885
LCOR	0.10775
PLEKHA9	0.4615
CCDC43	-1.539
ZNF232	-0.66675
SLC6A7	1.499
ADH5	-1.23775
SHBG	-0.418833333333333
CROCCL2	-0.38125
PANX3	-0.959
CDIPT	-1.53
SLC16A5	0.48025
TUBB	-0.5795625
TOR3A	-0.3305
PREP	-0.766666666666667
ENTPD8	-0.228785714285714
CHMP1B	-0.94925
SYT12	0.694875
MYH6	-0.886
MAP3K13	-0.508333333333333
KLHL30	0.473333333333333
LCMT1	0.273
EIF1AX	0.3345
FOXD4L1	2.8505
SLC24A5	-0.656
RNF166	-1.7655
TJAP1	-0.08025
TMEM156	-1.39583333333333
ZNF239	0.10025
SNX19	0.1369
GKN1	-0.526666666666667
FCN1	1.3353
C1QL1	-0.866
ATP11C	-0.825
ZNF35	-0.776
CARD8	0.336875
LIMD1	-1.68883333333333
KIAA0286	-1.35957142857143
XRN2	-1.88766666666667
CD6	0.1855
TOX3	2.332875
ZSCAN4	-1.8144
RSRC1	0.136375
COG1	1.41725
PTRF	1.3419
C16orf35	0.623625
FBXO24	0.8885
CHST11	-1.50275
THRB	0.4272
MYBPC1	7.90675
RNF39	2.00816666666667
PSMD11	-0.757
ALAD	0.209166666666667
EN1	0.55225
SLC9A9	0.323
GSTM4	-1.0444
CDC42BPA	1.03952631578947
RCSD1	-0.99075
LUC7L2	-0.0534
SPTBN1	0.6734
LOC146167	1.5125
BAT5	-0.5161
ZNF452	-1.0708
LSM4	-0.925375
SRP72	0.369777777777778
SGK269	0.0565
MTX1	0.0345
CENTA1	-1.15925
UNQ9433	-0.435
ATR	-0.424416666666667
DDX49	1.188
PAQR8	-0.7425
C14orf174	-0.54975
GBGT1	0.57325
THAP1	0.741
OR10K1	2.291
RASIP1	-0.261166666666667
DPYD	-1.0365
DOHH	1.01375
C18orf45	2.21875
POF1B	-1.0581
ZNF552	1.01425
USP32	-1.91575
MED27	-1.57216666666667
C14orf149	-0.339
PRDX4	-1.37866666666667
ABHD12	-0.1632
AGT	-2.76975
SLC22A14	0.352333333333333
C1orf58	1.19625
PILRA	0.656
ABCF2	-0.816375
C17orf85	0.1424
TKTL1	-0.471
FGF1	1.6622
IL6R	0.309166666666667
VPS25	-0.4745
CHRNB2	0.9015
COL7A1	-0.6931
LRRC48	2.15433333333333
SPG20	-0.273333333333333
COX10	-1.13275
GCA	-0.409
ECEL1	-0.453333333333333
GLG1	-0.0863333333333333
SRD5A2L2	0.481
MUTYH	-0.4395
ZNF70	-0.595
L2HGDH	-3.006
GPATCH2	0.47425
ZNF655	-0.768875
ZNF227	-0.67
MCOLN2	-1.60566666666667
NQO2	-1.241
KCNQ5	-1.1975
NEU1	0.185166666666667
QRICH1	-0.61175
ZBTB20	0.991833333333333
RPUSD3	-1.14525
EPGN	-1.73325
TSN	-0.309833333333333
SPRY2	-1.07583333333333
LZTFL1	-0.141375
GMFB	-1.771125
PBEF1	-2.2453
HBG2	-1.794
TMEM8	-0.08675
PALM2-AKAP2	1.09833333333333
NFYA	-0.61075
FAM108A1	1.569375
PBLD	0.784375
NRG4	-0.90075
PIGF	-2.0605
PTGER1	-0.749
NOS2A	-1.50183333333333
C21orf34	0.605166666666667
C21orf51	-0.8725
IL17C	-2.5095
TRMT6	-0.748666666666667
ETV2	0.504333333333333
CCDC109A	-0.4055
MYLK2	-0.533
ATP10A	1.19244444444444
DPH4	-0.62825
C5orf5	-0.937666666666667
KCNA4	0.439666666666667
NMNAT2	-1.328
GLYATL2	1.934
LSMD1	0.16375
IL23R	-2.07633333333333
NRF1	-0.37725
MUC15	-1.016
PRDM12	-0.2115
PAQR4	0.136428571428571
RBBP6	-0.4288125
IFI27	3.698
SKAP2	0.390666666666667
TAGAP	-0.873571428571429
TJP3	1.8775
C9orf61	1.44175
IDS	-0.307928571428572
PARG	-1.251
LOC131149	-0.1815
DYRK4	0.964333333333333
MICALL1	-1.559
GALR2	-0.86
GPBP1L1	0.527625
TBX21	2.2735
KCNJ6	-1.1354
GGN	0.12225
CASP5	0.0246666666666667
RNF182	-4.525
BRD4	2.08425
DOK4	-0.943125
SLC46A2	0.5645
SOX9	2.48366666666667
ZNRD1	-0.522833333333333
PRR6	-3.09725
FAU	1.61375
DTNB	0.973
CARD9	2.40875
STS-1	0.3736
SLC4A5	0.637625
NSBP1	-2.1435
UGCGL2	0.470333333333333
POTE15	-0.505
NOXA1	0.4145
RP13-347D8.3	0.978
SAMD10	1.58666666666667
EP400NL	-1.39725
TCF21	-0.711333333333333
AMELX	0.0175
JPH2	0.926
SLA	1.786
DLST	-1.367
SEPT12	1.07625
RGS20	-3.50375
LXN	-0.816166666666667
ZNF419	0.04575
UPK3B	1.1015
RELL1	0.5145
ESPNL	-0.182
KLHL21	0.187125
PI15	0.778
C2orf61	-0.5185
LOC407835	-0.300666666666667
RER1	-0.682727272727273
ELAVL2	-0.827
MGC26718	-0.08875
KLF2	2.77575
TNFAIP8L3	-0.558333333333333
TFE3	0.13275
C11orf17	-0.987625
15E1.2	-0.787
SNRPC	-0.51175
DLGAP1	0.0865
PGLYRP1	-0.455375
OVCH2	1.284
IRF7	2.2594
SET	0.1334
NAB2	0.0915
LRP5L	0.2955
FAM120A	0.622375
ASCL2	1.19733333333333
SHH	1.1035
ATP5H	-0.0743333333333333
THPO	-0.0918
TYRP1	-3.28333333333333
HIST1H3E	1.11916666666667
EIF2S1	-1.05172222222222
TNFRSF17	-1.4138
TARSL2	1.752
NKX2-8	1.95225
C1orf115	1.365625
LOC56964	1.633
KIAA0841	-1.02975
ISCU	-0.8155
TTMA	-0.9715
ZNF414	0.53
LOC441150	0.403
RAB15	0.1395
HBP1	-0.184333333333333
TNNT2	0.973666666666667
CECR5	-1.304
PHGDH	-1.881
JRK	-0.3466
XPO4	-0.227625
FAM131C	3.409
ARHGAP25	1.87166666666667
CA9	-1.50377777777778
GPR62	0.173833333333333
TLX1	0.6486
GPS1	0.05875
OR2M2	-0.4235
BDP1	0.988
FAM70B	3.04475
RPS29	0.280916666666667
MKLN1	-0.3189
TSPAN19	-1.71975
SLC29A3	0.9206
LGALS4	-0.364833333333334
USH2A	0.955166666666667
NF1	-2.0335
APOBEC3A	-0.171333333333333
IMPAD1	-1.03033333333333
OLR1	2.17083333333333
NRAP	0.3825
HCFC1R1	0.752
TAOK2	1.26233333333333
MCM10	-2.474
MAP4K3	-0.914
CBS	-1.157
CLK3	0.0478
PCDHGA5	0.609
ELF4	0.6535
FAM71A	-0.562
C11orf49	0.326
CLIP2	-0.81875
BTBD9	0.0458
ZNF524	2.821
KDELR1	1.13933333333333
ZNF509	-3.112
NCSTN	1.222
ZNF533	-0.0604615384615386
PARP4	-1.38725
GALNT9	-0.358166666666667
NPY	-2.42375
BEGAIN	0.0135
TMEM77	-0.200833333333333
FOXRED1	-1.45216666666667
SLC16A2	-0.345
SLC35B1	-0.17025
GK5	-0.666083333333333
SDCCAG10	-0.9895
C4orf20	-0.9835
SLC9A2	1.84825
ADD1	0.175857142857143
TAL2	0.0826666666666666
ACLY	-0.88675
DNAJC1	1.472
SOST	-1.63066666666667
USP43	0.5705
CYP4F12	-1.104
FKBP5	1.648625
CHCHD5	-0.0896
NUDT22	-0.1415
CCDC85B	1.987
OR51G2	1.558
STRN3	-0.592846153846154
TMOD2	-0.61575
FLI1	-0.41775
MAB21L2	1.65933333333333
DGKQ	2.0515
VPRBP	-0.0766666666666666
SCNN1B	0.4291
ECHDC3	1.3998
TMEM106C	0.09625
CSNK2A2	0.273
RPL39	1.3468
HERC3	-0.0891
ZBTB47	0.00800000000000002
ZNF681	0.16025
PAGE2	-1.31825
CLIC5	1.87728571428571
RABAC1	1.1395
ZFHX2	3.0265
YPEL1	-0.643833333333333
KIAA0776	0.434
NR1D2	-0.71775
DNAJC4	1.926
NPNT	1.9903
ZNF677	-0.9825
ZNF536	-0.0555
MEF2B	1.44083333333333
PTPN4	-0.878125
CTCFL	-3.1435
STX5	0.600166666666667
CD72	0.27725
VEGFA	0.0468421052631579
XRCC1	-0.037
MAS1L	0.898333333333333
ELL	0.9974
SETBP1	1.17575
CDH11	1.9775
NDC80	-1.29253846153846
DMBX1	-1.875
NRSN1	0.470333333333333
BAT2D1	0.22275
CDS2	0.0885
C1orf212	-1.245
SENP3	-1.530875
IL1F9	-0.701
EEF2K	-0.150875
COG8	-0.69475
CEP72	-2.29075
OR1L8	0.388
MUS81	-0.724666666666667
PHYH	1.225625
GGT6	2.3925
C22orf23	-1.46033333333333
C13orf33	1.14775
MAPK8IP2	0.2185
NELL2	-1.072
POU3F2	-0.255833333333333
ALPK1	1.421625
MRPS18C	-1.27125
RPLP2	0.879375
FGF22	0.3285
SPNS1	0.177666666666667
ZFP1	0.31775
IL1RAPL1	-0.936
PCSK9	-1.914
NKX2-1	0.0542727272727272
C6orf189	1.42575
SP4	0.2085
SLC11A1	1.0577
C21orf25	-1.00416666666667
ICAM2	1.01525
SH3GL1	0.1315
GSK3B	-0.440833333333333
RALB	0.78025
PDXP	-0.836666666666667
GNGT1	-1.75525
KIR2DL1	0.041
TNFAIP3	0.33275
C6orf32	-0.6134
CBLN2	-3.317
PANK3	-2.04175
TAAR9	1.287
WDR82	0.396769230769231
APOM	-2.185
TRIP10	0.057
SPATA16	0.091
C1orf135	-0.74925
USP51	-0.155
TESK1	2.20075
C11orf64	-0.672857142857143
ZNF611	-0.3655
PDE6G	-0.3364
HLA-DQA1	3.38271428571429
GCLC	-0.762375
SEC61A1	0.245714285714286
TWSG1	-1.64308333333333
ZMYND10	1.46175
CTDP1	0.04825
ADAMTS6	-1.5465
SLIT1	-1.24575
KRT86	-1.2255
KIAA0574	-0.923
GTPBP2	-0.5233
PQLC3	-0.44925
PRRX2	0.580166666666667
C15orf44	-0.448
MKKS	-0.603
C11orf10	-0.6525
GPR110	0.668875
CD109	-1.65416666666667
ADCY1	0.269166666666667
RHBG	-2.2775
TP53I3	-0.852
SLC22A3	-1.66222222222222
UCP2	-0.6015
FOXG1	-1.4108
OR2AG1	0.489
TRIM24	-0.3995
PROC	-2.060125
TAAR6	-0.08375
AMTN	-1.2775
C10orf47	-0.141833333333333
DEPDC1	-2.146
FLJ45557	0.27875
ZDHHC17	-0.22825
KIAA1429	-0.711166666666667
KCNH1	-0.104
VNN3	1.63871428571429
PSMAL	-0.823
PPARD	0.953125
HFM1	-1.34
YBX1	-1.6575
ZNF695	-1.931
SCTR	1.96883333333333
DCDC1	-0.2365
VPS26B	-0.2971
MTF2	0.724
ATP6V1F	0.31775
CCDC94	0.8955
PERF15	0.383
CCL11	2.12825
LMO7	-1.416375
DCST1	-2.338
ADRBK1	-0.169125
CDRT4	-1.29814285714286
ZNF84	-0.9785
HOXD8	0.99525
STARD8	0.150666666666667
FOXP2	-0.356333333333333
CCDC103	0.0133333333333333
POLR3A	-0.4577
GSC	-0.265833333333333
ZNF114	-2.3115
HTR7P	-0.4075
LALBA	1.2365
RMND5A	-0.998166666666667
PSCD2	0.0695
ZNF409	1.456
KRTAP1-3	1.8395
MAF1	-0.365
LOC201725	-2.22266666666667
NRN1	-1.096875
SPAG5	-2.378
DNAH7	1.62616666666667
FLJ43860	-0.7715
BRCA2	-0.8835
ACADM	-1.79
CXXC6	-3.96571428571429
RAGE	0.10925
CHMP2A	0.042
FAM8A1	-0.6357
GPR21	-0.17
SLC12A3	-1.33333333333333
FVT1	0.4695
ZDHHC7	-0.72675
FLJ44048	0.94025
SLC44A3	0.885833333333333
SDSL	-0.310333333333333
MMP8	-1.2765
PLA2G12B	-1.7715
ACY1	0.052
MT1E	1.43583333333333
OR4K15	0.316
TECTB	0.702
GPR20	2.552125
IRAK2	-0.782666666666667
RFPL3	0.242571428571429
MYO9A	1.51125
NARG1L	0.285833333333333
BLMH	-1.704
CCDC3	3.12133333333333
C9orf21	-1.06783333333333
KIAA0513	0.152
MIER2	0.95075
PNMA2	-1.54483333333333
SH3BP2	0.9973
ANXA10	-1.678
RTN2	0.0805
TFB1M	-1.9535
PRPH2	1.01
C14orf133	-0.93675
GOLGB1	-0.300166666666667
IRX4	2.322
NFKBIL1	0.926666666666667
C10orf62	0.05925
APBB3	-0.4395
RPS10	1.2403
LOC728378	-0.5365
TLE3	0.818777777777778
PSMB7	-0.90375
MESDC1	2.74
SLC6A1	0.83375
OCLN	-0.80725
PTTG3	-1.83283333333333
NAGLU	-0.5995
SERTAD4	2.680625
SPRY1	1.306
FLJ10781	0.902916666666667
MYSM1	-1.53525
TRIM4	0.441785714285714
SH3YL1	-1.00875
TREM2	4.3035
SERPINI1	0.1015
HDHD3	0.72975
TMEM38A	0.9475
EID2B	-2.0855
TDRD3	0.665166666666667
SEDLP	0.254
THSD7A	1.54066666666667
NDST3	-1.664
KLHL15	-0.9655
DHRS12	-0.4425
FBXO9	-0.450428571428571
TNPO1	-1.20258333333333
MRPL13	-1.54683333333333
SNX5	-1.635
METTL6	-1.5025
SOD1	-0.808125
CHML	-2.22633333333333
PACS1	0.724
SIRT5	-1.248
CAPN2	-0.151666666666667
FXYD5	0.0663333333333333
TWISTNB	0.968125
LRFN1	2.70483333333333
UBE1L	0.71275
UBE1C	-1.69475
OR51B2	0.443333333333333
OR4D11	-0.983
C15orf2	-1.027
NR4A1	0.290833333333333
LOC339047	-0.49625
TRIM17	0.099
ATP5G3	-1.62264285714286
RPL15	-0.90475
ADAMTS8	1.48175
HOXC4	-0.064
C14orf37	0.742
CEACAM5	1.065375
MYT1L	-0.8645
RASA2	-0.13175
OSBPL7	-1.671
STAG1	-0.7275
GIMAP4	5.43133333333333
FUT3	1.58383333333333
PIF1	-0.957625
LPIN2	-0.3128
SH3PX3	1.51025
PDP2	0.23225
PAPD1	0.05025
ERP27	1.95625
APOOL	0.0435
DIABLO	-0.39175
TRHR	-0.821375
ARMC9	0.144
RNF152	1.304
SLITRK3	0.189
ZNF211	-0.00570000000000001
PFDN1	1.102625
RGS11	0.58825
HS6ST1	0.3203
AKR1D1	-1.769
TNP2	0.384666666666667
STK31	0.325333333333333
EML4	-0.274833333333333
SGTA	0.114666666666667
HIST1H2BI	0.7275
PSMD6	-3.37166666666667
KIAA1257	2.533
C18orf55	-2.07516666666667
FLJ20273	1.75075
RPL28	-0.0355
