Hybridization REF	TCGA-BH-A0DP-01A-21R-A056-07
SIAH1	0.0885
LHX1	-0.298
SH2D4A	1.24225
EIF4B	0.5539375
BTF3L4	-0.57
KRT2	0.01225
GOLGA7	0.09925
MAGEC2	-7.10625
BLOC1S1	0.00475
STX3	-0.303666666666667
FLJ35220	0.738875
NXPH4	-0.618375
MCTS1	-0.491
C6orf156	-2.24575
TGM1	-0.9395
SLC37A4	-0.591
FAM92B	3.06575
SLC25A25	-0.0564
ZC3H13	0.191416666666667
GPX6	0.3675
WDR81	0.95375
THOC3	-0.211666666666667
PHACTR4	-0.583583333333333
ACYP1	-1.59975
ARPC2	0.0641666666666667
ENG	-0.2025
P2RY13	2.76025
GAPVD1	0.08725
CCNO	2.612
C9orf64	0.5355
RXRG	-1.7525
C7orf45	-0.36675
ZNF140	0.6905
SULT1E1	0.06525
RGPD4	-0.316
CGB7	0.744
C9orf142	-0.38475
BRD9	-0.282
tcag7.350	-0.51625
OR2M5	-0.8415
OGT	-0.5929
SYT1	-0.7435
ACRV1	-0.992
CMPK	0.2255
BHLHB5	3.153
MARCH2	2.02757142857143
ASXL3	-2.567125
RPIA	-0.45975
RFXDC1	0.96775
HIST1H1B	-2.46075
ZNF701	0.877
KCNT2	-0.2215
CCDC36	-0.708125
SLC11A2	0.19725
NBEAL2	-0.579
RP4-691N24.1	-1.53775
TYROBP	4.281
PLA2G2F	0.1495
TCP11	-0.07725
OR4K13	0.7935
C15orf21	-0.084
OR4F15	0.598
FAM108C1	-1.2785
ASAM	-2.2665
NPHP4	-0.4495
SFRP5	-0.336666666666667
OR56A3	-0.4455
EBAG9	0.2855
LOC100101267	-0.2905
UROD	-0.7745
ARL9	-0.852
PDE2A	-0.705
TUBB2A	-0.693666666666667
RPL36	-0.143666666666667
ASPM	-2.19692857142857
RBCK1	0.237
AFF2	-0.0743333333333333
STARD6	0.119333333333333
ZDHHC8	0.079
EXOD1	-0.9797
PLXNA2	1.06408333333333
ACTL6B	0.325166666666667
ANKRD41	-1.52483333333333
IL2RA	2.271125
PNRC2	0.104
DENND2C	-0.17475
STXBP5L	-1.6045
TBCC	-0.349
NSF	0.2805
KCNJ1	0.258333333333333
KIF2B	0.26325
KRT73	0.2015
C7orf47	0.21075
NFASC	0.879333333333333
SFRS15	-0.549
CLCA4	1.86733333333333
ZNF597	1.26066666666667
SCGB1D1	5.4425
LONRF3	-1.7275
OR2J3	-0.1295
SMURF1	-0.110125
C14orf102	0.436
HNRPDL	0.0619
ANKRD39	-0.565
BTNL8	-1.353
CSTF2	-1.1015
CABP4	1.143
TMEM95	0.4525
HTR1F	-0.8225
SCPEP1	1.58725
PRSS12	-1.862875
SLC28A2	-0.5585
INHBA	2.87683333333333
RP11-298P3.3	0.24275
UGDH	-0.620333333333333
SLC36A1	0.1215
PLCB1	-0.831
SEPP1	0.375
SRXN1	-0.492625
LOXL2	-0.231
SERPINA7	-5.78933333333333
LOC201229	1.33425
CHRNA1	0.8765
DENR	-1.62266666666667
RARRES2	1.1555
SENP2	-0.075875
XPNPEP1	-0.35725
PCGF5	-0.16615
HIST1H1T	-0.3435
CDK5RAP1	-0.54025
PRKG1	1.42771428571429
RASGRP1	-0.2466
CFI	-0.777166666666667
KIR2DL3	0.2895
FOXRED2	-0.962714285714286
FABP1	-7.213
TRIM7	-2.170125
CYP20A1	0.167363636363636
CYTL1	-2.276
SORBS1	2.9615
PEA15	1.72278571428571
GUCY1A2	0.561
ZSWIM2	0.457
PH-4	0.996375
PACSIN1	0.307125
LOC152586	0.151
UMODL1	-0.8335
KREMEN1	0.15975
FLJ35773	2.17725
RFPL4B	0.41125
SNAP23	-0.18825
STXBP6	-2.18525
C6orf115	-0.2745
ZBTB33	0.00975
CHST9	-0.491
MGA	-0.285
FAM128B	-0.2608
GPR4	3.383
KIAA1957	-0.2245
GSTK1	1.32733333333333
CLCN5	-0.97425
FBXW5	-0.0235
FUSIP1	-1.13985714285714
MAG	-0.3295
FLT3	4.8095
STRA8	0.9285
SERPINB4	-3.719
JMY	-0.132166666666667
DLK2	-1.167
ZNF451	-0.7466
HES6	-1.23625
FGF9	-1.0985
VNN1	-0.635
SRPK2	0.4323
ALDH3A1	-2.2935
CDX4	0.025
SPG21	0.00375
ZNF302	-0.3575
DOK3	0.950625
GRIN1	0.554642857142857
OR1A1	0.214
CALU	0.118833333333333
ANKFY1	-0.886
C9orf84	-2.065
CLEC2L	-0.06775
LIMCH1	1.09333333333333
RWDD1	0.148
VHLL	-0.123
SLC18A2	1.521
UPK3A	1.20933333333333
FIP1L1	-0.68725
LENEP	-0.0138333333333333
RHOB	2.26066666666667
RIBC2	1.82575
GNPNAT1	-1.24475
TBC1D10C	0.055
MMAA	1.38475
INTS9	0.80525
HOOK2	0.968125
CCNG1	-1.09116666666667
CCDC144B	0.6325
MTMR7	0.282
NEU4	-3.1925
HADH	-0.086125
CCKAR	-0.174
TMEM173	2.13
AFAR3	0.16925
PTH2R	1.51675
IFI30	1.5535
GLUL	2.8003
TMEM71	0.6045
C20orf165	-0.1275
BFAR	0.127625
ZNF14	0.79125
KLHL8	0.176928571428571
PPIL2	-0.287
CTA-126B4.3	0.0513333333333333
C5orf37	-0.012
SLC27A4	-0.457333333333333
KLHL22	0.221375
GJB2	4.5419
HSPBP1	-0.10625
PRKD1	0.0575
SOX8	-0.0141250000000001
KIAA0195	-0.873666666666667
MICALCL	2.92233333333333
ICAM1	0.567625
C10orf126	-0.0465
SIX4	0.085875
BCL2L1	0.0288
CD19	0.501333333333333
RAPGEF3	1.95183333333333
KIAA0974	-0.1225
MAPK3	-0.017
OR10A3	0.83
MAP2K1IP1	0.1975
STK4	-0.506222222222222
CHIC2	0.4566
DLX5	0.465666666666667
ZNF367	-1.7145
FBXO41	-0.37775
ADK	-0.126375
hCG_1995786	-0.429166666666667
GTPBP10	-0.2485
TGOLN2	1.0365
CTBS	0.472333333333333
FGD1	-0.19125
ETS1	-0.108333333333333
EDC4	-0.316375
GSTA3	-0.614
HOXB6	-0.0175
C9orf131	0.12675
BCAS1	0.19925
U2AF1L4	-0.355
PDHA2	-0.0876
SORD	-0.774875
SLC25A33	-1.29
WDHD1	-2.5495
OR8K5	0.3785
RNASE11	0.0265
STAP2	0.92925
TRIM44	-0.1215
CHCHD8	-0.63625
SIDT2	0.9195
OR2B3	0.3045
TRRAP	-0.129
TRAF1	0.171727272727273
RYR2	-1.78425
FAM71B	-0.2856
SLC45A4	0.66225
TRIM32	0.15375
ATP6V1G1	-0.11
TRA16	-0.138125
SERHL2	0.55425
PRKY	-0.9065
NPR2	-0.38825
TAS2R40	0.487
OR5I1	0.221166666666667
ZFYVE26	0.0601666666666667
WFDC11	-1.065
CSH2	0.1395
OR2T8	1.62525
TBX20	0.459
LYPD5	3.90016666666667
STOML2	-1.00816666666667
ALPI	-0.20075
FAT3	0.24825
ZNF273	-0.0818125
NPSR1	1.238
FLAD1	0.300666666666667
RAB5C	-0.4665
TTLL3	-1.249125
KIAA1618	-0.293
NPPC	0.0175
ZEB2	1.1012
MRP63	-0.469625
WSCD2	0.26425
NEUROD4	-0.45975
SNAPAP	0.80175
MTMR2	-0.861058823529412
STK35	-0.8865
USP48	-0.579
NR1H4	-4.06175
RASL10A	-0.23725
SSTR1	-3.79325
C1orf35	0.18125
APOBEC3C	-0.495
RUSC2	0.595166666666667
SALL4	-1.95525
ZCCHC8	-0.5165
RAD17	-0.00575000000000001
ZNF708	-0.613333333333333
LILRB5	1.859375
TEX12	-0.4925
C9orf79	-0.30275
ARHGEF1	0.042
ABCA4	2.87466666666667
RNF214	-0.38575
PPAPDC2	0.80425
ARID4A	0.331166666666667
SYCP2	0.297125
OPRM1	0.405
RP13-102H20.1	-2.648
CYP26B1	1.118
APCDD1	1.69433333333333
PCCA	-0.553
ALS2CR7	0.5865
AQP5	1.1495
YLPM1	0.239
PRKAR1B	-1.4142
IL16	0.9123
TCF3	-1.20275
ZSWIM7	-0.0395
SERPINE1	-0.0436
BAI2	1.50075
SMC5	-0.618714285714286
SMN1	-1.08083333333333
SLC13A5	-3.071
POU2F3	2.68025
BACH1	-0.401666666666667
GMCL1L	0.0151666666666667
PPP2R2D	0.156375
LRRC51	2.0165
EDARADD	0.1585
LRRC3	-0.2015
FAM124B	0.1555
C20orf70	0.639
LOC285735	-1.34775
CTBP2	1.5234
ZMYND11	1.5785
CDH23	1.3905
OR1N1	0.02
LOC400590	-0.75425
PDK1	-2.528875
LMTK3	0.6615
USHBP1	1.351875
ZFYVE21	0.5225
hCG_21078	0.623375
OAF	-0.303625
WDR41	-0.93
SPINK6	-0.64675
GDEP	-0.015
MEG3	-1.3952
OXSR1	-0.174571428571429
RAD51	-3.20533333333333
RPL13A	0.936
DYRK1A	0.1087
FLJ25791	1.5815
SARDH	-0.7622
RBBP5	0.272666666666667
ORC2L	-1.57575
NCAPH2	-0.208333333333333
RNASET2	-0.0358333333333333
WDR79	-0.83
FLJ39779	-0.057
C3orf1	-0.27025
DDX23	-0.0675
MGC40574	0.59375
MORC4	0.584
MYRIP	2.97781818181818
LY6E	0.47925
SLC39A11	1.763875
ATP12A	-0.236
AUP1	-0.53575
PIP	7.095
CORO7	-0.122
PITPNM3	-0.9745
ENPP1	1.05683333333333
PPP1R1C	-3.13616666666667
NRBP2	-0.15725
KCNE2	-0.306
P2RX4	1.3925
CCND2	-1.4025
OR5T3	0.065
CUL4A	-0.260833333333333
CFB	5.05075
PCP4	-2.603
HEMGN	-5.67716666666667
UBIAD1	0.346
CDC42BPB	-0.6337
CYB561D1	0.8825
RIMS2	-0.95725
ZNF488	-1.26775
RNMTL1	-0.0935
SART3	0.0516666666666667
CAPN10	-1.05435714285714
CCR5	4.63
APOA1BP	0.719166666666667
NDUFS5	-0.574
PDLIM3	1.2548
VPS24	0.8517
SCN8A	-1.42475
C1orf67	-1.39166666666667
MRCL3	0.881833333333333
TMEM145	-1.5165
KCTD16	-0.1215
RNF149	1.139
FDXR	-1.169
CDCP1	1.71
PAX3	-3.3638
LASS4	0.90575
HSD17B8	-0.08725
YAP1	0.319375
NNT	-1.2325
SC5DL	0.471375
DKFZp566H0824	-0.0905
KSR2	1.44083333333333
RAD21	-0.492266666666667
ST8SIA2	0.22325
L3MBTL3	0.347
SNRPB	-1.9355
MGC14425	0.90825
MIF	-0.47075
TAPT1	1.31575
IRF8	1.8774
PRO0132	1.1975
HERV-FRD	-0.7235
ACD	-1.0665
BCL3	1.3265
SPATA13	0.76075
MRLC2	0.604625
F2RL3	1.23425
CFHR3	2.2305
DUSP15	0.482
TMEM46	4.22883333333333
SF3B4	0.245833333333333
MAP7D3	-0.8575
STELLAR	0.1565
SEMA5A	-0.5455
H2BFS	-1.3365
LRRC28	-0.6675
MORN2	1.571
XYLB	-1.036375
WDR21C	0.0765
HIATL1	-0.657125
ADAMTS10	0.560166666666667
WDR55	0.28525
MFSD5	0.955666666666667
OR4N2	0.2055
DUSP16	0.674555555555556
NLGN4Y	-1.6037
INHBC	0.0871666666666667
NUMA1	1.22725
DEFB123	0.247
GIPC1	0.267
MGC27348	0.024
FLJ33590	0.192
FZD1	1.5285
MKL1	0.941
SAA2	4.353
C1orf94	-1.2455
C7orf28B	0.255
TMEM185A	0.825
ZZZ3	-0.4815
C16orf5	0.245166666666667
GALNAC4S-6ST	1.306
C1orf186	3.42075
IGFBP4	1.1365
NDUFA10	0.112166666666667
CLIC2	0.05225
RNF13	0.481
GPR103	-0.08625
CD69	-1.28925
MYOZ1	2.08
IFNB1	-0.1345
CLNS1A	-0.0075
CXorf45	-1.29825
ZXDB	1.075
FUNDC2	0.5165
GPA33	-0.084
C9orf70	-0.3415
SLC2A9	0.041125
LOC126520	-0.03
MAGEB1	-1.2985
LCE2A	-0.0505
C18orf34	2.4475
FMNL2	-1.809
KRT85	0.57675
CRYGA	0.172
GEM	1.746
THAP6	-0.2111
ALKBH3	0.685666666666667
TM6SF2	-0.3245
C20orf82	3.01325
RANBP2	0.135166666666667
LIG3	0.3066
RETSAT	0.533
OR8S1	0.505
CAST	1.04725
TGFBI	-0.2889
C15orf37	-0.8965
PGM3	-1.2135
SLC4A11	-1.83375
FAM123C	-0.0456666666666667
TAOK1	0.64125
CISH	2.168125
OGDHL	-3.8785
SPINT2	1.7695
ZNF33A	0.432
CLDN18	-0.532333333333333
RNF128	-2.44575
CCDC71	-0.8755
RASSF6	0.664
HSPG2	0.933
ATP6V0E1	1.291375
ABHD6	-0.154
CD274	0.5755
GCNT1	1.0885
NT5C1A	0.173666666666667
TM4SF5	-4.109
C21orf58	-1.79433333333333
SUCLA2	-0.957
RFTN2	1.97725
SCNM1	0.398375
SLC9A10	0.5565
FUNDC1	0.02175
SLC35F4	-2.41275
AMD1	-1.26725
COL6A6	1.596
OR4K2	0.3115
TRIB2	-1.25958333333333
LOC91461	-2.06
GHSR	0.267
ATP8B1	1.777625
C1orf78	2.31316666666667
RNF183	1.77166666666667
STX4	1.0565
TPPP2	-0.3895
MYBPHL	-2.3335
TXNDC6	0.4698
C9orf47	1.339
FAM137B	1.3435
FANCB	-2.6285
C11orf9	-1.586
DPY19L1	-0.491125
VDAC2	-0.582833333333333
VHL	-0.929
LMBR1	0.222625
C8orf44	-0.2065
ZPBP	0.34425
FGF23	-1.973
C21orf67	0.37225
PCNT	-1.097625
BCKDHB	0.3707
GALNTL5	0.1425
BET1	-0.40225
ARL13A	0.039
HDAC6	-0.609
N4BP3	0.539166666666667
OTOP1	0.094
TTC30A	2.62825
CRISP1	0.442
KRT32	2.6405
VSTM1	0.6675
ZNF622	0.23925
POLR3B	-0.104
DNAJC10	-0.347625
C12orf54	1.7105
ADIPOQ	4.117
RIT2	-0.2855
CD44	0.36345
ABCA3	1.432625
RPS17	-0.7585
FEZF1	0.7855
PCDHB15	-0.46625
KCNMA1	-0.975909090909091
CCDC116	-2.5685
C15orf27	-2.623
NARG2	-0.77175
ITGA5	-0.91175
MEFV	0.9885
TUT1	-0.03525
LOC541473	-0.32125
NMBR	0.438
GLT1D1	-2.789
ABCB7	-0.06925
PFKP	-1.65945454545455
C9orf91	0.8031
LRRC41	0.303333333333333
C1orf85	0.784666666666667
ATP5F1	-0.46
STOX1	2.042625
GFOD2	0.43225
SLC25A3	-0.155625
ZNF646	0.6778
ZAR1	-0.6885
OSTbeta	-1.1485
GALNT3	0.73025
IFT122	0.3435
LDB3	0.3957
GARNL1	0.0437857142857143
HOMEZ	0.492833333333333
LRRC6	3.96475
ANGPTL5	-0.4035
UBAC1	-0.37625
DLEU7	-0.99225
RPL19	0.3815
TOP1MT	0.490833333333333
LOC643641	0.904375
MBD3L2	0.141
NTSR1	-0.0433333333333333
WISP2	0.586
GPSM2	-1.548375
RDH10	0.3533
PRKCG	0.0235
HIST1H4J	-0.795
MON1B	0.2272
MLF1IP	-1.57816666666667
ZNF446	0.95575
COL4A5	0.7988
SLC26A1	0.358285714285714
RGN	-1.604
CCNB1	-2.60375
C9orf165	-0.203
CCDC28B	-0.79925
CCDC97	0.8065
FGR	2.247375
MSRB3	0.8854
EPN2	0.43475
COX15	-0.273333333333333
KCNK6	-0.3349
XK	-4.041
GDA	-5.04075
HEPH	-0.559125
THRAP3	0.772875
MET	-1.74042857142857
PHYHIP	0.77575
LYAR	-1.55033333333333
ING3	0.015
AK7	0.643
CCT8L2	-0.064
COPS7A	-0.0856666666666667
WSCD1	-0.5355
RNF185	1.125
TNS3	1.82025
KNDC1	-0.649666666666667
RWDD4A	0.0498333333333333
MED13L	0.8321
ZFYVE1	0.79475
C7orf44	-0.918
MRPL1	-0.2915
STGC3	-1.8525
TEAD1	-0.279166666666667
RPL7A	0.242642857142857
ARL6IP1	0.54
C1orf178	-0.775
CTAGE5	0.238916666666667
TMEM184A	0.514833333333333
SLC25A14	0.3105
CACNG5	0.09775
ATXN10	0.2688
ECH1	0.2402
CCL22	0.205
CYP2F1	-2.06733333333333
GADL1	0.3005
TMEM19	-0.2178
RUNX3	0.4825
EFNB1	0.668333333333333
LIPN	0.1585
ACSM3	-4.124
SIGLEC8	2.3345
ASCC3L1	-0.20625
NOL8	-0.089125
RELT	-1.3025
Magmas	-0.60975
PPP1R15B	0.5155
C11orf2	1.035
VKORC1	-0.44
MGC26647	0.3415
TRPM6	0.553363636363636
UGT2B7	-4.861
FEV	-0.769
FOXK2	-0.6652
PDCD5	-1.69466666666667
SLC8A1	2.837
DGUOK	-0.963166666666667
CLDN16	0.0915
GAGE1	-2.519
RBM17	-0.1345
C1QTNF3	2.151125
VGLL3	-0.00716666666666665
UNQ5830	0.107
CD1A	-2.8355
SCGB1C1	0.207
SUPT4H1	-0.309
TRAF5	0.8695
ASAHL	0.48275
FAM73A	1.187
OR6B1	0.4625
WHSC1	-2.14235
GFPT2	0.73775
LOC339809	1.179
STARD5	0.02175
SIP1	-1.43375
DNAJC15	-0.189
STAU2	0.4143125
FAM98A	-0.295875
RAD23B	-0.0396875
LRRC33	-1.085
CHRAC1	-0.759
C21orf89	0.288
C19orf43	0.151666666666667
KLK8	1.3385
CCNE1	-2.2115
PKDREJ	0.209
SSU72	0.38775
C17orf73	-0.169
GPR78	1.4685
WHSC1L1	0.8185
GSTA2	-1.961
SMUG1	-0.0671666666666667
UFM1	0.5787
AP3M2	-0.2295
USP14	-0.621625
FBXL14	0.951166666666667
DSTN	0.557
SFRS14	-1.38425
FBXO31	-0.236166666666667
C12orf40	-0.13025
FRS2	0.5855
NR2E3	-0.116
TUBB2C	-0.51975
GMPR	-1.167
C9orf139	0.0565
ING5	-0.394714285714286
LOC730092	-0.658833333333333
ORM1	-3.1145
RP11-11C5.2	-1.852
HSPD1	-1.3142
PIWIL3	-0.4215
C5orf13	-0.0254
OR5R1	0.67
LCOR	0.462125
PLEKHA9	-0.3995
CCDC43	-0.658
ZNF232	-0.6105
SLC6A7	0.328
ADH5	-0.647
SHBG	-1.48183333333333
CROCCL2	-0.454
PANX3	-0.393
CDIPT	0.7515
SLC16A5	0.8325
TUBB	-1.1135
TOR3A	0.6526
PREP	-0.437833333333333
ENTPD8	-0.0324285714285714
CHMP1B	0.0505
SYT12	0.2048
MYH6	-1.9016
MAP3K13	0.836333333333333
KLHL30	0.278833333333333
LCMT1	1.496375
EIF1AX	-0.137416666666667
FOXD4L1	0.3895
SLC24A5	-1.5765
RNF166	-0.6398
TJAP1	-0.27375
TMEM156	1.36966666666667
ZNF239	1.227
SNX19	0.8332
GKN1	0.0115
FCN1	2.2259
C1QL1	-1.3275
ATP11C	-0.437
ZNF35	0.5575
CARD8	-0.330375
LIMD1	-0.575666666666667
KIAA0286	-1.694375
XRN2	-0.412166666666667
CD6	0.664833333333333
TOX3	2.41475
ZSCAN4	-0.317666666666667
RSRC1	-0.713125
COG1	-0.0545
PTRF	0.8687
C16orf35	0.28675
FBXO24	0.4025
CHST11	-0.52525
THRB	0.9104
MYBPC1	3.58275
RNF39	0.945166666666667
PSMD11	-0.70325
ALAD	1.01716666666667
EN1	1.07475
SLC9A9	0.93825
GSTM4	0.0623
CDC42BPA	0.339526315789474
RCSD1	-0.243
LUC7L2	-0.1046
SPTBN1	0.155
LOC146167	0.0175
BAT5	0.2695
ZNF452	-0.7765
LSM4	-0.609
SRP72	-0.6335
SGK269	0.035
MTX1	0.6535
CENTA1	0.479
UNQ9433	-0.1205
ATR	-0.51575
DDX49	-0.452833333333333
PAQR8	-0.607833333333333
C14orf174	1.304
GBGT1	1.2805
THAP1	0.2815
OR10K1	-1.197
RASIP1	-0.6525
DPYD	1.593
DOHH	-0.0825
C18orf45	2.055
POF1B	1.3358
ZNF552	3.716
USP32	-0.8365
MED27	-0.807333333333333
C14orf149	-0.751666666666667
PRDX4	-1.39916666666667
ABHD12	-0.4875
AGT	-2.60375
SLC22A14	-0.65725
C1orf58	0.77975
PILRA	-0.4635
ABCF2	-0.61275
C17orf85	-0.511
TKTL1	-1.5655
FGF1	2.48445
IL6R	0.919833333333333
VPS25	-0.175
CHRNB2	0.35625
COL7A1	-1.9075
LRRC48	4.55516666666667
SPG20	0.823083333333333
COX10	-0.10125
GCA	1.2805
ECEL1	-0.639333333333333
GLG1	0.0395
SRD5A2L2	-0.10575
MUTYH	-0.882375
ZNF70	0.068
L2HGDH	-1.384
GPATCH2	1.2465
ZNF655	0.27425
ZNF227	-0.14
MCOLN2	0.4815
NQO2	-1.659
KCNQ5	-0.173
NEU1	0.315333333333333
QRICH1	0.065
ZBTB20	1.54183333333333
RPUSD3	-1.01325
EPGN	-0.5545
TSN	0.0915833333333333
SPRY2	-1.2105
LZTFL1	1.26975
GMFB	-0.3985
PBEF1	0.2726
HBG2	-2.58025
TMEM8	-0.65025
PALM2-AKAP2	0.76
NFYA	0.059
FAM108A1	0.550375
PBLD	1.025875
NRG4	-2.43925
PIGF	-0.4505
PTGER1	0.351
NOS2A	0.0593333333333333
C21orf34	0.711333333333333
C21orf51	-0.343666666666667
IL17C	-0.2995
TRMT6	-0.765833333333333
ETV2	-0.167333333333333
CCDC109A	-0.3325
MYLK2	-3.133
ATP10A	1.4481
DPH4	-0.5065
C5orf5	-0.397666666666667
KCNA4	0.693
NMNAT2	-1.394
GLYATL2	3.0385
LSMD1	-0.308375
IL23R	-2.66925
NRF1	-0.0945
MUC15	1.56716666666667
PRDM12	-2.6565
PAQR4	1.00085714285714
RBBP6	-0.8813125
IFI27	2.6665
SKAP2	0.224833333333333
TAGAP	2.152875
TJP3	2.3225
C9orf61	1.865
IDS	0.316071428571429
PARG	-0.2925
LOC131149	-1.257
DYRK4	0.463
MICALL1	-0.6015
GALR2	-0.593
GPBP1L1	0.168375
TBX21	3.87575
KCNJ6	1.29166666666667
GGN	0.5275
CASP5	0.98
RNF182	-4.10725
BRD4	1.01325
DOK4	-0.754625
SLC46A2	0.780833333333333
SOX9	1.52616666666667
ZNRD1	-1.01
PRR6	-3.13575
FAU	0.321625
DTNB	1.3825
CARD9	1.05525
STS-1	-0.8685
SLC4A5	0.08075
NSBP1	-1.57875
UGCGL2	-1.32375
POTE15	1.2945
NOXA1	0.18375
RP13-347D8.3	2.92975
SAMD10	-0.125166666666667
EP400NL	-1.0175
TCF21	-0.32575
AMELX	-0.2765
JPH2	0.7192
SLA	2.622375
DLST	-1.64583333333333
SEPT12	1.7895
RGS20	-4.549
LXN	0.554166666666667
ZNF419	-0.668875
UPK3B	-0.531
RELL1	1.16275
ESPNL	-0.0455
KLHL21	0.288625
PI15	0.2835
C2orf61	-0.7715
LOC407835	-0.122
RER1	0.312083333333333
ELAVL2	1.043
MGC26718	0.26875
KLF2	2.78125
TNFAIP8L3	1.57075
TFE3	0.63375
C11orf17	0.086125
15E1.2	-2.08775
SNRPC	-1.55625
DLGAP1	0.6005
PGLYRP1	-0.173375
OVCH2	0.6825
IRF7	1.4752
SET	-0.5178
NAB2	-0.398666666666667
LRP5L	-1.28325
FAM120A	0.9148125
ASCL2	0.659833333333333
SHH	-0.721
ATP5H	-0.730833333333333
THPO	-0.00949999999999999
TYRP1	-4.3425
HIST1H3E	-0.159166666666667
EIF2S1	-0.643222222222222
TNFRSF17	-0.4385
TARSL2	0.05925
NKX2-8	0.930625
C1orf115	1.818625
LOC56964	0.6245
KIAA0841	-0.83175
ISCU	0.4395
TTMA	-0.0815
ZNF414	0.36
LOC441150	0.3135
RAB15	0.38325
HBP1	1.6655
TNNT2	-1.52933333333333
CECR5	-0.6425
PHGDH	-2.07775
JRK	0.2133
XPO4	-0.936875
FAM131C	1.261
ARHGAP25	1.47983333333333
CA9	-2.80922222222222
GPR62	0.456166666666667
TLX1	-0.3075
GPS1	-0.809
OR2M2	0.645
BDP1	0.292428571428571
FAM70B	1.28625
RPS29	0.00458333333333332
MKLN1	0.1616
TSPAN19	-2.52275
SLC29A3	1.141
LGALS4	-0.791833333333333
USH2A	-0.1065
NF1	0.000499999999999996
APOBEC3A	0.830166666666667
IMPAD1	0.327166666666667
OLR1	3.528
NRAP	-0.056
HCFC1R1	1.07766666666667
TAOK2	0.703833333333333
MCM10	-3.54033333333333
MAP4K3	-0.09525
CBS	-2.331
CLK3	-0.6449
PCDHGA5	-0.3965
ELF4	0.310125
FAM71A	0.10675
C11orf49	0.38675
CLIP2	-0.33225
BTBD9	0.8823
ZNF524	1.6935
KDELR1	0.316833333333333
ZNF509	-0.064
NCSTN	1.157
ZNF533	0.737714285714286
PARP4	-0.373375
GALNT9	-0.4355
NPY	-2.28225
BEGAIN	-1.66483333333333
TMEM77	0.928833333333333
FOXRED1	-1.2715
SLC16A2	0.726833333333333
SLC35B1	-0.62925
GK5	-0.4165
SDCCAG10	-0.2345
C4orf20	0.16575
SLC9A2	-1.7145
ADD1	0.595642857142857
TAL2	2.0585
ACLY	-0.8345
DNAJC1	1.549
SOST	-1.83
USP43	0.74
CYP4F12	-0.4135
FKBP5	0.24225
CHCHD5	0.3546
NUDT22	0.10075
CCDC85B	-0.2505
OR51G2	0.4005
STRN3	0.156357142857143
TMOD2	0.1985
FLI1	0.51875
MAB21L2	0.041
DGKQ	0.4565
VPRBP	0.216666666666667
SCNN1B	0.1236
ECHDC3	2.1332
TMEM106C	0.071
CSNK2A2	-0.5135
RPL39	0.3696
HERC3	0.3283
ZBTB47	0.904
ZNF681	-0.863
PAGE2	-2.704
CLIC5	2.73864285714286
RABAC1	1.20325
ZFHX2	1.19825
YPEL1	1.29983333333333
KIAA0776	0.218
NR1D2	1.17
DNAJC4	1.04425
NPNT	4.1707
ZNF677	0.482
ZNF536	-0.9395
MEF2B	-0.392666666666667
PTPN4	0.02225
CTCFL	-4.6995
STX5	0.6905
CD72	2.064
VEGFA	-1.96836842105263
XRCC1	0.1816
MAS1L	0.430166666666667
ELL	0.2083
SETBP1	1.9955
CDH11	3.71283333333333
NDC80	-2.67561538461538
DMBX1	-3.11225
NRSN1	0.017
BAT2D1	0.27975
CDS2	0.7175
C1orf212	-0.364833333333333
SENP3	-0.9555
IL1F9	-0.396
EEF2K	0.412125
COG8	0.00775
CEP72	-1.1515
OR1L8	0.0435
MUS81	-0.558166666666667
PHYH	0.88125
GGT6	1.7565
C22orf23	-0.197916666666667
C13orf33	2.903625
MAPK8IP2	1.485
NELL2	5.38
POU3F2	-3.90716666666667
ALPK1	2.556
MRPS18C	-0.8765
RPLP2	0.64825
FGF22	-0.5535
SPNS1	-0.0803333333333333
ZFP1	-0.70325
IL1RAPL1	-1.14025
PCSK9	-2.07
NKX2-1	0.00828571428571428
C6orf189	1.47525
SP4	0.048
SLC11A1	1.9468
C21orf25	1.18833333333333
ICAM2	0.808375
SH3GL1	-0.381333333333333
GSK3B	-0.345
RALB	0.589125
PDXP	-2.05216666666667
GNGT1	-2.955125
KIR2DL1	0.4335
TNFAIP3	1.23016666666667
C6orf32	0.611
CBLN2	1.87975
PANK3	0.047625
TAAR9	1.1865
WDR82	0.166142857142857
APOM	-3.43025
TRIP10	0.1275
SPATA16	0.1145
C1orf135	-2.9355
USP51	0.93675
TESK1	0.802
C11orf64	-0.31625
ZNF611	-0.06
PDE6G	-0.2175
HLA-DQA1	4.01825
GCLC	0.218125
SEC61A1	0.238857142857143
TWSG1	0.973916666666667
ZMYND10	3.70575
CTDP1	0.73275
ADAMTS6	0.296166666666667
SLIT1	-1.77375
KRT86	-0.84
KIAA0574	0.3075
GTPBP2	-0.8849
PQLC3	1.3625
PRRX2	0.0941666666666667
C15orf44	-0.278833333333333
MKKS	-0.85025
C11orf10	-0.33025
GPR110	1.276
CD109	-0.827416666666667
ADCY1	0.0585
RHBG	-3.24575
TP53I3	-0.246
SLC22A3	-1.6342
UCP2	-0.63175
FOXG1	-2.55716666666667
OR2AG1	0.3045
TRIM24	-0.26475
PROC	-2.11725
TAAR6	-0.0355
AMTN	-1.57
C10orf47	0.322166666666667
DEPDC1	-2.7255
