Hybridization REF	TCGA-BH-A0DK-01A-21R-A056-07
MKS1	-0.069
CX3CR1	-1.60125
PDE1B	1.3755
PLP1	-3.142
KISS1	-0.3195
C14orf2	-0.229666666666667
TBC1D3P2	-1.6165
COMMD6	0.4764
ANKRD7	-1.89325
PTCHD1	-0.35325
NARS2	-1.877
DOCK7	-0.399125
FAM127B	0.24275
LOC390243	-0.234166666666667
N6AMT2	0.30025
ZNF391	-0.9785
DNAJB14	0.826166666666667
WRB	-0.507875
BPI	0.27475
TTC4	-0.651833333333333
FAM10A5	-0.15325
GOT1L1	0.0636
MAGED1	1.352625
RESP18	-1.1665
WFDC6	0.6005
MT2A	-1.1145
C11orf56	-0.26225
KIAA1432	-0.9175
ROR1	-0.735875
HSD17B14	2.27383333333333
ZFAND2B	-0.28825
SAMD4B	0.62325
HEXA	-0.828875
HNRNPU	0.546681818181818
USP39	-0.41825
NRD1	-0.14225
R3HDML	0.101
FLT4	1.1755
OMG	-0.523333333333333
OR52N4	0.6345
LOC399818	0.01575
ELA2	-2.594
VENTXP1	0.28
RFC5	-1.054
OR52L1	0.364
PAX5	-0.2415
FBXO2	-1.564
GMEB1	0.3825
AKT3	0.0326666666666667
CRB1	-1.601
CTTN	-0.289833333333333
UTP15	-0.263166666666667
HSBP1	-0.243666666666667
PHF11	1.43875
NDEL1	0.0113333333333333
USP8	0.1875
BAIAP2	0.606375
SI	0.0715
ARSJ	-1.11666666666667
BAAT	-2.95125
KCNS3	2.45016666666667
LOC126147	-0.4155
TMEM37	0.58725
C1orf162	3.646
MBD1	-0.1851
ITGAL	1.703
WDR73	-0.322166666666667
GKN2	0.1665
ARFGAP1	-0.846875
SLC5A8	-1.5695
ZBTB40	-0.7073
CYP4B1	2.086
LYPLAL1	-0.24675
CHST3	-0.43725
MAP3K9	0.2435
BTAF1	-1.071
TFAP2E	0.164
RBM35B	0.26275
LOC441251	-0.5175
ANKRD25	-0.0795555555555555
UQCRC2	-0.329
MAEA	0.678333333333333
HYAL1	-2.6468
RNPEPL1	0.405833333333333
CPSF2	-0.29525
PSD3	0.1389
ABCA13	-0.213
AGR2	3.837375
GBX1	-1.366
HDLBP	0.803928571428571
ACY3	-0.8185
HECW1	-0.7665
ZNF519	-1.201
HOPX	3.665
ZNF304	1.2905
OR12D3	0.104
FKSG43	0.3445
METTL1	-0.42375
MFSD3	-0.0674
PSPH	-1.80125
CLCA3	-0.263
DARS2	-1.17416666666667
CDC25A	-1.936
BAIAP2L1	-0.248
B3GNT5	0.246875
USP29	0.11375
ARHGEF10L	0.122
ATOX1	0.654625
ADAM30	0.71925
DNASE1	-0.61775
STT3A	-0.256083333333333
RAB6IP1	0.01175
PTN	2.0116
C1orf106	-1.56746153846154
HECA	1.9185
RNF122	0.71175
SLC22A18AS	0.131166666666667
GNG8	0.541833333333333
ELP4	-0.55
FAM65A	0.297
RPL10A	-0.208166666666667
IRS4	-0.174
MACF1	1.9667
SEC24D	1.05275
LOC374395	0.0475
TGFB2	-0.224875
MDFIC	1.008125
CHRNE	0.335
PCMTD2	0.0788333333333334
ATP6V0D1	0.005
MTA2	0.22425
LZTR1	-1.18966666666667
RAP1A	0.375666666666667
AXIN1	-0.277
POLR1C	-0.811
TRIO	0.203666666666667
PLXNA4A	1.28675
C5orf33	-1.07325
DEPDC1B	-2.135125
ZNF473	-0.4855
MTM1	0.631625
GPR107	0.169666666666667
CSNK1A1L	0.761166666666667
FLJ14154	0.243
NLRC4	4.74975
ENPP4	3.096
PADI3	-0.4515
RNF170	-0.89375
CG018	0.924166666666667
C16orf7	-0.4375
KCNE1	1.63
NRM	-0.903
SLC37A3	-0.355785714285714
TPD52L2	-1.14883333333333
UNC5B	1.024
C12orf12	-0.061
SDHB	-0.742
CLRN1	0.059875
NUDT10	4.436
UGT3A1	0.329285714285714
FBXW8	0.499375
RHOF	-0.415625
PTPLAD1	0.547625
MYO3B	-1.372
DERA	-1.236
TPP2	-0.48075
C19orf53	0.462833333333333
GINS3	-1.02025
ST6GALNAC5	-0.11
CHSY1	0.22775
MGC15705	0.179
GPR83	0.115333333333333
EXT2	-0.265875
DOLK	0.6275
TUBAL3	0.8665
ACVRL1	2.4576
ABL2	-0.344583333333333
C14orf156	-0.3815
PTPRZ1	-2.74525
DIP2C	0.4305
LAMP1	0.814375
RXRA	-0.0605
MAP3K5	0.7325
ALKBH1	0.794666666666667
PDLIM7	-0.07275
ARL14	-1.5645
SNIP1	-0.061
TIMP3	2.67616666666667
RGS3	1.15833333333333
SPAG16	-0.5155
ABHD4	0.3635
ARHGEF12	0.614454545454545
GLUD2	-0.721
RAC2	0.2104
UAP1L1	-0.782
SLC18A3	-0.597
YOD1	-2.01891666666667
RALY	-0.15675
HMOX2	0.185125
DGKH	-0.582
DBNDD2	1.62883333333333
YIPF4	0.561625
THAP10	-0.39775
ZNF513	0.4725
HAGHL	0.3525
ITGB4	0.612833333333333
CCDC141	-0.3985
YTHDF3	0.0105
C5orf28	0.0075
RPL7L1	-0.77125
TMEM30B	1.65992857142857
ANKRD35	1.5505
DUOXA2	-0.22625
TBC1D5	-0.07725
DFNB59	-1.319
HRH4	0.2195
MYO6	2.2608
DNAJA4	2.458
RBM24	2.7565
CEACAM20	-1.62975
RBM23	-0.0777857142857143
NGFB	0.4675
C1orf63	-1.9201
KRTAP7-1	-0.0625
PERLD1	1.14
NPB	-0.0245
C17orf59	0.3565
HSPBAP1	-0.19325
SLC15A4	0.094625
PRTFDC1	-0.542
OSMR	-0.759428571428572
CYSLTR2	0.46
C19orf25	0.6055
KIAA1797	-0.843
NLRP6	0.4575
FAM105B	0.1143
SCRN2	-0.558666666666667
LRRC58	0.2071
RNF17	0.338875
NEIL3	-2.5995
FAM137A	-1.50325
SKP2	-3.563
PARVA	0.922666666666667
PKLR	-1.8525
RNF34	0.50425
A3GALT2	0.21425
C12orf50	-1.0055
SUNC1	-1.81525
FAM102B	0.484666666666667
CCT2	-1.05975
LRRC37A2	-0.6205
ARF4	0.5455
SIKE	0.172625
C8orf48	1.38633333333333
MBTPS1	-0.00942857142857142
GPSN2	-0.132
NCF2	2.76525
SLC12A6	0.301833333333333
MRPL48	-1.049
HMGN3	-0.759
LRRC62	-1.46225
PAX9	1.438
FAM55A	1.032
C20orf42	-2.55566666666667
SCML2	-2.33833333333333
BCL9	1.281
FAM40A	-0.2175
C9orf41	-0.906333333333333
ZNF774	-0.7365
LETM1	-0.71725
PLXNB1	-0.732
NIPSNAP1	0.02875
USP10	-0.85
F9	-0.168
LIPE	2.94375
CNGB3	0.473
C12orf52	-0.037375
PI4K2A	0.621625
MED8	-0.073875
STAT4	2.6487
FGD4	0.782166666666667
RNF145	-1.37983333333333
WDR32	0.5623
CLDN2	-0.411166666666667
TCEAL8	0.81675
ZMYND8	-0.3482
PDXK	-0.69171875
GATAD2A	-0.1755
PTGES3	-0.7045
CCM2	0.05925
TAP1	2.293625
ZNF670	-0.25625
ETS2	0.2365
C6orf166	0.326833333333333
PRMT2	0.454928571428571
OR4B1	0.4095
INTS8	-0.738
CCDC102A	0.34225
CCDC83	-1.251
ITGA1	1.229
EPHA5	-2.2014
FAM24B	-0.7415
TSGA10	1.0045
HAL	-3.04616666666667
MYOT	-0.0485
SPACA3	0.127
BCL2L2	-0.922333333333333
CUGBP2	0.955666666666667
CCNB3	0.27225
RNF113B	0.03525
MERTK	0.75725
BAG1	1.74425
VPS36	-0.4555
ORMDL3	0.4194
C1orf190	-0.35675
ZNF625	0.022
CORO2B	-1.57525
ALOX15	-0.256
CST1	1.9035
NUPR1	1.95383333333333
CCL7	-0.204
SMCR5	-3.0465
DSC2	2.151
RBMS2	0.27325
GRIK4	0.4365
TRIM65	-0.2369
TMPRSS6	-0.00321428571428572
TP53INP2	0.26875
GLB1L	-0.0665
LOC388284	0.0408333333333333
PUS1	-0.532071428571429
BCL9L	0.0645
OLFM1	0.10475
RET	3.153125
MASTL	-1.1525
ALX3	0.4535
IL1RL1	0.3715
ZNF765	-1.4323
C14orf138	-0.80025
SNX10	0.0561666666666667
TAC4	-0.0175
C1orf64	3.77125
POGK	0.5725
MAPK9	0.5925
ZNF366	4.44725
C8orf79	1.7361
CLDN7	2.54925
OR5AT1	0.1765
TRIM37	-1.635
LRRC25	2.90075
GRHL2	2.4888
TEKT3	0.69675
LASS5	-0.232
ABCC4	-1.52063636363636
DLG3	1.335125
VGLL1	0.888125
ZFP36L2	2.087
MFRP	-0.284833333333333
KIAA1799	0.12075
FLJ44379	0.944
PCNX	-0.11475
ANXA9	2.246
CYP4V2	1.8839
PIK3C2A	-0.16775
SRR	0.301
NOL3	-1.0815
IFITM2	1.0115
ARNTL2	-1.71925
ZNF595	1.0915
NLRP13	-0.182
ASPH	-1.077
CPA2	0.1275
PVRIG	0.670666666666667
LEPR	-0.1345
C16orf42	0.234666666666667
SH3BGRL	2.45075
FAM77D	-0.897833333333333
FNDC7	0.299
C9orf6	-0.355166666666667
NOTCH2NL	2.00416666666667
PGBD1	-1.04066666666667
SYNGR2	1.1605
PITPNA	-0.4954375
PRPF4B	-1.1817
SLC43A3	-1.53692857142857
NRBP1	0.165
SLC25A22	-0.013
ILK	-0.12775
SLC22A8	0.592166666666667
MRPS7	-0.440625
PITX2	-1.5975
FABP3	-1.12775
OR1L1	0.074
LOC728215	0.33475
BLID	-2.503
KIAA1217	2.70511764705882
TFPT	1.171
AP4B1	-0.43375
VBP1	-1.365
OR1K1	0.165
MORC3	0.4685
BHMT2	-0.0566666666666667
C3orf10	0.733125
FZD7	0.894166666666667
WFDC10A	-0.2045
PMS2CL	-0.85025
CCDC32	0.4595
FA2H	-0.90975
ALG13	0.003
TTLL7	-0.6978
SPOCK3	0.51725
SLC13A2	0.7985
AIM1	0.88325
GPRC6A	0.971
EGR2	5.27625
MED11	-0.29075
WWC1	0.59525
SH3GL3	-3.7605
RIF1	-0.0801428571428572
PRLH	0.209
VLDLR	-2.098
DBT	0.1848125
C21orf63	0.72925
CGGBP1	0.160125
KRTAP12-2	0.816
TADA3L	-0.032
ZBTB16	2.31775
PDGFB	2.013
RFX1	0.72225
UQCRB	-0.1042
LOC133874	0.983
HPS3	-2.352
LGALS3BP	1.8158
DKFZP564O0823	4.04571428571429
MRFAP1L1	0.483125
HOXA10	-1.13016666666667
NGB	-0.6105
KIF21A	0.723384615384615
IFLTD1	0.452
LZTS1	0.17775
ARHGEF3	2.21175
RHBDL3	-2.2855
CSNK1G2	-0.0291666666666667
ChGn	-0.286125
KIAA1244	2.3425
GABRB2	0.378
MGC72080	-0.8835
CD27	4.1435
EGLN1	-1.8675
PEX13	0.368
RWDD3	0.08925
RNF12	-0.1095
GRIN2B	0.05
ADAMTS14	-0.592
DYDC2	-0.521166666666667
ATP6AP1	0.7095
NR1H2	0.379333333333333
PDK2	0.72125
C3orf17	-0.107833333333333
SLC38A2	-0.254214285714286
SLC25A29	0.263333333333333
C15orf29	0.769875
ADAM9	-1.32191666666667
TMUB2	-0.40225
GPR176	-0.4265
AGK	-0.728375
MCCD1	0.09825
NDUFA4	0.141
TMEM146	-0.29
DUSP1	2.8455
UNQ6975	0.7505
EMX2OS	4.29525
INSM2	-0.4255
LUZP4	-0.27225
SETD6	-1.089
P2RY2	0.4355
SLC45A2	-2.0825
RABGAP1	0.306166666666667
UBXD5	-0.1715
GPRC5A	1.2982
PAK3	1.2315
LOC63920	-0.462
TGFBR1	0.9255
KRTAP6-3	0.11475
SFMBT2	0.15775
CDC42	0.0309375
C11orf35	0.093
TTLL2	0.272
UACA	1.29241666666667
CD97	-0.1714
SETD5	-0.146
NINJ2	-0.275
PTER	0.8755
POMGNT1	0.2175
KRTAP4-2	0.016
ECGF1	3.133375
HRB	0.412545454545454
ATP1B2	0.6321
LOC400506	-0.80775
COL4A3BP	0.795
C6orf97	1.52875
GRHPR	-0.3375
TAS2R1	-0.635
SEMA7A	-0.8235
EDF1	0.30325
ODF2L	0.506666666666667
PCID2	-1.236
GTF2H4	-0.663666666666667
ZCCHC3	-0.50575
CGB2	-0.0576666666666667
NEUROD1	-0.1465
C20orf75	-0.5865
RP5-1054A22.3	2.10483333333333
IFNA5	0.348
ZNF134	0.670666666666667
MGC119295	-0.7247
ZSWIM6	0.824875
SMEK1	0.559
PCGF2	0.275875
C1orf102	1.79275
CYP2A13	0.799
KCNH6	-1.1076
MDM1	-0.0693
ALDH7A1	-0.203166666666667
C9orf75	1.18625
VDAC3	-0.633125
OR51T1	0.2075
EIF3F	-1.00091666666667
KCNJ10	0.169875
LENG8	0.02725
EDEM2	0.249
CCNJL	-0.919333333333333
DHX37	-0.7365
CRYGN	0.5085
AATF	-1.16725
ZNF630	0.809875
E2F5	-0.269
WFDC13	-0.40575
FTSJ3	-0.136666666666667
C4orf33	0.13475
LHFPL4	-3.154
C19orf56	-0.00541666666666666
SMAD4	0.340625
AFM	-0.288666666666667
G0S2	1.531
FCHSD2	0.2065
RRP1B	-1.0173
EEF1B2	-0.913
STAT6	0.597
ZNF195	-0.388
GNL1	-0.777666666666667
ZNRF2	0.861666666666667
PER3	-0.285875
ASB16	0.02375
C10orf10	3.06542857142857
ADCY8	-3.21633333333333
C9orf58	0.521833333333333
ARMC10	-0.334
PSG1	-1.54
DHX34	-0.285
VARS2	-0.248
NFIC	1.12725
ITPR2	0.9015
AGXT2	-0.159666666666667
OR6K3	-0.0425
H2AFZ	-0.574166666666667
MLLT3	0.304583333333333
COX4I2	3.16325
CCNT2	-0.151
PLK4	-1.365375
NUMBL	0.204166666666667
MED16	0.4295
PLEKHQ1	1.58725
GOSR1	0.291944444444444
BTG4	-0.138
RPL30	0.351416666666667
IGSF5	0.21875
IGFL2	3.21716666666667
ELMOD2	0.637
SHC3	-1.91516666666667
HAVCR1	-1.0615
DYNC2H1	-0.42775
RNF5	-0.183666666666667
C2orf7	-0.35775
NLF1	1.326
KLHL25	0.644
LRP10	0.8221
KRI1	-0.409
PUS7L	-0.2855
MGMT	1.35725
HOXD1	-0.197666666666667
CSH1	0.1137
ATG16L2	-2.00625
FLJ44635	0.37
CHODL	0.22325
EXOSC8	-1.8845
SLC28A1	-0.21625
MYO7B	-0.6895
SEH1L	-0.305
MTNR1A	0.253
TSPAN5	0.075
CDC45L	-3.23333333333333
AMIGO1	0.792
ATAD3A	-1.826375
OSGIN2	0.000333333333333343
PDIK1L	0.545
DARC	4.088625
PIPSL	0.2355
SHMT1	-1.056
CRISP3	-0.966
POPDC2	2.99483333333333
ZRANB2	-0.940833333333333
FBXL8	1.1505
TRIP13	-1.47990909090909
EIF5AL1	-1.3525
POU5F1P3	-5.25266666666667
IL6	-0.0745
CXorf38	0.3035
IFNA16	0.137
FBXL2	0.6605
BRD1	0.66825
STATH	0.14
FBXO44	-0.6935
MCCC2	1.09
CDC2	-1.7018
C5orf23	0.841
IVD	0.326166666666667
C10orf122	-1.4085
MSL3L1	0.1933
MVP	0.5745
EPOR	-0.8219
ZMYM1	-0.131333333333333
BCL7C	0.753833333333333
PSTPIP2	-0.1888
LYPD1	-0.9775
OR8G5	0.7845
ZP3	-0.4415
BCAS4	1.17325
EDG6	3.41025
ISY1	-0.06975
PRAMEF2	-1.18675
CUL1	-0.192125
RNF213	1.5264
CCRK	0.53825
DHX9	-0.4255
C13orf29	-1.171
NCKAP1	0.442666666666667
MRPL43	0.437357142857143
XPR1	-0.5505
PKN2	1.1719
PODNL1	0.5505
ZNF333	0.348875
DALRD3	0.0245
OPN1SW	0.0295
BTBD6	0.581
C11orf82	-2.0305
OR5P3	-0.1355
DUSP11	0.38325
L1CAM	-1.7332
NEK11	1.61816666666667
OR7E91P	0.9325
CNTN3	2.3157
CREB3L2	0.4365
ZBTB37	0.7465
KIAA1324L	0.5055
NDUFB10	-0.613166666666667
NUDT2	-0.0745
GTPBP8	-0.31725
CACNA1D	-0.3625
PRKAA2	0.9365
PRDM8	0.439
MGC16075	-0.6385
KRT14	0.157357142857143
PP8961	0.632625
MRPL18	-0.193
ABCG2	-1.85775
PACRG	1.984
BBS2	-0.78675
KREMEN2	-1.998
FBXO21	1.001
HNRPUL1	0.27925
GRB10	-0.00175
CLSTN1	0.65575
LMAN2	0.3081
C17orf61	-1.573
NIPSNAP3A	0.374
INSIG2	-1.63583333333333
PCDHB7	0.773166666666667
STXBP2	0.980875
CMAH	0.351666666666667
SEMA5B	0.05675
ZNF155	0.254333333333333
COQ6	-0.049
PRPF4	-0.338
TSPAN15	2.2282
VN1R5	0.1415
LATS2	0.867
SELK	0.498
PGK2	0.034
MS4A1	2.71225
TYW3	-0.7282
KRTAP5-1	1.3265
RCCD1	-2.4445
BTN1A1	0.17675
DDX28	-0.6375
TMEM65	-0.932875
LOC92345	0.5285
TTC31	-0.186
WDR46	-1.2025
CHP2	-1.69216666666667
LSP1	0.921125
ZNF542	-1.10025
EXOSC1	-0.085
ARHGAP18	0.933333333333333
LRRTM4	-1.52357142857143
MAOB	1.71758333333333
CACNB4	-0.67025
MGC33846	0.9175
RANBP3L	-0.331
ATP5L	-0.53575
ONECUT1	-2.5425
NUDT9	0.1925
TMEM149	1.3905
STX17	0.26425
IGSF10	-2.77375
TMPRSS9	-0.221
BMPR2	1.74316666666667
ALLC	-0.501
KLF7	1.241625
GCC1	0.7184
TIMM9	-0.3455
CDO1	1.27483333333333
MGC10701	-1.531
IFI6	3.39883333333333
FRMD8	0.9725
MGAT2	0.30075
WBP5	0.821833333333333
CNIH2	0.56325
KIAA0907	-1.5813
KCNH8	0.7115
CTSG	0.27925
GRIK1	-0.223166666666667
CUL5	0.175125
FRMD1	0.645
OR9A4	0.6895
SYT6	-0.97975
FOXD4L2	1.71975
ANAPC2	0.0641666666666667
OPN5	0.758
TAF13	-0.0065
LYG2	2.228
GGNBP1	-0.2465
C11orf40	0.686
OTX2	-2.394
REG4	-0.2354
EIF5	-0.658875
PALB2	-0.749
SEPSECS	-0.1858
RNASE3	-0.54
TRIM49	-2.335
POLR2K	0.5276
GPR42	0.245
C8B	-3.968
SASS6	-0.532
PREB	-0.3255
OR3A3	0.466
TUBA8	1.072875
IGLV2-14	1.1355
STIL	-1.36525
ANKFN1	-1.14716666666667
NME7	-0.9575
HOXC12	0.38425
UBE2C	-0.808125
FHOD1	-0.970375
CDK2AP1	1.06775
OR6K2	0.00475000000000001
DHPS	-0.383
RPL5	-0.762666666666667
TRGV5	0.683
LOC541472	0.43425
HCCS	-0.3568
DENND1B	-0.5
LHX3	0.166
OR5D16	0.202
CXorf57	-1.4645
IRF2BP1	0.846
NDST2	0.450333333333333
LCE3D	0.068
BOLL	-0.26075
SYT3	-1.1715
PIH1D2	-1.126
C20orf7	-0.6665
IL1R2	0.519333333333333
SLAMF9	0.1205
PPME1	-0.394875
PIK3CA	1.14625
TRAPPC1	0.00175
COLEC10	-1.15375
SLC9A6	-1.22866666666667
PDDC1	-1.45033333333333
CCDC53	0.59775
GK3P	-1.56375
DAZL	-0.61425
BRI3	0.159
SDK1	-0.629375
CYP2C18	-0.49475
IFI44L	5.0885
RPL3L	0.2165
FUT9	-1.0115
KIFC2	-0.712166666666667
PMP2	-0.047
SLC4A9	-0.415
PLAG1	-2.0355
MYCBP2	0.592166666666667
OR4E2	0.691
CCDC65	1.00125
C16orf82	-0.309125
ENTPD4	0.3265
BRP44L	0.31575
PMP22CD	-0.60275
TMCO4	0.0836666666666667
KCNN1	-0.886833333333333
WDR35	0.22075
CCDC80	2.583
C3orf31	-1.2635
SLC7A9	-1.5835
TMEM190	-1.62825
DBC1	-0.887166666666667
FADS3	-0.635833333333333
PDZD8	0.3125
GRM5	0.281375
AZGP1	3.3003
PEX3	0.1845
MED1	-0.199214285714286
ATG4C	-1.0465
HNRPH3	-1.138875
FAM109B	2.482
C4orf17	-0.532
CA10	-0.47275
OPRD1	-0.2995
CCL16	-1.539
SACM1L	-0.91625
CST6	4.15075
CD63	1.1409375
LGI1	-2.72475
ZNF784	0.94475
CRYBB1	-0.0495
CX3CL1	1.4179
TOP2A	-2.36825
GYPB	-4.70283333333333
GADD45GIP1	-0.75325
FEN1	-1.17575
IGF1R	-1.3584375
WDR72	0.068
PURG	-0.823
DEFB126	0.647333333333333
PKD1L1	1.5765
CAV1	-1.0928
GNPDA2	1.0793
DGAT2	0.9035
NLGN1	-2.8375
STRBP	0.079625
HPRT1	-0.6485
FANCI	-1.29975
PSMA7	0.4535
DBF4B	-1.43933333333333
TTF1	-0.2415
RAD54L	-2.19675
ELOF1	0.07025
PLAGL2	0.001875
ZNF256	0.45775
HMGCL	-0.02025
MSI2	0.2565
RPESP	-0.0433333333333333
C11orf60	-0.27
ABCD1	0.2235
ACAA1	-0.48
SPARCL1	5.75028571428572
IL6ST	3.0757
ZNF319	0.44975
TMEM109	-0.247
FAM90A1	-1.20766666666667
IL22RA1	-0.608
ATP4B	-0.0305
TEC	-0.772833333333333
C7orf30	-1.0225
TXNDC2	-0.418666666666667
ABCB4	-0.25975
KIAA1191	0.341
C9orf38	-0.391
SFTPB	0.232875
CNTNAP2	-0.109833333333333
FRK	2.757
TBX19	-0.0705
CHD4	0.0035
C6orf26	-2.49183333333333
MOSC2	2.075
IKBKE	0.74575
HIF1A	-1.44
LOC595101	-0.862
RELA	1.03316666666667
TMEM16B	-1.33833333333333
ABHD12B	-2.76
TSEN34	0.515
KIF18A	-2.72875
TXNDC9	-0.0898333333333333
SPATA2L	0.576
SEMA4G	-1.098
C21orf91	0.157
MATN1	-0.143
KCNIP4	0.258666666666667
TUSC1	1.844875
OR4C15	0.68675
ARMCX6	0.448083333333333
WBSCR27	-1.85733333333333
OR52I2	-0.355
KIAA1604	-0.306
DYNC1I1	-0.60175
PPP4C	0.429
SLC47A2	-1.9245
TREH	-0.399625
CD48	3.40733333333333
ST14	1.59083333333333
PKN1	0.036
SPON2	2.375
XBP1	2.70416666666667
SFRS12	-1.052
EFCAB6	2.34025
SELT	-0.1295
SLC39A2	-0.0015
ERF	-0.815333333333333
ARL3	0.383875
SURF6	-0.6004
MLLT10	-0.400714285714286
FLJ11171	-0.3245
TDGF1	-4.64033333333333
ERCC6	-0.34625
EIF2AK4	0.871625
BAZ1A	0.333833333333333
LRRN3	0.741
TMC3	0.6315
EFTUD1	-0.032
PTPRO	1.38883333333333
CLEC12A	0.860875
ACBD4	0.11525
ZDHHC14	0.05675
OTUD7B	1.24975
ACTB	1.0199375
MSRA	0.18325
LCE5A	1.9565
IFI35	0.95725
BSCL2	0.474166666666667
ANKRD12	0.3365
CFHR2	0.926666666666667
RGAG1	-0.0448333333333333
HSFY1	0.366
SLC30A5	0.0546666666666666
IMPG1	0.7205
GPR109A	0.568
ZNF185	-0.29875
IYD	0.1225
NPCDR1	0.1815
SERPINA13	-0.0565
HMGCLL1	-1.23975
NEUROG1	1.3985
UBQLN1	0.052375
LIN37	0.65725
SOCS2	-1.381625
DSCR4	-2.15175
XKR6	1.21775
GPR142	0.4535
KRTAP13-3	-0.197
CCDC15	-0.8905
MOS	0.135
CD1E	-0.2425
OFCC1	-0.2958
FAM83D	-2.08475
SRFBP1	0.00499999999999999
C9orf96	0.2235
DHDH	-0.48175
CCDC90A	-0.1765
RABL3	0.975
CD320	-1.76983333333333
ANGEL2	0.0983333333333333
MRPL21	-0.826
SMG6	0.0125
INSR	1.7031875
FLJ14816	-1.2375
GLRB	0.2665
C9orf89	1.196
CIZ1	-0.4505
URG4	-0.486
LRDD	-1.94016666666667
CBY1	0.579333333333333
NFX1	0.582375
MTERFD2	0.00699999999999998
C19orf23	0.287
PGC	-2.997125
IER3IP1	0.8299
RASAL2	1.02766666666667
C1orf89	-1.03
SYNJ1	-0.734875
NFKBIE	1.181
FLJ40125	-1.00333333333333
TCEB2	-0.0734
NOG	-2.228
POLR2J2	-0.341
HLA-B	3.226
PCDHA1	2.3035
PPP2R2B	-0.179
ARHGEF17	0.438
TCF7L2	1.50528571428571
CHD5	-0.933333333333333
ZNF431	-0.26875
TBC1D25	0.11875
ZNF800	0.95575
SCUBE2	3.54763636363636
MYCBP	0.058
GPX5	0.1485
C6orf129	0.0491666666666667
QSER1	-1.18116666666667
ULK2	1.64325
PIGO	0.176
NRCAM	-0.7615
SLC35E3	-0.086125
CSRP2	-0.5875
HYPE	1.12325
MAPK15	0.199166666666667
MGC14327	0.13125
TIMM13	-0.668
ZNF462	0.5865
GBA3	0.3365
TEX13A	0.2165
MCM6	-0.893444444444444
MTRF1	-1.64425
ABCA7	-1.0125
EIF4A2	-0.61575
ZC3H10	0.8211
RPGR	-0.100333333333333
C20orf94	1.1515
RP1L1	-0.0225
GPR125	-0.0987142857142857
USP22	-0.750071428571429
OR1L4	0.263
MLZE	-0.00699999999999999
FLJ32065	0.996
PTCD1	-0.94075
CRTAC1	1.197
BXDC2	-1.34175
C18orf1	2.996
FAM107A	2.28764285714286
EFNA3	-1.11925
P18SRP	0.5538
CAMKK2	1.23483333333333
KIAA0649	-0.49175
NES	-0.516333333333333
HS6ST3	2.30725
PON2	-0.39725
TCP11L2	0.22225
CLEC4A	2.641
PRR12	0.6435
MLXIPL	-1.3488
C2orf50	1.23
ZNF28	0.56425
ENC1	1.199
MAP2K1	-0.554
FKSG2	0.544
KIAA0430	0.99775
PTP4A1	-0.363444444444445
GPR156	1.5045
GTF3C6	0.3665
UBR2	0.1902
LOC388272	-1.4515
MAK	0.363833333333333
ACOT4	1.4105
STC2	-2.138
PIGW	-1.898375
SAE1	-0.54175
COL6A1	1.34613636363636
OAZ1	0.0213333333333333
STMN4	0.250833333333333
EDG3	1.18716666666667
SGCE	0.817166666666667
IL11	-2.576
PRSS8	2.016125
YIPF5	1.03716666666667
WNT4	4.01875
CSN2	0.0381666666666666
TCF7	-1.5915
TDO2	4.18675
SAMD9	2.8135
S100A7A	-0.628
MMRN1	2.92116666666667
GKAP1	-0.15025
AKR1C3	-1.141375
RNF19A	-0.037125
GMDS	-0.018
YKT6	-0.56675
SPARC	2.0308
C12orf31	-0.39575
UBE2V2	-1.01066666666667
FBXL18	-1.2815
KIAA0460	1.36375
ADAM22	-0.403375
SERPINC1	-5
KCTD21	0.562
MYOHD1	-2.26075
ZNF37A	0.463333333333333
GTF3C1	0.794166666666667
CTSZ	1.25325
PRNPIP	-0.24725
DRD1IP	1.16625
NR1I2	-2.82116666666667
ZNF266	-0.2611
SPAG4L	0.0855
COX4NB	-0.898
SAPS1	0.614666666666667
APOA1	-3.896
TATDN1	-1.072
C10orf82	-2.636
KPNB1	-0.6135
FOXO3	1.32208333333333
CRYBB2	-0.48
ZBTB5	-0.6305
SLC25A38	-0.37275
DCTN2	-0.4455
IFT20	-0.2285
CTHRC1	2.76725
C1orf31	0.06575
UHRF1	-0.2103125
GPC6	0.44375
C10orf54	2.26125
MCF2L2	0.0418
WNT9B	0.08375
OLA1	-0.0865
FAM120B	0.599
TTLL10	0.25
CYorf15A	-5.5685
RELN	-1.2935
SCN2B	0.916583333333333
MFHAS1	-0.625
NKX3-2	-1.23766666666667
RASGRF2	-0.2025
SSBP1	-0.624166666666667
KPNA6	0.178928571428571
LOC389118	0.093
HS3ST4	-1.3061
SUPT7L	-0.081
FLJ32658	-1.98466666666667
IGFBPL1	-1.2075
KIAA1641	-0.957
SHKBP1	-0.124666666666667
CSF1R	4.42225
NAGK	0.937
MYL2	1.24825
HIST1H4C	-0.790333333333333
TOMM7	-0.25825
ADAMTSL3	3.0056
TNFSF14	-0.18075
PRRT2	-1.3225
VTA1	-0.41525
AOAH	4.075
CRISPLD2	1.89228571428571
PNN	-1.0318
TA-NFKBH	-0.34125
ESPN	-0.51525
RBM43	0.302
KIAA1267	0.524625
DDX3X	-0.153055555555556
KIAA1576	-4.2335
PLXDC1	4.86833333333333
FLJ25801	-4.38125
HNRNPL	0.29675
RUNDC3A	0.204
CASP12	1.678
SH2D5	-1.85575
