Hybridization REF	TCGA-AN-A041-01A-11R-A034-07
RNF214	-0.91
PPAPDC2	1.00025
ARID4A	0.675666666666667
SYCP2	-0.788875
OPRM1	0.24225
RP13-102H20.1	-2.7455
CYP26B1	-0.886166666666667
APCDD1	1.371
PCCA	-0.0385
ALS2CR7	0.8105
AQP5	0.031
YLPM1	0.449375
PRKAR1B	-1.2224
IL16	0.5169
TCF3	-1.0995
ZSWIM7	-0.65075
SERPINE1	-0.9778
BAI2	0.596
SMC5	-0.580642857142857
SMN1	-0.718
SLC13A5	-2.785625
POU2F3	1.28325
BACH1	-0.463333333333333
GMCL1L	-0.0923333333333333
PPP2R2D	0.5305
LRRC51	1.00108333333333
EDARADD	2.3965
LRRC3	-0.6195
FAM124B	1.1315
C20orf70	0.3235
LOC285735	-1.45825
CTBP2	1.6977
ZMYND11	1.27875
CDH23	0.510666666666667
OR1N1	0.1275
LOC400590	-0.39275
PDK1	-1.685
LMTK3	0.028
USHBP1	1.4914375
ZFYVE21	0.95375
hCG_21078	-0.396375
OAF	-0.533375
WDR41	-1.392
SPINK6	-1.72475
GDEP	1.8025
MEG3	-1.1609
OXSR1	-0.446357142857143
RAD51	-2.14266666666667
RPL13A	0.0725
DYRK1A	0.4682
FLJ25791	1.57075
SARDH	-0.4789
RBBP5	0.2615
ORC2L	-1.53675
NCAPH2	-0.265166666666667
RNASET2	-1.04266666666667
WDR79	-1.09466666666667
FLJ39779	0.115
C3orf1	0.50225
DDX23	0.257
MGC40574	0.427
MORC4	0.427
MYRIP	-0.381363636363636
LY6E	-0.889125
SLC39A11	0.74975
ATP12A	3.3755
AUP1	0.3105
PIP	4.948
CORO7	-0.1815
PITPNM3	-0.4475
ENPP1	-0.729333333333333
PPP1R1C	-2.80716666666667
NRBP2	-0.263875
KCNE2	-0.4185
P2RX4	2.0425
CCND2	-1.15135714285714
OR5T3	0.1165
CUL4A	0.684333333333333
CFB	1.013625
PCP4	-3.46316666666667
HEMGN	-6.112
UBIAD1	0.0075
CDC42BPB	-0.371
CYB561D1	0.6905
RIMS2	-0.474375
ZNF488	-1.41475
RNMTL1	-0.59575
SART3	-0.0361666666666667
CAPN10	-0.390357142857143
CCR5	3.15333333333333
APOA1BP	0.075
NDUFS5	-0.9355
PDLIM3	3.263
VPS24	0.7933
SCN8A	-0.62175
C1orf67	-0.702166666666667
MRCL3	0.946333333333333
TMEM145	-2.0045
KCTD16	0.173166666666667
RNF149	0.21925
FDXR	-0.008
CDCP1	0.959333333333333
PAX3	-3.3888
LASS4	1.971
HSD17B8	0.1505
YAP1	-0.21775
NNT	-1.70175
SC5DL	-0.372125
DKFZp566H0824	-0.0415
KSR2	-0.3935
RAD21	-1.70326666666667
ST8SIA2	0.80775
L3MBTL3	0.89725
SNRPB	-0.40975
MGC14425	-0.58675
MIF	-0.458
TAPT1	0.31475
IRF8	1.7165
PRO0132	1.223
HERV-FRD	-0.083
ACD	-0.811333333333333
BCL3	0.7875
SPATA13	2.62525
MRLC2	0.945125
F2RL3	0.708625
CFHR3	1.9505
DUSP15	0.253
TMEM46	-0.638833333333333
SF3B4	0.806333333333333
MAP7D3	-1.16625
STELLAR	-0.179
SEMA5A	0.0213
H2BFS	0.99725
LRRC28	-0.0141666666666667
MORN2	0.0775
XYLB	-0.709125
WDR21C	0.68225
HIATL1	-0.28575
ADAMTS10	0.863166666666667
WDR55	-0.24625
MFSD5	0.9985
OR4N2	0.113
DUSP16	-0.634666666666667
NLGN4Y	-1.8809
INHBC	-0.0426666666666667
NUMA1	0.98375
DEFB123	0.07875
GIPC1	0.7895
MGC27348	-1.0315
FLJ33590	0.0275
FZD1	0.4903
MKL1	0.747833333333333
SAA2	-0.2995
C1orf94	-2.1535
C7orf28B	0.2405
TMEM185A	0.15365
ZZZ3	0.2555
C16orf5	-1.56916666666667
GALNAC4S-6ST	2.377
C1orf186	0.9305
IGFBP4	1.43166666666667
NDUFA10	-0.169166666666667
CLIC2	-0.5715
RNF13	1.4755
GPR103	0.21525
CD69	-3.8165
MYOZ1	1.218
IFNB1	-0.5345
CLNS1A	-1.40925
CXorf45	-0.74625
ZXDB	0.993
FUNDC2	0.0625
GPA33	-0.749625
C9orf70	0.029
SLC2A9	-0.950375
LOC126520	-0.437
MAGEB1	-1.595
LCE2A	-0.3335
C18orf34	0.5385
FMNL2	-1.543875
KRT85	0.38775
CRYGA	-0.013
GEM	0.284
THAP6	0.2599
ALKBH3	-0.734
TM6SF2	0.7805
C20orf82	2.41225
RANBP2	-0.424
LIG3	1.3717
RETSAT	-0.042625
OR8S1	0.519
CAST	-0.47625
TGFBI	0.212
C15orf37	-0.44725
PGM3	-0.8075
SLC4A11	0.279125
FAM123C	0.0716666666666667
TAOK1	0.636
CISH	1.3665
OGDHL	-4.36525
SPINT2	2.0355
ZNF33A	-0.049
CLDN18	0.19
RNF128	-0.069125
CCDC71	-1.096
RASSF6	0.792166666666667
HSPG2	1.013
ATP6V0E1	0.9705
ABHD6	-1.326
CD274	-0.0855
GCNT1	1.669
NT5C1A	0.073
TM4SF5	-3.988
C21orf58	-0.837666666666667
SUCLA2	0.23825
RFTN2	3.08825
SCNM1	0.258875
SLC9A10	0.3135
FUNDC1	0.20925
SLC35F4	-1.663
AMD1	-1.07775
COL6A6	1.05225
OR4K2	0.67
TRIB2	-1.50066666666667
LOC91461	-2.7855
GHSR	0.41
ATP8B1	1.91025
C1orf78	1.78666666666667
RNF183	-2.186
STX4	0.7609
TPPP2	-0.782375
MYBPHL	-2.4205
TXNDC6	0.0924
C9orf47	3.628
FAM137B	-0.4935
FANCB	-2.141
C11orf9	-2.26375
DPY19L1	0.42975
VDAC2	-0.437833333333333
VHL	-1.38725
LMBR1	-0.0685
C8orf44	-0.55125
ZPBP	0.1285
FGF23	-1.504
C21orf67	-0.29475
PCNT	-1.00825
BCKDHB	-0.7548
GALNTL5	-0.16925
BET1	-0.357875
ARL13A	-0.16
HDAC6	-0.877875
N4BP3	1.746
OTOP1	0.0471666666666667
TTC30A	1.516
CRISP1	0.192
KRT32	0.017
VSTM1	0.15
ZNF622	0.422
POLR3B	-0.5693
DNAJC10	0.68775
C12orf54	1.623
ADIPOQ	0.504166666666667
RIT2	-0.22525
CD44	-1.5531
ABCA3	1.541625
RPS17	-1.48775
FEZF1	0.3335
PCDHB15	0.218
KCNMA1	-1.0945
CCDC116	-3.524
C15orf27	-0.522
NARG2	-0.6970625
ITGA5	0.43475
MEFV	0.7555
TUT1	-0.470375
LOC541473	-0.3395
NMBR	-0.1125
GLT1D1	-2.70666666666667
ABCB7	-1.11175
PFKP	-1.92536363636364
C9orf91	0.8831
LRRC41	0.351
C1orf85	0.4255
ATP5F1	-0.6045
STOX1	2.044625
GFOD2	0.386
SLC25A3	-0.131375
ZNF646	0.796
ZAR1	-1.114
OSTbeta	-2.199
GALNT3	2.18575
IFT122	2.612
LDB3	0.0659
GARNL1	0.178642857142857
HOMEZ	0.200333333333333
LRRC6	2.91875
ANGPTL5	-2.43475
UBAC1	-0.79075
DLEU7	-1.279
RPL19	0.492875
TOP1MT	-2.002
LOC643641	0.2775
MBD3L2	-0.6225
NTSR1	0.0871666666666667
WISP2	-3.2745
GPSM2	-1.949125
RDH10	-0.294
PRKCG	-0.41
HIST1H4J	0.7155
MON1B	0.3443
MLF1IP	-2.28916666666667
ZNF446	0.735125
COL4A5	0.3757
SLC26A1	0.110571428571429
RGN	-2.71375
CCNB1	-2.922
C9orf165	2.2575
CCDC28B	-0.8595
CCDC97	1.065
FGR	1.725125
MSRB3	1.4335
EPN2	-0.08425
COX15	-0.102333333333333
KCNK6	-0.4404
XK	-5.55775
GDA	-5.260625
HEPH	0.333125
THRAP3	0.34975
MET	-2.15171428571429
PHYHIP	0.225
LYAR	-1.94383333333333
ING3	-0.43075
AK7	-2.06625
CCT8L2	-0.397375
COPS7A	0.5945
WSCD1	0.276
RNF185	1.252125
TNS3	1.4
KNDC1	-0.977666666666667
RWDD4A	0.205166666666667
MED13L	0.8115
ZFYVE1	0.53825
C7orf44	-0.3185
MRPL1	-1.301
STGC3	-0.903
TEAD1	-0.433166666666667
RPL7A	-0.642142857142857
ARL6IP1	0.6464
C1orf178	-0.8755
CTAGE5	0.872166666666667
TMEM184A	0.0303333333333333
SLC25A14	-0.10875
CACNG5	-0.03525
ATXN10	-0.1931
ECH1	-0.1862
CCL22	-0.167
CYP2F1	-2.03966666666667
GADL1	0.709
TMEM19	-0.1035
RUNX3	-0.01425
EFNB1	0.0141666666666667
LIPN	0.2045
ACSM3	-4.6545
SIGLEC8	1.634
ASCC3L1	0.05475
NOL8	-0.525
RELT	-1.205
Magmas	-0.25575
PPP1R15B	0.1185
C11orf2	0.44075
VKORC1	-0.572166666666667
MGC26647	0.32325
TRPM6	-0.35475
UGT2B7	-5.64333333333333
FEV	-0.22425
FOXK2	-0.025
PDCD5	-1.03416666666667
SLC8A1	1.5326
DGUOK	-0.3035
CLDN16	0.729
GAGE1	-1.393
RBM17	0.1526
C1QTNF3	2.65175
VGLL3	-0.524166666666667
UNQ5830	0.5875
CD1A	-2.19433333333333
SCGB1C1	-0.116
SUPT4H1	0.91575
TRAF5	1.67925
ASAHL	0.561625
FAM73A	0.890166666666667
OR6B1	0.427
WHSC1	-1.5946
GFPT2	0.64475
LOC339809	0.90275
STARD5	-0.0731666666666667
SIP1	-1.2545
DNAJC15	0.68725
STAU2	0.3219375
FAM98A	0.423
RAD23B	-0.835
LRRC33	-0.5705
CHRAC1	-0.691
C21orf89	0.38975
C19orf43	0.0555
KLK8	-2.90266666666667
CCNE1	-1.907875
PKDREJ	-0.121333333333333
SSU72	0.222
C17orf73	0.15
GPR78	0.693
WHSC1L1	0.2438
GSTA2	0.60925
SMUG1	0.6095
UFM1	1.4811
AP3M2	-0.0055
USP14	-0.89975
FBXL14	0.135666666666667
DSTN	0.98575
SFRS14	-0.61725
FBXO31	-0.673166666666667
C12orf40	0.0995
FRS2	0.68525
NR2E3	0.53775
TUBB2C	-0.51575
GMPR	-1.0555
C9orf139	-0.062
ING5	-0.389
LOC730092	-0.205
ORM1	-4.9175
RP11-11C5.2	0.26475
HSPD1	-1.3635
PIWIL3	-0.35925
C5orf13	0.5513
OR5R1	0.4665
LCOR	1.2485
PLEKHA9	-0.259
CCDC43	0.5955
ZNF232	-0.80225
SLC6A7	-0.4005
ADH5	-0.45025
SHBG	-1.421
CROCCL2	0.495
PANX3	0.474
CDIPT	0.7365
SLC16A5	1.8105
TUBB	-0.4885625
TOR3A	0.2863
PREP	-0.89
ENTPD8	0.0545714285714286
CHMP1B	0.169
SYT12	0.3311
MYH6	-2.1088
MAP3K13	0.8325
KLHL30	-0.0401666666666667
LCMT1	-0.403875
EIF1AX	0.00508333333333331
FOXD4L1	0.571
SLC24A5	-0.5215
RNF166	-0.664
TJAP1	-0.05225
TMEM156	-0.722333333333333
ZNF239	0.94125
SNX19	0.4828
GKN1	0.1485
FCN1	2.4047
C1QL1	-1.4005
ATP11C	-0.25
ZNF35	-0.21375
CARD8	-0.618125
LIMD1	0.257333333333333
KIAA0286	-0.670375
XRN2	0.153666666666667
CD6	-0.449333333333333
TOX3	2.868375
ZSCAN4	-0.990333333333333
RSRC1	-0.1255
COG1	0.844
PTRF	0.8341
C16orf35	-0.231375
FBXO24	-0.14475
CHST11	0.01725
THRB	-1.2558
MYBPC1	-0.49675
RNF39	1.3195
PSMD11	-0.665
ALAD	0.422666666666667
EN1	2.206
SLC9A9	0.07675
GSTM4	-0.023
CDC42BPA	0.463894736842105
RCSD1	-1.12775
LUC7L2	-0.2363
SPTBN1	0.3635
LOC146167	-0.308
BAT5	1.0753
ZNF452	-1.785375
LSM4	-0.475375
SRP72	-0.00580000000000001
SGK269	0.116833333333333
MTX1	0.48725
CENTA1	-0.18375
UNQ9433	-0.7285
ATR	-0.288083333333333
DDX49	0.2295
PAQR8	-1.10533333333333
C14orf174	0.2315
GBGT1	-0.1995
THAP1	-0.31025
OR10K1	0.5485
RASIP1	-0.619666666666667
DPYD	0.05
DOHH	0.05125
C18orf45	1.06175
POF1B	3.2241
ZNF552	3.88575
USP32	-0.180625
MED27	-0.665
C14orf149	-0.326
PRDX4	-0.982
ABHD12	0.7436
AGT	-5.1585
SLC22A14	-0.40875
C1orf58	0.963
PILRA	-0.50475
ABCF2	-0.576875
C17orf85	-0.536
TKTL1	-1.04
FGF1	2.8097
IL6R	-0.389166666666667
VPS25	0.32775
CHRNB2	-0.69275
COL7A1	-1.0893
LRRC48	2.04133333333333
SPG20	-0.3605
COX10	0.0075
GCA	1.00625
ECEL1	-0.955166666666667
GLG1	0.0156666666666667
SRD5A2L2	-0.1115
MUTYH	-1.04575
ZNF70	-0.37875
L2HGDH	-1.02375
GPATCH2	0.94975
ZNF655	-0.09175
ZNF227	0.281
MCOLN2	0.0863333333333333
NQO2	-1.32875
KCNQ5	0.109
NEU1	1.24716666666667
QRICH1	0.20525
ZBTB20	0.748666666666667
RPUSD3	-0.91425
EPGN	-1.72416666666667
TSN	0.251333333333333
SPRY2	-1.3735
LZTFL1	0.552
GMFB	0.419125
PBEF1	-1.1334
HBG2	-2.716
TMEM8	0.24875
PALM2-AKAP2	-0.865
NFYA	0.80075
FAM108A1	0.78075
PBLD	1.90875
NRG4	-2.2915
PIGF	0.00225
PTGER1	1.37475
NOS2A	1.48316666666667
C21orf34	0.0486666666666667
C21orf51	-0.312333333333333
IL17C	-0.07
TRMT6	-0.0996666666666667
ETV2	-0.192666666666667
CCDC109A	0.22125
MYLK2	-1.473
ATP10A	1.6117
DPH4	-0.75325
C5orf5	0.184833333333333
KCNA4	0.106166666666667
NMNAT2	3.893
GLYATL2	-0.9545
LSMD1	-0.528625
IL23R	-1.85075
NRF1	-0.0795
MUC15	3.36133333333333
PRDM12	-2.4115
PAQR4	0.128214285714286
RBBP6	-0.5139375
IFI27	4.26125
SKAP2	0.8195
TAGAP	1.435125
TJP3	1.81
C9orf61	-1.92675
IDS	-0.0940714285714286
PARG	0.161
LOC131149	-0.2315
DYRK4	-0.129
MICALL1	0.5515
GALR2	-0.117
GPBP1L1	-0.006125
TBX21	2.14925
KCNJ6	-0.412166666666667
GGN	0.007
CASP5	0.276166666666667
RNF182	-4.93075
BRD4	0.25175
DOK4	0.570375
SLC46A2	0.908833333333333
SOX9	0.396416666666667
ZNRD1	-0.401833333333333
PRR6	-3.66325
FAU	-0.150875
DTNB	-0.268
CARD9	0.45775
STS-1	-1.248
SLC4A5	0.298875
NSBP1	-2.14625
UGCGL2	0.598583333333333
POTE15	1.7905
NOXA1	0.43025
RP13-347D8.3	0.464
SAMD10	-0.153
EP400NL	-0.15475
TCF21	-0.47425
AMELX	-0.01525
JPH2	1.212
SLA	1.11875
DLST	-1.12733333333333
SEPT12	1.7935
RGS20	-4.2325
LXN	0.8405
ZNF419	0.20775
UPK3B	-0.446333333333333
RELL1	1.38725
ESPNL	-1.633
KLHL21	-0.5185
PI15	0.018
C2orf61	-0.156
LOC407835	-0.177333333333333
RER1	0.3815
ELAVL2	0.1215
MGC26718	-0.664
KLF2	2.8665
TNFAIP8L3	0.907166666666667
TFE3	0.4135
C11orf17	-0.238
15E1.2	-1.0015
SNRPC	-0.6315
DLGAP1	0.928
PGLYRP1	0.250375
OVCH2	0.4375
IRF7	1.1429
SET	-0.5474
NAB2	-0.646333333333333
LRP5L	-0.7345
FAM120A	0.6763125
ASCL2	0.416666666666667
SHH	-0.32
ATP5H	0.239166666666667
THPO	-1.05316666666667
TYRP1	-4.0095
HIST1H3E	1.13066666666667
EIF2S1	-0.0719444444444444
TNFRSF17	-1.86516666666667
TARSL2	-1.45825
NKX2-8	0.431875
C1orf115	2.30475
LOC56964	0.266
KIAA0841	-0.9325
ISCU	-0.2205
TTMA	0.059
ZNF414	0.1915
LOC441150	-0.31875
RAB15	1.99325
HBP1	0.670166666666667
TNNT2	-0.945
CECR5	-0.30725
PHGDH	-4.246875
JRK	-0.6683
XPO4	0.14725
FAM131C	1.2395
ARHGAP25	1.11266666666667
CA9	-3.66177777777778
GPR62	0.1585
TLX1	-0.359166666666667
GPS1	0.52375
OR2M2	0.2965
BDP1	-0.0132142857142857
FAM70B	0.67675
RPS29	-0.372916666666667
MKLN1	-0.3186
TSPAN19	-2.67325
SLC29A3	0.8811
LGALS4	-0.501
USH2A	0.2002
NF1	0.164
APOBEC3A	0.9325
IMPAD1	0.917333333333333
OLR1	2.564
NRAP	0.3135
HCFC1R1	-0.256166666666667
TAOK2	0.252833333333333
MCM10	-2.1195
MAP4K3	0.488666666666667
CBS	-2.423875
CLK3	0.2693
PCDHGA5	-0.495
ELF4	0.489625
FAM71A	-0.405
C11orf49	0.25575
CLIP2	0.0915
BTBD9	1.217
ZNF524	1.30825
KDELR1	0.318
ZNF509	0.41
NCSTN	0.9425
ZNF533	0.293785714285714
PARP4	1.362375
GALNT9	-0.172666666666667
NPY	-2.8945
BEGAIN	-3.13366666666667
TMEM77	-0.1045
FOXRED1	-1.5485
SLC16A2	1.75416666666667
SLC35B1	0.5195
GK5	0.276666666666667
SDCCAG10	-1.158
C4orf20	-0.143
SLC9A2	-1.3255
ADD1	0.801214285714286
TAL2	-1.22633333333333
ACLY	0.494625
DNAJC1	1.3085
SOST	-1.85325
USP43	1.10333333333333
CYP4F12	-0.992
FKBP5	-1.315125
CHCHD5	0.5688
NUDT22	0.3205
CCDC85B	-0.92525
OR51G2	0.407
STRN3	0.268142857142857
TMOD2	1.82225
FLI1	-0.0815
MAB21L2	0.1095
DGKQ	0.52775
VPRBP	0.309833333333333
SCNN1B	2.1499
ECHDC3	0.2923
TMEM106C	-0.52075
CSNK2A2	-0.6635
RPL39	-0.6628
HERC3	-0.0621999999999999
ZBTB47	0.560333333333333
ZNF681	1.142
PAGE2	1.818
CLIC5	2.74492857142857
RABAC1	0.54175
ZFHX2	-0.474
YPEL1	1.01383333333333
KIAA0776	-0.317
NR1D2	0.148
DNAJC4	0.466125
NPNT	2.4731
ZNF677	0.2335
ZNF536	-0.8845
MEF2B	0.0446666666666667
PTPN4	0.165375
CTCFL	-5.6155
STX5	0.665833333333333
CD72	0.89675
VEGFA	0.122105263157895
XRCC1	-0.0985
MAS1L	0.414666666666667
ELL	0.6451
SETBP1	1.53775
CDH11	3.67816666666667
NDC80	-2.94615384615385
DMBX1	-2.8255
NRSN1	0.0533333333333333
BAT2D1	0.332125
CDS2	1.06933333333333
C1orf212	0.119
SENP3	-0.4405
IL1F9	0.071
EEF2K	0.388125
COG8	-0.11075
CEP72	-1.77975
OR1L8	-0.026
MUS81	-0.324083333333333
PHYH	0.286625
GGT6	0.896166666666667
C22orf23	-1.13975
C13orf33	2.518875
MAPK8IP2	2.43925
NELL2	-2.42775
POU3F2	-2.38933333333333
ALPK1	1.131875
MRPS18C	-1.31225
RPLP2	-0.461625
FGF22	0.4745
SPNS1	-0.0616666666666667
ZFP1	0.22425
IL1RAPL1	-0.99175
PCSK9	-3.37533333333333
NKX2-1	-0.0501428571428571
C6orf189	0.72775
SP4	-0.2505
SLC11A1	0.9543
C21orf25	-0.657166666666667
ICAM2	0.349375
SH3GL1	-0.37
GSK3B	0.499
RALB	0.722625
PDXP	-1.152
GNGT1	-2.64725
KIR2DL1	0.485
TNFAIP3	0.623833333333333
C6orf32	-0.5647
CBLN2	-1.2115
PANK3	0.14875
TAAR9	0.4365
WDR82	0.867214285714286
APOM	-4.539375
TRIP10	-0.659
SPATA16	0.4835
C1orf135	-2.9245
USP51	-0.66625
TESK1	1.07875
C11orf64	-0.202
ZNF611	0.488
PDE6G	0.00049999999999999
HLA-DQA1	3.412125
GCLC	0.1265
SEC61A1	0.333785714285714
TWSG1	-0.13875
ZMYND10	1.50375
CTDP1	0.848
ADAMTS6	1.20083333333333
SLIT1	-2.26675
KRT86	-0.04
KIAA0574	0.11775
GTPBP2	-0.2003
PQLC3	1.731
PRRX2	1.00166666666667
C15orf44	0.126
MKKS	0.017625
C11orf10	-0.2805
GPR110	-1.0075
CD109	-1.41791666666667
ADCY1	-0.137833333333333
RHBG	-3.03925
TP53I3	0.18325
SLC22A3	-1.7098
UCP2	-0.544
FOXG1	-2.7245
OR2AG1	0.2505
TRIM24	1.3295
PROC	-2.89
TAAR6	0.15375
AMTN	-1.345
C10orf47	1.23083333333333
DEPDC1	-2.6495
FLJ45557	3.648
ZDHHC17	0.1668125
KIAA1429	0.498333333333333
KCNH1	0.53225
VNN3	-0.034125
PSMAL	3.7925
PPARD	0.155125
HFM1	-2.1225
YBX1	-1.519
ZNF695	-2.79625
SCTR	-0.166166666666667
DCDC1	0.3615
VPS26B	0.1755
MTF2	-0.726333333333333
ATP6V1F	-0.16525
CCDC94	-0.60525
PERF15	0.437
CCL11	0.81675
LMO7	0.01725
DCST1	0.256
ADRBK1	0.4725
CDRT4	-0.13625
ZNF84	-0.21325
HOXD8	1.61325
STARD8	-0.1205
FOXP2	-0.893875
CCDC103	0.773
POLR3A	-0.2409
GSC	1.72066666666667
ZNF114	-2.786
HTR7P	0.1315
LALBA	-0.1905
RMND5A	-0.36
PSCD2	1.27525
ZNF409	-0.2575
KRTAP1-3	0.390166666666667
MAF1	-0.442
LOC201725	-0.9025
NRN1	-1.881375
SPAG5	-2.089
DNAH7	0.043
FLJ43860	-0.047
BRCA2	-0.33675
ACADM	-1.000125
CXXC6	-2.5855
RAGE	-2.404875
CHMP2A	1.3885
FAM8A1	0.1056
GPR21	1.0455
SLC12A3	-2.66916666666667
FVT1	0.682214285714286
ZDHHC7	-0.1515
FLJ44048	-0.126
SLC44A3	2.09183333333333
SDSL	0.709
MMP8	-0.941
PLA2G12B	-3.843
ACY1	-0.23975
MT1E	-1.62716666666667
OR4K15	-0.001
TECTB	-0.1785
GPR20	0.4045
IRAK2	-0.548
RFPL3	-0.247125
MYO9A	0.025
NARG1L	-0.21575
BLMH	-1.700375
CCDC3	2.47066666666667
C9orf21	-1.015
KIAA0513	0.382666666666667
MIER2	-0.05875
PNMA2	-1.15283333333333
SH3BP2	0.5351
ANXA10	-2.14866666666667
RTN2	1.50566666666667
TFB1M	-1.758
PRPH2	3.5625
C14orf133	0.87175
GOLGB1	1.79108333333333
IRX4	-0.117125
NFKBIL1	-0.0518333333333333
C10orf62	-0.1025
APBB3	-0.772
RPS10	-0.2261
LOC728378	1.7265
TLE3	0.654277777777778
PSMB7	-1.16525
MESDC1	0.523
SLC6A1	1.4655
OCLN	2.36908333333333
PTTG3	-3.15183333333333
NAGLU	0.918
SERTAD4	0.827625
SPRY1	0.4145
FLJ10781	0.0729166666666667
MYSM1	-0.68975
TRIM4	0.129642857142857
SH3YL1	1.046125
TREM2	3.51133333333333
SERPINI1	1.38425
HDHD3	0.066875
TMEM38A	-0.198875
EID2B	-1.54675
TDRD3	0.857333333333333
SEDLP	0.76175
THSD7A	2.30633333333333
NDST3	-1.48725
KLHL15	-0.689166666666666
DHRS12	2.7175
FBXO9	0.136071428571429
TNPO1	-0.186083333333333
MRPL13	-1.83266666666667
SNX5	-1.4495
METTL6	-0.43025
SOD1	-0.150375
CHML	-0.778833333333333
PACS1	1.090875
SIRT5	0.0636
CAPN2	0.765666666666667
FXYD5	-0.497166666666667
TWISTNB	-0.51725
LRFN1	0.4035
UBE1L	1.133625
UBE1C	-0.72975
OR51B2	-0.31975
OR4D11	0.4545
C15orf2	0.1185
NR4A1	0.0278333333333333
LOC339047	-0.75225
TRIM17	3.247375
ATP5G3	-0.697142857142857
RPL15	-0.726333333333333
ADAMTS8	-0.94
HOXC4	-0.2695
C14orf37	2.9715
CEACAM5	0.088625
MYT1L	-0.446
RASA2	0.27325
OSBPL7	0.252
STAG1	-0.206
GIMAP4	4.39183333333333
FUT3	-2.0985
PIF1	-2.649125
LPIN2	-0.2469
SH3PX3	1.1715
PDP2	-0.81375
PAPD1	-0.344125
ERP27	0.9665
APOOL	-0.7424
DIABLO	0.17075
TRHR	0.266
ARMC9	0.04825
RNF152	2.27075
SLITRK3	0.476833333333333
ZNF211	0.7469
PFDN1	-0.234
RGS11	0.939875
HS6ST1	0.9502
AKR1D1	-1.35875
TNP2	0.0353333333333333
STK31	2.34983333333333
EML4	-1.51241666666667
SGTA	-0.4105
HIST1H2BI	1.20666666666667
PSMD6	-2.0305
KIAA1257	0.73375
C18orf55	-0.571166666666667
FLJ20273	2.631125
RPL28	-0.302333333333333
EPYC	1.09775
NOX3	-0.2075
ELAC1	-0.674833333333333
METT11D1	-0.9945
BIN2	-0.353666666666667
NACA2	-0.3325
CCDC17	-0.6495
HM13	-0.2776
UBOX5	-0.134625
UBE2O	0.191875
UBL5	-0.33775
APOLD1	0.899125
C9orf31	0.37925
TNFSF8	0.3
ARHGAP29	-0.20375
PROKR2	0.452
PDE5A	0.632833333333333
C6orf12	-0.6975
TOM1L1	1.768
WHDC1	0.00925
FOXI1	1.83116666666667
RAB4A	0.5455
TMEM39B	-0.81975
ATPBD1C	-0.46075
FARSA	-1.04416666666667
PLEKHG5	0.2155
CMAS	-0.527333333333333
OR7E24	0.5435
SLC30A1	-0.4225
CDC42EP5	1.57183333333333
PLAC1	-2.66325
KLHL18	-0.202666666666667
LBA1	1.3582
TAZ	-0.8575
CRIP2	2.583625
BTBD11	-1.9255
C16orf72	1.2535
DIO2	2.1844
LRRCC1	1.09266666666667
CCDC136	-0.253
PRX	-0.29475
RBM5	0.3054
TMEM85	0.138125
TUBGCP4	-0.753833333333333
APLN	1.213875
CDK7	-0.756666666666667
SSR2	0.868916666666667
CRELD1	0.125
C19orf46	1.583
GAL3ST4	0.877166666666667
KBTBD10	-0.32775
IL28A	0.246
WDR27	-1.535
MCM2	-0.684333333333333
SOX14	0.564
FLJ39743	0.5875
KIAA0922	-0.325125
HIPK4	0.246
FLJ25758	-2.185
C16orf57	-0.2905
PDZD2	0.469
MCC	-0.250875
HHLA3	-0.8372
ID2	0.17
C20orf23	3.49633333333333
ZNF688	1.101
APOC2	-2.12366666666667
LOC440093	1.23775
FAM50B	1.9
PWP1	-0.7005
DNAH10	0.4365
HIST1H2BA	0.70375
GPR56	0.0721666666666667
METAP2	-0.407375
PAN3	2.05683333333333
STXBP4	0.13
PDHX	-0.9525
MTA1	0.404833333333333
ZBED4	0.35775
ZNF720	0.6025
CDK2	-1.97475
RHOJ	1.238375
CDC37	-0.381666666666667
ZER1	0.252625
GRK4	-0.79475
PRPH	-1.0995
POLR2A	-0.23825
OGFOD1	-1.06275
NOL5A	-0.78325
PHEX	-0.4135
FLJ16478	-0.09175
C20orf117	-0.607
CAMTA2	0.8305
C11orf74	-0.0783333333333333
DDX17	0.398333333333333
C5orf27	0.04975
PLEKHA2	-0.2992
PDE4DIP	-0.558
SCN7A	0.06775
ZNF559	-0.029
CXCL10	3.463
ZMYM4	0.387666666666667
STK32B	0.7552
KIAA0888	-2.0654
TACR3	0.042
CKAP2L	-0.793
KIF1A	-1.23716666666667
RSPRY1	0.39425
VCAN	2.569
CYP27C1	0.538
SYDE1	-0.575333333333333
MED12L	-0.6295
ZDHHC21	1.308
NHS	0.9635
TM9SF3	1.00483333333333
DDHD1	-0.059
MAFG	-0.176083333333333
BICD2	0.7596
C14orf119	-0.3015
C14orf43	0.518
CDH7	3.92825
ALKBH5	-0.664928571428571
JUP	1.583125
TMEM41A	-0.0363333333333333
MAMDC4	-1.31933333333333
CBX3	-0.18675
LRRC18	0.13375
RBMXL2	1.74375
PLA2G4D	0.280333333333333
FGF13	0.72575
KIF3A	0.153833333333333
PDIA6	-0.4605
DCXR	0.846
CASKIN2	1.01308333333333
EHD1	-0.018
MARCKSL1	1.34416666666667
ZNF496	0.276166666666667
SCAF1	0.170666666666667
KCTD8	-0.6845
TRAF3IP3	-0.0787142857142857
LSR	1.57675
CXorf1	0.1135
C14orf112	0.455833333333333
