Hybridization REF	TCGA-A2-A0CT-01A-31R-A056-07
SALL4	-2.45425
ZCCHC8	0.583
RAD17	0.996
ZNF708	0.611833333333333
LILRB5	1.081625
TEX12	-0.649
C9orf79	0.03625
ARHGEF1	-0.182166666666667
ABCA4	0.00433333333333333
RNF214	-1.24675
PPAPDC2	1.36025
ARID4A	0.756833333333333
SYCP2	-0.242625
OPRM1	0.1545
RP13-102H20.1	-4.10775
CYP26B1	-0.270666666666667
APCDD1	2.36633333333333
PCCA	-0.35175
ALS2CR7	0.7615
AQP5	-0.330666666666667
YLPM1	0.289
PRKAR1B	-1.2039
IL16	0.0574
TCF3	-1.499875
ZSWIM7	0.0765
SERPINE1	-1.7187
BAI2	0.298
SMC5	-0.632642857142857
SMN1	0.495833333333333
SLC13A5	-3.277875
POU2F3	1.8705
BACH1	-1.02633333333333
GMCL1L	0.617833333333333
PPP2R2D	0.50775
LRRC51	2.26375
EDARADD	0.693
LRRC3	0.056
FAM124B	-0.414
C20orf70	0.486
LOC285735	-0.5315
CTBP2	1.1269
ZMYND11	1.786375
CDH23	1.12591666666667
OR1N1	-0.132
LOC400590	-0.124
PDK1	-3.571875
LMTK3	0.885
USHBP1	0.8996875
ZFYVE21	0.905
hCG_21078	0.42475
OAF	-1.105125
WDR41	-0.961
SPINK6	-1.253
GDEP	-0.8155
MEG3	-2.1511
OXSR1	-0.142285714285714
RAD51	-1.86716666666667
RPL13A	0.19925
DYRK1A	0.6513
FLJ25791	1.27
SARDH	-0.0421
RBBP5	0.6965
ORC2L	-1.3415
NCAPH2	-0.362833333333333
RNASET2	-0.824833333333333
WDR79	-0.856166666666667
FLJ39779	-0.22325
C3orf1	0.22425
DDX23	0.0325
MGC40574	0.28375
MORC4	0.845
MYRIP	4.92927272727273
LY6E	-0.144
SLC39A11	2.0405
ATP12A	0.0135
AUP1	0.3705
PIP	4.2765
CORO7	-1.078
PITPNM3	-0.3015
ENPP1	0.374333333333333
PPP1R1C	-3.09083333333333
NRBP2	-0.908
KCNE2	-0.4075
P2RX4	2.052
CCND2	-2.27764285714286
OR5T3	0.661
CUL4A	-0.5555
CFB	1.99025
PCP4	-3.22716666666667
HEMGN	-5.45683333333333
UBIAD1	0.1315
CDC42BPB	-0.6303
CYB561D1	-0.113
RIMS2	2.640875
ZNF488	-1.326
RNMTL1	-0.10025
SART3	-0.0463333333333333
CAPN10	-1.23664285714286
CCR5	2.9
APOA1BP	0.895166666666667
NDUFS5	-0.49425
PDLIM3	0.4791
VPS24	0.2284
SCN8A	0.464625
C1orf67	-1.88066666666667
MRCL3	0.643666666666667
TMEM145	0.03075
KCTD16	0.394166666666667
RNF149	0.7
FDXR	-0.054
CDCP1	0.344833333333333
PAX3	-3.2201
LASS4	3.19375
HSD17B8	1.63625
YAP1	-0.702875
NNT	-0.90175
SC5DL	0.96975
DKFZp566H0824	-1.762
KSR2	-0.394166666666667
RAD21	0.830133333333333
ST8SIA2	0.10525
L3MBTL3	-0.655125
SNRPB	-0.539
MGC14425	-0.264
MIF	-0.297
TAPT1	1.981875
IRF8	1.6592
PRO0132	0.6165
HERV-FRD	-1.201
ACD	-1.44533333333333
BCL3	0.826
SPATA13	0.41025
MRLC2	1.001125
F2RL3	0.303
CFHR3	0.597
DUSP15	-0.353
TMEM46	3.32516666666667
SF3B4	0.352333333333333
MAP7D3	-0.845
STELLAR	0.00700000000000001
SEMA5A	-0.0661
H2BFS	0.31675
LRRC28	-1.08966666666667
MORN2	0.91
XYLB	0.62075
WDR21C	0.3345
HIATL1	-0.24175
ADAMTS10	0.126166666666667
WDR55	-0.2565
MFSD5	1.43266666666667
OR4N2	0.4665
DUSP16	0.680555555555556
NLGN4Y	-2.3738
INHBC	0.184916666666667
NUMA1	0.69525
DEFB123	0.228
GIPC1	0.20775
MGC27348	-1.2565
FLJ33590	0.6185
FZD1	0.9943
MKL1	0.5915
SAA2	1.5645
C1orf94	-2.085
C7orf28B	0.3425
TMEM185A	1.0994
ZZZ3	-0.1635
C16orf5	-0.5155
GALNAC4S-6ST	2.2195
C1orf186	3.65075
IGFBP4	-0.326833333333333
NDUFA10	0.405333333333333
CLIC2	-0.19725
RNF13	2.142
GPR103	-0.9305
CD69	-1.584
MYOZ1	2.8965
IFNB1	0.3985
CLNS1A	-0.75625
CXorf45	-2.0405
ZXDB	1.8935
FUNDC2	0.547
GPA33	-0.541875
C9orf70	-0.1665
SLC2A9	-0.645875
LOC126520	0.359
MAGEB1	-0.8735
LCE2A	-0.3595
C18orf34	1.9615
FMNL2	-1.981
KRT85	0.42325
CRYGA	0.246
GEM	1.29525
THAP6	1.4699
ALKBH3	-0.316333333333333
TM6SF2	-0.08625
C20orf82	2.81225
RANBP2	0.200333333333333
LIG3	1.5542
RETSAT	0.9715
OR8S1	1.066
CAST	-0.86025
TGFBI	-1.5273
C15orf37	-0.443875
PGM3	-0.7555
SLC4A11	-1.326125
FAM123C	0.535666666666667
TAOK1	1.65975
CISH	0.618125
OGDHL	-2.932
SPINT2	2.80833333333333
ZNF33A	-0.445
CLDN18	-0.122833333333333
RNF128	2.65425
CCDC71	-0.75875
RASSF6	1.98383333333333
HSPG2	0.196
ATP6V0E1	1.913125
ABHD6	-0.88875
CD274	0.5925
GCNT1	2.327
NT5C1A	-0.268666666666667
TM4SF5	-4.11975
C21orf58	-1.7495
SUCLA2	-0.26825
RFTN2	2.9415
SCNM1	0.829625
SLC9A10	0.2075
FUNDC1	0.6155
SLC35F4	-2.16175
AMD1	-0.4
COL6A6	3.16525
OR4K2	0.3275
TRIB2	-0.526583333333333
LOC91461	-3.193
GHSR	0.6085
ATP8B1	0.9435
C1orf78	1.24783333333333
RNF183	-2.048
STX4	0.0681
TPPP2	-0.41
MYBPHL	-2.399
TXNDC6	-0.1461
C9orf47	2.4375
FAM137B	-0.2625
FANCB	-1.05025
C11orf9	-2.08225
DPY19L1	-1.102625
VDAC2	-0.331
VHL	-0.55125
LMBR1	-0.107625
C8orf44	-0.023
ZPBP	-0.424
FGF23	-0.8125
C21orf67	1.4955
PCNT	-0.1655
BCKDHB	-0.349
GALNTL5	-0.28925
BET1	0.283125
ARL13A	-0.512
HDAC6	-0.890875
N4BP3	1.85333333333333
OTOP1	0.489
TTC30A	2.299125
CRISP1	0.448
KRT32	1.4005
VSTM1	0.2385
ZNF622	0.24075
POLR3B	-0.1692
DNAJC10	0.175
C12orf54	1.3445
ADIPOQ	0.693333333333333
RIT2	-0.36025
CD44	-1.8159
ABCA3	1.489
RPS17	-1.6005
FEZF1	0.7965
PCDHB15	-0.61875
KCNMA1	0.527590909090909
CCDC116	-2.8915
C15orf27	-1.7565
NARG2	-1.053875
ITGA5	-1.661125
MEFV	0.5995
TUT1	0.39475
LOC541473	-0.138
NMBR	-0.0165
GLT1D1	-3.14633333333333
ABCB7	-0.677
PFKP	-2.92254545454545
C9orf91	0.8891
LRRC41	0.2235
C1orf85	1.1975
ATP5F1	-0.076
STOX1	1.4985
GFOD2	-0.13225
SLC25A3	-0.173625
ZNF646	0.6813
ZAR1	-0.9855
OSTbeta	-3.27825
GALNT3	1.12625
IFT122	0.8765
LDB3	0.5482
GARNL1	0.660857142857143
HOMEZ	0.638333333333333
LRRC6	2.9955
ANGPTL5	-1.90825
UBAC1	-0.8985
DLEU7	-0.257
RPL19	0.286875
TOP1MT	-1.0315
LOC643641	-0.3555
MBD3L2	0.9965
NTSR1	-0.0376666666666667
WISP2	-2.65275
GPSM2	-0.994125
RDH10	1.005
PRKCG	-0.2675
HIST1H4J	1.7435
MON1B	-0.2441
MLF1IP	0.298
ZNF446	0.799625
COL4A5	-0.9264
SLC26A1	0.101071428571429
RGN	-2.465625
CCNB1	-1.74075
C9orf165	1.94
CCDC28B	-1.5675
CCDC97	1.13175
FGR	1.1655
MSRB3	0.5242
EPN2	-0.62275
COX15	-0.168
KCNK6	-0.6243
XK	0.17525
GDA	-4.892875
HEPH	-1.807125
THRAP3	1.1545
MET	-2.2855
PHYHIP	-0.4485
LYAR	-0.930333333333333
ING3	-0.4625
AK7	-0.6715
CCT8L2	-0.177125
COPS7A	0.308666666666667
WSCD1	-0.247
RNF185	1.568875
TNS3	0.2755
KNDC1	-0.516
RWDD4A	0.996666666666667
MED13L	1.4014
ZFYVE1	0.507125
C7orf44	0.255166666666667
MRPL1	-0.1705
STGC3	-2.0625
TEAD1	-0.409333333333333
RPL7A	-0.707428571428571
ARL6IP1	1.7004
C1orf178	-1.2385
CTAGE5	0.598
TMEM184A	-0.635833333333333
SLC25A14	0.14825
CACNG5	-0.15125
ATXN10	0.9433
ECH1	0.3846
CCL22	0.10325
CYP2F1	-1.71
GADL1	0.552
TMEM19	-0.7789
RUNX3	-0.0315
EFNB1	-0.452166666666667
LIPN	-0.3985
ACSM3	-5.027
SIGLEC8	2.00816666666667
ASCC3L1	-0.3965
NOL8	0.03375
RELT	-1.71433333333333
Magmas	0.4005
PPP1R15B	0.8626
C11orf2	1.06975
VKORC1	-0.0275
MGC26647	0.865
TRPM6	0.238833333333333
UGT2B7	-4.8745
FEV	0.1255
FOXK2	-0.056
PDCD5	-0.3155
SLC8A1	2.5618
DGUOK	-1.18066666666667
CLDN16	-0.262
GAGE1	-1.4065
RBM17	-0.1269
C1QTNF3	-0.404
VGLL3	-0.486
UNQ5830	0.421
CD1A	-3.28
SCGB1C1	0.0345
SUPT4H1	1.4015
TRAF5	-0.62175
ASAHL	0.452
FAM73A	2.103
OR6B1	0.444
WHSC1	-1.6041
GFPT2	-0.829
LOC339809	-0.0675
STARD5	-0.699833333333333
SIP1	-0.80675
DNAJC15	-2.42425
STAU2	1.18875
FAM98A	-0.016625
RAD23B	0.14025
LRRC33	-1.17125
CHRAC1	0.123
C21orf89	0.37775
C19orf43	0.328666666666667
KLK8	-1.738
CCNE1	-1.5885
PKDREJ	0.514166666666667
SSU72	0.44525
C17orf73	0.1725
GPR78	0.2905
WHSC1L1	1.6714
GSTA2	-2.83175
SMUG1	0.914
UFM1	0.9528
AP3M2	1.07091666666667
USP14	0.285125
FBXL14	1.079
DSTN	2.11
SFRS14	-0.84825
FBXO31	-1.01616666666667
C12orf40	0.291
FRS2	1.0115
NR2E3	-0.4885
TUBB2C	-0.68475
GMPR	0.348333333333333
C9orf139	-0.2205
ING5	-0.892357142857143
LOC730092	-0.42
ORM1	-4.9605
RP11-11C5.2	-0.9465
HSPD1	-0.2437
PIWIL3	-0.00575000000000001
C5orf13	-1.0222
OR5R1	0.632
LCOR	0.45975
PLEKHA9	-1.745
CCDC43	0.98425
ZNF232	2.1785
SLC6A7	0.082
ADH5	0.479583333333333
SHBG	-1.46533333333333
CROCCL2	-0.53075
PANX3	-0.041
CDIPT	1.367
SLC16A5	1.5005
TUBB	-0.5560625
TOR3A	0.1976
PREP	-0.6625
ENTPD8	-0.0649285714285714
CHMP1B	1.04275
SYT12	1.0735
MYH6	-2.0135
MAP3K13	1.053
KLHL30	0.197333333333333
LCMT1	1.024375
EIF1AX	0.37425
FOXD4L1	-0.2445
SLC24A5	-0.8725
RNF166	-1.0756
TJAP1	-0.0305
TMEM156	-1.2545
ZNF239	1.28225
SNX19	0.3135
GKN1	0.232
FCN1	0.2134
C1QL1	-0.43925
ATP11C	-0.87475
ZNF35	-0.46075
CARD8	1.83375
LIMD1	-1.16083333333333
KIAA0286	-0.061125
XRN2	-0.076
CD6	-0.964333333333333
TOX3	1.0435
ZSCAN4	-1.07116666666667
RSRC1	-0.405375
COG1	0.99475
PTRF	-0.4813
C16orf35	-0.25925
FBXO24	0.60225
CHST11	-0.98275
THRB	0.6973
MYBPC1	0.17125
RNF39	1.51733333333333
PSMD11	0.386
ALAD	0.783166666666667
EN1	-0.692
SLC9A9	0.02475
GSTM4	0.5702
CDC42BPA	-1.17315789473684
RCSD1	-0.8855
LUC7L2	-1.0118
SPTBN1	-0.1259
LOC146167	0.204
BAT5	1.4111
ZNF452	-0.065375
LSM4	-0.237125
SRP72	0.6314
SGK269	-0.774666666666667
MTX1	0.7525
CENTA1	-0.27875
UNQ9433	-1.087
ATR	-0.30525
DDX49	0.17
PAQR8	-1.62933333333333
C14orf174	-0.2545
GBGT1	-0.398
THAP1	1.175
OR10K1	0.617
RASIP1	-1.67633333333333
DPYD	-0.5723
DOHH	0.431
C18orf45	1.461
POF1B	1.9671
ZNF552	4.0755
USP32	0.2975
MED27	-0.638333333333333
C14orf149	-1.25916666666667
PRDX4	-0.669166666666667
ABHD12	1.3789
AGT	-5.61525
SLC22A14	-0.10925
C1orf58	0.527
PILRA	-1.714
ABCF2	-1.4975
C17orf85	-0.4654
TKTL1	-1.41025
FGF1	1.68345
IL6R	0.255
VPS25	1.028
CHRNB2	0.32575
COL7A1	-2.9609
LRRC48	2.01633333333333
SPG20	-0.664166666666667
COX10	-0.4275
GCA	-1.36175
ECEL1	-0.946333333333333
GLG1	-0.5365
SRD5A2L2	-0.121
MUTYH	-1.166125
ZNF70	0.2345
L2HGDH	-0.281
GPATCH2	0.09625
ZNF655	0.107375
ZNF227	0.135166666666667
MCOLN2	-0.153
NQO2	-1.771
KCNQ5	0.3535
NEU1	2.07483333333333
QRICH1	-0.4505
ZBTB20	-0.538333333333333
RPUSD3	0.19825
EPGN	-1.60716666666667
TSN	-0.2265
SPRY2	-2.33416666666667
LZTFL1	-0.085375
GMFB	0.444875
PBEF1	-1.8156
HBG2	-2.08625
TMEM8	-0.1035
PALM2-AKAP2	-0.198666666666667
NFYA	1.0455
FAM108A1	1.199
PBLD	0.187625
NRG4	-2.60825
PIGF	0.3415
PTGER1	-0.32275
NOS2A	0.554833333333333
C21orf34	-0.3245
C21orf51	0.790666666666667
IL17C	0.1045
TRMT6	0.143166666666667
ETV2	0.323333333333333
CCDC109A	-0.35025
MYLK2	-1.97
ATP10A	-0.569888888888889
DPH4	0.00525
C5orf5	-0.2075
KCNA4	-0.2085
NMNAT2	-1.05
GLYATL2	-0.117
LSMD1	2.321
IL23R	-2.132
NRF1	0.07325
MUC15	-1.6415
PRDM12	-1.542
PAQR4	-0.5895
RBBP6	-1.043125
IFI27	2.2565
SKAP2	-0.103833333333333
TAGAP	1.43675
TJP3	1.5855
C9orf61	2.7005
IDS	-0.274357142857143
PARG	0.3365
LOC131149	-0.2755
DYRK4	0.0636666666666667
MICALL1	-0.14525
GALR2	0.641
GPBP1L1	-0.056625
TBX21	1.8135
KCNJ6	0.778333333333333
GGN	-0.4475
CASP5	-0.594
RNF182	-4.94075
BRD4	0.58025
DOK4	-1.174875
SLC46A2	-0.2725
SOX9	0.0705833333333333
ZNRD1	0.0728333333333333
PRR6	-0.57725
FAU	0.6205
DTNB	-0.3355
CARD9	-0.95225
STS-1	-1.65583333333333
SLC4A5	-0.17625
NSBP1	-2.4375
UGCGL2	-0.69975
POTE15	0.4635
NOXA1	-0.579
RP13-347D8.3	0.17925
SAMD10	-0.00633333333333333
EP400NL	-0.264
TCF21	-0.06925
AMELX	-0.135
JPH2	0.2021
SLA	0.90225
DLST	-1.13383333333333
SEPT12	2.02675
RGS20	-1.41625
LXN	0.934
ZNF419	0.87875
UPK3B	-0.4155
RELL1	1.55625
ESPNL	-1.3515
KLHL21	-0.450125
PI15	-0.083
C2orf61	0.0595
LOC407835	-0.307666666666667
RER1	0.21075
ELAVL2	0.83
MGC26718	-1.069
KLF2	2.57525
TNFAIP8L3	0.910416666666667
TFE3	0.1745
C11orf17	0.368625
15E1.2	-0.664
SNRPC	0.1475
DLGAP1	-0.676
PGLYRP1	0.026625
OVCH2	0.1245
IRF7	1.0998
SET	-0.3426
NAB2	-0.890166666666667
LRP5L	-2.179
FAM120A	0.959
ASCL2	-0.404833333333333
SHH	-0.1605
ATP5H	0.769
THPO	-0.4425
TYRP1	-5.016
HIST1H3E	0.505833333333333
EIF2S1	-0.264444444444444
TNFRSF17	-3.4294
TARSL2	-0.258
NKX2-8	-0.384125
C1orf115	-0.428625
LOC56964	0.1765
KIAA0841	0.04875
ISCU	0.1785
TTMA	0.3295
ZNF414	0.455
LOC441150	0.77075
RAB15	1.353
HBP1	0.724166666666667
TNNT2	-1.439
CECR5	-0.25475
PHGDH	-4.501125
JRK	0.6736
XPO4	-1.32675
FAM131C	0.077
ARHGAP25	0.8075
CA9	-3.74666666666667
GPR62	0.0223333333333333
TLX1	0.0383333333333333
GPS1	0.68575
OR2M2	0.2255
BDP1	1.134
FAM70B	-0.345
RPS29	-0.0824166666666667
MKLN1	-1.0651
TSPAN19	-1.8405
SLC29A3	1.1158
LGALS4	-0.484
USH2A	-0.229833333333333
NF1	0.381833333333333
APOBEC3A	0.642833333333333
IMPAD1	1.11166666666667
OLR1	2.4505
NRAP	0.0775
HCFC1R1	0.318166666666667
TAOK2	0.421
MCM10	-1.98933333333333
MAP4K3	0.0744166666666666
CBS	-2.228625
CLK3	-1.3172
PCDHGA5	1.04
ELF4	-0.354875
FAM71A	-0.2535
C11orf49	0.5395
CLIP2	-0.80225
BTBD9	1.4351
ZNF524	1.28025
KDELR1	0.536166666666667
ZNF509	0.511
NCSTN	1.538
ZNF533	0.405714285714286
PARP4	-1.10375
GALNT9	-0.240833333333333
NPY	-2.56375
BEGAIN	-3.08216666666667
TMEM77	0.0931666666666666
FOXRED1	-1.64033333333333
SLC16A2	3.2945
SLC35B1	0.67075
GK5	-0.13325
SDCCAG10	-0.26225
C4orf20	1.072
SLC9A2	0.29725
ADD1	1.05907142857143
TAL2	-1.4035
ACLY	0.5725
DNAJC1	1.693
SOST	-1.72
USP43	0.699833333333333
CYP4F12	-1.1635
FKBP5	0.151375
CHCHD5	0.7116
NUDT22	0.53775
CCDC85B	-0.15475
OR51G2	0.5025
STRN3	0.726142857142857
TMOD2	1.3955
FLI1	0.18725
MAB21L2	0.323333333333333
DGKQ	0.1785
VPRBP	-0.371666666666667
SCNN1B	2.1766
ECHDC3	2.3673
TMEM106C	1.65725
CSNK2A2	-0.9585
RPL39	-0.7862
HERC3	0.7038
ZBTB47	0.483833333333333
ZNF681	0.24725
PAGE2	-3.02025
CLIC5	2.03371428571429
RABAC1	1.08375
ZFHX2	1.451
YPEL1	0.958166666666667
KIAA0776	0.47975
NR1D2	0.77575
DNAJC4	0.589375
NPNT	4.5465
ZNF677	0.602
ZNF536	-0.3785
MEF2B	-0.0320833333333333
PTPN4	0.066875
CTCFL	-4.86
STX5	0.773666666666667
CD72	1.25725
VEGFA	-0.891263157894737
XRCC1	-0.267
MAS1L	0.393333333333333
ELL	0.0433
SETBP1	0.43475
CDH11	2.83016666666667
NDC80	-1.45184615384615
DMBX1	-1.21925
NRSN1	0.2145
BAT2D1	0.312375
CDS2	1.575
C1orf212	0.0925
SENP3	-1.143375
IL1F9	0.2895
EEF2K	-0.4625
COG8	0.28775
CEP72	-1.63725
OR1L8	-0.13
MUS81	-0.504333333333333
PHYH	-0.071
GGT6	0.103166666666667
C22orf23	0.574416666666667
C13orf33	1.87025
MAPK8IP2	2.07625
NELL2	-0.0355
POU3F2	-2.65366666666667
ALPK1	1.05475
MRPS18C	0.39475
RPLP2	0.180375
FGF22	0.6185
SPNS1	0.596833333333333
ZFP1	-0.417
IL1RAPL1	-1.55375
PCSK9	-3.4025
NKX2-1	0.0199285714285714
C6orf189	2.72
SP4	0.777
SLC11A1	0.9738
C21orf25	1.01416666666667
ICAM2	-0.437125
SH3GL1	-0.449
GSK3B	-0.257833333333333
RALB	0.084625
PDXP	-1.50833333333333
GNGT1	-3.022
KIR2DL1	0.637
TNFAIP3	-0.59025
C6orf32	-0.3399
CBLN2	4.279
PANK3	2.351375
TAAR9	-0.224
WDR82	0.0748571428571429
APOM	-4.535125
TRIP10	-0.092
SPATA16	0.283166666666667
C1orf135	-2.92775
USP51	2.32525
TESK1	0.422
C11orf64	-0.008125
ZNF611	0.4545
PDE6G	0.057
HLA-DQA1	3.488625
GCLC	-0.697375
SEC61A1	0.247
TWSG1	0.149916666666667
ZMYND10	1.22425
CTDP1	0.304125
ADAMTS6	-1.08583333333333
SLIT1	2.0255
KRT86	-1.149
KIAA0574	-0.938
GTPBP2	-0.8228
PQLC3	0.95925
PRRX2	1.02116666666667
C15orf44	-0.208833333333333
MKKS	0.421625
C11orf10	0.025
GPR110	-0.4435
CD109	-1.27675
ADCY1	-0.373833333333333
RHBG	-0.93325
TP53I3	-1.10225
SLC22A3	-2.0618
UCP2	0.36275
FOXG1	-2.30066666666667
OR2AG1	0.06
TRIM24	-1.39725
PROC	-3.721625
TAAR6	0.178333333333333
AMTN	-1.909
C10orf47	-0.999333333333333
DEPDC1	-1.16275
FLJ45557	2.8175
ZDHHC17	0.529625
KIAA1429	1.93966666666667
KCNH1	0.53
VNN3	-0.27425
PSMAL	1.752
PPARD	0.468375
HFM1	-1.257
YBX1	-1.43583333333333
ZNF695	-1.4825
SCTR	-0.0606666666666667
DCDC1	0.2275
VPS26B	-0.2345
MTF2	-1.36466666666667
ATP6V1F	-0.39375
CCDC94	0.14775
PERF15	-0.4185
CCL11	0.6875
LMO7	-1.6175
DCST1	0.802
ADRBK1	0.13175
CDRT4	-0.78525
ZNF84	-0.7315
HOXD8	2.6315
STARD8	-0.478166666666667
FOXP2	0.015375
CCDC103	0.55225
POLR3A	-0.2885
GSC	0.358666666666667
ZNF114	-0.583833333333333
HTR7P	1.9605
LALBA	0.146
RMND5A	-0.172666666666667
PSCD2	0.725
ZNF409	0.421
KRTAP1-3	0.0348333333333333
MAF1	0.76025
LOC201725	0.318333333333333
NRN1	-2.67725
SPAG5	-1.92966666666667
DNAH7	0.528666666666667
FLJ43860	0.2835
BRCA2	-0.8075
ACADM	-0.559375
CXXC6	-2.896625
RAGE	-2.01075
CHMP2A	0.9745
FAM8A1	1.624
GPR21	0.521
SLC12A3	-2.847
FVT1	1.08471428571429
ZDHHC7	-0.076375
FLJ44048	0.31225
SLC44A3	1.03316666666667
SDSL	-0.5135
MMP8	-1.59625
PLA2G12B	-3.45183333333333
ACY1	-0.8525
MT1E	0.4475
OR4K15	0.1695
TECTB	-0.3965
GPR20	0.013
IRAK2	-0.26125
RFPL3	-0.242375
MYO9A	-0.99525
NARG1L	-0.585666666666667
BLMH	-0.04425
CCDC3	1.82
C9orf21	-0.851166666666667
KIAA0513	0.0623333333333333
MIER2	0.16325
PNMA2	-1.73783333333333
SH3BP2	0.3803
ANXA10	-1.68433333333333
RTN2	1.49716666666667
TFB1M	-1.555
PRPH2	2.8735
C14orf133	0.7735
GOLGB1	1.13816666666667
IRX4	0.065125
NFKBIL1	0.704166666666667
C10orf62	-0.30825
APBB3	-1.45325
RPS10	0.2674
LOC728378	0.29125
TLE3	1.55105555555556
PSMB7	-0.763625
MESDC1	-0.5355
SLC6A1	0.889
OCLN	3.32908333333333
PTTG3	-2.17883333333333
NAGLU	0.9815
SERTAD4	2.38325
SPRY1	1.49525
FLJ10781	-0.76575
MYSM1	-0.31325
TRIM4	0.968785714285714
SH3YL1	0.69925
TREM2	3.883
SERPINI1	5.6915
HDHD3	0.44625
TMEM38A	1.26225
EID2B	0.559
TDRD3	-0.4195
SEDLP	1.19025
THSD7A	1.52816666666667
NDST3	-2.0225
KLHL15	-0.0881666666666667
DHRS12	1.62
FBXO9	-1.19342857142857
TNPO1	0.03
MRPL13	0.8635
SNX5	-1.80433333333333
METTL6	0.42
SOD1	0.1625
CHML	-1.96133333333333
PACS1	1.21475
SIRT5	0.5458
CAPN2	-1.96433333333333
FXYD5	-1.57516666666667
TWISTNB	0.11175
LRFN1	0.438666666666667
UBE1L	-0.327125
UBE1C	-0.39125
OR51B2	-0.67825
OR4D11	1.19
C15orf2	-0.2615
NR4A1	1.36866666666667
LOC339047	-2.9065
TRIM17	0.743
ATP5G3	-0.394642857142857
RPL15	-0.02275
ADAMTS8	-0.5715
HOXC4	-0.615
C14orf37	2.3265
CEACAM5	-2.216625
MYT1L	-0.188333333333333
RASA2	-0.1235
OSBPL7	-1.3595
STAG1	0.2885
GIMAP4	4.37683333333333
FUT3	-1.41116666666667
PIF1	-3.255375
LPIN2	0.8535
SH3PX3	0.856
PDP2	-0.33775
PAPD1	-0.411375
ERP27	1.657
APOOL	-0.1632
DIABLO	0.41175
TRHR	-0.026125
ARMC9	-0.0125
RNF152	4.12125
SLITRK3	2.39633333333333
ZNF211	0.3312
PFDN1	0.63325
RGS11	0.71275
HS6ST1	0.9435
AKR1D1	-1.065
TNP2	0.2145
STK31	0.0528333333333333
EML4	-1.61508333333333
SGTA	-0.0385
HIST1H2BI	0.7335
PSMD6	-1.76933333333333
KIAA1257	2.759
C18orf55	0.488666666666667
FLJ20273	3.348625
RPL28	-0.923833333333333
EPYC	1.12275
NOX3	-0.0915
ELAC1	0.206833333333333
METT11D1	-0.64875
BIN2	-0.846166666666667
NACA2	-0.08475
CCDC17	-1.9905
HM13	0.1628
UBOX5	-0.12925
UBE2O	-0.01775
UBL5	0.89375
APOLD1	0.89125
C9orf31	0.494
TNFSF8	0.431
ARHGAP29	0.609125
PROKR2	0.4835
PDE5A	0.95
C6orf12	0.5295
TOM1L1	1.3575
WHDC1	-0.50575
FOXI1	1.392
RAB4A	0.7843
TMEM39B	-0.81
ATPBD1C	0.33225
FARSA	-0.117333333333333
PLEKHG5	-0.91175
CMAS	-0.195333333333333
OR7E24	0.0055
SLC30A1	0.383
CDC42EP5	0.642666666666667
PLAC1	-1.469
KLHL18	-0.899083333333333
LBA1	1.022
TAZ	-1.005
CRIP2	1.066
BTBD11	-0.7965
C16orf72	0.8745
DIO2	0.0815
LRRCC1	1.45916666666667
CCDC136	-2.126
PRX	-0.542375
RBM5	-1.2196
TMEM85	0.074875
TUBGCP4	-1.63116666666667
APLN	1.124875
CDK7	0.410166666666667
SSR2	0.994583333333333
CRELD1	0.38725
C19orf46	2.64475
GAL3ST4	0.468333333333333
KBTBD10	0.1825
IL28A	0.449
WDR27	-1.5185
MCM2	-0.816833333333333
SOX14	-0.4735
FLJ39743	-0.029
KIAA0922	1.06675
HIPK4	0.455
FLJ25758	-0.5225
C16orf57	-1.44025
PDZD2	-0.0505
MCC	0.4565
HHLA3	-0.123
ID2	0.89925
C20orf23	4.2885
ZNF688	1.53825
APOC2	-2.1055
LOC440093	1.15325
FAM50B	-0.753333333333333
PWP1	-0.282
DNAH10	0.21375
HIST1H2BA	-0.289
GPR56	-0.817666666666667
METAP2	0.04475
PAN3	0.0581666666666667
STXBP4	1.26
PDHX	0.981
MTA1	-0.771
ZBED4	0.03375
ZNF720	1.1985
CDK2	-1.89025
RHOJ	0.766375
CDC37	-0.5295
ZER1	0.453
GRK4	0.668
PRPH	1.928
POLR2A	-0.619625
OGFOD1	-1.43225
NOL5A	-0.63925
PHEX	1.549
FLJ16478	0.08375
C20orf117	-0.9545
CAMTA2	0.9015
C11orf74	1.69583333333333
DDX17	0.476416666666667
C5orf27	-0.223875
PLEKHA2	-1.5416
PDE4DIP	-2.5389
SCN7A	0.29275
ZNF559	-0.146166666666667
CXCL10	3.3345
ZMYM4	-0.2355
STK32B	2.61793333333333
KIAA0888	-0.4391
TACR3	0.709
CKAP2L	-0.41175
KIF1A	-0.894
RSPRY1	0.35575
VCAN	0.67275
CYP27C1	-0.18
SYDE1	-1.746
MED12L	-0.346666666666667
ZDHHC21	1.759625
NHS	1.472
TM9SF3	1.22816666666667
DDHD1	-0.0695
MAFG	-0.231583333333333
BICD2	-1.056
C14orf119	-0.142166666666667
C14orf43	0.993928571428571
CDH7	-0.979
ALKBH5	-0.827071428571428
JUP	1.712375
TMEM41A	0.524166666666667
MAMDC4	-2.148
CBX3	0.234875
LRRC18	-0.1235
RBMXL2	-0.56675
PLA2G4D	0.809666666666667
FGF13	-1.979
KIF3A	1.99983333333333
PDIA6	-0.58075
DCXR	1.4795
CASKIN2	1.1665
EHD1	0.4815
MARCKSL1	0.984166666666667
