Hybridization REF	TCGA-BH-A0E0-01A-11R-A056-07
SEMA3F	1.4005
NDUFB2	0.678333333333333
LOC253012	-0.931
FAM46C	-2.3154
G6PC	-2.13742857142857
CSAG3A	-4.254
PREX1	0.7005
SLC25A45	-0.09075
MAPKBP1	0.9725
CPE	-0.654
GNB1	-0.33375
CXCR6	1.1245
TRIM46	0.33975
C16orf3	0.881166666666667
HPSE	-0.35325
TIGD3	0.521
SPG3A	2.31525
LCAT	-1.6025
ST6GAL1	-0.759833333333333
POMC	3.3495
FLJ36031	-0.448
NSMAF	-0.6285
SKIL	0.221
ADSS	-0.7665
HMGCS1	-0.6593
POLR3F	0.085
RAB10	0.91125
ZNF277P	-0.640375
ZBTB7B	2.106625
DHRS1	0.24225
ABCC13	1.113375
CNOT3	1.0185
NFKBIA	1.16125
GAK	0.2285
SFT2D2	2.41116666666667
HOXA6	-0.46
CRTC1	0.992
LY6D	2.89916666666667
C20orf72	-0.816833333333333
CPT1A	-0.62775
LMO1	-0.0225
EIF3I	0.11025
PRB4	1.15275
MCM3APAS	-1.42025
C20orf132	-1.0806
FOXF2	-4.012
S100A12	3.32175
MLH1	-1.877
ACTN1	0.4875
MRPL36	-0.756666666666667
C20orf106	-0.80375
FBXO6	2.24933333333333
MKS1	-0.7045
CX3CR1	-3.653375
PDE1B	0.405
PLP1	-3.44025
KISS1	0.00166666666666667
C14orf2	0.388
TBC1D3P2	-0.59575
COMMD6	0.7277
ANKRD7	-0.47925
PTCHD1	3.25225
NARS2	0.38475
DOCK7	-0.05125
FAM127B	0.561625
LOC390243	0.268
N6AMT2	0.092
ZNF391	-1.4165
DNAJB14	-0.486333333333333
WRB	0.153625
BPI	4.08258333333333
TTC4	-0.360166666666667
FAM10A5	-0.24625
GOT1L1	0.879333333333333
MAGED1	-0.1705
RESP18	-0.1365
WFDC6	0.16325
MT2A	-3.0325
C11orf56	0.49525
KIAA1432	1.4205
ROR1	0.1675
HSD17B14	3.08266666666667
ZFAND2B	0.466125
SAMD4B	1.117
HEXA	-0.3615
HNRNPU	0.05
USP39	0.48675
NRD1	0.5095
R3HDML	0.0725
FLT4	0.412166666666667
OMG	0.3224
OR52N4	0.7375
LOC399818	-0.1185
ELA2	-2.08625
VENTXP1	0.874
RFC5	-1.5405
OR52L1	-0.67
PAX5	0.579
FBXO2	1.03425
GMEB1	0.9785
AKT3	1.658
CRB1	1.30683333333333
CTTN	0.687833333333333
UTP15	-0.817166666666667
HSBP1	-0.477416666666667
PHF11	0.77175
NDEL1	0.159166666666667
USP8	-0.307
BAIAP2	0.5765625
SI	1.4764
ARSJ	-3.84583333333333
BAAT	-2.8775
KCNS3	1.22683333333333
LOC126147	-0.346
TMEM37	-0.1995
C1orf162	3.01
MBD1	0.1185
ITGAL	-0.217833333333333
WDR73	-0.722
GKN2	0.4458
ARFGAP1	-0.57075
SLC5A8	-0.991
ZBTB40	0.0134
CYP4B1	-0.0465
LYPLAL1	0.22825
CHST3	-0.2355
MAP3K9	0.719
BTAF1	-0.908166666666667
TFAP2E	-0.3915
RBM35B	1.50025
LOC441251	0.0336666666666667
ANKRD25	-2.18838888888889
UQCRC2	-0.421
MAEA	0.236416666666667
HYAL1	-2.8286
RNPEPL1	0.510833333333333
CPSF2	-1.012
PSD3	-1.913
ABCA13	0.60725
AGR2	-2.44925
GBX1	-1.254
HDLBP	1.42671428571429
ACY3	-0.88525
HECW1	-1.5685
ZNF519	-1.33825
HOPX	3.964625
ZNF304	0.553625
OR12D3	-0.1415
FKSG43	0.46475
METTL1	-0.182875
MFSD3	0.3383
PSPH	0.5535
CLCA3	1.198
DARS2	0.614833333333333
CDC25A	-1.28716666666667
BAIAP2L1	1.236
B3GNT5	3.67825
USP29	-0.4145
ARHGEF10L	1.9899
ATOX1	-0.461
ADAM30	0.131
DNASE1	-0.548
STT3A	0.360666666666667
RAB6IP1	-1.68275
PTN	-1.058
C1orf106	2.74253846153846
HECA	2.07275
RNF122	1.01925
SLC22A18AS	0.142833333333333
GNG8	0.376833333333333
ELP4	-0.49425
FAM65A	-0.0655
RPL10A	-0.165666666666667
IRS4	0.411
MACF1	0.2352
SEC24D	-1.932
LOC374395	0.705
TGFB2	2.24125
MDFIC	-0.011875
CHRNE	1.527
PCMTD2	-0.427666666666667
ATP6V0D1	0.415833333333333
MTA2	0.99
LZTR1	-0.639666666666667
RAP1A	-0.156833333333333
AXIN1	-0.14625
POLR1C	-0.205
TRIO	-0.688916666666667
PLXNA4A	-1.07775
C5orf33	-0.745
DEPDC1B	-2.50875
ZNF473	0.817333333333333
MTM1	1.01925
GPR107	0.1215
CSNK1A1L	-0.267833333333333
FLJ14154	-0.5525
NLRC4	3.15375
ENPP4	3.173
PADI3	0.852
RNF170	-0.316
CG018	-1.08666666666667
C16orf7	0.6375
KCNE1	-1.598
NRM	-1.05166666666667
SLC37A3	0.00928571428571427
TPD52L2	0.027
UNC5B	1.1435
C12orf12	-0.3836
SDHB	-1.0175
CLRN1	-0.18
NUDT10	-3.855
UGT3A1	-0.198571428571429
FBXW8	-0.321
RHOF	0.49775
PTPLAD1	-0.332125
MYO3B	-1.687
DERA	0.02525
TPP2	0.2825
C19orf53	-0.190333333333333
GINS3	-1.813
ST6GALNAC5	-2.097
CHSY1	-0.92325
MGC15705	-1.047
GPR83	0.415166666666667
EXT2	0.822375
DOLK	0.33875
TUBAL3	0.408
ACVRL1	1.3713
ABL2	0.95125
C14orf156	-1.35
PTPRZ1	-4.852
DIP2C	0.49875
LAMP1	1.717375
RXRA	1.6805
MAP3K5	1.09875
ALKBH1	-0.397833333333333
PDLIM7	-0.65775
ARL14	-1.1925
SNIP1	-0.230833333333333
TIMP3	-0.989166666666667
RGS3	0.104666666666667
SPAG16	-0.5007
ABHD4	-0.77675
ARHGEF12	-0.116583333333333
GLUD2	-1.2555
RAC2	-1.562
UAP1L1	-1.416
SLC18A3	1.212
YOD1	0.1545
RALY	0.23375
HMOX2	0.65575
DGKH	0.16275
DBNDD2	-0.747166666666667
YIPF4	1.02825
THAP10	-1.741
ZNF513	1.44275
HAGHL	-1.4965
ITGB4	-1.38566666666667
CCDC141	-2.704
YTHDF3	0.3675
C5orf28	-0.50025
RPL7L1	-0.456125
TMEM30B	0.775071428571429
ANKRD35	5.704
DUOXA2	0.04975
TBC1D5	-1.14825
DFNB59	-1.5155
HRH4	0.6145
MYO6	0.9274
DNAJA4	2.514375
RBM24	-1.4755
CEACAM20	-0.129
RBM23	-0.686571428571429
NGFB	0.238
C1orf63	-1.4926
KRTAP7-1	0.1285
PERLD1	1.32325
NPB	0.5165
C17orf59	0.676
HSPBAP1	0.193
SLC15A4	-0.607875
PRTFDC1	-0.989
OSMR	-2.31092857142857
CYSLTR2	-1.682
C19orf25	0.456
KIAA1797	-0.021
NLRP6	-0.361
FAM105B	0.0395
SCRN2	-0.691833333333333
LRRC58	-0.0259
RNF17	0.3045
NEIL3	-1.565
FAM137A	-0.92075
SKP2	-2.4735
PARVA	0.299833333333333
PKLR	-1.3445
RNF34	-0.807
A3GALT2	0.29175
C12orf50	0.778166666666667
SUNC1	-2.10525
FAM102B	-0.827166666666667
CCT2	-1.3235
LRRC37A2	-0.9995
ARF4	-0.037
SIKE	0.100625
C8orf48	2.40183333333333
MBTPS1	-0.500642857142857
GPSN2	0.198
NCF2	3.1
SLC12A6	0.633333333333333
MRPL48	-0.417
HMGN3	-0.0198333333333333
LRRC62	-1.3955
PAX9	-2.005375
FAM55A	1.3375
C20orf42	-0.428666666666667
SCML2	-2.1864
BCL9	1.55625
FAM40A	-0.07075
C9orf41	-0.300666666666667
ZNF774	-0.2745
LETM1	0.14775
PLXNB1	-0.0743333333333333
NIPSNAP1	0.0485
USP10	-1.19325
F9	-0.204
LIPE	1.0735
CNGB3	-0.09
C12orf52	0.0805
PI4K2A	0.563
MED8	0.799
STAT4	0.2488
FGD4	-0.0808333333333334
RNF145	-2.46666666666667
WDR32	0.4677
CLDN2	0.469333333333333
TCEAL8	0.351
ZMYND8	-1.36288888888889
PDXK	0.31846875
GATAD2A	0.206
PTGES3	-0.795
CCM2	-0.1095
TAP1	-0.92875
ZNF670	-0.04425
ETS2	0.378571428571429
C6orf166	0.0731666666666667
PRMT2	-0.210785714285714
OR4B1	0.3515
INTS8	0.0385
CCDC102A	-0.62025
CCDC83	-2.5416
ITGA1	-0.8347
EPHA5	-1.7672
FAM24B	-0.680166666666667
TSGA10	0.389
HAL	-2.047
MYOT	-0.194
SPACA3	0.34575
BCL2L2	-0.538666666666667
CUGBP2	-1.5825
CCNB3	0.694
RNF113B	0.61575
MERTK	0.764
BAG1	0.0475
VPS36	1.3975
ORMDL3	0.2354
C1orf190	-0.8285
ZNF625	-0.969
CORO2B	-2.27375
ALOX15	1.599
CST1	0.728
NUPR1	2.222
CCL7	-0.12675
SMCR5	-2.4325
DSC2	3.493
RBMS2	0.542
GRIK4	1.353
TRIM65	-1.0759
TMPRSS6	-0.494071428571428
TP53INP2	-0.62825
GLB1L	-0.379
LOC388284	-0.168166666666667
PUS1	-0.665071428571429
BCL9L	0.6795
OLFM1	-0.241181818181818
RET	-2.471125
MASTL	-1.68633333333333
ALX3	1.055
IL1RL1	1.04316666666667
ZNF765	0.0683
C14orf138	-1.545
SNX10	0.0126666666666667
TAC4	-1.2145
C1orf64	-2.5775
POGK	1.91625
MAPK9	-0.9105
ZNF366	2.6265
C8orf79	2.5483
CLDN7	0.989875
OR5AT1	-2.3675
TRIM37	-3.45025
LRRC25	1.62625
GRHL2	2.2304
TEKT3	-0.13975
LASS5	-1.0105
ABCC4	-2.58908333333333
DLG3	1.053375
VGLL1	4.835375
ZFP36L2	2.446
MFRP	-0.3202
KIAA1799	-0.42875
FLJ44379	-0.429
PCNX	0.47225
ANXA9	2.1635
CYP4V2	-1.1362
PIK3C2A	-0.56525
SRR	-1.1555
NOL3	-1.04075
IFITM2	-1.4945
ARNTL2	1.306
ZNF595	-0.1695
NLRP13	1.4415
ASPH	-0.17875
CPA2	-0.0105
PVRIG	-1.283
LEPR	-2.342
C16orf42	0.288666666666667
SH3BGRL	0.63125
FAM77D	-1.251
FNDC7	0.7215
C9orf6	-0.443
NOTCH2NL	2.05233333333333
PGBD1	-0.6695
SYNGR2	-0.8205
PITPNA	0.02225
PRPF4B	-0.9203
SLC43A3	-2.23471428571429
NRBP1	0.67425
SLC25A22	0.54025
ILK	-0.52225
SLC22A8	1.35316666666667
MRPS7	-0.5075
PITX2	0.38925
FABP3	1.7875
OR1L1	0.443
LOC728215	-1.70771428571429
BLID	-2.248
KIAA1217	1.96647058823529
TFPT	0.60625
AP4B1	-0.1355
VBP1	-1.68125
OR1K1	0.242
MORC3	-0.188
BHMT2	-0.9975
C3orf10	0.165
FZD7	0.212666666666667
WFDC10A	0.3895
PMS2CL	0.055
CCDC32	0.1455
FA2H	4.8335
ALG13	-0.2625
TTLL7	1.1357
SPOCK3	-0.06625
SLC13A2	0.7135
AIM1	2.17375
GPRC6A	0.3815
EGR2	5.972
MED11	0.3255
WWC1	2.0945
SH3GL3	-1.1805
RIF1	-0.516428571428571
PRLH	-0.061
VLDLR	0.08
DBT	0.709625
C21orf63	-1.53875
CGGBP1	-0.93625
KRTAP12-2	0.1195
TADA3L	-1.187625
ZBTB16	1.0465
PDGFB	0.278375
RFX1	0.62625
UQCRB	0.2813
LOC133874	1.4355
HPS3	-3.01525
LGALS3BP	-0.8014
DKFZP564O0823	4.56785714285714
MRFAP1L1	-0.127
HOXA10	-1.67016666666667
NGB	0.3455
KIF21A	0.642538461538462
IFLTD1	0.732
LZTS1	0.03025
ARHGEF3	-1.01375
RHBDL3	-2.4165
CSNK1G2	0.273416666666667
ChGn	0.881125
KIAA1244	1.27033333333333
GABRB2	-0.127
MGC72080	1.018
CD27	3.93975
EGLN1	-0.9586
PEX13	2.1025
RWDD3	-0.26675
RNF12	0.273833333333333
GRIN2B	0.0905
ADAMTS14	-0.8305
DYDC2	2.0275
ATP6AP1	0.6161
NR1H2	0.274666666666667
PDK2	1.4615
C3orf17	0.0496666666666667
SLC38A2	-1.21271428571429
SLC25A29	-0.556333333333333
C15orf29	0.499
ADAM9	-1.35708333333333
TMUB2	-0.029125
GPR176	-0.882
AGK	-0.92275
MCCD1	0.54625
NDUFA4	0.2975
TMEM146	0.936
DUSP1	-0.313375
UNQ6975	1.2735
EMX2OS	3.11525
INSM2	-0.20975
LUZP4	-0.836
SETD6	-0.206
P2RY2	3.1585
SLC45A2	-1.2655
RABGAP1	-0.369
UBXD5	0.195125
GPRC5A	-3.3641
PAK3	4.03683333333333
LOC63920	-1.279
TGFBR1	-1.5368
KRTAP6-3	-0.34675
SFMBT2	-0.8495
CDC42	1.0150625
C11orf35	0.5195
TTLL2	-1.85866666666667
UACA	0.0356666666666667
CD97	-1.5437
SETD5	-0.33425
NINJ2	-1.38625
PTER	-0.998833333333333
POMGNT1	-0.24375
KRTAP4-2	-0.03
ECGF1	1.752
HRB	-0.408818181818182
ATP1B2	0.0738
LOC400506	-0.712
COL4A3BP	0.14725
C6orf97	-2.92875
GRHPR	0.17725
TAS2R1	1.127
SEMA7A	0.1695
EDF1	0.03475
ODF2L	1.0469
PCID2	-0.0685
GTF2H4	0.243166666666667
ZCCHC3	-0.320625
CGB2	-0.5215
NEUROD1	-0.473
C20orf75	0.0445
RP5-1054A22.3	4.3325
IFNA5	-0.1605
ZNF134	-0.657583333333333
MGC119295	-0.2514
ZSWIM6	-0.797125
SMEK1	0.099
PCGF2	-0.96425
C1orf102	1.56925
CYP2A13	2.231
KCNH6	-0.6346
MDM1	-1.0585
ALDH7A1	0.397166666666667
C9orf75	0.87825
VDAC3	-0.2795
OR51T1	0.6595
EIF3F	-0.147833333333333
KCNJ10	-0.347375
LENG8	0.5325
EDEM2	0.671416666666667
CCNJL	-0.945833333333333
DHX37	-0.5675
CRYGN	0.634
AATF	-0.06
ZNF630	1.58575
E2F5	0.6725
WFDC13	-1.21633333333333
FTSJ3	-1.08366666666667
C4orf33	-1.1865
LHFPL4	-3.11175
C19orf56	-0.465166666666667
SMAD4	-0.2695
AFM	0.7158
G0S2	-1.80775
FCHSD2	0.8482
RRP1B	-0.123
EEF1B2	-0.1495
STAT6	0.327666666666667
ZNF195	0.09125
GNL1	-0.8525
ZNRF2	1.07666666666667
PER3	-1.13528571428571
ASB16	0.88825
C10orf10	1.52692857142857
ADCY8	-2.3265
C9orf58	0.834166666666667
ARMC10	0.319166666666667
PSG1	-0.1175
DHX34	0.68525
VARS2	-0.115375
NFIC	-0.32925
ITPR2	-1.317
AGXT2	0.504666666666667
OR6K3	0.7465
H2AFZ	-0.9635
MLLT3	-0.0338333333333333
COX4I2	1.90675
CCNT2	-1.156
PLK4	-2.19975
NUMBL	0.129166666666667
MED16	0.048
PLEKHQ1	0.53225
GOSR1	0.0798888888888888
BTG4	0.4625
RPL30	0.99725
IGSF5	0.00100000000000001
IGFL2	0.127666666666667
ELMOD2	0.158666666666667
SHC3	-1.93516666666667
HAVCR1	-1.3215
DYNC2H1	-0.6345
RNF5	-0.511
C2orf7	0.4825
NLF1	2.354
KLHL25	1.462
LRP10	0.2784
KRI1	-0.07325
PUS7L	-0.692666666666667
MGMT	1.4795
HOXD1	-1.90516666666667
CSH1	0.5933
ATG16L2	-0.3975
FLJ44635	0.2835
CHODL	4.0755
EXOSC8	-2.102
SLC28A1	-0.2575
MYO7B	-1.6145
SEH1L	0.4723
MTNR1A	-0.0468333333333333
TSPAN5	-0.618333333333333
CDC45L	-3.0735
AMIGO1	0.5935
ATAD3A	-0.028125
OSGIN2	1.57016666666667
PDIK1L	0.298
DARC	2.651875
PIPSL	1.6755
SHMT1	-1.16
CRISP3	0.356
POPDC2	0.937666666666667
ZRANB2	-0.8195
FBXL8	1.34325
TRIP13	-1.80954545454545
EIF5AL1	-0.758
POU5F1P3	-4.68783333333333
IL6	-2.699
CXorf38	0.021
IFNA16	-0.434
FBXL2	-0.167
BRD1	0.809
STATH	-0.2205
FBXO44	1.1165
MCCC2	-0.3415
CDC2	-1.12
C5orf23	-1.89925
IVD	-0.584833333333333
C10orf122	-0.4945
MSL3L1	1.2214
MVP	-1.18925
EPOR	-1.6613
ZMYM1	0.335833333333333
BCL7C	0.479333333333333
PSTPIP2	-0.418
LYPD1	-1.0765
OR8G5	0.462
ZP3	0.0123333333333333
BCAS4	0.357
EDG6	2.55875
ISY1	-0.0775
PRAMEF2	-2.4185
CUL1	0.537125
RNF213	-0.3234
CCRK	0.056
DHX9	0.010875
C13orf29	-0.574
NCKAP1	1.28966666666667
MRPL43	0.800142857142857
XPR1	-0.39825
PKN2	1.032
PODNL1	-1.3605
ZNF333	-0.225125
DALRD3	0.282
OPN1SW	0.406
BTBD6	0.8075
C11orf82	-0.488
OR5P3	-0.461
DUSP11	0.367
L1CAM	-1.5184
NEK11	1.19183333333333
OR7E91P	3.912
CNTN3	0.8518
CREB3L2	0.4765
ZBTB37	1.7595
KIAA1324L	-0.72175
NDUFB10	-0.399
NUDT2	-0.0105
GTPBP8	-0.55925
CACNA1D	0.855625
PRKAA2	0.012
PRDM8	0.8585
MGC16075	-1.50925
KRT14	1.74314285714286
PP8961	1.137625
MRPL18	-0.2415
ABCG2	-2.76675
PACRG	2.03825
BBS2	-2.094
KREMEN2	-1.144
FBXO21	-0.2805
HNRPUL1	1.00991666666667
GRB10	-1.1335
CLSTN1	0.4455
LMAN2	-0.7429
C17orf61	0.448
NIPSNAP3A	0.143
INSIG2	-1.44366666666667
PCDHB7	-0.1104
STXBP2	-0.04275
CMAH	-0.0163333333333333
SEMA5B	-0.488
ZNF155	0.0566666666666666
COQ6	-0.375
PRPF4	-0.3415
TSPAN15	0.1172
VN1R5	0.12425
LATS2	-0.1405
SELK	0.007
PGK2	-0.73175
MS4A1	-0.60875
TYW3	-0.2965
KRTAP5-1	2.17775
RCCD1	-1.36433333333333
BTN1A1	0.32275
DDX28	0.26375
TMEM65	-0.0705
LOC92345	-0.1735
TTC31	-0.04
WDR46	-0.586
CHP2	-1.04433333333333
LSP1	0.46825
ZNF542	-0.518
EXOSC1	0.72175
ARHGAP18	0.692666666666667
LRRTM4	-1.208125
MAOB	-0.956
CACNB4	1.74225
MGC33846	3.442375
RANBP3L	-1.1328
ATP5L	-0.0515
ONECUT1	-2.7115
NUDT9	0.005
TMEM149	0.496
STX17	1.7615
IGSF10	-3.4955
TMPRSS9	-0.312
BMPR2	0.708083333333333
ALLC	-1.45266666666667
KLF7	-0.3425
GCC1	1.0226
TIMM9	-0.49175
CDO1	-2.37333333333333
MGC10701	-1.31583333333333
IFI6	-0.391666666666667
FRMD8	1.76775
MGAT2	-1.46325
WBP5	0.152333333333333
CNIH2	1.09
KIAA0907	-0.5523
KCNH8	-0.053
CTSG	-2.381
GRIK1	-0.2018
CUL5	1.480375
FRMD1	0.8855
OR9A4	0.606
SYT6	-2.207375
FOXD4L2	0.676
ANAPC2	-0.5735
OPN5	0.7245
TAF13	0.05175
LYG2	-0.92825
GGNBP1	-0.324
C11orf40	0.4485
OTX2	-1.3265
REG4	0.1005
EIF5	-0.8946875
PALB2	-1.108
SEPSECS	-0.4785
RNASE3	0.424
TRIM49	-2.473
POLR2K	0.2299
GPR42	0.3035
C8B	-2.14475
SASS6	0.24275
PREB	0.275833333333333
OR3A3	-0.788
TUBA8	2.52775
IGLV2-14	-2.04075
STIL	-1.1405
ANKFN1	-2.493
NME7	-0.305
HOXC12	-1.29
UBE2C	0.22975
FHOD1	-1.782125
CDK2AP1	0.749
OR6K2	-0.03125
DHPS	-0.483
RPL5	-0.03025
TRGV5	0.5625
LOC541472	0.118375
HCCS	0.034
DENND1B	2.1955
LHX3	-0.331
OR5D16	0.345
CXorf57	-0.386666666666667
IRF2BP1	1.38625
NDST2	1.30166666666667
LCE3D	1.826
BOLL	-0.31525
SYT3	-0.6185
PIH1D2	1.13575
C20orf7	-0.190833333333333
IL1R2	3.15866666666667
SLAMF9	0.0825
PPME1	1.60575
PIK3CA	-0.1005
TRAPPC1	-0.057625
COLEC10	-1.75575
SLC9A6	-2.3214
PDDC1	0.106083333333333
CCDC53	-0.7535
GK3P	0.304
DAZL	-0.655
BRI3	0.6215
SDK1	-1.186625
CYP2C18	0.309333333333333
IFI44L	0.292375
RPL3L	0.65
FUT9	-0.384
KIFC2	0.570666666666667
PMP2	-1.81814285714286
SLC4A9	-0.131
PLAG1	-1.66016666666667
MYCBP2	0.0933333333333333
OR4E2	0.9825
CCDC65	0.77675
C16orf82	-0.85675
ENTPD4	0.02125
BRP44L	0.509125
PMP22CD	0.587
TMCO4	1.30066666666667
KCNN1	-1.52833333333333
WDR35	0.188
CCDC80	0.6625
C3orf31	-1.20025
SLC7A9	-3.38925
TMEM190	-1.011
DBC1	-1.9412
FADS3	0.541
PDZD8	0.672333333333333
GRM5	0.892
AZGP1	4.198
PEX3	0.6325
MED1	-0.810928571428571
ATG4C	-1.2535
HNRPH3	-1.3815
FAM109B	0.78225
C4orf17	0.792
CA10	-0.76025
OPRD1	-0.452
CCL16	-0.41075
SACM1L	-2.1255
CST6	5.92425
CD63	-0.308125
LGI1	1.41975
ZNF784	1.94925
CRYBB1	-1.791
CX3CL1	0.70995
TOP2A	-1.78425
GYPB	-2.88333333333333
GADD45GIP1	-0.8605
FEN1	-1.05525
IGF1R	-2.875375
WDR72	-2.193
PURG	-2.3314
DEFB126	0.620666666666667
PKD1L1	-0.0433333333333333
CAV1	-2.8076
GNPDA2	0.254
DGAT2	4.782375
NLGN1	-4.88233333333333
STRBP	0.03825
HPRT1	-1.30716666666667
FANCI	-1.55
PSMA7	1.3305
DBF4B	-0.670166666666667
TTF1	-0.732
RAD54L	-1.26
ELOF1	-0.51425
PLAGL2	1.219
ZNF256	-0.00300000000000001
HMGCL	0.36575
MSI2	-1.79783333333333
RPESP	-2.42133333333333
C11orf60	-0.4825
ABCD1	0.3805
ACAA1	0.4122
SPARCL1	4.64157142857143
IL6ST	-2.0544
ZNF319	0.642
TMEM109	-0.1645
FAM90A1	2.3275
IL22RA1	-1.205
ATP4B	-0.6905
TEC	-1.0255
C7orf30	-0.57375
TXNDC2	-0.612166666666667
ABCB4	-0.93975
KIAA1191	-0.185875
C9orf38	0.238
SFTPB	0.08225
CNTNAP2	0.8232
FRK	0.733
TBX19	1.4665
CHD4	0.1385
C6orf26	-2.07333333333333
MOSC2	-1.7675
IKBKE	0.61175
HIF1A	-1.09966666666667
LOC595101	-1.198
RELA	0.315333333333333
TMEM16B	-0.131666666666667
ABHD12B	2.466
TSEN34	1.24475
KIF18A	-0.9885
TXNDC9	-1.1225
SPATA2L	0.892
SEMA4G	0.8215
C21orf91	1.297875
MATN1	0.07
KCNIP4	-0.1412
TUSC1	2.009875
OR4C15	0.30125
ARMCX6	1.04958333333333
WBSCR27	-0.876
OR52I2	-0.809
KIAA1604	-0.5845
DYNC1I1	-0.165
PPP4C	0.136
SLC47A2	-1.72683333333333
TREH	-0.210625
CD48	0.892833333333333
ST14	2.05033333333333
PKN1	-1.317
SPON2	2.92825
XBP1	-1.71458333333333
SFRS12	-0.8965
EFCAB6	1.47775
SELT	-1.1865
SLC39A2	2.958
ERF	-1.58516666666667
ARL3	0.48375
SURF6	-0.3646
MLLT10	-0.34447619047619
FLJ11171	-0.0505
TDGF1	-4.31333333333333
ERCC6	1.3685
EIF2AK4	-0.87725
BAZ1A	0.2465
LRRN3	-1.36816666666667
TMC3	0.507
EFTUD1	-0.366
PTPRO	0.147166666666667
CLEC12A	0.4095
ACBD4	0.517375
ZDHHC14	1.784
OTUD7B	1.387
ACTB	0.64525
MSRA	-0.19925
LCE5A	2.441
IFI35	-1.5105
BSCL2	0.942666666666667
ANKRD12	0.222916666666667
CFHR2	0.942666666666667
RGAG1	0.376666666666667
HSFY1	-0.638
SLC30A5	-1.16616666666667
IMPG1	0.0619999999999999
GPR109A	1.3765
ZNF185	0.5415
IYD	0.25025
NPCDR1	0.428
SERPINA13	2.313
HMGCLL1	-6.13825
NEUROG1	1.80966666666667
UBQLN1	0.3553125
LIN37	1.12975
SOCS2	-3.12625
DSCR4	-1.99125
XKR6	-2.406
GPR142	0.5
KRTAP13-3	0.642
CCDC15	-4.36166666666667
MOS	0.944
CD1E	1.5775
OFCC1	0.347
FAM83D	-0.0325
SRFBP1	-1.502
C9orf96	0.641
DHDH	-0.87125
CCDC90A	0.7335
RABL3	0.212
CD320	-2.18866666666667
ANGEL2	-0.0904166666666667
MRPL21	-0.3825
SMG6	0.408833333333333
INSR	0.9614375
FLJ14816	-1.3235
GLRB	-0.529
C9orf89	-0.18275
CIZ1	3.46944695195361e-18
URG4	0.338166666666667
LRDD	-0.325333333333333
CBY1	0.977833333333333
NFX1	-0.02825
MTERFD2	-0.339285714285714
C19orf23	1.8095
PGC	-2.521875
IER3IP1	0.39
RASAL2	2.60141666666667
C1orf89	0.34225
SYNJ1	-0.17275
NFKBIE	0.685
FLJ40125	-0.829
TCEB2	-0.9903
NOG	-1.4695
POLR2J2	0.123166666666667
HLA-B	-0.02925
PCDHA1	-1.133
PPP2R2B	-1.5005
ARHGEF17	-0.016
TCF7L2	2.75092857142857
CHD5	0.3645
ZNF431	-1.01225
TBC1D25	0.537
ZNF800	0.13275
SCUBE2	-3.15618181818182
MYCBP	-0.123833333333333
GPX5	0.2385
C6orf129	-0.0025
QSER1	0.117166666666667
ULK2	1.78025
PIGO	0.6625
NRCAM	-3.44535714285714
SLC35E3	-0.344875
CSRP2	-0.46275
HYPE	-0.412
MAPK15	0.0451666666666667
MGC14327	0.082
TIMM13	-0.902333333333333
ZNF462	1.7815
GBA3	1.5405
TEX13A	1.3325
MCM6	-0.900666666666667
MTRF1	-1.162
ABCA7	-1.03025
EIF4A2	-0.891
ZC3H10	0.56
RPGR	-0.00933333333333334
C20orf94	0.298
RP1L1	1.01525
GPR125	1.044625
USP22	-0.185357142857143
OR1L4	-1.035
MLZE	4.2635
FLJ32065	-0.767
PTCD1	0.636
CRTAC1	-1.05966666666667
BXDC2	-2.03275
C18orf1	-1.45166666666667
FAM107A	-0.0625
EFNA3	2.0695
P18SRP	-0.3101
CAMKK2	0.00741666666666666
KIAA0649	-0.5955
NES	-1.79733333333333
HS6ST3	-0.4565
PON2	-2.3985
TCP11L2	-0.742
CLEC4A	1.9555
PRR12	0.5255
MLXIPL	-0.7532
C2orf50	-0.096
ZNF28	1.2105
ENC1	0.511
MAP2K1	-0.868375
FKSG2	1.285
KIAA0430	0.28975
PTP4A1	-1.47655555555556
GPR156	2.7045
GTF3C6	0.00525
UBR2	0.4675
LOC388272	-1.31125
MAK	-0.670666666666667
ACOT4	1.489
STC2	-3.48808333333333
PIGW	-1.8105
SAE1	0.387875
COL6A1	0.564727272727273
OAZ1	-0.0718333333333333
STMN4	0.622166666666667
EDG3	-0.384166666666667
SGCE	-2.78933333333333
IL11	-2.794
PRSS8	3.279
YIPF5	-0.3135
WNT4	4.705625
CSN2	0.0931666666666667
TCF7	-3.02775
TDO2	2.42425
SAMD9	-1.815125
S100A7A	7.3695
MMRN1	1.0088
GKAP1	0.20225
AKR1C3	-2.2205
RNF19A	0.1575
GMDS	-0.21325
YKT6	0.422625
SPARC	0.1287
C12orf31	-1.0105
UBE2V2	-0.774666666666667
FBXL18	0.1485
KIAA0460	1.91975
ADAM22	-1.71675
SERPINC1	-4.75125
KCTD21	0.95375
MYOHD1	-1.15425
ZNF37A	-0.0561666666666667
GTF3C1	-0.114833333333333
CTSZ	1.5575
PRNPIP	-0.521375
DRD1IP	0.3765
NR1I2	-2.32683333333333
ZNF266	-1.1753
SPAG4L	0.631
COX4NB	-0.64675
SAPS1	0.907
APOA1	-3.3655
TATDN1	-0.0393333333333333
C10orf82	-2.36575
KPNB1	-0.6625
