Hybridization REF	TCGA-BH-A0AW-01A-11R-A056-07
C5orf23	-1.608
IVD	-0.304833333333333
C10orf122	-0.6205
MSL3L1	0.6822
MVP	0.235
EPOR	-0.8989
ZMYM1	-0.533166666666667
BCL7C	1.4365
PSTPIP2	1.0125
LYPD1	-1.325375
OR8G5	-0.986
ZP3	0.280333333333333
BCAS4	-0.282416666666667
EDG6	4.29175
ISY1	-0.701
PRAMEF2	-1.2695
CUL1	-0.6865
RNF213	1.1875
CCRK	-0.02425
DHX9	-0.338875
C13orf29	-0.41425
NCKAP1	0.3315
MRPL43	0.539214285714286
XPR1	0.84525
PKN2	1.1107
PODNL1	0.883
ZNF333	-0.244
DALRD3	1.993
OPN1SW	0.5715
BTBD6	0.395
C11orf82	-2.5825
OR5P3	-0.6545
DUSP11	-0.461
L1CAM	-1.3151
NEK11	1.28366666666667
OR7E91P	2.3715
CNTN3	1.4463
CREB3L2	0.84725
ZBTB37	0.9795
KIAA1324L	-0.60875
NDUFB10	0.6975
NUDT2	-0.9115
GTPBP8	0.1005
CACNA1D	1.10175
PRKAA2	-1.44233333333333
PRDM8	0.2955
MGC16075	-0.3995
KRT14	-0.684285714285714
PP8961	1.039625
MRPL18	0.76125
ABCG2	-2.9795
PACRG	1.93575
BBS2	-1.1445
KREMEN2	0.9635
FBXO21	0.5555
HNRPUL1	0.316
GRB10	-0.60925
CLSTN1	1.081125
LMAN2	0.3894
C17orf61	0.558
NIPSNAP3A	0.7955
INSIG2	-0.974666666666667
PCDHB7	-0.1865
STXBP2	-0.074375
CMAH	1.45945454545455
SEMA5B	-0.11625
ZNF155	0.184333333333333
COQ6	-0.2295
PRPF4	0.12525
TSPAN15	1.4871
VN1R5	0.3615
LATS2	-0.648
SELK	0.727
PGK2	0.757
MS4A1	1.397
TYW3	-0.5754
KRTAP5-1	2.24875
RCCD1	-2.06566666666667
BTN1A1	-0.15925
DDX28	-0.569
TMEM65	1.18525
LOC92345	0.2485
TTC31	-0.33975
WDR46	-1.02266666666667
CHP2	-1.409
LSP1	1.043625
ZNF542	-0.035
EXOSC1	-0.326
ARHGAP18	0.443833333333333
LRRTM4	-0.260285714285714
MAOB	0.359083333333333
CACNB4	0.6435
MGC33846	1.14725
RANBP3L	0.564125
ATP5L	0.292625
ONECUT1	-2.3505
NUDT9	0.03775
TMEM149	1.871
STX17	0.81325
IGSF10	-4.0865
TMPRSS9	-0.0475
BMPR2	1.06441666666667
ALLC	-0.047
KLF7	0.920375
GCC1	0.9104
TIMM9	-0.8325
CDO1	3.74483333333333
MGC10701	-1.34266666666667
IFI6	1.57816666666667
FRMD8	1.14625
MGAT2	-0.2515
WBP5	-0.982166666666667
CNIH2	1.235
KIAA0907	-1.6001
KCNH8	-1.4045
CTSG	-2.215
GRIK1	-0.9585
CUL5	0.85825
FRMD1	0.6875
OR9A4	0.0675
SYT6	-1.193125
FOXD4L2	0.4335
ANAPC2	-0.375333333333333
OPN5	0.506
TAF13	1.02225
LYG2	-0.3705
GGNBP1	0.259
C11orf40	0.6095
OTX2	-0.834
REG4	0.248833333333333
EIF5	-0.8384375
PALB2	-1.172
SEPSECS	-0.7663
RNASE3	0.02525
TRIM49	-1.675
POLR2K	0.6292
GPR42	0.0315
C8B	-2.60775
SASS6	-0.40575
PREB	-0.238833333333333
OR3A3	0.5445
TUBA8	1.176875
IGLV2-14	0.7035
STIL	-1.8945
ANKFN1	-0.968
NME7	-1.3035
HOXC12	2.42925
UBE2C	-0.092875
FHOD1	-0.28575
CDK2AP1	0.59825
OR6K2	0.16525
DHPS	-0.24925
RPL5	-0.74
TRGV5	0.9565
LOC541472	0.66875
HCCS	-0.0545999999999999
DENND1B	0.7535
LHX3	0.67
OR5D16	-0.3665
CXorf57	-2.162
IRF2BP1	1.3175
NDST2	1.26833333333333
LCE3D	0.366
BOLL	0.148166666666667
SYT3	-0.6065
PIH1D2	-1.40075
C20orf7	-0.139
IL1R2	1.38133333333333
SLAMF9	0.4815
PPME1	0.208125
PIK3CA	-0.415
TRAPPC1	0.007125
COLEC10	-0.96525
SLC9A6	-1.57283333333333
PDDC1	-0.34225
CCDC53	0.261
GK3P	-0.51425
DAZL	0.48125
BRI3	0.01
SDK1	0.37625
CYP2C18	0.021
IFI44L	2.978125
RPL3L	0.587
FUT9	-1.34566666666667
KIFC2	0.136
PMP2	-0.215571428571429
SLC4A9	0.01
PLAG1	-1.76483333333333
MYCBP2	0.58
OR4E2	0.729
CCDC65	1.246
C16orf82	-0.15925
ENTPD4	-0.269125
BRP44L	1.770375
PMP22CD	-0.28825
TMCO4	1.47116666666667
KCNN1	-0.799
WDR35	-0.64825
CCDC80	2.040875
C3orf31	-1.07375
SLC7A9	-1.36875
TMEM190	-1.3615
DBC1	-0.912
FADS3	-1.51033333333333
PDZD8	0.165166666666667
GRM5	-0.121125
AZGP1	4.2164
PEX3	0.723
MED1	0.301857142857143
ATG4C	-1.73416666666667
HNRPH3	-1.399125
FAM109B	1.8775
C4orf17	-0.151
CA10	1.75125
OPRD1	-0.328
CCL16	-0.94375
SACM1L	-1.412
CST6	4.8975
CD63	1.620125
LGI1	-2.5085
ZNF784	1.79175
CRYBB1	-1.004
CX3CL1	1.0808
TOP2A	-2.993625
GYPB	-3.18133333333333
GADD45GIP1	0.228
FEN1	-1.445375
IGF1R	-2.3701875
WDR72	-3.2785
PURG	-2.043
DEFB126	0.39275
PKD1L1	0.52525
CAV1	-2.2898
GNPDA2	-0.1132
DGAT2	0.028375
NLGN1	-1.685
STRBP	-0.4005
HPRT1	-0.931
FANCI	-1.829875
PSMA7	1.642375
DBF4B	-1.00116666666667
TTF1	-1.04775
RAD54L	-2.2315
ELOF1	-0.07925
PLAGL2	0.356
ZNF256	1.34725
HMGCL	0.0705
MSI2	0.1415
RPESP	-2.357
C11orf60	0.31375
ABCD1	0.751
ACAA1	0.5896
SPARCL1	5.171
IL6ST	-0.414
ZNF319	0.05175
TMEM109	0.1918
FAM90A1	-1.87983333333333
IL22RA1	-1.37
ATP4B	0.405
TEC	-0.694833333333333
C7orf30	-1.31625
TXNDC2	-0.8775
ABCB4	-0.52775
KIAA1191	0.1255
C9orf38	0.3135
SFTPB	0.359285714285714
CNTNAP2	3.83066666666667
FRK	2.393
TBX19	-0.19025
CHD4	-0.26625
C6orf26	-1.759
MOSC2	2.52575
IKBKE	0.04225
HIF1A	-1.09866666666667
LOC595101	-0.781
RELA	0.387
TMEM16B	-2.00766666666667
ABHD12B	-1.717
TSEN34	0.63925
KIF18A	-2.29675
TXNDC9	-0.5815
SPATA2L	1.3675
SEMA4G	-0.7025
C21orf91	0.44625
MATN1	-0.49
KCNIP4	-0.492666666666667
TUSC1	2.162375
OR4C15	0.42
ARMCX6	0.730416666666667
WBSCR27	-1.669
OR52I2	-0.648
KIAA1604	-0.71
DYNC1I1	-1.411
PPP4C	0.07875
SLC47A2	-2.238
TREH	-0.34825
CD48	3.461
ST14	2.525
PKN1	-0.93275
SPON2	1.6325
XBP1	2.49866666666667
SFRS12	-1.02166666666667
EFCAB6	0.6295
SELT	-0.556
SLC39A2	0.207
ERF	-0.481
ARL3	0.422875
SURF6	-0.7481
MLLT10	-1.49485714285714
FLJ11171	-0.0855
TDGF1	-4.488
ERCC6	0.174
EIF2AK4	0.563625
BAZ1A	-0.0621666666666666
LRRN3	-0.584666666666667
TMC3	-0.8225
EFTUD1	-1.228
PTPRO	1.2855
CLEC12A	1.704625
ACBD4	0.237875
ZDHHC14	0.395625
OTUD7B	1.157125
ACTB	0.5738125
MSRA	0.226
LCE5A	2.4435
IFI35	0.03075
BSCL2	0.648666666666667
ANKRD12	0.4405
CFHR2	0.73075
RGAG1	-0.591666666666667
HSFY1	0.4735
SLC30A5	-0.0885
IMPG1	0.918
GPR109A	1.0535
ZNF185	0.5335
IYD	1.1815
NPCDR1	0.346
SERPINA13	0.175
HMGCLL1	-1.4935
NEUROG1	2.16333333333333
UBQLN1	-0.3358125
LIN37	1.29675
SOCS2	-2.061625
DSCR4	-2.106875
XKR6	-2.205
GPR142	1.4765
KRTAP13-3	0.4485
CCDC15	-1.12883333333333
MOS	0.479
CD1E	-0.048
OFCC1	-0.3106
FAM83D	-1.837
SRFBP1	-0.605
C9orf96	0.44
DHDH	-0.175
CCDC90A	0.363
RABL3	1.00865
CD320	-2.615
ANGEL2	-0.123916666666667
MRPL21	-0.134
SMG6	0.568333333333333
INSR	1.3628125
FLJ14816	-0.915
GLRB	-0.568
C9orf89	0.85025
CIZ1	-0.599875
URG4	-0.219333333333333
LRDD	-0.95
CBY1	0.493166666666667
NFX1	-0.061625
MTERFD2	-0.405428571428571
C19orf23	1.4125
PGC	-2.06575
IER3IP1	-0.1407
RASAL2	1.00908333333333
C1orf89	-0.345
SYNJ1	-0.57225
NFKBIE	1.694
FLJ40125	-0.988
TCEB2	0.5423
NOG	-1.4895
POLR2J2	-0.205833333333333
HLA-B	2.515
PCDHA1	1.78
PPP2R2B	-0.30375
ARHGEF17	0.178833333333333
TCF7L2	1.06864285714286
CHD5	-0.103
ZNF431	-0.359
TBC1D25	0.33425
ZNF800	0.90725
SCUBE2	0.532454545454546
MYCBP	0.392333333333333
GPX5	0.6935
C6orf129	0.188833333333333
QSER1	-1.36983333333333
ULK2	0.54375
PIGO	0.0631666666666667
NRCAM	-1.90757142857143
SLC35E3	-0.16525
CSRP2	0.34075
HYPE	0.30625
MAPK15	0.0205
MGC14327	0.114
TIMM13	-0.461
ZNF462	-1.6855
GBA3	0.479
TEX13A	0.542
MCM6	-1.21811111111111
MTRF1	-2.146375
ABCA7	-0.41075
EIF4A2	-1.8175
ZC3H10	0.4963
RPGR	-0.601
C20orf94	1.1325
RP1L1	-0.0675
GPR125	-0.416375
USP22	0.882214285714286
OR1L4	0.10775
MLZE	1.71
FLJ32065	1.33225
PTCD1	-0.041
CRTAC1	2.368
BXDC2	-1.7385
C18orf1	0.418166666666667
FAM107A	1.21685714285714
EFNA3	1.57575
P18SRP	-0.1875
CAMKK2	0.218583333333333
KIAA0649	-1.075
NES	-1.4385
HS6ST3	3.56275
PON2	-0.319
TCP11L2	-0.77025
CLEC4A	2.99075
PRR12	0.611
MLXIPL	-0.8599
C2orf50	1.6095
ZNF28	0.84575
ENC1	0.962833333333333
MAP2K1	-1.027375
FKSG2	1.034
KIAA0430	-0.01475
PTP4A1	-1.11155555555556
GPR156	2.3755
GTF3C6	0.93625
UBR2	0.4307
LOC388272	-1.02825
MAK	-0.0568333333333333
ACOT4	1.69325
STC2	-3.43858333333333
PIGW	-0.2115
SAE1	0.117375
COL6A1	0.614181818181818
OAZ1	0.349833333333333
STMN4	0.222166666666667
EDG3	1.24883333333333
SGCE	-2.17716666666667
IL11	-2.3845
PRSS8	3.14775
YIPF5	0.160666666666667
WNT4	1.753875
CSN2	0.706
TCF7	-1.2745
TDO2	3.39775
SAMD9	-0.2425
S100A7A	1.426
MMRN1	1.3785
GKAP1	0.3145
AKR1C3	-2.29725
RNF19A	0.905875
GMDS	-0.153
YKT6	-0.144
SPARC	1.3632
C12orf31	-0.657
UBE2V2	-0.532333333333333
FBXL18	-0.2155
KIAA0460	0.9495
ADAM22	0.033875
SERPINC1	-3.46825
KCTD21	0.68375
MYOHD1	-1.88825
ZNF37A	0.534
GTF3C1	0.231666666666667
CTSZ	2.733
PRNPIP	-0.72775
DRD1IP	0.65625
NR1I2	-3.47266666666667
ZNF266	-0.7003
SPAG4L	0.1085
COX4NB	-0.8985
SAPS1	1.35966666666667
APOA1	-3.191125
TATDN1	-0.751
C10orf82	-2.4405
KPNB1	-1.18025
FOXO3	1.28491666666667
CRYBB2	-1.2815
ZBTB5	-0.851833333333333
SLC25A38	-0.386
DCTN2	-0.614
IFT20	2.09575
CTHRC1	1.9065
C1orf31	-0.2615
UHRF1	-1.33
GPC6	-0.6415
C10orf54	2.2035
MCF2L2	-0.286666666666667
WNT9B	0.12925
OLA1	-0.508875
FAM120B	0.87125
TTLL10	-0.1315
CYorf15A	-4.5275
RELN	-2.1965
SCN2B	0.3265
MFHAS1	-0.000500000000000007
NKX3-2	-1.36933333333333
RASGRF2	-0.184
SSBP1	-0.276833333333333
KPNA6	-0.141571428571429
LOC389118	0.288
HS3ST4	-1.0686
SUPT7L	-1.415875
FLJ32658	-0.49025
IGFBPL1	-0.18475
KIAA1641	-1.5569
SHKBP1	-0.275333333333333
CSF1R	5.28225
NAGK	1.19275
MYL2	0.2965
HIST1H4C	-0.0216666666666667
TOMM7	-0.023375
ADAMTSL3	1.3749
TNFSF14	0.337
PRRT2	-1.98375
VTA1	-0.08825
AOAH	4.37816666666667
CRISPLD2	1.90457142857143
PNN	-1.2259
TA-NFKBH	0.2795
ESPN	0.07325
RBM43	-0.3575
KIAA1267	-0.296375
DDX3X	0.143611111111111
KIAA1576	-4.0775
PLXDC1	4.055
FLJ25801	-3.008
HNRNPL	-0.07425
RUNDC3A	0.144333333333333
CASP12	0.3815
SH2D5	-1.24125
RPL26L1	-0.205
OR51A7	0.2225
HDC	2.3805
C2orf16	0.235333333333333
SYTL3	3.371
GOLGA4	-0.6806875
NOTCH1	-0.444
ATPAF2	0.492
ECD	0.186
SSX5	-1.13816666666667
SNAP91	0.2195
OCA2	-3.80975
PNPO	-0.0666666666666667
DAPK1	0.126833333333333
PINX1	-0.707
SELENBP1	0.345125
NEK3	-1.45583333333333
TMED4	0.505714285714286
SSTR4	0.556
FOSL1	-2.1251
CD40LG	1.5495
CES1	-0.833916666666667
DCI	0.280666666666667
B3GAT3	0.4735
STK17B	0.65375
CNTN6	0.2915
CYP3A4	-1.2635
MBOAT2	2.60407142857143
PISD	-0.048375
USP1	-1.578
PYDC1	3.17666666666667
CENPM	-1.252625
SAR1B	1.55675
TTC7B	-1.03325
DP58	-0.5695
GPC1	-0.034
RBL1	-1.296625
TMEM137	-2.77516666666667
TOB1	5.00308333333333
TCEAL1	0.435
CENPF	-1.32518181818182
C6	1.26066666666667
PRSS1	-3.275
PPIL6	2.067
C6orf124	0.3715
ODZ4	0.574333333333333
SNCB	0.42675
NDUFB9	0.906375
CNOT6L	0.214166666666667
S100A9	2.90116666666667
TRIM50	-0.7545
KCTD1	1.9026
WDR63	0.025
SPEF2	1.0465
RNGTT	-0.461833333333333
CXorf22	-1.1495
KCNK16	-0.03525
CEP250	-1.13675
ATPBD1B	0.0075
KCNJ2	3.56575
MT1B	-1.4035
ZNF684	-1.33
SLC4A1	0.25
PDHA1	-0.69275
ZNF492	0.15025
TKT	-1.20625
BYSL	-0.351125
RNF38	0.30425
AHDC1	0.326
KLHL2	0.46725
CMTM8	1.16325
DMP1	-1.277
HERPUD2	-0.17475
CRTAM	4.57633333333333
ZNF572	-1.27425
TMEM16J	-1.34
HSD17B2	0.17825
UBE2G1	-0.67575
AHSA2	-3.18225
PELI2	-1.6725
TPX2	-1.42125
ATP9B	0.857833333333333
DAZAP1	-0.04475
HMGCS2	4.21616666666667
C17orf38	0.05425
B9D1	-1.239125
NKX2-5	-0.487833333333333
KIAA1276	-1.022
LILRB2	4.2545
CSTF1	-0.1465
BTN2A1	-1.0045
C15orf48	5.13075
IGF2BP3	-3.76775
FAM113B	1.08483333333333
HRG	0.267
ZNF131	-1.0705
USP47	0.0899285714285714
CCDC88B	-0.684
HCN1	-0.2874
HTN1	-0.596333333333333
SYCP3	-0.546
C13orf23	-0.4832
PAPOLA	-0.0348125
AATK	-0.203
MSH3	0.1625
NDUFAB1	-0.381
ITLN2	-0.147666666666667
BAK1	0.1875
MRPL45	-0.281
MTNR1B	0.500333333333333
LOC645843	-0.314
SPECC1L	-0.180875
PGCP	0.04025
SPN	0.261625
GPR143	0.9685
ZNF576	0.671666666666667
TMEM39A	-0.433
ATP5D	0.242666666666667
MAGEB3	-3.1385
RPS5	-0.8015
ANP32E	-2.49592857142857
MTMR1	1.051
YEATS4	-1.78875
SYNGAP1	-0.37975
PCOLCE	-0.439166666666667
MNS1	-1.1095
PCYT2	1.31283333333333
ZNF182	-0.75975
LAX1	2.677875
SPPL2B	1.575
ELOVL5	0.2213
PCDHAC1	-0.7555
B4GALNT1	-1.614
BLOC1S2	0.40025
ZNF673	-1.2903
ARHGAP21	-1.074
IRX5	2.760625
LRFN5	-0.731333333333333
FAM7A1	-1.84175
RAB19	1.08
GINS1	-2.2685
ITM2B	1.2033
PAPSS2	0.84575
OR5BF1	0.91
ACSL3	0.2285
KIAA1919	0.605333333333333
GLT8D2	1.9135
UTRN	0.478357142857143
CNN1	0.54175
HISPPD2A	-1.123
SDAD1	0.022375
SIGLEC9	1.64133333333333
RPL35	0.257
C22orf26	-0.2745
IMPDH2	-1.469625
WDR69	-0.35675
SEC14L5	-0.777833333333333
CLTA	-0.1695
RP11-529I10.4	0.341
GPR37L1	0.6325
OGDH	0.341833333333333
ASB13	-1.0095
ZFP14	-0.43975
ZCRB1	-0.283666666666667
KPNA3	0.12125
HSPA1L	1.10625
RHOC	1.181375
LOC554175	-0.1705
PPP3CA	1.111
SLC1A7	-0.5668
ZNF529	-0.849333333333333
RBED1	1.10425
DDB2	-1.7525
FLJ11286	-0.0765
SPATA1	0.9375
MKNK1	0.339166666666667
DYSF	1.86583333333333
ALKBH2	-0.409
NKD1	-2.51583333333333
C1orf174	0.09275
PLEKHO1	1.28816666666667
ASB10	-0.039
RING1	-0.343666666666667
NPC2	1.213875
AVPR1B	-0.051
YTHDF1	0.314916666666667
LMAN1L	0.789
GSG2	-1.7955
CEP170	-0.6523
RPS4Y2	-5.12475
MSH6	-1.053
HECTD2	-0.0841666666666667
ZNF556	-3.26
PLEKHC1	-1.2737
AIRE	0.3925
BCL2L10	0.16425
LMOD3	0.2385
ZBTB8	0.0584
FOXA2	-2.9772
SLCO2A1	3.52125
C3orf46	-0.1955
PRDM16	-0.9194
TMEM98	-0.9335
FRMD5	-3.5285
PDE6C	-0.437
C1orf216	0.6875
EP400	-0.559642857142857
PTK2	0.241083333333333
RNF217	-0.0275
NDUFA8	0.6595
ZFAT1	0.5215
LAMP3	3.99766666666667
GLTSCR2	0.039375
NPW	-0.571
LLGL2	1.256
PPM1K	-0.603666666666667
C20orf177	0.077
KIR2DL4	1.6616
NFKB2	0.886
C21orf122	-0.557166666666667
HESX1	-0.66925
GPR114	1.171
SLC25A35	-1.34916666666667
GNAT1	0.11
ORAI3	0.5145
FAM76B	-0.825625
TMEM99	-2.0003
TRIM29	-1.1881
CDS1	1.66125
RHEB	-0.7612
C4orf27	-0.382666666666667
RAB3A	0.41025
OTUD6B	-0.7505
GPD1	0.732125
CDH15	-0.489333333333333
NPM1	-0.924142857142857
TMEM117	-1.34475
PRPS2	0.486166666666667
GCK	0.089
ADRA2A	3.789
TSPYL4	0.8165
TASP1	-1.4245
WDR19	-1.00558333333333
C10orf38	-1.52575
PDE4C	-0.744
FYB	1.6555
C1orf55	0.200333333333333
PPFIA3	1.64225
RAD18	-0.59925
C12orf44	-0.189
CRYBA4	-0.837
HVCN1	1.88175
TAF10	0.368833333333333
C16orf48	-1.3185
DEPDC5	0.248666666666667
LTBP1	-0.876
MAPRE1	0.158125
FGF8	0
C3orf52	1.138375
SENP7	-0.5215
LRRK2	2.6595
RUNDC2A	0.620166666666667
KIAA0355	-0.115
CPEB1	-1.95325
PPEF2	0.299
ABI2	-0.0806666666666667
KIAA0317	0.047625
ATF1	-1.0065
DYNC1H1	1.033375
DIP	0.69025
TMEM33	0.482611111111111
POLDIP3	-0.58175
C7orf24	1.52975
GPR171	4.69
CDC6	-2.56216666666667
PLD1	-1.2597
ITFG2	-0.6667
NDUFC1	0.9025
AKNA	-0.67475
NBR1	-0.8325
PKHD1	0.869142857142857
HPS4	-1.0542
MAFA	2.41475
ULBP3	-0.54175
DIRC1	0.5585
IMMT	-0.610625
C22orf13	0.349
CEL	0.332
MARK3	-0.9285
ADAMTS2	0.87475
ARPC3	0.395333333333333
TMEM10	-0.417
NPHS1	-0.0395
BRD8	-0.940666666666667
WDR12	-1.3525
IDI2	-0.1785
HOXD13	-1.8625
OR8G2	-1.6905
SLAIN1	-1.5785
GABRQ	-1.186
NR2C2	-0.7625
NKTR	-0.9714
TLE2	0.4545
KIAA0892	0.104166666666667
AURKA	-1.83127272727273
GPRC5C	2.15683333333333
TBC1D9B	0.2675
PNPLA6	0.408166666666667
AP3B1	-0.24425
NAG	-0.299875
C11orf68	-0.13375
AKR7A3	0.749
AHCYL1	-0.0511666666666667
COP1	0.951833333333333
RPP14	-0.289166666666667
PCDHB18	-0.59125
CDH24	2.44825
KRT17	-2.0376
LACTB2	-1.226
DDX24	0.5424
PHACTR1	-1.718
SLC35E2	0.00675000000000001
LOXL1	-0.66025
IQSEC2	0.577
RGSL1	0.765
PCDHGC5	0.323
MEGF10	-0.423
PRRX1	0.345833333333333
ASTE1	0.539666666666667
C6orf159	-1.62475
MYOD1	2.43825
GAA	1.64775
ZNF747	1.311
KLRC1	0.686125
IL1RL2	0.4315
GDF9	0.55075
GPR119	0.9165
TRAF2	0.0533333333333333
HCK	4.56316666666667
BMP6	-1.93875
IL8RA	0.8375
FLJ35848	-0.31425
EFHA1	-0.14375
CDSN	1.32366666666667
C14orf54	-0.5564
LSM3	-0.422125
ZFP41	0.4355
C9orf126	-0.978666666666667
VIT	1.0875
SPCS3	-0.08175
DEF8	-0.799
CHAF1A	-1.89883333333333
C1orf165	-0.226
ZFPM2	0.0963333333333333
FTH1	0.8675
SLC35F1	-1.137
YWHAH	-0.000250000000000002
C17orf66	0.174833333333333
ADRB1	0.032
FOXL1	-0.22
RG9MTD3	-0.922166666666667
UMPS	-0.061875
MGC13008	-1.202
KIAA1161	-0.057
CCDC77	-2.223
C12orf65	-0.108
COG4	-0.348166666666667
RCP9	0.552583333333333
RP4-692D3.1	1.87916666666667
CDC2L5	-0.031
MGC7036	0.234666666666667
DNAJC11	-0.4605
GDF2	0.275
TIMM17A	-0.4165
HNRNPA0	0.00879999999999999
OR2H1	-0.017
PCBP1	-0.0705
COL23A1	-1.889
LRRC2	0.073
NSD1	0.372857142857143
FLJ37078	-1.651
WDR91	0.298166666666667
TMEM179	-0.3385
DSCR10	1.295
CNDP2	0.6964
FYN	-0.2225
BEX2	-2.48666666666667
KCND3	-0.2505
YPEL5	1.693
LRRC42	-1.72266666666667
C17orf45	-0.955125
ZNF649	-0.4759
LOC150763	4.047375
COL5A2	2.23558333333333
CNGA2	0.6395
ELA2B	-0.809833333333333
RAB9B	-0.6065
FAM100A	0.31175
NAIP	0.0329285714285715
MYOZ2	-0.466375
SPATA12	0.2165
XRCC4	-1.44775
CYB561	2.5769
CHST10	-0.879
BAI1	-1.34
BRSK1	-0.0988333333333333
C17orf89	1.37775
PDE6H	-1.15
FLJ20309	0.6362
MAP7	1.598625
SCN4B	0.32225
SPAG9	2.095125
SERTAD1	1.07466666666667
FLJ21963	0.866
ANTXR1	-0.3057
TMPRSS13	1.77866666666667
ETV7	3.76816666666667
DGAT1	0.501166666666667
NKIRAS1	-0.013
TAC3	-2.94875
CORO1C	-0.326416666666667
RAD54B	-1.353
HRASLS3	0.6245
C21orf42	1.18725
BARD1	-0.545
ZNF177	-0.115166666666667
MIP	0.1555
ZNF442	0.338
F2	-3.4316
GRIA1	-0.137375
GALNTL2	0.485666666666667
WNT5A	-3.28355555555556
LENG9	0.536
hCG_25371	-0.5275
FOXR1	0.3235
TRA@	2.0913
PWWP2	0.84525
C1QTNF7	1.555
SLC7A4	0.4175
C4orf7	4.6195
C17orf80	0.433166666666667
KLK4	0.889166666666667
IL31	-1.098
TMEM176A	4.9425
CTNNB1	0.635375
BHLHB2	-0.586
TMEM185B	0.499833333333333
ARD1B	0.65
C1orf93	1.341
BRUNOL4	-0.290333333333333
LOC541469	-0.839166666666667
UPK2	0.0355
GAS8	-0.4375
PATE	0.894
IMPACT	0.96175
WNK4	-1.81133333333333
HNRPLL	-0.81175
GAD2	-0.062
ITGA6	0.17675
BMP15	0.381333333333333
CYP2A7	-0.00825
RIC8A	-0.034125
CCND1	-2.43641666666667
USP35	-1.0995
DSCR2	-1.102
CCL4	5.57883333333333
ZCCHC10	-0.1675
NOL11	-0.806
TRPM2	3.02058333333333
PSMD2	-0.614636363636364
CHTF18	-1.47775
USP18	1.432625
RRAS	0.639125
LAMC3	-0.9525
TOX	-1.12066666666667
PCDH15	0.4185
GABRG3	0.4585
NUDCD2	-0.780125
SGCZ	0.3
KCTD17	0.0065
SPSB2	0.0805
TPPP3	1.90233333333333
CILP2	1.29283333333333
CALB2	1.2965
CEBPZ	-0.00316666666666667
ZNF479	0.213
FMOD	5.85733333333333
C21orf66	-1.33107142857143
CLN6	-0.0753333333333333
ANAPC1	-0.891375
SH2D3C	2.3545
PTPN14	-0.3395
TRIM42	-0.97
APTX	-0.1905
SNRPG	-0.433333333333333
BMS1	-0.62525
MAGEA3	-3.817
NFATC3	-0.649
LRRC45	2.03866666666667
ARS2	-0.473214285714286
LRIG1	0.705666666666667
EPSTI1	1.46433333333333
PRSS27	0.3315
ERC2	-1.01025
PRKACB	0.576571428571429
PRDM13	-4.574
HCG27	-1.69266666666667
KLK12	-2.9085
HSD17B7	-1.07666666666667
ZNF354A	0.97375
PCDH11X	0.197
DMGDH	-0.23025
PCBD2	-0.124166666666667
TMC6	-0.03
RIMS1	0.6075
SF3B2	-0.3155
RCN1	-0.6035
CPB1	1.92
BCAR3	-0.30575
FCRLB	0.432875
PAK1IP1	-0.67075
OR10H1	0.341
KIF9	1.4505
PITPNM2	-1.543125
L3MBTL4	-0.2085
TGFB1	-0.1988
ZXDC	-0.0505
SLC6A16	2.33825
SRrp35	-1.96525
LRRC8E	2.08725
PPIAL4	-0.782916666666667
EOMES	3.25866666666667
PAX2	0.251
SCARF2	1.03175
PSEN2	1.558
PCDHB13	-0.076
C10orf28	-0.89075
DHRS7B	1.74821428571429
C1orf131	-0.5895
ASB1	-1.2321
ZNF223	0.449333333333333
LCMT2	-0.00125000000000001
MEP1A	-1.02925
TMEM53	0.887
RSPH3	1.52475
C10orf33	-1.5975
LOC644285	-0.8025
PTPN9	0.1105
ABCA12	2.407
CCDC37	-1.226
RUNDC1	-0.2302
YES1	-1.0864
FAM120AOS	0.144
OR5M3	-0.405
PPP1R3F	0.264166666666667
IL13	0.0948
MDFI	0.5805
PRNT	-0.317
ZDBF2	-1.3805
OR10C1	0.714333333333333
CLIC1	-0.248833333333333
LILRA5	1.01383333333333
CSAG1	-3.3835
TREML2	0.5875
FAM125A	-0.513333333333333
ZNF74	-0.3615
FAM104A	0.839375
LRRC39	-0.1065
SAMD5	-0.4395
HYAL2	0.6515
HIST2H2AC	1.731125
IGFBP5	1.58326086956522
NRTN	-0.132333333333333
KIAA0556	0.2077
FAM29A	-2.09944444444444
JMJD2A	0.566
EPHB1	0.86175
POLD4	0.2595
ANAPC10	-1.23
LRRC36	-0.68775
MEGF6	0.362875
LPHN3	-0.686333333333333
BMP10	0.1026
C21orf55	0.3325
CREM	-0.3448125
PTGER4	1.20416666666667
METAP1	-1.73475
KCNQ1	2.293
NR2F2	1.225
SSFA2	-0.58675
CTTNBP2	-1.2035
BCL2A1	0.382625
ZBTB24	-0.334625
SLCO6A1	-0.9485
PRDM1	0.8564
OR7D2	-0.833166666666667
CCDC47	1.1966
LOC646982	0.8545
SLC26A6	-0.695166666666667
BIN1	0.1974
SRRM1	0.211785714285714
PCSK1N	1.30975
ALS2	-0.3108
ECT2	-0.761684210526316
CACNA2D2	0.665
DOCK6	-1.47625
C10orf119	-0.19325
FATE1	0.64475
DUSP23	2.16825
TRIP6	-0.147428571428571
NUP35	-0.30975
CDH3	-0.57725
KLHDC8A	0.8475
C9orf116	-0.92975
EI24	-0.123
CENTD1	0.7545
RWDD2B	-0.103833333333333
DOCK1	0.1345
NPAS2	-0.192875
