Hybridization REF	TCGA-B6-A0IK-01A-12R-A056-07
ADD1	0.720214285714286
TAL2	-0.847
ACLY	-0.179875
DNAJC1	0.537
SOST	-2.53525
USP43	2.06633333333333
CYP4F12	0.08875
FKBP5	-0.77025
CHCHD5	-0.2067
NUDT22	-0.038
CCDC85B	-1.0395
OR51G2	0.574
STRN3	1.23121428571429
TMOD2	0.182
FLI1	-0.60525
MAB21L2	-0.683333333333333
DGKQ	1.14925
VPRBP	-0.135333333333333
SCNN1B	-0.3038
ECHDC3	0.0986
TMEM106C	-0.577
CSNK2A2	-0.256
RPL39	0.7947
HERC3	-0.6172
ZBTB47	-0.0155
ZNF681	-0.9125
PAGE2	-2.812
CLIC5	3.41764285714286
RABAC1	1.443
ZFHX2	0.72675
YPEL1	0.81
KIAA0776	0.57525
NR1D2	-1.11475
DNAJC4	-0.26025
NPNT	2.0924
ZNF677	-0.9505
ZNF536	-0.840666666666667
MEF2B	0.37125
PTPN4	-0.889125
CTCFL	-4.714
STX5	0.245
CD72	1.16725
VEGFA	-0.175631578947368
XRCC1	0.0511
MAS1L	0.9086
ELL	0.7132
SETBP1	0.2855
CDH11	2.087
NDC80	-1.11792307692308
DMBX1	-1.96125
NRSN1	-0.0298
BAT2D1	-0.400625
CDS2	0.354666666666667
C1orf212	0.403
SENP3	-1.017625
IL1F9	1.0195
EEF2K	0.3255
COG8	0.118
CEP72	-1.623
OR1L8	0.8525
MUS81	-1.26325
PHYH	0.10025
GGT6	1.60516666666667
C22orf23	-1.10975
C13orf33	2.964
MAPK8IP2	2.515
NELL2	1.0105
POU3F2	-2.38816666666667
ALPK1	0.333125
MRPS18C	-0.9815
RPLP2	-0.383125
FGF22	-0.69
SPNS1	-0.2515
ZFP1	-0.558
IL1RAPL1	-0.8145
PCSK9	-2.4315
NKX2-1	0.870214285714286
C6orf189	0.30925
SP4	-0.0305
SLC11A1	1.3446
C21orf25	-0.944
ICAM2	0.200625
SH3GL1	0.304
GSK3B	1.25316666666667
RALB	1.13875
PDXP	-0.973333333333333
GNGT1	-3.263375
KIR2DL1	0.6785
TNFAIP3	-0.336666666666667
C6orf32	0.1836
CBLN2	4.624
PANK3	0.336625
TAAR9	0.7085
WDR82	0.135
APOM	-4.092125
TRIP10	1.13075
SPATA16	-0.225
C1orf135	-2.2225
USP51	-0.6845
TESK1	0.76275
C11orf64	0.47975
ZNF611	-0.0795
PDE6G	0.255833333333333
HLA-DQA1	4.22257142857143
GCLC	-0.051375
SEC61A1	1.34128571428571
TWSG1	-1.10841666666667
ZMYND10	2.31275
CTDP1	0.682
ADAMTS6	-0.774166666666667
SLIT1	-1.5535
KRT86	1.8385
KIAA0574	1.36875
GTPBP2	-0.2384
PQLC3	0.89675
PRRX2	-0.162166666666667
C15orf44	-0.0085
MKKS	-0.8065
C11orf10	-0.9795
GPR110	1.86675
CD109	-1.97108333333333
ADCY1	0.232
RHBG	-3.49425
TP53I3	0.58325
SLC22A3	-1.0089
UCP2	-0.411
FOXG1	-2.01983333333333
OR2AG1	0.534
TRIM24	-1.19475
PROC	-3.607375
TAAR6	0.41175
AMTN	-1.4835
C10orf47	-1.18116666666667
DEPDC1	-1.48725
FLJ45557	0.64425
ZDHHC17	-0.7550625
KIAA1429	-0.776
KCNH1	0.92425
VNN3	1.122875
PSMAL	1.02475
PPARD	0.389625
HFM1	-2.032
YBX1	-0.583833333333333
ZNF695	-2.25375
SCTR	-0.222666666666667
DCDC1	-0.119
VPS26B	0.1722
MTF2	-0.1135
ATP6V1F	-0.03475
CCDC94	0.186
PERF15	-1.666
CCL11	1.109
LMO7	-1.526875
DCST1	0.614
ADRBK1	-0.047375
CDRT4	-1.005375
ZNF84	-0.22225
HOXD8	2.207
STARD8	-0.417333333333333
FOXP2	-0.721428571428571
CCDC103	-0.19675
POLR3A	-0.8866
GSC	-0.112166666666667
ZNF114	-0.664333333333333
HTR7P	0.2225
LALBA	0.9865
RMND5A	-0.709333333333333
PSCD2	1.9985
ZNF409	0.644
KRTAP1-3	0.313333333333333
MAF1	-0.30375
LOC201725	-1.553
NRN1	-1.976
SPAG5	-2.2455
DNAH7	2.55933333333333
FLJ43860	0.56
BRCA2	-0.578
ACADM	-1.670875
CXXC6	-4.501875
RAGE	-0.92575
CHMP2A	0.32925
FAM8A1	-0.0938
GPR21	-0.1875
SLC12A3	-2.89416666666667
FVT1	-0.101
ZDHHC7	0.43625
FLJ44048	0.6835
SLC44A3	1.473
SDSL	0.830666666666667
MMP8	-1.683
PLA2G12B	-3.705
ACY1	-1.2845
MT1E	-0.923666666666667
OR4K15	-0.1115
TECTB	-0.176
GPR20	0.767875
IRAK2	-0.492
RFPL3	-0.330875
MYO9A	-0.02675
NARG1L	0.37725
BLMH	-1.68475
CCDC3	2.48016666666667
C9orf21	-0.418833333333333
KIAA0513	0.686166666666667
MIER2	-0.34125
PNMA2	-2.40958333333333
SH3BP2	1.1618
ANXA10	-1.145
RTN2	0.647833333333333
TFB1M	-1.1195
PRPH2	1.44375
C14orf133	0.83825
GOLGB1	2.19183333333333
IRX4	2.478625
NFKBIL1	0.200833333333333
C10orf62	0.00999999999999998
APBB3	-0.55425
RPS10	0.873
LOC728378	0.28625
TLE3	0.842277777777778
PSMB7	0.61125
MESDC1	0.548
SLC6A1	0.628833333333333
OCLN	0.359083333333333
PTTG3	-1.5095
NAGLU	-0.68075
SERTAD4	1.339625
SPRY1	-0.26425
FLJ10781	-1.50758333333333
MYSM1	-0.6765
TRIM4	0.461071428571429
SH3YL1	0.041875
TREM2	3.47383333333333
SERPINI1	-0.93775
HDHD3	1.059
TMEM38A	0.435
EID2B	-1.45075
TDRD3	0.176166666666667
SEDLP	0.325
THSD7A	2.08983333333333
NDST3	-2.894
KLHL15	-1.02425
DHRS12	1.119
FBXO9	-0.170642857142857
TNPO1	-0.376083333333333
MRPL13	-1.288
SNX5	-3.09
METTL6	-0.36525
SOD1	0.05575
CHML	-0.731833333333333
PACS1	0.2935
SIRT5	-0.3774
CAPN2	1.55233333333333
FXYD5	-0.979666666666667
TWISTNB	-0.088625
LRFN1	1.344
UBE1L	0.0515
UBE1C	-0.40725
OR51B2	-0.608
OR4D11	0.4775
C15orf2	0.7785
NR4A1	-0.0271666666666666
LOC339047	-2.62875
TRIM17	-0.297625
ATP5G3	0.556857142857143
RPL15	-0.537833333333333
ADAMTS8	-0.54725
HOXC4	0.237
C14orf37	1.453
CEACAM5	3.468875
MYT1L	0.149
RASA2	0.07725
OSBPL7	-0.9075
STAG1	-0.035
GIMAP4	4.72916666666667
FUT3	4.38933333333333
PIF1	-2.6305
LPIN2	-0.3183
SH3PX3	1.0615
PDP2	-0.63525
PAPD1	-0.9455
ERP27	4.72125
APOOL	-0.3212
DIABLO	0.5845
TRHR	0.42575
ARMC9	-0.791375
RNF152	2.57525
SLITRK3	-0.3765
ZNF211	0.1227
PFDN1	0.255
RGS11	-0.301875
HS6ST1	1.2763
AKR1D1	-1.806
TNP2	0.4295
STK31	4.97933333333333
EML4	-1.26975
SGTA	0.441833333333333
HIST1H2BI	0.608
PSMD6	-1.79933333333333
KIAA1257	2.057
C18orf55	-0.738666666666667
FLJ20273	2.52
RPL28	-1.17883333333333
EPYC	0.520375
NOX3	0.2725
ELAC1	-1.28083333333333
METT11D1	-0.768
BIN2	-0.500666666666667
NACA2	-0.428
CCDC17	-0.68425
HM13	0.2761
UBOX5	-0.46025
UBE2O	-0.764625
UBL5	0.2385
APOLD1	1.067375
C9orf31	0.621
TNFSF8	0.922
ARHGAP29	-0.079
PROKR2	0.296
PDE5A	0.0111666666666667
C6orf12	-1.643
TOM1L1	0.5875
WHDC1	0.456
FOXI1	1.65566666666667
RAB4A	0.1324
TMEM39B	-0.7135
ATPBD1C	-0.5615
FARSA	-0.0263333333333333
PLEKHG5	0.17075
CMAS	-0.409166666666667
OR7E24	-0.0305
SLC30A1	-1.8325
CDC42EP5	1.80883333333333
PLAC1	0.51475
KLHL18	0.402916666666667
LBA1	0.5017
TAZ	-0.9305
CRIP2	2.72375
BTBD11	-0.153833333333333
C16orf72	0.9765
DIO2	1.897
LRRCC1	1.409
CCDC136	-2.3155
PRX	-0.557625
RBM5	-0.6589
TMEM85	0.133875
TUBGCP4	-0.545833333333333
APLN	1.08325
CDK7	-0.403166666666667
SSR2	1.15475
CRELD1	-0.23075
C19orf46	1.34
GAL3ST4	0.249166666666667
KBTBD10	-0.147
IL28A	0.468
WDR27	-1.301
MCM2	-0.381333333333333
SOX14	-0.3185
FLJ39743	0.204
KIAA0922	-0.231125
HIPK4	0.354
FLJ25758	0.052
C16orf57	0.792
PDZD2	1.503375
MCC	0.191375
HHLA3	-0.6392
ID2	0.014
C20orf23	1.83441666666667
ZNF688	0.58425
APOC2	-2.75366666666667
LOC440093	-0.44825
FAM50B	-0.73
PWP1	-0.5685
DNAH10	0.792
HIST1H2BA	0.549
GPR56	2.24033333333333
METAP2	-0.307875
PAN3	0.343333333333333
STXBP4	-0.010625
PDHX	-1.1715
MTA1	1.03933333333333
ZBED4	0.46825
ZNF720	-0.3155
CDK2	-1.191
RHOJ	0.350375
CDC37	0.933666666666667
ZER1	1.356625
GRK4	0.445
PRPH	1.345
POLR2A	0.39025
OGFOD1	-0.1885
NOL5A	-1.76575
PHEX	1.6645
FLJ16478	0.29525
C20orf117	-0.902625
CAMTA2	0.143
C11orf74	-0.558
DDX17	0.0478333333333333
C5orf27	-0.1265
PLEKHA2	-1.2164
PDE4DIP	-1.6041
SCN7A	0.40675
ZNF559	-1.89266666666667
CXCL10	3.96425
ZMYM4	-0.271333333333333
STK32B	-1.1224
KIAA0888	-2.5947
TACR3	0.9465
CKAP2L	-0.862
KIF1A	0.619333333333333
RSPRY1	1.689
VCAN	0.65025
CYP27C1	-0.407
SYDE1	-1.54566666666667
MED12L	-0.719
ZDHHC21	0.511875
NHS	0.057
TM9SF3	0.817833333333333
DDHD1	0.11525
MAFG	-0.494333333333333
BICD2	0.9459
C14orf119	0.0735
C14orf43	0.47
CDH7	-0.81625
ALKBH5	-0.127428571428571
JUP	1.434625
TMEM41A	0.816833333333333
MAMDC4	-1.24183333333333
CBX3	-0.518625
LRRC18	0.21375
RBMXL2	0.01275
PLA2G4D	0.875666666666667
FGF13	2.50825
KIF3A	0.1735
PDIA6	-0.33425
DCXR	-0.30275
CASKIN2	0.5705
EHD1	0.469666666666667
MARCKSL1	1.3035
ZNF496	-0.549333333333333
SCAF1	0.574333333333333
KCTD8	0.32
TRAF3IP3	0.556571428571429
LSR	2.39425
CXorf1	0.303833333333333
C14orf112	1.078
EIF2B1	-0.02225
OMP	0.0605
GSTZ1	0.37075
LOC92017	0.716
ISLR2	0.963
C12orf36	2.241
GATA2	-0.1415
GABRA5	-2.4005
CELSR2	-0.148214285714286
STAM2	0.3459
TNAP	0.248
PTPMT1	-2.73316666666667
GRP	4.5925
SV2A	-1.25583333333333
MAGEA12	-4.43
CACNG1	-0.312
C18orf19	-1.239
GSG1	-0.8118
PTPRJ	-0.606428571428571
FRMPD1	0.5
ZNF668	0.7995
PLEKHJ1	0.103125
ADAT1	-0.3502
TMEM50A	0.7598
UCN3	-0.0445
HOOK1	0.338625
IL17B	-0.706
MLKL	-1.96666666666667
TTC14	-0.173
KLHL5	-1.536125
CRYL1	0.1015
FOXH1	-0.068
NFYB	-0.146
PPM1G	0.19425
GOLGA2LY1	-0.64375
NMT1	-0.561375
HADHA	-0.3338
CHSY-2	1.536
PLEKHF1	0.964571428571429
SAGE1	-3.7205
MUSTN1	0.40325
SUHW4	-0.0575
TFEB	1.604
ZFYVE27	-0.6105
ATG12	0.0486666666666667
BMI1	-0.442785714285714
ZIM3	-0.03775
MYH4	0.588333333333333
MASP1	-1.60783333333333
KIAA0984	1.133
RPAP2	-0.2425
ASB5	-0.1545
BOLA3	-0.518166666666667
MIA3	0.715166666666667
KRT35	-0.645
KIR3DL3	-0.4655
MRPL51	-0.56275
SEMA3F	0.9085
NDUFB2	0.7095
LOC253012	-1.25575
FAM46C	-0.4311
G6PC	-2.172625
CSAG3A	-4.88116666666667
PREX1	-0.7265
SLC25A45	-0.28875
MAPKBP1	0.4854
CPE	0.1396
GNB1	0.109
CXCR6	1.798
TRIM46	1.098
C16orf3	0.646833333333333
HPSE	-0.074875
TIGD3	0.103
SPG3A	0.865
LCAT	-1.957
ST6GAL1	-0.00922222222222225
POMC	0.10025
FLJ36031	0.0378333333333333
NSMAF	-1.41316666666667
SKIL	0.3215
ADSS	-0.392
HMGCS1	-1.3038
POLR3F	-0.948333333333333
RAB10	0.868375
ZNF277P	-1.463625
ZBTB7B	0.809625
DHRS1	-0.139
ABCC13	-0.40475
CNOT3	0.52875
NFKBIA	0.605
GAK	0.964
SFT2D2	0.751833333333333
HOXA6	0.3605
CRTC1	0.68775
LY6D	0.799166666666667
C20orf72	-2.39483333333333
CPT1A	0.3695
LMO1	-0.0685
EIF3I	0.2485
PRB4	0.5385
MCM3APAS	-1.730625
C20orf132	-1.7773
FOXF2	-2.98725
S100A12	0.353
MLH1	0.172666666666667
ACTN1	1.9643
MRPL36	-0.5575
C20orf106	-0.4755
FBXO6	1.66083333333333
MKS1	0.0878333333333333
CX3CR1	-2.361625
PDE1B	1.094
PLP1	-4.01375
KISS1	0.200166666666667
C14orf2	0.172166666666667
TBC1D3P2	0.87
COMMD6	0.9664
ANKRD7	-1.56125
PTCHD1	-1.358875
NARS2	-2.2005
DOCK7	-0.862125
FAM127B	0.42575
LOC390243	0.0653333333333333
N6AMT2	0.8635
ZNF391	-1.1965
DNAJB14	0.00816666666666667
WRB	-0.25425
BPI	-0.280916666666667
TTC4	-0.271
FAM10A5	0.30225
GOT1L1	0.4164
MAGED1	1.2035
RESP18	-0.297
WFDC6	0.5735
MT2A	-0.549
C11orf56	-0.17475
KIAA1432	0.8045
ROR1	-1.237625
HSD17B14	0.826
ZFAND2B	0.052125
SAMD4B	0.92175
HEXA	0.355
HNRNPU	0.151909090909091
USP39	0.333625
NRD1	0.17525
R3HDML	0.58875
FLT4	0.797
OMG	0.048
OR52N4	0.549
LOC399818	-1.79275
ELA2	-2.267
VENTXP1	0.895
RFC5	-1.1435
OR52L1	0.2975
PAX5	0.256
FBXO2	-0.5365
GMEB1	0.1895
AKT3	-0.684333333333333
CRB1	-1.2452
CTTN	0.626833333333333
UTP15	-0.0363333333333333
HSBP1	0.386916666666667
PHF11	1.16125
NDEL1	0.281333333333333
USP8	0.32325
BAIAP2	0.18525
SI	0.84925
ARSJ	-1.00733333333333
BAAT	-2.51225
KCNS3	3.75733333333333
LOC126147	-0.567
TMEM37	-0.47975
C1orf162	2.79833333333333
MBD1	-0.3705
ITGAL	0.172333333333333
WDR73	-0.355166666666667
GKN2	0.961833333333333
ARFGAP1	0.2855
SLC5A8	3.978
ZBTB40	-0.1793
CYP4B1	6.9485
LYPLAL1	-0.44575
CHST3	-0.81775
MAP3K9	0.3515
BTAF1	-1.594
TFAP2E	0.1095
RBM35B	1.23125
LOC441251	-0.191
ANKRD25	-0.3195
UQCRC2	-0.204
MAEA	1.04741666666667
HYAL1	-2.531
RNPEPL1	1.17983333333333
CPSF2	-0.63975
PSD3	-1.8778
ABCA13	0.375875
AGR2	1.859125
GBX1	-0.332
HDLBP	1.33585714285714
ACY3	-1.27625
HECW1	-0.24
ZNF519	-1.465
HOPX	2.684
ZNF304	1.10825
OR12D3	-0.2545
FKSG43	0.28625
METTL1	-0.236
MFSD3	-0.8233
PSPH	0.04975
CLCA3	-0.5
DARS2	-1.30383333333333
CDC25A	-1.08583333333333
BAIAP2L1	0.97525
B3GNT5	1.499875
USP29	0.757
ARHGEF10L	0.2832
ATOX1	0.83525
ADAM30	0.1895
DNASE1	0.316
STT3A	0.465166666666667
RAB6IP1	-0.992
PTN	0.8412
C1orf106	1.03946153846154
HECA	0.4165
RNF122	0.4555
SLC22A18AS	0.596
GNG8	0.179666666666667
ELP4	-1.00025
FAM65A	0.121666666666667
RPL10A	-0.708
IRS4	0.938
MACF1	1.1738
SEC24D	-0.3065
LOC374395	-0.4445
TGFB2	-1.62
MDFIC	-0.79575
CHRNE	0.622833333333333
PCMTD2	0.342333333333333
ATP6V0D1	1.03716666666667
MTA2	0.566
LZTR1	-0.448
RAP1A	-0.490166666666667
AXIN1	-0.509125
POLR1C	0.256
TRIO	-0.0758333333333333
PLXNA4A	-0.101083333333333
C5orf33	-1.30625
DEPDC1B	-1.843375
ZNF473	0.0945
MTM1	2.297125
GPR107	1.45316666666667
CSNK1A1L	0.891166666666667
FLJ14154	0.28
NLRC4	3.5095
ENPP4	1.30866666666667
PADI3	4.5525
RNF170	-0.2575
CG018	-0.910666666666667
C16orf7	0.4455
KCNE1	0.172
NRM	-1.55766666666667
SLC37A3	0.198857142857143
TPD52L2	0.328833333333333
UNC5B	1.74075
C12orf12	0.03475
SDHB	-0.231
CLRN1	0.30625
NUDT10	-2.23616666666667
UGT3A1	0.604375
FBXW8	0.334
RHOF	-0.46275
PTPLAD1	0.47425
MYO3B	-0.31025
DERA	-0.49
TPP2	-0.6265
C19orf53	0.009
GINS3	0.297
ST6GALNAC5	-0.6475
CHSY1	-0.9005
MGC15705	1.1545
GPR83	0.378833333333333
EXT2	-0.9335
DOLK	0.55725
TUBAL3	-1.97225
ACVRL1	2.1508
ABL2	-1.02741666666667
C14orf156	-0.657833333333333
PTPRZ1	-3.55425
DIP2C	0.189125
LAMP1	1.196
RXRA	1.0404
MAP3K5	1.37875
ALKBH1	0.590666666666667
PDLIM7	0.743
ARL14	1.0745
SNIP1	-0.122333333333333
TIMP3	0.918833333333333
RGS3	1.27316666666667
SPAG16	-2.3543
ABHD4	0.277
ARHGEF12	0.0505833333333333
GLUD2	-1.2125
RAC2	-1.2567
UAP1L1	0.3225
SLC18A3	0.416
YOD1	-2.52083333333333
RALY	-0.0945
HMOX2	0.7885
DGKH	0.12825
DBNDD2	0.891833333333333
YIPF4	0.55575
THAP10	-0.70175
ZNF513	1.181
HAGHL	0.613
ITGB4	2.418
CCDC141	-1.5835
YTHDF3	1.984
C5orf28	-0.176
RPL7L1	-0.408125
TMEM30B	1.998
ANKRD35	0.9865
DUOXA2	0.11425
TBC1D5	-0.115625
DFNB59	-0.931
HRH4	0.490333333333333
MYO6	2.5823
DNAJA4	2.9215
RBM24	-1.70375
CEACAM20	0.06125
RBM23	0.0816428571428571
NGFB	0.0025
C1orf63	-0.6973
KRTAP7-1	0.1715
PERLD1	0.58425
NPB	0.078
C17orf59	0.3706
HSPBAP1	-0.69475
SLC15A4	-0.10325
PRTFDC1	-1.96075
OSMR	-0.971214285714286
CYSLTR2	-0.5095
C19orf25	1.1202
KIAA1797	-0.2735
NLRP6	-0.8725
FAM105B	0.0157
SCRN2	-0.735333333333333
LRRC58	0.2981
RNF17	0.31475
NEIL3	-1.9315
FAM137A	-1.03875
SKP2	-3.286
PARVA	0.526166666666667
PKLR	-1.7265
RNF34	0.72775
A3GALT2	-0.249
C12orf50	-0.1525
SUNC1	-1.7985
FAM102B	-1.21966666666667
CCT2	-0.303
LRRC37A2	0.1245
ARF4	0.762
SIKE	0.036625
C8orf48	-0.475
MBTPS1	0.572714285714286
GPSN2	0.0205
NCF2	2.13875
SLC12A6	0.311166666666667
MRPL48	-0.927
HMGN3	-0.0918333333333333
LRRC62	-0.59475
PAX9	1.52
FAM55A	1.916
C20orf42	-2.80516666666667
SCML2	-1.8475
BCL9	0.01125
FAM40A	-0.1785
C9orf41	0.459
ZNF774	-0.324
LETM1	0.31725
PLXNB1	1.51966666666667
NIPSNAP1	0.19925
USP10	-0.2215
F9	0.294
LIPE	0.772
CNGB3	0.3505
C12orf52	0.178
PI4K2A	-0.3715
MED8	0.407125
STAT4	0.7203
FGD4	0.299833333333333
RNF145	-0.350666666666667
WDR32	-0.2627
CLDN2	0.4435
TCEAL8	0.849
ZMYND8	0.8665
PDXK	0.31915625
GATAD2A	0.7405
PTGES3	-0.412
CCM2	0.422
TAP1	1.711625
ZNF670	-0.4465
ETS2	-0.0380714285714286
C6orf166	0.350333333333333
PRMT2	0.839785714285714
OR4B1	0.701
INTS8	-1.371
CCDC102A	0.34
CCDC83	1.5785
ITGA1	-0.1446
EPHA5	-2.0096
FAM24B	-1.7325
TSGA10	2.58975
HAL	-2.632
MYOT	0.20025
SPACA3	-0.11675
BCL2L2	-0.0973333333333334
CUGBP2	-0.868
CCNB3	-0.9745
RNF113B	0.69925
MERTK	-0.58825
BAG1	-0.197
VPS36	0.21025
ORMDL3	0.3002
C1orf190	-0.234
ZNF625	-0.931
CORO2B	-1.63625
ALOX15	0.4815
CST1	2.234
NUPR1	2.29933333333333
CCL7	-0.8115
SMCR5	-2.9115
DSC2	2.2545
RBMS2	-0.39925
GRIK4	0.08
TRIM65	-0.3836
TMPRSS6	0.0306428571428572
TP53INP2	1.5025
GLB1L	-0.179
LOC388284	-0.1845
PUS1	-0.308785714285714
BCL9L	0.188
OLFM1	1.31375
RET	2.284375
MASTL	-2.45266666666667
ALX3	0.39875
IL1RL1	-1.43416666666667
ZNF765	-0.6831
C14orf138	-0.41425
SNX10	-1.02766666666667
TAC4	-0.679
C1orf64	0.50275
POGK	0.169375
MAPK9	0.81625
ZNF366	3.2205
C8orf79	2.5681
CLDN7	2.4585
OR5AT1	0.715
TRIM37	-1.5595
LRRC25	2.60825
GRHL2	3.4117
TEKT3	-0.57375
LASS5	-0.482
ABCC4	-1.73041666666667
DLG3	1.848
VGLL1	1.163
ZFP36L2	1.155
MFRP	0.475
KIAA1799	-0.7385
FLJ44379	-0.533
PCNX	-0.419
ANXA9	2.0525
CYP4V2	0.4972
PIK3C2A	-1.019
SRR	0.068
NOL3	0.4145
IFITM2	0.6965
ARNTL2	-1.566
ZNF595	0.24325
NLRP13	-1.025
ASPH	0.3365
CPA2	0.7925
PVRIG	-1.358
LEPR	-1.12233333333333
C16orf42	0.357666666666667
SH3BGRL	0.8265
FAM77D	-0.655
FNDC7	-0.13
C9orf6	1.06666666666667
NOTCH2NL	0.787166666666667
PGBD1	-2.03216666666667
SYNGR2	0.589666666666667
PITPNA	-0.37775
PRPF4B	-0.6773
SLC43A3	-1.11185714285714
NRBP1	0.811
SLC25A22	0.276
ILK	-0.499875
SLC22A8	0.241333333333333
MRPS7	-0.23725
PITX2	-0.3255
FABP3	-1.11325
OR1L1	-0.4305
LOC728215	0.374625
BLID	-1.3705
KIAA1217	2.17270588235294
TFPT	1.4005
AP4B1	-1.012
VBP1	-0.6205
OR1K1	0.345
MORC3	0.22975
BHMT2	-1.357
C3orf10	0.853
FZD7	0.4585
WFDC10A	-0.9035
PMS2CL	-0.987375
CCDC32	0.856333333333333
FA2H	2.13
ALG13	0.71
TTLL7	-0.2808
SPOCK3	-0.276
SLC13A2	1.819
AIM1	-0.43975
GPRC6A	-0.367
EGR2	2.83675
MED11	-0.62775
WWC1	1.85375
SH3GL3	-2.16875
RIF1	-0.657714285714286
PRLH	0.0475
VLDLR	-0.7675
DBT	0.0206875
C21orf63	1.11075
CGGBP1	-1.355375
KRTAP12-2	0.2665
TADA3L	-0.338875
ZBTB16	0.74625
PDGFB	2.408625
RFX1	0.8625
UQCRB	-0.6726
LOC133874	0.3865
HPS3	-1.9655
LGALS3BP	0.8849
DKFZP564O0823	2.85285714285714
MRFAP1L1	-0.117125
HOXA10	-0.164666666666667
NGB	-0.628
KIF21A	0.321
IFLTD1	0.175
LZTS1	-0.54675
ARHGEF3	1.786
RHBDL3	-0.2745
CSNK1G2	0.666333333333333
ChGn	-0.37125
KIAA1244	3.26816666666667
GABRB2	-0.2285
MGC72080	-0.4485
CD27	4.063
EGLN1	-1.3307
PEX13	0.51275
RWDD3	-0.593
RNF12	0.0758333333333333
GRIN2B	0.6485
ADAMTS14	-0.966875
DYDC2	-1.07266666666667
ATP6AP1	1.4031
NR1H2	0.366333333333333
PDK2	-1.36725
C3orf17	0.121166666666667
SLC38A2	-0.2975
SLC25A29	0.379666666666667
C15orf29	1.015125
ADAM9	1.214
TMUB2	-0.163625
GPR176	-0.36775
AGK	-0.811875
MCCD1	0.5025
NDUFA4	-0.2345
TMEM146	-0.63075
DUSP1	0.7815
UNQ6975	0.671
EMX2OS	1.3185
INSM2	0.267
LUZP4	-0.875
SETD6	-1.23225
P2RY2	2.613
SLC45A2	-1.8935
RABGAP1	1.02216666666667
UBXD5	0.26325
GPRC5A	0.8018
PAK3	-0.266166666666667
LOC63920	0.15125
TGFBR1	0.8281
KRTAP6-3	-0.1585
SFMBT2	-0.12225
CDC42	0.489625
C11orf35	0.2385
TTLL2	0.05125
UACA	0.159666666666667
CD97	-0.334
SETD5	0.242875
NINJ2	-1.6645
PTER	-0.985
POMGNT1	-0.2415
KRTAP4-2	0.5185
ECGF1	2.548875
HRB	0.797636363636364
ATP1B2	0.0793
LOC400506	-0.47125
COL4A3BP	1.61375
C6orf97	-2.4475
GRHPR	-0.02375
TAS2R1	-0.279
SEMA7A	-0.49125
EDF1	0.88475
ODF2L	0.6357
PCID2	-0.722166666666667
GTF2H4	-0.6515
ZCCHC3	-1.19225
CGB2	0.272666666666667
NEUROD1	-0.225333333333333
C20orf75	0.1475
RP5-1054A22.3	1.89483333333333
IFNA5	-0.1575
ZNF134	0.495
MGC119295	-0.924
ZSWIM6	0.348
SMEK1	0.634833333333333
PCGF2	-0.32275
C1orf102	1.54725
CYP2A13	1.345
KCNH6	-1.1274
MDM1	-0.3313
ALDH7A1	-1.11033333333333
C9orf75	1.51
VDAC3	-0.038875
OR51T1	0.794
EIF3F	-1.21141666666667
KCNJ10	-0.514625
LENG8	0.1365
EDEM2	1.06925
CCNJL	-1.1185
DHX37	0.1265
CRYGN	0.7615
AATF	-0.78775
ZNF630	0.889125
E2F5	0.48
WFDC13	-1.5715
FTSJ3	0.380833333333333
C4orf33	-2.28025
LHFPL4	-2.53275
C19orf56	-0.338416666666667
SMAD4	-0.94625
AFM	-0.7385
G0S2	0.049
FCHSD2	-0.7077
RRP1B	-0.8223
EEF1B2	-0.718166666666667
STAT6	0.397833333333333
ZNF195	-0.9135
GNL1	-0.393166666666667
ZNRF2	1.41316666666667
PER3	-2.170375
ASB16	0.4085
C10orf10	1.59071428571429
ADCY8	-3.2595
C9orf58	2.19716666666667
ARMC10	-0.0861666666666667
PSG1	-0.69
DHX34	-0.0015
VARS2	-0.198
NFIC	0.72575
ITPR2	-0.76525
AGXT2	0.303166666666667
OR6K3	0.426
H2AFZ	-1.01066666666667
MLLT3	-0.666583333333333
COX4I2	1.8155
CCNT2	-0.039375
PLK4	-2.31325
NUMBL	-0.730666666666667
MED16	0.5955
PLEKHQ1	1.0715
GOSR1	0.153166666666667
BTG4	-0.66725
RPL30	-0.494916666666667
IGSF5	-0.012
IGFL2	1.0205
ELMOD2	0.165
SHC3	0.2065
HAVCR1	-0.6965
DYNC2H1	-1.4275
RNF5	0.192666666666667
C2orf7	0.27425
NLF1	1.6715
KLHL25	0.626
LRP10	0.8591
KRI1	-0.25125
PUS7L	-0.0901666666666667
MGMT	-1.1235
HOXD1	0.495
CSH1	0.3414
ATG16L2	-2.33375
FLJ44635	-0.1525
CHODL	0.29525
EXOSC8	-1.2445
SLC28A1	-0.06975
MYO7B	-0.635
SEH1L	-1.2154
MTNR1A	0.109166666666667
TSPAN5	-0.153
CDC45L	-1.686
AMIGO1	0.221
ATAD3A	-0.106375
OSGIN2	-0.404166666666667
PDIK1L	0.724833333333333
DARC	3.423875
PIPSL	-0.035
SHMT1	-0.99625
CRISP3	-0.26
POPDC2	2.33083333333333
ZRANB2	-0.913
FBXL8	1.23375
TRIP13	-1.20909090909091
EIF5AL1	-0.5315
POU5F1P3	-5.19916666666667
IL6	-2.30483333333333
CXorf38	-0.554
IFNA16	-0.6275
FBXL2	0.8575
