Hybridization REF	TCGA-AO-A0JL-01A-11R-A056-07
RBM35B	1.26725
LOC441251	-0.0716666666666667
ANKRD25	-0.673333333333333
UQCRC2	-0.41
MAEA	-0.203916666666667
HYAL1	-2.114
RNPEPL1	0.881166666666667
CPSF2	-0.994875
PSD3	0.677
ABCA13	0.502875
AGR2	-3.551625
GBX1	-0.945
HDLBP	1.39757142857143
ACY3	-1.1985
HECW1	0.135
ZNF519	-0.71625
HOPX	3.143375
ZNF304	0.931375
OR12D3	-0.24
FKSG43	0.077
METTL1	0.72325
MFSD3	1.4608
PSPH	-0.041
CLCA3	0.1675
DARS2	-0.0448333333333333
CDC25A	-2.37266666666667
BAIAP2L1	0.00925000000000001
B3GNT5	1.7565
USP29	0.0992500000000001
ARHGEF10L	2.8039
ATOX1	-0.291125
ADAM30	0.935
DNASE1	0.29225
STT3A	1.23258333333333
RAB6IP1	0.5895
PTN	2.7866
C1orf106	-0.0256923076923077
HECA	2.0865
RNF122	2.937
SLC22A18AS	0.982833333333333
GNG8	-0.397666666666667
ELP4	-0.522
FAM65A	0.586333333333333
RPL10A	-1.53416666666667
IRS4	1.5715
MACF1	0.0748
SEC24D	-0.767
LOC374395	-0.55975
TGFB2	1.409125
MDFIC	-0.163625
CHRNE	1.53133333333333
PCMTD2	0.3125
ATP6V0D1	-0.821
MTA2	1.74725
LZTR1	0.353666666666667
RAP1A	-1.43966666666667
AXIN1	0.19575
POLR1C	-0.965
TRIO	-0.295083333333333
PLXNA4A	-0.116666666666667
C5orf33	-0.432
DEPDC1B	-1.77775
ZNF473	-0.925666666666667
MTM1	-0.820625
GPR107	0.178333333333333
CSNK1A1L	-0.832
FLJ14154	-0.463
NLRC4	2.7435
ENPP4	0.945833333333333
PADI3	-0.708
RNF170	-0.3145
CG018	-0.6905
C16orf7	1.024
KCNE1	-0.862
NRM	-0.491166666666667
SLC37A3	0.263857142857143
TPD52L2	-1.59816666666667
UNC5B	2.46375
C12orf12	0.1414
SDHB	-2.81225
CLRN1	-0.075125
NUDT10	-2.8696
UGT3A1	0.375
FBXW8	-0.5555
RHOF	-1.32257142857143
PTPLAD1	-0.9735
MYO3B	-0.478
DERA	-1.85675
TPP2	-1.614
C19orf53	0.899166666666667
GINS3	-0.652
ST6GALNAC5	0.7825
CHSY1	0.307
MGC15705	0.168
GPR83	0.903
EXT2	0.162375
DOLK	0.556
TUBAL3	-2.4095
ACVRL1	2.5787
ABL2	0.33375
C14orf156	-0.659666666666667
PTPRZ1	-0.315857142857143
DIP2C	0.563125
LAMP1	0.127
RXRA	0.3737
MAP3K5	0.72425
ALKBH1	-1.043
PDLIM7	0.125875
ARL14	null
SNIP1	-1.629
TIMP3	0.453583333333333
RGS3	0.4465
SPAG16	-0.505222222222222
ABHD4	-0.01925
ARHGEF12	-0.07225
GLUD2	-2.5025
RAC2	-1.1057
UAP1L1	0.249
SLC18A3	-0.2735
YOD1	-0.0503333333333333
RALY	-0.21375
HMOX2	0.77725
DGKH	-1.288
DBNDD2	1.14116666666667
YIPF4	-0.725375
THAP10	-1.45325
ZNF513	1.1435
HAGHL	-0.0521666666666667
ITGB4	0.0258333333333333
CCDC141	-1.357
YTHDF3	0.5385
C5orf28	0.7835
RPL7L1	-0.725
TMEM30B	0.237785714285714
ANKRD35	5.0035
DUOXA2	-0.40975
TBC1D5	-0.546125
DFNB59	-0.2915
HRH4	-0.03125
MYO6	1.646
DNAJA4	1.901625
RBM24	-2.503125
CEACAM20	-0.00600000000000001
RBM23	-2.19835714285714
NGFB	0.881
C1orf63	-0.9673
KRTAP7-1	-2.941
PERLD1	3.95325
NPB	1.582
C17orf59	0.2863
HSPBAP1	0.839
SLC15A4	-0.921625
PRTFDC1	1.56275
OSMR	-1.12071428571429
CYSLTR2	0.9335
C19orf25	1.1856
KIAA1797	-0.213
NLRP6	1.203
FAM105B	-0.2131
SCRN2	0.0175
LRRC58	-1.1652
RNF17	0.014375
NEIL3	-1.9175
FAM137A	-0.51475
SKP2	-2.7915
PARVA	1.06483333333333
PKLR	-0.686
RNF34	-1.7275
A3GALT2	-1.07975
C12orf50	0.9262
SUNC1	-1.90275
FAM102B	-0.1555
CCT2	-1.93075
LRRC37A2	-0.7745
ARF4	-0.3865
SIKE	0.13275
C8orf48	-0.572
MBTPS1	0.392142857142857
GPSN2	0.267
NCF2	4.074
SLC12A6	-0.183333333333333
MRPL48	-0.724
HMGN3	0.1885
LRRC62	-1.00275
PAX9	-2.16985714285714
FAM55A	1.2375
C20orf42	-0.501166666666667
SCML2	-1.506
BCL9	1.846
FAM40A	-0.46375
C9orf41	-2.2722
ZNF774	-0.967
LETM1	-0.1705
PLXNB1	0.0863333333333333
NIPSNAP1	-0.771625
USP10	-1.43
F9	1.51525
LIPE	0.875
CNGB3	1.857
C12orf52	-0.095625
PI4K2A	-0.52325
MED8	-0.594
STAT4	0.170111111111111
FGD4	0.275333333333333
RNF145	-1.007
WDR32	-1.2661
CLDN2	0.291
TCEAL8	0.00624999999999998
ZMYND8	-0.4782
PDXK	-0.518875
GATAD2A	1.32025
PTGES3	-1.7385
CCM2	0.05075
TAP1	-0.136125
ZNF670	-0.23025
ETS2	-0.210642857142857
C6orf166	-0.531166666666667
PRMT2	0.0642857142857143
OR4B1	-1.1795
INTS8	1.1315
CCDC102A	0.85125
CCDC83	-2.0064
ITGA1	0.6607
EPHA5	-1.7886
FAM24B	-0.8235
TSGA10	0.955
HAL	-1.7005
MYOT	-0.14275
SPACA3	0.465666666666667
BCL2L2	-0.00283333333333333
CUGBP2	-1.35516666666667
CCNB3	5.01575
RNF113B	-0.23525
MERTK	1.3925
BAG1	-1.01825
VPS36	-0.23025
ORMDL3	1.853
C1orf190	-0.321
ZNF625	-0.40075
CORO2B	-1.3875
ALOX15	-1.8555
CST1	0.804
NUPR1	3.69133333333333
CCL7	0.685
SMCR5	-2.328
DSC2	5.344
RBMS2	0.81675
GRIK4	0.5065
TRIM65	-1.0427
TMPRSS6	-1.11857142857143
TP53INP2	-0.474
GLB1L	1.585
LOC388284	0.395166666666667
PUS1	-0.381071428571428
BCL9L	-0.1545
OLFM1	-1.47108333333333
RET	-1.644625
MASTL	-2.27583333333333
ALX3	0.59125
IL1RL1	-0.787
ZNF765	-0.7121
C14orf138	-1.2875
SNX10	-1.09866666666667
TAC4	0.084
C1orf64	-2.96775
POGK	1.606875
MAPK9	-2.096
ZNF366	1.74725
C8orf79	-0.63075
CLDN7	2.97825
OR5AT1	0.56
TRIM37	-3.334
LRRC25	1.7585
GRHL2	4.1003
TEKT3	1.94375
LASS5	-1.51266666666667
ABCC4	-3.07890909090909
DLG3	0.5545
VGLL1	4.877375
ZFP36L2	3.33433333333333
MFRP	0.26575
KIAA1799	-0.725
FLJ44379	0.4595
PCNX	0.32625
ANXA9	-1.813
CYP4V2	0.2101
PIK3C2A	-2.37075
SRR	-1.3055
NOL3	0.24
IFITM2	0.6665
ARNTL2	-2.4555
ZNF595	-0.4475
NLRP13	-0.8235
ASPH	1.087625
CPA2	-0.9155
PVRIG	-1.27183333333333
LEPR	-2.6932
C16orf42	-0.149833333333333
SH3BGRL	0.1185
FAM77D	-1.3586
FNDC7	0.1875
C9orf6	-1.59566666666667
NOTCH2NL	1.347
PGBD1	-0.9475
SYNGR2	-1.68933333333333
PITPNA	-1.1575625
PRPF4B	-1.0571
SLC43A3	-1.0855
NRBP1	-0.36625
SLC25A22	1.13725
ILK	-0.55975
SLC22A8	0.847833333333333
MRPS7	-1.5165
PITX2	-2.57875
FABP3	-0.0865
OR1L1	0.868
LOC728215	-0.025
BLID	-3.288
KIAA1217	2.81064705882353
TFPT	0.164
AP4B1	-0.115
VBP1	-3.379
OR1K1	0.341
MORC3	0.02225
BHMT2	2.99866666666667
C3orf10	-0.6765
FZD7	2.02866666666667
WFDC10A	-2.786
PMS2CL	-0.304875
CCDC32	0.0278333333333333
FA2H	-3.47425
ALG13	-0.2745
TTLL7	0.0931
SPOCK3	-0.57375
SLC13A2	0.961
AIM1	-0.24725
GPRC6A	0.502
EGR2	2.42875
MED11	0.37225
WWC1	1.026
SH3GL3	-2.272
RIF1	-0.843071428571429
PRLH	0.2415
VLDLR	-0.3605
DBT	-0.193666666666667
C21orf63	-1.83133333333333
CGGBP1	-0.854375
KRTAP12-2	1.104
TADA3L	-0.134125
ZBTB16	2.04975
PDGFB	2.180375
RFX1	0.103625
UQCRB	1.0445
LOC133874	2.712
HPS3	0.21075
LGALS3BP	-0.8301
DKFZP564O0823	2.05364285714286
MRFAP1L1	-1.01325
HOXA10	0.692833333333333
NGB	-1.19
KIF21A	0.677307692307692
IFLTD1	-0.949
LZTS1	1.60425
ARHGEF3	1.0795
RHBDL3	-1.482
CSNK1G2	1.09133333333333
ChGn	-0.636142857142857
KIAA1244	-1.7895
GABRB2	0.318
MGC72080	0.143
CD27	3.1835
EGLN1	-1.0672
PEX13	0.69375
RWDD3	0.45875
RNF12	-1.04733333333333
GRIN2B	-1.271
ADAMTS14	-0.496625
DYDC2	0.14
ATP6AP1	0.4508
NR1H2	0.262166666666667
PDK2	-0.41925
C3orf17	-0.593666666666667
SLC38A2	-1.37438461538462
SLC25A29	0.5505
C15orf29	-0.479
ADAM9	-1.13975
TMUB2	-0.448125
GPR176	-0.198666666666667
AGK	-0.116375
MCCD1	-0.31075
NDUFA4	-0.53475
TMEM146	0.038
DUSP1	2.03275
UNQ6975	0.9085
EMX2OS	3.991
INSM2	-1.29775
LUZP4	-0.4385
SETD6	0.36325
P2RY2	2.12625
SLC45A2	-1.143
RABGAP1	0.399666666666667
UBXD5	0.16525
GPRC5A	-1.0152
PAK3	-0.7448
LOC63920	-0.7645
TGFBR1	-0.918
KRTAP6-3	0.12525
SFMBT2	-1.297
CDC42	-0.4628125
C11orf35	0.075
TTLL2	0.0225000000000001
UACA	1.4695
CD97	-1.9797
SETD5	0.205285714285714
NINJ2	-1.5595
PTER	-1.07016666666667
POMGNT1	0.2235
KRTAP4-2	0.0215
ECGF1	2.083125
HRB	-0.919181818181818
ATP1B2	-0.108888888888889
LOC400506	0.81375
COL4A3BP	0.26075
C6orf97	-2.0205
GRHPR	-0.46975
TAS2R1	1.2065
SEMA7A	-1.11725
EDF1	0.19775
ODF2L	0.748444444444444
PCID2	-1.33433333333333
GTF2H4	-0.597666666666667
ZCCHC3	-0.639125
CGB2	-0.11
NEUROD1	-1.01966666666667
C20orf75	1.519
RP5-1054A22.3	5.69333333333333
IFNA5	0
ZNF134	-0.668583333333333
MGC119295	0.264
ZSWIM6	-0.49625
SMEK1	0.1125
PCGF2	1.358875
C1orf102	1.94
CYP2A13	0.5825
KCNH6	-0.844
MDM1	-0.776
ALDH7A1	-0.4015
C9orf75	-0.04725
VDAC3	-0.09925
OR51T1	0.351
EIF3F	-1.84741666666667
KCNJ10	-0.402375
LENG8	0.90925
EDEM2	0.590833333333333
CCNJL	1.39466666666667
DHX37	0.2145
CRYGN	-0.122
AATF	-0.10075
ZNF630	1.2365
E2F5	0.5885
WFDC13	-0.716
FTSJ3	-0.595666666666667
C4orf33	-0.73225
LHFPL4	-3.16066666666667
C19orf56	-0.45175
SMAD4	-0.85775
AFM	-0.0387999999999999
G0S2	1.802
FCHSD2	-0.5497
RRP1B	-0.2105
EEF1B2	-1.045
STAT6	1.07933333333333
ZNF195	-0.154
GNL1	-0.822166666666667
ZNRF2	0.986333333333333
PER3	-0.915375
ASB16	0.59525
C10orf10	2.46942857142857
ADCY8	-3.18216666666667
C9orf58	2.85316666666667
ARMC10	-0.261
PSG1	-2.556
DHX34	-0.11725
VARS2	0.1135
NFIC	0.643
ITPR2	-0.3815
AGXT2	0.679333333333333
OR6K3	-0.013
H2AFZ	-0.335833333333333
MLLT3	-1.20308333333333
COX4I2	3.38025
CCNT2	-0.6695
PLK4	-1.716
NUMBL	-0.282666666666667
MED16	-0.17775
PLEKHQ1	1.32875
GOSR1	0.791888888888889
BTG4	-0.1155
RPL30	1.565
IGSF5	-1.18625
IGFL2	-1.2135
ELMOD2	0.159666666666667
SHC3	0.290833333333333
HAVCR1	-0.2035
DYNC2H1	-0.805
RNF5	-0.550333333333333
C2orf7	0.06525
NLF1	2.6605
KLHL25	1.23725
LRP10	-0.3073
KRI1	0.92825
PUS7L	-1.2424
MGMT	0.70425
HOXD1	-1.0565
CSH1	0.4093
ATG16L2	-0.27925
FLJ44635	-1.0075
CHODL	4.594
EXOSC8	-2.48
SLC28A1	1.169
MYO7B	-1.72983333333333
SEH1L	0.7052
MTNR1A	-0.892
TSPAN5	0.791833333333333
CDC45L	-2.85183333333333
AMIGO1	-0.4245
ATAD3A	-0.055
OSGIN2	1.799
PDIK1L	-0.875
DARC	0.93725
PIPSL	1.2205
SHMT1	-0.71675
CRISP3	0.093
POPDC2	3.38433333333333
ZRANB2	-0.365833333333333
FBXL8	2.055
TRIP13	-1.23636363636364
EIF5AL1	0.165
POU5F1P3	-3.52633333333333
IL6	-1.52066666666667
CXorf38	-0.732666666666667
IFNA16	-0.3735
FBXL2	3.12166666666667
BRD1	1.5605
STATH	8.20475
FBXO44	1.7115
MCCC2	-1.71825
CDC2	-1.9184
C5orf23	2.12625
IVD	-1.79066666666667
C10orf122	-1.1955
MSL3L1	0.4748
MVP	-0.1745
EPOR	-0.5818
ZMYM1	-0.576
BCL7C	2.2035
PSTPIP2	0.5043
LYPD1	0.006375
OR8G5	-3.365
ZP3	0.193833333333333
BCAS4	-0.252916666666667
EDG6	1.74075
ISY1	-1.5845
PRAMEF2	-0.796
CUL1	-1.074875
RNF213	-0.3465
CCRK	1.04025
DHX9	-0.251375
C13orf29	0.116
NCKAP1	0.862333333333333
MRPL43	0.323142857142857
XPR1	0.1095
PKN2	1.2892
PODNL1	-4.233
ZNF333	0.65475
DALRD3	-0.80975
OPN1SW	-0.296
BTBD6	0.85225
C11orf82	-2.077
OR5P3	0.335
DUSP11	-1.008
L1CAM	-1.3783
NEK11	0.487833333333333
OR7E91P	1.646
CNTN3	1.0115
CREB3L2	1.51425
ZBTB37	1.599
KIAA1324L	0.3635
NDUFB10	0.252666666666667
NUDT2	-0.63825
GTPBP8	-1.058
CACNA1D	0.49725
PRKAA2	-1.894
PRDM8	0.594
MGC16075	-0.8995
KRT14	0.736928571428571
PP8961	1.48425
MRPL18	-0.73225
ABCG2	-1.52075
PACRG	2.11475
BBS2	-0.5795
KREMEN2	3.0905
FBXO21	0.31625
HNRPUL1	0.187583333333333
GRB10	1.53725
CLSTN1	1.5825
LMAN2	-0.5829
C17orf61	1.63675
NIPSNAP3A	-0.938
INSIG2	-2.38583333333333
PCDHB7	2.26683333333333
STXBP2	-0.588
CMAH	-0.419
SEMA5B	1.02025
ZNF155	-0.0786666666666667
COQ6	-1.2405
PRPF4	-0.3555
TSPAN15	0.4574
VN1R5	0.5215
LATS2	0.17425
SELK	0.949
PGK2	-0.0959999999999999
MS4A1	-2.032
TYW3	-1.0816
KRTAP5-1	2.4385
RCCD1	-1.2135
BTN1A1	-1.11233333333333
DDX28	0.635
TMEM65	1.866
LOC92345	0.211
TTC31	-0.45225
WDR46	-0.6315
CHP2	-0.7614
LSP1	0.4755
ZNF542	0.0745
EXOSC1	-0.26675
ARHGAP18	0.297333333333333
LRRTM4	-0.563
MAOB	2.033
CACNB4	-3.69766666666667
MGC33846	2.39575
RANBP3L	-1.592
ATP5L	-0.726125
ONECUT1	-2.2495
NUDT9	1.1895
TMEM149	0.0215
STX17	1.56225
IGSF10	-4.06975
TMPRSS9	-1.14
BMPR2	0.0746666666666667
ALLC	0.033
KLF7	0.372875
GCC1	0.2584
TIMM9	-1.03175
CDO1	-1.49133333333333
MGC10701	0.186
IFI6	-0.124833333333333
FRMD8	1.42975
MGAT2	-0.412
WBP5	1.039
CNIH2	0.834
KIAA0907	0.6323
KCNH8	0.269
CTSG	-2.77825
GRIK1	-0.685833333333333
CUL5	1.408125
FRMD1	0.148
OR9A4	0.9375
SYT6	1.999375
FOXD4L2	0.739
ANAPC2	-0.619166666666667
OPN5	0.7855
TAF13	-1.13575
LYG2	-0.87825
GGNBP1	0.1015
C11orf40	-1.338
OTX2	0.16
REG4	-0.2528
EIF5	-1.711875
PALB2	-0.53475
SEPSECS	-1.8665
RNASE3	0.24175
TRIM49	-3.0515
POLR2K	0.9011
GPR42	-0.1095
C8B	-3.4305
SASS6	0.41975
PREB	-0.655833333333333
OR3A3	-0.075
TUBA8	0.9605
IGLV2-14	-2.6075
STIL	-2.48125
ANKFN1	-1.778
NME7	-2.17825
HOXC12	3.72875
UBE2C	0.734
FHOD1	0.476125
CDK2AP1	2.52983333333333
OR6K2	0.20675
DHPS	-0.34125
RPL5	-1.33475
TRGV5	0.91
LOC541472	1.044
HCCS	-1.386
DENND1B	0.93
LHX3	0.6685
OR5D16	0.1255
CXorf57	-2.24133333333333
IRF2BP1	1.51625
NDST2	1.64
LCE3D	-0.9255
BOLL	0.316714285714286
SYT3	-1.09475
PIH1D2	-1.43925
C20orf7	-0.786833333333333
IL1R2	0.0581666666666666
SLAMF9	1.3885
PPME1	-0.83675
PIK3CA	-0.92425
TRAPPC1	0.65025
COLEC10	-2.92633333333333
SLC9A6	-0.1065
PDDC1	0.424416666666667
CCDC53	-0.24075
GK3P	-1.542
DAZL	-0.97125
BRI3	0.1985
SDK1	-1.1555
CYP2C18	-0.342333333333333
IFI44L	0.488875
RPL3L	0.4405
FUT9	4.65333333333333
KIFC2	2.196
PMP2	-0.437714285714286
SLC4A9	0.207
PLAG1	-1.493
MYCBP2	-0.669
OR4E2	-1.5565
CCDC65	0.339
C16orf82	-0.375857142857143
ENTPD4	-1.214875
BRP44L	-0.02825
PMP22CD	-0.354
TMCO4	1.575
KCNN1	-1.85083333333333
WDR35	0.237
CCDC80	0.998
C3orf31	-0.97075
SLC7A9	-0.834
TMEM190	-1.4045
DBC1	1.12866666666667
FADS3	-0.648166666666667
PDZD8	-0.435333333333333
GRM5	0.808
AZGP1	5.5879
PEX3	-1.117
MED1	1.29871428571429
ATG4C	-1.60983333333333
HNRPH3	-0.958
FAM109B	1.23825
C4orf17	-1.0345
CA10	-0.1505
OPRD1	-0.649
CCL16	-0.641
SACM1L	-2.1735
CST6	3.80825
CD63	1.2715
LGI1	-1.79666666666667
ZNF784	2.1395
CRYBB1	-2.952
CX3CL1	2.2564
TOP2A	-0.2805
GYPB	-2.49833333333333
GADD45GIP1	1.05625
FEN1	-2.07175
IGF1R	-1.443125
WDR72	-1.02633333333333
PURG	-1.96
DEFB126	1.37825
PKD1L1	0.834
CAV1	-1.1216
GNPDA2	-0.581
DGAT2	1.0235
NLGN1	-3.42333333333333
STRBP	-0.519
HPRT1	-0.5575
FANCI	-1.582375
PSMA7	0.978
DBF4B	-0.7855
TTF1	-0.978
RAD54L	-1.422
ELOF1	-0.9935
PLAGL2	0.547875
ZNF256	1.1975
HMGCL	-1.27125
MSI2	-0.4015
RPESP	0.596
C11orf60	-1.57225
ABCD1	1.5395
ACAA1	-0.3072
SPARCL1	4.63357142857143
IL6ST	-2.1605
ZNF319	1.10025
TMEM109	-0.7901
FAM90A1	0.016
IL22RA1	-1.6045
ATP4B	2.3645
TEC	-1.54583333333333
C7orf30	-1.16275
TXNDC2	-1.3132
ABCB4	-1.58725
KIAA1191	1.173375
C9orf38	-0.11
SFTPB	0.757285714285714
CNTNAP2	-0.0728000000000001
FRK	-0.951
TBX19	1.28175
CHD4	-0.517
C6orf26	-0.178
MOSC2	1.175
IKBKE	0.01025
HIF1A	-0.72
LOC595101	-0.741
RELA	-0.281833333333333
TMEM16B	-1.46116666666667
ABHD12B	-2.01266666666667
TSEN34	-0.4065
KIF18A	-1.76775
TXNDC9	-1.727
SPATA2L	1.68
SEMA4G	1.2845
C21orf91	0.9795
MATN1	0.2135
KCNIP4	0.2456
TUSC1	2.726625
OR4C15	0.382666666666667
ARMCX6	1.31516666666667
WBSCR27	-0.115166666666667
OR52I2	0.2815
KIAA1604	-0.01975
DYNC1I1	1.401625
PPP4C	-0.00124999999999999
SLC47A2	-1.88733333333333
TREH	-0.211875
CD48	-1.24183333333333
ST14	1.78183333333333
PKN1	-0.17125
SPON2	3.2355
XBP1	-2.28225
SFRS12	-1.06133333333333
EFCAB6	0.2975
SELT	-1.98725
SLC39A2	4.101
ERF	0.261833333333333
ARL3	-0.9325
SURF6	-1.0946
MLLT10	-0.474333333333333
FLJ11171	0.283833333333333
TDGF1	-4.619
ERCC6	1.17325
EIF2AK4	-0.8105
BAZ1A	-0.0598333333333333
LRRN3	-0.0208333333333333
TMC3	0.33
EFTUD1	-1.2965
PTPRO	-1.88733333333333
CLEC12A	-0.36625
ACBD4	0.7515
ZDHHC14	-0.850625
OTUD7B	1.569875
ACTB	1.3135625
MSRA	1.21575
LCE5A	2.731
IFI35	-1.13425
BSCL2	-0.696
ANKRD12	0.3205
CFHR2	1.46725
RGAG1	-0.5445
HSFY1	1.124
SLC30A5	-1.04533333333333
IMPG1	-1.7
GPR109A	0.9555
ZNF185	-0.912
IYD	0.295
NPCDR1	1.0955
SERPINA13	0.3805
HMGCLL1	-3.46533333333333
NEUROG1	2.4964
UBQLN1	-1.0095
LIN37	1.03225
SOCS2	-3.054875
DSCR4	-3.1655
XKR6	-3.057
GPR142	0.397
KRTAP13-3	0.519
CCDC15	-1.88833333333333
MOS	0.459
CD1E	-1.9035
OFCC1	0.294666666666667
FAM83D	-1.307
SRFBP1	-0.76775
C9orf96	0.1555
DHDH	-0.0385
CCDC90A	0.164
RABL3	-0.99515
CD320	0.508666666666667
ANGEL2	0.210583333333333
MRPL21	-0.5565
SMG6	1.58416666666667
INSR	1.670375
FLJ14816	-1.214
GLRB	-1.6885
C9orf89	1.19075
CIZ1	-0.4005
URG4	-0.156
LRDD	-0.358
CBY1	0.814833333333333
NFX1	-0.08975
MTERFD2	-0.00871428571428568
C19orf23	0.95
PGC	-2.1115
IER3IP1	-0.1273
RASAL2	1.86425
C1orf89	-1.29125
SYNJ1	-1.13342857142857
NFKBIE	0.4105
FLJ40125	-0.931833333333333
TCEB2	1.3088
NOG	-0.6735
POLR2J2	0.717333333333333
HLA-B	1.79925
PCDHA1	2.5365
PPP2R2B	0.12275
ARHGEF17	0.9335
TCF7L2	3.07814285714286
CHD5	-0.844
ZNF431	-0.786625
TBC1D25	-0.089
ZNF800	-0.19925
SCUBE2	-2.457
MYCBP	-1.59383333333333
GPX5	0.6495
C6orf129	1.0665
QSER1	-0.974666666666667
ULK2	2.589
PIGO	-1.01233333333333
NRCAM	-0.386076923076923
SLC35E3	-1.050875
CSRP2	-0.21875
HYPE	0.2315
MAPK15	0.844833333333333
MGC14327	-0.71625
TIMM13	0.0165
ZNF462	2.67525
GBA3	-0.58525
TEX13A	1.2475
MCM6	-0.999777777777778
MTRF1	-1.595875
ABCA7	0.404
EIF4A2	-1.90925
ZC3H10	0.3642
RPGR	0.0448333333333333
C20orf94	0.07075
RP1L1	-1.0235
GPR125	0.5325
USP22	-0.178714285714286
OR1L4	0.62075
MLZE	1.969
FLJ32065	-0.718
PTCD1	0.55425
CRTAC1	-0.7025
BXDC2	-2.40625
C18orf1	1.96366666666667
FAM107A	5.63264285714286
EFNA3	-0.0255
P18SRP	-0.8267
CAMKK2	1.00608333333333
KIAA0649	-0.72625
NES	1.2915
HS6ST3	-0.819375
PON2	-1.1375
TCP11L2	-0.9635
CLEC4A	0.104
PRR12	0.989
MLXIPL	-0.4565
C2orf50	-0.199
ZNF28	-1.09725
ENC1	0.61
MAP2K1	-1.408375
FKSG2	-0.074
KIAA0430	1.5385
PTP4A1	-2.24088888888889
GPR156	3.5635
GTF3C6	0.25
UBR2	0.3935
LOC388272	-1.4965
MAK	-0.261
ACOT4	0.77625
STC2	-1.79025
PIGW	-1.06625
SAE1	-1.148875
COL6A1	1.38186363636364
OAZ1	-0.0485
STMN4	0.333666666666667
EDG3	-0.6075
SGCE	-0.691833333333333
IL11	-2.088
PRSS8	3.311375
YIPF5	-1.44791666666667
WNT4	2.829875
CSN2	7.293
TCF7	-1.423875
TDO2	2.74825
SAMD9	-2.23625
S100A7A	0.2005
MMRN1	1.99483333333333
GKAP1	-0.0975
AKR1C3	-1.774875
RNF19A	0.785875
GMDS	0.0600000000000001
YKT6	-0.82875
SPARC	2.7162
C12orf31	-1.11425
UBE2V2	-0.4035
FBXL18	-0.266333333333333
KIAA0460	2.6255
ADAM22	-0.484125
SERPINC1	-3.71675
KCTD21	-0.52775
MYOHD1	-0.0625
ZNF37A	-0.351166666666667
GTF3C1	0.211833333333333
CTSZ	1.19425
PRNPIP	-1.342125
DRD1IP	-0.2915
NR1I2	-1.94916666666667
ZNF266	0.3154
SPAG4L	-0.078
COX4NB	-0.411
SAPS1	1.126
APOA1	-2.83225
TATDN1	-1.45416666666667
C10orf82	-2.145
KPNB1	-1.1045
FOXO3	0.532083333333333
CRYBB2	0.972
ZBTB5	0.208833333333333
SLC25A38	-0.818
DCTN2	-0.779666666666667
IFT20	-0.44925
CTHRC1	1.6595
C1orf31	0.332875
UHRF1	-0.932428571428572
GPC6	-1.866
C10orf54	2.09425
MCF2L2	0.44625
WNT9B	-0.199428571428571
OLA1	-1.29875
FAM120B	-0.47025
TTLL10	0.583
CYorf15A	-4.69125
RELN	-1.55544444444444
SCN2B	-0.2321
MFHAS1	-1.3365
NKX3-2	0.44
RASGRF2	-1.471
SSBP1	-0.874166666666667
KPNA6	0.270928571428571
LOC389118	-0.424
HS3ST4	2.2063
SUPT7L	-0.50425
FLJ32658	-2.5425
IGFBPL1	-0.97025
KIAA1641	0.4224
SHKBP1	-0.773666666666667
CSF1R	5.55
NAGK	-0.563
MYL2	1.124
HIST1H4C	-1.63916666666667
TOMM7	-0.704875
ADAMTSL3	1.4792
TNFSF14	-0.95475
PRRT2	0.2285
VTA1	-1.9505
AOAH	0.6905
CRISPLD2	1.19528571428571
PNN	-0.9049
TA-NFKBH	-0.20625
ESPN	-0.46175
RBM43	-0.157
KIAA1267	1.597625
DDX3X	-0.54
KIAA1576	-2.63975
PLXDC1	5.19216666666667
FLJ25801	-2.6615
HNRNPL	0.983
RUNDC3A	-0.7084
CASP12	0.8625
SH2D5	-1.89825
RPL26L1	1.1065
OR51A7	0.659
HDC	-0.0055
C2orf16	0.082
SYTL3	0.3655
GOLGA4	-0.04425
NOTCH1	1.41133333333333
ATPAF2	0.5295
ECD	0.86
SSX5	-1.83083333333333
SNAP91	-0.1695
OCA2	-2.2925
PNPO	-0.0618333333333333
DAPK1	0.872333333333333
PINX1	-0.370166666666667
SELENBP1	3.505125
NEK3	-1.09433333333333
TMED4	0.0510714285714285
SSTR4	0.996
FOSL1	-1.6068
CD40LG	-0.9425
CES1	-2.06291666666667
DCI	0.190333333333333
B3GAT3	-0.104833333333333
STK17B	-0.4915
CNTN6	1.06025
CYP3A4	-1.4944
MBOAT2	0.279928571428571
PISD	-0.639875
USP1	-2.2315
PYDC1	-0.123
CENPM	-0.28075
SAR1B	0.3075
TTC7B	-0.01125
DP58	-0.3635
GPC1	0.4465
RBL1	-1.7455
TMEM137	-1.265
TOB1	1.41358333333333
TCEAL1	-0.582833333333333
CENPF	0.607181818181818
C6	0.882833333333333
PRSS1	-2.54525
PPIL6	-1.55816666666667
C6orf124	0.5415
ODZ4	-1.00466666666667
SNCB	1.23475
NDUFB9	1.15075
CNOT6L	0.134166666666667
S100A9	1.94833333333333
TRIM50	0.26
KCTD1	3.1464
WDR63	-1.417
SPEF2	1.03825
RNGTT	-1.46933333333333
CXorf22	0.946
KCNK16	0.751
CEP250	-0.400375
ATPBD1B	-0.5545
KCNJ2	4.8655
MT1B	-1.607
ZNF684	-1.4445
SLC4A1	-0.221666666666667
PDHA1	-0.47025
ZNF492	0.319625
TKT	-0.9965
BYSL	0.19825
