Hybridization REF	TCGA-A8-A0AB-01A-11R-A034-07
SNX10	-1.21566666666667
TAC4	0.141
C1orf64	4.069
POGK	1.6975
MAPK9	1.17425
ZNF366	1.254
C8orf79	1.9593
CLDN7	2.2855
OR5AT1	0.678
TRIM37	-0.92175
LRRC25	1.21025
GRHL2	2.8182
TEKT3	2.421
LASS5	0.235833333333333
ABCC4	-2.22883333333333
DLG3	0.988
VGLL1	0.2875
ZFP36L2	2.6615
MFRP	-0.0696666666666667
KIAA1799	0.36025
FLJ44379	0.996
PCNX	-0.91925
ANXA9	1.746
CYP4V2	1.1465
PIK3C2A	-0.6765
SRR	0.135
NOL3	-0.97225
IFITM2	-0.132
ARNTL2	-1.37825
ZNF595	1.01375
NLRP13	-0.2855
ASPH	1.882375
CPA2	0.0455
PVRIG	-2.38516666666667
LEPR	-0.366166666666667
C16orf42	0.812333333333333
SH3BGRL	2.816
FAM77D	1.39283333333333
FNDC7	0.0235
C9orf6	0.195166666666667
NOTCH2NL	1.33616666666667
PGBD1	0.222833333333333
SYNGR2	0.303
PITPNA	-0.777375
PRPF4B	0.0145
SLC43A3	-2.40235714285714
NRBP1	-0.48725
SLC25A22	-0.4025
ILK	-1.07775
SLC22A8	0.263
MRPS7	0.352375
PITX2	-2.051
FABP3	-0.466875
OR1L1	0.1435
LOC728215	0.902125
BLID	-1.7015
KIAA1217	2.79029411764706
TFPT	-0.29825
AP4B1	-0.66775
VBP1	-0.922
OR1K1	0.2535
MORC3	0.57375
BHMT2	0.1
C3orf10	1.045
FZD7	2.0855
WFDC10A	-0.436
PMS2CL	0.058625
CCDC32	0.239833333333333
FA2H	-1.1905
ALG13	0.187
TTLL7	-0.8957
SPOCK3	-0.256
SLC13A2	0.4005
AIM1	1.91775
GPRC6A	-0.3445
EGR2	3.10175
MED11	0.24675
WWC1	1.4805
SH3GL3	-3.5155
RIF1	-0.5305
PRLH	-0.1835
VLDLR	-1.0435
DBT	0.3594375
C21orf63	-0.398
CGGBP1	-0.157125
KRTAP12-2	-0.182
TADA3L	-0.6175
ZBTB16	0.7965
PDGFB	0.316875
RFX1	0.468625
UQCRB	-0.4177
LOC133874	-0.29
HPS3	-2.4465
LGALS3BP	-1.5832
DKFZP564O0823	1.30407142857143
MRFAP1L1	0.786375
HOXA10	-1.6835
NGB	-0.162
KIF21A	-0.0275384615384616
IFLTD1	-0.082
LZTS1	-1.206125
ARHGEF3	1.8155
RHBDL3	-1.6565
CSNK1G2	-0.148916666666667
ChGn	-1.866375
KIAA1244	2.76116666666667
GABRB2	0.142
MGC72080	-1.416
CD27	1.51725
EGLN1	-1.2122
PEX13	0.99675
RWDD3	0.853
RNF12	-0.738
GRIN2B	-0.2935
ADAMTS14	-0.4985
DYDC2	0.350833333333333
ATP6AP1	0.801
NR1H2	-0.2215
PDK2	0.65375
C3orf17	-0.0631666666666667
SLC38A2	-0.864571428571429
SLC25A29	0.127666666666667
C15orf29	0.51775
ADAM9	0.654416666666667
TMUB2	0.47575
GPR176	-0.36725
AGK	-0.547625
MCCD1	1.3975
NDUFA4	0.299
TMEM146	-0.1295
DUSP1	0.0415
UNQ6975	0.911
EMX2OS	2.92625
INSM2	0.1
LUZP4	-0.29975
SETD6	-1.32175
P2RY2	3.1215
SLC45A2	-1.626
RABGAP1	0.290666666666667
UBXD5	-0.190875
GPRC5A	-0.0588
PAK3	-0.254666666666667
LOC63920	-0.5475
TGFBR1	0.7482
KRTAP6-3	0.154
SFMBT2	0.0225
CDC42	-0.19875
C11orf35	0.1245
TTLL2	-0.29125
UACA	0.254416666666667
CD97	-2.8742
SETD5	-0.090375
NINJ2	-0.43275
PTER	1.1695
POMGNT1	0.053
KRTAP4-2	-0.1035
ECGF1	0.884125
HRB	-0.215545454545455
ATP1B2	-0.3712
LOC400506	1.02575
COL4A3BP	0.15975
C6orf97	1.31975
GRHPR	0.245125
TAS2R1	0.24
SEMA7A	-0.80225
EDF1	-0.12575
ODF2L	1.1402
PCID2	-0.192
GTF2H4	-0.182833333333333
ZCCHC3	-1.208875
CGB2	-0.142666666666667
NEUROD1	0.03625
C20orf75	0.0125
RP5-1054A22.3	1.0585
IFNA5	0.12
ZNF134	-0.264583333333333
MGC119295	-0.2107
ZSWIM6	0.457625
SMEK1	0.171166666666667
PCGF2	0.553
C1orf102	2.73325
CYP2A13	0.394
KCNH6	-0.6945
MDM1	0.7621
ALDH7A1	-0.0168333333333333
C9orf75	0.3855
VDAC3	0.0035
OR51T1	0.307
EIF3F	-1.05625
KCNJ10	-0.4285
LENG8	0.2145
EDEM2	-0.67725
CCNJL	0.589833333333333
DHX37	-0.461
CRYGN	0.8885
AATF	-0.2555
ZNF630	1.9755
E2F5	-0.411
WFDC13	-0.17275
FTSJ3	-0.655333333333333
C4orf33	0.593
LHFPL4	-2.857
C19orf56	0.172416666666667
SMAD4	0.79325
AFM	-0.266166666666667
G0S2	-0.3025
FCHSD2	0.1577
RRP1B	-0.7733
EEF1B2	-0.274666666666667
STAT6	0.708333333333333
ZNF195	-0.9015
GNL1	-1.07366666666667
ZNRF2	1.4225
PER3	0.145625
ASB16	0.10325
C10orf10	0.521
ADCY8	-2.83383333333333
C9orf58	-2.0495
ARMC10	0.0805
PSG1	-0.8275
DHX34	-0.118
VARS2	-0.248375
NFIC	0.8025
ITPR2	0.3265
AGXT2	0.446166666666667
OR6K3	-0.1235
H2AFZ	-0.284916666666667
MLLT3	0.752666666666667
COX4I2	1.0695
CCNT2	0.0485
PLK4	-1.623
NUMBL	-0.358833333333333
MED16	0.0505
PLEKHQ1	0.17825
GOSR1	0.744777777777778
BTG4	-0.1835
RPL30	0.519
IGSF5	1.417
IGFL2	1.34616666666667
ELMOD2	0.737666666666667
SHC3	-0.718166666666667
HAVCR1	-0.0025
DYNC2H1	0.445625
RNF5	-0.402
C2orf7	-0.29
NLF1	0.47
KLHL25	0.32075
LRP10	0.2838
KRI1	-0.2225
PUS7L	0.234
MGMT	1.44925
HOXD1	-0.607166666666667
CSH1	0.0383
ATG16L2	-1.177
FLJ44635	-0.0695
CHODL	0.44325
EXOSC8	-2.11575
SLC28A1	-0.39825
MYO7B	-0.4622
SEH1L	0.0853
MTNR1A	0.303166666666667
TSPAN5	0.942666666666667
CDC45L	-2.7445
AMIGO1	0.5465
ATAD3A	-1.380625
OSGIN2	0.598333333333333
PDIK1L	1.17166666666667
DARC	1.584
PIPSL	0.829
SHMT1	-0.123
CRISP3	0.1835
POPDC2	1.50016666666667
ZRANB2	-0.663333333333333
FBXL8	0.0105
TRIP13	-1.48563636363636
EIF5AL1	-1.115
POU5F1P3	-5.01383333333333
IL6	-3.30066666666667
CXorf38	-0.905666666666667
IFNA16	0.295
FBXL2	2.8435
BRD1	0.6085
STATH	0.00450000000000002
FBXO44	-0.15
MCCC2	-0.05575
CDC2	-1.6689
C5orf23	-1.95
IVD	0.0228333333333333
C10orf122	-0.83725
MSL3L1	0.0701
MVP	0.092
EPOR	-1.001
ZMYM1	-0.212333333333333
BCL7C	0.892666666666667
PSTPIP2	1.016
LYPD1	-1.648
OR8G5	-0.119
ZP3	0.822166666666667
BCAS4	0.489916666666667
EDG6	-0.2485
ISY1	-0.407
PRAMEF2	-1.0405
CUL1	-0.35325
RNF213	0.2525
CCRK	1.45775
DHX9	0.178375
C13orf29	-0.2035
NCKAP1	0.587833333333333
MRPL43	0.716357142857143
XPR1	1.15225
PKN2	0.2538
PODNL1	0.4615
ZNF333	0.852875
DALRD3	1.01075
OPN1SW	0.05
BTBD6	0.34175
C11orf82	-1.225
OR5P3	0.3005
DUSP11	0.093
L1CAM	-1.741
NEK11	1.9015
OR7E91P	1.519
CNTN3	3.398
CREB3L2	0.055
ZBTB37	0.95
KIAA1324L	1.62725
NDUFB10	0.9435
NUDT2	0.3925
GTPBP8	-0.6405
CACNA1D	2.653625
PRKAA2	-1.42883333333333
PRDM8	-0.1645
MGC16075	0.936166666666666
KRT14	-0.152571428571429
PP8961	0.345125
MRPL18	0.20275
ABCG2	-1.8135
PACRG	1.9545
BBS2	0.405
KREMEN2	-3.0175
FBXO21	1.31275
HNRPUL1	0.188166666666667
GRB10	0.57475
CLSTN1	0.716125
LMAN2	-0.0599
C17orf61	0.01
NIPSNAP3A	0.76775
INSIG2	-0.141666666666667
PCDHB7	0.163833333333333
STXBP2	0.195125
CMAH	0.512083333333333
SEMA5B	-1.3675
ZNF155	0.0753333333333333
COQ6	-0.7145
PRPF4	-0.24575
TSPAN15	2.0258
VN1R5	0.437
LATS2	0.369
SELK	0.42825
PGK2	-0.034
MS4A1	-1.8565
TYW3	-0.2607
KRTAP5-1	0.38625
RCCD1	-1.265
BTN1A1	0.2455
DDX28	-0.18975
TMEM65	-0.95225
LOC92345	0.33825
TTC31	-0.708
WDR46	-0.719666666666667
CHP2	-1.1375
LSP1	-0.055375
ZNF542	-0.69425
EXOSC1	-0.459
ARHGAP18	-0.275666666666667
LRRTM4	-0.66425
MAOB	5.094
CACNB4	-0.56675
MGC33846	-0.024
RANBP3L	1.845125
ATP5L	-0.500875
ONECUT1	-2.715
NUDT9	0.98275
TMEM149	-0.517
STX17	0.11875
IGSF10	-3.69125
TMPRSS9	-0.2555
BMPR2	0.915833333333333
ALLC	-0.1515
KLF7	0.50375
GCC1	0.7459
TIMM9	-0.8505
CDO1	-0.141333333333333
MGC10701	0.710833333333333
IFI6	-1.28066666666667
FRMD8	0.63475
MGAT2	-0.35125
WBP5	0.550833333333333
CNIH2	-0.00225000000000003
KIAA0907	-0.3913
KCNH8	0.1885
CTSG	0.1675
GRIK1	0.6045
CUL5	0.2765
FRMD1	0.3115
OR9A4	0.022
SYT6	-1.484625
FOXD4L2	0.86875
ANAPC2	-0.780666666666667
OPN5	-0.6085
TAF13	-0.16875
LYG2	0.022
GGNBP1	-0.136
C11orf40	0.3665
OTX2	-0.9815
REG4	-0.141666666666667
EIF5	-0.2435625
PALB2	0.26075
SEPSECS	0.347
RNASE3	-0.14
TRIM49	-1.822
POLR2K	0.4623
GPR42	0.0215
C8B	-2.83875
SASS6	-0.105
PREB	-0.979
OR3A3	0.6795
TUBA8	0.25725
IGLV2-14	-1.436
STIL	-2.077
ANKFN1	-1.181
NME7	1.146
HOXC12	-0.932
UBE2C	-1.76275
FHOD1	-1.154875
CDK2AP1	0.111833333333333
OR6K2	0.24525
DHPS	-0.364
RPL5	-0.147833333333333
TRGV5	0.934
LOC541472	-0.18225
HCCS	0.0122
DENND1B	-1.2875
LHX3	0.265
OR5D16	0.4245
CXorf57	1.21633333333333
IRF2BP1	0.69825
NDST2	0.308166666666667
LCE3D	0.054
BOLL	0.33525
SYT3	-1.00275
PIH1D2	0.50375
C20orf7	-0.81
IL1R2	-1.4145
SLAMF9	0.4245
PPME1	-0.375625
PIK3CA	0.72
TRAPPC1	0.3845
COLEC10	0.103
SLC9A6	-1.9085
PDDC1	-0.780416666666667
CCDC53	0.177
GK3P	0.285
DAZL	-1.13775
BRI3	-0.011
SDK1	-0.156375
CYP2C18	-0.0895
IFI44L	-0.012
RPL3L	0.092
FUT9	-0.0288333333333333
KIFC2	-0.425666666666667
PMP2	-0.284625
SLC4A9	-0.085
PLAG1	-1.81633333333333
MYCBP2	-0.300333333333333
OR4E2	0.2825
CCDC65	2.64125
C16orf82	0.016875
ENTPD4	0.418625
BRP44L	0.372125
PMP22CD	0.0635
TMCO4	0.378333333333333
KCNN1	-0.8325
WDR35	0.523
CCDC80	0.825375
C3orf31	-0.29125
SLC7A9	-0.806
TMEM190	-1.49025
DBC1	-0.985666666666667
FADS3	-1.51366666666667
PDZD8	-0.284166666666667
GRM5	-0.055375
AZGP1	3.8293
PEX3	0.9635
MED1	0.508857142857143
ATG4C	-1.111
HNRPH3	-1.02025
FAM109B	1.768
C4orf17	0.0255
CA10	-0.08675
OPRD1	0.6055
CCL16	-1.47675
SACM1L	-0.23925
CST6	5.333
CD63	0.75
LGI1	-1.225
ZNF784	0.372
CRYBB1	-1.09
CX3CL1	-0.044
TOP2A	-1.665
GYPB	-3.406
GADD45GIP1	-0.78325
FEN1	-1.2405
IGF1R	0.5623125
WDR72	-0.743
PURG	-0.594833333333333
DEFB126	-0.12225
PKD1L1	0.15725
CAV1	-2.8044
GNPDA2	1.3381
DGAT2	-0.597875
NLGN1	-4.16975
STRBP	0.157875
HPRT1	-0.665333333333333
FANCI	-1.82425
PSMA7	-0.7245
DBF4B	-0.706333333333333
TTF1	-0.48675
RAD54L	-1.915
ELOF1	-0.0405
PLAGL2	-0.93525
ZNF256	-0.553
HMGCL	0.514
MSI2	0.164166666666667
RPESP	-1.555
C11orf60	0.31875
ABCD1	-0.752
ACAA1	0.5153
SPARCL1	4.14121428571429
IL6ST	2.3397
ZNF319	0.12625
TMEM109	-0.9387
FAM90A1	-1.44616666666667
IL22RA1	-1.3035
ATP4B	0.283
TEC	-0.772166666666667
C7orf30	-0.82
TXNDC2	-0.450333333333333
ABCB4	-0.5295
KIAA1191	0.616125
C9orf38	-0.291
SFTPB	0.026625
CNTNAP2	2.26008333333333
FRK	2.3315
TBX19	0.497
CHD4	-0.2775
C6orf26	-2.39266666666667
MOSC2	1.77725
IKBKE	0.391
HIF1A	-1.64383333333333
LOC595101	-0.378
RELA	0.2725
TMEM16B	0.0946666666666667
ABHD12B	-1.87225
TSEN34	0.88075
KIF18A	-2.90075
TXNDC9	0.0621666666666667
SPATA2L	-0.3865
SEMA4G	-0.1955
C21orf91	-1.092625
MATN1	-0.654
KCNIP4	0.282166666666667
TUSC1	1.765875
OR4C15	0.32225
ARMCX6	1.335
WBSCR27	-1.0375
OR52I2	0.0465
KIAA1604	-0.4305
DYNC1I1	-0.60125
PPP4C	0.31375
SLC47A2	-1.60183333333333
TREH	-0.03975
CD48	-0.4915
ST14	0.728333333333333
PKN1	-0.6065
SPON2	2.22
XBP1	2.86758333333333
SFRS12	0.259833333333333
EFCAB6	2.34925
SELT	0.09025
SLC39A2	0.965
ERF	-0.5925
ARL3	1.339
SURF6	-0.9781
MLLT10	-0.780428571428571
FLJ11171	0.889833333333333
TDGF1	-4.525
ERCC6	0.09225
EIF2AK4	0.63125
BAZ1A	-0.418333333333333
LRRN3	-0.347833333333333
TMC3	-0.283
EFTUD1	-0.144
PTPRO	0.4095
CLEC12A	0.0985
ACBD4	0.350125
ZDHHC14	-0.077375
OTUD7B	1.669875
ACTB	0.2000625
MSRA	0.431875
LCE5A	0.3525
IFI35	-0.8225
BSCL2	-0.0348333333333333
ANKRD12	0.522666666666667
CFHR2	-0.012
RGAG1	0.385833333333333
HSFY1	-0.071
SLC30A5	0.502083333333333
IMPG1	-0.3185
GPR109A	0.5255
ZNF185	0.03675
IYD	1.71025
NPCDR1	1.154
SERPINA13	0.1665
HMGCLL1	-1.03875
NEUROG1	0.3765
UBQLN1	-0.08875
LIN37	0.257
SOCS2	-2.051375
DSCR4	-1.54225
XKR6	-2.48425
GPR142	0.6095
KRTAP13-3	0.276
CCDC15	-0.447
MOS	-0.0975
CD1E	-2.158
OFCC1	-0.17
FAM83D	-1.93325
SRFBP1	0.62925
C9orf96	-0.0655
DHDH	-0.261
CCDC90A	-0.9685
RABL3	0.5133
CD320	-1.857
ANGEL2	1.39175
MRPL21	0.363
SMG6	-0.207
INSR	1.4180625
FLJ14816	-0.4185
GLRB	0.973666666666667
C9orf89	1.02725
CIZ1	-1.011875
URG4	-0.4735
LRDD	-1.84983333333333
CBY1	1.20466666666667
NFX1	-0.228375
MTERFD2	-0.0325714285714285
C19orf23	0.189
PGC	-2.661625
IER3IP1	0.814
RASAL2	1.46791666666667
C1orf89	0.17275
SYNJ1	-0.47325
NFKBIE	0.261
FLJ40125	-1.62283333333333
TCEB2	0.2115
NOG	-2.254
POLR2J2	-0.419
HLA-B	-0.36475
PCDHA1	-0.0755
PPP2R2B	-2.17225
ARHGEF17	0.900333333333333
TCF7L2	0.914571428571429
CHD5	-0.544
ZNF431	-0.39275
TBC1D25	-0.60825
ZNF800	0.53425
SCUBE2	2.42909090909091
MYCBP	1.09816666666667
GPX5	0.313
C6orf129	0.491833333333333
QSER1	-0.682333333333333
ULK2	2.3575
PIGO	0.696166666666667
NRCAM	-2.22721428571429
SLC35E3	0.277375
CSRP2	-2.7845
HYPE	-0.58575
MAPK15	0.444
MGC14327	0.33975
TIMM13	0.137
ZNF462	-0.0965
GBA3	0.045
TEX13A	0.3195
MCM6	-0.711666666666667
MTRF1	-1.407625
ABCA7	-1.61325
EIF4A2	-0.725
ZC3H10	1.3277
RPGR	0.367
C20orf94	0.917
RP1L1	-0.1385
GPR125	0.452625
USP22	-0.171642857142857
OR1L4	0.508
MLZE	1.0315
FLJ32065	0.87175
PTCD1	0.40025
CRTAC1	0.820333333333333
BXDC2	-1.0125
C18orf1	3.1325
FAM107A	0.303428571428571
EFNA3	0.3815
P18SRP	0.0276
CAMKK2	0.843666666666667
KIAA0649	0.0895
NES	-2.21766666666667
HS6ST3	-0.041875
PON2	0.593
TCP11L2	-0.41525
CLEC4A	1.19125
PRR12	0.3585
MLXIPL	-1.3836
C2orf50	0.753
ZNF28	1.00225
ENC1	0.0425
MAP2K1	-0.827875
FKSG2	0.22975
KIAA0430	1.40325
PTP4A1	-1.71677777777778
GPR156	0.7235
GTF3C6	0.1705
UBR2	0.1001
LOC388272	-1.53575
MAK	1.28483333333333
ACOT4	1.17375
STC2	2.04433333333333
PIGW	-0.907125
SAE1	-0.497625
COL6A1	0.610863636363636
OAZ1	0.2655
STMN4	0.716166666666667
EDG3	0.293166666666667
SGCE	0.841
IL11	-2.2485
PRSS8	3.47775
YIPF5	0.7855
WNT4	2.07325
CSN2	0.0905
TCF7	-2.289
TDO2	1.46575
SAMD9	-1.617875
S100A7A	0.0735
MMRN1	1.14766666666667
GKAP1	0.08
AKR1C3	-2.103375
RNF19A	1.014625
GMDS	-0.8695
YKT6	-0.9175
SPARC	1.16
C12orf31	-0.23175
UBE2V2	-0.441333333333333
FBXL18	-0.443
KIAA0460	1.05075
ADAM22	-0.859375
SERPINC1	-4.29325
KCTD21	0.50575
MYOHD1	-1.70075
ZNF37A	-0.504833333333333
GTF3C1	-0.164666666666667
CTSZ	0.46325
PRNPIP	-0.775125
DRD1IP	0.417
NR1I2	-2.09383333333333
ZNF266	-0.2219
SPAG4L	0.4485
COX4NB	-0.41575
SAPS1	-0.0725
APOA1	-3.83
TATDN1	-0.391333333333333
C10orf82	0.701
KPNB1	-0.7765
FOXO3	1.41541666666667
CRYBB2	-1.1625
ZBTB5	-0.0886666666666667
SLC25A38	-0.28575
DCTN2	-0.132833333333333
IFT20	1.1115
CTHRC1	2.47875
C1orf31	0.594375
UHRF1	-0.1425
GPC6	-0.4805
C10orf54	-0.03075
MCF2L2	-0.601666666666667
WNT9B	0.235375
OLA1	-0.55275
FAM120B	0.1105
TTLL10	-0.269
CYorf15A	-3.86625
RELN	-1.5311
SCN2B	0.400583333333333
MFHAS1	0.00725
NKX3-2	-1.24033333333333
RASGRF2	-0.722
SSBP1	-0.645333333333333
KPNA6	-0.223571428571429
LOC389118	0.262
HS3ST4	-1.3946
SUPT7L	-0.413375
FLJ32658	-1.184
IGFBPL1	-1.28825
KIAA1641	-0.2665
SHKBP1	-0.0383333333333333
CSF1R	4.18525
NAGK	0.22925
MYL2	0.49075
HIST1H4C	0.1505
TOMM7	0.02175
ADAMTSL3	0.2583
TNFSF14	-1.42525
PRRT2	-0.2025
VTA1	0.598
AOAH	1.91166666666667
CRISPLD2	0.799214285714286
PNN	-0.995
TA-NFKBH	-0.31425
ESPN	-1.24275
RBM43	-0.4915
KIAA1267	1.01175
DDX3X	0.228722222222222
KIAA1576	-4.778
PLXDC1	3.6105
FLJ25801	-4.17475
HNRNPL	0.28825
RUNDC3A	-0.0616666666666667
CASP12	0.251
SH2D5	-1.588
RPL26L1	0.068
OR51A7	0.169
HDC	2.154
C2orf16	0.024
SYTL3	2.868125
GOLGA4	0.1905
NOTCH1	-0.72
ATPAF2	0.81575
ECD	0.6175
SSX5	-1.6865
SNAP91	0.3745
OCA2	-4.44375
PNPO	0.419166666666667
DAPK1	-1.45883333333333
PINX1	-0.561166666666667
SELENBP1	1.703875
NEK3	0.0906666666666667
TMED4	0.180357142857143
SSTR4	0.033
FOSL1	-2.675
CD40LG	0.2335
CES1	-2.012
DCI	0.3985
B3GAT3	-0.305833333333333
STK17B	-1.187
CNTN6	-0.264
CYP3A4	-1.62983333333333
MBOAT2	0.570571428571429
PISD	-0.591375
USP1	-0.688
PYDC1	3.96766666666667
CENPM	-1.04925
SAR1B	0.22675
TTC7B	-0.974
DP58	-0.2695
GPC1	0.09825
RBL1	-1.4825
TMEM137	-1.96133333333333
TOB1	0.968333333333333
TCEAL1	2.10233333333333
CENPF	-0.677727272727273
C6	1.68216666666667
PRSS1	-3.43925
PPIL6	1.6405
C6orf124	-0.738
ODZ4	0.5855
SNCB	-0.41875
NDUFB9	-0.022625
CNOT6L	1.027
S100A9	-0.189833333333333
TRIM50	-0.0635
KCTD1	3.0083
WDR63	0.0885
SPEF2	2.036625
RNGTT	-0.108666666666667
CXorf22	0.218
KCNK16	0.366
CEP250	-1.64925
ATPBD1B	-0.3105
KCNJ2	3.03525
MT1B	-0.8915
ZNF684	-0.094
SLC4A1	0.51075
PDHA1	-0.77425
ZNF492	-0.559875
TKT	-1.8525
BYSL	-0.18275
RNF38	0.44825
AHDC1	0.181
KLHL2	1.54625
CMTM8	2.151
DMP1	-0.849
HERPUD2	0.158125
CRTAM	1.09133333333333
ZNF572	-1.392
TMEM16J	-1.6595
HSD17B2	-1.15425
UBE2G1	0.072
AHSA2	-1.775
PELI2	-1.4185
TPX2	-2.305375
ATP9B	1.38616666666667
DAZAP1	-0.091875
HMGCS2	3.23216666666667
C17orf38	-0.036
B9D1	0.268375
NKX2-5	-1.292
KIAA1276	0.36475
LILRB2	2.3445
CSTF1	-0.426833333333333
BTN2A1	-0.626666666666667
C15orf48	1.60075
IGF2BP3	-4.3325
FAM113B	-0.00799999999999997
HRG	-0.055
ZNF131	-0.04
USP47	0.157428571428571
CCDC88B	-2.23025
HCN1	-0.4387
HTN1	-0.230166666666667
SYCP3	-0.10325
C13orf23	-1.2185
PAPOLA	0.35125
AATK	-0.1031
MSH3	0.167666666666667
NDUFAB1	0.374
ITLN2	-0.97
BAK1	-0.5355
MRPL45	0.362666666666667
MTNR1B	0.00299999999999998
LOC645843	-0.05
SPECC1L	0.172375
PGCP	0.3175
SPN	-1.17325
GPR143	1.8215
ZNF576	0.882833333333333
TMEM39A	0.1741
ATP5D	-0.383
MAGEB3	-1.434
RPS5	-0.0635
ANP32E	-0.7975
MTMR1	0.53675
YEATS4	0.09075
SYNGAP1	-0.12475
PCOLCE	-1.20733333333333
MNS1	0.667
PCYT2	-0.697833333333333
ZNF182	0.8085
LAX1	-0.5105
SPPL2B	0.2301
ELOVL5	1.2379
PCDHAC1	0.7045
B4GALNT1	-1.99366666666667
BLOC1S2	0.502625
ZNF673	-0.1956
ARHGAP21	-0.797833333333334
IRX5	3.460125
LRFN5	0.1255
FAM7A1	-1.03175
RAB19	-0.566
GINS1	-1.35425
ITM2B	0.4408
PAPSS2	0.9275
OR5BF1	0.104
ACSL3	0.3985
KIAA1919	0.23075
GLT8D2	2.06775
UTRN	0.808142857142857
CNN1	-0.11275
HISPPD2A	0.386666666666667
SDAD1	0.4165
SIGLEC9	0.202833333333333
RPL35	-0.414714285714286
C22orf26	0.198
IMPDH2	-0.3295
WDR69	-0.83375
SEC14L5	-0.419
CLTA	-0.08325
RP11-529I10.4	0.881
GPR37L1	0.220666666666667
OGDH	-0.942166666666667
ASB13	1.81166666666667
ZFP14	0.8895
ZCRB1	0.0668333333333333
KPNA3	-0.13675
HSPA1L	1.0385
RHOC	0.24975
LOC554175	-0.45775
PPP3CA	0.4105
SLC1A7	-0.813
ZNF529	0.243333333333333
RBED1	0.618
DDB2	-2.325
FLJ11286	-0.8255
SPATA1	0.597
MKNK1	-0.123166666666667
DYSF	0.0181666666666667
ALKBH2	0.4845
NKD1	-2.38633333333333
C1orf174	0.13
PLEKHO1	0.167
ASB10	0.21925
RING1	-0.4015
NPC2	0.313
AVPR1B	0.088
YTHDF1	-0.235416666666667
LMAN1L	0.385
GSG2	-1.972
CEP170	0.0803999999999999
RPS4Y2	-5.36175
MSH6	-0.612
HECTD2	0.906
ZNF556	-3.55283333333333
PLEKHC1	-1.101
AIRE	0.084
BCL2L10	0.46875
LMOD3	0.42
ZBTB8	0.3849
FOXA2	-3.6015
SLCO2A1	1.8185
C3orf46	-0.138
PRDM16	-1.14616666666667
TMEM98	1.3945
FRMD5	-2.027
PDE6C	-0.218
C1orf216	-0.123666666666667
EP400	0.150142857142857
PTK2	0.580333333333333
RNF217	-1.08125
NDUFA8	0.1435
ZFAT1	0.65675
LAMP3	-1.75833333333333
GLTSCR2	0.090375
NPW	-1.4175
LLGL2	-0.0286
PPM1K	-2.34233333333333
C20orf177	-0.55
KIR2DL4	0.2786
NFKB2	-0.3215
C21orf122	-0.227666666666667
HESX1	-0.4585
GPR114	-0.623166666666667
SLC25A35	-0.221
GNAT1	0.09275
ORAI3	0.65975
FAM76B	-0.132125
TMEM99	1.4213
TRIM29	-0.5696
CDS1	2.99175
RHEB	0.1266
C4orf27	0.242166666666667
RAB3A	-0.4275
OTUD6B	-0.04075
GPD1	0.612625
CDH15	-1.3105
NPM1	-0.538
TMEM117	-1.1065
PRPS2	0.364416666666667
GCK	-0.3935
ADRA2A	3.27866666666667
TSPYL4	0.658
TASP1	-0.09375
WDR19	0.614083333333333
C10orf38	-1.95525
PDE4C	-0.722333333333333
FYB	-0.926916666666666
C1orf55	0.427833333333333
PPFIA3	-1.16175
RAD18	0.4035
C12orf44	-0.241
CRYBA4	0.3725
HVCN1	0.4175
TAF10	-0.764166666666667
C16orf48	-0.552333333333333
DEPDC5	1.28983333333333
LTBP1	-2.01
MAPRE1	-0.344125
FGF8	-0.0975
C3orf52	1.579875
SENP7	0.578333333333333
LRRK2	-0.22975
RUNDC2A	0.339
KIAA0355	0.412333333333333
CPEB1	-1.798
PPEF2	0.208
ABI2	-0.291333333333333
KIAA0317	-0.188375
ATF1	0.591333333333333
DYNC1H1	-0.28125
DIP	0.24125
TMEM33	0.577611111111111
POLDIP3	-0.3035
C7orf24	1.0395
GPR171	0.129
CDC6	-1.50933333333333
PLD1	-1.1689
ITFG2	0.2021
NDUFC1	-0.283
AKNA	-1.1715
NBR1	0.99275
PKHD1	-0.187875
HPS4	-0.4663
MAFA	0.526
ULBP3	-0.39925
DIRC1	0.151
IMMT	-0.45275
C22orf13	-0.1855
CEL	-0.0205
MARK3	-0.64275
ADAMTS2	0.37875
ARPC3	0.1795
TMEM10	0.171
NPHS1	0.13225
BRD8	0.220166666666667
WDR12	-1.0985
IDI2	0.055625
HOXD13	-2.001
OR8G2	-0.95475
SLAIN1	0.0925
GABRQ	-0.29175
NR2C2	-0.528
NKTR	-0.1405
TLE2	1.316
KIAA0892	0.0865
AURKA	-2.62190909090909
GPRC5C	-0.862833333333333
TBC1D9B	0.53325
PNPLA6	-0.196833333333333
AP3B1	0.2395
NAG	-0.285125
C11orf68	-0.583
AKR7A3	1.07225
AHCYL1	0.510416666666667
COP1	-0.887833333333333
RPP14	-0.0601666666666667
PCDHB18	0.20275
CDH24	0.4965
KRT17	-1.2255
LACTB2	-0.61475
DDX24	-0.1102
PHACTR1	-2.155
SLC35E2	-0.0475
LOXL1	0.35425
IQSEC2	0.156875
RGSL1	-0.2855
PCDHGC5	0.3025
MEGF10	-0.220875
PRRX1	0.973666666666666
ASTE1	0.762166666666667
C6orf159	-1.563
MYOD1	0.50875
GAA	1.39425
ZNF747	1.00825
KLRC1	-2.197375
IL1RL2	0.257
