Hybridization REF	TCGA-BH-A0DS-01A-11R-A056-07
C6orf97	-0.3435
GRHPR	0.292875
TAS2R1	1.269
SEMA7A	-2.412
EDF1	0.185
ODF2L	1.1525
PCID2	-0.765
GTF2H4	-0.485166666666667
ZCCHC3	-0.11575
CGB2	-0.179
NEUROD1	0.86875
C20orf75	-0.354
RP5-1054A22.3	2.624
IFNA5	0.224
ZNF134	0.894916666666667
MGC119295	-0.338
ZSWIM6	-0.398
SMEK1	0.834333333333333
PCGF2	0.006125
C1orf102	1.459
CYP2A13	3.017
KCNH6	-1.1049
MDM1	0.701
ALDH7A1	0.4505
C9orf75	0.678
VDAC3	-0.62175
OR51T1	0.6785
EIF3F	-0.73575
KCNJ10	-0.473625
LENG8	0.162
EDEM2	0.414166666666667
CCNJL	-1.3105
DHX37	-0.6235
CRYGN	0.6885
AATF	-0.867125
ZNF630	2.382625
E2F5	-1.6535
WFDC13	0.4895
FTSJ3	-1.12983333333333
C4orf33	0.66875
LHFPL4	-3.72966666666667
C19orf56	-0.0848333333333333
SMAD4	0.0245
AFM	-0.927166666666667
G0S2	1.81225
FCHSD2	-0.0682
RRP1B	-1.1882
EEF1B2	-0.941666666666667
STAT6	1.47
ZNF195	-0.9465
GNL1	-0.922666666666667
ZNRF2	1.28233333333333
PER3	0.402625
ASB16	0.33975
C10orf10	3.10571428571429
ADCY8	-3.778
C9orf58	0.898666666666667
ARMC10	-0.1655
PSG1	-1.022
DHX34	-0.526
VARS2	-0.386375
NFIC	0.27025
ITPR2	1.47025
AGXT2	0.8012
OR6K3	0.324
H2AFZ	-1.16633333333333
MLLT3	0.930416666666667
COX4I2	2.6885
CCNT2	0.101125
PLK4	-1.9345
NUMBL	-1.134
MED16	0.2235
PLEKHQ1	0.84875
GOSR1	0.452055555555556
BTG4	1.68675
RPL30	0.0420833333333333
IGSF5	1.72
IGFL2	-1.56016666666667
ELMOD2	0.800833333333333
SHC3	-1.36033333333333
HAVCR1	-0.6415
DYNC2H1	-0.131625
RNF5	0.23
C2orf7	-0.0825
NLF1	0.8375
KLHL25	0.344
LRP10	1.8688
KRI1	-0.0705
PUS7L	0.189166666666667
MGMT	0.706
HOXD1	0.67
CSH1	0.1979
ATG16L2	-1.0755
FLJ44635	0.4105
CHODL	6.93889390390723e-18
EXOSC8	-1.081
SLC28A1	-0.58725
MYO7B	-0.921833333333333
SEH1L	-1.181
MTNR1A	0.207666666666667
TSPAN5	0.7005
CDC45L	-3.01933333333333
AMIGO1	0.262
ATAD3A	-1.55
OSGIN2	0.528666666666667
PDIK1L	1.16733333333333
DARC	4.597
PIPSL	0.5375
SHMT1	-0.73975
CRISP3	1.244
POPDC2	2.45433333333333
ZRANB2	-0.893333333333333
FBXL8	0.165
TRIP13	-1.79627272727273
EIF5AL1	-1.4025
POU5F1P3	-5.37516666666667
IL6	0.594166666666667
CXorf38	-0.142333333333333
IFNA16	-0.0165
FBXL2	0.472666666666667
BRD1	0.5745
STATH	0.59275
FBXO44	-0.408666666666667
MCCC2	1.236
CDC2	-2.2696
C5orf23	0.56575
IVD	1.109
C10orf122	-1.55275
MSL3L1	0.3387
MVP	1.25775
EPOR	-0.7349
ZMYM1	-0.790666666666667
BCL7C	0.701666666666667
PSTPIP2	1.4367
LYPD1	-2.00075
OR8G5	0.988
ZP3	-0.865333333333333
BCAS4	1.36133333333333
EDG6	2.82275
ISY1	-0.18275
PRAMEF2	-1.45875
CUL1	-0.460625
RNF213	-0.233
CCRK	1.103
DHX9	-0.152375
C13orf29	-1.825
NCKAP1	0.7775
MRPL43	0.191642857142857
XPR1	0.15025
PKN2	0.43
PODNL1	0.485
ZNF333	0.452428571428571
DALRD3	1.31425
OPN1SW	0.102
BTBD6	0.71875
C11orf82	-2.25
OR5P3	-0.564
DUSP11	0.0705
L1CAM	-2.1242
NEK11	2.24266666666667
OR7E91P	1.267
CNTN3	2.3172
CREB3L2	0.39225
ZBTB37	0.3685
KIAA1324L	0.2935
NDUFB10	0.0728333333333333
NUDT2	0.46325
GTPBP8	-0.78475
CACNA1D	2.266375
PRKAA2	0.829
PRDM8	-0.1945
MGC16075	-0.107333333333333
KRT14	2.16257142857143
PP8961	0.676875
MRPL18	-0.4145
ABCG2	-2.33925
PACRG	2.257
BBS2	-0.0775
KREMEN2	-1.106
FBXO21	1.10225
HNRPUL1	0.40425
GRB10	-0.10775
CLSTN1	0.851125
LMAN2	1.2502
C17orf61	-0.6005
NIPSNAP3A	0.59075
INSIG2	-0.0421666666666667
PCDHB7	0.470166666666667
STXBP2	0.75975
CMAH	2.81758333333333
SEMA5B	-0.30575
ZNF155	1.07066666666667
COQ6	0.954
PRPF4	0.006
TSPAN15	2.1102
VN1R5	0.497
LATS2	0.381
SELK	0.481
PGK2	0.27675
MS4A1	1.1475
TYW3	-0.4373
KRTAP5-1	0.55375
RCCD1	-1.7435
BTN1A1	0.6755
DDX28	0.49975
TMEM65	0.586125
LOC92345	-0.0305
TTC31	-0.1425
WDR46	-0.510333333333333
CHP2	1.1655
LSP1	0.2115
ZNF542	0.49825
EXOSC1	-0.30375
ARHGAP18	-0.0105
LRRTM4	-1.261
MAOB	4.44808333333333
CACNB4	-0.25975
MGC33846	0.841
RANBP3L	2.372
ATP5L	0.000249999999999993
ONECUT1	-3.3785
NUDT9	0.30075
TMEM149	1.2435
STX17	0.62675
IGSF10	-2.4075
TMPRSS9	0.182
BMPR2	0.8885
ALLC	0.33375
KLF7	1.142
GCC1	1.2331
TIMM9	-0.48325
CDO1	1.81016666666667
MGC10701	-1.18616666666667
IFI6	-0.0221666666666667
FRMD8	0.25375
MGAT2	-0.00450000000000001
WBP5	1.1105
CNIH2	-0.17625
KIAA0907	-0.518
KCNH8	0.6385
CTSG	1.91425
GRIK1	0.138666666666667
CUL5	0.167
FRMD1	0.604
OR9A4	1.5745
SYT6	0.205125
FOXD4L2	1.9515
ANAPC2	0.4215
OPN5	1.636
TAF13	-0.89225
LYG2	0.8445
GGNBP1	-0.5165
C11orf40	0.4255
OTX2	-1.807
REG4	-0.654666666666667
EIF5	-0.3335
PALB2	0.044
SEPSECS	0.2276
RNASE3	-1.0205
TRIM49	-2.7445
POLR2K	0.9054
GPR42	0.706
C8B	-3.9645
SASS6	-0.41825
PREB	-0.4895
OR3A3	0.5265
TUBA8	0.8725
IGLV2-14	1.6165
STIL	-1.71625
ANKFN1	-1.23233333333333
NME7	-0.727
HOXC12	2.217
UBE2C	-1.184625
FHOD1	-0.46175
CDK2AP1	0.300166666666667
OR6K2	0.63125
DHPS	-0.06425
RPL5	-0.800416666666667
TRGV5	0.4765
LOC541472	0.3885
HCCS	0.5646
DENND1B	-0.6005
LHX3	0.5115
OR5D16	0.5705
CXorf57	-1.8015
IRF2BP1	1.1165
NDST2	0.778833333333333
LCE3D	-0.167
BOLL	-0.1254
SYT3	-1.483
PIH1D2	0.14625
C20orf7	-0.4285
IL1R2	0.241666666666667
SLAMF9	0.106
PPME1	-0.8685
PIK3CA	-0.196
TRAPPC1	-0.21225
COLEC10	-1.35325
SLC9A6	-0.773666666666667
PDDC1	-1.30075
CCDC53	0.0795
GK3P	-0.194
DAZL	-1.1485
BRI3	-0.43875
SDK1	-0.894125
CYP2C18	-0.166
IFI44L	1.906375
RPL3L	0.6095
FUT9	0.292
KIFC2	-1.1735
PMP2	-0.9085
SLC4A9	-0.515
PLAG1	-1.685
MYCBP2	-0.0285
OR4E2	1.0205
CCDC65	2.35325
C16orf82	-0.30875
ENTPD4	0.641375
BRP44L	0.997375
PMP22CD	-0.16225
TMCO4	1.30033333333333
KCNN1	-1.22933333333333
WDR35	-0.68675
CCDC80	2.65675
C3orf31	-0.40075
SLC7A9	-1.5345
TMEM190	-1.6305
DBC1	0.094
FADS3	-1.49716666666667
PDZD8	-0.885166666666667
GRM5	-0.198625
AZGP1	4.3295
PEX3	0.369
MED1	-0.100071428571429
ATG4C	-1.23066666666667
HNRPH3	-0.984625
FAM109B	2.14825
C4orf17	0.159
CA10	-0.23475
OPRD1	-0.288
CCL16	-1.585
SACM1L	-0.493
CST6	2.351
CD63	1.107375
LGI1	-1.647
ZNF784	0.5985
CRYBB1	-1.819
CX3CL1	1.7269
TOP2A	-2.43175
GYPB	-3.97266666666667
GADD45GIP1	-0.49325
FEN1	-1.668875
IGF1R	-0.2313125
WDR72	-1.69133333333333
PURG	-0.6175
DEFB126	-0.372
PKD1L1	0.33275
CAV1	-0.929
GNPDA2	0.4348
DGAT2	1.053625
NLGN1	-3.06575
STRBP	0.668125
HPRT1	-1.67133333333333
FANCI	-1.928875
PSMA7	-0.153
DBF4B	-1.2125
TTF1	-0.085
RAD54L	-2.296
ELOF1	-0.11525
PLAGL2	-0.29525
ZNF256	1.35725
HMGCL	0.35625
MSI2	-0.7895
RPESP	-0.3765
C11orf60	0.73975
ABCD1	-0.0695
ACAA1	0.9218
SPARCL1	5.7995
IL6ST	1.0963
ZNF319	-0.11825
TMEM109	0.2256
FAM90A1	-1.50383333333333
IL22RA1	-0.938
ATP4B	-1.999
TEC	-1.08733333333333
C7orf30	-0.87325
TXNDC2	-2.40666666666667
ABCB4	-0.20125
KIAA1191	0.710875
C9orf38	-0.2735
SFTPB	0.396
CNTNAP2	0.753833333333333
FRK	2.4965
TBX19	-0.44325
CHD4	-0.3575
C6orf26	-2.65966666666667
MOSC2	2.031
IKBKE	1.4175
HIF1A	-1.65783333333333
LOC595101	0.461
RELA	0.0275
TMEM16B	-0.542833333333333
ABHD12B	-2.68425
TSEN34	0.235
KIF18A	-2.7435
TXNDC9	-0.236
SPATA2L	-0.344
SEMA4G	-1.7645
C21orf91	-0.96925
MATN1	-0.334
KCNIP4	-0.218
TUSC1	2.767125
OR4C15	0.7
ARMCX6	0.925
WBSCR27	-1.37783333333333
OR52I2	-0.4025
KIAA1604	-0.35775
DYNC1I1	-0.529125
PPP4C	1.43525
SLC47A2	-1.66166666666667
TREH	0.0685
CD48	1.9825
ST14	1.95316666666667
PKN1	-0.642
SPON2	2.9315
XBP1	2.28858333333333
SFRS12	-0.114666666666667
EFCAB6	3.0145
SELT	0.0005
SLC39A2	0.8325
ERF	-0.841
ARL3	-0.535375
SURF6	-0.1539
MLLT10	-1.2902380952381
FLJ11171	0.873166666666667
TDGF1	-4.7595
ERCC6	-0.49175
EIF2AK4	0.159
BAZ1A	0.727666666666667
LRRN3	0.403333333333333
TMC3	-0.4315
EFTUD1	-0.229
PTPRO	-0.807666666666666
CLEC12A	0.3685
ACBD4	-0.023625
ZDHHC14	-0.319125
OTUD7B	2.445875
ACTB	0.49125
MSRA	0.389125
LCE5A	0.899
IFI35	0.10475
BSCL2	0.104333333333333
ANKRD12	0.333916666666667
CFHR2	1.646
RGAG1	0.614
HSFY1	-0.7095
SLC30A5	0.489181818181818
IMPG1	0.3695
GPR109A	1.1965
ZNF185	0.0775
IYD	5.08725
NPCDR1	0.449
SERPINA13	-0.395
HMGCLL1	-0.35875
NEUROG1	0.464833333333333
UBQLN1	0.59875
LIN37	0.299
SOCS2	1.332125
DSCR4	-2.48514285714286
XKR6	0.6775
GPR142	0.7565
KRTAP13-3	1.837
CCDC15	2.06283333333333
MOS	-0.0645
CD1E	-0.5365
OFCC1	-0.4755
FAM83D	-1.76225
SRFBP1	0.82475
C9orf96	-0.33
DHDH	-1.4565
CCDC90A	-0.689
RABL3	0.75695
CD320	-1.32616666666667
ANGEL2	0.79525
MRPL21	-0.08375
SMG6	0.2595
INSR	2.8094375
FLJ14816	-1.2235
GLRB	1.05816666666667
C9orf89	0.33225
CIZ1	-0.132375
URG4	0.389666666666667
LRDD	-1.16533333333333
CBY1	0.917666666666667
NFX1	0.5505
MTERFD2	0.191357142857143
C19orf23	0.027
PGC	-1.11775
IER3IP1	0.632
RASAL2	1.74983333333333
C1orf89	-0.189
SYNJ1	-0.04225
NFKBIE	0.5295
FLJ40125	-1.5445
TCEB2	0.2703
NOG	-2.2035
POLR2J2	-0.455833333333333
HLA-B	2.6155
PCDHA1	2.4285
PPP2R2B	-0.2555
ARHGEF17	0.6415
TCF7L2	1.5255
CHD5	-1.60383333333333
ZNF431	0.528125
TBC1D25	0.322
ZNF800	0.584
SCUBE2	1.80154545454545
MYCBP	0.4735
GPX5	0.348
C6orf129	-0.373833333333333
QSER1	-1.11883333333333
ULK2	1.46425
PIGO	1.31883333333333
NRCAM	-2.78136363636364
SLC35E3	0.131375
CSRP2	-0.2115
HYPE	0.5905
MAPK15	0.293833333333333
MGC14327	0.45925
TIMM13	0.517
ZNF462	-0.84775
GBA3	2.20175
TEX13A	-0.356
MCM6	-1.338
MTRF1	-1.02475
ABCA7	0.3335
EIF4A2	-0.35875
ZC3H10	0.981
RPGR	0.207666666666667
C20orf94	0.398
RP1L1	0.36
GPR125	-1.05075
USP22	-0.289285714285714
OR1L4	0.5515
MLZE	0.19025
FLJ32065	-0.36375
PTCD1	0.2345
CRTAC1	2.2045
BXDC2	-0.71675
C18orf1	0.561166666666667
FAM107A	3.08192857142857
EFNA3	1.66025
P18SRP	-0.1377
CAMKK2	0.6525
KIAA0649	-0.19925
NES	-0.540666666666667
HS6ST3	1.93625
PON2	0.4485
TCP11L2	0.64925
CLEC4A	1.626
PRR12	0.3775
MLXIPL	-1.0813
C2orf50	2.221
ZNF28	1.393
ENC1	1.02233333333333
MAP2K1	-0.65625
FKSG2	0.70625
KIAA0430	1.159
PTP4A1	-0.493055555555556
GPR156	0.7575
GTF3C6	-0.5625
UBR2	0.5692
LOC388272	-1.33175
MAK	3.32683333333333
ACOT4	3.14825
STC2	-1.40766666666667
PIGW	-1.264
SAE1	-0.35325
COL6A1	0.124954545454545
OAZ1	0.538666666666667
STMN4	0.9865
EDG3	2.23466666666667
SGCE	-0.729166666666667
IL11	-2.979
PRSS8	3.659875
YIPF5	1.06833333333333
WNT4	4.346875
CSN2	-1.29566666666667
TCF7	-2.53425
TDO2	0.7205
SAMD9	0.4266875
S100A7A	0.691
MMRN1	5.34716666666667
GKAP1	-0.00824999999999999
AKR1C3	-0.459625
RNF19A	0.735875
GMDS	0.3465
YKT6	-0.31575
SPARC	1.5725
C12orf31	-0.35
UBE2V2	-1.02383333333333
FBXL18	-0.633333333333333
KIAA0460	1.1495
ADAM22	-0.295857142857143
SERPINC1	-5.1855
KCTD21	0.559
MYOHD1	-2.0065
ZNF37A	-0.114
GTF3C1	0.8395
CTSZ	1.185
PRNPIP	-1.40475
DRD1IP	0.32025
NR1I2	-2.85633333333333
ZNF266	0.2297
SPAG4L	0.2575
COX4NB	-0.5325
SAPS1	0.205
APOA1	-3.779
TATDN1	-1.06166666666667
C10orf82	0.839
KPNB1	-1.26475
FOXO3	0.730333333333333
CRYBB2	-0.922
ZBTB5	-0.087
SLC25A38	-0.033
DCTN2	0.255166666666667
IFT20	0.109
CTHRC1	1.905
C1orf31	-0.421625
UHRF1	-1.0486875
GPC6	-2.27675
C10orf54	2.37425
MCF2L2	-0.3545
WNT9B	0.011
OLA1	-1.05575
FAM120B	0.813
TTLL10	0.4525
CYorf15A	-4.36675
RELN	-0.8669
SCN2B	2.09963636363636
MFHAS1	-0.64925
NKX3-2	-2.14933333333333
RASGRF2	-0.473
SSBP1	-0.363833333333333
KPNA6	-0.374357142857143
LOC389118	-0.5655
HS3ST4	1.5588
SUPT7L	-0.5025
FLJ32658	-1.098
IGFBPL1	-0.58275
KIAA1641	-0.7148
SHKBP1	0.0591666666666667
CSF1R	4.8165
NAGK	1.341
MYL2	0.342
HIST1H4C	-1.3005
TOMM7	-0.222125
ADAMTSL3	2.5768
TNFSF14	-0.17025
PRRT2	-1.92775
VTA1	-0.737875
AOAH	4.1505
CRISPLD2	2.17978571428571
PNN	-0.7711
TA-NFKBH	-0.4835
ESPN	-0.09925
RBM43	0.3855
KIAA1267	0.368
DDX3X	0.218833333333333
KIAA1576	-4.65
PLXDC1	4.74183333333333
FLJ25801	-4.6235
HNRNPL	0.14
RUNDC3A	0.038
CASP12	2.6025
SH2D5	-2.298375
RPL26L1	0.0335
OR51A7	-0.928
HDC	5.302
C2orf16	-0.4
SYTL3	2.432875
GOLGA4	1.262
NOTCH1	-0.137333333333333
ATPAF2	0.43875
ECD	0.38125
SSX5	-1.98133333333333
SNAP91	1.7675
OCA2	-2.82275
PNPO	0.0393333333333333
DAPK1	-0.748
PINX1	-0.459833333333333
SELENBP1	2.377125
NEK3	-0.396
TMED4	0.421
SSTR4	-0.813
FOSL1	-3.11
CD40LG	2.111
CES1	-0.515416666666667
DCI	0.512333333333333
B3GAT3	-0.650333333333333
STK17B	-0.1595
CNTN6	0.41125
CYP3A4	-1.64983333333333
MBOAT2	1.48042857142857
PISD	0.065625
USP1	-1.10575
PYDC1	1.87866666666667
CENPM	-0.919
SAR1B	1.56625
TTC7B	-0.278375
DP58	-0.0435
GPC1	-0.169
RBL1	-1.9815
TMEM137	-2.4465
TOB1	1.70658333333333
TCEAL1	2.25833333333333
CENPF	-1.46363636363636
C6	3.86866666666667
PRSS1	-4.22275
PPIL6	-0.110333333333333
C6orf124	-0.1855
ODZ4	0.642166666666667
SNCB	-0.4285
NDUFB9	-0.01975
CNOT6L	0.8045
S100A9	-0.075
TRIM50	-2.8275
KCTD1	1.9809
WDR63	-0.0055
SPEF2	1.886625
RNGTT	-0.608
CXorf22	0.4545
KCNK16	0.5785
CEP250	-1.25575
ATPBD1B	-0.4305
KCNJ2	3.87825
MT1B	-1.664
ZNF684	-0.4045
SLC4A1	0.2815
PDHA1	-0.15575
ZNF492	0.575125
TKT	-1.521
BYSL	-0.612
RNF38	0.60775
AHDC1	-1.546
KLHL2	0.651875
CMTM8	0.991
DMP1	-0.392
HERPUD2	0.25
CRTAM	2.894
ZNF572	1.11375
TMEM16J	-0.6615
HSD17B2	-0.09775
UBE2G1	-0.022
AHSA2	-2.78275
PELI2	-0.5985
TPX2	-1.819375
ATP9B	1.13616666666667
DAZAP1	-0.326125
HMGCS2	3.46116666666667
C17orf38	0.9765
B9D1	-0.531875
NKX2-5	-1.1795
KIAA1276	0.4915
LILRB2	3.116
CSTF1	-0.121666666666667
BTN2A1	0.170333333333333
C15orf48	6.0065
IGF2BP3	-4.6305
FAM113B	0.805166666666667
HRG	-0.358
ZNF131	-0.55
USP47	0.371428571428571
CCDC88B	-0.825125
HCN1	-0.3228
HTN1	-0.881166666666667
SYCP3	-0.032
C13orf23	-0.6686
PAPOLA	0.7088125
AATK	-0.7079
MSH3	0.174333333333333
NDUFAB1	-0.165
ITLN2	-2.22866666666667
BAK1	-0.00966666666666665
MRPL45	-0.502666666666667
MTNR1B	-0.0206666666666666
LOC645843	-1.183
SPECC1L	0.137625
PGCP	0.28225
SPN	-1.01925
GPR143	0.201666666666667
ZNF576	0.995333333333333
TMEM39A	1.1305
ATP5D	-0.542666666666667
MAGEB3	-2.171
RPS5	-0.710666666666667
ANP32E	-1.79892857142857
MTMR1	0.439
YEATS4	-0.478
SYNGAP1	-0.41425
PCOLCE	-0.836166666666667
MNS1	0.0195
PCYT2	-0.357833333333333
ZNF182	0.33075
LAX1	2.462625
SPPL2B	0.5603
ELOVL5	0.5607
PCDHAC1	0.1695
B4GALNT1	-1.897
BLOC1S2	0.2575
ZNF673	-0.0657
ARHGAP21	-0.813666666666667
IRX5	3.901625
LRFN5	0.677833333333333
FAM7A1	-1.54
RAB19	-0.078
GINS1	-0.9895
ITM2B	1.527
PAPSS2	1.84991666666667
OR5BF1	0.0475
ACSL3	1.917375
KIAA1919	-0.1475
GLT8D2	2.2275
UTRN	0.949285714285714
CNN1	2.63425
HISPPD2A	0.3655
SDAD1	-0.12625
SIGLEC9	0.481666666666667
RPL35	-0.328785714285714
C22orf26	0.2995
IMPDH2	-1.618
WDR69	-0.99075
SEC14L5	-0.117333333333333
CLTA	0.60275
RP11-529I10.4	-0.28725
GPR37L1	-0.312833333333333
OGDH	-0.699583333333333
ASB13	0.0851666666666667
ZFP14	0.16425
ZCRB1	-0.256166666666667
KPNA3	-0.60875
HSPA1L	0.7925
RHOC	0.69475
LOC554175	-0.33125
PPP3CA	0.0902
SLC1A7	0.0232
ZNF529	-0.0873333333333334
RBED1	1.37025
DDB2	-1.45275
FLJ11286	0.175666666666667
SPATA1	0.214
MKNK1	-0.083
DYSF	1.45816666666667
ALKBH2	-0.39975
NKD1	-3.59433333333333
C1orf174	-0.36825
PLEKHO1	0.227333333333333
ASB10	0.34675
RING1	-0.0441666666666667
NPC2	0.979375
AVPR1B	0.7145
YTHDF1	0.7885
LMAN1L	0.391
GSG2	-1.213
CEP170	-1.2921
RPS4Y2	-5.92675
MSH6	-1.3145
HECTD2	-0.313333333333333
ZNF556	-0.766166666666667
PLEKHC1	-0.7995
AIRE	0.217333333333333
BCL2L10	1.67475
LMOD3	0.707
ZBTB8	-0.457
FOXA2	-2.9344
SLCO2A1	3.746125
C3orf46	0.913
PRDM16	0.414333333333333
TMEM98	0.189
FRMD5	-3.923
PDE6C	1.136
C1orf216	-0.292666666666667
EP400	0.0302857142857143
PTK2	0.128666666666667
RNF217	0.2765
NDUFA8	0.6335
ZFAT1	0.934
LAMP3	1.35633333333333
GLTSCR2	0.77275
NPW	-1.5645
LLGL2	0.0486
PPM1K	-0.119833333333333
C20orf177	0.0555
KIR2DL4	0.1851
NFKB2	0.02875
C21orf122	-0.477833333333333
HESX1	-0.98275
GPR114	1.43683333333333
SLC25A35	-0.156166666666667
GNAT1	-0.37525
ORAI3	0.7315
FAM76B	-0.541625
TMEM99	0.3246
TRIM29	0.8551
CDS1	2.4035
RHEB	-0.0826
C4orf27	-0.648
RAB3A	-0.072
OTUD6B	-0.6395
GPD1	2.833
CDH15	-1.48233333333333
NPM1	-0.876214285714286
TMEM117	-0.11725
PRPS2	0.0291666666666666
GCK	-0.606
ADRA2A	5.28933333333333
TSPYL4	-0.383833333333333
TASP1	0.06075
WDR19	0.202083333333333
C10orf38	-1.14825
PDE4C	-0.753166666666667
FYB	1.02145454545455
C1orf55	0.397166666666667
PPFIA3	0.2915
RAD18	0.27175
C12orf44	0.669333333333333
CRYBA4	-0.017
HVCN1	1.25825
TAF10	-0.4605
C16orf48	-1.35
DEPDC5	0.684166666666667
LTBP1	-1.2355
MAPRE1	-0.086625
FGF8	-0.703
C3orf52	1.38475
SENP7	0.2565
LRRK2	4.4745
RUNDC2A	0.930833333333333
KIAA0355	1.06216666666667
CPEB1	-1.8265
PPEF2	-0.752
ABI2	-1.15
KIAA0317	0.328
ATF1	-0.232833333333333
DYNC1H1	0.8755
DIP	0.23825
TMEM33	0.564555555555555
POLDIP3	-0.16175
C7orf24	1.234
GPR171	4.2945
CDC6	-2.646
PLD1	0.269
ITFG2	0.2287
NDUFC1	0.5015
AKNA	-0.25275
NBR1	0.67575
PKHD1	0.470142857142857
HPS4	-0.6142
MAFA	0.55075
ULBP3	0.168
DIRC1	0.789
IMMT	-0.7845
C22orf13	1.03258333333333
CEL	0.14675
MARK3	-0.41125
ADAMTS2	0.85875
ARPC3	0.708166666666667
TMEM10	-0.021
NPHS1	0.30775
BRD8	0.188333333333333
WDR12	-1.90475
IDI2	-0.672571428571428
HOXD13	-2.514
OR8G2	-1.9635
SLAIN1	-1.46425
GABRQ	-0.75275
NR2C2	-0.996
NKTR	-0.689
TLE2	1.398
KIAA0892	0.00416666666666667
AURKA	-1.82972727272727
GPRC5C	0.406
TBC1D9B	0.763375
PNPLA6	-0.121166666666667
AP3B1	0.358
NAG	-0.163625
C11orf68	-0.7565
AKR7A3	1.4345
AHCYL1	-0.2015
COP1	0.3105
RPP14	0.408833333333333
PCDHB18	0.54425
CDH24	0.76975
KRT17	0.6815
LACTB2	-0.2575
DDX24	0.4603
PHACTR1	-2.38116666666667
SLC35E2	-0.10425
LOXL1	0.4345
IQSEC2	0.416625
RGSL1	0.715
PCDHGC5	0.571
MEGF10	-0.94325
PRRX1	0.55
ASTE1	1.271
C6orf159	-0.419
MYOD1	0.63575
GAA	0.72
ZNF747	1.3095
KLRC1	-1.02625
IL1RL2	1.192
GDF9	3.94725
GPR119	0.2315
TRAF2	0.0111666666666667
HCK	3.27566666666667
BMP6	-1.5165
IL8RA	1.64566666666667
FLJ35848	-0.90575
EFHA1	0.265
CDSN	2.93683333333333
C14orf54	-1.265
LSM3	-0.199875
ZFP41	0.7745
C9orf126	-1.0195
VIT	0.584
SPCS3	-0.58625
DEF8	-1.0272
CHAF1A	-0.945833333333333
C1orf165	-0.706833333333333
ZFPM2	1.07383333333333
FTH1	-0.36525
SLC35F1	-1.9385
YWHAH	0.13225
C17orf66	-0.259333333333333
ADRB1	-0.299833333333333
FOXL1	-0.3445
RG9MTD3	-0.104666666666667
UMPS	0.22725
MGC13008	0.195
KIAA1161	1.7925
CCDC77	-1.3785
C12orf65	-0.4114
COG4	-0.679333333333333
RCP9	0.0875833333333333
RP4-692D3.1	2.15133333333333
CDC2L5	0.5305
MGC7036	1.06216666666667
DNAJC11	-0.40575
GDF2	-0.0191666666666667
TIMM17A	0.604
HNRNPA0	0.2773
OR2H1	-0.1375
PCBP1	0.039875
COL23A1	-1.46375
LRRC2	0.759714285714286
NSD1	0.229
FLJ37078	-0.540375
WDR91	0.550666666666667
TMEM179	-0.138
DSCR10	1.272
CNDP2	1.2461
FYN	-0.4735
BEX2	1.30833333333333
KCND3	1.00275
YPEL5	1.738375
LRRC42	-1.44933333333333
C17orf45	-1.200125
ZNF649	0.3761
LOC150763	0.69075
COL5A2	1.91566666666667
CNGA2	-0.7035
ELA2B	-1.297
RAB9B	0.05725
FAM100A	0.54675
NAIP	1.13942857142857
MYOZ2	2.8645
SPATA12	-0.654
XRCC4	-0.174
CYB561	1.1618
CHST10	-1.69325
BAI1	-1.60533333333333
BRSK1	-0.755333333333333
C17orf89	-0.46225
PDE6H	-1.3685
FLJ20309	0.1898
MAP7	1.194125
SCN4B	2.372
SPAG9	-1.27225
SERTAD1	0.876
FLJ21963	0.564
ANTXR1	-0.5969
TMPRSS13	0.871166666666667
ETV7	2.83916666666667
DGAT1	0.444166666666667
NKIRAS1	0.6125
TAC3	-2.954
CORO1C	-1.12433333333333
RAD54B	-0.20825
HRASLS3	2.01183333333333
C21orf42	-0.211
BARD1	-0.233333333333333
ZNF177	1.077
MIP	0.3495
ZNF442	1.0555
F2	-4.3513
GRIA1	0.10375
GALNTL2	1.51633333333333
WNT5A	-0.9249
LENG9	0.289
hCG_25371	-1.701
FOXR1	-0.9115
TRA@	1.3481
PWWP2	0.58925
C1QTNF7	2.805
SLC7A4	0.492
C4orf7	2.592
C17orf80	-0.226666666666667
KLK4	1.37016666666667
IL31	0.393
TMEM176A	3.95475
CTNNB1	0.9216875
BHLHB2	0.096
TMEM185B	0.368166666666667
ARD1B	-0.59475
C1orf93	0.1105
BRUNOL4	-0.970666666666667
LOC541469	-1.32541666666667
UPK2	-0.4275
GAS8	0.361666666666667
PATE	0.513
IMPACT	0.550125
WNK4	1.6815
HNRPLL	-1.60475
GAD2	-0.395
ITGA6	0.12925
BMP15	0.43
CYP2A7	4.555625
RIC8A	0.216625
CCND1	-1.34575
USP35	-0.938
DSCR2	-2.2975
CCL4	5.104
ZCCHC10	0.378
NOL11	-1.08425
TRPM2	1.92908333333333
PSMD2	-0.944545454545455
CHTF18	0.1245
USP18	0.595625
RRAS	0.464875
LAMC3	1.67475
TOX	-2.79533333333333
PCDH15	-0.7415
GABRG3	-2.10933333333333
NUDCD2	-0.087
SGCZ	0.3775
KCTD17	-0.7139
SPSB2	0.393
TPPP3	2.84483333333333
CILP2	0.83
CALB2	3.227875
CEBPZ	-0.7385
ZNF479	1.2335
FMOD	5.80833333333333
C21orf66	-0.706214285714286
CLN6	-0.970166666666667
ANAPC1	-1.10575
SH2D3C	2.36075
PTPN14	0.1854
TRIM42	-0.476666666666667
APTX	0.74175
