Hybridization REF	TCGA-AO-A0JA-01A-11R-A056-07
GABRB2	-0.3555
MGC72080	-1.4375
CD27	3.73225
EGLN1	-1.4458
PEX13	1.579
RWDD3	-0.549
RNF12	-0.228
GRIN2B	-0.0395
ADAMTS14	-0.67725
DYDC2	0.562166666666667
ATP6AP1	1.6169
NR1H2	0.107333333333333
PDK2	0.52275
C3orf17	-0.790166666666667
SLC38A2	-0.812428571428572
SLC25A29	0.3375
C15orf29	0.49925
ADAM9	-0.0493333333333333
TMUB2	-0.025875
GPR176	-0.07675
AGK	-0.554375
MCCD1	3.62625
NDUFA4	0.22025
TMEM146	0.3405
DUSP1	1.640625
UNQ6975	0.6765
EMX2OS	3.4985
INSM2	-0.1335
LUZP4	-0.3885
SETD6	-1.98925
P2RY2	3.14875
SLC45A2	-1.4375
RABGAP1	0.609333333333333
UBXD5	-0.375625
GPRC5A	0.5147
PAK3	0.398
LOC63920	-0.96075
TGFBR1	0.9429
KRTAP6-3	0.376
SFMBT2	-0.36025
CDC42	0.274875
C11orf35	0.956
TTLL2	-0.14725
UACA	0.585916666666667
CD97	-0.412
SETD5	0.354375
NINJ2	0.20275
PTER	0.9555
POMGNT1	-0.3725
KRTAP4-2	0.0725
ECGF1	3.0095
HRB	0.401545454545455
ATP1B2	-0.0754
LOC400506	0.0775
COL4A3BP	0.2925
C6orf97	0.94825
GRHPR	0.677875
TAS2R1	1.4195
SEMA7A	-0.96725
EDF1	0.70075
ODF2L	-0.9814
PCID2	-0.623
GTF2H4	-0.2635
ZCCHC3	-0.656375
CGB2	0.0208333333333333
NEUROD1	-0.472
C20orf75	0.3875
RP5-1054A22.3	2.30916666666667
IFNA5	0.324
ZNF134	0.9425
MGC119295	-0.8841
ZSWIM6	0.040625
SMEK1	0.220166666666667
PCGF2	0.263125
C1orf102	1.1725
CYP2A13	0.562
KCNH6	-1.0394
MDM1	0.2496
ALDH7A1	-0.787
C9orf75	1.5815
VDAC3	0.178875
OR51T1	0.3745
EIF3F	-1.13216666666667
KCNJ10	-0.3685
LENG8	0.33975
EDEM2	0.253181818181818
CCNJL	-1.25666666666667
DHX37	-0.6985
CRYGN	0.3075
AATF	-0.8325
ZNF630	-1.74225
E2F5	-1.226
WFDC13	-0.26775
FTSJ3	-0.788333333333333
C4orf33	0.41725
LHFPL4	-2.434
C19orf56	-0.101
SMAD4	-0.034375
AFM	-0.7244
G0S2	-1.16125
FCHSD2	0.2246
RRP1B	-0.8678
EEF1B2	-0.890666666666667
STAT6	0.7055
ZNF195	-0.59175
GNL1	-0.135
ZNRF2	0.604166666666667
PER3	0.142
ASB16	0.8905
C10orf10	2.37828571428571
ADCY8	-2.70933333333333
C9orf58	0.918
ARMC10	-0.146833333333333
PSG1	-0.453
DHX34	0.085
VARS2	-0.120125
NFIC	0.5685
ITPR2	0.468
AGXT2	-0.0903333333333334
OR6K3	0.2225
H2AFZ	-0.683916666666667
MLLT3	0.60775
COX4I2	2.40475
CCNT2	0.201125
PLK4	-1.521375
NUMBL	-0.625333333333333
MED16	0.728
PLEKHQ1	1.46725
GOSR1	0.0270555555555555
BTG4	-0.5895
RPL30	-0.174333333333333
IGSF5	2.987
IGFL2	2.671
ELMOD2	2.077
SHC3	-0.682666666666667
HAVCR1	0.212
DYNC2H1	1.0385
RNF5	0.0216666666666667
C2orf7	-0.0515
NLF1	1.054
KLHL25	1.05575
LRP10	1.5321
KRI1	-0.16375
PUS7L	0.3095
MGMT	0.56225
HOXD1	0.474666666666667
CSH1	0.1483
ATG16L2	-1.3425
FLJ44635	0.3095
CHODL	0.1295
EXOSC8	-1.16275
SLC28A1	-0.5375
MYO7B	-0.850833333333333
SEH1L	-0.949
MTNR1A	-0.111166666666667
TSPAN5	1.161
CDC45L	-3.17066666666667
AMIGO1	-0.1335
ATAD3A	-1.822
OSGIN2	1.81133333333333
PDIK1L	0.958833333333333
DARC	2.106625
PIPSL	0.586
SHMT1	-0.65375
CRISP3	0.2365
POPDC2	2.0925
ZRANB2	-1.25833333333333
FBXL8	1.1195
TRIP13	-1.95418181818182
EIF5AL1	-1.0245
POU5F1P3	-5.00816666666667
IL6	-3.25116666666667
CXorf38	0.329833333333333
IFNA16	-0.6035
FBXL2	1.7875
BRD1	0.38175
STATH	0.3925
FBXO44	-0.0513333333333333
MCCC2	0.4835
CDC2	-2.1357
C5orf23	0.07175
IVD	1.635
C10orf122	-0.52375
MSL3L1	0.2479
MVP	0.79725
EPOR	-0.3996
ZMYM1	-1.0055
BCL7C	0.845333333333333
PSTPIP2	0.2673
LYPD1	-1.53275
OR8G5	-0.1195
ZP3	-0.5485
BCAS4	0.552833333333333
EDG6	2.1715
ISY1	-0.81475
PRAMEF2	-1.10275
CUL1	-0.4765
RNF213	0.6863
CCRK	0.868
DHX9	0.073375
C13orf29	-0.57325
NCKAP1	0.432333333333333
MRPL43	0.597071428571428
XPR1	-0.41925
PKN2	0.2121
PODNL1	1.2995
ZNF333	0.53675
DALRD3	1.30825
OPN1SW	0.5005
BTBD6	0.808
C11orf82	-2.315
OR5P3	-1.236
DUSP11	0.08125
L1CAM	-1.7108
NEK11	0.3085
OR7E91P	1.461
CNTN3	1.6121
CREB3L2	0.2125
ZBTB37	0.32
KIAA1324L	-0.1715
NDUFB10	0.159333333333333
NUDT2	0.0395
GTPBP8	-1.3655
CACNA1D	0.398625
PRKAA2	-0.19
PRDM8	-0.109
MGC16075	-0.9915
KRT14	-0.235285714285714
PP8961	0.618625
MRPL18	-0.071
ABCG2	-1.99175
PACRG	2.09825
BBS2	-0.524
KREMEN2	-0.4395
FBXO21	1.026
HNRPUL1	0.479916666666667
GRB10	0.0955
CLSTN1	1.03925
LMAN2	0.75
C17orf61	-0.83475
NIPSNAP3A	0.289
INSIG2	-0.828166666666667
PCDHB7	1.6095
STXBP2	1.114625
CMAH	1.29972727272727
SEMA5B	-0.38775
ZNF155	0.122166666666667
COQ6	0.2535
PRPF4	-0.2595
TSPAN15	2.6406
VN1R5	-0.11
LATS2	0.23375
SELK	-0.479
PGK2	0.2275
MS4A1	-1.744625
TYW3	-1.1749
KRTAP5-1	1.37125
RCCD1	-1.28383333333333
BTN1A1	0.68225
DDX28	-0.31975
TMEM65	1.21025
LOC92345	0.1855
TTC31	-0.091
WDR46	-0.811166666666667
CHP2	-0.869
LSP1	0.9965
ZNF542	0.198
EXOSC1	-0.74775
ARHGAP18	0.2465
LRRTM4	-0.519625
MAOB	0.897666666666667
CACNB4	-0.2935
MGC33846	0.674375
RANBP3L	2.601125
ATP5L	-0.745375
ONECUT1	-2.2845
NUDT9	0.9005
TMEM149	0.911
STX17	1.259
IGSF10	-2.47
TMPRSS9	-0.027
BMPR2	1.34983333333333
ALLC	-0.5155
KLF7	1.442625
GCC1	0.4705
TIMM9	-0.78225
CDO1	0.7555
MGC10701	-0.7375
IFI6	2.669
FRMD8	1.28825
MGAT2	0.33
WBP5	0.8065
CNIH2	0.945
KIAA0907	-1.1745
KCNH8	0.2635
CTSG	-0.94375
GRIK1	-0.1755
CUL5	-0.195
FRMD1	0.211
OR9A4	2.594
SYT6	-0.565875
FOXD4L2	0.90925
ANAPC2	0.349166666666667
OPN5	-0.399
TAF13	-0.80675
LYG2	-0.75175
GGNBP1	-0.2425
C11orf40	0.143
OTX2	-1.2595
REG4	-0.0545
EIF5	-0.5800625
PALB2	-0.90625
SEPSECS	0.3328
RNASE3	1.36525
TRIM49	-2.0005
POLR2K	0.4129
GPR42	-0.0335
C8B	-3.37125
SASS6	-0.96775
PREB	-0.232166666666667
OR3A3	0.163
TUBA8	0.518125
IGLV2-14	0.52775
STIL	-2.44675
ANKFN1	0.142166666666667
NME7	-0.605
HOXC12	3.0405
UBE2C	-0.522
FHOD1	-0.850375
CDK2AP1	0.499166666666667
OR6K2	0.0846666666666667
DHPS	-0.45575
RPL5	-1.22991666666667
TRGV5	0.849
LOC541472	-0.116857142857143
HCCS	0.3307
DENND1B	3.482
LHX3	0.2525
OR5D16	0.4765
CXorf57	-1.27266666666667
IRF2BP1	1.241
NDST2	0.476166666666667
LCE3D	0.291
BOLL	-0.319428571428571
SYT3	-0.797
PIH1D2	-0.681
C20orf7	-0.824166666666667
IL1R2	0.103666666666667
SLAMF9	1.771
PPME1	-0.079875
PIK3CA	-0.2425
TRAPPC1	-0.133125
COLEC10	-0.54925
SLC9A6	-0.920333333333333
PDDC1	-0.570583333333333
CCDC53	0.2795
GK3P	-0.5745
DAZL	-0.5235
BRI3	0.24225
SDK1	0.841875
CYP2C18	0.2345
IFI44L	4.172
RPL3L	0.2875
FUT9	-0.506166666666667
KIFC2	-0.128333333333333
PMP2	-1.494375
SLC4A9	-1.0625
PLAG1	-2.37366666666667
MYCBP2	-0.2735
OR4E2	0.8315
CCDC65	0.87625
C16orf82	-0.307375
ENTPD4	0.687125
BRP44L	0.447625
PMP22CD	0.62425
TMCO4	0.936
KCNN1	-1.13416666666667
WDR35	0.04525
CCDC80	2.2335
C3orf31	-0.5555
SLC7A9	-1.68275
TMEM190	-0.80625
DBC1	-1.6028
FADS3	-0.676333333333333
PDZD8	-0.496833333333333
GRM5	0.62075
AZGP1	3.7435
PEX3	0.1885
MED1	-0.777785714285714
ATG4C	-1.591
HNRPH3	-0.991875
FAM109B	2.2325
C4orf17	0.414
CA10	-0.44925
OPRD1	0.0115
CCL16	-1.372
SACM1L	-1.77625
CST6	5.304
CD63	1.595125
LGI1	-1.93725
ZNF784	1.089
CRYBB1	-0.603
CX3CL1	1.7932
TOP2A	-2.162125
GYPB	-3.625
GADD45GIP1	-0.657
FEN1	-0.8345
IGF1R	0.492625
WDR72	-1.83366666666667
PURG	-0.678833333333333
DEFB126	-1.25775
PKD1L1	0.36975
CAV1	-1.9401
GNPDA2	1.6373
DGAT2	0.464375
NLGN1	-3.88175
STRBP	0.614
HPRT1	-1.5745
FANCI	-1.791625
PSMA7	-0.336875
DBF4B	-1.16983333333333
TTF1	-0.89625
RAD54L	-2.788
ELOF1	-0.12625
PLAGL2	-0.480375
ZNF256	0.04375
HMGCL	0.116
MSI2	0.532333333333333
RPESP	-1.12683333333333
C11orf60	0.00975
ABCD1	0.2955
ACAA1	-0.1379
SPARCL1	5.53257142857143
IL6ST	1.4814
ZNF319	0.58925
TMEM109	0.8946
FAM90A1	-0.742
IL22RA1	-1.121
ATP4B	0.402
TEC	-1.48766666666667
C7orf30	-0.99675
TXNDC2	-0.465333333333333
ABCB4	-0.86
KIAA1191	0.18225
C9orf38	0.3845
SFTPB	0.731285714285714
CNTNAP2	1.8325
FRK	2.2805
TBX19	0.19825
CHD4	0.4465
C6orf26	-2.22483333333333
MOSC2	1.4265
IKBKE	1.4165
HIF1A	-1.624
LOC595101	-0.521
RELA	0.538666666666667
TMEM16B	1.3375
ABHD12B	-1.9355
TSEN34	0.639
KIF18A	-3.02675
TXNDC9	0.298
SPATA2L	0.318
SEMA4G	-1.5125
C21orf91	-1.168
MATN1	-0.4095
KCNIP4	0.4928
TUSC1	1.643
OR4C15	0.4395
ARMCX6	0.916583333333334
WBSCR27	-0.238
OR52I2	0.2835
KIAA1604	-0.6445
DYNC1I1	-0.475875
PPP4C	0.91275
SLC47A2	-1.776
TREH	0.0935
CD48	1.564
ST14	1.38883333333333
PKN1	-0.0525
SPON2	3.51275
XBP1	1.726
SFRS12	-0.213333333333333
EFCAB6	2.15475
SELT	-0.08825
SLC39A2	3.075
ERF	-0.702666666666667
ARL3	0.23425
SURF6	-0.4668
MLLT10	-1.07090476190476
FLJ11171	0.578666666666667
TDGF1	-4.308
ERCC6	-0.024
EIF2AK4	-0.207875
BAZ1A	-0.2395
LRRN3	-0.07
TMC3	-0.1865
EFTUD1	-0.19125
PTPRO	2.00483333333333
CLEC12A	0.4145
ACBD4	0.310875
ZDHHC14	-0.760625
OTUD7B	1.459875
ACTB	0.8445
MSRA	0.582375
LCE5A	1.38
IFI35	0.45975
BSCL2	0.764166666666667
ANKRD12	-0.659916666666667
CFHR2	0.672
RGAG1	1.042
HSFY1	-0.181
SLC30A5	0.143416666666667
IMPG1	1.0735
GPR109A	0.7035
ZNF185	0.78375
IYD	3.7615
NPCDR1	0.081
SERPINA13	-0.333
HMGCLL1	-1.61975
NEUROG1	1.21466666666667
UBQLN1	0.6565
LIN37	0.55425
SOCS2	-2.16675
DSCR4	-1.6815
XKR6	2.32775
GPR142	0.8195
KRTAP13-3	-0.2035
CCDC15	-1.402
MOS	-0.2245
CD1E	-1.019
OFCC1	-0.627
FAM83D	-1.4845
SRFBP1	-0.91625
C9orf96	-0.6845
DHDH	-1.19925
CCDC90A	-0.217
RABL3	0.51025
CD320	-1.9965
ANGEL2	0.702333333333333
MRPL21	-0.0395
SMG6	0.107166666666667
INSR	1.5058125
FLJ14816	-1.2885
GLRB	-1.08166666666667
C9orf89	0.78525
CIZ1	0.07325
URG4	0.477833333333333
LRDD	-0.416
CBY1	1.01016666666667
NFX1	-0.255
MTERFD2	0.435
C19orf23	0.5755
PGC	-2.845625
IER3IP1	1.1741
RASAL2	1.50833333333333
C1orf89	-0.478
SYNJ1	-0.388375
NFKBIE	0.4095
FLJ40125	-1.26066666666667
TCEB2	-0.0592
NOG	-1.945
POLR2J2	-0.0941666666666667
HLA-B	2.33275
PCDHA1	2.2275
PPP2R2B	-0.6825
ARHGEF17	1.13583333333333
TCF7L2	1.16978571428571
CHD5	-0.570166666666667
ZNF431	-0.872125
TBC1D25	0.5545
ZNF800	-0.53425
SCUBE2	3.63872727272727
MYCBP	-0.1675
GPX5	0.373
C6orf129	0.214666666666667
QSER1	-0.561833333333333
ULK2	0.75725
PIGO	1.01983333333333
NRCAM	-2.07042857142857
SLC35E3	0.394625
CSRP2	-1.778
HYPE	-0.6535
MAPK15	0.317333333333333
MGC14327	0.6925
TIMM13	-0.331
ZNF462	-0.5395
GBA3	2.02325
TEX13A	-0.2635
MCM6	-0.819111111111111
MTRF1	-1.17875
ABCA7	-0.7175
EIF4A2	-0.58975
ZC3H10	1.1104
RPGR	-0.907333333333333
C20orf94	-0.37275
RP1L1	0.0365
GPR125	-0.133125
USP22	-0.317642857142857
OR1L4	0.76775
MLZE	0.5115
FLJ32065	-0.0995
PTCD1	-0.0425
CRTAC1	0.966833333333333
BXDC2	-1.3445
C18orf1	2.25933333333333
FAM107A	1.40071428571429
EFNA3	1.029
P18SRP	-0.5435
CAMKK2	0.495
KIAA0649	-0.1785
NES	-0.684333333333333
HS6ST3	2.121125
PON2	-0.18025
TCP11L2	-0.73675
CLEC4A	2.13025
PRR12	0.4965
MLXIPL	-1.389
C2orf50	1.4525
ZNF28	0.8205
ENC1	1.42883333333333
MAP2K1	-0.52975
FKSG2	0.60875
KIAA0430	0.70125
PTP4A1	-0.785333333333333
GPR156	1.5475
GTF3C6	0.15575
UBR2	0.0914
LOC388272	-0.5195
MAK	0.9395
ACOT4	2.49
STC2	-3.26908333333333
PIGW	-1.1765
SAE1	0.11775
COL6A1	1.67031818181818
OAZ1	0.43
STMN4	0.9355
EDG3	0.227666666666667
SGCE	-0.6375
IL11	-1.611
PRSS8	3.19325
YIPF5	0.883416666666667
WNT4	3.763625
CSN2	0.147166666666667
TCF7	-3.035375
TDO2	0.77775
SAMD9	0.927
S100A7A	4.6925
MMRN1	1.728
GKAP1	0.09375
AKR1C3	-1.928125
RNF19A	0.20225
GMDS	0.0935
YKT6	-0.1875
SPARC	2.6323
C12orf31	-0.43
UBE2V2	-1.35416666666667
FBXL18	-1.18133333333333
KIAA0460	1.02075
ADAM22	-0.283375
SERPINC1	-2.45775
KCTD21	0.31075
MYOHD1	-2.466
ZNF37A	-0.376
GTF3C1	0.902166666666667
CTSZ	2.01275
PRNPIP	-1.10375
DRD1IP	0.29725
NR1I2	-2.402
ZNF266	-0.5933
SPAG4L	-0.5595
COX4NB	-0.65825
SAPS1	0.662
APOA1	-3.664625
TATDN1	-1.36916666666667
C10orf82	2.721
KPNB1	-1.455
FOXO3	1.526
CRYBB2	-0.3695
ZBTB5	-0.2445
SLC25A38	-0.706
DCTN2	0.3105
IFT20	-0.42
CTHRC1	3.27825
C1orf31	-0.443125
UHRF1	0.1
GPC6	-0.46075
C10orf54	1.87625
MCF2L2	-0.393833333333333
WNT9B	-0.130375
OLA1	-0.80025
FAM120B	1.171
TTLL10	-1.039
CYorf15A	-4.75625
RELN	-1.3509
SCN2B	0.690583333333333
MFHAS1	-0.2785
NKX3-2	-0.542
RASGRF2	-0.109
SSBP1	-0.607
KPNA6	-0.348642857142857
LOC389118	0.1175
HS3ST4	-1.1722
SUPT7L	-0.187625
FLJ32658	-1.29425
IGFBPL1	-0.81425
KIAA1641	-1.4802
SHKBP1	0.151333333333333
CSF1R	4.79675
NAGK	2.17525
MYL2	1.2585
HIST1H4C	-2.12466666666667
TOMM7	-0.428
ADAMTSL3	2.7763
TNFSF14	-1.0915
PRRT2	-0.78325
VTA1	-0.03825
AOAH	3.843
CRISPLD2	2.35814285714286
PNN	-0.9825
TA-NFKBH	-0.592
ESPN	0.67675
RBM43	0.339
KIAA1267	-0.012125
DDX3X	0.339055555555556
KIAA1576	-4.50875
PLXDC1	4.88016666666667
FLJ25801	-3.992
HNRNPL	0.3875
RUNDC3A	0.307666666666667
CASP12	1.455
SH2D5	-1.69975
RPL26L1	-0.0925
OR51A7	0.531
HDC	1.8085
C2orf16	0.0103333333333333
SYTL3	2.3815
GOLGA4	-0.4930625
NOTCH1	-0.4265
ATPAF2	0.31575
ECD	0.15625
SSX5	-1.58066666666667
SNAP91	0.09825
OCA2	-3.4585
PNPO	-0.0898333333333334
DAPK1	0.7205
PINX1	-0.750666666666667
SELENBP1	2.646625
NEK3	-0.586833333333333
TMED4	0.512571428571429
SSTR4	0.3315
FOSL1	-2.6154
CD40LG	0.639
CES1	-0.513333333333333
DCI	-0.150833333333333
B3GAT3	-0.245
STK17B	0.1155
CNTN6	-0.049
CYP3A4	0.131666666666667
MBOAT2	2.29664285714286
PISD	-0.623
USP1	-1.39275
PYDC1	3.42483333333333
CENPM	-1.688125
SAR1B	1.68675
TTC7B	-0.137
DP58	-0.1305
GPC1	0.9555
RBL1	-1.2435
TMEM137	-2.72083333333333
TOB1	1.12983333333333
TCEAL1	1.2125
CENPF	-0.77
C6	1.80166666666667
PRSS1	-2.0505
PPIL6	-0.0964999999999998
C6orf124	-1.584
ODZ4	1.581
SNCB	-0.1525
NDUFB9	-0.23525
CNOT6L	0.460666666666667
S100A9	3.83383333333333
TRIM50	-0.401
KCTD1	1.4217
WDR63	0.094
SPEF2	0.801125
RNGTT	-0.000499999999999982
CXorf22	0.3255
KCNK16	0.195
CEP250	-0.566875
ATPBD1B	-0.83375
KCNJ2	3.57825
MT1B	-1.205
ZNF684	-1.204
SLC4A1	0.47075
PDHA1	-1.03225
ZNF492	-1.10125
TKT	-2.6395
BYSL	-0.513625
RNF38	0.6875
AHDC1	0.0565
KLHL2	-0.015875
CMTM8	1.41575
DMP1	-1.488
HERPUD2	-0.082875
CRTAM	2.908
ZNF572	-1.07275
TMEM16J	0.302
HSD17B2	-2.562
UBE2G1	-0.015
AHSA2	-2.81625
PELI2	0.0375
TPX2	-1.470375
ATP9B	1.13683333333333
DAZAP1	-0.21975
HMGCS2	1.97683333333333
C17orf38	0.63025
B9D1	-1.471125
NKX2-5	-1.07333333333333
KIAA1276	-0.4655
LILRB2	3.425
CSTF1	-0.3455
BTN2A1	-0.469
C15orf48	4.17925
IGF2BP3	-4.3515
FAM113B	0.915166666666667
HRG	-0.0787142857142857
ZNF131	-0.88
USP47	-0.287571428571429
CCDC88B	-0.150375
HCN1	-0.5366
HTN1	-0.298833333333333
SYCP3	-1.911
C13orf23	0.5475
PAPOLA	0.7738125
AATK	-0.0925
MSH3	-0.874166666666667
NDUFAB1	-1.0485
ITLN2	-1.26516666666667
BAK1	-0.0151666666666667
MRPL45	-1.28866666666667
MTNR1B	0.293166666666667
LOC645843	-0.1195
SPECC1L	0.179625
PGCP	1.32325
SPN	-0.62325
GPR143	2.7025
ZNF576	0.448
TMEM39A	-0.2942
ATP5D	-0.0526666666666667
MAGEB3	-1.664
RPS5	-1.01666666666667
ANP32E	-1.11678571428571
MTMR1	0.45825
YEATS4	-0.8885
SYNGAP1	-0.60775
PCOLCE	0.237166666666667
MNS1	-0.73275
PCYT2	0.083
ZNF182	-1.00375
LAX1	0.398625
SPPL2B	1.089
ELOVL5	0.00570000000000001
PCDHAC1	0.084
B4GALNT1	-1.54383333333333
BLOC1S2	0.258
ZNF673	-0.9475
ARHGAP21	-0.525
IRX5	3.512125
LRFN5	0.915
FAM7A1	0.207
RAB19	1.1715
GINS1	-1.9725
ITM2B	1.8618
PAPSS2	1.7135
OR5BF1	0.9785
ACSL3	-0.312375
KIAA1919	0.0334166666666666
GLT8D2	2.888
UTRN	1.43957142857143
CNN1	1.7495
HISPPD2A	-0.0225
SDAD1	-0.047875
SIGLEC9	1.6575
RPL35	-0.492071428571429
C22orf26	0.9355
IMPDH2	-1.3375
WDR69	-0.896
SEC14L5	-0.911833333333333
CLTA	0.5865
RP11-529I10.4	-0.2805
GPR37L1	0.1095
OGDH	-0.328166666666667
ASB13	0.858166666666667
ZFP14	-0.548
ZCRB1	-0.0523333333333333
KPNA3	0.4075
HSPA1L	1.34775
RHOC	1.108375
LOC554175	0.2325
PPP3CA	0.3268
SLC1A7	-0.484
ZNF529	-0.526166666666667
RBED1	1.0785
DDB2	-1.4535
FLJ11286	0.716
SPATA1	0.571
MKNK1	0.129666666666667
DYSF	1.17766666666667
ALKBH2	-0.76775
NKD1	-2.39466666666667
C1orf174	-0.6695
PLEKHO1	0.6595
ASB10	-0.1555
RING1	0.0926666666666667
NPC2	1.002
AVPR1B	0.43
YTHDF1	0.332083333333333
LMAN1L	0.644
GSG2	-2.186
CEP170	0.018
RPS4Y2	-5.251
MSH6	-0.523
HECTD2	0.15
ZNF556	-2.75416666666667
PLEKHC1	-1.0478
AIRE	0.384833333333333
BCL2L10	-0.46775
LMOD3	0.167
ZBTB8	-0.2993
FOXA2	-3.3489
SLCO2A1	2.358375
C3orf46	0.078
PRDM16	-0.544166666666667
TMEM98	1.36025
FRMD5	-2.085
PDE6C	0.427
C1orf216	-0.049
EP400	-0.321928571428571
PTK2	-0.0086666666666667
RNF217	-0.08175
NDUFA8	0.439
ZFAT1	1.2765
LAMP3	1.90333333333333
GLTSCR2	0.239125
NPW	2.521
LLGL2	0.3852
PPM1K	-0.8635
C20orf177	-0.8545
KIR2DL4	0.6406
NFKB2	0.44175
C21orf122	0.5085
HESX1	-0.925
GPR114	0.442
SLC25A35	-0.356
GNAT1	-0.061
ORAI3	0.97675
FAM76B	-0.971
TMEM99	-0.7447
TRIM29	0.2713
CDS1	2.6405
RHEB	-0.027
C4orf27	-0.351666666666667
RAB3A	-0.168
OTUD6B	-1.43825
GPD1	0.719
CDH15	-0.1845
NPM1	-0.679071428571429
TMEM117	0.054
PRPS2	0.230583333333333
GCK	0.067
ADRA2A	3.66083333333333
TSPYL4	0.916833333333333
TASP1	-0.6515
WDR19	0.236
C10orf38	-1.1915
PDE4C	-0.73
FYB	0.599833333333333
C1orf55	0.528333333333333
PPFIA3	-1.04175
RAD18	-0.415
C12orf44	-0.0248333333333333
CRYBA4	0.3815
HVCN1	1.72875
TAF10	-0.525166666666667
C16orf48	-1.75966666666667
DEPDC5	0.727666666666667
LTBP1	-0.5735
MAPRE1	0.011625
FGF8	0.247
C3orf52	1.388
SENP7	0.314833333333333
LRRK2	1.79225
RUNDC2A	0.226666666666667
KIAA0355	0.940833333333333
CPEB1	-0.526
PPEF2	0.3205
ABI2	-0.0596666666666666
KIAA0317	0.3
ATF1	0.017
DYNC1H1	0.89675
DIP	0.186
TMEM33	0.8505
POLDIP3	0.103
C7orf24	0.771
GPR171	3.37775
CDC6	-2.88533333333333
PLD1	0.7279
ITFG2	-0.0422999999999999
NDUFC1	0.7895
AKNA	-0.464
NBR1	-0.0715
PKHD1	0.075
HPS4	-0.5797
MAFA	1.4685
ULBP3	-0.57425
DIRC1	-0.126
IMMT	-0.163
C22orf13	0.247166666666667
CEL	0.3025
MARK3	-0.182
ADAMTS2	1.32608333333333
ARPC3	0.428833333333333
TMEM10	-0.185125
NPHS1	0.01975
BRD8	-0.1735
WDR12	-1.455
IDI2	-0.047
HOXD13	-1.836
OR8G2	-0.76025
SLAIN1	-2.68425
GABRQ	-0.625
NR2C2	-0.41375
NKTR	-1.7078
TLE2	1.4095
KIAA0892	-0.3685
AURKA	-2.18790909090909
GPRC5C	1.0485
TBC1D9B	1.141
PNPLA6	0.354166666666667
AP3B1	0.47925
NAG	0.142
C11orf68	-0.07325
AKR7A3	0.744
AHCYL1	-0.00683333333333333
COP1	0.880666666666667
RPP14	-0.716083333333333
PCDHB18	0.40175
CDH24	1.511
KRT17	-0.505
LACTB2	-2.02
DDX24	-1.0097
PHACTR1	-2.27216666666667
SLC35E2	-0.16
LOXL1	1.864
IQSEC2	0.62225
RGSL1	0.268
PCDHGC5	0.3395
MEGF10	-0.688625
PRRX1	1.60183333333333
ASTE1	-0.242166666666667
C6orf159	-0.8635
MYOD1	1.35575
GAA	1.20875
ZNF747	1.06425
KLRC1	-1.336375
IL1RL2	0.454
GDF9	0.58825
GPR119	0.2815
TRAF2	0.270166666666667
HCK	3.92
BMP6	-2.41425
IL8RA	0.939666666666667
FLJ35848	-1.918
EFHA1	0.439
CDSN	0.2395
C14orf54	-0.764333333333333
LSM3	-0.32975
ZFP41	0.686
C9orf126	-0.545666666666667
VIT	0.3915
SPCS3	-0.49975
DEF8	-1.0575
CHAF1A	-0.890833333333333
C1orf165	-0.722166666666667
ZFPM2	1.795
FTH1	0.959
SLC35F1	-1.8095
YWHAH	1.04425
C17orf66	0.186166666666667
ADRB1	-0.998
FOXL1	-0.105
RG9MTD3	-0.982666666666667
UMPS	-0.2565
MGC13008	-0.4955
KIAA1161	0.666
CCDC77	-2.44175
C12orf65	-1.4786
COG4	-0.8015
RCP9	-0.633
RP4-692D3.1	1.477
CDC2L5	0.15825
MGC7036	0.467833333333333
DNAJC11	-0.04875
GDF2	-0.0568333333333333
TIMM17A	0.209
HNRNPA0	0.3917
OR2H1	0.3305
PCBP1	0.5295
COL23A1	-1.91425
LRRC2	-0.107642857142857
NSD1	0.445142857142857
FLJ37078	-0.350625
WDR91	0.1095
TMEM179	-0.1005
DSCR10	0.417
CNDP2	1.0056
FYN	-0.4685
BEX2	-1.703
KCND3	-0.17025
YPEL5	2.218125
LRRC42	-1.22033333333333
C17orf45	-0.983875
ZNF649	0.6768
LOC150763	1.248625
COL5A2	2.98541666666667
CNGA2	0.2945
ELA2B	-0.996333333333333
RAB9B	-0.1225
FAM100A	0.222
NAIP	-0.639571428571429
MYOZ2	-0.60575
SPATA12	-0.504
XRCC4	-1.61375
CYB561	0.9682
CHST10	0.09775
BAI1	-0.7235
BRSK1	-0.667166666666667
C17orf89	-0.444125
PDE6H	-1.5455
FLJ20309	0.69
MAP7	2.2075
SCN4B	1.8675
SPAG9	-0.8163125
SERTAD1	0.471666666666667
FLJ21963	0.8345
ANTXR1	1.3236
TMPRSS13	2.61566666666667
ETV7	2.68333333333333
DGAT1	1.29866666666667
NKIRAS1	-0.384
TAC3	-3.34725
CORO1C	-0.28525
RAD54B	-0.87775
HRASLS3	1.80533333333333
C21orf42	-0.76125
BARD1	-0.368666666666667
ZNF177	0.704
MIP	-0.611
ZNF442	0.53
F2	-3.876
GRIA1	-0.1725
GALNTL2	1.1215
WNT5A	0.0934
LENG9	0.335
hCG_25371	-1.8085
FOXR1	0.4455
TRA@	1.1163
PWWP2	1.09525
C1QTNF7	1.7045
SLC7A4	0.2885
C4orf7	2.18875
C17orf80	0.106666666666667
KLK4	2.19166666666667
IL31	-0.628
